,Player,Position,Age,Height,Weight,GP,EV ATOI,PP ATOI,PK ATOI,EV G/60,PP G/60,PK G/60,EV A1/60,EV A2/60,PP A1/60,PK A1/60,PP A2/60,PK A2/60
14,Adrian Kempe,"C, R",27.0,74,200,77.78633375994406,14.695244313963784,2.96990858387434,1.490544790918365,1.2577293733701882,2.249609322723399,0.5099658619113195,0.4190695085626862,0.3079241208950432,1.52258556385491,0.2538468107910921,1.1741012748776192,0.02813286901140926
15,Aidan McDonough,L,23.9,75,190,42.31974359916877,11.14076065027596,0.7948568806845988,0.2095784909173943,0.6698876156709921,1.4129801272922151,,0.4698020921351967,0.3188466284207265,1.0008814291804955,,0.7796597556264229,
16,Akito Hirose,D,24.5,72,170,41.46399682382295,15.472852491571608,0.8480707465033239,1.2154697823563472,0.1133275627524118,0.7703524029372538,0.032446367980831,0.2238609031285615,0.2937003197681467,1.4234357966782945,0.1053961715315378,1.4693118238588887,0.0850457779003465
17,Alec Martinez,D,36.2,73,210,75.501421406456,15.24485762158434,0.0,1.154415398383275,0.1701280604375194,0.4284398481879086,0.03431286201761,0.2478860432028004,0.3125184043536497,1.0309816840012314,0.0580706056698738,1.0935743242856373,0.10906664331622427
18,Alec Regula,D,23.2,76,208,38.63503095686436,14.712307562690876,0.8907997162335732,0.8643894502811222,0.120954141876891,0.8234966668869343,0.0376613048188791,0.1666776596171453,0.2470451953757229,1.2241656639886105,0.1189558596447405,1.3151465676355216,0.0842841468519767
19,Aleksander Barkov,C,28.1,75,215,70.9688572340466,15.469603387992562,3.962755680595672,1.980620444368424,1.192319802591441,2.0900608905446085,0.5463596982907252,1.029933926329339,0.6122228116010615,1.9524071546519184,0.288392340574323,1.678442823922261,0.034670550305429364
20,Aleksi Heponiemi,C,24.7,70,155,44.942333363397175,11.235916900934036,0.5842415379848616,0.2432917781797444,0.6757188982486101,1.407876218367738,0.399495090774414,0.5142029965373672,0.3520135277566802,1.1025775941269829,0.3087024453122806,0.9072497216434527,0.01571739483090749
21,Alex Barr��-Boulet,C,26.4,70,180,42.65125525497213,11.049003363693789,1.2521407585346798,0.3091692080348283,0.6951413783196504,,0.3603252509589781,0.5458257409340246,0.359465711067977,,0.2930424841321821,,0.02366059002369124
22,Alex Belzile,R,32.1,72,196,56.84382103249008,9.856642021100877,0.1549616541359872,0.7051768736490306,0.5194039378052691,1.174575765435167,0.2065938003886107,0.5606688321153653,0.3428248883817219,0.9194233907289916,0.2058920729700046,0.6985297885566873,0.04275936586975203
23,Alex Chiasson,R,33.0,76,208,52.03890286463492,8.867093220145632,1.4561541312078372,0.0009051138603484,0.5701147713143727,2.4472606729015385,0.150742865280863,0.3358011556032815,0.2062285448489146,1.0839743042777197,0.1862831556421821,0.7013862289773202,0.038866220116932734
24,Alex DeBrincat,R,25.8,68,178,76.94640668912936,15.980583477768487,4.035292754263049,0.3462154709355758,1.0844070285242715,2.210233968847389,1.2291533030022008,0.644326391604152,0.4125611141028513,1.6042283680174956,0.2985204412757224,1.4017575520441894,0.020262362571255008
25,Alex Galchenyuk,C,29.6,73,194,48.39197185907911,11.395747329924124,0.765007283550498,0.1742166485091211,0.607661323193617,1.3399846619617382,,0.582965231787246,0.3775816397730257,1.2714324200860834,,1.027528520011474,
26,Alex Goligoski,D,38.2,71,173,64.69411736857757,16.020564220945634,0.3177523438635163,0.978314093510015,0.0817704363155134,0.0,0.0407436772118625,0.2393049561275068,0.3320755660616534,1.1586176154233392,0.0460847456318568,1.1823143175902342,0.09823010565794608
27,Alex Iafallo,L,29.8,72,200,72.25692443165539,13.622421887220735,1.9172961065452625,1.8002154752064656,0.6498972258070738,1.8746214972734303,0.0982815912398203,0.6887448697148777,0.433606099031102,0.7934564097569536,0.2372614767737407,0.557006370662995,0.04259682145021187
28,Alex Killorn,L,34.0,73,194,77.2733818880492,13.133192706599576,2.139100963046046,1.708159393897762,0.7762101423967613,1.523996578266303,0.2711981859358251,0.6488241096189615,0.347338572682137,1.04926596750825,0.1315613984223701,0.9400493087500126,0.041947882797757054
29,Alex Newhook,C,22.7,70,190,72.44411346955519,12.962322600309976,1.5714636673578444,0.2878059387124774,0.7234971107260042,1.4990070718165724,0.4338324907454943,0.5757815517698048,0.3697395604644165,0.878470709628647,0.3354579145807567,0.6092536190574916,0.019894981714894552
30,Alex Nylander,L,25.6,73,192,45.36417006799541,11.197353478107166,1.1354890023583522,0.1396791916251115,0.7555192438758467,1.2531093770746302,,0.6624365487113867,0.4282116430340142,1.109284739725896,,0.8945791226881619,
31,Alex Ovechkin,L,38.0,75,238,69.25043601701023,14.867194256370349,4.139553125642875,0.0,1.101272621383016,1.53657820367396,0.0,0.3651729030326489,0.1114350152300738,0.787405482470426,0.1156366441696218,0.602671622882808,0.0
32,Alex Pietrangelo,D,33.7,75,215,71.02179276891331,19.210983679634275,2.1749466982023167,2.171298735177007,0.3456703146465331,0.2418353057664257,0.0507553101310194,0.4200399065996119,0.4315743095973828,1.3228168944021337,0.063969723879575,1.3310638354347293,0.08770971628123371
33,Alex Steeves,C,23.8,72,196,40.94533104485036,10.95950606274442,0.7738669478295184,0.2008578325388512,0.6385246951426218,1.414122602972682,,0.5064752109176731,0.3421042148333636,0.9986053251215166,,0.7773718188167505,
34,Alex Tuch,R,27.4,76,219,70.48766699533864,14.877501509802752,3.1960485907295024,1.2824775471887628,1.2103829008450544,1.537130845670618,0.6635400405291372,0.9152957701033868,0.526848210399926,1.2806000679486302,0.2683395047887805,1.0162616295604427,0.03180627853511046
35,Alex Turcotte,C,22.6,71,185,39.704156370614896,10.428740489944945,0.5824308833291287,0.0513895715103684,0.6247501055566231,1.3758124407433172,,0.4175487503732069,0.2802023946664113,0.9403635730100528,,0.7191667584205363,
36,Alex Vlasic,D,22.3,78,199,38.32312265484775,14.24743672206918,0.4432768566031209,0.7300006495815852,0.1067483510405841,0.8747843343052468,0.0430857527725556,0.2105941078710212,0.2705926063069191,1.2334999935425637,0.1309341073850693,1.3141856811328396,0.08710745957330222
37,Alex Wennberg,C,29.0,74,190,78.25532282242507,14.498637557936958,2.2214978873705973,2.203889014199738,0.5917568665416334,1.63177436449313,0.0914036325589633,0.5811833867084044,0.3691658621876399,1.0651332928323618,0.2703907500507766,0.815132331953415,0.039708539990411955
38,Alexander Alexeyev,D,23.9,76,213,51.59863262308616,14.87939023158519,0.3602719464288111,1.05807532209947,0.1340808822102758,0.8031954754705826,0.0343388476269901,0.2486030447669874,0.308622085621228,1.2830952277601908,0.1108055116768508,1.3641308585545835,0.08402200224680866
39,Alexander Barabanov,L,29.3,70,195,71.22605637494453,14.919415563772976,2.464061371615112,0.1650770844511575,0.6268253223525497,1.2598487896198551,0.2661963983765338,0.7384541784791576,0.4490088631118026,1.520876310496933,0.2576893468526319,1.307820528446232,0.04078269866732452
40,Alexander Edler,D,37.4,76,210,63.03506969088558,14.000990164006954,0.0,1.443573988190333,0.1523730890965428,0.0,0.0250687569449693,0.3438442462059163,0.3925516945855786,0.9197961773725252,0.0488245108203604,0.9778642744634196,0.0779504204313637
41,Alexander Holtz,R,21.7,72,195,44.568503198259776,9.02313328451719,1.1662446718831485,0.0,0.5341688779866836,1.524960046535645,,0.4273191704069802,0.2665032423469763,0.8862770464215763,,0.6918002527337985,
42,Alexander Kerfoot,C,29.1,71,186,78.6185409675459,12.904914660647018,0.6535115173899089,1.5818872995850313,0.5913437778153231,1.2863132410313929,0.3272308904035291,0.7690582072022937,0.4810794958577867,1.216590464351004,0.3130167656188055,1.0872660310288835,0.040223211611107805
43,Alexander Romanov,D,23.7,73,215,74.18182913699616,18.183101519610727,0.3262604579759873,2.176432397324614,0.1290250133501397,0.7560674337906456,0.0377818999709556,0.2421599035255059,0.2810899496470128,1.278554816297846,0.1042942254756114,1.340165986245344,0.08731163762168352
44,Alexandre Carrier,D,27.0,71,174,64.27592957361955,16.034415649358845,0.6634167961914934,2.244743203858416,0.2097096775694436,0.6374926506178802,0.0285169956680243,0.3541022719313256,0.4040098723239292,1.4020659495192758,0.091355722873492,1.4019307391420597,0.08914373651537072
45,Alexey Toropchenko,R,24.3,78,222,69.20733643422219,10.718285417105513,0.2359544237891535,0.943745273875122,0.7514062175655839,1.4142704703256022,0.5070179824864975,0.5236032273799228,0.3510031355066924,1.0000777613124805,0.3135096285516345,0.7789986210999,0.014826412525440242
46,Alexis Lafreni��re,L,22.0,73,195,75.34216572937811,14.676922803566924,1.607174168066528,0.3021255037333692,0.8597957173742492,1.4643663161905418,0.4829691463260238,0.4771523066699837,0.3170718588654901,0.5287504489654823,0.3492833679657953,0.3231565939813141,0.02767674287142395
47,Aliaksei Protas,C,22.7,78,225,62.58300084569123,10.515032984295852,0.0667002612116522,0.0576589629000404,0.6684720763957368,1.2986996353130469,0.4276758564418278,0.5802618081071886,0.3729545511451415,0.9704964049318108,0.3344215155881071,0.7757836675686729,0.019412192237055134
48,Anders Bjork,L,27.2,72,190,48.65166935698481,11.803399928749638,0.2474311672495357,0.7545554758486723,0.596145296058733,1.4282001060337135,0.4443136683615143,0.5316582136589397,0.3474309609232493,1.011118410481617,0.3255439988137005,0.7903625641595202,0.028756699359991242
49,Anders Lee,L,33.2,75,235,76.28369383357341,13.512980960709768,2.627217413678052,0.081030255471226,0.959476155066734,1.8567921378629704,0.1761146357433833,0.3925819239855128,0.2362565469562301,0.916357556016942,0.1809371927547287,0.6028370740389208,0.037435721989783385
50,Andre Burakovsky,L,28.6,75,209,69.62144430381346,14.284194682257338,2.4738383542477456,0.1447272039012235,1.0366360767827685,1.814195831791572,0.3302358842420769,0.8650284235445834,0.5057559060488431,1.9497835920565028,0.2671060537891944,1.9918719920852024,0.037747697411652834
51,Andreas Athanasiou,C,29.2,74,190,77.66705441891187,13.79359497049315,1.837619078371283,0.2258549967543572,0.8394933425709364,1.5418851956173238,0.33002467158653,0.5675110341463455,0.3661494747111658,1.1347416533806556,0.2597643421979638,0.9714510794561628,0.04020587529730289
52,Andreas Englund,D,27.7,75,189,61.23811687315192,12.51852097745942,0.0150222159311494,1.0136212833147789,0.1340715690538317,0.6131118213839919,0.0315951151609034,0.3148836619153591,0.3546308298245977,1.3068545130719909,0.0899802597081806,1.3881371344310849,0.10061215367323816
53,Andreas Johnsson,L,28.9,70,195,49.02845480562607,12.959927680230953,1.089907698183531,0.244530234040239,0.7401940718880137,1.201454541168678,0.2117753387737979,0.7832308193222834,0.4636168110983422,0.7929454133353554,0.2640448451062508,0.5744384391363775,0.03885435499202526
54,Andrei Kuzmenko,L,27.7,71,194,77.06775887939557,13.201061669898053,2.916880215306243,0.2018251331025995,1.045088249219695,2.656949841935249,0.320263008640777,0.8178174091833048,0.5212595940572406,1.0933700628191,0.2795005587588787,0.897097449559182,0.031985495143835405
55,Andrei Svechnikov,R,23.5,74,195,71.92376875543594,15.71823710825502,3.2356852474099087,0.2769629587247267,1.052610394675264,2.025269982471357,0.4379855464012074,0.7654403870287616,0.4397780468273378,1.6638627918147493,0.3225980736071347,1.7220557026764731,0.015379304627852515
56,Andrew Agozzino,L,32.7,70,187,45.38394471737553,8.767941499262578,0.2773381928674701,0.1572535255099062,0.3945072901484603,1.191499892210939,0.1935844237213309,0.5241648393316006,0.2950704448463202,0.8931495875410527,0.1918424473264818,0.6722465868462884,0.04018715703289953
57,Andrew Cogliano,C,36.3,70,179,73.43211187829021,10.654609530589088,0.0,1.6111831624690458,0.1364077824286395,0.7910637326027485,0.0,0.1766917677087724,0.0677882669170928,0.6882983762618264,0.1666225378068144,0.4674708457388041,0.009824100973000174
58,Andrew Copp,C,29.2,73,199,76.50449626509939,14.410417046775024,1.809442524772237,2.3618444484553294,0.6071773650813004,1.5636849462536468,0.3888894485347804,0.8141372580756169,0.4946437349494555,1.423141911765467,0.2415146157993793,1.1572549706096489,0.043217340174583244
59,Andrew Mangiapane,L,27.5,70,184,78.58535069460014,14.059925318253994,2.085593494530728,1.2008768632332631,1.1459923675741006,1.802724536921361,0.5933120066763866,0.6432815919286782,0.4020342173137329,0.8799175043945296,0.3663418915215998,0.7358269937362215,0.031014003616456724
60,Andrew Peeke,D,25.5,75,210,75.72928421312555,18.203184565777807,0.1942739192513347,2.986246675752953,0.1536048133225442,0.7041886910828926,0.0492575622740811,0.1802564386708074,0.267258700206274,1.3017339899768874,0.0975207313872197,1.3875740613157033,0.09599481155485516
61,Andy Andreoff,C,32.4,73,208,45.03983534850081,9.153553655883403,0.0330488363731265,0.1340037835768086,0.4092669190398159,1.134495366120159,0.1771889561649243,0.3982012333606007,0.2511494060379636,0.935361805056254,0.1997325044266373,0.7141637715333172,0.04176869905981871
62,Anthony Beauvillier,L,26.3,71,180,74.76584038387314,14.808364060890431,2.011169579570672,0.4868803682757093,0.7911910723126926,1.7233714273462517,0.4426098336694748,0.6438769725270895,0.408701621167469,0.89477991298452,0.2935150781136348,0.6054929953225567,0.02335686408801106
63,Anthony Cirelli,C,26.2,72,189,69.97198178825474,14.514225699631211,0.9894882363773824,2.260719921095022,0.7817418098040537,1.447848094714732,0.4215377338378481,0.6814700367118209,0.4335472190141568,1.3251162991283647,0.2621567960573968,1.165371700034882,0.02281213703624501
64,Anthony Duclair,L,28.1,71,197,51.67274766205275,12.592292652771498,2.2433546049906266,0.2721975741502314,1.153514333965029,1.8529661244850428,0.9456588328060244,0.7071653931439721,0.4277836873152195,1.589848838276856,0.2741922984136548,1.425412634749395,0.04517303511369
65,Anthony Mantha,R,29.0,77,234,71.75694414349076,13.141274216667933,0.931194558011877,0.2104212100609906,0.8391996386946342,1.19640628654235,0.2588896707361316,0.634467912656544,0.3974116872282794,0.7970983354688613,0.2614257892653908,0.6540654243264274,0.03970765578871703
66,Anthony Richard,C,26.8,71,183,47.9891086073232,11.221442185907453,0.8383384891805468,0.3350995483663368,0.7380344029438135,1.3888088981273166,,0.5343168839218821,0.3615964891012382,1.0473414810261936,,0.8261822750809471,
67,Anton Blidh,L,28.6,73,197,49.34019619662016,9.22712213130675,0.1640333037519437,0.6809530622679287,0.494005494899844,1.3504627169283334,0.2277651439122546,0.5411382156067568,0.3595014665204653,1.0435196389746113,0.2683304003712931,0.8222936936956573,0.03727104564181215
68,Anton Levtchi,L,27.8,72,185,43.99385324326949,11.809965207075305,0.9570809064164404,0.4118468407846177,0.6052733706026028,1.3746938541683016,,0.5002582374414655,0.3402300350552121,1.050501957424799,,0.8292793705803125,
69,Anton Lundell,C,22.0,73,185,67.55110089881765,13.325279238801564,1.6649616532843854,1.94447368625052,0.8433909451463969,1.3438413086587375,0.648559601180064,0.6619246939594864,0.3963498742541349,1.3075238030701055,0.3755716826632327,1.1918609789728516,0.026514714699107177
70,Anton Stralman,D,37.2,71,193,45.05159426655003,15.067912915682424,0.0,1.7647441116737594,0.1730129714243603,,0.0207703851222789,0.2756303579872726,0.327038168463758,,0.0520738749135369,,0.10390782269770914
71,Anze Kopitar,C,36.1,75,225,76.06349722074525,15.091862594502992,2.730003571983428,1.6916203013482378,0.5189356295317586,0.867951090829743,0.0,0.6038055296878627,0.2739347366199025,1.6718901304404836,0.0947381959702865,1.5814654825727126,0.015656921050903154
72,Arber Xhekaj,D,22.7,76,238,58.2467598864081,13.400254941476138,0.8777381962844626,0.1686771701617462,0.1791196440154236,1.0099568952490767,0.0406048056260936,0.2786400846988502,0.3172687634590862,1.2294977354293712,0.1255784387001168,1.333104904075009,0.08556700173623942
73,Arnaud Durandeau,L,24.7,72,185,42.40932945776812,11.678813147425226,0.9512639927892168,0.2865550770770548,0.6616354221054224,1.4080264069975037,,0.4887867369006088,0.3332949038502469,1.0201341538339406,,0.7989697810664356,
74,Artem Zub,D,28.0,74,200,67.94265333993722,18.910561395853826,0.1549218690246592,1.8117706763636705,0.166245397213434,0.5850299239199213,0.0323572837907615,0.2680457899868031,0.3372900901312036,1.2471821255235718,0.0876414937247323,1.342791779838619,0.10947200864393845
75,Artemi Panarin,L,31.9,72,173,73.18324479338762,16.010424329608036,3.3421850610817465,0.0819861611772357,0.7598825780756068,1.942833704775567,0.2353598172784518,1.0802427148461329,0.5961978732871139,2.5128457603701326,0.2093558602915761,2.362262755137416,0.0432196899721151
76,Arthur Kaliyev,R,22.3,74,210,66.81570122383359,10.58515417353785,2.237223785884508,0.2576154651176447,0.8278363893292476,2.048636175877313,0.4584041550210784,0.564401453717795,0.3528467575511363,1.08479470585641,0.34309565067712,0.7652699293172336,0.023922664978587957
77,Artturi Lehkonen,L,28.2,71,179,70.54239553418384,14.799746621306646,2.8400826728913406,1.641284296388625,0.8589559298252222,1.7527628573594956,0.2849113138027314,0.5895285887433415,0.382308658003995,1.1709633095703114,0.2400361095763087,1.1611775098188244,0.03936659336986059
78,Austin Czarnik,C,30.8,69,170,56.082454459134325,10.109630010993156,0.4617798675757918,0.291015546980279,0.5309487690285513,1.1719396997180216,0.2051384667919715,0.4964492585909972,0.3143467042076289,1.0349091864037794,0.2317235676497472,0.793748369433636,0.04436328794409715
79,Austin Strand,D,26.6,75,215,42.42041048560417,14.95180677700298,0.3300283709669307,1.058826821985957,0.1490914765095555,0.66795861625602,,0.2473940724013776,0.3143720625586748,1.323272897821667,,1.4042213301247224,
80,Austin Wagner,L,26.3,73,195,45.10160811756343,10.832325272804963,0.3016441413315296,0.1843401500774882,0.675665476029688,1.3912066352251349,,0.4994883506314801,0.3367436210088175,1.0315922778713833,,0.8105786798907338,
81,Austin Watson,L,31.7,76,204,68.03366876123162,8.94645425290217,0.0291922302860005,1.956949314022002,0.6293432652289699,1.267986919485908,0.2320504328299942,0.3233150288569476,0.2187649947639438,0.9427763526818552,0.2456818298036425,0.7217793631238807,0.04376067861658
82,Auston Matthews,C,26.0,75,208,73.70350340582233,17.504084103870262,3.572513723296937,0.2647799047411703,1.712033676481875,3.024551455733774,0.4394674526764743,0.8771730870065866,0.5270654646844861,1.453053211383621,0.2961468195335638,1.2877377099815854,0.021693287340613918
83,Axel Jonsson-Fjallby,L,25.6,73,189,62.62763518912496,9.813136018979645,0.240561111547344,0.8652645809646153,0.7537468376273633,1.408141138253055,0.303143516257281,0.5722817519878897,0.388519446208823,1.0390737742984602,0.3656278961690816,0.8179006488612772,0.01947079558886554
84,Barclay Goodrow,C,30.6,74,204,77.61139921720438,12.680142405099437,0.3211377563542497,1.8627214717206937,0.529843453652475,1.362463784556689,0.2390547242805804,0.6100722737084191,0.3812974588201747,1.0742227403748272,0.2728643992063536,0.8861612164095352,0.04427724691423534
85,Barrett Hayton,C,23.3,73,207,70.11432462042585,13.992541120817725,2.2814805707950017,1.4383298196750016,0.7370790757485173,1.567472502669005,0.4133640202628696,0.534624378041843,0.3516271755622851,1.0965782350257305,0.3504868746006731,0.9302137703360815,0.0175592531561181
86,Beck Malenstyn,L,25.7,75,200,45.42765244572101,10.40551998221942,0.565371785364237,0.5126408466731692,0.6384949116089035,1.4212471040734085,0.3497351578758224,0.4561382205097435,0.3175529954373615,1.044793885983084,0.2997597609913133,0.8235600849511329,0.019554427366798674
87,Ben Chiarot,D,32.4,75,232,70.78089880168893,18.081109739656068,0.3503254813720948,2.4563409895002626,0.254755291583624,0.4731925522937115,0.0545690174510479,0.3159247035034871,0.3449601731457156,0.8419941196704666,0.0783440731695421,0.9923845136131412,0.12536519981884386
88,Ben Harpur,D,28.7,78,231,59.64512574874068,14.11488860479538,0.0,0.9487886471419916,0.1202498838240565,0.5613860516050893,0.0331360176434795,0.2211007425261499,0.3053331630417186,1.272956759102522,0.0874479118636252,1.3544087016397437,0.11721777071108934
89,Ben Hutton,D,30.4,75,201,55.65423558426475,15.119245818968023,0.0,0.8940122670165831,0.2522337916894842,0.4165587169911031,0.048807696841024,0.3247321345233497,0.3666488896871732,1.1676815591474048,0.0833543556785546,1.2703451672310144,0.11422612282095078
90,Ben Meyers,C,24.9,71,194,57.27673788796305,9.632956864996803,0.3805397716207586,0.1018294063734911,0.8702645585054603,1.3971658733980576,0.4017453487158438,0.3107120010599306,0.2459475547274001,1.014064259923103,0.3071925582364789,0.7930105535750201,0.01617699788075154
91,Benoit-Olivier Groulx,C,23.6,74,200,40.32515897710999,10.491193797688304,0.5390904197623383,0.793036722698752,0.6598262742632726,,0.3940746309263715,0.4885556448239611,0.3280766237628507,,0.320844754596659,,0.015068352314866014
92,Billy Sweezey,D,27.6,73,206,44.81898496674101,16.04114402693474,0.4184969110643251,1.6320369028995545,0.1234791267996123,,0.0315386577747178,0.238704547251461,0.3096652269375048,,0.0901003876392338,,0.10035625530119373
93,Blake Coleman,C,31.8,71,199,77.66641860112844,13.58860469815731,0.1215955562399762,1.4800633646549093,0.7780708491000239,1.239049369530575,0.4765190863727665,0.596722963710026,0.3709361526009018,1.013678616409481,0.1999113585240141,0.799098939652478,0.043487399199145065
94,Blake Lizotte,C,25.8,69,170,71.91559034907625,12.195700264061438,0.3352346079683439,1.3972063675195874,0.6667967472738169,1.483080566863438,0.3308171848345927,0.6822909855868252,0.430358350273937,0.9691691614613696,0.3743373522063608,0.7755288184993891,0.015365278396992945
95,Blake Wheeler,R,37.1,77,220,68.62852114158044,13.88447242441802,2.4339007237920622,0.2744236728994977,0.4360458446241965,0.907029663993203,0.0,0.7107465713711629,0.3005025093005677,1.3149080449269206,0.165063000579562,1.2433044812412464,0.0012092649808610311
96,Bo Horvat,C,28.5,72,215,75.70353247923464,16.003633647651075,3.4311224760195405,1.312764555479094,1.0364802568180256,2.451872320551808,0.5064211194604202,0.6242603592652414,0.387053446395048,1.0144873868474558,0.294159390027545,0.9653248272815474,0.03845048819911716
97,Bobby McMann,C,27.3,74,208,47.05586341784307,11.652465548140256,0.8553543098852097,0.3658359244715311,0.664567462395602,1.4236490212717747,,0.4969939363969182,0.344811727420596,1.051237932086185,,0.8300362599560243,
98,Bokondji Imama,L,27.2,73,221,44.87600849158216,10.920125509107963,0.8501659540031039,0.3687812618467486,0.6666992394495784,,,0.4728391050039147,0.3286881952932818,,,,
99,Boone Jenner,C,30.3,74,203,67.02014922445125,16.253440238078333,2.8322976625335534,0.992135261830554,0.8556648819641045,2.030013497222489,0.2711249228973893,0.5540800664566311,0.3553937997138431,0.6885636422458076,0.2410380603920811,0.456165491163969,0.04377769888985793
100,Boris Katchouk,L,25.3,74,206,64.22012399347936,10.760372699238893,0.6018413316312776,1.0206587637196431,0.5714284196968054,1.5336487174527416,0.3871900571623055,0.50937975129392,0.3465710979268231,0.989106116438884,0.3032225515378383,0.7684217887610836,0.02821828082012704
101,Bowen Byram,D,22.3,73,190,53.81938108735855,16.789060684322664,1.217332712633075,0.4524216264722704,0.2957405706408325,1.1585235573370656,0.1439140654534687,0.3815540262005203,0.3873626770441037,1.2735059124043095,0.131294992289687,1.417372041017228,0.08722480371004036
102,Brad Hunt,D,35.1,69,177,58.88319935160314,11.84804419417108,0.0546634077756644,0.2362228203253862,0.2508581234232889,0.3934416155151934,0.038837434647754,0.3639144360340382,0.407328154193661,1.0332187334793848,0.0644049681973563,1.0070187785969686,0.11373228366551179
103,Brad Malone,C,34.4,74,217,47.38115075263532,8.352228754297442,0.0,0.4220624249532951,0.4391071196224589,1.0058176265210816,0.0587072963286271,0.3509075672954903,0.1870585341740429,0.841969648994048,0.157295746958776,0.6207543393640105,0.029137573124006874
104,Brad Marchand,L,35.4,69,176,71.48495523084115,13.481276513045438,3.056923867607352,1.3690340030716337,0.8766243474981645,1.1864890203328244,0.2011492704738592,0.7816350612935645,0.3819984813817827,2.0528909433286864,0.3085423011533642,1.6793720412663322,0.01948803526838943
105,Braden Schneider,D,22.0,75,208,63.11816858760285,15.71335456128882,0.3226780488682574,1.047925251156197,0.1465137595499158,0.8800503202542294,0.0454624568559085,0.252654653867394,0.3089152469153831,1.2619799329432035,0.1359398280449927,1.350752036866773,0.08886887882166104
106,Brady Skjei,D,29.5,75,210,76.37980749836714,18.82516324102737,0.6941608319933459,2.418285961082478,0.40424125181729,0.8572672568701565,0.05245678008761,0.3300634549790039,0.3948774889734601,1.2928790982749123,0.0840653822781854,1.337784846316548,0.0994187937320026
