,Player,Position,Age,Height,Weight,GP,EV ATOI,PP ATOI,PK ATOI,EV G/60,PP G/60,PK G/60,EV A1/60,PP A1/60,PK A1/60,EV A2/60,PP A2/60,PK A2/60,GOALS,PRIMARY ASSISTS,SECONDARY ASSISTS,POINTS
1,Sidney Crosby,C,24.2,71,200,71.2,16.244717,4.196464000000001,0.6339169999999998,1.1827333002837805,1.6244334460101633,0.6541012676628546,1.2682479961765032,2.0745243084489897,0.2594515627454998,0.6652932342935594,2.312076486268508,0.03373649560145932,31.936724603867482,35.0,23.97338454360504,90.91010914747251
2,Steven Stamkos,C,21.6,72,182,77.58,16.82866500000002,3.9079609999999985,0.5198739999999994,1.669409032262387,2.241350404626933,0.5781512941294761,0.6943369217269723,1.6601418898174685,0.13356418670310818,0.3867449622698235,1.9768208605019193,0.016251152320396124,48.03960628231908,24.0,18.0,90.03960628231908
3,Evgeni Malkin,C,25.2,75,195,72.88,15.799154000000001,4.319157000000001,0.08531999999999991,1.0884372357211443,2.1230488296064114,0.7240363954289949,0.8398136373420977,2.70221412380719,0.32536732475276525,0.5554701503424366,2.1104374886159274,0.04640344453817521,32.11607385944204,30.47680126307194,22.0,84.59287512251399
4,Henrik Sedin,C,31.0,74,183,81.26,15.186961999999989,3.5444080000000047,0.19954599999999995,0.4686922605586219,1.5400809908780386,0.4253248940795748,1.3284766740669942,2.6651792719930256,0.46485796930129414,0.7734825447703448,2.099394838794573,0.12794589681902693,17.147971157590643,40.0,25.919421000136705,83.06739215772735
5,Nicklas Backstrom,C,23.9,73,202,79.52,15.309015999999994,3.340938000000002,1.18736,0.8389666340340779,1.383399733018469,0.4700824065192724,0.8914061510518558,3.5748420719499494,0.20016200217869365,0.5740497912493969,2.2781279006520228,0.04905354771465678,23.88749443584779,34.11879923845684,22.343661073961197,80.34995474826583
6,Alex Ovechkin,L,26.0,75,238,77.37,16.302522999999997,4.005731000000003,0.10416399999999988,1.2672444459676842,2.6480178050170275,0.9219535261786225,0.6516277067253715,1.2751006405949814,0.11307356013650857,0.4051943958655313,2.0869609555247197,0.015490772676463004,40.44202512289164,20.0,19.0,79.44202512289164
7,John Tavares,C,21.0,73,216,81.47,16.43974500000002,3.2223890000000046,0.1463810000000002,0.965361477937872,1.7161404191242076,0.38083636391507547,0.926223399863292,2.475195387968882,0.5285874332427151,0.38731332329293594,2.031876927474622,0.35632971915319916,29.13382916506593,32.163542670601885,18.0,79.29737183566782
8,Martin St. Louis,R,36.3,68,180,77.69,17.130410000000026,3.8228510000000027,0.6397000000000006,0.9718970891650043,1.2540351739680349,0.6829699929503957,0.9169639504577163,1.4599923872004452,0.08054094204660708,0.5453908656492883,2.0016978367043876,0.008880477111024803,28.330799427542978,27.827634183286243,22.0,78.15843361082922
9,Claude Giroux,R,23.7,71,190,75.95,15.08681299999999,3.4020750000000044,2.084413999999999,0.8574722313902923,1.3930932306850374,0.1889274949946372,1.0110918259068196,2.7145287359927863,0.6050711605022019,0.5942988756784336,2.2059188525777103,0.0,22.88563936506201,33.80634623002244,21.0,77.69198559508445
10,Eric Staal,C,26.9,76,195,80.44,16.10593899999998,3.801760000000007,1.398769999999999,0.8003660048442284,1.5986230018077983,1.3981111408223206,0.8503922828761628,1.7012521542803332,0.8037253660863887,0.3719655452844925,2.091552666617951,0.028179356587287697,28.045233457351237,29.0,18.680373154590725,75.72560661194197
11,Jason Spezza,C,28.3,75,219,77.45,15.62793600000002,3.3985989999999977,0.7571110000000005,0.9981337529992678,1.9685037618807697,0.42161552623414045,1.0423098922849008,1.0077767401692654,0.11304203080230105,0.5268738470372915,2.182484877592793,0.018008228647753043,29.183334366566026,26.531969275483313,20.0,75.71530364204934
12,Marian Gaborik,R,29.6,73,200,79.79,15.277648999999995,3.3449749999999985,0.17703099999999983,1.2218005320399394,2.1669246485587115,0.49261716984478926,0.6590324337433106,1.6386269422067694,0.12932811765101682,0.41783338521216645,2.3364856352257988,0.02998693529262396,34.57800313466529,21.08255107515711,19.0,74.6605542098224
