,Player,Position,Age,Height,Weight,GP,EV ATOI,PP ATOI,PK ATOI,EV G/60,PP G/60,PK G/60,EV A1/60,PP A1/60,PK A1/60,EV A2/60,PP A2/60,PK A2/60,GOALS,PRIMARY ASSISTS,SECONDARY ASSISTS,POINTS
1,Nikita Kucherov,R,25.3,71,181,79.78539510162027,15.706728676761047,3.5420316015219204,0.1004942557803487,1.2663909836230691,2.194022557599941,0.1530934058092321,1.1238418737235798,2.571988239055095,0.1173692626989573,0.7740950536044355,2.018567406928608,0.0992780321006081,36.80439349226157,35.60255433727522,25.688646468856735,98.09559429839352
2,Connor McDavid,C,21.7,73,193,76.7431917930987,17.00578728371687,2.9751366898753955,1.062172762427012,1.452750621643363,2.120567711959845,0.0,1.2443754284184128,2.7520725654040827,0.6487000801745779,0.5803501757295283,1.85038425730162,0.1068171641281447,39.66874366831283,38.42072107520951,19.80986848701988,97.89933323054223
3,Sidney Crosby,C,31.2,71,200,80.7726155417418,16.248026549008653,3.4691173979515977,0.2014151338472445,1.0189932254994296,1.894529260230429,0.2529522929820986,1.1146519382241995,2.7139188924892643,0.0993121955138928,0.5861235292880534,1.9725444331024709,0.0989836838594918,31.205048555846876,37.08243924092301,22.05937243834585,90.34686023511573
4,Johnny Gaudreau,L,25.1,69,165,78.98032553380017,15.91608346410595,3.449774457307492,0.1406149167467708,1.1705562689782485,1.469322802543719,0.4783200908352564,1.170823658191527,2.280336291145597,0.4633640744778703,0.5468415208229825,2.3025230349818333,0.1283919074863065,31.285110639073444,34.970814892288715,21.936540917463677,88.19246644882583
5,Artemi Panarin,L,26.9,72,173,79.73936906688706,16.418504490807717,3.0072740941076788,0.0884509620877302,1.081603210712412,1.740062682492968,0.4882952798814733,1.3557117753588104,2.06280974502819,0.1127700924284943,0.6359369179916974,1.22121712874822,0.0990432680142867,30.612399344866184,37.839212937868794,18.76855864022126,87.22017092295623
6,Aleksander Barkov,C,23.1,75,215,76.3506018598363,16.610135718108964,3.4726361984453984,1.7177120851902412,1.023018625001789,2.5012688555130875,0.2251118963781853,1.0781627702740606,1.7781535240312776,0.2525166774503953,0.7220276101623214,1.6287274303202413,0.077586595250896,33.1681678860048,31.19820628591255,22.62806078191281,86.99443495383017
7,Brad Marchand,L,30.4,69,176,77.62780486825034,14.79077403695789,2.783112550637862,1.7092407984939313,1.1973916130286937,2.3049418523226404,1.2287485022541769,1.0542943622008187,2.0801738651721915,0.8646919917786948,0.7669293492298119,2.1274048439376685,0.3839791044299673,33.9304516673331,29.577687345606503,23.185612160577676,86.69375117351728
8,Patrick Kane,R,29.9,70,177,78.56856608803125,16.639682106017688,3.4016739765549757,0.1023942893681381,1.2717600626910823,1.6952089300584774,0.2961312415422095,0.8688544096890923,2.3685200921057565,0.114383184490431,0.652273558091572,1.497044146889967,0.0948222221944477,35.30158141862259,29.497398145464256,20.89372571526791,85.69270527935475
9,Leon Draisaitl,C,22.9,74,208,78.93469222184837,15.792060246178798,3.0713574773838146,0.8724026726751861,1.0303079420716177,2.599223854303149,0.6446984260135576,1.1794436967358015,1.588950503652862,0.0997579638027081,0.7477044666607497,1.411878194646932,0.0920420121471389,32.64774041429528,31.038581326923985,21.344564797000952,85.03088653822022
10,Alex Ovechkin,L,33.0,75,238,80.49154027383221,15.481720145404058,4.130231710455242,0.0875075811041381,1.3827172477638396,2.9441709334319497,0.2795775694924493,0.7988479710638936,0.903196654323968,0.0617244878997468,0.4414939185472082,0.6863889316503066,0.1060654453384016,45.063745256568744,21.603062180000986,12.985045735267878,79.6518531718376
11,Nathan MacKinnon,C,23.1,72,200,77.37363220111685,15.866930712392277,3.41609853880224,0.1799939083279293,1.1293373797870694,1.9348603757269731,0.4566734030076547,0.8674995987804729,2.0551366454458666,0.1026438655043523,0.5396656337810232,2.114933574902784,0.0948251838092493,31.737361587449723,26.827476549252104,20.38115180594751,78.94598994264933
12,Evgeni Malkin,C,32.2,75,195,74.83284078763405,14.726035553783838,3.33856913839875,0.109030098338597,0.9342065049485908,2.417003962099699,0.3605239312882491,1.1704968615967106,1.95946960013184,0.0954647867908214,0.7338908421600266,1.8134737100137996,0.1001913448069288,27.27133341717816,29.669988712258494,21.04378539849916,77.98510752793581
13,David Pastrnak,R,22.4,73,195,75.28408185838651,14.874750116238532,3.039340021136926,0.0924571673826164,1.2487009020405446,3.162667090034383,0.1800597419394085,1.0125722862567668,1.9922384302102247,0.1005177897772503,0.5324176564524106,1.5199145692764708,0.0983419995927726,35.38751149314767,26.50770504513929,15.744673475266936,77.6398900135539
14,Steven Stamkos,C,28.6,72,182,76.7762354147205,14.620850063705127,3.2857500768004693,0.4458141634688317,0.8048095799112337,3.3409319221840934,0.5122573217867119,0.954641448701932,2.726712373631722,0.2110306233703942,0.610021434902872,1.5132487869883315,0.1010220487194482,29.396135031479943,29.445023874516757,17.832849870722043,76.67400877671875
15,Sean Monahan,C,24.0,74,196,78.81994801656603,15.256595418812612,3.605694803435296,0.3293238093779375,1.0221120875424785,2.682733376641237,0.097170897420043,0.9649904225293156,1.424960255215302,0.1006310847960955,0.4989766855743198,1.4941049337792345,0.1000774279836593,33.2345218260268,26.13351629413082,17.120914011889834,76.48895213204746
16,Auston Matthews,C,21.0,75,208,74.9946062438525,15.86475126491515,2.538448321872168,0.1343641920433058,1.4823482098004157,3.088588181358269,0.0211659570618224,0.905930131646777,1.9572265209708648,0.100663750012551,0.5084036975841163,0.8885891766858591,0.0956519834575606,39.197369686271074,24.191010364923834,12.916806136241378,76.30518618743629
17,Mark Scheifele,C,25.5,75,198,77.45163384307273,16.489669358153083,3.1677900510133545,1.1679457458277196,1.0125565021782683,2.172014750135814,0.3147549146671748,0.9129885633569356,1.321728610136573,0.9620936872840672,0.6351701387138602,1.1186620650961292,0.2923152736819487,30.909430701987002,26.289035672424518,18.535260965228236,75.73372733963976
18,Evgeny Kuznetsov,C,26.4,74,207,80.20443714513914,14.735544771077706,3.357329365482003,0.1204319652886952,0.7437575635706506,1.520256364393685,0.2132635869187696,1.0121284823257686,2.0635892542300853,0.1003246739204493,0.6943418943862938,2.165464397751863,0.0996990976986028,21.507298326771256,29.21379206445031,23.411261136452637,74.1323515276742
19,Jack Eichel,C,21.9,74,207,77.09994287880939,16.09084359928801,3.6275499245739296,0.7657008735919225,1.052294466321856,1.8644125407311292,0.444928971199675,0.8627763396714796,1.6700802107372774,0.0925810000565146,0.5184369271107296,1.431600770930232,0.0775185275141242,30.886542627598203,25.71538531993524,17.469108173883395,74.07103612141684
20,Mikko Rantanen,R,21.9,76,215,79.5738471234814,15.353127985990152,3.5842262841302723,0.1308143685439198,1.022734440644893,1.702617237801579,0.1570284628888664,0.9983755280880354,1.4653461736510558,0.0997895636010146,0.5665431598173618,1.2932018343677536,0.0920994065800411,28.945357967435434,27.31156583187263,17.699061190366933,73.955984989675
21,Brent Burns,D,33.6,77,230,79.91756459845075,19.590022321093564,3.2419368743751678,1.8838744331293171,0.3632726723013378,1.5377345411081944,0.1269946066059652,0.8618877969733245,2.482652376554441,0.0948976050449781,0.535928288456357,2.117348846424944,0.1120252725001312,16.437711029709455,33.447869859007724,23.408121037772133,73.29370192648932
22,Mitchell Marner,R,21.4,72,181,80.669909177385,14.635364286185126,2.320364561575759,0.1809726041711494,0.999903593059872,1.9745607978238715,0.1885922378285294,1.1118030190926678,2.925351432066672,0.1090628230057687,0.4686972772183227,2.160422329686284,0.0942992880998284,25.881305804150838,31.03003198353654,15.98553359513207,72.89687138281944
23,Blake Wheeler,R,32.1,77,220,80.77679718822411,15.438266186950962,2.8887313133529195,0.9281375758982324,0.7670318308153907,1.26946360513997,0.3295398676994042,0.9035908380866992,3.3156649638348537,0.5415606768161044,0.6058607454806697,1.5314126351463948,0.1003993904092045,21.290931693174734,32.35189336926781,18.67352700543227,72.31635206787482
24,Claude Giroux,R,30.7,71,190,80.90990103257379,15.718443715744485,3.506776194103896,0.8286683623472184,0.7579658470094066,1.5918337186586409,0.1084406372656306,0.8139280543809406,1.7639689063807116,0.0999873644085468,0.4911754290847132,2.603705324895518,0.0998470200659397,23.714839544706805,25.705591823909735,22.835289362030878,72.25572073064743
25,Tyler Seguin,C,26.7,73,205,80.71963887319605,16.001390454274272,3.110632460949703,1.0551960397955589,0.99221518662837,2.299604993169943,0.424370582213078,0.853269372249546,2.2458396715242293,0.1070227002531637,0.2517085481316349,1.5259977465766137,0.0997540627432957,31.58538308828103,27.918781462169594,11.946190370546908,71.45035492099754
26,John Tavares,C,28.0,73,216,80.41221262891086,15.279456859543632,3.058615630349109,1.123074003896448,1.0235278448863447,1.8924960851799,0.3281520004824413,0.8826168767695067,1.5537346375306655,0.2600106588235339,0.5353085904430575,1.2284971897337904,0.1005736584407428,29.210951316988496,24.834232673588144,16.149019658882015,70.19420364945866
27,Mark Stone,R,26.4,75,217,77.22639717388915,15.7794008394339,3.1576996909287702,1.3663661250022936,0.9662869828782183,1.4254793853102503,0.396448116321784,0.8687002058893605,1.97811963868476,0.0947038397941588,0.5100338887417563,1.6345908850831057,0.0986681871910538,26.115855021400055,25.849318316609835,17.175656787515678,69.14083012552557
28,Jonathan Huberdeau,C,25.3,73,200,79.46793438996997,15.392471292852198,3.198481163823357,0.1863944592836768,0.8267809470074036,2.067235767996673,0.2706615058689753,0.8328110025564347,1.833524728038476,0.1006420540423465,0.4960732529707123,1.9977725351237607,0.0995434205864477,25.679621239107504,24.770516564885217,18.601040159176705,69.05117796316942
29,Sean Couturier,C,25.8,75,211,76.24602896445548,16.207878013336728,3.261201434422256,1.9758907252729745,0.9495466265815596,1.8295465882165296,0.2248549799452519,0.9421933011759208,1.1176582015164844,0.1427771496040273,0.6390288571191693,0.8644655347601354,0.0763159532666429,27.703924374763815,24.39615554084569,16.93588230916803,69.03596222477753
30,Vladimir Tarasenko,R,26.8,73,228,80.38378597101566,15.373186884605184,3.2032363505503105,0.1689837623593887,1.1072841364763115,2.2800953077137622,0.1472525865591391,0.5789569034377695,1.2507858875344464,0.0980197955758097,0.6177103508958858,1.2508974597618283,0.0999168020740587,32.62383112197106,17.31405021797369,18.113121246436616,68.05100258638137
31,Filip Forsberg,L,24.1,73,205,78.02701440327388,14.440935098194425,2.9363911377453733,0.6827399312268814,1.324694529628687,2.076986993564589,0.3026021730481121,0.9884883286314814,0.922944247056284,0.1002396026767373,0.4228036645645695,1.227211913036039,0.0989241496476563,33.07730624828737,22.176914352203205,12.71423401577802,67.9684546162686
32,Alexander Radulov,R,32.2,73,200,77.75528943835474,15.80585379256254,2.9875667453935324,0.1112431326976488,0.7413863701594892,1.3795189046139054,0.1156286179070089,0.97530778460014,2.0646525364313977,0.0999242723623026,0.6146620372809622,1.4905910265227256,0.0999666055909411,20.543611323917215,27.98539270273259,18.375673086159715,66.90467711280951
33,Mathew Barzal,C,21.4,73,190,80.10752902713797,14.768965052673783,3.1621578449135934,0.1499693053893497,0.7190662852564121,1.0357440368046311,0.1325648995300069,0.980124687466849,2.3700976695160594,0.0990366135644595,0.5809098029757473,1.7600397427916288,0.0940354976769415,18.578179830641094,29.35260378319239,18.904125166526804,66.83490878036028
