,Model ID,Parent Model ID,Epochs,Scaler,MAE Test,MAE Train,Proj. 1,Proj. 2,Proj. 3,Proj. 4,Proj. 5
1,72,6,100,MinMaxScaler(),0.09,0.09,0.42,0.4,0.31,0.29,0.29
2,40,4,5,MinMaxScaler(),0.09,0.1,0.45,0.47,0.32,0.29,0.28
3,44,4,30,MinMaxScaler(),0.09,0.09,0.43,0.45,0.32,0.3,0.3
4,54,5,10,MinMaxScaler(),0.09,0.1,0.42,0.49,0.33,0.29,0.27
5,66,6,10,MinMaxScaler(),0.09,0.1,0.43,0.44,0.31,0.29,0.27
6,68,6,30,MinMaxScaler(),0.09,0.1,0.41,0.5,0.34,0.28,0.3
7,70,6,50,MinMaxScaler(),0.09,0.09,0.4,0.52,0.33,0.28,0.29
8,76,7,5,MinMaxScaler(),0.09,0.1,0.44,0.48,0.32,0.28,0.28
9,78,7,10,MinMaxScaler(),0.09,0.1,0.42,0.48,0.28,0.28,0.27
10,80,7,30,MinMaxScaler(),0.09,0.09,0.45,0.48,0.34,0.31,0.3
11,82,7,50,MinMaxScaler(),0.09,0.09,0.46,0.37,0.37,0.32,0.28
12,88,8,5,MinMaxScaler(),0.09,0.1,0.44,0.46,0.3,0.28,0.28
13,90,8,10,MinMaxScaler(),0.09,0.1,0.42,0.47,0.29,0.27,0.28
14,92,8,30,MinMaxScaler(),0.09,0.09,0.43,0.48,0.3,0.28,0.3
15,94,8,50,MinMaxScaler(),0.09,0.09,0.45,0.43,0.34,0.31,0.31
16,102,9,10,MinMaxScaler(),0.09,0.1,0.45,0.43,0.3,0.3,0.28
17,104,9,30,MinMaxScaler(),0.09,0.1,0.47,0.47,0.3,0.3,0.28
18,106,9,50,MinMaxScaler(),0.09,0.09,0.45,0.45,0.3,0.3,0.25
19,108,9,100,MinMaxScaler(),0.09,0.09,0.45,0.37,0.32,0.31,0.27
20,126,11,10,MinMaxScaler(),0.09,0.1,0.44,0.42,0.29,0.27,0.27
21,128,11,30,MinMaxScaler(),0.09,0.1,0.44,0.45,0.28,0.26,0.27
22,130,11,50,MinMaxScaler(),0.09,0.1,0.43,0.47,0.29,0.27,0.26
23,132,11,100,MinMaxScaler(),0.09,0.09,0.44,0.47,0.29,0.28,0.27
24,140,12,30,MinMaxScaler(),0.09,0.1,0.44,0.45,0.28,0.29,0.27
25,141,12,50,StandardScaler(),0.09,0.1,0.44,0.38,0.3,0.29,0.32
26,142,12,50,MinMaxScaler(),0.09,0.1,0.43,0.44,0.27,0.29,0.28
27,32,3,30,MinMaxScaler(),0.09,0.1,0.47,0.51,0.3,0.33,0.32
28,30,3,10,MinMaxScaler(),0.09,0.1,0.43,0.51,0.36,0.28,0.29
29,144,12,100,MinMaxScaler(),0.09,0.1,0.44,0.45,0.29,0.29,0.27
30,3,1,5,StandardScaler(),0.09,0.09,0.44,0.38,0.28,0.29,0.31
31,20,2,30,MinMaxScaler(),0.09,0.1,0.42,0.39,0.3,0.27,0.25
32,6,1,10,MinMaxScaler(),0.09,0.1,0.43,0.5,0.34,0.29,0.29
33,18,2,10,MinMaxScaler(),0.09,0.1,0.41,0.45,0.29,0.28,0.28
34,22,2,50,MinMaxScaler(),0.09,0.09,0.46,0.35,0.33,0.3,0.29
35,28,3,5,MinMaxScaler(),0.1,0.1,0.41,0.45,0.29,0.28,0.26
36,111,10,5,StandardScaler(),0.1,0.1,0.44,0.38,0.26,0.32,0.24
37,110,10,1,MinMaxScaler(),0.1,0.1,0.45,0.39,0.27,0.33,0.25
38,9,1,50,StandardScaler(),0.1,0.07,0.44,0.38,0.31,0.32,0.24
39,10,1,50,MinMaxScaler(),0.1,0.09,0.45,0.49,0.29,0.29,0.31
40,105,9,50,StandardScaler(),0.1,0.08,0.44,0.34,0.29,0.33,0.31
41,103,9,30,StandardScaler(),0.1,0.09,0.41,0.36,0.34,0.3,0.4
42,101,9,10,StandardScaler(),0.1,0.09,0.47,0.3,0.31,0.29,0.45
43,100,9,5,MinMaxScaler(),0.1,0.1,0.41,0.39,0.27,0.24,0.26
44,99,9,5,StandardScaler(),0.1,0.1,0.49,0.24,0.29,0.29,0.5
45,96,8,100,MinMaxScaler(),0.1,0.09,0.49,0.36,0.36,0.34,0.26
46,13,2,1,StandardScaler(),0.1,0.1,0.38,0.45,0.31,0.29,0.29
47,14,2,1,MinMaxScaler(),0.1,0.1,0.44,0.38,0.27,0.32,0.24
48,91,8,30,StandardScaler(),0.1,0.08,0.31,0.29,0.39,0.26,0.28
49,15,2,5,StandardScaler(),0.1,0.09,0.43,0.46,0.35,0.31,0.28
50,89,8,10,StandardScaler(),0.1,0.09,0.35,0.38,0.37,0.26,0.27
51,16,2,5,MinMaxScaler(),0.1,0.1,0.44,0.41,0.29,0.31,0.25
52,29,3,10,StandardScaler(),0.1,0.09,0.44,0.51,0.33,0.29,0.27
53,86,8,1,MinMaxScaler(),0.1,0.1,0.42,0.4,0.25,0.28,0.26
54,85,8,1,StandardScaler(),0.1,0.1,0.38,0.31,0.23,0.29,0.31
55,98,9,1,MinMaxScaler(),0.1,0.1,0.37,0.38,0.25,0.25,0.25
56,112,10,5,MinMaxScaler(),0.1,0.1,0.44,0.38,0.26,0.32,0.24
57,114,10,10,MinMaxScaler(),0.1,0.1,0.44,0.38,0.26,0.32,0.24
58,115,10,30,StandardScaler(),0.1,0.1,0.45,0.39,0.27,0.33,0.25
59,2,1,1,MinMaxScaler(),0.1,0.1,0.43,0.39,0.27,0.3,0.24
60,4,1,5,MinMaxScaler(),0.1,0.1,0.42,0.41,0.29,0.28,0.26
61,139,12,30,StandardScaler(),0.1,0.1,0.44,0.38,0.29,0.27,0.3
62,138,12,10,MinMaxScaler(),0.1,0.1,0.44,0.42,0.26,0.29,0.27
63,137,12,10,StandardScaler(),0.1,0.1,0.44,0.38,0.35,0.27,0.3
64,136,12,5,MinMaxScaler(),0.1,0.1,0.43,0.34,0.26,0.3,0.26
65,5,1,10,StandardScaler(),0.1,0.09,0.44,0.41,0.34,0.29,0.33
66,131,11,100,StandardScaler(),0.1,0.09,0.5,0.61,0.41,0.29,0.26
67,129,11,50,StandardScaler(),0.1,0.09,0.49,0.66,0.38,0.32,0.28
68,7,1,30,StandardScaler(),0.1,0.08,0.44,0.4,0.48,0.31,0.24
69,127,11,30,StandardScaler(),0.1,0.09,0.41,0.54,0.35,0.26,0.34
70,8,1,30,MinMaxScaler(),0.1,0.09,0.42,0.54,0.3,0.27,0.27
71,125,11,10,StandardScaler(),0.1,0.1,0.42,0.45,0.3,0.31,0.38
72,124,11,5,MinMaxScaler(),0.1,0.1,0.43,0.4,0.28,0.29,0.26
73,123,11,5,StandardScaler(),0.1,0.11,0.32,0.29,0.21,0.33,0.33
74,122,11,1,MinMaxScaler(),0.1,0.1,0.46,0.48,0.21,0.3,0.25
75,120,10,100,MinMaxScaler(),0.1,0.1,0.45,0.39,0.27,0.33,0.25
76,119,10,100,StandardScaler(),0.1,0.09,0.44,0.38,0.26,0.32,0.32
77,118,10,50,MinMaxScaler(),0.1,0.1,0.45,0.39,0.27,0.33,0.25
78,117,10,50,StandardScaler(),0.1,0.1,0.45,0.39,0.27,0.33,0.25
79,116,10,30,MinMaxScaler(),0.1,0.1,0.45,0.39,0.27,0.33,0.25
80,113,10,10,StandardScaler(),0.1,0.1,0.45,0.39,0.27,0.33,0.25
81,84,7,100,MinMaxScaler(),0.1,0.08,0.58,0.27,0.29,0.27,0.4
82,87,8,5,StandardScaler(),0.1,0.09,0.47,0.45,0.28,0.32,0.33
83,56,5,30,MinMaxScaler(),0.1,0.09,0.41,0.53,0.35,0.29,0.26
84,17,2,10,StandardScaler(),0.1,0.09,0.46,0.38,0.26,0.26,0.27
85,55,5,30,StandardScaler(),0.1,0.08,0.39,0.45,0.34,0.3,0.24
86,24,2,100,MinMaxScaler(),0.1,0.08,0.55,0.41,0.34,0.33,0.36
87,53,5,10,StandardScaler(),0.1,0.09,0.43,0.44,0.35,0.3,0.22
88,52,5,5,MinMaxScaler(),0.1,0.1,0.43,0.44,0.31,0.31,0.26
89,51,5,5,StandardScaler(),0.1,0.09,0.44,0.55,0.33,0.3,0.23
90,50,5,1,MinMaxScaler(),0.1,0.1,0.42,0.42,0.33,0.3,0.25
91,49,5,1,StandardScaler(),0.1,0.1,0.44,0.47,0.29,0.37,0.26
92,48,4,100,MinMaxScaler(),0.1,0.08,0.47,0.28,0.28,0.28,0.13
93,46,4,50,MinMaxScaler(),0.1,0.09,0.42,0.36,0.4,0.29,0.28
94,58,5,50,MinMaxScaler(),0.1,0.09,0.41,0.45,0.36,0.29,0.33
95,25,3,1,StandardScaler(),0.1,0.1,0.43,0.42,0.26,0.27,0.31
96,41,4,10,StandardScaler(),0.1,0.09,0.4,0.41,0.33,0.28,0.28
97,26,3,1,MinMaxScaler(),0.1,0.1,0.42,0.38,0.26,0.3,0.24
98,39,4,5,StandardScaler(),0.1,0.09,0.49,0.45,0.36,0.3,0.33
99,38,4,1,MinMaxScaler(),0.1,0.1,0.43,0.41,0.29,0.31,0.25
100,37,4,1,StandardScaler(),0.1,0.1,0.45,0.38,0.24,0.31,0.27
101,36,3,100,MinMaxScaler(),0.1,0.09,0.48,0.46,0.46,0.3,0.49
102,34,3,50,MinMaxScaler(),0.1,0.09,0.46,0.49,0.34,0.29,0.3
103,33,3,50,StandardScaler(),0.1,0.08,0.41,0.41,0.36,0.29,0.26
104,27,3,5,StandardScaler(),0.1,0.09,0.44,0.45,0.29,0.27,0.26
105,31,3,30,StandardScaler(),0.1,0.08,0.45,0.54,0.38,0.27,0.31
106,42,4,10,MinMaxScaler(),0.1,0.1,0.43,0.55,0.34,0.28,0.3
107,60,5,100,MinMaxScaler(),0.1,0.09,0.4,0.32,0.31,0.28,0.36
108,1,1,1,StandardScaler(),0.1,0.1,0.39,0.42,0.25,0.25,0.31
109,19,2,30,StandardScaler(),0.1,0.08,0.52,0.32,0.28,0.33,0.26
110,73,7,1,StandardScaler(),0.1,0.1,0.55,0.36,0.37,0.35,0.23
111,143,12,100,StandardScaler(),0.1,0.1,0.44,0.38,0.26,0.28,0.33
112,69,6,50,StandardScaler(),0.1,0.08,0.54,0.44,0.34,0.36,0.24
113,77,7,10,StandardScaler(),0.1,0.09,0.6,0.5,0.38,0.37,0.28
114,75,7,5,StandardScaler(),0.1,0.09,0.51,0.4,0.46,0.27,0.31
115,67,6,30,StandardScaler(),0.1,0.09,0.44,0.4,0.35,0.3,0.29
116,65,6,10,StandardScaler(),0.1,0.09,0.41,0.38,0.31,0.29,0.27
117,74,7,1,MinMaxScaler(),0.1,0.1,0.41,0.42,0.25,0.23,0.24
118,63,6,5,StandardScaler(),0.1,0.1,0.41,0.36,0.24,0.28,0.26
119,62,6,1,MinMaxScaler(),0.1,0.1,0.44,0.39,0.29,0.32,0.24
120,61,6,1,StandardScaler(),0.1,0.1,0.39,0.36,0.15,0.26,0.27
121,64,6,5,MinMaxScaler(),0.1,0.1,0.42,0.4,0.32,0.29,0.24
122,12,1,100,MinMaxScaler(),0.11,0.08,0.49,0.35,0.3,0.23,0.27
123,134,12,1,MinMaxScaler(),0.11,0.11,0.3,0.27,0.19,0.18,0.19
124,35,3,100,StandardScaler(),0.11,0.07,0.38,0.25,0.3,0.31,0.26
125,59,5,100,StandardScaler(),0.11,0.07,0.37,0.95,0.45,0.29,0.17
126,71,6,100,StandardScaler(),0.11,0.08,0.61,0.29,0.31,0.35,0.14
127,93,8,50,StandardScaler(),0.11,0.08,0.36,0.57,0.34,0.2,0.29
128,43,4,30,StandardScaler(),0.11,0.07,0.32,0.32,0.51,0.3,0.27
129,107,9,100,StandardScaler(),0.11,0.08,0.47,0.36,0.28,0.3,0.27
130,45,4,50,StandardScaler(),0.11,0.06,0.4,0.19,0.39,0.3,0.38
131,57,5,50,StandardScaler(),0.11,0.07,0.36,0.6,0.34,0.23,0.16
132,11,1,100,StandardScaler(),0.11,0.06,0.33,0.48,0.13,0.31,0.25
133,79,7,30,StandardScaler(),0.11,0.08,0.47,0.46,0.41,0.38,0.29
134,81,7,50,StandardScaler(),0.11,0.07,0.32,0.49,0.41,0.32,0.28
135,21,2,50,StandardScaler(),0.11,0.07,0.49,0.12,0.22,0.28,0.28
136,95,8,100,StandardScaler(),0.12,0.07,0.31,0.46,0.39,0.22,0.13
137,83,7,100,StandardScaler(),0.12,0.05,0.39,0.78,0.3,0.33,0.13
138,47,4,100,StandardScaler(),0.12,0.06,0.35,-0.31,0.22,0.27,0.23
139,23,2,100,StandardScaler(),0.12,0.06,0.33,0.09,0.47,0.24,0.17
140,109,10,1,StandardScaler(),0.13,0.13,0.47,0.41,0.29,0.47,0.24
141,97,9,1,StandardScaler(),0.14,0.13,0.36,0.18,0.25,0.24,0.61
142,135,12,5,StandardScaler(),0.15,0.14,0.43,0.37,0.32,0.25,0.33
143,121,11,1,StandardScaler(),0.23,0.23,0.67,0.69,0.17,0.47,0.59
144,133,12,1,StandardScaler(),0.53,0.49,0.07,0.23,0.47,-0.3,0.24
