,Player,Position,Age,Height,Weight,Games,Average TOI,Goals,Primary Assists,Secondary Assists,Total Assists,Points
60,Elias Lindholm,C,28.8,73,202,76.27006674194335,18.49341364645958,26.548763022723247,23.71845919895131,19.533343188362906,43.251802387314214,69.80056541003746
61,Victor Hedman,D,32.8,79,244,75.68349397277832,24.93234775662422,12.531957729195572,31.858913883601158,24.66515664640076,56.52407053000192,69.05602825919749
62,Nick Schmaltz,C,27.6,72,181,70.92732773208618,18.94594433248043,22.38195450243894,25.7536581821801,20.181261133321115,45.93491931550122,68.31687381794016
63,Patrik Laine,L,25.5,77,205,65.8546019706726,19.556292756900188,28.55190258098122,21.596139003472643,18.125398472027687,39.72153747550033,68.27344005648155
64,Jeff Skinner,L,31.4,71,197,76.53762131500244,16.910518903151154,28.76217805938414,22.79557260568418,16.63696715462432,39.4325397603085,68.19471781969264
65,Adam Fox,D,25.6,71,182,75.49745630264282,24.25022342181206,12.186029701950245,30.06479338317315,25.885684846214357,55.95047822938751,68.13650793133775
66,Brandon Hagel,L,25.1,74,179,79.57436826324462,18.54005258607864,31.723777449745295,20.298895859200037,15.445779041754209,35.744674900954244,67.46845235069954
67,Joel Eriksson Ek,C,26.7,75,207,76.6378454170227,19.494670829057693,24.824276029767578,22.11028748416781,20.422682587170655,42.53297007133847,67.35724610110604
68,Nick Suzuki,C,24.1,71,208,76.61892498016357,19.903008058965206,22.856575388493308,24.45454350858591,19.73449652152933,44.18904003011524,67.04561541860855
69,Tomas Hertl,C,29.9,75,215,70.53357583618164,18.855000174292364,25.75892332486875,22.080305317917663,19.091670702258686,41.171976020176345,66.93089934504509
70,Drake Batherson,R,25.4,75,200,74.57115761566162,18.41674713054672,24.725686751954942,24.718330263403857,17.343380453517028,42.061710716920885,66.78739746887582
71,Vincent Trocheck,C,30.2,71,184,77.1291800994873,17.918367713719608,21.629379320419787,26.62960416460863,18.185272919977017,44.814877084585646,66.44425640500543
72,Brock Boeser,R,26.6,73,208,75.24431614685058,17.429456446113065,25.337268029689128,21.898468576353675,19.195244810318005,41.09371338667168,66.43098141636081
73,Roman Josi,D,33.3,73,201,73.36607888412476,24.703972230941055,16.233286321533686,27.513812544664678,22.641508844021924,50.1553213886866,66.38860771022028
74,Chandler Stephenson,C,29.4,72,209,78.75408304595948,18.846859572052956,19.740208417741467,24.883927602366683,21.53421545156604,46.418143053932724,66.1583514716742
75,Valeri Nichushkin,R,28.6,76,210,70.87911660385132,19.01052267098427,23.6386609367658,22.30972444176272,19.738699141761277,42.048423583524,65.6870845202898
76,Brayden Schenn,C,32.1,73,199,76.28579035949707,17.859294693291186,22.792637060954025,23.491104358769494,19.01676297655123,42.507867335320725,65.30050439627475
77,Chris Kreider,L,32.4,75,230,77.23058548355102,17.20681636250019,37.26946962604876,13.838093037632014,13.974104989421354,27.81219802705337,65.08166765310213
78,Jonathan Marchessault,"C, R",32.8,69,183,78.06263414382934,16.7304042058466,27.029758688987545,22.393896931459196,15.580221469068302,37.9741184005275,65.00387708951504
79,Travis Konecny,R,26.6,70,175,65.10553350067138,19.941094586610795,27.237799308559058,22.372097813281567,15.321054703035852,37.69315251631742,64.93095182487647
80,Joe Pavelski,C,39.2,71,200,77.76977859115601,16.740459933854638,21.644318225303643,23.18524380959805,19.12834683650987,42.31359064610792,63.95790887141156
81,Erik Karlsson,D,33.3,72,190,64.93027661514282,23.751264599263664,13.853904275398957,26.895678324577602,22.94795417820843,49.843632502786036,63.697536778185
82,Matty Beniers,C,20.9,74,178,77.74836555099488,18.365775216847656,26.235216839195346,21.667061226905922,15.3445856243267,37.01164685123262,63.246863690427965
83,Dougie Hamilton,D,30.3,78,230,68.38885865020752,23.360774555146694,15.633297809489465,24.64098559860986,22.550248761664403,47.191234360274265,62.82453216976373
84,Dylan Cozens,C,22.6,75,195,76.58415730285644,17.1705264121294,27.062460406511192,20.97513091810729,13.94863685129632,34.92376776940361,61.9862281759148
85,Adrian Kempe,"C, R",27.0,74,200,75.18841919708252,18.92465064072609,32.30989948514113,15.68534750914963,13.843178473307669,29.528525982457296,61.83842546759843
86,Evgeni Malkin,C,37.2,75,195,62.90167641067505,16.573598683719524,20.266139806777712,23.05963808699815,18.499388970426164,41.559027057424316,61.82516686420203
87,Nikolaj Ehlers,L,27.6,72,169,58.25784497833252,16.11247252016654,24.411977482531455,21.674492838886813,15.41953594718526,37.09402878607207,61.50600626860353
88,Troy Terry,R,26.1,72,185,68.18444617843627,18.870249655306335,24.012959485974783,22.09356684873638,15.330628683984854,37.424195532721235,61.43715501869602
89,Dawson Mercer,C,21.9,72,180,80.17432121276856,17.470022010803227,26.428912948171494,22.988465976134865,11.963923741383423,34.95238971751829,61.38130266568978
90,Rickard Rakell,R,30.4,73,195,77.81950719451905,17.861330177819358,25.169645370297648,17.85296647424068,17.825684565739568,35.67865103998025,60.8482964102779
91,David Perron,L,35.3,73,196,77.72851514816284,16.01943251472339,25.10606935683241,19.104687667104038,16.247145665708626,35.35183333281266,60.45790268964507
92,Andrew Mangiapane,L,27.5,70,184,78.25704922485352,16.7739098637104,27.231163894772887,19.21926855709917,13.95584002239524,33.175108579494406,60.4062724742673
93,Andre Burakovsky,L,28.6,75,209,66.68592855072022,16.841677098363405,21.710281183154034,22.006955734357177,16.58412174733814,38.59107748169532,60.30135866484936
94,Filip Forsberg,L,29.1,73,205,61.61858349227905,17.121879720817553,26.708132819695972,18.90507436344366,14.501770630146245,33.40684499358991,60.114977813285876
95,Miro Heiskanen,D,24.2,73,195,75.95795595932007,25.34700642168522,11.5436017824442,26.17737896540356,22.381746531036924,48.55912549644049,60.102727278884686
96,Michael Bunting,L,28.0,72,192,75.29735999298096,15.684974353040564,23.25400590481485,21.93290329697073,13.983403371280767,35.916306668251494,59.17031257306634
97,Carter Verhaeghe,C,28.1,74,180,71.44262857818603,15.055845130717383,29.8454910191358,15.227839185291769,14.058932504318864,29.28677168961063,59.13226270874643
98,Mats Zuccarello,R,36.1,68,181,67.99169440078735,17.424982986823654,17.622747819044694,24.540359578795147,16.113032826863922,40.65339240565907,58.27614022470377
99,Logan Couture,C,34.5,73,206,74.55168616867066,17.891138776779176,24.64377305586073,18.332135213850236,15.170158745206997,33.50229395905723,58.14606701491796
100,Vladimir Tarasenko,R,31.8,73,228,68.98759804916382,16.761413554293103,24.16611199451658,18.11249962240027,15.852666574473007,33.96516619687328,58.13127819138985
101,Andrei Kuzmenko,L,27.7,71,194,76.72097987747192,16.131969391048887,25.692386816061607,17.080082440921625,15.284482149924477,32.3645645908461,58.05695140690771
102,Max Domi,C,28.6,70,194,76.69436206817628,17.168340505836536,18.370073676588454,23.54856021470637,15.44450968008348,38.99306989478985,57.3631435713783
103,Pavel Zacha,C,26.5,76,199,77.92073036575317,16.92450846993923,21.496758046202125,18.774356263463226,17.070507940157974,35.8448642036212,57.341622249823324
104,Nazem Kadri,C,33.0,72,185,70.44823277664185,16.988626801822335,20.12904986703186,21.544730544583523,15.520091519304172,37.064822063887696,57.193871930919556
105,J.T. Compher,L,28.5,72,190,78.43918772125244,19.250854014992715,21.255036274621634,18.756351951765232,16.812920959905792,35.56927291167102,56.82430918629265
106,Jamie Benn,L,34.2,74,205,78.32021684265136,14.837221046447754,21.97994685902926,17.619432497985,17.19800334513803,34.81743584312303,56.79738270215229
107,Mikhail Sergachev,D,25.3,73,217,78.69170361328125,24.25676962685585,9.390274686936676,25.692312168003507,21.584398342116113,47.27671051011962,56.6669851970563
108,Patrice Bergeron,C,38.2,73,196,77.52737942123413,15.257788159489632,23.40487408929552,15.62074679273229,17.413076820269747,33.033823613002035,56.43869770229756
109,Matt Duchene,C,32.7,71,195,68.66294248962403,17.25565167892817,22.49784715628524,18.58476050498693,15.330457053046526,33.91521755803346,56.4130647143187
110,Alex Killorn,L,34.0,73,194,79.26357604598999,16.252232108592988,23.888906688153458,17.735679738004958,14.764876397893767,32.50055613589873,56.38946282405219
111,Anders Lee,L,33.2,75,235,77.54512771987915,16.90859300183598,30.45161311765796,14.019729736232321,11.593641812976353,25.613371549208672,56.064984666866636
112,Artturi Lehkonen,L,28.2,71,179,72.33814463424683,18.956600044488905,23.035503736426982,16.77983093945746,15.956014685257475,32.73584562471494,55.77134936114192
113,Seth Jarvis,C,21.7,70,175,76.45360894393922,16.675751646585763,20.572854861950418,21.502181296424645,13.692567757662223,35.19474905408687,55.76760391603729
114,Jordan Eberle,R,33.4,71,190,77.2588055229187,16.326943964706736,21.685460586624753,20.08606017915622,13.941956492568288,34.02801667172451,55.71347725834926
115,Phillip Danault,C,30.6,73,200,78.16799135589599,17.96131287229061,18.754655991920504,19.39053047502388,17.422489262635782,36.81301973765966,55.56767572958016
116,Evgeny Kuznetsov,C,31.4,74,207,68.28573738479614,17.610246912181378,13.793280851981756,23.729130869084614,17.39929100713842,41.12842187622303,54.921702728204785
117,Josh Morrissey,D,28.5,72,185,71.38354564666749,23.64423841235787,12.718761879334336,22.644242806073436,19.43410837412592,42.078351180199355,54.79711305953369
118,Bryan Rust,R,31.4,71,192,70.54358864593506,17.92251565206051,23.99173949264865,15.896059609795481,14.894812518665013,30.790872128460492,54.78261162110914
119,Tim St��tzle,L,21.7,72,193,69.76317216110229,20.976354532778263,20.90955854990004,19.811128003589133,13.974381634522775,33.785509638111904,54.695068188011945
120,Lucas Raymond,L,21.5,71,176,75.53367555999756,18.054740974297747,21.299074318190776,17.963286671936302,15.375472800143672,33.33875947207997,54.63783379027075
121,Kevin Hayes,C,31.4,77,216,73.67893061065674,17.267726385738698,17.814306087170465,22.34733158479143,14.454576795878282,36.801908380669715,54.61621446784018
122,Cale Makar,D,24.9,71,187,55.58496378898621,25.219561804533004,12.858403505656074,23.1664466522612,18.31143449284711,41.47788114510831,54.336284650764384
123,Ryan Strome,C,30.2,73,191,77.26406812667847,16.707324592694636,18.440020865171945,18.487338189622143,17.297326995210327,35.78466518483247,54.224686050004415
124,William Karlsson,C,30.7,72,190,77.56287530517578,17.34405445921421,15.873889367990598,19.689461385881664,18.039228560313518,37.72868994619518,53.60257931418578
125,Nino Niederreiter,R,31.1,74,218,78.68860160064698,15.68544233314879,27.28472215350289,13.126655818757355,12.9996555376135,26.126311356370856,53.41103350987375
126,Quinn Hughes,D,24.0,70,180,70.65247472381591,23.851644714355473,7.173761824313962,25.014341834355818,21.007388925341342,46.021730759697164,53.19549258401113
127,Andrew Copp,C,29.2,73,199,77.7481060409546,17.899607310533522,15.876939584251247,22.114650474288187,14.445303059559318,36.559953533847505,52.43689311809875
128,Sam Bennett,C,27.3,73,195,65.77828856658935,17.842458269178866,21.63755264913383,16.787381196061613,13.75325381658366,30.540635012645275,52.178187661779106
129,Jack Eichel,C,26.9,74,207,56.70784967041016,18.412475206196305,21.151388855544997,16.895183555410917,13.949862272321495,30.845045827732413,51.996434683277414
130,Jack Roslovic,C,26.7,73,200,74.2654108505249,17.135242495954035,16.94702194081507,18.940698010989394,15.128611016934636,34.06930902792403,51.0163309687391
131,Conor Garland,R,27.6,70,165,74.45321174621581,15.665101052843033,19.27420345273827,17.62848353311175,14.003855406095118,31.632338939206868,50.90654239194514
132,Charlie McAvoy,D,25.8,73,209,68.85655284881592,23.505545616626748,8.527357523827002,22.96190940698534,19.327620132620442,42.28952953960578,50.81688706343278
133,Mikael Backlund,C,34.5,72,206,80.20181527709961,17.22063445878029,14.560257191796897,20.392325088072525,15.790049987012384,36.182375075084906,50.7426322668818
134,Noah Cates,L,24.7,73,165,78.39230723190308,18.033161135911946,20.396634838424166,16.49402977319453,13.646569437865876,30.140599211060405,50.53723404948457
135,Rasmus Andersson,D,26.9,73,202,80.33819384765626,24.40022642850876,9.179336255274826,21.87947912737336,19.44111560352164,41.320594730895,50.49993098616983
136,Joel Farabee,L,23.6,72,183,70.81901122665406,17.403668663203717,20.834800044214973,15.166625480216304,14.403700482315477,29.570325962531783,50.405126006746755
137,Jean-Gabriel Pageau,C,30.9,71,185,77.24576427078247,17.15538871586323,18.944527282889084,17.126464775299528,14.241521905316134,31.36798668061566,50.31251396350474
138,Dominik Kubalik,L,28.1,74,190,78.7343479232788,15.305982252722606,22.120934792902613,15.336014729475899,12.715404326500082,28.05141905597598,50.17235384887859
139,Blake Wheeler,R,37.1,77,220,59.09755792617798,16.944765178084374,13.44705158585603,20.839548117276937,15.433935544318603,36.27348366159554,49.72053524745157
140,Rasmus Dahlin,D,23.5,75,202,68.84775296401978,24.562559849143028,10.141069932731225,22.589727323487057,16.758504830639062,39.34823215412612,49.48930208685735
141,Brent Burns,D,38.6,77,230,75.76182210922241,22.47702370750904,11.607395717785911,20.2331276315025,17.599862724190608,37.83299035569311,49.440386073479026
142,Jake DeBrusk,L,27.0,72,197,61.39409211730957,17.027252121448516,24.45320271081268,14.12939839717202,10.674546438507615,24.803944835679637,49.25714754649232
143,Shea Theodore,D,28.2,74,197,68.84151147842407,21.657205293487756,10.427231255821246,19.553475889400957,19.224944073791455,38.77841996319241,49.20565121901366
144,Oliver Bjorkstrand,R,28.5,72,175,66.2171551513672,16.176490261441096,20.85954371842105,16.143801077861426,12.079831566967089,28.223632644828513,49.083176363249564
145,Frank Vatrano,R,29.6,71,197,78.86027992248535,15.954209695905448,23.168075776144764,13.968233402115189,11.945293084442252,25.91352648655744,49.081602262702205
146,Kris Letang,D,36.4,72,201,68.50058809280395,23.22672793792188,8.854550383291585,20.534560061592188,19.499737080000628,40.034297141592816,48.8888475248844
147,Dylan Strome,C,26.6,75,200,60.86803942108154,17.092387700857596,19.467062709018148,14.918094628149017,14.44683628598152,29.36493091413054,48.83199362314869
148,Vince Dunn,D,26.9,72,200,74.3033929824829,22.821433046191927,13.024284629252772,18.05408704393963,17.542944448900766,35.5970314928404,48.62131612209318
149,Ivan Barbashev,C,27.8,73,195,70.04360014343261,17.394400584220882,18.9197075649492,15.728893844073951,13.889589410794894,29.618483254868845,48.53819081981804
150,Anthony Beauvillier,L,26.3,71,180,75.57464251327515,16.684069393366574,20.192550451896643,15.820192590405572,12.521509340550573,28.341701930956145,48.534252382852785
151,Brandon Saad,L,30.9,73,215,69.61481268310547,16.80042414993048,23.421833594218118,14.325570190333206,10.553759392869518,24.879329583202725,48.30116317742085
152,Mikael Granlund,C,31.6,70,185,76.39181266021728,17.855023431420328,14.064845418618548,18.39192868842037,15.34547312128048,33.73740180970085,47.802247228319395
153,Devon Toews,D,29.6,73,191,76.55082945251465,23.88356913840771,9.970438570943516,16.724687197114463,21.033235691312147,37.757922888426606,47.72836145937012
154,Owen Tippett,R,24.6,73,207,68.82845872116089,17.423176431298256,21.896464077574645,15.21297498106302,10.497438331773793,25.710413312836813,47.606877390411455
155,Casey Mittelstadt,C,24.9,73,195,69.30155541992187,15.949019128583373,13.961998264761226,19.41931549624349,14.01366828640078,33.43298378264427,47.3949820474055
156,Kent Johnson,C,21.0,72,175,78.25853900146484,16.283372268375476,17.53390596081451,17.36008983025097,12.171568017798855,29.531657848049825,47.06556380886434
157,Mason McTavish,C,20.7,72,213,73.60673923110961,17.139586894456297,17.325080681616008,17.55625887069303,12.093155025174232,29.649413895867262,46.97449457748327
158,Cole Caufield,R,22.7,67,174,56.16751780891418,17.817515585638585,27.685201877226802,10.436943556540195,8.829642696193286,19.266586252733482,46.951788129960285
159,Tomas Tatar,L,32.8,70,173,74.84291707992554,14.037128538727295,18.51934001580744,13.91253743964917,14.49125991438886,28.40379735403803,46.92313736984547
160,Thomas Chabot,D,26.7,74,195,68.26727337265015,24.274353431683032,10.010331284694752,18.91192605518297,17.621919853357088,36.53384590854006,46.54417719323481
161,Lawson Crouse,L,26.3,76,215,74.07358933639526,18.026373888254167,22.299795812438326,13.963659604971054,9.884176535377494,23.847836140348548,46.147631952786874
162,Barrett Hayton,C,23.3,73,207,75.34369307708741,18.007209181547164,19.231787616785365,15.370381829921993,11.499318802121602,26.869700632043596,46.10148824882896
163,Ryan O'Reilly,C,32.6,73,207,66.07903923416137,17.43831621348858,19.068875670694908,14.995411155988332,11.966452794237,26.961863950225332,46.030739620920244
164,Taylor Hall,L,31.9,73,210,69.68099809265136,15.37304467228893,16.73275827234908,16.9987595080294,12.130914523007274,29.129674031036675,45.86243230338576
165,Taylor Raddysh,R,25.6,75,198,78.84879663085937,16.82495203279331,20.46202755981713,13.931648144146116,11.380797841934381,25.312445986080498,45.77447354589763
166,Jaden Schwartz,C,31.3,70,185,72.319745803833,17.03012406814098,19.051736421028185,14.755862030692318,11.957143437173986,26.713005467866303,45.76474188889449
167,Anton Lundell,C,22.0,73,185,70.84724741363526,16.799655290246008,17.133765146535648,16.56194060597329,11.93065984496591,28.4926004509392,45.626365597474845
168,Wyatt Johnston,C,20.4,73,185,74.3029433631897,17.064667799316346,21.51879380899026,14.005452100778717,10.093971926127464,24.09942402690618,45.618217835896445
169,Reilly Smith,R,32.5,73,185,66.14108962249756,16.279838686943055,17.666275751030255,15.25835889653555,12.476498409237125,27.734857305772675,45.401133056802934
170,Brandon Montour,D,29.5,72,194,72.67681048202515,20.712084701240062,11.383260538418432,17.04357541947729,16.79826984171926,33.84184526119655,45.22510579961499
171,Tyler Seguin,C,31.7,73,205,73.69604717636108,16.088032303214074,19.06574056907077,14.306988122703864,11.850718390165683,26.157706512869545,45.223447081940314
172,Boone Jenner,C,30.3,74,203,59.71751103401184,19.131647900581363,20.774712253120896,13.446303468019073,10.69102704418651,24.137330512205583,44.912042765326476
173,Shane Pinto,C,22.9,75,201,76.7565647468567,16.268324626117945,19.049979780191684,14.006158847885096,11.666782121038521,25.67294096892362,44.7229207491153
174,Yanni Gourde,C,31.8,69,174,75.5935707473755,16.498448293149472,16.313788593193422,16.183492608576632,12.12228080227113,28.305773410847763,44.619562004041185
175,Victor Olofsson,L,28.2,71,181,69.24981339263915,14.731289379821623,22.163464005852095,12.613013032815301,9.63425800505779,22.24727103787309,44.41073504372518
176,Daniel Sprong,R,26.5,72,202,67.78320385742188,12.188142081327737,20.85615159670187,15.280761006712043,8.113434832842277,23.39419583955432,44.25034743625619
177,Kailer Yamamoto,R,25.0,68,153,68.46901277923584,17.747547120451927,18.73036789949109,13.502211969732596,11.931369676849537,25.433581646582134,44.163949546073226
178,Justin Faulk,D,31.5,72,214,78.52744826126099,22.038603208065034,10.6648725077015,16.095769443395906,17.264309639541946,33.36007908293785,44.02495159063935
179,Tyson Barrie,D,32.2,71,197,72.84295222854614,19.56999969601631,10.131114005565193,17.383544007816976,16.479423931093475,33.86296793891045,43.994081944475646
180,T.J. Oshie,R,36.8,72,187,64.52121621322632,15.898639243996467,20.34992562148057,11.882570888100028,11.733770110623217,23.616340998723246,43.96626662020381
