,Player,Position,Age,Height,Weight,Games,Average TOI,Goals,Primary Assists,Secondary Assists,Total Assists,Points
181,Viktor Arvidsson,"L, R",30.5,70,185,61.32832506370544,16.73422391889384,17.14962910563308,15.941550306222654,10.66852704419761,26.610077350420262,43.75970645605334
182,Alex Pietrangelo,D,33.7,75,215,71.02462536621094,23.14617285001278,11.470693112908297,15.131117253785655,17.023952743687875,32.15506999747353,43.625763110381826
183,Moritz Seider,D,22.5,76,204,77.57647108459473,24.24702847123146,7.599959211790265,19.34117245247956,16.545900454853708,35.88707290733327,43.48703211912353
184,Shayne Gostisbehere,D,30.4,71,180,75.93598703765869,21.164132973790167,12.424318460388598,15.643379150156651,15.389625173674759,31.03300432383141,43.45732278422001
185,Morgan Frost,C,24.4,71,170,69.12725634002686,16.57511557534337,17.119550943654538,13.966542659384322,12.30671127771752,26.273253937101842,43.39280488075638
186,Matias Maccelli,L,23.0,71,176,65.22961436843872,15.680797129333019,12.64064357407089,18.18247541256045,12.341283901786564,30.523759314347014,43.164402888417904
187,Alex Iafallo,L,29.8,72,200,69.4905673828125,16.181281010150908,14.942402125578038,15.405686939041036,12.802255538264868,28.207942477305906,43.15034460288395
188,Jason Zucker,L,31.7,71,192,66.16404107666015,15.215829638379626,21.193077516775023,11.966819938751675,9.634613217912765,21.60143315666444,42.79451067343946
189,Alex Wennberg,C,29.0,74,190,77.46267710494995,18.31301471197605,15.846358928770258,14.903287529270834,11.937756200246767,26.8410437295176,42.68740265828786
190,Jack Quinn,R,22.0,73,185,76.43220119094849,15.026429707050323,16.913626783752324,14.673861194517826,10.882339613876637,25.556200808394465,42.469827592146785
191,Jesperi Kotkaniemi,C,23.2,74,201,71.81313792800903,15.452028562821448,16.397017049978682,12.885615547019365,13.185946745710023,26.07156229272939,42.46857934270807
192,Jakob Chychrun,D,25.5,74,220,61.32176835823059,23.39995022833347,11.836680458053234,14.908953481578827,15.689776664659338,30.598730146238164,42.4354106042914
193,Tyler Bertuzzi,L,28.6,73,186,56.61745021247864,16.762782219045796,15.825489772984891,15.150487074311034,11.30360209224684,26.45408916655787,42.27957893954276
194,Mason Marchment,L,28.3,76,210,67.92225770187378,15.346329165546223,16.065085677876844,14.881446689649689,10.965750664231825,25.847197353881512,41.912283031758356
195,Noah Dobson,D,23.7,76,194,67.32433234786987,19.848914068520074,9.834250740192564,17.57424395151659,14.029346284946419,31.603590236463006,41.43784097665557
196,Filip Hronek,D,25.9,72,190,73.89132230758668,22.374857197761536,8.005691839591998,15.185193937191928,17.981107316129098,33.16630125332102,41.17199309291302
197,Morgan Rielly,D,29.6,73,222,65.26885109901428,22.080696036219596,5.9991329619714024,18.701595772044918,16.462733084351015,35.16432885639593,41.16346181836734
198,John Carlson,D,33.7,75,215,53.42789033317566,22.201140951156617,9.417961905387468,17.274498852475574,14.457504278666988,31.732003131142562,41.149965036530034
199,Kirby Dach,C,22.7,76,212,63.81136190032959,19.169563429027793,15.226636106046316,14.563392663743437,11.1704243138743,25.733816977617735,40.96045308366405
200,Noah Hanifin,D,26.7,75,207,78.19118103408813,22.641986523389814,8.499928762273756,16.383400910337365,16.037720184004044,32.42112109434141,40.92104985661516
201,Evan Bouchard,D,23.9,75,194,75.48615675735473,18.877344972252846,10.356210264593862,13.947385436586993,16.301113439665404,30.2484988762524,40.60470914084626
202,Josh Norris,C,24.4,74,195,54.7815702381134,18.441122709006073,20.60903357845443,10.225627594735581,9.730929909618522,19.9565575043541,40.56559108280853
203,Alexander Barabanov,L,29.3,70,195,58.70748433303833,17.209341736882926,12.538355949671427,16.009960212098218,11.948338237222284,27.958298449320502,40.49665439899193
204,Ryan Hartman,R,29.0,72,197,62.57304404067993,16.31197020596266,15.82530454685013,14.236409914592237,10.428701103710074,24.665111018302312,40.490415565152446
205,Ilya Mikheyev,R,29.0,74,192,61.117335994720456,16.386426127970218,18.784243807237857,12.728513889884917,8.890932518796799,21.619446408681718,40.403690215919575
206,Kyle Palmieri,C,32.7,71,198,64.09609369277955,16.326042458638547,17.88629686879688,12.874556703400748,9.571659238673984,22.44621594207473,40.332512810871606
207,Hampus Lindholm,D,29.7,76,215,75.20143010711669,22.359737963318825,8.639980869966642,17.019383608769033,14.545841427369014,31.565225036138045,40.20520590610469
208,Jake Sanderson,D,21.2,75,195,77.89745531463623,22.829411680340765,8.509316626344003,15.026492396486232,16.63727871866541,31.66377111515164,40.17308774149564
209,Yegor Sharangovich,C,25.3,74,196,78.94633693695069,14.736249144375323,18.571122412373278,12.744554213066728,8.834513613752517,21.579067826819244,40.150190239192526
210,Blake Coleman,C,31.8,71,199,77.9908791847229,15.062948236766271,18.06787132346378,12.526051012935014,9.499425471669685,22.0254764846047,40.09334780806848
211,Tyler Johnson,C,33.2,68,185,65.52924753952027,15.79472610067879,16.926846116194433,13.386407530737106,9.698631863934573,23.08503939467168,40.01188551086611
212,Aaron Ekblad,D,27.6,76,215,58.78103742218018,23.749337088108064,10.652237680448188,15.349443682385298,13.96335840674542,29.31280208913072,39.96503976957891
213,Scott Laughton,C,29.3,73,190,72.23934342575073,17.433305208086967,15.798309519643198,12.06389938514868,12.073971682957637,24.137871068106318,39.93618058774952
214,Anthony Cirelli,C,26.2,72,189,71.09315975189209,16.303649219721557,15.069750634123032,14.166356673511684,10.595764050041097,24.762120723552783,39.831871357675816
215,Neal Pionk,D,28.2,72,185,78.72171892547607,21.63878885924816,7.923662324969376,15.640407287156055,16.17410566474068,31.814512951896734,39.73817527686611
216,Trevor Moore,"C, L",28.5,70,195,62.488465843200686,17.056727797687053,13.914135394115227,15.28490427339033,10.498215117040916,25.783119390431246,39.69725478454647
217,Seth Jones,D,29.0,76,213,69.36827975463868,23.994836355209348,9.398292403386836,15.068220320091903,15.227257167667192,30.295477487759094,39.693769891145934
218,Mark Stone,R,31.4,75,217,42.75951010417938,18.759133005857468,15.59639706597639,14.459520943924424,9.615414125620402,24.07493506954483,39.67133213552122
219,Christian Dvorak,C,27.7,73,193,67.50416488647461,17.106827232599258,14.750085799708572,12.891347008710309,12.007167173959552,24.89851418266986,39.64859998237843
220,Evander Kane,L,32.2,74,210,51.32208388137818,17.489467384546995,20.333262929614968,10.382003251806335,8.894331933190635,19.27633518499697,39.60959811461194
221,Darnell Nurse,D,28.7,76,221,78.25360732269287,22.244586641281842,10.394321712904896,14.133347673149599,14.631644608262665,28.764992281412262,39.15931399431716
222,Cam Fowler,D,31.8,74,215,75.41767320632934,23.484736880779266,8.718077957685827,14.586379877971234,15.344692091681535,29.93107196965277,38.6491499273386
223,Gustav Forsling,D,27.3,72,186,70.13060562515258,22.5706229904294,11.65671207459315,13.909458999213392,13.065586218524029,26.97504521773742,38.63175729233057
224,Mike Matheson,D,29.6,74,193,63.01204351425171,22.15815521836281,10.135359573064735,15.276876453967313,13.150520855912616,28.42739730987993,38.56275688294466
225,Filip Chytil,C,24.1,74,204,55.52245976257324,15.61631017578766,16.480034838414866,13.634159234132428,8.434216070717973,22.0683753048504,38.548410143265265
226,Gabriel Vilardi,"C, R",24.1,75,215,55.05628644561767,15.84075733569637,18.602106893634687,11.443238784055357,8.46406025266328,19.907299036718637,38.509405930353324
227,Conor Sheary,L,31.3,69,179,74.75634307479858,14.7504656727314,16.386441983839415,12.954831746155138,8.911902102834054,21.866733848989192,38.2531758328286
228,Ondrej Palat,L,32.5,72,194,62.39192003250122,15.299362459659577,13.776775770673463,13.76824457074186,10.670153425105973,24.438397995847833,38.215173766521296
229,Andreas Athanasiou,C,29.2,74,190,72.68633631896972,15.781291378967465,17.336895420448275,11.932488691078662,8.903895261472881,20.836383952551543,38.173279372999815
230,Evgenii Dadonov,R,34.6,71,189,76.61092542266846,13.714907650731503,14.306365408989898,12.914945248233312,10.84478095817615,23.75972620640946,38.06609161539936
231,Erik Haula,L,32.5,71,191,68.94107649230958,15.928400599092246,13.787155911033949,13.932032631486441,10.248224970381216,24.18025760186766,37.96741351290161
232,Alex Newhook,C,22.7,70,190,76.37670556640624,14.244538867954164,15.73035767555236,12.558713647679053,9.662855695085145,22.221569342764198,37.95192701831656
233,Evan Rodrigues,C,30.2,71,184,62.98163591766357,16.19094380259514,14.67920041654725,12.467098702742549,10.738550475781832,23.205649178524382,37.88484959507163
234,Eeli Tolvanen,R,24.4,70,191,72.7115002975464,14.640583767496047,19.019114886203514,10.768172370565482,8.053596170849385,18.82176854141487,37.84088342761838
235,Thomas Novak,C,26.4,73,179,51.714358253479006,14.990031026565937,13.072785935341042,14.09229034964059,10.63080050437829,24.723090854018878,37.79587678935992
236,JJ Peterka,R,21.7,72,189,75.3663339805603,14.414425189338623,14.114338863007266,14.734859051696004,8.918262604422248,23.653121656118252,37.76746051912552
237,Dillon Dube,C,25.2,71,185,65.68879899215698,14.826717089951039,15.920710248520951,11.975677760296865,9.648007387709429,21.623685148006295,37.54439539652725
238,Samuel Girard,D,25.4,70,170,73.92592641830444,21.597463312685488,7.120471897123767,14.78374621348574,15.281227164274553,30.064973377760293,37.18544527488406
239,Dmitry Orlov,D,32.2,71,214,74.95513578796387,21.162328785777092,8.73638895316416,13.620651014108834,14.492678376311353,28.113329390420187,36.84971834358435
240,Tony DeAngelo,D,27.9,71,180,57.411846920013424,21.450169910907746,9.385159019122145,15.358984619019196,12.008434597864332,27.367419216883526,36.752578236005675
241,Teuvo Teravainen,L,29.1,71,191,54.29284837913513,16.51263012421131,10.64659776838076,16.298361695755293,9.72200245774868,26.020364153503973,36.666961921884734
242,Gustav Nyquist,"C, L",34.1,71,180,65.11525157165528,16.12261583870649,12.069134563265857,13.899839305078762,10.555892348711417,24.45573165379018,36.52486621705604
243,Frederick Gaudreau,C,30.4,72,184,77.76606686401367,15.176838885068893,13.882302514303046,12.08570253682121,10.471586456154599,22.557288992975806,36.43959150727885
244,Charlie Coyle,C,31.6,75,223,78.55350706100464,15.714605504192413,14.030969866850167,11.927243384559155,10.392919302348668,22.32016268690782,36.35113255375799
245,Ross Colton,C,27.1,72,194,70.22157357406616,12.196360179369337,19.050286629969385,10.652607949794817,6.214880338228279,16.867488288023097,35.91777491799248
246,Damon Severson,D,29.2,74,205,79.13511199188233,20.135016608178617,7.146869441403647,14.394423876060252,14.230715064415067,28.625138940475317,35.77200838187896
247,James van Riemsdyk,L,34.4,75,208,66.81758869934082,13.725083848245909,13.876784573400261,11.863331911730903,9.770493756637483,21.633825668368388,35.510610241768646
248,Nicolas Roy,C,26.7,76,202,58.6168662109375,16.969195048570636,14.16203551788982,11.927202671641782,9.313236394119551,21.240439065761333,35.402474583651156
249,Kaapo Kakko,R,22.6,74,206,67.26765822982789,15.223353380009533,14.910862703291839,11.520013626454718,8.757222662138458,20.277236288593176,35.18809899188501
250,Cody Glass,C,24.5,75,206,64.4704351272583,14.661588354691864,13.116927257606408,12.254176898431417,9.614652807600969,21.868829706032386,34.98575696363879
251,Tom Wilson,R,29.5,76,220,50.65925867462158,17.64601407498121,16.542122757957472,10.652264015049795,7.7825903285937725,18.43485434364357,34.97697710160104
252,David Krejci,C,37.4,72,192,53.70535327148438,15.519589849501847,10.824350385075771,14.344033188424708,9.739331935934285,24.08336512435899,34.907715509434766
253,Arthur Kaliyev,R,22.3,74,210,61.42390809822083,12.89608987411857,14.096991878705763,11.80914623802851,8.887212615755315,20.696358853783828,34.79335073248959
254,Alexander Kerfoot,C,29.1,71,186,76.60557604598999,14.072258178621528,10.896001200531414,13.343881647680425,9.922769248725757,23.266650896406183,34.1626520969376
255,Jaccob Slavin,D,29.4,75,207,80.49958164215087,21.908842224396764,6.691858821254514,12.886466999398525,14.518248540402514,27.40471553980104,34.09657436105555
256,Nicholas Paul,L,28.5,75,223,75.98840520095825,15.67521669870615,14.601228052048246,10.720454749425848,8.769778435362328,19.490233184788174,34.09146123683642
257,Warren Foegele,L,27.5,74,198,72.21715072631837,12.96349856019765,13.869013156215154,11.854645628968987,8.03396379045661,19.8886094194256,33.75762257564075
258,Philipp Kurashev,C,24.0,72,190,72.72734243392944,16.860078293025495,12.991422663492473,11.926144808499476,8.766353000952355,20.69249780945183,33.6839204729443
259,Sean Durzi,D,24.9,72,195,69.00246890640258,20.032507595300675,7.924872954195517,13.005358042521044,12.695846353882612,25.701204396403654,33.62607735059917
260,Drew Doughty,D,33.8,73,210,62.495663013458255,24.435777651429177,8.12008504710688,11.045783138267478,14.457638586549056,25.503421724816533,33.62350677192342
261,John Klingberg,D,31.1,75,190,58.89244052124023,20.553980756600854,7.207453289980381,13.951792681703532,12.463399165319228,26.41519184702276,33.62264513700314
262,Jared Spurgeon,D,33.8,69,166,69.54956217193603,20.788105561375616,10.333267303469096,10.679699744647477,12.562336260572353,23.24203600521983,33.57530330868893
263,Ryan Johansen,C,31.2,75,218,54.92900489616394,15.199661535540246,12.654194803589236,10.62342275952152,10.157156206933402,20.78057896645492,33.43477377004416
264,Michael Rasmussen,C,24.5,78,211,66.83558837127686,15.298187632501127,13.977716317760363,11.728348002885657,7.422986110975401,19.151334113861058,33.12905043162142
265,Eetu Luostarinen,C,25.1,75,190,78.47357845306396,16.150366439163683,12.778103585202874,11.273376271009651,8.885132208654841,20.15850847966449,32.93661206486736
266,Jordan Staal,C,35.1,76,220,78.96038914108276,14.62446606867481,13.769575060126947,9.320786974756668,9.722039590463211,19.04282656521988,32.81240162534682
267,Brady Skjei,D,29.5,75,210,80.41016812896729,21.049740932926532,11.205121600637256,8.821228985295207,12.751806613413398,21.573035598708607,32.77815719934586
268,Owen Power,D,20.9,78,218,68.87222888946533,22.276269399523738,7.772868759079245,11.57054943613066,13.333846320319322,24.904395756449983,32.67726451552923
269,Zach Werenski,D,26.2,74,213,46.53224748802185,24.610689840614793,10.639108733725548,12.877084186439934,9.130537494995327,22.00762168143526,32.64673041516081
270,Phil Kessel,"C, R",36.0,71,208,75.1880811843872,11.917427934071283,12.000818529335794,10.860923377741512,9.730822392452396,20.59174577019391,32.592564299529705
271,Ryan McLeod,C,24.0,74,207,70.04729249572753,14.479394122183322,13.206239964565908,12.162880099563969,7.1918147177382155,19.354694817302185,32.56093478186809
272,Travis Boyd,C,30.0,72,190,67.06661385726929,15.822458414703608,13.557904846450986,10.559800416035412,8.388875414482984,18.948675830518397,32.506580676969385
273,Brett Pesce,D,28.9,75,206,77.40518041229248,21.425978932529688,6.063415842299662,13.531361541794377,12.908882655442216,26.440244197236595,32.50366003953626
274,Mike Hoffman,L,33.9,72,190,57.1732190322876,14.814876495286821,14.133478114014048,9.760569310095939,8.583860925155212,18.344430235251153,32.4779083492652
275,Erik Gustafsson,D,31.5,72,197,66.43603329467773,18.51618568212539,7.186924050060164,13.225217649007977,11.93007671707904,25.155294366087016,32.34221841614718
276,MacKenzie Weegar,D,29.7,72,206,69.6022823677063,20.7973570008874,6.467037795812422,12.224544880298328,13.571763479277692,25.79630835957602,32.26334615538844
277,Adam Henrique,C,33.6,72,195,46.38940808486939,17.05542997765541,15.944390262892512,8.640198594880323,7.667792473047932,16.307991067928256,32.25238133082077
278,Mattias Ekholm,D,33.4,76,215,76.42316130828857,20.747589354276656,9.13221527154976,12.438222719194146,10.642989111480347,23.08121183067449,32.21342710222425
279,K'Andre Miller,D,23.7,77,215,76.49267275238037,21.789093273304402,9.413867789478244,10.704394204451056,11.89553160191126,22.599925806362315,32.01379359584056
280,J.J. Moser,D,23.3,73,173,71.94939630126953,20.791769645214085,7.074637122451634,12.746824357833653,11.998975123143229,24.74579948097688,31.820436603428515
281,Rasmus Sandin,D,23.6,71,182,69.16549825668335,19.65325408232212,7.665743621802017,11.851489737040168,12.202241601783735,24.0537313388239,31.719474960625917
282,Josh Anderson,R,29.4,75,218,55.07744411849976,17.199413130044935,17.565094450368044,7.851028836605909,5.916273584803058,13.767302421408967,31.33239687177701
283,Ryan Graves,D,28.4,77,220,77.45411561965942,19.331652559589592,8.405218596905076,10.063462574957857,12.620842836531624,22.684305411489483,31.08952400839456
284,Kasperi Kapanen,R,27.2,73,194,51.49617319488525,14.430185030698777,11.24160766176102,11.759287437618289,8.081367397591425,19.840654835209712,31.08226249697073
285,Barclay Goodrow,C,30.6,74,204,77.6999475402832,13.875706068459898,10.666246618544559,11.372938955674222,9.005789036031103,20.378727991705325,31.044974610249884
286,Stefan Noesen,R,30.6,73,205,65.00459469604492,11.99579630933702,11.04047504487483,10.67889547242747,8.784605124094792,19.463500596522262,30.50397564139709
287,Ivan Provorov,D,26.7,73,201,80.33469536590576,22.837070127666,7.98653468033442,10.549145536127927,11.942671494752867,22.491817030880796,30.478351711215215
288,Adam Lowry,C,30.5,78,208,68.52874662399292,14.894592631518842,11.250462982380927,9.381935190839878,9.734167399885491,19.11610259072537,30.366565573106296
289,Marcus Johansson,L,33.0,73,203,59.3231247329712,15.360079728275537,10.655091687878883,10.715285331418736,8.77723313037825,19.492518461796983,30.147610149675867
290,Nick Ritchie,L,27.8,75,236,63.537646198272704,12.969443700435573,13.736875729530514,8.835549584114686,7.515200559643162,16.35075014375785,30.087625873288363
291,Calle Jarnkrok,C,32.0,72,192,61.648905139923095,13.817612538695334,13.881976017205611,8.488606251449996,7.638990196550595,16.127596448000592,30.009572465206205
292,Pius Suter,C,27.4,71,179,74.94807416534424,13.898598782004788,13.94114210902418,9.811474726172673,6.194493852537092,16.005968578709766,29.947110687733947
293,Kirill Marchenko,R,23.2,75,197,46.77867359924316,16.795151700478048,14.203317642345775,8.7430287426933,6.997865973668241,15.740894716361542,29.94421235870732
294,Jeff Petry,D,35.8,75,209,66.31668713760376,20.698086291193963,6.347672128078764,10.646692852092265,12.691017618585802,23.33771047067807,29.68538259875683
295,Cole Perfetti,C,21.7,71,184,46.62849355506897,15.538840826289727,10.285789044027817,11.190844528925942,8.208662879020872,19.399507407946814,29.68529645197463
296,Philip Tomasino,C,22.2,72,179,49.15476924705506,14.815052451989613,10.570684921656609,11.93291218644642,7.164070174234601,19.096982360681018,29.667667282337625
297,Sean Monahan,C,29.0,74,196,48.38483828353882,16.238300467908385,11.474720053509731,10.69870335265987,7.444639332482455,18.143342685142326,29.618062738652057
298,Anthony Duclair,L,28.1,71,197,49.70226811027527,13.96249073074758,11.932760203499248,10.911842027927989,6.736150852782062,17.64799288071005,29.5807530842093
299,Max Comtois,L,24.7,74,210,67.61792897415161,13.69533371149376,12.796101433432014,10.013815473389368,6.628174297833662,16.64198977122303,29.438091204655045
300,Quinton Byfield,C,21.1,77,220,59.33999585342407,14.796348389729859,8.797100171944942,11.949823280989513,8.655332952662523,20.605156233652036,29.40225640559698
301,Jacob Trouba,D,29.6,75,203,72.14184289932251,20.441694808602335,6.452025306828503,10.740805418398885,11.944131586482525,22.684937004881412,29.136962311709915
302,Kevin Labanc,R,27.8,71,185,59.72070456314087,13.561444988068194,10.859380329535997,10.715453587823271,7.4765925824052575,18.19204617022853,29.051426499764524
303,Jesper Fast,R,31.8,73,191,73.60406386947632,13.86323182158731,11.335371027642763,8.456492808394161,9.204961138772154,17.661453947166315,28.99682497480908
304,William Carrier,L,28.8,74,218,66.09492039489746,12.025536209177226,14.360439178422267,9.565892411115707,5.055290812280207,14.621183223395914,28.98162240181818
305,Torey Krug,D,32.5,69,194,52.80992715072632,19.103836886867878,5.945361525839976,11.896407445069158,11.111097811634078,23.007505256703237,28.95286678254321
306,Tyson Jost,C,25.6,71,187,74.27458662414551,13.841552717830988,10.49805920381436,9.912128495089846,8.511407080384098,18.42353557547394,28.921594779288302
307,Adam Boqvist,D,23.1,72,182,55.682194519042966,18.96120126110874,7.572818348333876,10.617754218572033,10.548503305771005,21.166257524343038,28.739075872676914
308,Oskar Sundqvist,C,29.5,75,220,65.35778519821167,13.398764747738838,10.663168462060462,9.708767009213988,8.33349030462867,18.042257313842658,28.70542577590312
309,Travis Sanheim,D,27.5,75,181,77.4281813697815,20.652024922121324,7.237291829077103,10.704515837044728,10.708649540784144,21.41316537782887,28.650457206905976
310,Jesse Puljujarvi,R,25.4,76,201,72.1558009262085,13.181534295231105,12.438682930881694,8.594913982114967,7.516442118210966,16.111356100325935,28.55003903120763
311,Ty Dellandrea,C,23.2,73,195,75.55619664382935,13.702803011376758,10.70597989663222,10.659241491335441,7.177419981378886,17.836661472714326,28.542641369346548
312,Jack McBain,C,23.7,75,201,78.73839438247681,13.43854884780571,12.611474863902684,9.43112142535244,6.222583016662953,15.653704442015393,28.265179305918075
313,Denis Gurianov,R,26.3,75,205,62.96446656799316,13.572215017798358,11.228453819071378,9.752543556109392,7.221832687810402,16.974376243919796,28.202830062991175
314,Miles Wood,L,28.1,74,195,68.30849084854125,11.428383708544077,12.113386807170142,9.728425705525275,6.141761691234506,15.870187396759782,27.983574203929926
315,Vladislav Namestnikov,C,30.9,72,179,70.71099851608277,12.333754783838984,11.465026238136918,8.682158106576782,7.715082698585844,16.397240805162625,27.862267043299543
316,Tanner Jeannot,L,26.3,74,208,75.16243124389648,13.94394838260859,12.686484702391182,8.61864673967083,6.543486841431375,15.162133581102204,27.848618283493387
317,Matt Grzelcyk,D,29.7,70,176,69.96704824829102,18.43309669882059,5.2774576037252645,11.7703477587581,10.728693661112043,22.499041419870142,27.776499023595406
318,Sebastian Aho,C,26.2,72,176,72.01394807815552,15.65104880026728,8.714117944055982,10.716040813528789,8.33671928732459,19.052760100853376,27.766878044909358
319,Alexis Lafreni��re,L,22.0,73,195,68.17226181030273,15.671157398946583,11.954070669118876,7.687080936288546,7.979014133465754,15.6660950697543,27.620165738873176
320,Robby Fabbri,C,27.7,71,185,45.74368812561036,16.355245334313484,11.53218972089505,8.619827401837636,7.440800417440629,16.060627819278267,27.592817540173314
321,Juuso Valimaki,D,25.0,74,205,74.91173547363282,17.73571486544609,6.058213145796318,10.614324083864178,10.853004870248396,21.467328954112574,27.525542099908893
322,Michael McLeod,C,25.7,74,190,76.8219466972351,13.650966641865672,8.555255589000243,10.71644740230721,8.076262831734295,18.792710234041508,27.34796582304175
323,Ryan Pulock,D,29.0,74,216,75.67634724807739,20.92383707010746,6.120018698069511,11.11085143104339,9.971938062150482,21.08278949319387,27.202808191263383
324,Jake Evans,C,27.3,72,186,69.92748099899292,14.02113364637643,7.314359310966715,13.292977956877822,6.578008563522272,19.870986520400095,27.18534583136681
325,Pierre Engvall,L,27.3,77,219,60.04446260070801,12.952074675515293,12.898470277088618,8.063255686477955,6.077816369906105,14.141072056384061,27.03954233347268
326,Nathan Bastian,R,25.8,76,205,61.10123232650757,12.840883749485016,12.114421249887956,8.458462133051185,6.216915824469691,14.675377957520876,26.789799207408834
327,Sonny Milano,L,27.4,72,194,51.02043770980835,12.883804242676124,9.720936238188754,9.180729569104505,7.836810206972353,17.01753977607686,26.738476014265615
328,Brandon Tanev,L,31.8,72,189,57.12288529396057,13.225988837883804,11.74666670466799,8.657412492734396,6.194520765021262,14.851933257755658,26.59859996242365
329,Mason Appleton,C,27.7,75,197,58.607254264831546,15.087302567541597,9.47113631107626,9.904948873212543,7.195797602596809,17.100746475809352,26.57188278688561
330,Jeff Carter,C,38.7,75,219,69.51934401321411,12.150133472442626,11.693618730029012,7.696007230147371,7.087203644414901,14.783210874562272,26.476829604591284
331,David Kampf,C,28.7,74,197,75.29274015426635,15.10757159959525,8.51563664960417,10.04819336461209,7.620486322774677,17.668679687386767,26.18431633699094
332,Yakov Trenin,C,26.7,74,201,75.58443864059448,14.659727575182913,13.345289951136145,7.693479135331886,5.1385857309198535,12.83206486625174,26.177354817387886
333,Jonathan Drouin,L,28.5,71,198,51.6010979309082,14.426434920340776,7.079618651546459,10.800399190923244,8.295750779513172,19.096149970436414,26.175768621982876
334,Nico Sturm,C,28.4,75,209,64.01507117843627,14.120181927815079,12.705321714152113,7.821086869303102,5.565490029055454,13.386576898358555,26.09189861251067
335,Zach Parise,L,39.2,71,195,73.34118194198608,12.650994666218757,12.10841180267648,7.775422603727827,6.078519650911406,13.853942254639232,25.962354057315714
336,Josh Bailey,R,34.0,73,200,57.31481547164917,13.917426831960679,8.295283690266437,9.825389753473242,7.800063240704423,17.625452994177664,25.9207366844441
337,Colton Sissons,C,29.9,73,200,70.22640117645264,14.79779706206918,9.9273476748986,7.860402391120915,8.096104006833754,15.95650639795467,25.883854072853268
338,Eric Robinson,L,28.3,74,205,64.1885587387085,13.572627518132794,11.255944582231376,8.52613555505845,6.040211152555957,14.566346707614407,25.822291289845783
339,Jakub Vrana,L,27.6,72,190,38.00099177646637,14.00152194417175,12.790214218300965,7.857287077618533,5.162765752148316,13.02005282976685,25.810267048067814
340,Blake Lizotte,C,25.8,69,170,55.37146141242981,14.018054189369082,8.621196105261436,10.340661404362569,6.844550880254781,17.18521228461735,25.806408389878786
341,Jonathan Toews,C,35.4,74,201,45.75522644996643,16.19116316401958,8.566437106373646,10.286123468382282,6.714594363555745,17.000717831938026,25.567154938311674
342,Marcus Pettersson,D,27.4,75,177,70.90421931838989,18.827336274936794,2.9763412272804954,12.178817971513944,10.354168108208153,22.532986079722097,25.509327307002593
343,Oliver Ekman-Larsson,D,32.2,74,200,63.95376069259643,19.086114149630067,3.545039987434671,12.356529459100681,9.414311263388353,21.770840722489034,25.315880709923704
344,Morgan Geekie,C,25.2,75,200,63.76070221710205,11.560791570708155,7.924416844599475,10.644410488718712,6.672719108224778,17.31712959694349,25.241546441542965
345,Keegan Kolesar,R,26.5,74,217,65.63833615112304,12.01902596846549,8.48927445018441,10.721850204356128,6.01161750259404,16.73346770695017,25.22274215713458
346,Colton Parayko,D,30.4,78,228,73.9862211227417,21.233792461633684,5.8233693838974245,8.373955232466198,11.00950896919275,19.383464201658946,25.20683358555637
347,Anthony Mantha,R,29.0,77,234,54.157057025909424,13.06288716935739,10.657810375726145,8.430003706394158,6.09706139452312,14.527065100917278,25.184875476643423
348,Jason Dickinson,C,28.2,74,200,66.6447758216858,15.751730613604186,9.329243012168554,8.428167647724012,7.395539594958215,15.823707242682225,25.15295025485078
349,Nick Leddy,D,32.5,72,205,76.43982210922242,20.534112210985278,2.6987597131244625,11.64161382301112,10.686973060686237,22.328586883697355,25.02734659682182
350,Paul Stastny,C,37.8,72,193,62.93221460342407,11.505310167878866,9.973781958982505,7.833398972862221,7.112991064281851,14.946390037144072,24.920171996126577
351,Matt Roy,D,28.6,73,205,75.22596089172363,18.37415244062245,5.994211324632068,8.38165284347829,10.483110979326494,18.864763822804782,24.85897514743685
352,Nick Bjugstad,C,31.2,78,209,58.84893915557861,14.101164277821779,11.351923140740618,7.777075032293777,5.689517512602976,13.466592544896752,24.818515685637372
353,Noah Gregor,C,25.2,72,190,68.17739912414551,12.886269654311242,12.708707724177277,6.867122656566752,5.132173575223618,11.999296231790371,24.708003955967648
354,Vladislav Gavrikov,D,27.9,75,221,77.2815379447937,21.77192647752259,6.235739301123085,9.496791772287986,8.970017022087108,18.466808794375094,24.70254809549818
355,Alexander Romanov,D,23.7,73,215,77.75585633468629,20.793123809011654,3.9245157532776846,10.07240297847623,10.686442412753026,20.758845391229258,24.683361144506943
356,Rem Pitlick,C,26.5,71,186,57.60407335853576,12.71062302222103,8.740427560830314,9.695333208665838,6.158876102388203,15.854209311054042,24.594636871884354
357,Scott Mayfield,D,31.0,77,220,73.03484727478028,20.792447535939512,5.121463486118535,9.63408670527915,9.71438494729077,19.34847165256992,24.469935138688456
358,Matt Dumba,D,29.2,72,181,72.50860026168823,21.32566347590275,6.585790105314246,8.824340195211633,8.946214559412018,17.770554754623653,24.3563448599379
359,Jakob Silfverberg,R,33.0,73,207,61.37068586349487,14.212790592193603,8.767288902607737,8.96184573650836,6.61845666829144,15.5803024047998,24.347591307407537
360,Cole Sillinger,C,20.4,73,201,66.77832617950439,13.620778025120496,10.004136502827297,8.18342008930565,6.0734970834580535,14.256917172763703,24.261053675591
