,Player,Position,Age,Height,Weight,PP ATOI,PK ATOI,EV G/60,PP G/60,PK G/60,EV A1/60,GP,EV ATOI,PP A1/60,PK A1/60,EV A2/60,PP A2/60,PK A2/60,GOALS,PRIMARY ASSISTS,SECONDARY ASSISTS,POINTS
24,Kyle Palmieri,C,31.7,71,198,0.32925645040711615,0.0691883725563768,0.06047257312829562,0.19191150985773683,0.11409383551557503,0.1413523649531594,6.245830289080868,0.4594166201700099,0.3644343093055566,0.09826754422394234,0.07688408694658098,0.2502468468221771,0.020088185528360197,6.56848819944725,6.728472243907139,6.454386743785889,11.405107811926442
25,Sam Carrick,C,30.7,72,200,0.04824021780308533,0.1794913825776332,0.17334284401592592,0.16235068829471735,0.13450131768943796,0.0981372702105068,6.103511883334053,0.24577127768709028,0.12115430268649156,0.15038643427657,0.04750571657320741,0.16177920203246146,0.0016635639674806625,6.347732392853883,6.196131549215171,6.130935831879124,10.783048125696437
26,Ty Dellandrea,C,22.2,73,195,0.16676068782115422,0.1739193292693654,0.06955772712884828,,,0.030983203610931355,6.032744631591828,0.39484807837108266,,,0.050740086296350496,,,6.135417830120109,6.069818686958783,6.080729048400395,10.557524170124838
27,Nikita Kucherov,R,29.3,71,181,0.31363019341598003,0.1020474263661651,0.06379741128909229,0.2600893913845389,0.12995092058587443,0.14797264702626267,4.993242372446986,0.2807444053978043,0.7994971736899996,0.11232427395521606,0.05378732799972503,0.24923478117063955,0.021101007754177937,5.616755493767866,6.995286868593242,5.481118890206448,10.51307019567845
28,Leon Draisaitl,C,26.9,74,208,0.15558734934356816,0.2184620639514022,0.1636913203117727,1.2027092047147225,0.27052596024018033,0.2986747363626696,2.1352020138619205,0.2840621358690705,0.6382197955639289,0.3429479728334826,0.14135519538566912,0.2234815081282635,0.008460104834034456,6.924304198228847,6.847241091361986,3.7425312885732356,10.432508789298735
29,Ryan McLeod,C,23.0,74,207,0.1599452385084129,0.1791796081230023,0.06557939560620969,0.15714980742873474,0.43052252107219585,0.09187276641221037,5.8252491199947825,0.299832909542748,0.16089053550192559,0.17291162481548708,0.04193688693271024,0.17616500449285427,0.04373276048012833,6.015485390857479,6.000064612539827,5.878201597513603,10.331509757207991
30,Riley Stillman,D,24.6,73,196,0.0702675461923752,0.2131229026428607,0.0395565881376276,0.1662139368186964,0.0664067203250273,0.04058831912478766,5.908389411675571,0.8611942504069887,0.16921906991661548,0.02741903896711188,0.0374481915119648,,0.05402220290521579,5.941745255866731,5.94936702935257,5.96981508875975,10.31203165867647
31,Gavin Bayreuther,D,28.4,73,196,0.0726998327315378,0.1620737408780599,0.0276384886743396,0.1351021251732126,0.0624037421972464,0.045801120906016055,5.861316175570126,0.6951427873861805,0.1516697388598411,0.06829907316492373,0.027454455584248985,,0.07997769232476266,5.885858712023786,5.9253984352621085,5.897923537316098,10.22444039772056
32,Evgeny Svechnikov,L,25.9,75,208,0.09950212265726328,0.0873407285810439,0.06456944042897782,0.14710773778958725,0.11363588625704049,0.027933197180994906,5.779267492511485,0.39741727343337435,0.1551221265908649,0.07665453059400253,0.11575239011533886,0.11307006657469472,0.05316419726404229,5.883769464987253,5.818641669536019,5.955338197677722,10.195164885586532
33,Hampus Lindholm,D,28.7,76,215,0.6405842090627558,0.1224572013864318,0.049236222152249855,0.08759499978586421,0.03861999029929379,0.0957738770563664,5.467496263373208,0.27342782202835336,0.1926898912137619,0.023310560875501565,0.05567658619917758,,0.07613027955115544,5.615054112317609,6.056356485520984,5.653644097020634,10.00859521310275
34,J.J. Moser,D,22.3,73,173,0.4843842489755917,0.5397516847985179,0.04066347280909972,0.15300766188577086,0.0397804655454089,0.03980896988382671,5.644849633958374,0.6390325317276413,0.1820932018792926,0.043604762769347626,0.02735048318081599,,0.10647799430344458,5.7365585393892555,5.864158627956279,5.7189913707261395,10.00016612802577
35,Quinton Byfield,C,20.1,77,220,0.16144182571722704,0.0998549181309984,0.0654181052888027,0.24823573329166193,0.24695201163298042,0.051401945462010275,5.634531514686913,0.24806586325390714,0.1620920748729472,0.1733408497885864,0.04030733859425561,0.17681746559569173,0.1668599819854285,5.77880814072662,5.737567194644557,5.696450817763031,9.93800044071154
36,Pavel Dorofeyev,L,21.9,73,194,0.09643963848943597,0.0745891168507175,0.055318780535118225,,,0.0364650567022128,5.6782636219182345,0.46229308254103013,,,0.039871517320092004,,,5.76696680975958,5.720229934563449,5.717386359064822,9.933148718707722
37,Simon Benoit,D,24.0,75,203,0.0560798530405528,0.7516036373775756,0.0219964941603975,0.1564947458908266,0.0122678675599103,0.09247263109324567,5.610248244061931,0.7551564136573526,0.174070803544298,0.05828180089882261,0.024287549631402713,,0.05993596589900777,5.630889076149807,5.8678972396947655,5.65341491701513,9.9045560237423
38,Samuel Fagemo,L,22.6,72,200,0.17634747880831309,0.2097682127394356,0.05970942468364402,0.1517422351178852,0.14301469183023718,0.06224989632722556,5.554486834983048,0.4465900607881089,0.19841098923888661,0.10069506199855724,0.041021563992668146,0.1585307297208374,0.0184503586860617,5.6645513862836046,5.629985397362789,5.603795174299675,9.756351691993789
39,Kirby Dach,C,21.7,76,212,0.4992106583520514,0.394380016859599,0.043345972191756815,0.3203620710399394,0.18710801906012384,0.05713953186522146,5.327787439453642,0.3331751778331332,0.18588397156723757,0.13913953074709695,0.052511662895753285,0.32828287791221356,0.03118535124642707,5.626991849687032,5.601497841347606,5.6202304248699155,9.727631025676274
40,Brian Dumoulin,D,31.1,76,207,0.0431720383012477,0.3490568204334977,0.0404637779989696,0.1877697156893781,0.0700304774159786,0.09573720148408198,5.373906958628887,0.4996967525065519,0.2796459781308854,0.07539938083650644,0.02532163306070043,,0.06957586456231071,5.460822272692321,5.799496935355695,5.4575328380720185,9.656055575428667
