,Player,Position,Age,Height,Weight,PP ATOI,PK ATOI,EV G/60,PP G/60,PK G/60,EV A1/60,GP,EV ATOI,PP A1/60,PK A1/60,EV A2/60,PP A2/60,PK A2/60,GOALS,PRIMARY ASSISTS,SECONDARY ASSISTS,POINTS
276,Cam York,D,21.7,71,175,0.1596086045215144,0.1652457664658723,0.035596205363904954,0.19856015989218692,0.051477666989673744,0.03190756716083476,3.574274270393921,0.5592470164184785,0.18422021362503177,0.03357101867543603,0.04005476393324903,,0.11007670452897765,3.6896792964676144,3.694716879955781,3.6845267004715483,6.390649664963624
277,Dakota Joshua,C,26.4,75,206,0.033754567235352015,0.1321580110456933,0.04743715890308345,0.17887857502520632,0.0940295496417668,0.0388221303904048,3.6422158694948337,0.37930181979152283,0.1546135981336348,0.18497812008548994,0.028160724678265983,0.16481171860114321,0.018425203352525045,3.7085716702830593,3.678795718490056,3.661728418948732,6.379286542094158
278,Brett Connolly,R,30.4,75,198,0.19633615030134718,0.0792895364423648,0.07398575604448593,0.16001532961830092,0.1246478620359566,0.045545960596789205,3.545311240215731,0.48357221719322424,0.1586206774875376,0.06117604432484942,0.04099454030682912,0.19718403715690125,0.01873756400580482,3.794839942103265,3.6283857045724885,3.623434033791218,6.379284223528907
279,Gerry Mayhew,C,29.8,69,161,0.1352185479112599,0.0394636240659673,0.1056433496386279,0.16176337438083682,,0.053395030538746044,3.5018374091325244,0.46013324948516304,0.15560470098422854,,0.030720361761737525,0.19979348515537187,,3.8606980346617434,3.602415239938535,3.5613488405432525,6.369112217556009
280,Glenn Gawdin,C,25.5,73,191,0.018848591358112142,0.1879048637891768,0.09088520149307915,,0.07369460224504899,0.05017460585634777,3.579302999188528,0.3282921948410765,,0.12530859117702858,0.035803525501804954,,0.07266097931454754,3.755059922650578,3.648096496763591,3.6143851027203637,6.361828569142856
281,Thomas Hickey,D,33.6,72,185,0.0389664903175164,0.1641204802489349,0.0342041695610038,0.1790982933623598,0.025902500289113,0.02436973169162722,3.6174219148448814,0.32253676730275005,0.18896962794370406,0.07797124375258553,0.02872593998572902,,0.057332224194473605,3.674414945561722,3.6607604150096655,3.6696198812237153,6.3536290481064
282,Taylor Hall,L,30.9,73,210,0.12481463486294128,0.0692456179845454,0.07866676458605823,0.17495404583164414,0.09964984335775827,0.05117299207271672,3.2312305952995675,0.360189539230491,0.7500848216780552,0.07917833413279407,0.036806788618627614,0.17227902137954731,0.05386636704590988,3.5789443590259853,4.002294038344067,3.3924769137102366,6.3510707683370455
283,Josiah Slavin,L,23.8,75,189,0.15036995638853493,0.1607053385646426,0.0766536695137869,0.1492061478156068,0.20347390986255487,0.042595235798826604,3.569653462172484,0.31067661229675153,0.15808487786665074,0.1026430226638891,0.03985402768996129,0.18090684461475418,0.04687624761296457,3.734071942123544,3.6366009356668743,3.6248788523367397,6.348850788006094
284,Logan Shaw,R,30.0,75,208,0.07330869663633298,0.2738466678145524,0.05704926331984939,0.16671861703006358,0.11439759414286026,0.0657679994328547,3.5800288979280603,0.5934650963800654,0.13036104983440253,0.08189468601186281,0.04164099905542133,0.16146814974653395,0.012720477354482404,3.6680408754464895,3.6730437891118735,3.6154252545655323,6.325905019207118
285,Clark Bishop,C,26.5,73,197,0.04270040644246376,0.1689265711207003,0.05056473209810084,0.1224493875825746,0.09331405131239137,0.051985670929479526,3.5783342647103273,0.5156793935412682,0.13884886127405507,0.1009918588763442,0.033614998999213115,0.220086515269312,0.003983666537387381,3.656667624602989,3.657336015594808,3.6110988993899995,6.307722259973265
286,Ryan Strome,C,29.2,73,191,0.18636487930948847,0.2245101947962535,0.042329725484775184,0.5060992506109676,0.14304310688147812,0.05876961697091837,3.187801868058929,0.14078663636414077,0.4989052866275463,0.09627606464969782,0.06137113320598728,0.17621376370416408,0.06315564085386943,3.6652734476929223,3.7456738528025824,3.5035521232496687,6.303901929619382
287,Nick Merkley,R,25.4,70,195,0.15573548861767209,0.0344693190361573,0.03943180613980354,0.1684533111454849,,0.052706604076315354,3.5542039896438133,0.3734195989706302,0.15421454608023405,,0.04518174550004033,0.15229492795848343,,3.630287161553472,3.640497850648028,3.619563268246994,6.28756294034149
288,Calen Addison,D,22.5,71,173,0.2861910672368853,0.285577828314745,0.04082169798523027,0.13562772193825998,,0.024762474494330094,3.5332921702004767,0.4761017127109814,0.19457508711571136,,0.024070525071763455,,,3.6431152567995815,3.6621014421398717,3.582492333070075,6.286296768635305
289,Jared Spurgeon,D,32.8,69,166,0.5352048618765655,0.3486574032468933,0.029252415022964936,0.09338668693009212,0.016537444721156504,0.02303107347687506,3.4217227883041614,0.4005435503555619,0.6031211304575518,0.08538172448644198,0.02440478521875504,,0.10399136543203788,3.5473565607112207,3.8253180929965667,3.5034142549984537,6.284163311337015
290,Brandon Montour,D,28.5,72,194,1.245862794744422,0.1367647552213304,0.06629534806120785,0.12523371044195614,0.06118418033750062,0.048202021268918774,2.7840141001798115,0.8144332016775145,0.13741348762000072,0.1962528897698313,0.08535427645250453,,0.2552752445015123,3.369313039552067,4.034566347775347,3.425313699141055,6.273975606473161
291,Adam Beckman,L,21.4,74,182,0.2684447017786814,0.1238483393000665,0.06767234512093617,0.22478400557280626,0.13341280985387513,0.05581211445535449,3.4993651924313354,0.4464899363426254,0.15383501753959442,0.11858223301327629,0.0350771682864323,0.17815456152918308,0.09879018262087412,3.6694153960891334,3.609878253447477,3.5778006935991233,6.268691103961603
292,Declan Chisholm,D,22.7,73,185,0.1302182148286083,0.2326696074669866,0.017527467151106,,0.0288090029777134,0.021109378826439134,3.5805327243302787,0.31930308415210856,,0.07404592322345582,0.025877459357603314,,0.08331498675144876,3.597903776664495,3.615946228296254,3.627101802784914,6.259061127663806
293,Kristian Reichel,C,24.3,72,168,0.13952682972032682,0.1636531728750928,0.054283783957070966,0.1689573409813514,0.17856866778222028,0.07187687169760962,3.4866495020291337,0.338623818935467,0.16837275396532564,0.20769842235455035,0.03629945175163793,0.17904640978862027,0.1867105704443338,3.6219177372929945,3.6386106730097763,3.5413675006704826,6.2369110543812765
294,Logan Brown,C,24.6,78,218,0.22965178720971,0.213074121546165,0.05099367172954001,0.2733349112651115,0.15124436504384015,0.0699334191800056,3.4676625253908435,0.6745989366137164,0.14552913211147459,0.13474364179876752,0.05266801138776552,0.16583457467644616,0.03886471566405496,3.6023029101485204,3.6250885036721043,3.574428218211488,6.236536699408311
295,Anze Kopitar,C,35.1,75,225,0.0642046684463548,0.127850057843902,0.12465403700718856,0.23125997100283807,0.1346585243733123,0.039613059899464884,2.993321158846808,0.1433596672718381,0.21840279443927169,0.11028273773683234,0.06187548569226064,0.23802823961965766,0.11841017514729055,4.005016018035893,3.3353040996892185,3.4133072392584305,6.230174399782224
296,Cole Schwindt,C,21.4,74,182,0.24632226755255812,0.1252895775516778,0.05978185185841582,0.24425747893544894,,0.04373372715914293,3.487150699353271,0.2984294553929274,0.16813000994906424,,0.047279358521383257,0.170086935622994,,3.6375051284247752,3.5692537049972355,3.580976142048152,6.228515529391502
297,Ryan MacInnis,C,26.6,75,201,0.04872025085141808,0.0561396076669324,0.06409030163357333,,,0.0442242216571823,3.5352488611128927,0.3912949703963251,,,0.024226738716872313,,,3.6375852430995814,3.590356059606506,3.5559773900064853,6.226367980918437
298,Jamie Benn,L,33.2,74,205,0.28323539390664293,0.1159456382511957,0.10611489658998324,0.6429592017037844,0.31621803763095035,0.04513769219844483,2.2131282723782646,0.7100747251084133,0.43291249736526505,0.25196456279396,0.19453189489114148,0.17620477206027949,0.010424346698691491,3.773259785320664,2.9181993368837578,3.9995579952481393,6.224937022545711
299,Michael Del Zotto,D,32.3,72,195,0.2153713361374127,0.2546758249967781,0.020887747835693,0.1023119644692076,0.0622448172048918,0.032900714340254815,3.5215333648852454,0.3917604873414308,0.1774085483572421,0.05932157864590868,0.02814243424052897,,0.05893837666283303,3.559465877012229,3.6263798190216034,3.582954703958434,6.217555173220377
300,Radim Zohorna,L,26.4,78,220,0.15303054234785418,0.0863619517350384,0.071397690133065,0.20772822189464152,,0.05670533458515976,3.506731076087815,0.39700559953469994,0.1792979289666769,,0.03936455911587179,0.21191401234906965,,3.6119270298100887,3.5808024973601196,3.557042581141361,6.2065058863926
301,Tanner Laczynski,C,25.3,73,190,0.08368395503259636,0.1655530982793432,0.07718708447411288,,0.09831281242373341,0.0433157112133184,3.506544760872161,0.2698423647421671,,0.06007689992959023,0.03497811285470385,,0.00529701751701842,3.6443862315288884,3.5574464806663193,3.5392772934149668,6.201891665213549
302,Braden Schneider,D,21.0,75,208,0.1319659766961529,0.2257471504417484,0.0289334885651126,0.143137429268743,0.0270951129966475,0.026768452446660054,3.506439041249683,0.8304978051683918,0.19655519459944948,0.10592138734449423,0.03170448382516577,,0.058768936667456584,3.5681308677092756,3.5750451634980043,3.5892682643629987,6.1963983477269755
303,Elias Pettersson,C,23.9,74,176,0.2569656873405629,0.3551800286677139,0.14522228568765538,0.3459691230542538,0.22703093800078808,0.17606658390541383,1.5575581241160799,0.34390232694159034,0.17388409757327383,0.4892949225810361,0.15880545330925133,0.29087060106511464,0.1509216334349582,3.521972805134784,3.7091011691851614,3.492730423000935,6.19361685375484
304,Jason Dickinson,C,27.2,74,200,0.16677438837760733,0.1408335743294095,0.05570891152586005,0.1899297647333348,0.11811588620186328,0.032861255242966646,3.415480784604123,0.6446984761304727,0.15637647790499287,0.5034395100498537,0.04094873791494349,0.14362087031382154,0.01535261835783584,3.562972957459881,3.6496803313714437,3.5030893481638654,6.187614871500093
305,Gustav Forsling,D,26.3,72,186,0.380318148083949,0.2508268304725587,0.02925138934821402,0.07183383267191974,0.03335796359001313,0.02989311897733101,3.283815054170985,0.3190455572980576,0.1713700941256594,0.08626592055386492,0.08119066852353715,,0.14654676273904926,3.395049664462196,3.4692656064524687,3.8288680459877034,6.182426431900713
306,Stefan Noesen,R,29.6,73,205,0.24602344028293321,0.0855293653799699,0.07585595784236918,0.14127202912465345,,0.034355739106469836,3.4678974667657054,0.32067308379854753,0.1418072651753782,,0.0369028112777177,0.26014119886055237,,3.6370207102490384,3.5242249422880723,3.5359946040124024,6.176677013591581
307,Justin Faulk,D,30.5,72,214,0.4426477569722973,0.127527024121659,0.03630168681475886,0.1756252395639117,0.02019918373059732,0.09562316389517933,3.02891132092044,0.2700323060344968,0.21874323760281666,0.06409764299547224,0.07135913121332532,,0.04206387457362165,3.226318401152458,3.942619759033457,3.4881473996267833,6.174184421562015
308,Remi Elie,L,27.5,73,215,0.04357268218221597,0.1714068784973042,0.0740056911958032,0.15482829286521715,,0.0440544353222237,3.497583581560275,0.30575172422789376,0.1691946249299531,,0.03872836727178666,0.18959713885714738,,3.6115483393287326,3.5474039412258915,3.5343040896186992,6.174031221773062
309,Lukas Vejdemo,C,26.7,73,198,0.098925622138491,0.2126419698339122,0.07427125924540683,0.14612551158960677,0.11408110123593392,0.0527847485269712,3.4868129789250246,0.38551588510934925,0.16157489696025776,0.08926120081775449,0.030293555222645947,0.19502366396301218,0.008010610438686927,3.6170467233639365,3.5565596548609464,3.518494787922742,6.173487600232296
310,Dan Renouf,D,28.3,73,198,0.0361894133049984,0.1859408743425618,0.0264397802365658,0.1233001878163954,0.0195825465706863,0.028978854493666578,3.512296684507161,0.7724201768694348,0.16732760994881232,0.05688920635434724,0.03960259631835202,,0.06624203794356535,3.53976631181684,3.563780016113064,3.5871200968309966,6.172349968578341
311,Stefan Matteau,C,28.6,74,208,0.06790863060396371,0.1972898953111129,0.0422385785941879,,,0.0431489485886863,3.51767686264671,0.2291811410698308,,,0.030696131989135053,,,3.56994884605037,3.565623078934206,3.5447586871523264,6.166321176729809
312,Carter Rowney,C,33.4,74,208,0.04938054396814496,0.1864140431845025,0.07830040769081166,0.15437992174050447,0.12535493817912946,0.03451523847270044,3.4825970424383015,0.3687540964516392,0.16102762289646083,0.12464734702345526,0.028142729552451024,0.1485055299390146,0.0988426758988621,3.6193595831690475,3.5264542088413746,3.511899120756237,6.153785705864407
313,Tage Thompson,"C, R",24.9,78,220,0.4602374406590877,0.1818020484917861,0.08481534045845669,0.906071803370053,0.39718906157929046,0.19621602018516024,1.7388431182829585,0.45670963787775914,0.11405726979242836,0.19354224014269794,0.1003968964558577,0.23441932001945742,0.027541607799993855,4.1145448838891765,3.7033241034979936,2.683829005004686,6.151993753669802
314,Michael Eyssimont,C,26.1,72,180,0.06682022867126391,0.0276801102021722,0.048110948924255666,,,0.04959541855933212,3.477551443185276,0.5277934931272747,,,0.03657450296571506,,,3.566070898437402,3.5581082847370946,3.5226442610470623,6.147033333933101
315,Matt Luff,R,25.4,74,196,0.07907470350085107,0.1247271724143295,0.07918392431676663,0.16418682943936075,0.08986720115539772,0.04913717608350187,3.468936256260701,0.32677156494415244,0.17331617934929722,0.13067923887225794,0.02725152738266976,0.17810475854050054,0.011825843793535412,3.6188055029254413,3.531256463715524,3.4946711456763015,6.146401540491691
316,Scott Mayfield,D,30.0,77,220,0.0075095946793085,0.2016018580674129,0.01902971218231033,0.17185339772765393,0.052335378847211074,0.02138741059767113,3.4912204327426815,0.35116074258304075,0.2308692215055312,0.04307046238055005,0.018630056301209976,,0.07530809018679854,3.5281709502433194,3.5470399437330875,3.548183895472898,6.133440435242858
317,Tim St��tzle,L,20.7,72,193,0.37061443722433307,0.1891285256536928,0.15331580155417188,0.21299004910553332,0.19681642170795108,0.16295244550425433,2.1524275225893206,0.394957366695213,0.07776279627603343,0.6812656424928494,0.048294132716969584,0.1860128280340778,0.05328366667798199,3.8662621823671945,3.951242010401137,2.6543835905363937,6.132377102989544
318,Maxim Mamin,C,27.7,74,206,0.07043656388644962,0.0900452858962704,0.059619619767323835,0.16555330994386416,0.05247882495778293,0.06879777741891314,3.442627094240676,0.29986560501261267,0.1955625053362586,0.12144664339455608,0.042360677090781444,0.18266060029325445,0.0024008008743373935,3.569430442554722,3.556315001574752,3.4935153032185755,6.131301594970223
319,Austin Poganski,R,26.6,73,198,0.036031681276726436,0.0781671304943933,0.05950175408752545,0.1364769834696379,,0.04986495992229,3.4832860290248915,0.4033868014723937,0.16541897140483489,,0.03895106799803438,0.19736599680424285,,3.5571613876133474,3.5381203834494923,3.5191225185458848,6.128288201924321
320,Madison Bowey,D,27.4,73,207,0.1905173407384075,0.1431678185046941,0.0260032756695363,,0.0280564879371955,0.037383145903762675,3.474033533229062,0.2555733565522774,,0.0486299258734473,0.034003808009210344,,0.07362647552086007,3.5133542281024486,3.5513224229844678,3.5470344204555415,6.126744817928523
321,Turner Elson,C,30.0,72,193,0.030854993201969782,0.0984619759355107,0.052326955912385974,0.12781976419384763,,0.0427158472044404,3.47336635556919,0.4333294272329224,0.131859554748863,,0.027064951025331616,0.20606675401089697,,3.5652233605710517,3.532389498828314,3.501581603024472,6.11961329700117
322,Jackson Cates,C,25.0,72,190,0.059064396311991584,0.180290493256769,0.05413048751630597,0.12415602700597385,0.14599580876735663,0.045812019404524285,3.4616042682548223,0.250991024833776,0.1599235521505844,0.16842852315856127,0.03713002616429996,0.18249503071209475,0.0037895038624600995,3.5512326557498937,3.5224841534242533,3.5021357999404814,6.1060710074166495
323,Hudson Fasching,R,27.2,75,204,0.06817202534443585,0.1560037883946859,0.03944307840125376,,0.12788188882532237,0.0408396667988807,3.474076422590614,0.3724870657552016,,0.17664780530445778,0.03757943904810184,,0.008422910563902476,3.5363219922899445,3.5253871011096463,3.513472310519932,6.105605221647897
324,Fabian Zetterlund,L,23.1,71,220,0.3092641626613053,0.1544857590400729,0.065060220894986,0.17628092975073198,,0.04911449931131944,3.416116231921859,0.5134167049737708,0.16537215132752317,,0.04385572664668897,0.16434817274126287,,3.560617487509691,3.5155011715525064,3.4970625556813877,6.104604155708682
325,Kyle Burroughs,D,27.2,72,193,0.0543108899169319,0.2865860704441418,0.0261919720310995,0.1549425012593623,0.0308890568811415,0.024199720341811795,3.487543082171172,0.6392207980561115,0.17594052551731537,0.06882512418529371,0.02617181109458037,,0.02500404086637798,3.5166886848761774,3.519562961219638,3.5249173005407184,6.097496594503071
326,Brayden Point,C,26.6,71,180,0.13988126791320576,0.0333413649906178,0.19093421971961877,0.6289268951525058,0.0939396499035052,0.07365190930588417,1.6263183452202712,0.30420670445555015,0.33037712501939,0.08320124003243745,0.06907359239802847,0.22353659785757962,0.027260766222885976,4.906173262752201,2.7000767019297593,2.4099462254850232,6.096621284791928
327,Anders Lee,L,32.2,75,235,0.43156250476227337,0.0306164373169233,0.13728979071049136,0.3656582105463689,0.17612449998849197,0.0509295838854791,2.8292972183918743,0.24787616615952052,0.16608488987473968,0.09995595996716694,0.05272796511427362,0.27088986571092555,0.020387910672523116,4.098287461067044,3.091521237586116,3.260535091729873,6.081492642467577
328,Kole Sherwood,R,25.7,73,212,0.1213872717592297,0.141784323533392,0.06931505467571161,,,0.0571297218591609,3.4118478805480184,0.5940525255526435,,,0.03546218356231749,,,3.552725299173126,3.5008987265189497,3.453393758792348,6.066636415510057
329,Adam Brooks,C,26.4,72,179,0.4413532276414596,0.3578372002900717,0.06304471441104136,0.17241836770390948,0.1451059341384144,0.10721246502897044,3.2394963481998245,0.9556782051047692,0.13025255094176239,0.09695467566818808,0.03892946337057679,0.24085979043484446,0.010222544177829015,3.482026238602374,3.601395973093942,3.402288485860872,6.055586397893611
330,Ben Harpur,D,27.7,78,231,0.026165175266342,0.3527973401635291,0.0199225152774919,,0.0086661972314216,0.03196937061198424,3.432269061422778,0.8239595976447016,,0.053718568983918386,0.029947764018902562,,0.03316122613957365,3.454864824340051,3.4937168468986264,3.5025967982313673,6.034097504328723
331,Chris Wagner,R,31.3,72,192,0.023078151627883882,0.174160355311632,0.06100188599427961,,0.12072881731584278,0.05256606918983,3.41578723576279,0.5172092050789493,,0.10691777454808175,0.030212467504027174,,0.018258587576751382,3.5140158393107606,3.483899329008789,3.4425007038936233,6.027990788803753
332,Ryan Murray,D,29.0,73,206,0.0438932830023865,0.1850135590793052,0.0516874905618941,0.1579288644242245,0.0232733560752719,0.029439194581849938,3.3721883384532356,0.7335374125085841,0.17706531767245298,0.038842241519872193,0.042033979490387514,,0.06019936480195124,3.51569391640358,3.435572997487852,3.48381071730988,6.024964950018215
333,Greg McKegg,C,30.3,72,195,0.04188978576180596,0.1437911823722248,0.0649918807708508,0.1262106182930965,0.1351552291675577,0.0441160036670639,3.4052227225249148,0.3907381950220506,0.11272668135638694,0.09393708834183172,0.03675850813669674,0.24560774534103036,0.05154257821294062,3.526679131669505,3.460742758527778,3.4436009972651545,6.022673323933583
334,Wyatt Kalynuk,D,25.5,73,180,0.1429356638902916,0.2800065123621368,0.0230107136445525,0.13411166018929,0.0090739777953166,0.03212332439065556,3.426696514137195,0.4261378283296362,0.20431262882032417,0.06764551763960655,0.030544474316824964,,0.0920256381107937,3.46025314203377,3.488498783837039,3.482303754869533,6.022409402636583
335,Nick Foligno,L,34.9,72,210,0.28957349091204393,0.2163148384623754,0.11826274137760176,0.24721124289760724,0.05977026763764536,0.15047744632887458,3.1766538039263894,0.37740162387084225,0.20482263802011758,0.1180100465472512,0.031102815115211985,0.24308231579765402,0.0815044935416135,3.4831663717422128,3.655568523866949,3.253159458047832,6.006552727264505
336,Jean-Gabriel Pageau,C,29.9,71,185,0.10747759606024954,0.1015069842462663,0.20948535130926516,0.15709967186463888,0.1677938716885975,0.14988992760081501,2.322766064415442,0.15478443573495956,0.24926677531381833,0.08333684748921202,0.10668038858355444,0.20555612898833675,0.054893679925303855,4.023235199510297,3.3545365903922884,2.932828439901412,6.003400691670841
337,Ryan Lindgren,D,24.6,72,190,0.0541178873551472,0.0788578293220779,0.0619285879112256,0.1637962468463362,0.1464641546582983,0.1140602924752487,3.1311937404127517,0.3968020488831792,0.22631806385945674,0.06926853297863307,0.02042757643683913,,0.14478299773913156,3.378092608848958,3.7688484767456596,3.1967924961526277,5.986251813788473
338,Bokondji Imama,L,26.2,73,221,0.01567508597974506,0.1196953647466534,0.05800834675714604,0.1543509178148551,,0.0397911160446889,3.4032963785130432,0.6320323532963764,0.18470092492427753,,0.028711062504426753,0.19162792676958754,,3.4676975209233003,3.4367203200347958,3.4227834926591196,5.962501110471798
339,Radim Simek,D,30.0,72,204,0.0387933198067708,0.2302077609827633,0.0272179675898458,0.1832596912926572,0.0228632236581721,0.03654625572705771,3.3842902874901255,0.6762742781284383,0.18451888776798403,0.05338956394980112,0.03991730839023162,,0.1107979233341894,3.4173341944553246,3.4425586550494742,3.4578613160770817,5.957028451440533
340,Nils Lundkvist,D,22.2,71,190,0.2793791932187505,0.1758921724098539,0.0168197183363188,0.1308198467671263,0.0475566915883885,0.022041798981033874,3.3745752325292746,0.5714613210234093,0.1920712570225565,0.0629380744894973,0.03200253108210457,,0.010363065712355665,3.4015680822680707,3.454456574676225,3.4368597865542494,5.942721669156516
341,Chandler Stephenson,C,28.4,72,209,0.22283304777486174,0.0893202156778961,0.09106486868343103,0.19245795583993305,0.13585326761544525,0.14039755720711786,2.4828065953674274,0.20139201489649386,0.08722086999118533,0.3047516857329854,0.12346203297613181,0.22081124258660798,0.052149823432381434,3.1184609464625925,3.709617897931048,3.43643266775009,5.9409707206182
342,Aleksi Heponiemi,C,23.7,70,155,0.16690745276191124,0.2943281762956731,0.09571926255272643,0.19687162837081013,0.14974587675915915,0.06756186095808295,3.210421224699339,0.48102419502167154,0.1565713592733274,0.1143500088493451,0.03918692988125261,0.16131809035748113,0.19930064265789696,3.5740839387310785,3.408895871948869,3.2949926373188663,5.937307769256284
343,Danton Heinen,L,27.2,73,188,0.24952041289881877,0.2675993245680444,0.045709811623059614,0.17602913963925862,0.17374151001775692,0.08406911374591605,3.266298296236889,0.6875904744729272,0.18333987348484246,0.12575425366540052,0.03204144458498002,0.21850419467874918,0.08164311078401186,3.419725394116827,3.501787721659225,3.359249576090716,5.936463318609528
344,Oskar Steen,C,24.6,70,193,0.19593203481549834,0.1577023589012592,0.04689016175360079,0.18743762090305885,0.160825256649093,0.04089707282672107,3.34200239975976,0.3403154555242647,0.16100104032198395,0.1375125304156651,0.03941935982804751,0.17529237211369367,0.008874312114107987,3.4453531803739255,3.4156433171144127,3.401615292331444,5.925205853325622
345,Jay Beagle,C,37.0,75,210,0.05804522064491099,0.2670399947464424,0.05169644290508323,0.18951339828179864,0.07328970060012209,0.057544108697360194,3.343023027141751,0.6082854243285741,0.18797751143294208,0.12035830217475098,0.029506436012197393,0.1783937652493436,0.16459054481429083,3.4309618537508073,3.4367123370260084,3.386073796421593,5.920134008970818
346,Andy Andreoff,C,31.4,73,208,0.04001835600657654,0.1123367036018998,0.05613520893313836,,0.07409657897786814,0.031974319936474,3.3693150401825,0.23073301521846415,,0.10749966181894487,0.036127721972972475,,0.019725450883513407,3.430481269762355,3.3934228137591056,3.3963802588964906,5.900755798891605
347,Ryan Suter,D,37.7,73,205,0.1722685415824757,0.1994115618639955,0.0170666307749215,0.2193490598111737,0.0170129105936491,0.026130859067244598,3.3077189179251616,0.7649632942034751,0.17128350271294707,0.030789051043369084,0.021875309303181566,,0.16556542099975247,3.3727126595771977,3.4227552358585442,3.4191033453059947,5.897517424692531
348,Connor Bunnaman,C,24.5,73,207,0.07162409518698229,0.115033457535301,0.100484502437788,0.13287375112122773,0.07606114966758445,0.0479192669541959,3.2887964911195096,0.3116870333683686,0.17717473767462752,0.128520744613129,0.04534713668043328,0.16440036677767605,0.024588322294152157,3.517335307880875,3.3530678295494227,3.3414756203144735,5.897471564898022
349,Adam Raska,R,21.0,70,178,0.23961562291675326,0.0622478256489783,0.07423786509656162,,,0.053598539783559974,3.2961796234428733,0.3384309285439974,,,0.04229478695773275,,,3.460876519968477,3.3881567311346905,3.357823413666398,5.893407367437677
350,Thomas Bordeleau,C,20.7,70,175,0.19599268549042803,0.0431737654606359,0.0633468173752733,0.24310088398839738,,0.03693255762583737,3.248198225170379,0.40410970423379167,0.13536189604882914,,0.04158516708630661,0.16728913617158497,,3.457417376535085,3.3702007472774542,3.3535952479674047,5.8786553802469
351,Isaac Ratcliffe,L,23.6,78,200,0.16744654214927795,0.142419304878535,0.12282839207277262,0.19609684988406212,0.08904542876063745,0.049542051980950234,3.231349406981548,0.5546500054887308,0.14283793606976528,0.19367196765629666,0.03453078591929442,0.16079427426849027,0.06858669693211925,3.568449826119797,3.315902022587959,3.2891666668114556,5.877725559006724
352,Jacob MacDonald,D,29.6,72,204,0.0321582820922931,0.2212682184367225,0.04819294349831599,0.1615179393457096,0.02614944428248698,0.0434283194498751,3.223660681585455,0.5125649937147263,0.1808249744375535,0.04447428597014683,0.0870171032777987,,0.21348408001136057,3.320898518645375,3.3108678123173365,3.53016062488972,5.869603621992018
353,Quinn Hughes,D,23.0,70,180,0.3257344286073661,0.1638616002275468,0.026348779804037107,0.09015201582501275,0.034779057115375295,0.09165983534887699,2.683090687993979,0.3271452233534908,0.23284447635037453,0.06125614376888976,0.09061717829326568,,0.19718651249570346,2.7970380232230796,3.833847205757555,3.4524081501433717,5.868639376859602
354,Matthew Tkachuk,L,24.8,74,201,0.5233035644256614,0.1169929452652868,0.08297154608144958,0.119705639945256,0.10094149561759087,0.21885732684544712,1.0636628930257934,0.30842145789760544,0.3005855204253784,0.0836541308817293,0.0980569718993446,0.25577012941525207,0.014331812967768955,2.5818333032274783,4.380678361917841,2.9281576170062005,5.8677349246758865
355,Tyler Benson,L,24.5,72,190,0.09079595489297695,0.1295082242410496,0.1101234401189733,0.1321026801829833,0.114867899619852,0.0471729182887925,3.2660469010716913,0.5956973494091152,0.1149671572427865,0.20588529422271326,0.045521876916120224,0.20718562733468618,0.002005475722515733,3.4981775282095704,3.3314542676278394,3.321738814906745,5.8625747168479
356,Jordan Eberle,R,32.4,71,190,0.15565879757915643,0.0060854300539814,0.032796998577562936,0.3092550218580851,0.09483350359909187,0.23306802002401297,1.9072488327431218,0.15373652986053626,0.7028722102362203,0.11469638642488329,0.028727186551592437,0.1506940184285857,0.013738084544541292,2.2498932765528172,4.9828140449804055,2.085828303782361,5.851592541829204
357,Joseph Cramarossa,C,29.9,73,190,0.049977127260252815,0.1315514345628111,0.06510587398797685,,,0.05352093611327884,3.302529006685633,0.4544902263475986,,,0.034273831157048955,,,3.4135492853571385,3.3789284020175043,3.3406233615366103,5.850576066778976
358,Rasmus Dahlin,D,22.5,75,202,0.2465588104760624,0.1418225745758873,0.03539163396976498,0.24361957772230383,0.03520744256552488,0.10721843412579413,2.2146943265380896,0.6446886075959782,0.7417936454772508,0.07069852200373186,0.0499190526823139,,0.04142852610493806,2.6071233062110992,4.558403181621576,2.5760725627745105,5.84912654579181
359,Buddy Robinson,R,31.0,78,232,0.03267793148204306,0.190523359048648,0.098063621552892,0.18908471956817108,0.08064911719459786,0.049649868884999,3.30717133514428,0.3795456656743899,0.1713361298970171,0.055696077319950445,0.03663464086430219,0.20083438214265287,0.013519970932897751,3.439964805016355,3.355453843042392,3.3315690381304823,5.847373821500455
360,Sam Reinhart,C,26.9,74,193,0.27152636812421305,0.3217680959425923,0.0892703844572243,0.4219846071996785,0.08899099274001668,0.07599750231189582,2.6355430104629285,0.3808568469060827,0.12953462765574814,0.169700720017773,0.04031913766422239,0.22205319711779245,0.08584653001373191,3.823809153811329,3.159936680078149,3.08693008184574,5.842589631069324
361,Slater Koekkoek,D,28.6,74,193,0.0407868223238474,0.2142347040575104,0.0185633703132243,0.1594719262212289,0.0309917252099653,0.028789430808642272,3.3260799990379066,0.7178499667922278,0.2147301276171316,0.10130151946487818,0.03290244365854832,,0.08144962808825312,3.3432529315060453,3.3765898774086316,3.384704103969873,5.833945597592825
