,Player,Position,Age,Height,Weight,GP
277,Erik Cernak,D,26,76,224,73.04151821136475
278,Erik Gudbranson,D,31,77,222,67.86132189631462
279,Erik Gustafsson,D,31,72,197,65.57099676132202
280,Erik Haula,L,32,71,191,75.1231427192688
281,Erik Johnson,D,35,76,225,71.75387346744537
282,Erik Karlsson,D,33,72,190,66.27049493789673
283,Esa Lindell,D,29,75,220,79.24971830844879
284,Ethan Bear,D,26,71,197,73.86410284042358
285,Evan Bouchard,D,23,75,194,82.0
286,Evan Rodrigues,C,30,71,184,71.21312713623047
287,Evander Kane,L,32,74,210,52.02988147735596
288,Evgeni Malkin,C,37,75,195,82.0
289,Evgenii Dadonov,R,34,71,189,77.87146995961666
290,Evgeny Kuznetsov,C,31,74,207,74.59336185455322
291,Evgeny Svechnikov,L,26,75,208,74.08688354492188
292,Fabian Zetterlund,L,24,71,220,79.35757541656494
293,Filip Chytil,C,24,74,204,72.50495195388794
294,Filip Forsberg,L,29,73,205,68.28854608535767
295,Filip Hallander,C,23,73,190,55.766414642333984
296,Filip Hronek,D,25,72,190,74.52751222252846
297,Filip Kral,D,23,74,198,47.112884521484375
298,Filip Roos,D,24,76,190,56.18278121948242
299,Filip Zadina,R,23,72,190,68.8997573852539
300,Frank Vatrano,R,29,71,197,78.98154523968697
301,Frederic Allard,D,25,73,179,46.245330810546875
302,Frederick Gaudreau,C,30,72,184,80.18871819972992
303,Fredrik Karlstrom,C,25,75,200,52.49191665649414
304,Fredrik Olofsson,L,27,74,190,59.67289733886719
305,Gabriel Carlsson,D,26,77,195,48.27490997314453
306,Gabriel Fortier,L,23,70,177,57.03523254394531
307,Gabriel Vilardi,"C, R",24,75,215,77.90257358551025
308,Garnet Hathaway,R,31,75,208,79.46456727385521
309,Gavin Bayreuther,D,29,73,196,65.89747619628906
310,Givani Smith,R,25,74,214,61.88173866271973
311,Glenn Gawdin,C,26,73,191,51.2575798034668
312,Grigori Denisenko,L,23,71,186,63.70469284057617
313,Guillaume Brisebois,D,26,74,175,54.07612609863281
314,Gustav Forsling,D,27,72,186,75.57229153315227
315,Gustav Lindstrom,D,24,74,186,65.9696044921875
316,Gustav Nyquist,"C, L",34,71,180,75.28632354736328
317,Gustav Olofsson,D,28,74,199,42.455780029296875
318,Hampus Lindholm,D,29,76,215,76.92430996894836
319,Hayden Hodgson,R,27,74,208,46.86502456665039
320,Haydn Fleury,D,27,76,208,58.19548416137695
321,Henri Jokiharju,D,24,72,200,73.91066026687622
322,Henrik Borgstrom,C,26,75,199,49.42434310913086
323,Henry Thrun,D,22,74,190,51.95963668823242
324,Hudson Fasching,R,28,75,204,63.84816932678223
325,Hugh McGing,L,25,68,176,54.100975036621094
326,Hunter McKown,C,21,73,205,61.9360237121582
327,Ian Cole,D,34,73,225,74.86568784713745
328,Ian Mitchell,D,24,71,193,63.185495376586914
329,Ilya Lyubushkin,D,29,74,200,64.98152732849121
330,Ilya Mikheyev,R,28,74,192,63.2971134185791
331,Isaak Phillips,D,22,75,205,56.08953857421875
332,Isac Lundestrom,C,23,72,193,76.10138702392578
333,Ivan Barbashev,C,27,73,195,75.59173512458801
334,Ivan Provorov,D,26,73,201,79.47031009197235
335,J.J. Moser,D,23,73,173,82.0
336,J.T. Compher,L,28,72,190,76.32985365390778
337,J.T. Miller,C,30,73,218,79.58456626534462
338,JJ Peterka,R,21,72,189,82.0
339,Jaccob Slavin,D,29,75,207,77.74964457377791
340,Jack Drury,C,23,71,174,74.76319122314453
341,Jack Eichel,C,26,74,207,78.04758167266846
342,Jack Hughes,C,22,71,175,82.0
343,Jack Johnson,D,36,73,227,79.83402681350708
344,Jack McBain,C,23,75,201,82.0
345,Jack Quinn,R,22,73,185,82.0
346,Jack Rathbone,D,24,70,177,50.10877990722656
347,Jack Roslovic,C,26,73,200,77.75333989039063
348,Jack Studnicka,C,24,73,187,72.84749794006348
349,Jackson Cates,C,26,72,190,52.23295211791992
350,Jackson LaCombe,D,22,73,171,49.23350524902344
351,Jacob Bernard-Docker,D,23,72,190,55.88148498535156
352,Jacob Bryson,D,25,69,176,66.76289876302084
353,Jacob Larsson,D,26,74,193,47.108638763427734
354,Jacob Lucchini,C,28,72,180,52.8575439453125
355,Jacob MacDonald,D,30,72,204,67.43157768249512
356,Jacob Moverare,D,25,75,210,44.92191696166992
357,Jacob Peterson,C,24,73,180,60.1964111328125
358,Jacob Trouba,D,29,75,203,79.22932720184326
359,Jaden Schwartz,C,31,70,185,76.4864330291748
360,Jake Bean,D,25,73,196,51.222190856933594
361,Jake Christiansen,D,24,72,193,57.49245834350586
362,Jake DeBrusk,L,26,72,197,72.75006103515625
363,Jake Evans,C,27,72,186,73.87653795878093
364,Jake Guentzel,L,28,71,180,79.90420452753703
365,Jake Leschyshyn,C,24,71,195,67.6856803894043
366,Jake Livingstone,D,24,75,205,47.910640716552734
367,Jake McCabe,D,29,73,204,76.71255946159363
368,Jake Middleton,D,27,75,219,81.02518391609192
369,Jake Muzzin,D,34,75,227,35.61044883728027
370,Jake Neighbours,L,21,72,201,74.97705268859863
371,Jake Sanderson,D,21,75,195,82.0
372,Jake Walman,D,27,74,215,58.157623052597046
373,Jakob Chychrun,D,25,74,220,66.88159561157227
374,Jakob Pelletier,L,22,69,170,70.70236587524414
375,Jakob Silfverberg,R,32,73,207,72.35474848747253
376,Jakub Lauko,C,23,72,196,64.82929992675781
377,Jakub Voracek,R,34,74,216,37.40878105163574
378,Jakub Vrana,L,27,72,190,59.010189056396484
379,Jakub Zboril,D,26,73,201,54.3132438659668
380,Jalen Chatfield,D,27,73,188,82.0
381,James Hamblin,L,24,69,176,59.542991638183594
382,James van Riemsdyk,L,34,75,208,75.47916192188859
383,Jamie Benn,L,34,74,205,80.14335431158543
384,Jamie Drysdale,D,21,71,183,51.44727325439453
385,Jamie Oleksiak,D,30,79,257,78.67586863040924
386,Jan Jenik,R,23,73,185,56.507076263427734
387,Jan Rutta,D,33,75,204,66.4237174987793
388,Jani Hakanpaa,D,31,78,225,80.9696374932925
389,Jansen Harkins,C,26,73,182,61.03260803222656
390,Jared McCann,L,27,73,191,74.8204574584961
391,Jared Spurgeon,D,33,69,166,71.5149519443512
392,Jaret Anderson-Dolan,C,24,71,200,70.07542037963867
393,Jarred Tinordi,D,31,78,229,59.78886032104492
394,Jason Demers,D,35,73,195,33.72739791870117
395,Jason Dickinson,C,28,74,200,74.81596064567566
396,Jason Robertson,L,24,75,200,80.03638736406963
397,Jason Zucker,L,31,71,192,80.00963711738586
398,Jaycob Megna,D,30,78,220,66.29598236083984
399,Jayson Megna,C,33,73,195,62.07851791381836
400,Jean-Gabriel Pageau,C,30,71,185,76.74358892440796
401,Jean-Luc Foudy,C,21,71,177,64.21763229370117
402,Jean-Sebastien Dea,C,29,71,174,49.116065979003906
403,Jeff Carter,C,38,75,219,75.62041339278221
404,Jeff Petry,D,35,75,209,78.10446262359619
405,Jeff Skinner,L,31,71,197,77.41547966003418
406,Jeffrey Viel,L,26,74,205,49.98099899291992
407,Jeremy Davies,D,26,71,180,42.82861328125
408,Jeremy Lauzon,D,26,73,204,65.21940489610036
409,Jesper Boqvist,C,24,72,180,76.2999906539917
410,Jesper Bratt,L,25,70,175,76.44358253479004
411,Jesper Fast,R,31,73,191,77.35733896493912
412,Jesper Froden,R,29,70,179,52.64374542236328
413,Jesperi Kotkaniemi,C,23,74,201,80.7535850207011
414,Jesse Puljujarvi,R,25,76,201,78.36597188313802
415,Jesse Ylonen,R,23,73,188,71.34292984008789
416,Jimmy Vesey,L,30,75,202,75.2564606666565
417,Joe Pavelski,C,39,71,200,81.22161165624857
418,Joe Snively,C,27,69,176,55.377193450927734
419,Joe Veleno,C,23,73,203,80.01931476593018
420,Joel Armia,R,30,75,216,56.14271831512451
421,Joel Edmundson,D,30,77,221,69.77661514282227
422,Joel Eriksson Ek,C,26,75,207,78.02894669771194
423,Joel Farabee,L,23,72,183,75.3897454738617
424,Joel Hanley,D,32,71,190,49.666160583496094
425,Joel Kiviranta,L,27,71,185,74.83710384368896
426,Joel Teasdale,L,24,72,212,51.676246643066406
427,Joey Anderson,R,25,72,207,63.95278739929199
428,John Carlson,D,33,75,215,55.066776275634766
429,John Hayden,C,28,75,223,45.34036636352539
430,John Klingberg,D,31,75,190,69.97794544696808
431,John Leonard,L,25,71,196,53.5177116394043
432,John Marino,D,26,73,181,66.81679725646973
433,John Tavares,C,33,73,216,78.5534321218729
434,Johnathan Kovacevic,D,26,76,208,81.07706499099731
435,Johnny Gaudreau,L,30,69,165,81.48128724470735
436,Jon Merrill,D,31,75,204,65.34502530097961
437,Jonah Gadjovich,L,24,74,209,64.29718208312988
438,Jonas Brodin,D,30,74,196,77.69142723083496
439,Jonas Rondbjerg,R,24,74,203,57.51902389526367
440,Jonas Siegenthaler,D,26,74,218,76.23914587497711
441,Jonatan Berggren,R,23,71,197,81.25359344482422
442,Jonathan Drouin,L,28,71,198,69.9857931137085
443,Jonathan Gruden,C,23,72,172,58.7848014831543
444,Jonathan Huberdeau,C,30,73,200,79.9829205032438
445,Jonathan Marchessault,"C, R",32,69,183,77.72100332379341
446,Jonathan Toews,C,35,74,201,70.62811470031738
447,Jonny Brodzinski,C,30,72,212,47.0872688293457
448,Joona Koppanen,L,25,77,216,50.587886810302734
449,Joona Luoto,L,26,75,210,50.557762145996094
450,Jordan Eberle,R,33,71,190,77.89632922410965
451,Jordan Greenway,L,26,78,231,74.4058952331543
452,Jordan Gross,D,28,70,190,47.332923889160156
453,Jordan Harris,D,23,71,189,78.68061447143555
454,Jordan Kyrou,C,25,73,196,80.20400921503703
455,Jordan Martinook,L,31,72,196,69.90757417678833
456,Jordan Oesterle,D,31,72,187,65.20551872253418
457,Jordan Spence,D,22,70,180,48.956085205078125
458,Jordan Staal,C,35,76,220,78.6772176027298
459,Jordie Benn,D,36,74,201,38.604820251464844
460,Joseph Cramarossa,C,30,73,190,45.54184341430664
461,Josh Anderson,R,29,75,218,75.281556447347
462,Josh Archibald,R,30,70,176,72.55722141265869
463,Josh Bailey,R,33,73,200,74.58688324689865
464,Josh Brown,D,29,77,220,61.42402768135071
465,Josh Dunne,C,24,76,211,54.156307220458984
466,Josh Leivo,L,30,74,192,62.66988754272461
467,Josh Mahura,D,25,72,185,82.0
468,Josh Manson,D,31,75,218,51.085235595703125
469,Josh Morrissey,D,28,72,185,74.88097929954529
470,Josh Norris,C,24,74,195,56.23076248168945
471,Jujhar Khaira,L,29,76,212,62.96328830718994
472,Julien Gauthier,R,25,76,224,72.24366188049316
473,Juraj Slafkovsky,L,19,75,238,71.30157852172852
474,Justin Barron,D,21,74,201,69.61074638366699
475,Justin Braun,D,36,74,205,74.62444591522217
476,Justin Danforth,R,30,69,190,46.61820602416992
477,Justin Faulk,D,31,72,214,77.44720983505249
478,Justin Holl,D,31,75,197,76.84256228804588
479,Justin Kirkland,C,27,75,183,52.46304702758789
480,Justin Richards,C,25,71,190,52.655887603759766
481,Justin Schultz,D,33,74,190,62.186792850494385
482,Juuso Parssinen,C,22,75,212,71.76827621459961
483,Juuso Valimaki,D,24,74,205,82.0
484,K'Andre Miller,D,23,77,215,78.69354858001073
485,Kaapo Kakko,R,22,74,206,82.0
486,Kaedan Korczak,D,22,75,202,52.95216751098633
487,Kaiden Guhle,D,21,74,205,71.72426414489746
488,Kailer Yamamoto,R,25,68,153,78.88904635111491
489,Kale Clague,D,25,72,190,61.815086364746094
490,Karson Kuhlman,C,28,70,184,65.45813179016113
491,Kasperi Kapanen,R,27,73,194,72.41914701461792
492,Keegan Kolesar,R,26,74,217,76.81137911478679
493,Kent Johnson,C,20,72,175,82.0
494,Kevin Bahl,D,23,78,230,67.90061950683594
495,Kevin Fiala,L,27,70,204,77.20987820625305
496,Kevin Gravel,D,31,76,205,50.76262855529785
497,Kevin Hayes,C,31,77,216,82.0
498,Kevin Labanc,R,27,71,185,80.08786678314209
499,Kevin Rooney,C,30,74,190,50.0460319519043
500,Kevin Shattenkirk,D,34,72,212,76.53359508514404
501,Kevin Stenlund,C,27,77,215,67.98613834381104
502,Kiefer Sherwood,L,28,72,194,58.45040321350098
503,Kieffer Bellows,L,25,73,195,63.04500198364258
504,Kirby Dach,C,22,76,212,75.00422954559326
505,Kirill Kaprizov,L,26,70,202,78.91236019134521
506,Kirill Marchenko,R,23,75,197,78.50852394104004
507,Klim Kostin,C,24,75,215,74.38043594360352
508,Kris Letang,D,36,72,201,73.71659725904465
509,Kristian Reichel,C,25,72,168,55.4853515625
510,Kurtis MacDermid,D,29,77,233,61.081960678100586
511,Kyle Burroughs,D,28,72,193,65.42541885375977
512,Kyle Capobianco,D,26,74,201,50.4769401550293
513,Kyle Clifford,L,32,74,217,37.85380172729492
514,Kyle Connor,L,26,74,179,81.48128724470735
515,Kyle Criscuolo,C,31,69,175,44.75440216064453
516,Kyle Okposo,R,35,72,218,69.98666048049927
517,Kyle Palmieri,C,32,71,198,71.31647181510925
518,Lane Pederson,C,26,72,192,61.44227600097656
519,Lars Eller,C,34,74,205,75.0090744793415
520,Lassi Thomson,D,23,72,190,46.31477355957031
521,Laurent Dauphin,C,28,72,186,56.30876541137695
522,Lawrence Pilut,D,27,71,194,49.75096130371094
523,Lawson Crouse,L,26,76,215,75.16135776042938
524,Leon Draisaitl,C,27,74,208,81.17107056826353
525,Liam Foudy,C,23,74,188,80.49028968811035
526,Liam O'Brien,C,29,73,213,65.89243698120117
527,Lias Andersson,C,24,73,185,54.33053970336914
528,Libor Hajek,D,25,74,209,52.11749267578125
529,Logan Brown,C,25,78,218,58.7409610748291
530,Logan Couture,C,34,73,206,75.74149465560913
531,Logan O'Connor,R,27,72,175,82.0
532,Logan Stanley,D,25,79,242,54.29255676269531
533,Lucas Carlsson,D,26,72,189,43.371131896972656
534,Lucas Condotta,C,26,73,223,46.871665954589844
535,Lucas Johansen,D,25,74,176,46.49596405029297
536,Lucas Raymond,L,21,71,176,81.51099824905396
537,Lukas Reichel,L,21,72,170,72.21071243286133
538,Lukas Rousek,R,24,71,171,56.68667221069336
539,Lukas Sedlak,C,30,72,205,51.55598068237305
540,Luke Evangelista,R,21,72,183,70.78849792480469
541,Luke Glendening,C,34,71,190,75.92403292655945
542,Luke Hughes,D,20,74,184,50.898834228515625
543,Luke Kunin,C,25,72,197,63.778785705566406
544,Luke Philp,C,27,70,181,51.04170608520508
545,Luke Schenn,D,33,74,225,69.68530956904092
546,Mac Hollowell,D,25,69,170,46.13050079345703
547,MacKenzie Entwistle,R,24,75,184,75.29000186920166
548,MacKenzie Weegar,D,29,72,206,70.13568711280823
549,Marc McLaughlin,C,24,72,203,52.63174819946289
550,Marc Staal,D,36,76,208,71.83030867576599
551,Marc-Edouard Vlasic,D,36,73,205,75.40128695964813
552,Marco Kasper,C,19,73,183,63.293365478515625
553,Marco Rossi,C,22,69,182,66.3322639465332
554,Marco Scandella,D,33,75,212,45.84319305419922
555,Marcus Bjork,D,25,76,211,62.26502227783203
556,Marcus Foligno,L,32,75,226,70.63849925994873
557,Marcus Johansson,L,32,73,203,71.1181333065033
558,Marcus Pettersson,D,27,75,177,74.2814621925354
559,Marian Studenic,"L, R",24,73,190,54.52072525024414
560,Mario Ferraro,D,25,72,209,74.69719457626343
561,Mark Borowiecki,D,34,74,204,36.396480560302734
562,Mark Friedman,D,27,71,185,53.90877723693848
563,Mark Giordano,D,39,72,205,71.69004344940186
564,Mark Jankowski,C,29,76,212,62.374064445495605
565,Mark Kastelic,C,24,75,233,77.76174259185791
566,Mark Scheifele,C,30,75,198,78.41832108795643
567,Mark Stone,R,31,75,217,54.41792106628418
568,Markus Niemelainen,D,25,78,190,59.64396667480469
569,Martin Fehervary,D,23,74,199,74.31767928600311
570,Martin Kaut,R,23,74,190,70.43312454223633
571,Martin Necas,C,24,74,189,78.97440493106842
572,Mason Appleton,C,27,75,197,62.22808647155762
573,Mason Marchment,L,28,76,210,73.3301773071289
574,Mason McTavish,C,20,72,213,82.0
575,Mason Shaw,C,24,70,184,77.22669219970703
576,Matej Blumel,R,23,72,200,56.176002502441406
577,Mathew Barzal,C,26,73,190,75.24087691307068
578,Mathieu Joseph,R,26,73,187,76.3335828781128
579,Mathieu Olivier,R,26,73,217,76.57123184204102
580,Matias Maccelli,L,22,71,176,82.0
581,Mats Zuccarello,R,36,68,181,72.81802523136139
582,Matt Boldy,L,22,74,201,82.0
583,Matt Coronato,R,20,70,183,61.35291290283203
584,Matt Duchene,C,32,71,195,76.42792093753815
585,Matt Dumba,D,29,72,181,74.70642375946045
586,Matt Grzelcyk,D,29,70,176,75.02060508728027
587,Matt Irwin,D,35,74,200,66.56159114837646
588,Matt Kiersted,D,25,72,181,55.173274993896484
589,Matt Luff,R,26,74,196,57.4252815246582
590,Matt Martin,L,34,75,220,74.50822818279266
591,Matt Nieto,L,30,71,187,78.66839981079102
592,Matt Roy,D,28,73,205,76.56040143966675
593,Matthew Benning,D,29,73,203,63.9585542678833
594,Matthew Highmore,C,27,71,188,49.79108810424805
595,Matthew Kessel,D,23,74,205,46.671634674072266
596,Matthew Knies,L,20,74,210,58.81679153442383
597,Matthew Phillips,C,25,67,140,58.99103546142578
598,Matthew Tkachuk,L,25,74,201,80.96929864399135
599,Mattias Ekholm,D,33,76,215,76.96172404289246
600,Mattias Janmark,C,30,73,205,74.22778558731079
601,Mattias Samuelsson,D,23,76,231,72.42179679870605
602,Matty Beniers,C,20,74,178,82.0
603,Max Comtois,L,24,74,210,75.19983037312825
604,Max Domi,C,28,70,194,78.8804794549942
605,Max Jones,L,25,75,216,79.94502830505371
606,Max Pacioretty,L,34,74,217,35.4552059173584
607,Max Willman,C,28,72,184,51.477455139160156
608,Maxence Guenette,D,22,73,181,47.93235778808594
609,Maxime Lajoie,D,25,73,196,45.11869430541992
610,Michael Amadio,"C, R",27,73,204,73.42156028747559
611,Michael Bunting,L,28,72,192,81.32979619503021
612,Michael Carcone,L,27,69,170,54.85354995727539
613,Michael Eyssimont,C,27,72,180,70.50600624084473
614,Michael Kesselring,D,23,76,190,52.74779510498047
615,Michael McCarron,R,28,78,232,52.621009826660156
616,Michael McLeod,C,25,74,190,80.29933349291484
617,Michael Pezzetta,L,25,73,210,71.66320323944092
618,Michael Rasmussen,C,24,78,211,73.77466932932536
619,Michael Stone,D,33,75,210,59.71536827087402
620,Mika Zibanejad,C,30,74,202,78.56875896453857
621,Mikael Backlund,C,34,72,206,81.20023335143924
622,Mikael Granlund,C,31,70,185,77.44706737995148
623,Mikael Pyyhtia,L,21,72,166,62.58468246459961
624,Mike Hardman,L,24,74,205,54.8467903137207
625,Mike Hoffman,L,33,72,190,73.51660490036011
626,Mike Matheson,D,29,74,193,65.24914932250977
627,Mike Reilly,D,30,73,196,43.83366394042969
628,Mikey Anderson,D,24,72,195,70.26648187637329
629,Mikhail Maltsev,L,25,75,198,52.72397232055664
630,Mikhail Sergachev,D,25,73,217,79.34969782829285
631,Mikko Rantanen,R,26,76,215,79.5099302927653
632,Milan Lucic,L,35,75,240,79.92074963450432
633,Miles Wood,L,28,74,195,81.09206914901733
634,Milos Kelemen,L,24,74,210,56.987308502197266
635,Miro Heiskanen,D,24,73,195,76.530040204525
636,Mitchell Marner,R,26,72,181,77.03015196323395
637,Morgan Barron,C,24,76,220,80.79776668548584
638,Morgan Frost,C,24,71,170,79.37264156341553
639,Morgan Geekie,C,25,75,200,73.84288183848064
640,Morgan Rielly,D,29,73,222,69.7904525399208
641,Moritz Seider,D,22,76,204,82.0
642,Nate Schmidt,D,32,72,195,72.17749845981598
643,Nathan Bastian,R,25,76,205,65.9445686340332
644,Nathan Beaulieu,D,30,74,200,65.25870704650879
645,Nathan MacKinnon,C,28,72,200,73.85518646240234
646,Nathan Smith,C,24,72,177,56.83978271484375
647,Nathan Walker,L,29,69,187,68.60531520843506
648,Nazem Kadri,C,32,72,185,76.06556916236877
649,Neal Pionk,D,28,72,185,79.16564011573792
650,Nic Dowd,C,33,73,193,71.62434244155884
651,Nic Petan,C,28,69,175,53.09090805053711
652,Nicholas Paul,L,28,75,223,80.63772588968277
653,Nicholas Robertson,L,22,69,183,64.24993133544922
654,Nick Abruzzese,C,24,71,183,55.08750534057617
655,Nick Bjugstad,C,31,78,209,72.28259976704915
656,Nick Blankenburg,D,25,69,177,62.74021911621094
657,Nick Bonino,C,35,73,195,75.14646393060684
658,Nick Cicek,D,23,75,201,55.31310272216797
659,Nick Cousins,C,30,71,192,75.4317158460617
660,Nick DeSimone,D,28,74,185,43.885581970214844
661,Nick Foligno,L,35,72,210,70.39780259132385
662,Nick Holden,D,36,76,210,72.18336248397827
663,Nick Jensen,D,33,73,205,75.87257635593414
664,Nick Leddy,D,32,72,205,74.04189872741699
665,Nick Perbix,D,25,74,191,79.29965782165527
666,Nick Ritchie,L,27,75,236,72.47946214675903
667,Nick Schmaltz,C,27,72,181,73.48480367660522
668,Nick Seeler,D,30,74,201,79.32904314994812
669,Nick Suzuki,C,24,71,208,82.0
670,Nick Swaney,R,26,70,178,52.181617736816406
671,Nicklas Backstrom,C,35,73,202,47.86035346984863
672,Nico Hischier,C,24,73,175,81.3973183631897
673,Nico Sturm,C,28,75,209,76.82044974962871
674,Nicolas Aube-Kubel,R,27,72,207,74.29747168223064
675,Nicolas Deslauriers,L,32,73,220,76.084432721138
676,Nicolas Hague,D,24,78,230,73.3865515391032
677,Nicolas Roy,C,26,76,202,76.91247463226318
678,Nikita Alexandrov,C,23,73,177,70.23180770874023
679,Nikita Kucherov,R,30,71,181,82.0
680,Nikita Nesterenko,C,22,74,183,61.906978607177734
681,Nikita Okhotiuk,D,22,73,195,52.114234924316406
682,Nikita Soshnikov,R,29,71,190,46.869300842285156
683,Nikita Zadorov,D,28,78,248,77.6901219189167
684,Nikita Zaitsev,D,31,74,192,62.06705665588379
685,Niko Mikkola,D,27,76,209,68.76432275772095
686,Nikolai Knyzhov,D,26,75,222,48.66913604736328
687,Nikolaj Ehlers,L,27,72,169,69.45586204528809
688,Nils Aman,C,23,74,179,82.0
689,Nils Hoglander,L,22,69,185,68.98193740844727
690,Nils Lundkvist,D,23,71,190,76.50357246398926
691,Nino Niederreiter,R,31,74,218,78.25853396952152
692,Noah Cates,L,24,73,165,82.0
693,Noah Dobson,D,23,76,194,75.08620198816061
694,Noah Gregor,C,25,72,190,73.351393699646
695,Noah Hanifin,D,26,75,207,79.5828914642334
696,Noah Juulsen,D,26,74,201,49.36732482910156
697,Noel Acciari,C,31,70,209,79.17469835281372
698,Nolan Foote,L,22,75,196,58.77242660522461
699,Oliver Bjorkstrand,R,28,72,175,77.58274507522583
700,Oliver Ekman-Larsson,D,32,74,200,74.98797130584717
701,Oliver Wahlstrom,R,23,74,204,67.36078643798828
702,Olle Lycksell,R,24,70,163,60.53486251831055
703,Olli Maatta,D,29,74,207,72.72141885757446
704,Ondrej Kase,R,27,72,187,49.45416259765625
705,Ondrej Palat,L,32,72,194,58.83249568939209
706,Oskar Lindblom,L,27,73,191,78.31633114814758
707,Oskar Olausson,R,20,73,180,61.94623947143555
708,Oskar Steen,C,25,70,193,52.792362213134766
709,Oskar Sundqvist,C,29,75,220,72.64368629455566
710,Otto Koivula,L,25,77,225,50.33485794067383
711,Owen Beck,C,19,71,190,62.19289779663086
712,Owen Power,D,20,78,218,82.0
713,Owen Tippett,R,24,73,207,76.23743136723836
714,Parker Kelly,L,24,72,190,74.99813270568848
715,Parker Wotherspoon,D,26,73,190,49.457035064697266
716,Pat Maroon,L,35,75,234,78.64498588442802
717,Patric Hornqvist,R,36,71,189,42.42259979248047
718,Patrice Bergeron,C,38,73,196,75.28035692125559
719,Patrick Brown,C,31,73,210,67.32949256896973
720,Patrick Kane,R,34,70,177,78.14141820371151
721,Patrik Laine,L,25,77,205,69.93474292755127
722,Patrik Nemeth,D,31,76,230,74.18498384952545
723,Paul Cotter,C,23,74,212,74.93037605285645
724,Paul Stastny,C,37,72,193,77.20436205342412
725,Pavel Buchnevich,L,28,73,196,75.45059180259705
726,Pavel Dorofeyev,L,22,73,194,64.58427047729492
727,Pavel Zacha,C,26,76,199,76.51516580581665
728,Pavol Regenda,L,23,76,212,58.44257736206055
729,Peyton Krebs,C,22,72,187,77.89751720428467
730,Phil Kessel,"C, R",35,71,208,81.96811610460281
731,Philip Broberg,D,22,75,199,72.58158874511719
732,Philip Tomasino,C,22,72,179,73.16974258422852
733,Philipp Kurashev,C,23,72,190,78.64199956258138
734,Philippe Myers,D,26,78,219,50.11259460449219
735,Phillip Danault,C,30,73,200,80.22065339051187
736,Phillip Di Giuseppe,L,29,72,193,56.0147590637207
737,Pierre Engvall,L,27,77,219,73.48593235015869
738,Pierre-Edouard Bellemare,L,38,71,198,77.6370036303997
739,Pierre-Luc Dubois,L,25,76,214,76.53794312477112
740,Pierre-Olivier Joseph,D,24,74,185,82.0
741,Pius Suter,C,27,71,179,80.7415680885315
742,Pontus Holmberg,R,24,72,202,66.70936012268066
743,Quinn Hughes,D,23,70,180,75.1469476222992
744,Quinton Byfield,C,21,77,220,73.82290077209473
745,Radek Faksa,C,29,75,225,78.42039412260056
