,Player,Position,Age,Height,Weight,GP,EV ATOI,PP ATOI,PK ATOI,EV G/60,PP G/60,PK G/60,EV A1/60,PP A1/60,PK A1/60,EV A2/60,PP A2/60,PK A2/60,GOALS,PRIMARY ASSISTS,SECONDARY ASSISTS,POINTS
1,Alex Ovechkin,L,26.0,75,238,75.21421309068877,16.61290922615241,4.481425558173046,0.3324392612479038,1.4971303964263696,2.259020700858411,0.6194116892084747,0.9381474356868642,1.6469461339279623,0.29443454371337824,0.5363955233611689,1.514215886688093,0.021528616071114445,44.12722766786499,28.912226039407106,19.68618312700511,92.72563683427721
2,Sidney Crosby,C,24.2,71,200,66.72017234191775,16.147236722970167,5.242662197257649,0.7274613984951872,1.2654682453604256,1.7974927098326063,0.7257298143966879,1.1210069687824937,1.6174153927590322,0.36674353665232773,0.6262265168422111,1.3572015796745078,0.014582929891192259,33.78865522341622,29.8545184618041,19.168467260593314,82.81164094581364
3,Henrik Sedin,C,31.0,74,183,78.33283978757196,14.910757730844372,3.3511791257409342,0.3269836665687349,0.6949202175999193,1.086650796542561,0.2183902702619251,1.2329105434762804,2.2164059617583116,0.22849309113692387,0.684014774501442,2.04884217573745,0.044214651904996384,18.3752634092114,33.79529023573337,22.29832172324993,74.4688753681947
4,Nicklas Backstrom,C,23.9,73,202,76.21804016915958,15.875151003722934,3.4400036520501995,1.4100896105393432,0.7604327113027126,1.7456054942874055,0.5985008503415229,0.9477818724841167,2.248621450520531,0.28493892755737565,0.5628572540980256,1.8819752322381629,0.014721990510287318,24.035121708784107,29.44967991634822,19.600999615003843,73.08580124013616
5,Evgeni Malkin,C,25.2,75,195,65.94200673901435,14.895239815958416,5.135073673793452,0.4054786523288042,1.1523435422137953,2.15402315122588,0.6859295283534185,0.9784016982528141,1.443827359705883,0.34143203113383663,0.5885327315405511,1.3215742344099033,0.016995882680887666,31.326443537592272,24.31735820723931,17.100530365304614,72.74433211013618
6,Daniel Sedin,L,31.0,73,190,74.81786604775668,14.389624946860906,3.35800642383073,0.23295864313743386,0.9614560249833336,2.0705376541812397,0.19439678685860298,1.138187821271761,1.809873200529368,0.22587397479922458,0.6166375702656345,1.6544772362732916,0.043782427359381135,25.978205527405603,28.067025874865454,18.00507913397918,72.05031053625024
7,Corey Perry,R,26.4,75,208,77.69073847045048,16.74806409543488,3.4922311213132593,1.3694534746573281,0.9557404692411705,1.8973295215622084,0.3998270284978951,0.7741390756056779,1.6402261165986005,0.3237536017573099,0.4734403725808954,1.4046742028942556,0.023321307544819033,30.01485907998149,24.779130904232375,16.660253310003405,71.45424329421726
8,Eric Staal,C,26.9,76,195,76.04693567252437,15.826010569572274,4.240926967713487,1.3510442699744902,1.0255472487530228,2.020073707062933,0.8812526335773004,0.7937893745187458,1.2624459801034738,0.28566950080244324,0.47042786195151326,1.0788332502137472,0.02666625234723201,32.93835878198185,23.197372943007757,15.280714885565965,71.41644661055557
9,Ryan Getzlaf,C,26.4,76,220,71.68344585115763,17.303529390534806,3.5881036849036105,0.611580202174334,0.5575804081857311,1.5364207960546488,0.2698449558344442,1.0308401758152101,2.1876448363392966,0.29310631855512237,0.6200689835511363,2.031634904974038,0.023716335347182965,18.310315154794438,30.90264724646111,21.545180082480048,70.7581424837356
10,Steven Stamkos,C,21.6,72,182,75.33778308747281,15.399083707067518,4.47761086173254,0.6008538445523885,1.121677793035889,2.283987876180648,0.7570072046352463,0.6562266728854234,1.1781519393974047,0.34666927333572056,0.3843025195696354,1.1940344246277128,0.032581824923448965,35.10046308430146,19.573877264275943,14.168406569325478,68.84274691790289
