,Player,Position,Age,Height,Weight,PP ATOI,PK ATOI,EV G/60,PP G/60,PK G/60,EV A1/60,GP,EV ATOI,PP A1/60,PK A1/60,EV A2/60
93,Ben Chiarot,D,31.4,75,232,0.5569465099999998,2.515928140000003,0.2355687799999999,0.6186854899999997,0.00987945,0.3370889299999996,75.11299999999997,18.11384681999999,1.1717951299999998,0.045449600000000014,0.33649739999999967
94,Ben Harpur,D,27.7,78,231,0.06272504,1.175964670000001,0.12273909,,0.0038693099999999,0.23550844000000004,68.10470000000001,15.64531730999999,,0.0794264,0.36242915999999986
95,Ben Hutton,D,29.4,75,201,0.11252774,1.54166809,0.2354509299999998,0.6317614900000003,0.01768379,0.34763253,68.38319999999997,15.383582159999998,1.36373228,0.37396935,0.35550896000000004
96,Ben Jones,C,23.6,72,187,0.2533407000000002,0.07839971,0.61531859,1.23124393,,0.4322895199999999,68.18270000000001,11.364154270000004,0.8425789899999999,,0.3443208099999998
97,Ben McCartney,L,21.2,72,182,0.6399494100000003,0.2097511999999999,0.6249065500000003,,,0.4570134999999999,69.69809999999998,11.733210510000003,,,0.37470541999999996
98,Ben Meyers,C,23.9,71,194,0.28120104000000007,0.0853091799999999,0.6086506799999998,1.2259134800000002,,0.4464076399999998,67.25030000000004,11.32463961000001,0.8155055100000002,,0.3653633699999999
99,Benoit-Olivier Groulx,C,22.7,74,200,0.31098702,1.4559272600000002,0.6521670999999999,1.2536819299999995,0.29395518,0.4757721000000001,60.42279999999997,10.588632729999999,0.96607528,0.25659931999999996,0.37914189
100,Blake Coleman,C,30.8,71,199,0.16193178999999994,1.4779732600000002,0.8645232100000001,1.711759080000001,0.6670337599999986,0.61547919,78.9137,13.130891100000008,0.8140381799999996,0.20236624,0.42074431000000007
101,Blake Comeau,L,36.6,73,200,0.12642783000000002,1.4458979799999994,0.66328826,0.9064359799999998,0.1995953899999999,0.42684789,68.34079999999999,12.828900220000001,1.01746657,0.19738072999999998,0.31633381
102,Blake Lizotte,C,24.8,69,170,0.2610870000000002,1.2643436099999996,0.6510167499999995,1.19535621,0.3973573499999998,0.7956673100000002,75.7312,11.505054869999997,1.0866203500000002,0.6972014700000005,0.41227775999999977
103,Blake Speers,C,25.7,71,185,0.13195829999999997,0.1295561999999999,0.52061892,,0.4142208099999999,0.42998025,66.75129999999996,11.06240081000001,,0.20454055000000002,0.3043022699999999
104,Blake Wheeler,R,36.1,77,220,2.898030069999999,0.4676971000000005,0.6371831399999995,1.590643059999999,0.5207759500000004,1.0972368900000011,72.30300000000001,14.659343330000008,1.7083377899999996,1.1986651100000008,0.6248265100000002
105,Bo Horvat,C,27.5,72,215,3.3407081199999955,1.3337838699999998,0.9918824399999996,2.572649299999997,1.207698689999999,0.6830982700000002,77.38740000000001,15.479836459999994,0.9386966499999994,0.28961595999999973,0.36303103
106,Bobby Brink,R,21.2,68,166,1.6159407,0.1280166199999999,0.7958040800000002,1.06214314,,0.6734141100000002,68.4135,12.655182130000005,1.3221896200000003,,0.40592170000000005
107,Bokondji Imama,L,26.2,73,221,0.05662473999999997,0.2053851599999999,0.5195619999999999,1.28890965,,0.3483630900000001,60.3824,9.116916590000008,0.8736384200000004,,0.29276837
108,Boone Jenner,C,29.3,74,203,2.8942006200000012,1.0861677500000002,0.8550027299999989,1.7642974999999992,0.34644346,0.5191123100000005,73.53670000000002,15.555591879999985,0.7046904399999994,0.11339817999999995,0.35821790000000037
109,Boris Katchouk,L,24.3,74,206,0.2434617199999999,0.8392707199999989,0.5758054699999999,1.2237140900000003,0.5468294600000001,0.5404273100000003,64.39459999999998,9.970049290000002,0.8704008199999999,0.32086968000000005,0.3115016399999997
