,Player,Position,Age,Height,Weight,GP
518,Lane Pederson,C,26,72,192,59.210609436035156
519,Lars Eller,C,34,74,205,75.02267310023308
520,Lassi Thomson,D,23,72,190,39.468265533447266
521,Laurent Dauphin,C,28,72,186,53.28386306762695
522,Lawrence Pilut,D,27,71,194,44.791107177734375
523,Lawson Crouse,L,26,76,215,75.7250452041626
524,Leon Draisaitl,C,27,74,208,80.49270325899124
525,Liam Foudy,C,23,74,188,79.70424842834473
526,Liam O'Brien,C,29,73,213,64.95195865631104
527,Lias Andersson,C,24,73,185,54.75468444824219
528,Libor Hajek,D,25,74,209,48.01338577270508
529,Logan Brown,C,25,78,218,55.42929267883301
530,Logan Couture,C,34,73,206,76.72403717041016
531,Logan O'Connor,R,27,72,175,82.95860683917999
532,Logan Stanley,D,25,79,242,52.21303939819336
533,Lucas Carlsson,D,26,72,189,36.352970123291016
534,Lucas Condotta,C,26,73,223,43.75967025756836
535,Lucas Johansen,D,25,74,176,40.365604400634766
536,Lucas Raymond,L,21,71,176,82.17072534561157
537,Lukas Reichel,L,21,72,170,73.31060409545898
538,Lukas Rousek,R,24,71,171,62.229610443115234
539,Lukas Sedlak,C,30,72,205,48.774898529052734
540,Luke Evangelista,R,21,72,183,71.12826156616211
541,Luke Glendening,C,34,71,190,76.92359375953674
542,Luke Hughes,D,20,74,184,45.05781173706055
543,Luke Kunin,C,25,72,197,62.64646339416504
544,Luke Philp,C,27,70,181,55.23245620727539
545,Luke Schenn,D,33,74,225,70.31627337137857
546,Mac Hollowell,D,25,69,170,39.13693618774414
547,MacKenzie Entwistle,R,24,75,184,75.7073860168457
548,MacKenzie Weegar,D,29,72,206,70.27870559692383
549,Marc McLaughlin,C,24,72,203,52.4926872253418
550,Marc Staal,D,36,76,208,71.33986234664917
551,Marc-Edouard Vlasic,D,36,73,205,74.96031856536865
552,Marco Kasper,C,19,73,183,65.4430923461914
553,Marco Rossi,C,22,69,182,72.28669357299805
554,Marco Scandella,D,33,75,212,42.72684097290039
555,Marcus Bjork,D,25,76,211,61.738868713378906
556,Marcus Foligno,L,32,75,226,70.19402146339417
557,Marcus Johansson,L,32,73,203,71.38716578483582
558,Marcus Pettersson,D,27,75,177,74.1307805776596
559,Marian Studenic,"L, R",24,73,190,54.048187255859375
560,Mario Ferraro,D,25,72,209,74.4118423461914
561,Mark Borowiecki,D,34,74,204,30.35830307006836
562,Mark Friedman,D,27,71,185,50.10396957397461
563,Mark Giordano,D,39,72,205,71.69378900527954
564,Mark Jankowski,C,29,76,212,60.07044696807861
565,Mark Kastelic,C,24,75,233,77.86319255828857
566,Mark Scheifele,C,30,75,198,78.38999474048615
567,Mark Stone,R,31,75,217,52.30070495605469
568,Markus Niemelainen,D,25,78,190,58.40690994262695
569,Martin Fehervary,D,23,74,199,74.26491189002991
570,Martin Kaut,R,23,74,190,68.93078994750977
571,Martin Necas,C,24,74,189,79.3219119310379
572,Mason Appleton,C,27,75,197,60.18179512023926
573,Mason Marchment,L,28,76,210,73.60721588134766
574,Mason McTavish,C,20,72,213,83.91916036605835
575,Mason Shaw,C,24,70,184,79.29858016967773
576,Matej Blumel,R,23,72,200,56.86652374267578
577,Mathew Barzal,C,26,73,190,74.49835538864136
578,Mathieu Joseph,R,26,73,187,75.80262041091919
579,Mathieu Olivier,R,26,73,217,77.00211906433105
580,Matias Maccelli,L,22,71,176,81.08728981018066
581,Mats Zuccarello,R,36,68,181,73.0655950307846
582,Matt Boldy,L,22,74,201,85.96413278579712
583,Matt Coronato,R,20,70,183,68.81310272216797
584,Matt Duchene,C,32,71,195,76.63220119476318
585,Matt Dumba,D,29,72,181,74.9537787437439
586,Matt Grzelcyk,D,29,70,176,75.60613775253296
587,Matt Irwin,D,35,74,200,67.19690895080566
588,Matt Kiersted,D,25,72,181,51.2128791809082
589,Matt Luff,R,26,74,196,53.75360870361328
590,Matt Martin,L,34,75,220,76.07573103904724
591,Matt Nieto,L,30,71,187,78.93890404701233
592,Matt Roy,D,28,73,205,77.52883195877075
593,Matthew Benning,D,29,73,203,63.013920068740845
594,Matthew Highmore,C,27,71,188,51.35188293457031
595,Matthew Kessel,D,23,74,205,40.33002853393555
596,Matthew Knies,L,20,74,210,59.590023040771484
597,Matthew Phillips,C,25,67,140,75.19792175292969
598,Matthew Tkachuk,L,25,74,201,80.24926626682281
599,Mattias Ekholm,D,33,76,215,76.86215233802795
600,Mattias Janmark,C,30,73,205,73.9553474187851
601,Mattias Samuelsson,D,23,76,231,73.60952186584473
602,Matty Beniers,C,20,74,178,85.95289611816406
603,Max Comtois,L,24,74,210,74.61282761891682
604,Max Domi,C,28,70,194,78.73090752959251
605,Max Jones,L,25,75,216,80.52527618408203
606,Max Pacioretty,L,34,74,217,27.510530471801758
607,Max Willman,C,28,72,184,50.39822006225586
608,Maxence Guenette,D,22,73,181,41.46633529663086
609,Maxime Lajoie,D,25,73,196,38.6055793762207
610,Michael Amadio,"C, R",27,73,204,73.3077163696289
611,Michael Bunting,L,28,72,192,81.85775864124298
612,Michael Carcone,L,27,69,170,61.567256927490234
613,Michael Eyssimont,C,27,72,180,69.86895942687988
614,Michael Kesselring,D,23,76,190,48.4771614074707
615,Michael McCarron,R,28,78,232,49.26802635192871
616,Michael McLeod,C,25,74,190,79.93619553248088
617,Michael Pezzetta,L,25,73,210,70.61493301391602
618,Michael Rasmussen,C,24,78,211,71.83825604120891
619,Michael Stone,D,33,75,210,59.50241184234619
620,Mika Zibanejad,C,30,74,202,79.11858367919922
621,Mikael Backlund,C,34,72,206,80.49892866611481
622,Mikael Granlund,C,31,70,185,77.82409703731537
623,Mikael Pyyhtia,L,21,72,166,68.14653015136719
624,Mike Hardman,L,24,74,205,52.941368103027344
625,Mike Hoffman,L,33,72,190,73.5735872387886
626,Mike Matheson,D,29,74,193,64.98564720153809
627,Mike Reilly,D,30,73,196,38.33751678466797
628,Mikey Anderson,D,24,72,195,71.99104464054108
629,Mikhail Maltsev,L,25,75,198,49.514984130859375
630,Mikhail Sergachev,D,25,73,217,78.80133140087128
631,Mikko Rantanen,R,26,76,215,78.85963122049968
632,Milan Lucic,L,35,75,240,79.4162272810936
633,Miles Wood,L,28,74,195,80.60541248321533
634,Milos Kelemen,L,24,74,210,54.62199401855469
635,Miro Heiskanen,D,24,73,195,75.53072381019592
636,Mitchell Marner,R,26,72,181,77.57034063339233
637,Morgan Barron,C,24,76,220,80.75668525695801
638,Morgan Frost,C,24,71,170,80.07433891296387
639,Morgan Geekie,C,25,75,200,72.53769699732463
640,Morgan Rielly,D,29,73,222,69.12158536911011
641,Moritz Seider,D,22,76,204,83.0059859752655
642,Nate Schmidt,D,32,72,195,71.50743699073792
643,Nathan Bastian,R,25,76,205,64.2336368560791
644,Nathan Beaulieu,D,30,74,200,64.9914379119873
645,Nathan MacKinnon,C,28,72,200,73.62393772602081
646,Nathan Smith,C,24,72,177,59.46346664428711
647,Nathan Walker,L,29,69,187,69.4381456375122
648,Nazem Kadri,C,32,72,185,76.77057456970215
649,Neal Pionk,D,28,72,185,77.85114431381226
650,Nic Dowd,C,33,73,193,72.42268061637878
651,Nic Petan,C,28,69,175,58.3980827331543
652,Nicholas Paul,L,28,75,223,81.0548437833786
653,Nicholas Robertson,L,22,69,183,70.79569244384766
654,Nick Abruzzese,C,24,71,183,59.160194396972656
655,Nick Bjugstad,C,31,78,209,71.98836692174275
656,Nick Blankenburg,D,25,69,177,60.91901397705078
657,Nick Bonino,C,35,73,195,75.2387163285166
658,Nick Cicek,D,23,75,201,51.73614501953125
659,Nick Cousins,C,30,71,192,75.63536334037781
660,Nick DeSimone,D,28,74,185,37.946327209472656
661,Nick Foligno,L,35,72,210,70.31021308898926
662,Nick Holden,D,36,76,210,72.20906972885132
663,Nick Jensen,D,33,73,205,75.91490244865417
664,Nick Leddy,D,32,72,205,73.46264863014221
665,Nick Perbix,D,25,74,191,79.39706134796143
666,Nick Ritchie,L,27,75,236,72.58373355865479
667,Nick Schmaltz,C,27,72,181,73.17832589149475
668,Nick Seeler,D,30,74,201,79.73409676551819
669,Nick Suzuki,C,24,71,208,82.45283627510071
670,Nick Swaney,R,26,70,178,57.60383987426758
671,Nicklas Backstrom,C,35,73,202,47.20950222015381
672,Nico Hischier,C,24,73,175,82.62841653823853
673,Nico Sturm,C,28,75,209,76.4333078066508
674,Nicolas Aube-Kubel,R,27,72,207,74.36801783243816
675,Nicolas Deslauriers,L,32,73,220,77.12074613571167
676,Nicolas Hague,D,24,78,230,73.94961468378703
677,Nicolas Roy,C,26,76,202,75.82949304580688
678,Nikita Alexandrov,C,23,73,177,68.31275177001953
679,Nikita Kucherov,R,30,71,181,84.04881238937378
680,Nikita Nesterenko,C,22,74,183,61.129215240478516
681,Nikita Okhotiuk,D,22,73,195,46.938514709472656
682,Nikita Soshnikov,R,29,71,190,46.77360916137695
683,Nikita Zadorov,D,28,78,248,77.6577487140894
684,Nikita Zaitsev,D,31,74,192,61.291852951049805
685,Niko Mikkola,D,27,76,209,68.80367112159729
686,Nikolai Knyzhov,D,26,75,222,44.03919982910156
687,Nikolaj Ehlers,L,27,72,169,67.4975757598877
688,Nils Aman,C,23,74,179,81.93970966339111
689,Nils Hoglander,L,22,69,185,73.41468811035156
690,Nils Lundkvist,D,23,71,190,76.89341926574707
691,Nino Niederreiter,R,31,74,218,78.0945246219635
692,Noah Cates,L,24,73,165,89.22477149963379
693,Noah Dobson,D,23,76,194,77.25826978683472
694,Noah Gregor,C,25,72,190,72.51129341125488
695,Noah Hanifin,D,26,75,207,79.65830147266388
696,Noah Juulsen,D,26,74,201,44.6572151184082
697,Noel Acciari,C,31,70,209,79.43747925758362
698,Nolan Foote,L,22,75,196,57.333858489990234
699,Oliver Bjorkstrand,R,28,72,175,78.30261731147766
700,Oliver Ekman-Larsson,D,32,74,200,73.37236595153809
701,Oliver Wahlstrom,R,23,74,204,66.53664588928223
702,Olle Lycksell,R,24,70,163,67.79704666137695
703,Olli Maatta,D,29,74,207,74.05819988250732
704,Ondrej Kase,R,27,72,187,49.51759338378906
705,Ondrej Palat,L,32,72,194,58.308234214782715
706,Oskar Lindblom,L,27,73,191,78.15862321853638
707,Oskar Olausson,R,20,73,180,64.40095520019531
708,Oskar Steen,C,25,70,193,56.51594924926758
709,Oskar Sundqvist,C,29,75,220,72.85433387756348
710,Otto Koivula,L,25,77,225,45.34278869628906
711,Owen Beck,C,19,71,190,67.11742401123047
712,Owen Power,D,20,78,218,84.98269462585449
713,Owen Tippett,R,24,73,207,76.00951941808064
714,Parker Kelly,L,24,72,190,76.0723648071289
715,Parker Wotherspoon,D,26,73,190,44.48617935180664
716,Pat Maroon,L,35,75,234,78.41366612911224
717,Patric Hornqvist,R,36,71,189,42.377920150756836
718,Patrice Bergeron,C,38,73,196,76.40303456783295
719,Patrick Brown,C,31,73,210,68.20683240890503
720,Patrick Kane,R,34,70,177,77.4900518655777
721,Patrik Laine,L,25,77,205,69.30667018890381
722,Patrik Nemeth,D,31,76,230,75.64125204086304
723,Paul Cotter,C,23,74,212,75.1705265045166
724,Paul Stastny,C,37,72,193,76.7894130051136
725,Pavel Buchnevich,L,28,73,196,74.86764550209045
726,Pavel Dorofeyev,L,22,73,194,63.98863983154297
727,Pavel Zacha,C,26,76,199,77.32588791847229
728,Pavol Regenda,L,23,76,212,55.086334228515625
729,Peyton Krebs,C,22,72,187,78.43399620056152
730,Phil Kessel,"C, R",35,71,208,81.45001912117004
731,Philip Broberg,D,22,75,199,73.8208236694336
732,Philip Tomasino,C,22,72,179,72.4798469543457
733,Philipp Kurashev,C,23,72,190,78.50439151128133
734,Philippe Myers,D,26,78,219,46.52107620239258
735,Phillip Danault,C,30,73,200,79.43171030282974
736,Phillip Di Giuseppe,L,29,72,193,52.951555252075195
737,Pierre Engvall,L,27,77,219,73.47187566757202
738,Pierre-Edouard Bellemare,L,38,71,198,77.11242705583572
739,Pierre-Luc Dubois,L,25,76,214,76.2493747472763
740,Pierre-Olivier Joseph,D,24,74,185,83.25953578948975
741,Pius Suter,C,27,71,179,80.72067338228226
742,Pontus Holmberg,R,24,72,202,66.90900993347168
743,Quinn Hughes,D,23,70,180,74.61925411224365
744,Quinton Byfield,C,21,77,220,75.75750160217285
745,Radek Faksa,C,29,75,225,78.21628242731094
746,Radim Simek,D,31,72,204,57.15346336364746
747,Radim Zohorna,L,27,78,220,41.81354331970215
748,Radko Gudas,D,33,72,208,74.38514339923859
749,Rafael Harvey-Pinard,L,24,69,181,73.05353164672852
750,Rasmus Andersson,D,26,73,202,79.23035097122192
751,Rasmus Asplund,C,25,71,185,71.44326400756836
752,Rasmus Dahlin,D,23,75,202,73.86848974227905
753,Rasmus Kupari,C,23,74,200,75.36180305480957
754,Rasmus Ristolainen,D,28,76,221,76.89350318908691
755,Rasmus Sandin,D,23,71,182,61.8496989607811
756,Reese Johnson,C,25,73,193,73.66471099853516
757,Reilly Smith,R,32,73,185,74.81284201145172
758,Rem Pitlick,C,26,71,186,68.83669090270996
759,Rickard Rakell,R,30,73,195,77.00449287891388
760,Ridly Greig,C,21,72,183,69.4261245727539
761,Riley Sheahan,C,31,74,214,32.65368461608887
762,Riley Stillman,D,25,73,196,51.87906211614609
763,Riley Tufte,L,25,78,230,41.860111236572266
764,Robby Fabbri,C,27,71,185,59.71058654785156
765,Robert Bortuzzo,D,34,76,216,55.69356727600098
766,Robert Hagg,D,28,74,210,58.74012756347656
767,Robert Thomas,C,24,72,218,78.09417963027954
768,Robin Salo,D,24,74,190,46.87797927856445
769,Roland McKeown,D,27,73,195,38.71836471557617
770,Roman Josi,D,33,73,201,76.7051944732666
771,Ronnie Attard,D,24,75,208,40.03190231323242
772,Roope Hintz,C,26,75,215,74.24127316474915
773,Ross Colton,C,27,72,194,81.66109597682953
774,Ross Johnston,L,29,77,230,38.75455665588379
775,Rourke Chartier,C,27,71,190,51.98518371582031
776,Rudolfs Balcers,L,26,71,182,59.3563117980957
777,Ryan Carpenter,C,32,73,198,41.67754554748535
778,Ryan Donato,C,27,72,190,74.86520886421204
779,Ryan Graves,D,28,77,220,78.70721885561943
780,Ryan Hartman,R,29,72,197,74.83265572786331
781,Ryan Johansen,C,31,75,218,71.50517535209656
782,Ryan Lindgren,D,25,72,190,69.554567694664
783,Ryan Lomberg,L,29,69,187,75.77061223983765
784,Ryan McDonagh,D,34,73,215,66.9455109834671
785,Ryan McLeod,C,24,74,207,74.69897270202637
786,Ryan Murray,D,30,73,206,39.68074035644531
787,Ryan Nugent-Hopkins,C,30,72,195,76.09974086284637
788,Ryan O'Reilly,C,32,73,207,74.11970078200102
789,Ryan Poehling,C,24,74,196,69.57085990905762
790,Ryan Pulock,D,28,74,216,76.72451496124268
791,Ryan Reaves,R,36,74,225,69.93190988898277
792,Ryan Strome,C,30,73,191,79.2758640050888
793,Ryan Suter,D,38,73,205,77.69859313964844
794,Saku Maenalanen,R,29,76,214,71.10785341262817
795,Sam Bennett,C,27,73,195,71.15687131881714
796,Sam Carrick,C,31,72,200,68.54205131530762
797,Sam Gagner,C,34,71,201,56.29575443267822
798,Sam Lafferty,C,28,73,195,74.45673370361328
799,Sam Poulin,R,22,73,208,56.14395523071289
800,Sam Reinhart,C,27,74,193,79.33147197961807
801,Sam Steel,C,25,71,184,71.29861235618591
802,Sammy Blais,L,27,74,206,78.66625595092773
803,Sampo Ranta,L,23,74,195,55.910579681396484
804,Samuel Bolduc,D,22,76,220,53.10102844238281
805,Samuel Fagemo,L,23,72,200,58.0505256652832
806,Samuel Girard,D,25,70,170,74.87487971782684
807,Samuel Knazko,D,21,73,198,42.00083541870117
808,Samuel Walker,C,24,70,180,63.734920501708984
809,Scott Harrington,D,30,74,204,60.35564041137695
810,Scott Laughton,C,29,73,190,74.17533683776855
811,Scott Mayfield,D,30,77,220,76.82187533378601
812,Sean Durzi,D,24,72,195,69.02779018878937
813,Sean Farrell,C,21,69,175,72.14192962646484
814,Sean Kuraly,C,30,74,213,74.16411373764277
815,Sean Monahan,C,28,74,196,51.24697494506836
816,Sean Walker,D,28,71,195,76.52333498001099
817,Sebastian Aho,C,26,72,176,80.98077392578125
818,Semyon Der-Arguchintsev,C,23,70,188,61.575382232666016
819,Seth Jarvis,C,21,70,175,83.47823905944824
820,Seth Jones,D,28,76,213,72.59326350688934
821,Shane Bowers,C,24,74,186,52.79561996459961
822,Shane Pinto,C,22,75,201,86.5582685470581
823,Shane Wright,C,19,72,192,67.44915390014648
824,Shayne Gostisbehere,D,30,71,180,78.97928078969319
825,Shea Theodore,D,28,74,197,77.55456638336182
826,Sheldon Dries,C,29,69,180,74.15780735015869
827,Sheldon Rempal,R,28,70,165,56.576114654541016
828,Sidney Crosby,C,36,71,200,77.7539746761322
829,Simon Benoit,D,25,75,203,66.67573547363281
830,Simon Edvinsson,D,20,78,209,52.225528717041016
831,Simon Holmstrom,R,22,74,205,74.83344459533691
832,Sonny Milano,L,27,72,194,74.94009971618652
833,Spencer Stastney,D,23,72,184,44.27299118041992
834,Stanislav Svozil,D,20,72,183,43.16913986206055
835,Stefan Noesen,R,30,73,205,80.63755178451538
836,Steven Fogarty,C,30,75,204,35.590538024902344
837,Steven Lorentz,C,27,76,206,75.27860085169475
838,Steven Santini,D,28,74,209,36.15503692626953
839,Steven Stamkos,C,33,72,182,74.35599088668823
840,T.J. Oshie,R,36,72,187,64.35418844223022
841,TJ Brodie,D,33,74,187,74.20514204353094
842,Tage Thompson,"C, R",25,78,220,74.50457461675008
843,Tanner Jeannot,L,26,74,208,80.50003266334534
844,Tanner Laczynski,C,26,73,190,60.7385139465332
845,Tanner Pearson,L,31,73,201,39.99883842468262
846,Taro Hirose,L,27,70,162,60.09236526489258
847,Taylor Fedun,D,35,73,200,28.75389862060547
848,Taylor Hall,L,31,73,210,74.90192639827728
849,Taylor Raddysh,R,25,75,198,80.47339868545532
850,Teddy Blueger,C,29,72,185,70.37180662155151
851,Teuvo Teravainen,L,29,71,191,77.28040838241577
852,Thomas Bordeleau,C,21,70,175,70.96968078613281
853,Thomas Chabot,D,26,74,195,76.548264503479
854,Thomas Harley,D,22,75,205,45.27277374267578
855,Thomas Novak,C,26,73,179,70.63192367553711
856,Tim Berni,D,23,72,192,76.67610549926758
857,Tim Stützle,L,21,72,193,82.05656385421753
858,Timo Meier,R,26,73,220,78.90468996018171
859,Timothy Liljegren,D,24,73,192,65.06507575511932
860,Tobias Bjornfot,D,22,72,200,45.58436965942383
861,Tom Wilson,R,29,76,220,48.5703649520874
862,Tomas Hertl,C,29,75,215,76.50208806991577
863,Tomas Nosek,L,31,75,205,70.75215601921082
864,Tomas Tatar,L,32,70,173,77.27130085229874
865,Tony DeAngelo,D,27,71,180,68.01756858825684
866,Torey Krug,D,32,69,194,72.11138820648193
867,Travis Boyd,C,30,72,190,74.98857164382935
868,Travis Dermott,D,26,72,202,41.875078201293945
869,Travis Hamonic,D,33,73,200,77.298255443573
870,Travis Konecny,R,26,70,175,74.76305937767029
871,Travis Sanheim,D,27,75,181,77.89705038070679
872,Trent Frederic,C,25,75,214,74.30235735575359
873,Trevor Lewis,C,36,73,201,78.84469985961914
874,Trevor Moore,"C, L",28,70,195,78.69533014297485
875,Trevor Zegras,C,22,72,185,82.81611394882202
876,Trevor van Riemsdyk,D,32,75,191,74.79901707172394
877,Trey Fix-Wolansky,R,24,67,191,66.33287811279297
878,Tristen Robins,C,21,70,176,69.3365478515625
879,Troy Stecher,D,29,70,184,81.43775126338005
880,Troy Terry,R,26,72,185,72.93069553375244
881,Tucker Poolman,D,30,74,199,34.06845474243164
882,Ty Dellandrea,C,23,73,195,87.20497226715088
883,Ty Smith,D,23,71,180,44.39738082885742
884,Tyce Thompson,R,24,73,175,57.598751068115234
885,Tyler Angle,C,23,70,171,66.20993041992188
886,Tyler Benson,L,25,72,190,53.389373779296875
887,Tyler Bertuzzi,L,28,73,186,71.16942977905273
888,Tyler Johnson,C,33,68,185,68.58317375183105
889,Tyler Kleven,D,21,76,200,49.14287185668945
890,Tyler Motte,"C, L",28,70,192,71.07606315612793
891,Tyler Myers,D,33,80,229,80.11943193525076
892,Tyler Pitlick,C,31,74,200,68.35265731811523
893,Tyler Seguin,C,31,73,205,79.44140160083771
894,Tyler Toffoli,R,31,72,203,77.76834411919117
895,Tyler Tucker,D,23,73,204,56.77449417114258
896,Tyson Barrie,D,32,71,197,77.35228180885315
897,Tyson Foerster,R,21,74,194,61.60321807861328
898,Tyson Jost,C,25,71,187,78.51276183128357
899,Urho Vaakanainen,D,24,74,200,54.82505226135254
900,Valeri Nichushkin,R,28,76,210,71.24039244651794
901,Vasily Podkolzin,R,22,73,190,73.32814025878906
902,Victor Hedman,D,32,79,244,78.51480921171606
903,Victor Mete,D,25,69,187,41.30525779724121
904,Victor Olofsson,L,28,71,181,76.02793145179749
905,Victor Soderstrom,D,22,71,184,60.95150566101074
906,Viktor Arvidsson,"L, R",30,70,185,73.52386593818665
907,Ville Heinola,D,22,71,181,46.10688781738281
908,Vince Dunn,D,26,72,200,79.12136697769165
909,Vincent Desharnais,D,27,78,215,62.03861999511719
910,Vincent Iorio,D,20,76,200,46.58412551879883
911,Vincent Trocheck,C,30,71,184,77.48206889629364
912,Vinni Lettieri,C,28,70,184,51.716209411621094
913,Vinnie Hinostroza,C,29,70,183,56.99648094177246
914,Vitali Kravtsov,R,23,75,186,72.6204719543457
915,Vladimir Tarasenko,R,31,73,228,74.48611211776733
916,Vladislav Gavrikov,D,27,75,221,79.02361071109772
917,Vladislav Kolyachonok,D,22,73,193,41.3006477355957
918,Vladislav Namestnikov,C,30,72,179,76.91795915365219
919,Wade Allison,R,25,74,205,74.83556652069092
920,Walker Duehr,R,25,74,210,57.3387393951416
921,Warren Foegele,L,27,74,198,76.51715355552733
922,Wayne Simmonds,R,35,74,184,37.70725440979004
923,Will Borgen,D,26,75,204,84.19970655441284
924,Will Cuylle,L,21,75,211,56.8654899597168
925,William Bitten,C,25,71,180,58.32352066040039
926,William Carrier,L,28,74,218,71.770174741745
927,William Dufour,R,21,74,215,55.953529357910156
928,William Eklund,L,20,71,181,69.52741622924805
929,William Karlsson,C,30,72,190,77.69152319431305
930,William Lockwood,R,25,71,172,62.94575119018555
931,William Nylander,R,27,72,204,79.3880785703659
932,Wyatt Johnston,C,20,73,185,86.59088373184204
933,Wyatt Kaiser,D,21,72,173,48.02119064331055
934,Yakov Trenin,C,26,74,201,77.38925043741862
935,Yanni Gourde,C,31,69,174,79.07369154691696
936,Yegor Chinakhov,R,22,73,204,67.71176147460938
937,Yegor Sharangovich,C,25,74,196,79.52013842264812
938,Zac Dalpe,C,33,74,197,35.80209922790527
939,Zac Jones,D,22,70,178,50.05670166015625
940,Zach Aston-Reese,C,29,73,205,73.01946640014648
941,Zach Bogosian,D,33,74,222,57.01337814331055
942,Zach Hyman,L,31,73,211,73.65613746643066
943,Zach Parise,L,39,71,195,76.70939588546753
944,Zach Sanford,L,28,76,206,44.93893623352051
945,Zach Werenski,D,26,74,213,44.47475814819336
946,Zach Whitecloud,D,26,74,207,72.96658515930176
947,Zack Kassian,R,32,75,211,66.2680492401123
948,Zack MacEwen,C,27,75,205,74.48521614074707
949,Zemgus Girgensons,L,29,74,200,77.09710693359375
