,Player,Position,Age,Height,Weight,PP ATOI,PK ATOI,EV G/60,PP G/60,PK G/60,EV A1/60,GP,EV ATOI,PP A1/60,PK A1/60,EV A2/60,PP A2/60,PK A2/60,GOALS,PRIMARY ASSISTS,SECONDARY ASSISTS,POINTS
13,Kirill Kaprizov,L,25.4,70,202,3.5505053200000005,0.12794329,1.3868722588712206,3.3951063355502136,0.5889808481301654,0.9229628461644458,72.87629999999999,16.06182986999999,2.673885946287837,0.1679472775751419,0.4810803750702239,2.132843808366211,0.12342893357011321,44.41388795366693,31.742834461961912,20.18984609420637,96.34656850983522
14,Brayden Point,C,26.6,71,180,3.6246655599999986,0.07561068,1.3482606934140597,3.3006464877193458,0.46898654355360675,0.8349090823628036,79.94080000000002,15.499733200000014,1.2475181423905863,0.18055991700581142,0.66533606790769,2.4269816308889482,0.019814468151040487,46.221620413505796,24.470576893477315,25.0,95.6921973069831
15,Elias Pettersson,C,23.9,74,176,3.506855850000002,1.33928861,1.3359068345901493,1.7719145474099314,0.9805157977354814,1.0594654972696507,78.56870000000005,14.493662200000015,2.0168792367830264,1.225305318379721,0.7296805402726914,2.419031020404739,0.14550751116819627,35.210857442475366,32.59502476863221,26.67059757271294,94.47647978382051
16,Aleksander Barkov,C,27.1,75,215,3.7885625999999974,2.003008109999999,1.0519763441209073,2.120022872452014,0.5281437235534053,1.2403557992713425,70.72370000000002,15.029640650000008,2.797073876419408,0.5058542366189293,0.7807633606634854,2.5335163108207697,0.03048646318813352,32.12853131556797,37.161668986953146,25.0,94.29020030252111
17,Mika Zibanejad,C,29.5,74,202,3.2693997199999973,1.9265801600000012,1.0007839222990038,3.6263384527941396,0.6952213445163006,1.0620039330774955,79.54209999999999,14.67385655999999,2.250039841905951,0.1991367639979993,0.5611440994138881,2.2093892798866666,0.2114276272158517,40.55375259692222,31.0,21.905953640455504,93.45970623737773
18,Sidney Crosby,C,35.2,71,200,3.5184138799999998,0.1194507899999999,1.1293229869466455,2.0542804746904686,0.40209773529274806,1.080114291145451,71.87110000000001,16.157798739999983,2.3082293969031205,0.1714519189015644,0.6574785521168233,2.606894104327328,0.09653219801122165,31.805018914388768,36.18017216753523,24.0,91.985191081924
19,Alex Ovechkin,L,37.0,75,238,4.5340160099999975,0.04324357,1.6581525390951368,2.8364573023392827,0.25405514116921296,0.7256665391089678,72.41329999999998,15.205058530000006,1.1590668090852583,0.13851101989279574,0.5656317271236735,2.0725269407970845,0.14668449188798408,48.47930367591463,21.388347692287887,22.0,91.86765136820252
20,Clayton Keller,R,24.2,70,178,3.0167032999999988,0.8750401900000009,1.3595260485401037,1.8824718436859442,1.668776992611099,1.0444239659357495,77.84390000000002,16.373675229999993,2.121985934568459,0.2547448080335734,0.44323420546424225,2.0612723180140384,0.10881023101791189,40.615080470913554,31.0,20.026217609406903,91.64129808032045
21,Jake Guentzel,L,28.0,71,180,3.593512679999999,0.15419225,1.2649473852678927,2.4246809909638727,0.3956326946886981,0.9973907718219509,75.2408,16.122955969999992,1.7582120678290842,0.17102472845306085,0.6507777776788316,2.502815005108116,0.16352683854420727,36.5780846560554,29.357959176371846,24.680095321217955,90.61613915364521
22,Johnny Gaudreau,L,29.1,69,165,3.0436883199999984,0.09491973,1.010608433868376,1.3695285753550437,0.4777102054948226,1.149433850446955,76.76610000000001,15.61770222000001,2.712053205832524,0.6255913807580387,0.690811650121218,2.60898061238802,0.1078050633323801,27.144068250065917,36.168380123677345,25.360592003793307,88.67304037753658
