,Player,Position,Age,Height,Weight,GP,EV ATOI,PP ATOI,PK ATOI,EV G/60,PP G/60,PK G/60,EV A1/60,PP A1/60,PK A1/60,EV A2/60,PP A2/60,PK A2/60,GOALS,PRIMARY ASSISTS,SECONDARY ASSISTS,POINTS
1,Connor McDavid,C,26.7,73.0,193.0,75.9213880466788,17.5772929275483,3.88850720173568,0.532019084582815,1.47177618959844,2.66499353631921,1.05601751804352,1.44598635136709,3.7707373659014705,1.12315666675568,1.18782500699013,2.74795068874564,1.07663714885712,45.99313655021483,50.84575731508533,40.171207060121716,137.01010092542185
2,Leon Draisaitl,C,27.9,74.0,208.0,77.1086600726384,17.2175545588031,3.9123073209404895,0.900779420467094,1.1129771566391,4.43530776654854,0.401628226041794,1.38351259946339,3.19855908634216,0.220303550362587,1.21871467071772,2.38316966046202,0.246688991785049,47.3252400178564,46.88388152965444,39.17912820798986,133.3882497555007
3,Nathan MacKinnon,C,28.1,72.0,200.0,67.5904601470032,16.9784665762305,3.93451479231119,0.183797043027528,1.2513145312639,2.26670697570629,1.11560475826263,1.61732516033053,3.3859129427284,1.0483592748642,1.17087959513664,2.19400649810433,1.00893092155457,33.91187013506417,45.754647362574076,32.04557473344117,111.71209223107941
4,Auston Matthews,C,26.0,75.0,208.0,72.6727752086101,17.2780998296946,3.25060723847002,0.203349736549032,1.8539732515946,3.3793210993588,1.08592736721039,0.985208069304913,2.25791980922222,1.07485282421112,1.06297080816031,1.67122197015286,1.05118584632874,51.88656431203056,29.496845866615047,28.814832405154824,110.19824258380044
5,Nikita Kucherov,R,30.3,71.0,181.0,81.8927925103475,16.4815454219878,3.84554073580466,0.0367702404819488,1.05925663836952,2.21503877579831,1.0205043554306,1.03961339075933,2.99526119160652,0.932956695556641,0.980175461637318,2.02906087124348,0.969180166721344,35.11853878469944,38.7276380413099,32.390927481718926,106.23710430772826
6,Mikko Rantanen,R,26.9,76.0,215.0,76.3775872570646,16.4706051074341,3.85234884407371,0.178202266727507,1.33466730124652,2.80186827956587,1.16444611549377,1.00503774588853,2.32156764274389,1.19133138656616,1.03618589280248,1.75965515079796,1.21659100055695,41.77980810964672,32.56519719815375,30.478803663266255,104.82380897106674
7,Evgeni Malkin,C,37.2,75.0,195.0,81.8547134498525,14.7038620089099,3.61784240212888,0.175619253031874,0.933630687493831,2.42945383830965,1.22022712230682,0.962938386798939,2.70404113115817,1.0819925069809,1.42054073026925,2.47698985459805,1.18454456329346,30.687731930960744,32.57783082878473,40.57671055443065,103.84227331417611
8,Artemi Panarin,L,31.9,72.0,173.0,68.5226318165696,16.0238285545781,3.45762557928562,0.177548130804139,1.04065565299205,1.65184295804091,0.997339248657227,1.46149465787783,3.55180695314705,1.0016485452652,1.36950450088084,2.82722051253915,1.06478977203369,25.572327012220086,40.66105246303126,36.16379028606434,102.3971697613157
9,David Pastrnak,R,27.4,73.0,195.0,72.8426901252231,15.0134755566642,3.60451322948337,0.157198345716128,1.629502948769,3.3285819212839,1.01749336719513,1.20347977266125,2.39017288805395,0.948505640029907,1.01662590857297,1.59695251699984,0.990270972251892,43.946842242771375,32.19951295565703,25.409992393995843,101.55634759242426
10,Matthew Tkachuk,L,25.8,74.0,201.0,76.4649443909009,14.9942596250847,3.30210320746601,0.235200761995703,1.18664866316821,2.02187670199126,1.04455041885376,1.21290447621806,2.84471263944656,1.029012799263,1.286149386926,2.21411760366559,1.02031946182251,31.305720799575912,35.24140766033094,33.9923712678515,100.53949972775837
