,Player,Position,Age,Height,Weight,GP,EV ATOI,PP ATOI,PK ATOI
517,Kyle Palmieri,C,32.7,71,198,67.70035839060105,14.286012056010508,2.037203062278478,0.3471265325904228
518,Lane Pederson,C,26.2,72,192,53.40871069401618,10.67923192897636,0.8061189023787179,0.24296072809264613
519,Lars Eller,C,34.4,74,205,72.6476047450765,12.979721832855324,0.2079661323692916,1.5459915145003191
520,Lassi Thomson,D,23.0,72,190,37.59502371898779,14.662366375218728,0.8711123291332206,0.7831636324398115
521,Laurent Dauphin,C,28.5,72,186,52.26559121494303,11.49833458699326,0.2735510290652512,0.7963206394436612
522,Lawrence Pilut,D,27.8,71,194,48.33205082823471,14.650632326034284,0.1870055214523756,1.4194935535249864
523,Lawson Crouse,L,26.3,76,215,72.74323551971763,14.219518712155514,1.7473514199289395,2.1729438900277622
524,Leon Draisaitl,C,27.9,74,208,77.77499635436293,17.577994579739748,3.9360842852444833,0.7787322748087024
525,Liam Foudy,C,23.7,74,188,65.52433037032827,10.595685558548269,0.198829278834782,0.8785596587408131
526,Liam O'Brien,C,29.2,73,213,67.1766549445009,10.590878969505916,0.143263465867943,0.9522780825197635
527,Lias Andersson,C,25.0,73,185,41.41449076785128,9.917254084162792,0.4549571357902624,0.7106066813320393
528,Libor Hajek,D,25.7,74,209,46.42705106225474,14.206927379708103,0.2241069385364511,0.7074047972112076
529,Logan Brown,C,25.6,78,218,54.17399011035536,9.920551574459076,0.7219651969601273,0.17183947854005321
530,Logan Couture,C,34.5,73,206,75.36085513704879,13.830352706221504,2.5688300832790745,2.0773093540488468
531,Logan O'Connor,R,27.1,72,175,77.84297319177593,12.324612269291164,0.2201079350146222,1.73780152855957
532,Logan Stanley,D,25.4,79,242,47.46234849848672,13.41971578093248,0.1932122336774329,1.9760368933730272
533,Lucas Carlsson,D,26.2,72,189,40.8505447293892,13.106527260710696,0.1813762655287243,0.645807463007599
534,Lucas Condotta,C,26.3,73,223,42.59094433674831,11.877083206468107,0.9800330480164416,0.3863337542566644
535,Lucas Johansen,D,25.9,74,176,40.56595072299056,15.847667344426531,0.6208830822176878,1.2883048034886437
536,Lucas Raymond,L,21.5,71,176,71.80403129203881,15.005394816123314,3.03531891869012,0.29747290500347157
537,Lukas Reichel,L,21.4,72,170,45.71489780516637,11.341274186366054,1.3813164508433684,0.0
538,Lukas Rousek,R,24.4,71,171,41.28233933684648,11.579851894146952,0.8906014307530574,0.2769255506281142
539,Lukas Sedlak,C,30.6,72,205,56.493531317219656,10.585879842151996,0.450361219584839,1.0926549590075203
540,Luke Evangelista,R,21.6,72,183,46.534746515266086,11.201080540620415,1.7475495598228403,0.0
541,Luke Glendening,C,34.4,71,190,73.72018843212547,10.325114753291192,0.0,2.0841340182630654
542,Luke Hughes,D,20.1,74,184,32.25197250215525,13.012343964705895,0.442184822933281,0.2597926416398648
543,Luke Kunin,C,25.8,72,197,54.81270624378391,12.158612793703952,1.184402184731174,1.0001841132166087
544,Luke Philp,C,27.9,70,181,44.44306925463086,11.89925031118154,0.9255006295267708,0.40694505616868126
545,Luke Schenn,D,33.9,74,225,66.89294502984347,14.589830321992144,0.0,1.4803588584731089
546,Mac Hollowell,D,25.0,69,170,41.55184978264337,15.453388866591888,0.631825319883432,1.17265254001727
547,MacKenzie Entwistle,R,24.2,75,184,64.82332538460858,10.762246544289958,1.316044758879336,0.4164945461560896
548,MacKenzie Weegar,D,29.7,72,206,76.62656244244246,19.00238868966319,0.8063170403874553,2.0667170546583025
549,Marc McLaughlin,C,24.2,72,203,40.9780685265689,11.085596091596134,0.746951501072282,0.21701955013898588
550,Marc Staal,D,36.7,76,208,74.47971141863455,15.369697735821823,0.0,2.143727066084801
551,Marc-Edouard Vlasic,D,36.5,73,205,72.973708414782,14.631205691246592,0.0,2.0552274398047397
552,Marco Kasper,C,19.5,73,183,32.799947182773,9.02419204934622,0.2196926635620477,0.0
553,Marco Rossi,C,22.0,69,182,45.11669612855118,10.451688780655832,0.9096962287681656,0.0
554,Marco Scandella,D,33.6,75,212,51.54822655562103,15.035375527577235,0.0,1.9983602573006354
555,Marcus Bjork,D,25.9,76,211,53.92140325799661,15.748082152443574,1.6774938171863392,0.9085058519915039
556,Marcus Foligno,L,32.1,75,226,68.09874695790113,12.92848914557477,1.0790924523635272,1.1233659085194263
557,Marcus Johansson,L,33.0,73,203,69.68035932537947,13.037001382104398,2.4492159633588364,0.7490916185532158
558,Marcus Pettersson,D,27.4,75,177,69.75227530055021,18.469573644501352,0.2503703074309491,1.598621181214308
559,Marian Studenic,"L, R",24.9,73,190,42.21231569063228,10.42680424027191,0.2858808137274429,0.48233329487633014
560,Mario Ferraro,D,25.0,72,209,71.2387207692441,19.10669348999045,0.7738986739404494,2.9139200271793877
561,Mark Borowiecki,D,34.2,74,204,44.61640699167943,11.044005474614051,0.0,1.5510085175077444
562,Mark Friedman,D,27.8,71,185,50.92865013293836,13.646966384931089,0.0637698092440166,1.224639912669938
563,Mark Giordano,D,40.0,72,205,69.73495606473861,15.521209419595811,0.569158067497483,1.6427071097335615
564,Mark Jankowski,C,29.0,76,212,64.62170520631584,10.686527665627011,0.1857029189340395,1.687561075862623
565,Mark Kastelic,C,24.6,75,233,67.85412698289552,8.403180612896293,0.435017896018695,0.41583903420250456
566,Mark Scheifele,C,30.5,75,198,75.41973734036326,17.053687446269734,3.460054688829641,0.204148919317496
567,Mark Stone,R,31.4,75,217,61.95274285905475,14.350170824391244,2.309634944693675,0.8846558965737641
568,Markus Niemelainen,D,25.3,78,190,49.1572226254674,11.551723797495017,0.206790906929585,1.1680529237108668
569,Martin Fehervary,D,24.0,74,199,70.36704003042496,18.394453986899624,0.2543244417950254,1.8220286470296267
570,Martin Kaut,R,24.0,74,190,55.03224830321332,8.874989497000875,0.9588940616399166,0.14455692728709013
571,Martin Necas,C,24.7,74,189,76.32082491519537,15.423219632299414,2.8626859520104526,0.7834766985859236
572,Mason Appleton,C,27.7,75,197,66.23352106023025,14.096761358030443,0.3810280596672111,1.8603704513921315
573,Mason Marchment,L,28.3,76,210,64.19125964087024,14.31201764958158,1.4910127414136392,0.16670228014326294
574,Mason McTavish,C,20.7,72,213,68.36538641980982,10.776107736779387,1.9584793274931915,0.0
575,Mason Shaw,C,24.9,70,184,65.70796608152531,9.86257635257887,0.324541040347102,1.2417424844286606
576,Matej Blumel,R,23.3,72,200,41.592842569346274,10.994505118595988,0.7470980760683132,0.15290352234766047
577,Mathew Barzal,C,26.4,73,190,70.73889762643188,15.967296852555222,3.3077058966295727,0.231744625023396
578,Mathieu Joseph,R,26.6,73,187,69.84360331676675,11.73818929757606,0.6438108678320928,2.1230357178330523
579,Mathieu Olivier,R,26.6,73,217,70.14102721263436,11.270157284136175,0.2205292474256819,0.6362430920164435
580,Matias Maccelli,L,23.0,71,176,65.43269854707253,12.575933548440354,1.7710097696797855,0.16277415344200796
581,Mats Zuccarello,R,36.1,68,181,69.4792770517461,15.461777854805142,3.173842552310906,0.05738934515073024
582,Matt Boldy,L,22.5,74,201,65.64299638149393,14.59641021651091,3.54596689267522,0.37034337055538447
583,Matt Coronato,R,20.9,70,183,35.58867572033436,10.074030475095132,0.4822103500518673,0.0
584,Matt Duchene,C,32.7,71,195,68.52990931014902,15.081948800402046,2.7471211162562588,0.06677602894712742
585,Matt Dumba,D,29.2,72,181,71.08388471378754,19.508692495532056,0.5320441753171756,1.9707824496807973
586,Matt Grzelcyk,D,29.7,70,176,69.04460513904056,17.187946178946905,0.7929364147135658,0.5663184569666939
587,Matt Irwin,D,35.8,74,200,68.77220033834298,11.129853016514506,0.0,0.6685743632627759
588,Matt Kiersted,D,25.5,72,181,47.99325864376161,12.8153316381376,0.3457501970948911,0.8469401225748967
589,Matt Luff,R,26.4,74,196,50.24180805132906,10.08366294180449,0.2724084361488503,0.17911358681047063
590,Matt Martin,L,34.4,75,220,74.32298038857209,10.904471311608296,0.0,0.08330090100105192
591,Matt Nieto,L,30.9,71,187,68.68611189561513,11.804427233127823,0.3015873051315667,1.8418707855653451
592,Matt Roy,D,28.6,73,205,71.47256951223837,17.51459966338247,0.2109399774707181,2.1240248358337075
593,Matthew Benning,D,29.4,73,203,72.36328459053287,16.307683243171148,0.6092546106797099,2.618148185451824
594,Matthew Highmore,C,27.6,71,188,43.86541751180421,11.587506491022143,0.3797199129221607,1.0106489356093027
595,Matthew Kessel,D,23.3,74,205,37.92717283361067,15.109443357778026,0.6846333922413876,1.0191647868454403
596,Matthew Knies,L,21.0,74,210,36.56984323610381,10.08846549516718,0.5197818998367378,0.0
597,Matthew Phillips,C,25.5,67,140,42.33781638264483,11.58778852200702,1.086366401745772,0.3403978628041818
598,Matthew Tkachuk,L,25.8,74,201,77.5244785701381,16.083492886443004,4.135332401348982,0.49257930002392525
599,Mattias Ekholm,D,33.4,76,215,73.26788596497659,17.902878516739,1.145951021882214,2.492633431368916
600,Mattias Janmark,C,30.8,73,205,71.78541503234966,13.003948136890036,0.3331236557229495,1.7627348477621143
601,Mattias Samuelsson,D,23.5,76,231,56.4601296262809,19.02091350296329,0.3156034154109604,2.6287392655980644
602,Matty Beniers,C,20.9,74,178,68.80357395816623,12.392828114850891,1.841595427277774,0.0
603,Max Comtois,L,24.7,74,210,67.73950602081901,13.610169551914334,1.425666482373915,0.3222991563805572
604,Max Domi,C,28.6,70,194,75.79655098291587,14.633335295190822,2.5771246684047764,0.16224657043890867
605,Max Jones,L,25.6,75,216,70.58799763190513,12.265984182887742,0.4782419117555714,0.2224815445586149
606,Max Pacioretty,L,34.9,74,217,45.0670625643276,12.42995446426692,1.7661927599679696,0.0
607,Max Willman,C,28.6,72,184,47.27003289981469,11.086598034854108,0.1678063377979943,0.4485085092126806
608,Maxence Guenette,D,22.4,73,181,36.32384699718346,14.590506711766537,0.6685150178790591,0.8689620803310425
609,Maxime Lajoie,D,25.9,73,196,41.02205847640735,14.276401750238811,0.6284109955103088,1.0567806679391971
610,Michael Amadio,"C, R",27.4,73,204,66.93506668264254,11.838902742848012,0.6026548042417044,0.1899612637181094
611,Michael Bunting,L,28.0,72,192,77.54483797173945,13.882307813619644,1.7287068554729954,0.17634888354107647
612,Michael Carcone,L,27.4,69,170,46.67914151687897,12.12006993655998,0.6482040002438652,0.2673967234801131
613,Michael Eyssimont,C,27.1,72,180,65.38626716892367,11.720015281980514,0.7977906609244843,0.23050744821670743
614,Michael Kesselring,D,23.7,76,190,41.49048772054409,15.212078490540732,0.6150057137997245,1.2146532678216366
615,Michael McCarron,R,28.6,78,232,56.90475236259155,9.535494770860176,0.2037860876677086,1.187985908396354
616,Michael McLeod,C,25.7,74,190,75.76131048460648,12.01438239159002,0.313678483761159,1.3936313686564146
617,Michael Pezzetta,L,25.6,73,210,63.71585286485424,9.139983219429318,0.2778092272383021,0.5551422721625136
618,Michael Rasmussen,C,24.5,78,211,67.02306961616895,13.60790944852094,0.965724326231431,1.5668177741665996
619,Michael Stone,D,33.3,75,210,63.619974219401286,12.489371776018904,0.0,0.6144322626963672
620,Mika Zibanejad,C,30.5,74,202,78.26617373203399,14.734176988151406,3.3227630877165257,1.914774331970182
621,Mikael Backlund,C,34.5,72,206,76.52926018698982,13.85442226342422,1.5944155192873055,1.8845266386222699
622,Mikael Granlund,C,31.6,70,185,75.54955471883628,14.356669775203496,2.587855374313974,1.3603860697261587
623,Mikael Pyyhtia,L,21.8,72,166,37.599117342803964,10.569673237604604,0.6702117350700985,0.0
624,Mike Hardman,L,24.7,74,205,44.023330360437726,10.10253479055505,0.4049496787146704,0.11833702495749931
625,Mike Hoffman,L,33.9,72,190,69.97470327821458,13.151837032527371,2.3025225635906983,0.03680831188926148
626,Mike Matheson,D,29.6,74,193,64.88174889211808,18.961515665815245,2.479736398023495,1.8686009192321793
627,Mike Reilly,D,30.2,73,196,46.50897672012361,17.039090783954595,0.3497936711342559,1.0480080986037408
628,Mikey Anderson,D,24.4,72,195,70.61126403156008,19.76854341351868,0.3075380975988115,2.3675796021030364
629,Mikhail Maltsev,L,25.6,75,198,43.66034553162295,9.887956990685682,0.3606964389612779,0.2170945296220982
630,Mikhail Sergachev,D,25.3,73,217,75.62554965882975,19.53912207727368,2.414357800345772,2.3304225725074255
631,Mikko Rantanen,R,26.9,76,215,76.1800576195616,18.055606521998527,4.10738742035191,0.21065959019394453
632,Milan Lucic,L,35.3,75,240,75.46957541188856,11.047176564096617,0.2729750882085553,0.0
633,Miles Wood,L,28.1,74,195,75.16254570368149,11.191340448439844,1.1805430033852236,0.2126300604778062
634,Milos Kelemen,L,24.2,74,210,46.08042271626469,10.38305002474299,0.6650314347875779,0.22744249881222667
635,Miro Heiskanen,D,24.2,73,195,73.67209166849238,21.240711578238017,3.1306516351329483,1.8629967385957036
636,Mitchell Marner,R,26.4,72,181,75.81667279767086,16.313436609934037,3.513393487204458,2.198235559728039
637,Morgan Barron,C,24.8,76,220,70.24349323791508,11.499649873762737,0.2679153032452963,1.365822740377715
638,Morgan Frost,C,24.4,71,170,69.32758084780488,13.802352690888922,2.216037270686812,0.37924632899484334
639,Morgan Geekie,C,25.2,75,200,68.11479647912576,10.616718587927434,0.5804174638117645,0.7925262936633625
640,Morgan Rielly,D,29.6,73,222,73.49178380943668,18.567160261183822,2.849050018687328,1.2299101068582845
641,Moritz Seider,D,22.5,76,204,74.51196348983433,17.940692405862777,3.040998456480616,2.4594807882115566
642,Nate Schmidt,D,32.2,72,195,73.90677588846779,16.5014835070168,1.4068316648856,1.2498981624668144
643,Nathan Bastian,R,25.8,76,205,63.22458224021689,11.213008053326208,1.1423748277885977,1.2601083439665053
644,Nathan Beaulieu,D,30.8,74,200,64.84329854561574,13.547474011578302,0.0,2.1885608565441186
645,Nathan MacKinnon,C,28.1,72,200,70.7995747930953,18.09851066462131,3.9858814372773583,0.2262895639631779
646,Nathan Smith,C,25.0,72,177,42.65775696025304,11.473899781145183,1.064013780407651,0.2661545524709328
647,Nathan Walker,L,29.6,69,187,67.28822662280967,9.7981882055156,0.1871954377849785,0.6001056428746506
648,Nazem Kadri,C,33.0,72,185,75.67996259733481,14.123341591803554,2.8531019605321646,0.16527696012875726
649,Neal Pionk,D,28.2,72,185,76.09492039877715,18.80128477733429,1.934909796040598,1.6996724122966345
650,Nic Dowd,C,33.3,73,193,70.1858369369926,11.29357091561883,0.0,2.1619913033710425
651,Nic Petan,C,28.5,69,175,47.65246615204315,10.34293075983691,0.8132705251011634,0.19074080489950085
652,Nicholas Paul,L,28.5,75,223,77.30563362340469,13.488067622233144,1.0960006190418363,1.4545876489857483
653,Nicholas Robertson,L,22.1,69,183,43.49017004376228,9.311317498238608,0.6789030889026477,0.0
654,Nick Abruzzese,C,24.3,71,183,41.14222228567436,11.425683892655428,0.913591613622914,0.2669734615587861
655,Nick Bjugstad,C,31.2,78,209,69.61443284964604,12.888829641138772,0.5381153432069972,1.5092404759724403
656,Nick Blankenburg,D,25.4,69,177,54.82994116473226,16.427094926473877,1.1964840394016254,1.1546330775954918
657,Nick Bonino,C,35.4,73,195,71.1956699703452,11.85850967043006,1.372921959810371,1.9617291432062562
658,Nick Cicek,D,23.3,75,201,44.05411985384261,14.52505522555555,0.5399305850186435,0.891518924959307
659,Nick Cousins,C,30.2,71,192,73.90226721937283,11.280097549016796,0.583568615285766,0.14214549278642352
660,Nick DeSimone,D,28.9,74,185,43.32346397146152,15.873973858796305,0.3490718844927623,1.436261767589
661,Nick Foligno,L,35.9,72,210,65.96564042792437,11.053114908761406,1.1270417329192308,0.3516931309363043
662,Nick Holden,D,36.4,76,210,70.59656394125057,13.998151275788477,0.0,2.374810791794857
663,Nick Jensen,D,33.0,73,205,74.80529705066834,17.583914414230136,0.0,2.405547543225849
664,Nick Leddy,D,32.5,72,205,75.7621849242159,19.08075424867048,0.6785728451824045,1.3280506216573635
665,Nick Perbix,D,25.3,74,191,68.98440211493877,15.17460931767059,0.3545117248858207,0.3817308058260913
666,Nick Ritchie,L,27.8,75,236,72.0813091823437,12.01128275928527,2.280192242623313,0.1792942488035455
667,Nick Schmaltz,C,27.6,72,181,69.51778353346883,16.185868516157452,2.905023873928243,0.6605616937101917
668,Nick Seeler,D,30.3,74,201,65.67612627753054,13.67023467452992,0.0129819864341524,1.1744003843765705
669,Nick Suzuki,C,24.1,71,208,77.56364361686087,16.72544391343097,3.3533215414218933,1.5995222932579203
670,Nick Swaney,R,26.1,70,178,42.41370782311391,11.821867695429692,0.9834875400922573,0.37773014411673567
671,Nicklas Backstrom,C,35.9,73,202,58.844211550804815,11.134802236962306,2.009597398796365,0.0
672,Nico Hischier,C,24.7,73,175,73.52142083798111,14.50790261666171,2.9663992975546325,1.9375126879826228
673,Nico Sturm,C,28.4,75,209,73.70438238827586,12.01877952929338,0.6801123168072121,1.7502445493256373
674,Nicolas Aube-Kubel,R,27.4,72,207,68.62878493738337,11.594646879877374,0.1989569826633759,0.30483303057798794
675,Nicolas Deslauriers,L,32.6,73,220,75.3908101049829,9.785232754302315,0.0,0.7239135595034241
676,Nicolas Hague,D,24.8,78,230,70.17717281764561,17.858924232504236,0.2871109941264467,1.2183368770607685
677,Nicolas Roy,C,26.7,76,202,72.11258364564485,13.734165969148108,1.7636341979800365,1.2455625703155149
678,Nikita Alexandrov,C,23.0,73,177,50.42604804730767,9.868466103301452,0.4482986211135957,0.0495946901833183
679,Nikita Kucherov,R,30.3,71,181,69.24358728229065,15.57865056172848,3.719557438176096,0.1468196535571119
680,Nikita Nesterenko,C,22.1,74,183,40.97581666134296,10.887722131461125,0.6083283317084962,0.0
681,Nikita Okhotiuk,D,22.8,73,195,40.77999131869117,13.997170334974058,0.5331888137416303,0.715656799089559
682,Nikita Soshnikov,R,30.0,71,190,45.09156435057345,11.483384180985166,0.7775355587124952,0.42009030762584254
683,Nikita Zadorov,D,28.5,78,248,75.60138654555143,17.04473611136813,0.1982125573756135,2.0551429060015094
684,Nikita Zaitsev,D,31.9,74,192,65.62453828855617,15.537894483203967,0.0,2.3324926994797255
685,Niko Mikkola,D,27.4,76,209,64.66564270178907,16.11265260786488,0.1104707931066986,1.9289536391942925
686,Nikolai Knyzhov,D,26.5,75,222,45.379609854108935,15.810626617779803,0.1340120282483503,1.155832733112108
687,Nikolaj Ehlers,L,27.6,72,169,63.75202544030115,14.05831992716828,2.692594151299335,0.180480078980084
688,Nils Aman,C,23.6,74,179,68.03200421327931,11.040146334200712,0.1441045381830188,0.9760774277933619
689,Nils Hoglander,L,22.8,69,185,48.7960850571186,11.227332762525416,0.6757788453722984,0.0
690,Nils Lundkvist,D,23.2,71,190,62.82800576868004,14.208615133564862,1.4291155059980591,0.08152960407013743
691,Nino Niederreiter,R,31.1,74,218,76.07152238492205,13.9497528482784,2.165062434226648,0.10774433477777179
692,Noah Cates,L,24.7,73,165,75.09287294580703,13.67572572450361,1.8174656102114024,1.5889577517660372
693,Noah Dobson,D,23.7,76,194,72.51806739238565,17.592009163126633,3.095157874559442,0.9098387715317162
694,Noah Gregor,C,25.2,72,190,61.84745547116802,13.213216681784056,0.7190523349301143,0.4041666173485293
695,Noah Hanifin,D,26.7,75,207,74.29954049050309,18.84488085223031,1.8701530171637104,2.183394710566704
696,Noah Juulsen,D,26.5,74,201,45.35444392697088,14.937832732378377,0.3452143491104038,1.3372501946553557
697,Noel Acciari,C,31.8,70,209,76.19019740395925,11.773498524154622,0.0,1.4501793625055348
698,Nolan Foote,L,22.8,75,196,40.9011451671839,9.998531012176043,0.5293146956022108,0.03326989659707591
699,Oliver Bjorkstrand,R,28.5,72,175,78.03070773561679,14.275622557803356,2.410781366630687,0.16803622200060464
700,Oliver Ekman-Larsson,D,32.2,74,200,67.9567051720766,17.77890192768807,1.514927673154368,1.3775974701485005
701,Oliver Wahlstrom,R,23.3,74,204,53.72176625667112,10.316103155923802,1.242452277008128,0.0
702,Olle Lycksell,R,24.1,70,163,43.40418112729292,11.315619160913537,0.7602946039015457,0.21762386804249179
703,Olli Maatta,D,29.1,74,207,69.56354766133023,17.292921913525937,0.0707957058974666,1.764551067363072
704,Ondrej Kase,R,27.9,72,187,43.60092892708387,11.882897245626909,1.010788133744207,1.1949988762837591
705,Ondrej Palat,L,32.5,72,194,68.83271772384748,13.968303196884492,1.6499341254794446,0.16116462292427813
706,Oskar Lindblom,L,27.1,73,191,74.29027247621372,10.80491786379961,0.648341846886024,0.9295493843773541
707,Oskar Olausson,R,20.9,73,180,35.60895932150113,9.93156179620987,0.484072497784735,0.0
708,Oskar Steen,C,25.6,70,193,42.8278690693611,11.235191802712992,0.6659584080523269,0.323894697078299
709,Oskar Sundqvist,C,29.5,75,220,63.53886984869369,11.735711104208038,1.651050539676534,1.1433830546060724
710,Otto Koivula,L,25.1,77,225,44.46928435564689,9.565750402654484,0.6898101615984507,0.2710822134879186
711,Owen Beck,C,19.7,71,190,33.177909519220904,9.071785869677358,0.2588767269722589,0.0
712,Owen Power,D,20.9,78,218,67.22195779729407,17.42773267968699,1.859385965303873,0.3899941487139391
713,Owen Tippett,R,24.6,73,207,70.25264750054465,14.567543990181743,2.2834252979205547,0.5060198321404173
714,Parker Kelly,L,24.4,72,190,58.02969546229036,9.228213864603935,0.3034452307131634,1.9338775541588529
715,Parker Wotherspoon,D,26.1,73,190,45.06022505025933,15.436221553057242,0.5060556859193017,1.1702379896268362
716,Pat Maroon,L,35.4,75,234,75.6797208503471,10.167476834295266,0.2016529627052774,0.0
717,Patric Hornqvist,R,36.7,71,189,51.19237720593487,7.020292665095408,0.6548439339729808,0.0
718,Patrice Bergeron,C,38.2,73,196,71.93398309600757,11.98439633888141,2.852646408403551,1.5354954125821014
719,Patrick Brown,C,31.3,73,210,62.18705110136901,10.067644019358568,0.070729743250427,1.2398704596260548
720,Patrick Kane,R,34.9,70,177,73.74364567278758,16.190663086567856,3.186404464070179,0.017796177367441657
721,Patrik Laine,L,25.5,77,205,64.29688646072688,16.336367832138716,3.33416911809656,0.22413146539653162
722,Patrik Nemeth,D,31.6,76,230,71.74856244052353,15.221975092749238,0.0,2.777180127962908
723,Paul Cotter,C,23.9,74,212,62.8596561219299,12.059845708700788,0.4002012483525059,0.017182924264461885
724,Paul Stastny,C,37.8,72,193,71.13516394750646,10.986854782928962,1.3549587887116084,0.06342721345983371
725,Pavel Buchnevich,L,28.5,73,196,71.92548196888298,15.067244780233905,2.750121263214495,1.811120818844837
726,Pavel Dorofeyev,L,22.9,73,194,46.07243323962596,11.16535271021581,1.0511369085640965,0.03627915095649559
727,Pavel Zacha,C,26.5,76,199,74.65397693690353,13.92130086302906,1.9804980274647328,1.306795817959815
728,Pavol Regenda,L,23.8,76,212,45.57372241921402,10.864797321985362,0.8410834688665167,0.17131977503223517
729,Peyton Krebs,C,22.7,72,187,66.41540807833248,12.72938160477647,1.4349091171770918,0.7484578668904895
730,Phil Kessel,"C, R",36.0,71,208,76.306061638867,11.834393360061007,1.4707147447455222,0.0
731,Philip Broberg,D,22.3,75,199,55.495573997797806,10.97954564834723,0.2715217544137389,0.6220911800635573
732,Philip Tomasino,C,22.2,72,179,50.403133026728455,10.149773904336634,1.3607877683558516,0.0
733,Philipp Kurashev,C,24.0,72,190,71.06237900551216,14.66165960618576,2.039585315192664,0.8383566302148442
734,Philippe Myers,D,26.7,78,219,45.05307523860952,15.584540535444765,0.1407037749075264,1.3432070827177451
735,Phillip Danault,C,30.6,73,200,77.09515835337457,14.652161226736446,1.847854211180561,1.7542968048551195
736,Phillip Di Giuseppe,L,30.0,72,193,56.42985271545607,11.824125474286248,0.2370421696470981,0.6055126544000962
737,Pierre Engvall,L,27.3,77,219,72.78869046756478,12.662086243608377,0.962414684762746,0.6151326457361466
738,Pierre-Edouard Bellemare,L,38.6,71,198,71.55414301372141,8.823584976812581,0.0,1.9926218038611294
739,Pierre-Luc Dubois,L,25.3,76,214,73.15195016487277,15.447572220599431,3.4373329758712408,0.28700364745497986
740,Pierre-Olivier Joseph,D,24.3,74,185,70.56215054054977,14.099288214807505,0.9716743010035882,0.35664932680310235
741,Pius Suter,C,27.4,71,179,77.33843132603494,13.374565975177704,0.5379936013170545,1.5568513249178881
742,Pontus Holmberg,R,24.6,72,202,56.10466022732947,10.196949979968172,0.6404854028205487,0.19152265560751947
743,Quinn Hughes,D,24.0,70,180,74.74739260493344,20.789283211495743,3.9875349972230327,1.479654970971143
744,Quinton Byfield,C,21.1,77,220,54.12503037611791,13.085678089917442,1.412197928364075,0.32927240426185334
745,Radek Faksa,C,29.7,75,225,77.1427184991378,12.598882432027196,0.4204040262588149,1.8228030861030269
746,Radim Simek,D,31.0,72,204,61.45921769124458,13.704103746438756,0.0,1.0135744940772202
747,Radim Zohorna,L,27.4,78,220,47.13044039504707,9.962308831211171,0.7997033764137902,0.2398454287740468
748,Radko Gudas,D,33.3,72,208,74.06510099103546,15.251591544314753,0.0,2.286070676473537
749,Rafael Harvey-Pinard,L,24.7,69,181,55.027449709738846,12.982850718504697,1.7080255815939789,1.0371973125980902
750,Rasmus Andersson,D,26.9,73,202,76.65465843968784,19.18480262892325,2.8455568141344587,2.1760834568961296
751,Rasmus Asplund,C,25.8,71,185,62.07375174717277,11.513180979905904,0.5208905485371018,0.8579992700867731
752,Rasmus Dahlin,D,23.5,75,202,75.34155721828091,21.13116701418292,3.535431976073134,1.4230016587716225
753,Rasmus Kupari,C,23.5,74,200,64.83861874392123,10.018695649873784,0.4221909185930705,1.1026866567518585
754,Rasmus Ristolainen,D,28.9,76,221,70.90955369825163,17.31351543921042,0.8643167305663653,2.211879583960981
755,Rasmus Sandin,D,23.6,71,182,63.55887765572498,17.287878453364026,1.879213668712194,0.6228920630927106
756,Reese Johnson,C,25.2,73,193,65.18474328355848,10.052495643477728,0.2263456781110249,1.0164348647435608
757,Reilly Smith,R,32.5,73,185,71.35598010143855,13.782273382534877,1.8711908648229143,1.3322214488889845
758,Rem Pitlick,C,26.5,71,186,63.13412203880334,12.021447937121373,1.1971342955513342,0.5761863071974727
759,Rickard Rakell,R,30.4,73,195,75.20944023161387,15.48266051374093,2.922883087259476,0.11484081702756632
760,Ridly Greig,C,21.1,72,183,44.05471678601752,10.068900854395524,0.6927588105407063,0.0
761,Riley Sheahan,C,31.8,74,214,44.70271501572829,9.377111022438855,0.0,1.7431044258645836
762,Riley Stillman,D,25.6,73,196,58.83796363021439,14.469195641359196,0.175984691144627,1.282786238371656
763,Riley Tufte,L,25.5,78,230,42.747556115948,10.646900338229454,0.7670639490515212,0.2887110356187442
764,Robby Fabbri,C,27.7,71,185,54.83356651423283,13.940546849563944,2.688698220894389,0.20702654522254937
765,Robert Bortuzzo,D,34.5,76,216,62.21769460109629,11.56347476240684,0.0,1.8129813206273568
766,Robert Hagg,D,28.6,74,210,57.88183404190714,14.825022694461705,0.0,1.6803484217646287
767,Robert Thomas,C,24.2,72,218,67.6950748008579,15.571482681733483,2.8636893043794185,1.1920384127786932
768,Robin Salo,D,25.0,74,190,43.66505271664212,14.387637715405592,1.100988644542351,0.5987507877635241
769,Roland McKeown,D,27.7,73,195,43.55293845048178,15.852735136167611,0.4478238614091485,1.4048670399448535
770,Roman Josi,D,33.3,73,201,71.40336143646141,20.59721007496772,3.0581763142853244,0.9835206000129206
771,Ronnie Attard,D,24.5,75,208,39.36285765599014,15.221075568581576,0.8579050385329667,1.1533528435336913
772,Roope Hintz,C,26.9,75,215,72.11465718593905,14.452652712313462,2.973981615932537,1.055122175226552
773,Ross Colton,C,27.1,72,194,71.03540423872671,11.649380256260176,1.350450361481388,0.18911833830273705
774,Ross Johnston,L,29.6,77,230,50.48780745669896,9.581434583451552,0.1130825771302985,0.17576969986615254
775,Rourke Chartier,C,27.5,71,190,45.4908115611256,11.563214384508267,0.8904429167659524,0.5573327084318693
