,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 EV ATOI,Y2 EV ATOI,Y3 EV ATOI,Y4 EV ATOI,Y5 EV ATOI,Y5 dEV ATOI
Sidney Crosby 2023,Sidney Crosby,2023,C,35.152,71,200,79.0,48.0,80.0,69,82,17.1975,16.0671,17.1973,16.4693,16.185,-0.5478000000000023
Anze Kopitar 2009,Anze Kopitar,2009,C,21.107,75,225,,,,82,82,,,,15.4803,15.0681,-0.41220000000000034
Anze Kopitar 2010,Anze Kopitar,2010,C,22.106,75,225,,,82.0,82,82,,,15.4803,15.0681,16.2722,0.9980000000000011
Anze Kopitar 2011,Anze Kopitar,2011,C,23.105,75,225,,82.0,82.0,82,75,,15.4803,15.0681,16.2722,15.8782,0.27133333333333276
Anze Kopitar 2012,Anze Kopitar,2012,C,24.105,75,225,82.0,82.0,82.0,75,82,15.4803,15.0681,16.2722,15.8782,15.665,-0.009700000000000486
Anze Kopitar 2013,Anze Kopitar,2013,C,25.107,75,225,82.0,82.0,75.0,82,80,15.0681,16.2722,15.8782,15.665,16.1801,0.459225
Anze Kopitar 2014,Anze Kopitar,2014,C,26.106,75,225,82.0,75.0,82.0,80,82,16.2722,15.8782,15.665,16.1801,15.4628,-0.5360750000000003
Anze Kopitar 2015,Anze Kopitar,2015,C,27.105,75,225,75.0,82.0,80.0,82,79,15.8782,15.665,16.1801,15.4628,14.8451,-0.9514249999999986
Anze Kopitar 2016,Anze Kopitar,2016,C,28.105,75,225,82.0,80.0,82.0,79,81,15.665,16.1801,15.4628,14.8451,16.1533,0.6150500000000019
Anze Kopitar 2017,Anze Kopitar,2017,C,29.107,75,225,80.0,82.0,79.0,81,76,16.1801,15.4628,14.8451,16.1533,15.8467,0.18637499999999996
Anze Kopitar 2018,Anze Kopitar,2018,C,30.106,75,225,82.0,79.0,81.0,76,82,15.4628,14.8451,16.1533,15.8467,17.0183,1.441324999999999
Anze Kopitar 2019,Anze Kopitar,2019,C,31.106,75,225,79.0,81.0,76.0,82,81,14.8451,16.1533,15.8467,17.0183,17.486,1.520150000000001
Anze Kopitar 2020,Anze Kopitar,2020,C,32.105,75,225,81.0,76.0,82.0,81,82,16.1533,15.8467,17.0183,17.486,16.2712,-0.35487499999999983
Anze Kopitar 2021,Anze Kopitar,2021,C,33.107,75,225,76.0,82.0,81.0,82,82,15.8467,17.0183,17.486,16.2712,15.8878,-0.7677500000000013
Anze Kopitar 2022,Anze Kopitar,2022,C,34.106,75,225,82.0,81.0,82.0,82,81,17.0183,17.486,16.2712,15.8878,15.6922,-0.973625000000002
Anze Kopitar 2023,Anze Kopitar,2023,C,35.106,75,225,81.0,82.0,82.0,81,82,17.486,16.2712,15.8878,15.6922,15.3791,-0.9551999999999996
T.J. Oshie 2010,T.J. Oshie,2010,R,22.774,72,187,,,,57,76,,,,11.9953,13.4136,1.4183000000000003
T.J. Oshie 2011,T.J. Oshie,2011,R,23.773,72,187,,,57.0,76,49,,,11.9953,13.4136,14.6656,1.9611499999999982
T.J. Oshie 2012,T.J. Oshie,2012,R,24.773,72,187,,57.0,76.0,49,80,,11.9953,13.4136,14.6656,15.2396,1.881433333333332
T.J. Oshie 2013,T.J. Oshie,2013,R,25.775,72,187,57.0,76.0,49.0,80,51,11.9953,13.4136,14.6656,15.2396,14.9722,1.1436750000000018
T.J. Oshie 2014,T.J. Oshie,2014,R,26.774,72,187,76.0,49.0,80.0,51,79,13.4136,14.6656,15.2396,14.9722,14.4726,-0.1001499999999993
T.J. Oshie 2015,T.J. Oshie,2015,R,27.774,72,187,49.0,80.0,51.0,79,72,14.6656,15.2396,14.9722,14.4726,15.1609,0.32339999999999947
T.J. Oshie 2016,T.J. Oshie,2016,R,28.773,72,187,80.0,51.0,79.0,72,80,15.2396,14.9722,14.4726,15.1609,14.5046,-0.4567250000000005
T.J. Oshie 2017,T.J. Oshie,2017,R,29.775,72,187,51.0,79.0,72.0,80,68,14.9722,14.4726,15.1609,14.5046,13.9311,-0.8464749999999999
T.J. Oshie 2018,T.J. Oshie,2018,R,30.774,72,187,79.0,72.0,80.0,68,74,14.4726,15.1609,14.5046,13.9311,14.2581,-0.2591999999999999
T.J. Oshie 2019,T.J. Oshie,2019,R,31.774,72,187,72.0,80.0,68.0,74,69,15.1609,14.5046,13.9311,14.2581,14.6572,0.19352499999999928
T.J. Oshie 2020,T.J. Oshie,2020,R,32.773,72,187,80.0,68.0,74.0,69,81,14.5046,13.9311,14.2581,14.6572,14.4449,0.10715000000000074
T.J. Oshie 2021,T.J. Oshie,2021,R,33.775,72,187,68.0,74.0,69.0,81,77,13.9311,14.2581,14.6572,14.4449,14.4629,0.1400749999999995
T.J. Oshie 2022,T.J. Oshie,2022,R,34.774,72,187,74.0,69.0,81.0,77,44,14.2581,14.6572,14.4449,14.4629,13.6227,-0.8330749999999991
T.J. Oshie 2023,T.J. Oshie,2023,R,35.774,72,187,69.0,81.0,77.0,44,58,14.6572,14.4449,14.4629,13.6227,13.477,-0.8199249999999996
Andrew Cogliano 2009,Andrew Cogliano,2009,C,21.301,70,179,,,,82,82,,,,10.7915,11.8425,1.0510000000000002
Andrew Cogliano 2010,Andrew Cogliano,2010,C,22.3,70,179,,,82.0,82,82,,,10.7915,11.8425,12.5012,1.1842000000000006
Andrew Cogliano 2011,Andrew Cogliano,2011,C,23.3,70,179,,82.0,82.0,82,82,,10.7915,11.8425,12.5012,13.5874,1.8756666666666675
Andrew Cogliano 2012,Andrew Cogliano,2012,C,24.299,70,179,82.0,82.0,82.0,82,82,10.7915,11.8425,12.5012,13.5874,12.5411,0.36045000000000016
Andrew Cogliano 2013,Andrew Cogliano,2013,C,25.301,70,179,82.0,82.0,82.0,82,82,11.8425,12.5012,13.5874,12.5411,13.5528,0.9347499999999993
Andrew Cogliano 2014,Andrew Cogliano,2014,C,26.301,70,179,82.0,82.0,82.0,82,82,12.5012,13.5874,12.5411,13.5528,13.5215,0.4758749999999985
Andrew Cogliano 2015,Andrew Cogliano,2015,C,27.3,70,179,82.0,82.0,82.0,82,82,13.5874,12.5411,13.5528,13.5215,12.8404,-0.4602999999999984
Andrew Cogliano 2016,Andrew Cogliano,2016,C,28.299,70,179,82.0,82.0,82.0,82,82,12.5411,13.5528,13.5215,12.8404,12.4679,-0.6460499999999989
Andrew Cogliano 2017,Andrew Cogliano,2017,C,29.301,70,179,82.0,82.0,82.0,82,82,13.5528,13.5215,12.8404,12.4679,13.2874,0.19175000000000075
Andrew Cogliano 2018,Andrew Cogliano,2018,C,30.301,70,179,82.0,82.0,82.0,82,80,13.5215,12.8404,12.4679,13.2874,13.375,0.3457000000000008
Andrew Cogliano 2019,Andrew Cogliano,2019,C,31.3,70,179,82.0,82.0,82.0,80,78,12.8404,12.4679,13.2874,13.375,11.1771,-1.8155750000000008
Andrew Cogliano 2020,Andrew Cogliano,2020,C,32.299,70,179,82.0,82.0,80.0,78,80,12.4679,13.2874,13.375,11.1771,10.8431,-1.7337500000000006
Andrew Cogliano 2021,Andrew Cogliano,2021,C,33.301,70,179,82.0,80.0,78.0,80,79,13.2874,13.375,11.1771,10.8431,12.317,0.14634999999999998
Andrew Cogliano 2022,Andrew Cogliano,2022,C,34.301,70,179,80.0,78.0,80.0,79,74,13.375,11.1771,10.8431,12.317,10.7923,-1.1357499999999998
Andrew Cogliano 2023,Andrew Cogliano,2023,C,35.3,70,179,78.0,80.0,79.0,74,79,11.1771,10.8431,12.317,10.7923,10.6637,-0.6186749999999996
Darren Helm 2011,Darren Helm,2011,C,23.694,72,192,,7.0,16.0,75,82,,6.75,11.4625,11.8364,10.1843,0.16800000000000104
Darren Helm 2012,Darren Helm,2012,C,24.693,72,192,7.0,16.0,75.0,82,68,6.75,11.4625,11.8364,10.1843,12.0363,1.9780000000000015
Darren Helm 2015,Darren Helm,2015,C,27.694,72,192,82.0,68.0,1.0,42,75,10.1843,12.0363,7.2333,12.325,12.8558,2.4110750000000003
Darren Helm 2016,Darren Helm,2016,C,28.693,72,192,68.0,1.0,42.0,75,77,12.0363,7.2333,12.325,12.8558,12.5426,1.4299999999999997
Darren Helm 2017,Darren Helm,2017,C,29.696,72,192,1.0,42.0,75.0,77,50,7.2333,12.325,12.8558,12.5426,12.862,1.6228250000000006
Darren Helm 2018,Darren Helm,2018,C,30.695,72,192,42.0,75.0,77.0,50,75,12.325,12.8558,12.5426,12.862,13.4207,0.7743500000000001
Darren Helm 2019,Darren Helm,2019,C,31.694,72,192,75.0,77.0,50.0,75,61,12.8558,12.5426,12.862,13.4207,12.6339,-0.2863749999999996
Darren Helm 2020,Darren Helm,2020,C,32.694,72,192,77.0,50.0,75.0,61,80,12.5426,12.862,13.4207,12.6339,12.0152,-0.8496000000000006
Darren Helm 2021,Darren Helm,2021,C,33.696,72,192,50.0,75.0,61.0,80,68,12.862,13.4207,12.6339,12.0152,12.6943,-0.03865000000000052
Darren Helm 2022,Darren Helm,2022,C,34.695,72,192,75.0,61.0,80.0,68,68,13.4207,12.6339,12.0152,12.6943,8.5885,-4.102525
Ryan Reaves 2013,Ryan Reaves,2013,R,25.698,74,225,,,28.0,60,73,,,6.6601,6.4631,7.4012,0.8395999999999999
Ryan Reaves 2014,Ryan Reaves,2014,R,26.698,74,225,,28.0,60.0,73,63,,6.6601,6.4631,7.4012,8.4921,1.6506333333333343
Ryan Reaves 2015,Ryan Reaves,2015,R,27.697,74,225,28.0,60.0,73.0,63,81,6.6601,6.4631,7.4012,8.4921,8.4784,1.2242750000000004
Ryan Reaves 2016,Ryan Reaves,2016,R,28.696,74,225,60.0,73.0,63.0,81,64,6.4631,7.4012,8.4921,8.4784,8.0036,0.29490000000000016
Ryan Reaves 2017,Ryan Reaves,2017,R,29.698,74,225,73.0,63.0,81.0,64,80,7.4012,8.4921,8.4784,8.0036,8.8537,0.7598749999999992
Ryan Reaves 2018,Ryan Reaves,2018,R,30.698,74,225,63.0,81.0,64.0,80,79,8.4921,8.4784,8.0036,8.8537,7.5407,-0.9162500000000007
Ryan Reaves 2019,Ryan Reaves,2019,R,31.697,74,225,81.0,64.0,80.0,79,80,8.4784,8.0036,8.8537,7.5407,10.1317,1.9125999999999994
Ryan Reaves 2020,Ryan Reaves,2020,R,32.696,74,225,64.0,80.0,79.0,80,83,8.0036,8.8537,7.5407,10.1317,9.8371,1.204675
Ryan Reaves 2021,Ryan Reaves,2021,R,33.698,74,225,80.0,79.0,80.0,83,54,8.8537,7.5407,10.1317,9.8371,9.8622,0.7713999999999999
Ryan Reaves 2022,Ryan Reaves,2022,R,34.698,74,225,79.0,80.0,83.0,54,69,7.5407,10.1317,9.8371,9.8622,10.5568,1.2138750000000016
Ryan Reaves 2023,Ryan Reaves,2023,R,35.697,74,225,80.0,83.0,54.0,69,73,10.1317,9.8371,9.8622,10.5568,9.2685,-0.8284500000000001
Patric Hornqvist 2011,Patric Hornqvist,2011,R,23.749,71,189,,,28.0,80,79,,,10.3893,12.789,12.9401,1.3509499999999992
Patric Hornqvist 2012,Patric Hornqvist,2012,R,24.748,71,189,,28.0,80.0,79,76,,10.3893,12.789,12.9401,12.7325,0.6930333333333341
Patric Hornqvist 2013,Patric Hornqvist,2013,R,25.75,71,189,28.0,80.0,79.0,76,41,10.3893,12.789,12.9401,12.7325,13.4167,1.2039750000000016
Patric Hornqvist 2014,Patric Hornqvist,2014,R,26.75,71,189,80.0,79.0,76.0,41,76,12.789,12.9401,12.7325,13.4167,13.9274,0.9578250000000015
Patric Hornqvist 2015,Patric Hornqvist,2015,R,27.749,71,189,79.0,76.0,41.0,76,64,12.9401,12.7325,13.4167,13.9274,14.2964,1.0422250000000002
Patric Hornqvist 2016,Patric Hornqvist,2016,R,28.748,71,189,76.0,41.0,76.0,64,82,12.7325,13.4167,13.9274,14.2964,13.7673,0.17404999999999937
Patric Hornqvist 2017,Patric Hornqvist,2017,R,29.75,71,189,41.0,76.0,64.0,82,70,13.4167,13.9274,14.2964,13.7673,12.9062,-0.9457500000000003
Patric Hornqvist 2018,Patric Hornqvist,2018,R,30.75,71,189,76.0,64.0,82.0,70,70,13.9274,14.2964,13.7673,12.9062,13.7717,0.047374999999998835
Patric Hornqvist 2019,Patric Hornqvist,2019,R,31.749,71,189,64.0,82.0,70.0,70,69,14.2964,13.7673,12.9062,13.7717,12.7249,-0.9604999999999997
Patric Hornqvist 2020,Patric Hornqvist,2020,R,32.748,71,189,82.0,70.0,70.0,69,61,13.7673,12.9062,13.7717,12.7249,12.6228,-0.6697249999999997
Patric Hornqvist 2021,Patric Hornqvist,2021,R,33.75,71,189,70.0,70.0,69.0,61,64,12.9062,13.7717,12.7249,12.6228,12.6663,-0.3400999999999996
Patric Hornqvist 2022,Patric Hornqvist,2022,R,34.75,71,189,70.0,69.0,61.0,64,65,13.7717,12.7249,12.6228,12.6663,10.5395,-2.4069249999999993
Brad Marchand 2012,Brad Marchand,2012,L,23.39,69,176,,,20.0,77,76,,,10.6708,11.8465,14.034,2.7753500000000013
Brad Marchand 2013,Brad Marchand,2013,L,24.392,69,176,,20.0,77.0,76,76,,10.6708,11.8465,14.034,13.9219,1.7381333333333338
Brad Marchand 2014,Brad Marchand,2014,L,25.392,69,176,20.0,77.0,76.0,76,82,10.6708,11.8465,14.034,13.9219,13.8683,1.2499999999999982
Brad Marchand 2015,Brad Marchand,2015,L,26.391,69,176,77.0,76.0,76.0,82,77,11.8465,14.034,13.9219,13.8683,14.5273,1.1096249999999994
Brad Marchand 2016,Brad Marchand,2016,L,27.39,69,176,76.0,76.0,82.0,77,77,14.034,13.9219,13.8683,14.5273,15.1011,1.0132250000000003
Brad Marchand 2017,Brad Marchand,2017,L,28.392,69,176,76.0,82.0,77.0,77,80,13.9219,13.8683,14.5273,15.1011,14.8667,0.5120500000000003
Brad Marchand 2018,Brad Marchand,2018,L,29.392,69,176,82.0,77.0,77.0,80,68,13.8683,14.5273,15.1011,14.8667,14.7926,0.20175000000000054
Brad Marchand 2019,Brad Marchand,2019,L,30.391,69,176,77.0,77.0,80.0,68,79,14.5273,15.1011,14.8667,14.7926,14.8909,0.06897500000000001
Brad Marchand 2020,Brad Marchand,2020,L,31.39,69,176,77.0,80.0,68.0,79,82,15.1011,14.8667,14.7926,14.8909,14.076,-0.8368249999999993
Brad Marchand 2021,Brad Marchand,2021,L,32.392,69,176,80.0,68.0,79.0,82,77,14.8667,14.7926,14.8909,14.076,14.0579,-0.5986499999999992
Brad Marchand 2022,Brad Marchand,2022,L,33.392,69,176,68.0,79.0,82.0,77,70,14.7926,14.8909,14.076,14.0579,14.1062,-0.3481500000000004
Brad Marchand 2023,Brad Marchand,2023,L,34.391,69,176,79.0,82.0,77.0,70,73,14.8909,14.076,14.0579,14.1062,13.608,-0.6747499999999995
Nick Foligno 2009,Nick Foligno,2009,L,20.92,72,210,,,,45,81,,,,8.7541,11.3381,2.5840000000000014
Nick Foligno 2010,Nick Foligno,2010,L,21.92,72,210,,,45.0,81,61,,,8.7541,11.3381,12.5664,2.5203000000000007
Nick Foligno 2011,Nick Foligno,2011,L,22.919,72,210,,45.0,81.0,61,82,,8.7541,11.3381,12.5664,13.7752,2.8889999999999993
Nick Foligno 2012,Nick Foligno,2012,L,23.919,72,210,45.0,81.0,61.0,82,82,8.7541,11.3381,12.5664,13.7752,13.1211,1.5126500000000007
Nick Foligno 2013,Nick Foligno,2013,L,24.921,72,210,81.0,61.0,82.0,82,76,11.3381,12.5664,13.7752,13.1211,14.4548,1.7546
Nick Foligno 2014,Nick Foligno,2014,L,25.92,72,210,61.0,82.0,82.0,76,70,12.5664,13.7752,13.1211,14.4548,14.1043,0.6249249999999993
Nick Foligno 2015,Nick Foligno,2015,L,26.919,72,210,82.0,82.0,76.0,70,79,13.7752,13.1211,14.4548,14.1043,14.958,1.0941500000000008
Nick Foligno 2016,Nick Foligno,2016,L,27.919,72,210,82.0,76.0,70.0,79,72,13.1211,14.4548,14.1043,14.958,14.265,0.10545000000000115
Nick Foligno 2017,Nick Foligno,2017,L,28.921,72,210,76.0,70.0,79.0,72,79,14.4548,14.1043,14.958,14.265,15.1327,0.6871749999999999
Nick Foligno 2018,Nick Foligno,2018,L,29.92,72,210,70.0,79.0,72.0,79,72,14.1043,14.958,14.265,15.1327,14.7403,0.1252999999999993
Nick Foligno 2019,Nick Foligno,2019,L,30.919,72,210,79.0,72.0,79.0,72,73,14.958,14.265,15.1327,14.7403,14.3687,-0.40530000000000044
Nick Foligno 2020,Nick Foligno,2020,L,31.919,72,210,72.0,79.0,72.0,73,79,14.265,15.1327,14.7403,14.3687,15.21,0.5833250000000003
Nick Foligno 2021,Nick Foligno,2021,L,32.921,72,210,79.0,72.0,73.0,79,71,15.1327,14.7403,14.3687,15.21,14.0446,-0.8183249999999997
Nick Foligno 2022,Nick Foligno,2022,L,33.92,72,210,72.0,73.0,79.0,71,64,14.7403,14.3687,15.21,14.0446,10.9271,-3.663800000000002
Nick Foligno 2023,Nick Foligno,2023,L,34.92,72,210,73.0,79.0,71.0,64,60,14.3687,15.21,14.0446,10.9271,10.8208,-2.8168000000000006
Kyle Okposo 2010,Kyle Okposo,2010,R,21.46,72,218,,,9.0,65,80,,,13.6556,13.4577,14.4079,0.8512499999999985
Kyle Okposo 2013,Kyle Okposo,2013,R,24.461,72,218,65.0,80.0,38.0,79,82,13.4577,14.4079,13.5329,15.2918,15.2559,1.0833250000000003
Kyle Okposo 2014,Kyle Okposo,2014,R,25.46,72,218,80.0,38.0,79.0,82,71,14.4079,13.5329,15.2918,15.2559,16.2775,1.6553749999999994
Kyle Okposo 2015,Kyle Okposo,2015,R,26.459,72,218,38.0,79.0,82.0,71,60,13.5329,15.2918,15.2559,16.2775,15.7458,0.656274999999999
Kyle Okposo 2016,Kyle Okposo,2016,R,27.459,72,218,79.0,82.0,71.0,60,79,15.2918,15.2559,16.2775,15.7458,15.1707,-0.4720499999999994
Kyle Okposo 2017,Kyle Okposo,2017,R,28.461,72,218,82.0,71.0,60.0,79,65,15.2559,16.2775,15.7458,15.1707,15.6377,0.02522500000000072
Kyle Okposo 2018,Kyle Okposo,2018,R,29.46,72,218,71.0,60.0,79.0,65,76,16.2775,15.7458,15.1707,15.6377,13.4941,-2.213825
Kyle Okposo 2019,Kyle Okposo,2019,R,30.459,72,218,60.0,79.0,65.0,76,78,15.7458,15.1707,15.6377,13.4941,11.881,-3.131074999999999
Kyle Okposo 2020,Kyle Okposo,2020,R,31.459,72,218,79.0,65.0,76.0,78,61,15.1707,15.6377,13.4941,11.881,12.0109,-2.034975000000001
Kyle Okposo 2021,Kyle Okposo,2021,R,32.461,72,218,65.0,76.0,78.0,61,51,15.6377,13.4941,11.881,12.0109,12.1486,-1.1073249999999994
Kyle Okposo 2022,Kyle Okposo,2022,R,33.46,72,218,76.0,78.0,61.0,51,74,13.4941,11.881,12.0109,12.1486,13.5892,1.2055500000000006
Kyle Okposo 2023,Kyle Okposo,2023,R,34.46,72,218,78.0,61.0,51.0,74,75,11.881,12.0109,12.1486,13.5892,12.6429,0.2354749999999992
Trevor Lewis 2012,Trevor Lewis,2012,C,24.729,73,201,,6.0,5.0,72,72,,11.4472,8.7467,9.6588,11.2734,1.3224999999999998
Trevor Lewis 2013,Trevor Lewis,2013,C,25.731,73,201,6.0,5.0,72.0,72,82,11.4472,8.7467,9.6588,11.2734,12.5656,2.2840749999999996
Trevor Lewis 2014,Trevor Lewis,2014,C,26.73,73,201,5.0,72.0,72.0,82,73,8.7467,9.6588,11.2734,12.5656,11.06,0.49887499999999996
Trevor Lewis 2015,Trevor Lewis,2015,C,27.73,73,201,72.0,72.0,82.0,73,73,9.6588,11.2734,12.5656,11.06,12.3966,1.2571499999999993
Trevor Lewis 2016,Trevor Lewis,2016,C,28.729,73,201,72.0,82.0,73.0,73,75,11.2734,12.5656,11.06,12.3966,12.6733,0.8493999999999993
Trevor Lewis 2017,Trevor Lewis,2017,C,29.731,73,201,82.0,73.0,73.0,75,82,12.5656,11.06,12.3966,12.6733,12.8407,0.6668250000000011
Trevor Lewis 2018,Trevor Lewis,2018,C,30.73,73,201,73.0,73.0,75.0,82,68,11.06,12.3966,12.6733,12.8407,13.0806,0.8379500000000011
Trevor Lewis 2019,Trevor Lewis,2019,C,31.73,73,201,73.0,75.0,82.0,68,44,12.3966,12.6733,12.8407,13.0806,12.4773,-0.2705000000000002
Trevor Lewis 2020,Trevor Lewis,2020,C,32.729,73,201,75.0,82.0,68.0,44,66,12.6733,12.8407,13.0806,12.4773,10.9051,-1.8628750000000007
Trevor Lewis 2021,Trevor Lewis,2021,C,33.731,73,201,82.0,68.0,44.0,66,82,12.8407,13.0806,12.4773,10.9051,8.0134,-4.312524999999999
Trevor Lewis 2022,Trevor Lewis,2022,C,34.731,73,201,68.0,44.0,66.0,82,80,13.0806,12.4773,10.9051,8.0134,10.995,-0.12410000000000032
Trevor Lewis 2023,Trevor Lewis,2023,C,35.73,73,201,44.0,66.0,82.0,80,82,12.4773,10.9051,8.0134,10.995,10.2423,-0.3553999999999995
Milan Lucic 2009,Milan Lucic,2009,L,20.318,75,240,,,,77,72,,,,11.0251,13.2317,2.2066
Milan Lucic 2010,Milan Lucic,2010,L,21.317,75,240,,,77.0,72,50,,,11.0251,13.2317,13.5833,1.4549000000000003
Milan Lucic 2011,Milan Lucic,2011,L,22.317,75,240,,77.0,72.0,50,79,,11.0251,13.2317,13.5833,14.0304,1.4170333333333343
Milan Lucic 2012,Milan Lucic,2012,L,23.316,75,240,77.0,72.0,50.0,79,81,11.0251,13.2317,13.5833,14.0304,14.7753,1.8076749999999997
Milan Lucic 2013,Milan Lucic,2013,L,24.318,75,240,72.0,50.0,79.0,81,78,13.2317,13.5833,14.0304,14.7753,14.8848,0.9796250000000004
Milan Lucic 2014,Milan Lucic,2014,L,25.318,75,240,50.0,79.0,81.0,78,80,13.5833,14.0304,14.7753,14.8848,15.0067,0.68825
Milan Lucic 2015,Milan Lucic,2015,L,26.317,75,240,79.0,81.0,78.0,80,81,14.0304,14.7753,14.8848,15.0067,14.4895,-0.18480000000000096
Milan Lucic 2016,Milan Lucic,2016,L,27.316,75,240,81.0,78.0,80.0,81,81,14.7753,14.8848,15.0067,14.4895,15.0601,0.27102499999999985
Milan Lucic 2017,Milan Lucic,2017,L,28.318,75,240,78.0,80.0,81.0,81,82,14.8848,15.0067,14.4895,15.0601,14.4303,-0.4299749999999989
Milan Lucic 2018,Milan Lucic,2018,L,29.318,75,240,80.0,81.0,81.0,82,82,15.0067,14.4895,15.0601,14.4303,13.7929,-0.9537500000000012
Milan Lucic 2019,Milan Lucic,2019,L,30.317,75,240,81.0,81.0,82.0,82,79,14.4895,15.0601,14.4303,13.7929,11.8759,-2.5673000000000012
Milan Lucic 2020,Milan Lucic,2020,L,31.316,75,240,81.0,82.0,82.0,79,80,15.0601,14.4303,13.7929,11.8759,11.6471,-2.1426999999999996
Milan Lucic 2021,Milan Lucic,2021,L,32.318,75,240,82.0,82.0,79.0,80,82,14.4303,13.7929,11.8759,11.6471,12.1048,-0.8317500000000013
Milan Lucic 2022,Milan Lucic,2022,L,33.318,75,240,82.0,79.0,80.0,82,82,13.7929,11.8759,11.6471,12.1048,11.0854,-1.2697749999999992
Milan Lucic 2023,Milan Lucic,2023,L,34.317,75,240,79.0,80.0,82.0,82,77,11.8759,11.6471,12.1048,11.0854,11.0565,-0.6218000000000004
Cal Clutterbuck 2010,Cal Clutterbuck,2010,R,21.871,72,212,,,2.0,78,74,,,7.0833,11.8032,12.1622,2.7189499999999995
Cal Clutterbuck 2011,Cal Clutterbuck,2011,R,22.87,72,212,,2.0,78.0,74,76,,7.0833,11.8032,12.1622,12.3026,1.953033333333332
Cal Clutterbuck 2012,Cal Clutterbuck,2012,R,23.869,72,212,2.0,78.0,74.0,76,74,7.0833,11.8032,12.1622,12.3026,12.7545,1.9166749999999997
Cal Clutterbuck 2013,Cal Clutterbuck,2013,R,24.871,72,212,78.0,74.0,76.0,74,71,11.8032,12.1622,12.3026,12.7545,11.9925,-0.2631250000000005
Cal Clutterbuck 2014,Cal Clutterbuck,2014,R,25.871,72,212,74.0,76.0,74.0,71,73,12.1622,12.3026,12.7545,11.9925,11.2183,-1.08465
Cal Clutterbuck 2015,Cal Clutterbuck,2015,R,26.87,72,212,76.0,74.0,71.0,73,76,12.3026,12.7545,11.9925,11.2183,11.1147,-0.9522750000000002
Cal Clutterbuck 2016,Cal Clutterbuck,2016,R,27.869,72,212,74.0,71.0,73.0,76,77,12.7545,11.9925,11.2183,11.1147,9.8361,-1.9338999999999995
Cal Clutterbuck 2017,Cal Clutterbuck,2017,R,28.871,72,212,71.0,73.0,76.0,77,66,11.9925,11.2183,11.1147,9.8361,11.4682,0.4277999999999995
Cal Clutterbuck 2018,Cal Clutterbuck,2018,R,29.871,72,212,73.0,76.0,77.0,66,76,11.2183,11.1147,9.8361,11.4682,10.586,-0.32332499999999875
Cal Clutterbuck 2019,Cal Clutterbuck,2019,R,30.87,72,212,76.0,77.0,66.0,76,73,11.1147,9.8361,11.4682,10.586,10.8626,0.11135000000000161
Cal Clutterbuck 2020,Cal Clutterbuck,2020,R,31.869,72,212,77.0,66.0,76.0,73,43,9.8361,11.4682,10.586,10.8626,11.1149,0.42667500000000125
Cal Clutterbuck 2021,Cal Clutterbuck,2021,R,32.872,72,212,66.0,76.0,73.0,43,73,11.4682,10.586,10.8626,11.1149,11.4907,0.4827750000000002
Cal Clutterbuck 2022,Cal Clutterbuck,2022,R,33.871,72,212,76.0,73.0,43.0,73,59,10.586,10.8626,11.1149,11.4907,11.9373,0.9237500000000001
Cal Clutterbuck 2023,Cal Clutterbuck,2023,R,34.87,72,212,73.0,43.0,73.0,59,49,10.8626,11.1149,11.4907,11.9373,10.4697,-0.8816750000000013
Claude Giroux 2010,Claude Giroux,2010,R,21.72,71,190,,,2.0,42,82,,,8.2583,12.9563,12.9435,2.3362
Claude Giroux 2011,Claude Giroux,2011,R,22.719,71,190,,2.0,42.0,82,82,,8.2583,12.9563,12.9435,14.2354,2.8493666666666666
Claude Giroux 2012,Claude Giroux,2012,R,23.719,71,190,2.0,42.0,82.0,82,77,8.2583,12.9563,12.9435,14.2354,15.3561,3.257724999999999
Claude Giroux 2013,Claude Giroux,2013,R,24.721,71,190,42.0,82.0,82.0,77,82,12.9563,12.9435,14.2354,15.3561,15.7667,1.8938749999999995
Claude Giroux 2014,Claude Giroux,2014,R,25.72,71,190,82.0,82.0,77.0,82,82,12.9435,14.2354,15.3561,15.7667,15.7341,1.1586750000000006
Claude Giroux 2015,Claude Giroux,2015,R,26.719,71,190,82.0,77.0,82.0,82,81,14.2354,15.3561,15.7667,15.7341,16.4953,1.222225
Claude Giroux 2016,Claude Giroux,2016,R,27.719,71,190,77.0,82.0,82.0,81,78,15.3561,15.7667,15.7341,16.4953,15.2109,-0.6271499999999985
Claude Giroux 2017,Claude Giroux,2017,R,28.721,71,190,82.0,82.0,81.0,78,82,15.7667,15.7341,16.4953,15.2109,15.1114,-0.6903500000000005
Claude Giroux 2018,Claude Giroux,2018,R,29.72,71,190,82.0,81.0,78.0,82,82,15.7341,16.4953,15.2109,15.1114,16.1012,0.46327499999999944
Claude Giroux 2019,Claude Giroux,2019,R,30.72,71,190,81.0,78.0,82.0,82,82,16.4953,15.2109,15.1114,16.1012,16.201,0.47130000000000116
Claude Giroux 2020,Claude Giroux,2020,R,31.719,71,190,78.0,82.0,82.0,82,81,15.2109,15.1114,16.1012,16.201,14.8234,-0.8327249999999999
Claude Giroux 2021,Claude Giroux,2021,R,32.721,71,190,82.0,82.0,82.0,81,79,15.1114,16.1012,16.201,14.8234,14.7312,-0.8280499999999993
