,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 EV ATOI,Y2 EV ATOI,Y3 EV ATOI,Y4 EV ATOI,Y5 EV ATOI,Y1 EV A1/60,Y2 EV A1/60,Y3 EV A1/60,Y4 EV A1/60,Y5 EV A1/60,Y5 dEV A1/60,Y1 EV A2/60,Y2 EV A2/60,Y3 EV A2/60,Y4 EV A2/60,Y5 EV A2/60,Y1 EV Rebounds Created/60,Y2 EV Rebounds Created/60,Y3 EV Rebounds Created/60,Y4 EV Rebounds Created/60,Y5 EV Rebounds Created/60,Y1 EV Rush Attempts/60,Y2 EV Rush Attempts/60,Y3 EV Rush Attempts/60,Y4 EV Rush Attempts/60,Y5 EV Rush Attempts/60,Y1 EV oixGF/60,Y2 EV oixGF/60,Y3 EV oixGF/60,Y4 EV oixGF/60,Y5 EV oixGF/60
Mike Fisher 2014,Mike Fisher,2014,C,33.323,73,216,79.0,82.0,72.0,64,75,14.1243,14.6193,15.7472,15.3066,15.5249,0.6453,0.3003,0.4763,0.5158,0.5668,-0.2935000000000001,0.5915,0.0501,0.4234,0.1032,0.5668,0.4302,0.4004,0.2646,0.1032,0.9791,0.3764,0.7007,0.2117,0.2063,2.3482,2.2402,1.9545,2.1094,1.9527,2.3482
Mike Fisher 2015,Mike Fisher,2015,C,34.323,73,216,82.0,72.0,64.0,75,59,14.6193,15.7472,15.3066,15.5249,14.065,0.3003,0.4763,0.5158,0.5668,0.9399,0.07512499999999989,0.0501,0.4234,0.1032,0.5668,0.2892,0.4004,0.2646,0.1032,0.9791,0.3615,0.7007,0.2117,0.2063,0.4122,2.5328,1.9545,2.1094,1.9527,2.3482,2.5328
Mike Fisher 2016,Mike Fisher,2016,C,35.322,73,216,72.0,64.0,75.0,59,70,15.7472,15.3066,15.5249,14.065,13.1362,0.4763,0.5158,0.5668,0.9399,0.3263,-0.562125,0.4234,0.1032,0.5668,0.2892,0.1305,0.2646,0.1032,0.9791,0.3615,0.3263,0.2117,0.2063,0.4122,0.0723,2.5467,2.1094,1.9527,2.3482,2.5328,2.5467
Mike Fisher 2017,Mike Fisher,2017,C,36.324,73,216,64.0,75.0,59.0,70,72,15.3066,15.5249,14.065,13.1362,12.5053,0.5158,0.5668,0.9399,0.3263,0.733,-0.06717499999999998,0.1032,0.5668,0.2892,0.1305,0.1999,0.1032,0.9791,0.3615,0.3263,0.9329,0.2063,0.4122,0.0723,0.3263,2.3737,1.9527,2.3482,2.5328,2.5467,2.3737
Brian Gionta 2017,Brian Gionta,2017,R,37.704,67,178,82.0,81.0,69.0,79,82,14.4396,14.8126,14.6742,14.2992,13.2053,0.5194,0.6501,0.6518,0.6905,0.6095,-0.05219999999999991,0.3463,0.15,0.2963,0.1593,0.2216,1.5582,0.6001,0.5926,0.5311,0.6649,0.606,0.4501,1.0074,0.1062,2.1017,2.4533,2.2193,1.9413,2.081,2.1017
Daniel Sedin 2012,Daniel Sedin,2012,L,31.012,73,190,82.0,82.0,63.0,82,72,14.4963,14.3742,15.3841,14.8165,15.2049,0.7571,1.2217,1.6715,1.2346,0.7125,-0.39095,0.5048,0.6109,0.9286,0.6914,0.4933,0.7067,0.8145,0.9286,0.8889,0.8769,0.5048,0.7127,0.2476,0.5432,2.5704,2.5,2.9255,3.2383,2.8801,2.5704
Daniel Sedin 2013,Daniel Sedin,2013,L,32.015,73,190,82.0,63.0,82.0,72,80,14.3742,15.3841,14.8165,15.2049,15.2379,1.2217,1.6715,1.2346,0.7125,0.9216,-0.24134999999999995,0.6109,0.9286,0.6914,0.4933,0.6702,0.8145,0.9286,0.8889,0.8769,0.6702,0.7127,0.2476,0.5432,0.8221,2.6591,2.9255,3.2383,2.8801,2.5704,2.6591
Daniel Sedin 2014,Daniel Sedin,2014,L,33.014,73,190,63.0,82.0,72.0,80,73,15.3841,14.8165,15.2049,15.2379,16.0548,1.6715,1.2346,0.7125,0.9216,0.7167,-0.35477499999999995,0.9286,0.6914,0.4933,0.6702,0.2048,0.9286,0.8889,0.8769,0.6702,0.8191,0.2476,0.5432,0.8221,0.5027,2.5567,3.2383,2.8801,2.5704,2.6591,2.5567
Daniel Sedin 2015,Daniel Sedin,2015,L,34.013,73,190,82.0,72.0,80.0,73,82,14.8165,15.2049,15.2379,16.0548,14.6404,1.2346,0.7125,0.9216,0.7167,1.1995,0.31225,0.6914,0.4933,0.6702,0.2048,0.5498,0.8889,0.8769,0.6702,0.8191,0.8996,0.5432,0.8221,0.5027,0.2048,2.263,2.8801,2.5704,2.6591,2.5567,2.263
Daniel Sedin 2016,Daniel Sedin,2016,L,35.013,73,190,72.0,80.0,73.0,82,82,15.2049,15.2379,16.0548,14.6404,14.6252,0.7125,0.9216,0.7167,1.1995,0.6504,-0.1528250000000001,0.4933,0.6702,0.2048,0.5498,0.4002,0.8769,0.6702,0.8191,0.8996,0.5003,0.8221,0.5027,0.2048,0.4998,2.1928,2.5704,2.6591,2.5567,2.263,2.1928
Daniel Sedin 2017,Daniel Sedin,2017,L,36.015,73,190,80.0,73.0,82.0,82,82,15.2379,16.0548,14.6404,14.6252,15.3461,0.9216,0.7167,1.1995,0.6504,0.8582,0.07884999999999998,0.6702,0.2048,0.5498,0.4002,0.143,0.6702,0.8191,0.8996,0.5003,0.3814,0.5027,0.2048,0.4998,0.5503,1.9587,2.6591,2.5567,2.263,2.1928,1.9587
Daniel Sedin 2018,Daniel Sedin,2018,L,37.014,73,190,73.0,82.0,82.0,82,81,16.0548,14.6404,14.6252,15.3461,12.3364,0.7167,1.1995,0.6504,0.8582,0.6605,-0.03762500000000002,0.2048,0.5498,0.4002,0.143,0.4203,0.8191,0.8996,0.5003,0.3814,1.0808,0.2048,0.4998,0.5503,0.4768,2.5969,2.5567,2.263,2.1928,1.9587,2.5969
Henrik Sedin 2012,Henrik Sedin,2012,C,31.012,74,183,82.0,82.0,82.0,82,82,14.7278,14.7266,15.5504,15.4874,15.3002,1.1427,1.0931,1.4587,1.5119,1.4347,0.69825,0.6459,0.795,1.3175,0.7559,0.8608,0.5465,0.3478,0.847,0.3307,0.2869,0.1987,0.3975,0.2353,0.378,2.5519,2.4901,2.9389,3.1465,2.9798,2.5519
Henrik Sedin 2013,Henrik Sedin,2013,C,32.015,74,183,82.0,82.0,82.0,82,82,14.7266,15.5504,15.4874,15.3002,15.6035,1.0931,1.4587,1.5119,1.4347,0.8011,0.11712500000000003,0.795,1.3175,0.7559,0.8608,0.9613,0.3478,0.847,0.3307,0.2869,0.5608,0.3975,0.2353,0.378,0.2869,2.7238,2.9389,3.1465,2.9798,2.5519,2.7238
Henrik Sedin 2014,Henrik Sedin,2014,C,33.014,74,183,82.0,82.0,82.0,82,70,15.5504,15.4874,15.3002,15.6035,16.1948,1.4587,1.5119,1.4347,0.8011,0.6351,0.014475000000000016,1.3175,0.7559,0.8608,0.9613,0.6881,0.847,0.3307,0.2869,0.5608,0.3705,0.2353,0.378,0.2869,0.4006,2.5093,3.1465,2.9798,2.5519,2.7238,2.5093
Henrik Sedin 2015,Henrik Sedin,2015,C,34.013,74,183,82.0,82.0,82.0,70,82,15.4874,15.3002,15.6035,16.1948,14.8319,1.5119,1.4347,0.8011,0.6351,0.8387,0.396,0.7559,0.8608,0.9613,0.6881,0.888,0.3307,0.2869,0.5608,0.3705,0.2467,0.378,0.2869,0.4006,0.1588,2.4085,2.9798,2.5519,2.7238,2.5093,2.4085
Henrik Sedin 2016,Henrik Sedin,2016,C,35.013,74,183,82.0,82.0,70.0,82,74,15.3002,15.6035,16.1948,14.8319,14.6241,1.4347,0.8011,0.6351,0.8387,1.0534,0.5684999999999999,0.8608,0.9613,0.6881,0.888,0.5544,0.2869,0.5608,0.3705,0.2467,0.1663,0.2869,0.4006,0.1588,0.3453,2.2687,2.5519,2.7238,2.5093,2.4085,2.2687
Henrik Sedin 2017,Henrik Sedin,2017,C,36.015,74,183,82.0,70.0,82.0,74,82,15.6035,16.1948,14.8319,14.6241,15.8959,0.8011,0.6351,0.8387,1.0534,0.4143,-0.06817499999999999,0.9613,0.6881,0.888,0.5544,0.5524,0.5608,0.3705,0.2467,0.1663,0.4143,0.4006,0.1588,0.3453,0.2772,1.8836,2.7238,2.5093,2.4085,2.2687,1.8836
Henrik Sedin 2018,Henrik Sedin,2018,C,37.014,74,183,70.0,82.0,74.0,82,82,16.1948,14.8319,14.6241,15.8959,12.6039,0.6351,0.8387,1.0534,0.4143,0.5805,0.09715000000000001,0.6881,0.888,0.5544,0.5524,1.1611,0.3705,0.2467,0.1663,0.4143,0.3483,0.1588,0.3453,0.2772,0.1381,2.454,2.5093,2.4085,2.2687,1.8836,2.454
Chris Kelly 2012,Chris Kelly,2012,C,30.887,72,190,75.0,82.0,81.0,81,82,12.5842,12.3535,11.7951,12.665,12.7315,0.5721,0.4146,0.628,0.3509,0.6322,-0.11517500000000003,0.445,0.1185,0.4396,0.3509,0.4598,0.5086,0.2369,0.8792,0.6434,0.8046,0.5086,0.2369,0.2512,0.2339,2.3483,2.1525,1.9777,2.2219,2.243,2.3483
Chris Kelly 2013,Chris Kelly,2013,C,31.889,72,190,82.0,81.0,81.0,82,58,12.3535,11.7951,12.665,12.7315,12.5368,0.4146,0.628,0.3509,0.6322,0.4223,-0.4104,0.1185,0.4396,0.3509,0.4598,0.4223,0.2369,0.8792,0.6434,0.8046,0.563,0.2369,0.2512,0.2339,0.5172,2.2804,1.9777,2.2219,2.243,2.3483,2.2804
Chris Kelly 2014,Chris Kelly,2014,C,32.888,72,190,81.0,81.0,82.0,58,57,11.7951,12.665,12.7315,12.5368,12.6792,0.628,0.3509,0.6322,0.4223,0.4981,-0.24209999999999998,0.4396,0.3509,0.4598,0.4223,0.2491,0.8792,0.6434,0.8046,0.563,0.4981,0.2512,0.2339,0.5172,0.4223,1.8953,2.2219,2.243,2.3483,2.2804,1.8953
Chris Kelly 2015,Chris Kelly,2015,C,33.887,72,190,81.0,82.0,58.0,57,80,12.665,12.7315,12.5368,12.6792,13.3019,0.3509,0.6322,0.4223,0.4981,0.5074,-0.16335,0.3509,0.4598,0.4223,0.2491,0.6202,0.6434,0.8046,0.563,0.4981,0.6766,0.2339,0.5172,0.4223,0.5811,2.1634,2.243,2.3483,2.2804,1.8953,2.1634
Henrik Zetterberg 2012,Henrik Zetterberg,2012,C,30.977,72,197,75.0,77.0,74.0,80,82,15.2907,14.5677,15.6505,15.6667,15.5494,0.8371,0.8023,0.8807,0.9574,1.1294,0.13539999999999996,0.6802,0.4814,0.5181,0.7181,0.4706,0.9941,0.3744,0.5699,0.4787,0.3765,0.5232,0.3744,0.4663,0.4309,2.6964,3.1167,2.8569,2.9888,2.6363,2.6964
Henrik Zetterberg 2013,Henrik Zetterberg,2013,C,31.979,72,197,77.0,74.0,80.0,82,78,14.5677,15.6505,15.6667,15.5494,15.3239,0.8023,0.8807,0.9574,1.1294,0.7661,-0.11135000000000006,0.4814,0.5181,0.7181,0.4706,0.7661,0.3744,0.5699,0.4787,0.3765,0.8512,0.3744,0.4663,0.4309,0.5176,2.8072,2.8569,2.9888,2.6363,2.6964,2.8072
Radim Vrbata 2014,Radim Vrbata,2014,R,32.302,73,194,82.0,79.0,77.0,58,80,13.3502,13.0162,14.0805,14.7152,14.6952,0.4933,0.6418,0.6641,0.4797,0.5104,-0.46950000000000003,0.1644,0.6418,0.3874,0.2398,0.5104,0.9317,0.4084,0.8301,1.4391,1.0207,0.8221,0.5251,0.4427,1.1992,2.3855,2.2877,2.3153,2.56,2.5712,2.3855
Radim Vrbata 2015,Radim Vrbata,2015,R,33.301,73,194,79.0,77.0,58.0,80,79,13.0162,14.0805,14.7152,14.6952,13.6209,0.6418,0.6641,0.4797,0.5104,0.7806,-0.09397500000000003,0.6418,0.3874,0.2398,0.5104,0.3903,0.4084,0.8301,1.4391,1.0207,0.6691,0.5251,0.4427,1.1992,0.8166,2.2956,2.3153,2.56,2.5712,2.3855,2.2956
Radim Vrbata 2016,Radim Vrbata,2016,R,34.301,73,194,77.0,58.0,80.0,79,63,14.0805,14.7152,14.6952,13.6209,13.137,0.6641,0.4797,0.5104,0.7806,0.3625,-0.6456499999999998,0.3874,0.2398,0.5104,0.3903,0.3625,0.8301,1.4391,1.0207,0.6691,0.725,0.4427,1.1992,0.8166,0.8364,2.1952,2.56,2.5712,2.3855,2.2956,2.1952
Radim Vrbata 2017,Radim Vrbata,2017,R,35.303,73,194,58.0,80.0,79.0,63,81,14.7152,14.6952,13.6209,13.137,13.9412,0.4797,0.5104,0.7806,0.3625,0.797,-0.010274999999999923,0.2398,0.5104,0.3903,0.3625,0.4782,1.4391,1.0207,0.6691,0.725,0.6376,1.1992,0.8166,0.8364,0.6525,2.0063,2.5712,2.3855,2.2956,2.1952,2.0063
Joel Ward 2013,Joel Ward,2013,R,31.831,73,225,79.0,71.0,80.0,73,66,12.5002,14.4941,13.6717,11.6441,11.9376,0.7291,0.8746,0.384,0.4235,0.5155,0.027599999999999958,0.243,0.2915,0.6034,0.3529,0.7733,0.7899,0.758,0.4389,0.4941,0.5155,0.6076,0.2915,0.3291,0.4941,2.0672,2.4856,2.1433,2.4181,1.9602,2.0672
Joel Ward 2014,Joel Ward,2014,R,32.83,73,225,71.0,80.0,73.0,66,82,14.4941,13.6717,11.6441,11.9376,12.4352,0.8746,0.384,0.4235,0.5155,0.4119,-0.08705000000000002,0.2915,0.6034,0.3529,0.7733,0.8238,0.758,0.4389,0.4941,0.5155,0.9415,0.2915,0.3291,0.4941,0.2578,2.4737,2.1433,2.4181,1.9602,2.0672,2.4737
Joel Ward 2015,Joel Ward,2015,R,33.83,73,225,80.0,73.0,66.0,82,82,13.6717,11.6441,11.9376,12.4352,13.6589,0.384,0.4235,0.5155,0.4119,0.375,-0.22814999999999996,0.6034,0.3529,0.7733,0.8238,0.1607,0.4389,0.4941,0.5155,0.9415,0.9107,0.3291,0.4941,0.2578,0.2942,2.5237,2.4181,1.9602,2.0672,2.4737,2.5237
Joel Ward 2016,Joel Ward,2016,R,34.829,73,225,73.0,66.0,82.0,82,79,11.6441,11.9376,12.4352,13.6589,13.4951,0.4235,0.5155,0.4119,0.375,0.4502,-0.25847499999999995,0.3529,0.7733,0.8238,0.1607,0.3377,0.4941,0.5155,0.9415,0.9107,0.5065,0.4941,0.2578,0.2942,0.4286,2.7706,1.9602,2.0672,2.4737,2.5237,2.7706
Joel Ward 2017,Joel Ward,2017,R,35.831,73,225,66.0,82.0,82.0,79,78,11.9376,12.4352,13.6589,13.4951,13.3032,0.5155,0.4119,0.375,0.4502,0.4048,-0.40904999999999997,0.7733,0.8238,0.1607,0.3377,0.5782,0.5155,0.9415,0.9107,0.5065,0.6939,0.2578,0.2942,0.4286,0.1126,2.5818,2.0672,2.4737,2.5237,2.7706,2.5818
Joel Ward 2018,Joel Ward,2018,R,36.831,73,225,82.0,82.0,79.0,78,52,12.4352,13.6589,13.4951,13.3032,10.5615,0.4119,0.375,0.4502,0.4048,0.437,-0.28472499999999995,0.8238,0.1607,0.3377,0.5782,0.3277,0.9415,0.9107,0.5065,0.6939,0.1092,0.2942,0.4286,0.1126,0.0578,2.1905,2.4737,2.5237,2.7706,2.5818,2.1905
Scott Hartnell 2012,Scott Hartnell,2012,L,29.455,74,215,80.0,82.0,81.0,82,82,13.2777,13.7689,12.6842,13.7711,14.4433,0.6778,0.6377,0.876,0.5313,0.6586,-0.18382500000000002,0.2259,0.5846,0.5256,0.4782,0.5066,0.4519,0.4251,0.7592,0.797,0.5066,0.7908,0.4783,0.292,0.3719,3.0553,1.977,2.5168,2.9988,2.7332,3.0553
Scott Hartnell 2013,Scott Hartnell,2013,L,30.457,74,215,82.0,81.0,82.0,82,54,13.7689,12.6842,13.7711,14.4433,12.863,0.6377,0.876,0.5313,0.6586,0.2915,-0.633325,0.5846,0.5256,0.4782,0.5066,0.0,0.4251,0.7592,0.797,0.5066,1.0204,0.4783,0.292,0.3719,0.4053,2.3017,2.5168,2.9988,2.7332,3.0553,2.3017
Scott Hartnell 2014,Scott Hartnell,2014,L,31.456,74,215,81.0,82.0,82.0,54,78,12.6842,13.7711,14.4433,12.863,13.4919,0.876,0.5313,0.6586,0.2915,0.7412,-0.023824999999999985,0.5256,0.4782,0.5066,0.0,0.4561,0.7592,0.797,0.5066,1.0204,0.7412,0.292,0.3719,0.4053,0.5831,2.5919,2.9988,2.7332,3.0553,2.3017,2.5919
Scott Hartnell 2015,Scott Hartnell,2015,L,32.455,74,215,82.0,82.0,54.0,78,77,13.7711,14.4433,12.863,13.4919,14.5623,0.5313,0.6586,0.2915,0.7412,0.9632,0.12897499999999995,0.4782,0.5066,0.0,0.4561,0.3211,0.797,0.5066,1.0204,0.7412,0.9632,0.3719,0.4053,0.5831,0.4561,2.577,2.7332,3.0553,2.3017,2.5919,2.577
Scott Hartnell 2016,Scott Hartnell,2016,L,33.455,74,215,82.0,54.0,78.0,77,79,14.4433,12.863,13.4919,14.5623,13.0025,0.6586,0.2915,0.7412,0.9632,0.8178,-0.018300000000000094,0.5066,0.0,0.4561,0.3211,0.5841,0.5066,1.0204,0.7412,0.9632,1.0514,0.4053,0.5831,0.4561,0.2675,2.7675,3.0553,2.3017,2.5919,2.577,2.7675
Scott Hartnell 2017,Scott Hartnell,2017,L,34.457,74,215,54.0,78.0,77.0,79,78,12.863,13.4919,14.5623,13.0025,10.6459,0.2915,0.7412,0.9632,0.8178,1.0116,0.25165000000000004,0.0,0.4561,0.3211,0.5841,0.6503,1.0204,0.7412,0.9632,1.0514,0.578,0.5831,0.4561,0.2675,0.2921,2.6373,2.3017,2.5919,2.577,2.7675,2.6373
Scott Hartnell 2018,Scott Hartnell,2018,L,35.456,74,215,78.0,77.0,79.0,78,62,13.4919,14.5623,13.0025,10.6459,10.7763,0.7412,0.9632,0.8178,1.0116,0.5388,-0.27407500000000007,0.4561,0.3211,0.5841,0.6503,0.1796,0.7412,0.9632,1.0514,0.578,0.3592,0.4561,0.2675,0.2921,0.2168,2.1562,2.5919,2.577,2.7675,2.6373,2.1562
Antoine Vermette 2012,Antoine Vermette,2012,C,29.2,73,197,81.0,79.0,82.0,82,82,12.4722,13.1112,14.936,14.4372,13.76,0.7721,0.6372,0.8818,0.5575,0.7445,-0.10444999999999993,0.4157,0.2896,0.6859,0.5068,0.3191,0.8315,0.5213,0.5389,0.963,0.7445,0.1782,0.4055,0.2939,0.5068,2.52,2.3626,2.3072,2.4593,2.7257,2.52
Antoine Vermette 2013,Antoine Vermette,2013,C,30.202,73,197,79.0,82.0,82.0,82,82,13.1112,14.936,14.4372,13.76,13.9813,0.6372,0.8818,0.5575,0.7445,0.2682,-0.4081,0.2896,0.6859,0.5068,0.3191,0.447,0.5213,0.5389,0.963,0.7445,0.7152,0.4055,0.2939,0.5068,0.4786,2.5749,2.3072,2.4593,2.7257,2.52,2.5749
Antoine Vermette 2014,Antoine Vermette,2014,C,31.201,73,197,82.0,82.0,82.0,82,82,14.936,14.4372,13.76,13.9813,14.5185,0.8818,0.5575,0.7445,0.2682,0.5544,-0.17164999999999997,0.6859,0.5068,0.3191,0.447,0.2016,0.5389,0.963,0.7445,0.7152,0.4536,0.2939,0.5068,0.4786,0.6258,2.1203,2.4593,2.7257,2.52,2.5749,2.1203
Antoine Vermette 2015,Antoine Vermette,2015,C,32.201,73,197,82.0,82.0,82.0,82,82,14.4372,13.76,13.9813,14.5185,14.1276,0.5575,0.7445,0.2682,0.5544,0.5179,-0.15184999999999993,0.5068,0.3191,0.447,0.2016,0.3625,0.963,0.7445,0.7152,0.4536,0.3625,0.5068,0.4786,0.6258,0.2016,2.1794,2.7257,2.52,2.5749,2.1203,2.1794
Antoine Vermette 2016,Antoine Vermette,2016,C,33.2,73,197,82.0,82.0,82.0,82,76,13.76,13.9813,14.5185,14.1276,12.7432,0.7445,0.2682,0.5544,0.5179,0.3717,-0.198625,0.3191,0.447,0.2016,0.3625,0.3098,0.7445,0.7152,0.4536,0.3625,0.6195,0.4786,0.6258,0.2016,0.3108,2.3883,2.52,2.5749,2.1203,2.1794,2.3883
Antoine Vermette 2017,Antoine Vermette,2017,C,34.202,73,197,82.0,82.0,82.0,76,72,13.9813,14.5185,14.1276,12.7432,13.1157,0.2682,0.5544,0.5179,0.3717,0.5083,-0.13712500000000005,0.447,0.2016,0.3625,0.3098,0.3177,0.7152,0.4536,0.3625,0.6195,0.5083,0.6258,0.2016,0.3108,0.3717,2.3604,2.5749,2.1203,2.1794,2.3883,2.3604
Antoine Vermette 2018,Antoine Vermette,2018,C,35.202,73,197,82.0,82.0,76.0,72,64,14.5185,14.1276,12.7432,13.1157,11.7659,0.5544,0.5179,0.3717,0.5083,0.239,-0.246425,0.2016,0.3625,0.3098,0.3177,0.3187,0.4536,0.3625,0.6195,0.5083,0.7968,0.2016,0.3108,0.3717,0.2541,2.4023,2.1203,2.1794,2.3883,2.3604,2.4023
Dominic Moore 2012,Dominic Moore,2012,C,31.16,72,192,68.0,81.0,69.0,77,79,11.6223,12.8716,12.8043,12.5532,13.047,0.4555,0.9208,0.6112,0.5587,0.5821,0.10297499999999993,0.4555,0.633,0.6112,0.2483,0.4657,0.3796,0.633,0.8829,0.6828,0.2328,0.4555,0.4604,0.2037,0.9932,1.9699,1.8069,2.7537,2.2547,2.54,1.9699
Dominic Moore 2018,Dominic Moore,2018,C,37.162,72,192,73.0,82.0,80.0,82,50,9.9498,11.6596,11.0769,10.7388,8.994,0.4956,0.5648,0.3385,0.477,0.2668,-0.19980000000000003,0.3304,0.4393,0.2708,0.4088,0.4003,0.8261,0.502,0.6771,0.4088,0.5337,0.3304,0.3138,0.1354,0.6814,2.2682,2.484,2.4657,2.166,2.2846,2.2682
Ales Hemsky 2016,Ales Hemsky,2016,R,32.135,72,177,69.0,64.0,75.0,76,75,15.4167,12.9961,13.418,11.6542,11.4844,0.6769,0.486,0.5962,0.271,1.0449,0.46319999999999995,0.3384,0.3645,0.477,0.6774,0.4876,0.9025,0.486,0.6558,0.7452,0.7663,0.5076,0.243,0.5366,0.3387,3.0783,2.5433,1.9403,2.4492,2.644,3.0783
Mike Cammalleri 2012,Mike Cammalleri,2012,"C, L",29.315,69,185,63.0,81.0,65.0,67,66,14.3955,13.4432,16.5487,14.6179,14.4354,0.7277,0.7714,0.5578,0.4901,0.5668,-0.3328000000000001,0.5293,0.7714,0.1673,0.3676,0.1889,0.3308,0.551,0.4462,0.5514,0.4408,0.5293,0.3306,0.502,0.4288,2.1702,2.4273,2.6113,2.2524,2.3978,2.1702
Mike Cammalleri 2013,Mike Cammalleri,2013,"C, L",30.317,69,185,81.0,65.0,67.0,66,75,13.4432,16.5487,14.6179,14.4354,14.4833,0.7714,0.5578,0.4901,0.5668,0.5649,-0.4535,0.7714,0.1673,0.3676,0.1889,0.2825,0.551,0.4462,0.5514,0.4408,0.5649,0.3306,0.502,0.4288,0.5038,2.2314,2.6113,2.2524,2.3978,2.1702,2.2314
Mike Cammalleri 2014,Mike Cammalleri,2014,"C, L",31.316,69,185,65.0,67.0,66.0,75,63,16.5487,14.6179,14.4354,14.4833,16.4243,0.5578,0.4901,0.5668,0.5649,0.4639,-0.46730000000000005,0.1673,0.3676,0.1889,0.2825,0.174,0.4462,0.5514,0.4408,0.5649,0.6958,0.502,0.4288,0.5038,0.4708,2.0904,2.2524,2.3978,2.1702,2.2314,2.0904
Mike Cammalleri 2015,Mike Cammalleri,2015,"C, L",32.316,69,185,67.0,66.0,75.0,63,68,14.6179,14.4354,14.4833,16.4243,14.8233,0.4901,0.5668,0.5649,0.4639,0.2976,-0.61675,0.3676,0.1889,0.2825,0.174,0.4762,0.5514,0.4408,0.5649,0.6958,0.4167,0.4288,0.5038,0.4708,0.8118,2.0292,2.3978,2.1702,2.2314,2.0904,2.0292
Patrick Sharp 2012,Patrick Sharp,2012,L,29.761,73,200,80.0,61.0,82.0,74,74,13.1885,13.3309,14.1482,14.7707,15.2565,0.6255,0.1476,0.9309,0.7136,0.744,-0.37405,0.4549,0.4427,0.5172,0.494,0.6377,0.5687,0.8854,0.2586,0.3843,1.116,0.4549,0.4427,0.4655,0.8234,2.991,2.3856,2.5396,2.847,2.502,2.991
Jussi Jokinen 2012,Jussi Jokinen,2012,L,28.502,72,191,72.0,71.0,81.0,70,79,11.6421,11.7223,13.1556,12.9095,13.5209,0.8589,0.6488,0.6194,0.8632,0.6741,-0.05910000000000004,0.4295,0.2884,0.5631,0.664,0.3932,0.4295,0.2884,0.6194,0.5976,0.6179,0.2147,0.4325,0.6194,0.2656,2.7423,2.2512,2.1562,2.7787,2.6353,2.7423
Jussi Jokinen 2013,Jussi Jokinen,2013,L,29.504,72,191,71.0,81.0,70.0,79,73,11.7223,13.1556,12.9095,13.5209,11.686,0.6488,0.6194,0.8632,0.6741,0.2388,-0.41375000000000006,0.2884,0.5631,0.664,0.3932,0.3582,0.2884,0.6194,0.5976,0.6179,0.9552,0.4325,0.6194,0.2656,0.2247,2.8251,2.1562,2.7787,2.6353,2.7423,2.8251
Jussi Jokinen 2014,Jussi Jokinen,2014,L,30.503,72,191,81.0,70.0,79.0,73,81,13.1556,12.9095,13.5209,11.686,13.3827,0.6194,0.8632,0.6741,0.2388,0.7196,-0.14132500000000003,0.5631,0.664,0.3932,0.3582,0.4428,0.6194,0.5976,0.6179,0.9552,0.4428,0.6194,0.2656,0.2247,0.597,2.3469,2.7787,2.6353,2.7423,2.8251,2.3469
Jussi Jokinen 2015,Jussi Jokinen,2015,L,31.503,72,191,70.0,79.0,73.0,81,81,12.9095,13.5209,11.686,13.3827,12.7675,0.8632,0.6741,0.2388,0.7196,0.9283,0.14132500000000003,0.664,0.3932,0.3582,0.4428,0.7542,0.5976,0.6179,0.9552,0.4428,0.4061,0.2656,0.2247,0.597,0.2214,2.3277,2.6353,2.7423,2.8251,2.3469,2.3277
Jussi Jokinen 2016,Jussi Jokinen,2016,L,32.502,72,191,79.0,73.0,81.0,81,81,13.5209,11.686,13.3827,12.7675,13.3887,0.6741,0.2388,0.7196,0.9283,1.0512,0.3597999999999999,0.3932,0.3582,0.4428,0.7542,0.8299,0.6179,0.9552,0.4428,0.4061,0.4979,0.2247,0.597,0.2214,0.4061,2.7298,2.7423,2.8251,2.3469,2.3277,2.7298
Jussi Jokinen 2017,Jussi Jokinen,2017,L,33.504,72,191,73.0,81.0,81.0,81,69,11.686,13.3827,12.7675,13.3887,13.5947,0.2388,0.7196,0.9283,1.0512,0.5117,-0.247375,0.3582,0.4428,0.7542,0.8299,0.1919,0.9552,0.4428,0.4061,0.4979,0.5117,0.597,0.2214,0.4061,0.3873,2.3436,2.8251,2.3469,2.3277,2.7298,2.3436
Jussi Jokinen 2018,Jussi Jokinen,2018,L,34.503,72,191,81.0,81.0,81.0,69,60,13.3827,12.7675,13.3887,13.5947,10.085,0.7196,0.9283,1.0512,0.5117,0.2975,-0.25902500000000006,0.4428,0.7542,0.8299,0.1919,0.3966,0.4428,0.4061,0.4979,0.5117,0.7933,0.2214,0.4061,0.3873,0.2559,2.5612,2.3469,2.3277,2.7298,2.3436,2.5612
Brooks Laich 2012,Brooks Laich,2012,C,28.275,74,200,82.0,82.0,78.0,82,82,10.1746,11.7134,13.2182,13.0587,13.8144,0.863,0.4997,0.8147,0.6724,0.9004,0.170925,0.1438,0.3748,0.5819,0.5043,0.1589,0.5034,0.5622,0.6983,0.6724,0.6886,0.3596,0.3748,0.6401,0.6724,2.2082,2.1776,3.0134,2.8545,2.5007,2.2082
