,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 PP ATOI,Y2 PP ATOI,Y3 PP ATOI,Y4 PP ATOI,Y5 PP ATOI,Y1 EV A1/60,Y2 EV A1/60,Y3 EV A1/60,Y4 EV A1/60,Y5 EV A1/60,Y1 EV A2/60,Y2 EV A2/60,Y3 EV A2/60,Y4 EV A2/60,Y5 EV A2/60,Y1 PP A1/60,Y2 PP A1/60,Y3 PP A1/60,Y4 PP A1/60,Y5 PP A1/60,Y5 dPP A1/60,Y1 PP A2/60,Y2 PP A2/60,Y3 PP A2/60,Y4 PP A2/60,Y5 PP A2/60,Y5 dPP A2/60,Y1 PP Rebounds Created/60,Y2 PP Rebounds Created/60,Y3 PP Rebounds Created/60,Y4 PP Rebounds Created/60,Y5 PP Rebounds Created/60,Y1 PP oixGF/60,Y2 PP oixGF/60,Y3 PP oixGF/60,Y4 PP oixGF/60,Y5 PP oixGF/60
Kyle Wellwood 2013,Kyle Wellwood,2013,C,29.381,70,181,74.0,75.0,35.0,77,66,3.0421,1.814,0.4214,2.0006,0.9462,0.3034,0.3337,0.5175,0.665,0.6394,0.1517,0.267,0.3881,0.7254,0.2558,0.5331,0.441,0.0,1.1685,0.0,-0.5356500000000001,0.2665,0.441,4.0678,1.1685,3.252,1.7660499999999997,0.5331,0.0,0.0,0.3895,0.0,8.2544,7.0739,12.2847,6.4343,4.3902
Chad LaRose 2013,Chad LaRose,2013,R,30.517,70,181,81.0,56.0,82.0,67,59,0.4722,0.3217,0.4951,1.9943,1.169,0.3931,0.719,0.3634,0.2557,0.0,0.1123,0.6391,0.3115,0.3196,0.3,0.0,0.0,0.0,1.7962,0.0,-0.44905,1.5686,0.0,1.4778,0.0,0.0,-0.7616,1.5686,3.3302,0.0,1.7962,0.0,4.251,3.8964,4.0345,6.8569,4.4725
Tim Brent 2009,Tim Brent,2009,C,24.562,72,188,,,,1,2,,,,,,,,,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Tim Brent 2010,Tim Brent,2010,C,25.561,72,188,,,1.0,2,1,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Tim Brent 2011,Tim Brent,2011,C,26.561,72,188,,1.0,2.0,1,79,,,,,0.7612,,0.0,0.0,0.0,0.2559,,0.0,0.0,0.0,0.3412,,,,,2.9933,2.9933,,,,,0.9978,0.9978,,,,,0.9978,,,,,6.0366
Tim Brent 2012,Tim Brent,2012,C,27.56,72,188,1.0,2.0,1.0,79,79,,,,0.7612,1.5656,0.0,0.0,0.0,0.2559,0.3474,0.0,0.0,0.0,0.3412,0.3474,,,,2.9933,0.9702,-2.0231000000000003,,,,0.9978,0.9702,-0.02760000000000007,,,,0.9978,0.9702,,,,6.0366,7.3058
Tim Brent 2013,Tim Brent,2013,C,28.562,72,188,2.0,1.0,79.0,79,51,,,0.7612,1.5656,1.6772,0.0,0.0,0.2559,0.3474,0.0,0.0,0.0,0.3412,0.3474,0.2712,,,2.9933,0.9702,0.0,-1.98175,,,0.9978,0.9702,2.3849,1.4009,,,0.9978,0.9702,1.1924,,,6.0366,7.3058,6.6658
Francis Wathier 2013,Francis Wathier,2013,L,27.817,76,210,,5.0,3.0,1,1,,0.0067,0.0778,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,0.0,,
Wojtek Wolski 2009,Wojtek Wolski,2009,L,22.602,75,215,,,,77,78,,,,2.089,2.6577,,,,0.9413,0.6147,,,,0.7648,0.4471,,,,0.0,1.4472,1.4472,,,,0.373,1.1577,0.7847,,,,0.0,2.3155,,,,5.323,6.8046
Wojtek Wolski 2010,Wojtek Wolski,2010,L,23.601,75,215,,,77.0,78,80,,,2.089,2.6577,3.2273,,,0.9413,0.6147,1.0111,,,0.7648,0.4471,0.7078,,,0.0,1.4472,0.9296,0.20599999999999996,,,0.373,1.1577,0.9296,0.16425,,,0.0,2.3155,1.162,,,5.323,6.8046,6.8788
Wojtek Wolski 2011,Wojtek Wolski,2011,L,24.6,75,215,,77.0,78.0,80,73,,2.089,2.6577,3.2273,2.0927,,0.9413,0.6147,1.0111,0.7253,,0.7648,0.4471,0.7078,0.5934,,0.0,1.4472,0.9296,0.3928,-0.3994666666666667,,0.373,1.1577,0.9296,0.7855,-0.034599999999999964,,0.0,2.3155,1.162,0.7855,,5.323,6.8046,6.8788,6.1977
Andrew Gordon 2010,Andrew Gordon,2010,R,23.801,72,194,,,,1,2,,,,,,,,,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Guillaume Latendresse 2009,Guillaume Latendresse,2009,L,21.359,74,230,,,,73,56,,,,1.4372,1.5283,,,,0.5336,0.4444,,,,0.1524,0.3555,,,,0.5719,1.4021,0.8301999999999999,,,,0.5719,0.7011,0.12919999999999998,,,,1.7156,2.1032,,,,5.4214,6.2816
Guillaume Latendresse 2010,Guillaume Latendresse,2010,L,22.358,74,230,,,73.0,56,78,,,1.4372,1.5283,1.8831,,,0.5336,0.4444,0.7081,,,0.1524,0.3555,0.0,,,0.5719,1.4021,0.4085,-0.5784999999999999,,,0.5719,0.7011,0.0,-0.6365,,,1.7156,2.1032,0.4085,,,5.4214,6.2816,6.1722
Sergei Kostitsyn 2009,Sergei Kostitsyn,2009,L,21.537,72,196,,,,52,56,,,,1.7067,2.3631,,,,0.9417,0.5974,,,,0.565,0.3983,,,,1.3521,1.3602,0.008099999999999996,,,,0.0,0.9068,0.9068,,,,0.6761,1.8136,,,,5.5234,6.2071
Sergei Kostitsyn 2012,Sergei Kostitsyn,2012,L,24.535,72,196,52.0,56.0,47.0,77,75,1.7067,2.3631,0.2546,1.9028,1.2807,0.9417,0.5974,0.8428,0.4215,0.7296,0.565,0.3983,0.316,0.6624,0.2806,1.3521,1.3602,0.0,0.819,3.748,2.8651750000000002,0.0,0.9068,0.0,2.8666,1.2493,0.30595000000000006,0.6761,1.8136,5.0139,0.4095,0.6247,5.5234,6.2071,7.5209,6.1181,4.885
Sergei Kostitsyn 2013,Sergei Kostitsyn,2013,L,25.537,72,196,56.0,47.0,77.0,75,78,2.3631,0.2546,1.9028,1.2807,1.7275,0.5974,0.8428,0.4215,0.7296,0.4745,0.3983,0.316,0.6624,0.2806,0.4745,1.3602,0.0,0.819,3.748,1.5101,0.028299999999999992,0.9068,0.0,2.8666,1.2493,0.0,-1.255675,1.8136,5.0139,0.4095,0.6247,0.0,6.2071,7.5209,6.1181,4.885,5.2626
Peter Mueller 2009,Peter Mueller,2009,C,20.466,74,204,,,,81,72,,,,3.9733,3.3933,,,,0.8484,0.6662,,,,0.1131,0.4663,,,,1.1186,0.2456,-0.873,,,,1.6779,1.2279,-0.44999999999999996,,,,1.1186,0.4912,,,,6.3927,6.1543
Peter Mueller 2010,Peter Mueller,2010,C,21.465,74,204,,,81.0,72,69,,,3.9733,3.3933,2.257,,,0.8484,0.6662,0.7415,,,0.1131,0.4663,0.5191,,,1.1186,0.2456,1.5411,0.8589999999999999,,,1.6779,1.2279,1.1558,-0.29710000000000014,,,1.1186,0.4912,1.5411,,,6.3927,6.1543,5.4362
Bill Sweatt 2013,Bill Sweatt,2013,L,24.028,72,190,,,,2,1,,,,,,,,,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Brian Rolston 2009,Brian Rolston,2009,R,35.609,74,215,,,,81,64,,,,3.8062,3.0477,,,,0.2605,0.3167,,,,0.3126,0.3958,,,,1.7515,1.8457,0.09419999999999984,,,,1.5569,0.6152,-0.9417,,,,0.9731,4.3066,,,,5.7412,8.9239
Brian Rolston 2010,Brian Rolston,2010,R,36.609,74,215,,,81.0,64,80,,,3.8062,3.0477,2.4115,,,0.2605,0.3167,0.4424,,,0.3126,0.3958,0.1659,,,1.7515,1.8457,0.622,-1.1766,,,1.5569,0.6152,1.2441,0.15805000000000002,,,0.9731,4.3066,1.2441,,,5.7412,8.9239,5.9497
Brian Rolston 2011,Brian Rolston,2011,R,37.608,74,215,,81.0,64.0,80,65,,3.8062,3.0477,2.4115,2.4969,,0.2605,0.3167,0.4424,0.5449,,0.3126,0.3958,0.1659,0.4086,,1.7515,1.8457,0.622,0.7394,-0.6670000000000001,,1.5569,0.6152,1.2441,1.1091,-0.0296333333333334,,0.9731,4.3066,1.2441,0.3697,,5.7412,8.9239,5.9497,6.3327
Brian Rolston 2012,Brian Rolston,2012,R,38.607,74,215,81.0,64.0,80.0,65,70,3.8062,3.0477,2.4115,2.4969,1.9026,0.2605,0.3167,0.4424,0.5449,0.3619,0.3126,0.3958,0.1659,0.4086,0.6515,1.7515,1.8457,0.622,0.7394,0.901,-0.3386499999999999,1.5569,0.6152,1.2441,1.1091,0.4505,-0.6808249999999999,0.9731,4.3066,1.2441,0.3697,1.802,5.7412,8.9239,5.9497,6.3327,6.0909
Jason Arnott 2009,Jason Arnott,2009,C,33.975,77,220,,,,79,65,,,,4.3861,4.3467,,,,0.8419,0.5153,,,,0.9998,0.5153,,,,0.5195,1.2742,0.7547,,,,1.039,0.4247,-0.6142999999999998,,,,1.2121,0.6371,,,,5.6346,6.2584
Jason Arnott 2010,Jason Arnott,2010,C,34.974,77,220,,,79.0,65,63,,,4.3861,4.3467,3.4111,,,0.8419,0.5153,0.438,,,0.9998,0.5153,0.5006,,,0.5195,1.2742,1.9544,1.05755,,,1.039,0.4247,1.396,0.6641499999999999,,,1.2121,0.6371,2.2336,,,5.6346,6.2584,6.6533
Jason Arnott 2011,Jason Arnott,2011,C,35.974,77,220,,79.0,65.0,63,73,,4.3861,4.3467,3.4111,2.1251,,0.8419,0.5153,0.438,0.4952,,0.9998,0.5153,0.5006,0.1238,,0.5195,1.2742,1.9544,0.7735,-0.47586666666666655,,1.039,0.4247,1.396,0.7735,-0.1797333333333333,,1.2121,0.6371,2.2336,1.1603,,5.6346,6.2584,6.6533,6.1263
Jason Arnott 2012,Jason Arnott,2012,C,36.973,77,220,79.0,65.0,63.0,73,72,4.3861,4.3467,3.4111,2.1251,2.3755,0.8419,0.5153,0.438,0.4952,0.4281,0.9998,0.5153,0.5006,0.1238,0.2141,0.5195,1.2742,1.9544,0.7735,1.0524,-0.07799999999999985,1.039,0.4247,1.396,0.7735,1.754,0.8457,1.2121,0.6371,2.2336,1.1603,1.4032,5.6346,6.2584,6.6533,6.1263,6.0164
Brendan Morrison 2009,Brendan Morrison,2009,C,33.132,71,176,,,,39,81,,,,3.3919,2.2169,,,,0.1414,0.4522,,,,0.5655,0.2584,,,,2.7214,0.6683,-2.0531,,,,2.2679,0.6683,-1.5996000000000001,,,,0.9071,1.0024,,,,6.7038,5.5567
Brendan Morrison 2010,Brendan Morrison,2010,C,34.131,71,176,,,39.0,81,74,,,3.3919,2.2169,2.157,,,0.1414,0.4522,1.0596,,,0.5655,0.2584,0.4986,,,2.7214,0.6683,0.7518,-0.9430499999999999,,,2.2679,0.6683,1.1277,-0.34040000000000004,,,0.9071,1.0024,0.3759,,,6.7038,5.5567,6.5895
Brendan Morrison 2011,Brendan Morrison,2011,C,35.13,71,176,,39.0,81.0,74,66,,3.3919,2.2169,2.157,2.3263,,0.1414,0.4522,1.0596,1.0293,,0.5655,0.2584,0.4986,0.7352,,2.7214,0.6683,0.7518,1.1724,-0.20809999999999995,,2.2679,0.6683,1.1277,2.3448,0.9901666666666669,,0.9071,1.0024,0.3759,0.0,,6.7038,5.5567,6.5895,6.8819
Andrew Brunette 2009,Andrew Brunette,2009,L,35.106,73,215,,,,82,80,,,,3.1608,3.3952,,,,1.1248,0.8866,,,,0.7104,0.1662,,,,1.389,1.5463,0.1573,,,,0.6945,0.4418,-0.2527,,,,1.389,0.6627,,,,4.9378,6.3575
Andrew Brunette 2010,Andrew Brunette,2010,L,36.105,73,215,,,82.0,80,82,,,3.1608,3.3952,3.2352,,,1.1248,0.8866,0.7442,,,0.7104,0.1662,0.4784,,,1.389,1.5463,1.8094,0.34175,,,0.6945,0.4418,1.1309,0.56275,,,1.389,0.6627,0.2262,,,4.9378,6.3575,7.2896
Andrew Brunette 2011,Andrew Brunette,2011,L,37.104,73,215,,82.0,80.0,82,82,,3.1608,3.3952,3.2352,3.0841,,1.1248,0.8866,0.7442,0.5886,,0.7104,0.1662,0.4784,0.3746,,1.389,1.5463,1.8094,1.898,0.31643333333333334,,0.6945,0.4418,1.1309,0.4745,-0.2812333333333334,,1.389,0.6627,0.2262,0.7117,,4.9378,6.3575,7.2896,6.2847
Andrew Brunette 2012,Andrew Brunette,2012,L,38.104,73,215,82.0,80.0,82.0,82,78,3.1608,3.3952,3.2352,3.0841,2.2301,1.1248,0.8866,0.7442,0.5886,0.6807,0.7104,0.1662,0.4784,0.3746,0.1361,1.389,1.5463,1.8094,1.898,0.3449,-1.315775,0.6945,0.4418,1.1309,0.4745,0.6899,0.004475000000000007,1.389,0.6627,0.2262,0.7117,0.0,4.9378,6.3575,7.2896,6.2847,5.336
Petr Sykora 2009,Petr Sykora,2009,R,31.867,72,190,,,,81,76,,,,3.8728,3.7539,,,,0.9197,0.3151,,,,0.4024,0.6302,,,,1.1476,1.2618,0.11420000000000008,,,,1.1476,0.0,-1.1476,,,,2.2952,0.6309,,,,6.8856,7.1945
Richard Park 2009,Richard Park,2009,R,32.349,71,190,,,,82,71,,,,1.1612,1.6331,,,,0.542,0.3992,,,,0.4742,0.3992,,,,1.2603,0.5175,-0.7428,,,,1.2603,1.0349,-0.22540000000000004,,,,0.0,0.5175,,,,4.7639,5.097
Tomas Holmstrom 2009,Tomas Holmstrom,2009,L,35.689,72,200,,,,59,53,,,,4.3511,3.2899,,,,0.464,1.0446,,,,0.5413,0.7597,,,,0.7012,0.6882,-0.013000000000000012,,,,0.9349,0.6882,-0.24669999999999992,,,,0.4674,1.0323,,,,8.255,7.7492
Tomas Holmstrom 2010,Tomas Holmstrom,2010,L,36.688,72,200,,,59.0,53,68,,,4.3511,3.2899,3.352,,,0.464,1.0446,0.2836,,,0.5413,0.7597,0.4964,,,0.7012,0.6882,1.5794,0.8846999999999998,,,0.9349,0.6882,0.7897,-0.021850000000000036,,,0.4674,1.0323,2.1059,,,8.255,7.7492,7.3995
Tomas Holmstrom 2011,Tomas Holmstrom,2011,L,37.688,72,200,,59.0,53.0,68,73,,4.3511,3.2899,3.352,3.097,,0.464,1.0446,0.2836,0.3512,,0.5413,0.7597,0.4964,0.281,,0.7012,0.6882,1.5794,1.5923,0.6027,,0.9349,0.6882,0.7897,1.0616,0.2573333333333334,,0.4674,1.0323,2.1059,1.5923,,8.255,7.7492,7.3995,7.9059
Tomas Holmstrom 2012,Tomas Holmstrom,2012,L,38.687,72,200,59.0,53.0,68.0,73,74,4.3511,3.2899,3.352,3.097,3.0586,0.464,1.0446,0.2836,0.3512,0.2762,0.5413,0.7597,0.4964,0.281,0.4604,0.7012,0.6882,1.5794,1.5923,0.7953,-0.3449749999999999,0.9349,0.6882,0.7897,1.0616,0.5302,-0.33840000000000003,0.4674,1.0323,2.1059,1.5923,1.8557,8.255,7.7492,7.3995,7.9059,7.4651
Daymond Langkow 2009,Daymond Langkow,2009,C,32.012,70,181,,,,80,73,,,,3.886,3.8447,,,,0.9707,0.6205,,,,0.3576,0.3723,,,,0.579,1.2827,0.7037,,,,0.965,1.2827,0.3177,,,,1.737,0.8551,,,,6.7781,6.4689
Daymond Langkow 2010,Daymond Langkow,2010,C,33.011,70,181,,,80.0,73,72,,,3.886,3.8447,2.2706,,,0.9707,0.6205,0.4141,,,0.3576,0.3723,0.3549,,,0.579,1.2827,0.367,-0.56385,,,0.965,1.2827,2.5691,1.4452500000000001,,,1.737,0.8551,0.734,,,6.7781,6.4689,5.9566
Marco Sturm 2009,Marco Sturm,2009,L,30.065,72,196,,,,80,19,,,,3.3285,3.2333,,,,0.5992,1.1577,,,,0.3595,0.2894,,,,2.0279,0.9767,-1.0511999999999997,,,,0.9013,0.0,-0.9013,,,,0.9013,0.0,,,,5.5835,7.3836
Marco Sturm 2010,Marco Sturm,2010,L,31.065,72,196,,,80.0,19,76,,,3.3285,3.2333,2.3669,,,0.5992,1.1577,0.2419,,,0.3595,0.2894,0.3024,,,2.0279,0.9767,1.0006,-0.5017,,,0.9013,0.0,1.0006,0.5499499999999999,,,0.9013,0.0,1.6677,,,5.5835,7.3836,6.0272
Kristian Huselius 2009,Kristian Huselius,2009,L,29.893,74,184,,,,81,74,,,,3.8138,3.9399,,,,0.8129,0.733,,,,0.3793,0.6283,,,,1.9423,1.2348,-0.7075,,,,1.748,0.6174,-1.1306,,,,0.9711,0.6174,,,,7.1417,6.4867
Kristian Huselius 2010,Kristian Huselius,2010,L,30.892,74,184,,,81.0,74,74,,,3.8138,3.9399,3.4255,,,0.8129,0.733,1.1077,,,0.3793,0.6283,0.2769,,,1.9423,1.2348,1.4202,-0.16835,,,1.748,0.6174,2.1303,0.9476,,,0.9711,0.6174,1.6569,,,7.1417,6.4867,6.7862
Kristian Huselius 2011,Kristian Huselius,2011,L,31.891,74,184,,81.0,74.0,74,39,,3.8138,3.9399,3.4255,2.7026,,0.8129,0.733,1.1077,0.4522,,0.3793,0.6283,0.2769,0.3392,,1.9423,1.2348,1.4202,0.5693,-0.9631333333333333,,1.748,0.6174,2.1303,0.5693,-0.9292666666666666,,0.9711,0.6174,1.6569,1.1385,,7.1417,6.4867,6.7862,7.833
Trent Hunter 2009,Trent Hunter,2009,R,28.242,75,217,,,,82,55,,,,2.4949,3.5121,,,,0.5158,0.6451,,,,0.5731,0.3686,,,,1.4664,0.9318,-0.5346,,,,0.8798,0.6212,-0.25860000000000005,,,,0.8798,1.2425,,,,5.3142,6.8956
Trent Hunter 2010,Trent Hunter,2010,R,29.241,75,217,,,82.0,55,61,,,2.4949,3.5121,2.8926,,,0.5158,0.6451,0.6503,,,0.5731,0.3686,0.4877,,,1.4664,0.9318,0.34,-0.8591,,,0.8798,0.6212,0.6801,-0.07039999999999991,,,0.8798,1.2425,1.3602,,,5.3142,6.8956,7.4775
Jason Blake 2009,Jason Blake,2009,L,35.081,70,190,,,,82,78,,,,3.0874,2.5968,,,,1.0064,0.9683,,,,0.3522,0.3228,,,,1.422,2.666,1.244,,,,0.948,1.1849,0.2369000000000001,,,,0.948,3.5547,,,,6.6454,8.4394
Jason Blake 2010,Jason Blake,2010,L,36.08,70,190,,,82.0,78,82,,,3.0874,2.5968,1.9346,,,1.0064,0.9683,0.6527,,,0.3522,0.3228,0.4895,,,1.422,2.666,1.1347,-0.9093,,,0.948,1.1849,0.3782,-0.6882500000000001,,,0.948,3.5547,1.1347,,,6.6454,8.4394,6.0555
Jason Blake 2011,Jason Blake,2011,L,37.08,70,190,,82.0,78.0,82,76,,3.0874,2.5968,1.9346,1.4989,,1.0064,0.9683,0.6527,0.2984,,0.3522,0.3228,0.4895,0.4178,,1.422,2.666,1.1347,0.5267,-1.2142,,0.948,1.1849,0.3782,1.5801,0.7430666666666668,,0.948,3.5547,1.1347,2.1068,,6.6454,8.4394,6.0555,7.2579
Jason Blake 2012,Jason Blake,2012,L,38.079,70,190,82.0,78.0,82.0,76,45,3.0874,2.5968,1.9346,1.4989,1.45,1.0064,0.9683,0.6527,0.2984,0.2103,0.3522,0.3228,0.4895,0.4178,0.2103,1.422,2.666,1.1347,0.5267,0.9195,-0.5178499999999999,0.948,1.1849,0.3782,1.5801,0.0,-1.0228,0.948,3.5547,1.1347,2.1068,2.7586,6.6454,8.4394,6.0555,7.2579,6.6851
Tim Connolly 2009,Tim Connolly,2009,C,27.404,73,190,,,,48,48,,,,4.0122,3.8938,,,,1.0946,1.0424,,,,0.8956,0.4738,,,,1.8693,2.2472,0.3778999999999999,,,,1.8693,1.9262,0.05689999999999995,,,,2.1809,0.9631,,,,7.2,7.0016
Tim Connolly 2010,Tim Connolly,2010,C,28.403,73,190,,,48.0,48,73,,,4.0122,3.8938,3.737,,,1.0946,1.0424,0.8696,,,0.8956,0.4738,0.8075,,,1.8693,2.2472,2.4194,0.36114999999999986,,,1.8693,1.9262,1.9795,0.08175000000000021,,,2.1809,0.9631,0.8798,,,7.2,7.0016,7.3394
Tim Connolly 2011,Tim Connolly,2011,C,29.403,73,190,,48.0,48.0,73,68,,4.0122,3.8938,3.737,2.8243,,1.0946,1.0424,0.8696,0.7147,,0.8956,0.4738,0.8075,0.4288,,1.8693,2.2472,2.4194,0.9373,-1.2413333333333334,,1.8693,1.9262,1.9795,3.1242,1.1992,,2.1809,0.9631,0.8798,0.6248,,7.2,7.0016,7.3394,7.8792
Tim Connolly 2012,Tim Connolly,2012,C,30.402,73,190,48.0,48.0,73.0,68,70,4.0122,3.8938,3.737,2.8243,1.875,1.0946,1.0424,0.8696,0.7147,0.7661,0.8956,0.4738,0.8075,0.4288,0.5107,1.8693,2.2472,2.4194,0.9373,0.4571,-1.4112,1.8693,1.9262,1.9795,3.1242,0.9143,-1.3105000000000002,2.1809,0.9631,0.8798,0.6248,0.0,7.2,7.0016,7.3394,7.8792,6.1029
Niklas Hagman 2009,Niklas Hagman,2009,L,28.825,70,205,,,,82,65,,,,2.2772,2.3982,,,,0.3946,0.4726,,,,0.2631,0.4051,,,,0.9639,1.1547,0.19080000000000008,,,,0.0,1.5396,1.5396,,,,0.3213,0.3849,,,,5.0864,7.24
Niklas Hagman 2010,Niklas Hagman,2010,L,29.824,70,205,,,82.0,65,82,,,2.2772,2.3982,2.2033,,,0.3946,0.4726,0.3305,,,0.2631,0.4051,0.4957,,,0.9639,1.1547,0.9963,-0.06299999999999994,,,0.0,1.5396,0.3321,-0.43770000000000003,,,0.3213,0.3849,1.3284,,,5.0864,7.24,5.7653
Niklas Hagman 2011,Niklas Hagman,2011,L,30.824,70,205,,82.0,65.0,82,71,,2.2772,2.3982,2.2033,1.7387,,0.3946,0.4726,0.3305,0.7825,,0.2631,0.4051,0.4957,0.1423,,0.9639,1.1547,0.9963,0.486,-0.5523,,0.0,1.5396,0.3321,0.9721,0.34819999999999995,,0.3213,0.3849,1.3284,0.486,,5.0864,7.24,5.7653,5.8177
Sean Avery 2009,Sean Avery,2009,L,28.477,70,195,,,,57,41,,,,1.5199,2.2589,,,,0.8599,0.5433,,,,0.3127,0.652,,,,1.3851,1.9435,0.5584,,,,0.0,0.0,0.0,,,,2.0777,0.6478,,,,8.4979,5.4483
Sean Avery 2010,Sean Avery,2010,L,29.477,70,195,,,57.0,41,69,,,1.5199,2.2589,1.1995,,,0.8599,0.5433,0.7854,,,0.3127,0.652,0.2142,,,1.3851,1.9435,0.7249,-0.9393999999999999,,,0.0,0.0,3.6246,3.6246,,,2.0777,0.6478,2.8997,,,8.4979,5.4483,7.4088
Jason Williams 2009,Jason Williams,2009,C,28.14,71,192,,,,43,80,,,,4.2066,3.2304,,,,0.8157,0.7762,,,,0.3496,0.4776,,,,1.9902,1.1608,-0.8293999999999999,,,,2.3219,0.4643,-1.8576,,,,1.9902,0.2322,,,,7.1648,5.2702
Jason Williams 2010,Jason Williams,2010,C,29.14,71,192,,,43.0,80,44,,,4.2066,3.2304,2.4985,,,0.8157,0.7762,0.7427,,,0.3496,0.4776,0.0,,,1.9902,1.1608,1.0916,-0.4839,,,2.3219,0.4643,0.5458,-0.8473,,,1.9902,0.2322,0.5458,,,7.1648,5.2702,6.342
Raitis Ivanans 2012,Raitis Ivanans,2012,L,32.743,76,231,73.0,76.0,61.0,1,1,0.0658,0.0553,0.035,,,0.2218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,1.375,2.7143,0.0,,
Erik Christensen 2009,Erik Christensen,2009,C,24.792,73,200,,,,59,64,,,,2.3822,2.2557,,,,0.2812,0.9137,,,,0.3749,0.4153,,,,0.4269,0.8312,0.40430000000000005,,,,2.1345,1.2468,-0.8877000000000002,,,,0.4269,2.078,,,,5.7631,6.5708
Erik Christensen 2010,Erik Christensen,2010,C,25.791,73,200,,,59.0,64,58,,,2.3822,2.2557,1.702,,,0.2812,0.9137,0.4744,,,0.3749,0.4153,0.7116,,,0.4269,0.8312,1.2156,0.58655,,,2.1345,1.2468,0.6078,-1.08285,,,0.4269,2.078,0.6078,,,5.7631,6.5708,6.9775
Erik Christensen 2011,Erik Christensen,2011,C,26.791,73,200,,59.0,64.0,58,63,,2.3822,2.2557,1.702,2.1135,,0.2812,0.9137,0.4744,0.9861,,0.3749,0.4153,0.7116,0.1793,,0.4269,0.8312,1.2156,1.3519,0.5273333333333334,,2.1345,1.2468,0.6078,0.0,-1.3296999999999999,,0.4269,2.078,0.6078,1.3519,,5.7631,6.5708,6.9775,6.0653
Erik Christensen 2012,Erik Christensen,2012,C,27.79,73,200,59.0,64.0,58.0,63,49,2.3822,2.2557,1.702,2.1135,1.4694,0.2812,0.9137,0.4744,0.9861,0.2744,0.3749,0.4153,0.7116,0.1793,0.2744,0.4269,0.8312,1.2156,1.3519,0.8333,-0.12309999999999999,2.1345,1.2468,0.6078,0.0,0.0,-0.997275,0.4269,2.078,0.6078,1.3519,1.6667,5.7631,6.5708,6.9775,6.0653,6.9167
Andrei Kostitsyn 2009,Andrei Kostitsyn,2009,L,23.658,72,214,,,,78,74,,,,3.0282,3.0626,,,,0.7952,0.4603,,,,0.6117,0.1315,,,,1.0161,1.3237,0.3076000000000001,,,,0.0,1.059,1.059,,,,0.7621,1.059,,,,6.1219,7.1958
Andrei Kostitsyn 2010,Andrei Kostitsyn,2010,L,24.658,72,214,,,78.0,74,59,,,3.0282,3.0626,2.2664,,,0.7952,0.4603,0.9653,,,0.6117,0.1315,0.1485,,,1.0161,1.3237,0.0,-1.1699000000000002,,,0.0,1.059,1.3461,0.8166000000000001,,,0.7621,1.059,2.2435,,,6.1219,7.1958,7.8749
Andrei Kostitsyn 2011,Andrei Kostitsyn,2011,L,25.657,72,214,,78.0,74.0,59,81,,3.0282,3.0626,2.2664,2.2623,,0.7952,0.4603,0.9653,0.7091,,0.6117,0.1315,0.1485,0.3273,,1.0161,1.3237,0.0,1.3097,0.5297666666666667,,0.0,1.059,1.3461,0.6548,-0.14689999999999992,,0.7621,1.059,2.2435,0.3274,,6.1219,7.1958,7.8749,5.982
Andrei Kostitsyn 2012,Andrei Kostitsyn,2012,L,26.656,72,214,78.0,74.0,59.0,81,72,3.0282,3.0626,2.2664,2.2623,1.737,0.7952,0.4603,0.9653,0.7091,0.5615,0.6117,0.1315,0.1485,0.3273,0.6239,1.0161,1.3237,0.0,1.3097,0.4797,-0.43267500000000003,0.0,1.059,1.3461,0.6548,0.0,-0.764975,0.7621,1.059,2.2435,0.3274,0.9595,6.1219,7.1958,7.8749,5.982,4.3897
Patrick O'Sullivan 2009,Patrick O'Sullivan,2009,C,23.664,71,189,,,,82,81,,,,2.4217,2.9877,,,,0.5364,0.6288,,,,0.6437,0.4192,,,,1.5107,0.4959,-1.0148,,,,0.6043,1.2397,0.6354000000000001,,,,2.4171,0.9917,,,,5.8011,5.8959
Patrick O'Sullivan 2010,Patrick O'Sullivan,2010,C,24.663,71,189,,,82.0,81,73,,,2.4217,2.9877,2.621,,,0.5364,0.6288,0.6795,,,0.6437,0.4192,0.1853,,,1.5107,0.4959,1.8815,0.8782000000000001,,,0.6043,1.2397,0.9408,0.01880000000000004,,,2.4171,0.9917,1.5679,,,5.8011,5.8959,6.6794
