,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 PK ATOI,Y2 PK ATOI,Y3 PK ATOI,Y4 PK ATOI,Y5 PK ATOI,Y1 PK G/60,Y2 PK G/60,Y3 PK G/60,Y4 PK G/60,Y5 PK G/60,Y5 dPK G/60,Y1 PK ixG/60,Y2 PK ixG/60,Y3 PK ixG/60,Y4 PK ixG/60,Y5 PK ixG/60
Cal Clutterbuck 2015,Cal Clutterbuck,2015,R,26.87,72,212,76.0,74.0,71.0,73,76,1.4502,1.486,1.6468,1.7815,1.4469,0.0,2.1825,0.0,0.9227,1.0912,0.31489999999999996,0.4199,0.9884,0.5033,0.6235,0.444
Cal Clutterbuck 2016,Cal Clutterbuck,2016,R,27.869,72,212,74.0,71.0,73.0,76,77,1.486,1.6468,1.7815,1.4469,1.9688,2.1825,0.0,0.9227,1.0912,0.7916,-0.25749999999999995,0.9884,0.5033,0.6235,0.444,0.2661
Cal Clutterbuck 2017,Cal Clutterbuck,2017,R,28.871,72,212,71.0,73.0,76.0,77,66,1.6468,1.7815,1.4469,1.9688,2.075,0.0,0.9227,1.0912,0.7916,0.0,-0.701375,0.5033,0.6235,0.444,0.2661,0.1395
Cal Clutterbuck 2018,Cal Clutterbuck,2018,R,29.871,72,212,73.0,76.0,77.0,66,76,1.7815,1.4469,1.9688,2.075,2.1143,0.9227,1.0912,0.7916,0.0,0.3734,-0.32797499999999996,0.6235,0.444,0.2661,0.1395,0.2273
Cal Clutterbuck 2019,Cal Clutterbuck,2019,R,30.87,72,212,76.0,77.0,66.0,76,73,1.4469,1.9688,2.075,2.1143,1.8329,1.0912,0.7916,0.0,0.3734,0.0,-0.5640499999999999,0.444,0.2661,0.1395,0.2273,0.3839
Cal Clutterbuck 2020,Cal Clutterbuck,2020,R,31.869,72,212,77.0,66.0,76.0,73,43,1.9688,2.075,2.1143,1.8329,2.2275,0.7916,0.0,0.3734,0.0,0.728,0.43674999999999997,0.2661,0.1395,0.2273,0.3839,0.3606
Cal Clutterbuck 2021,Cal Clutterbuck,2021,R,32.872,72,212,66.0,76.0,73.0,43,73,2.075,2.1143,1.8329,2.2275,1.741,0.0,0.3734,0.0,0.728,0.6893,0.41395000000000004,0.1395,0.2273,0.3839,0.3606,0.239
Cal Clutterbuck 2022,Cal Clutterbuck,2022,R,33.871,72,212,76.0,73.0,43.0,73,59,2.1143,1.8329,2.2275,1.741,1.9746,0.3734,0.0,0.728,0.6893,0.515,0.06732500000000002,0.2273,0.3839,0.3606,0.239,0.3025
Cal Clutterbuck 2023,Cal Clutterbuck,2023,R,34.87,72,212,73.0,43.0,73.0,59,49,1.8329,2.2275,1.741,1.9746,1.7058,0.0,0.728,0.6893,0.515,0.0,-0.48307500000000003,0.3839,0.3606,0.239,0.3025,0.1473
Claude Giroux 2014,Claude Giroux,2014,R,25.72,71,190,82.0,82.0,77.0,82,82,0.9112,2.114,2.2565,1.7076,0.9362,0.0,1.0384,0.0,0.732,0.0,-0.4426,0.1402,0.6039,0.7682,0.7345,0.6138
Claude Giroux 2015,Claude Giroux,2015,R,26.719,71,190,82.0,77.0,82.0,82,81,2.114,2.2565,1.7076,0.9362,0.766,1.0384,0.0,0.732,0.0,0.0,-0.4426,0.6039,0.7682,0.7345,0.6138,0.1265
Claude Giroux 2016,Claude Giroux,2016,R,27.719,71,190,77.0,82.0,82.0,81,78,2.2565,1.7076,0.9362,0.766,1.481,0.0,0.732,0.0,0.0,0.5194,0.3364,0.7682,0.7345,0.6138,0.1265,0.8761
Claude Giroux 2022,Claude Giroux,2022,R,33.72,71,190,82.0,82.0,81.0,79,75,0.7831,1.7305,0.9514,0.7284,0.814,0.0,0.4228,0.9139,0.0,0.0,-0.334175,1.3179,0.5226,0.8639,0.3993,0.6859
Claude Giroux 2023,Claude Giroux,2023,R,34.72,71,190,82.0,81.0,79.0,75,82,1.7305,0.9514,0.7284,0.814,0.9774,0.4228,0.9139,0.0,0.0,0.0,-0.334175,0.5226,0.8639,0.3993,0.6859,0.2613
Jordan Staal 2012,Jordan Staal,2012,C,23.056,76,220,82.0,82.0,82.0,42,62,3.4587,3.5232,3.3677,2.5159,2.6586,0.0,0.2077,0.4345,0.0,1.092,0.9314500000000001,0.3761,0.3008,0.3336,0.5024,0.4451
Jordan Staal 2013,Jordan Staal,2013,C,24.058,76,220,82.0,82.0,42.0,62,82,3.5232,3.3677,2.5159,2.6586,2.1976,0.2077,0.4345,0.0,1.092,0.0,-0.43355,0.3008,0.3336,0.5024,0.4451,0.0938
Jordan Staal 2014,Jordan Staal,2014,C,25.057,76,220,82.0,42.0,62.0,82,82,3.3677,2.5159,2.6586,2.1976,1.6396,0.4345,0.0,1.092,0.0,0.4463,0.06467499999999998,0.3336,0.5024,0.4451,0.0938,0.4761
Jordan Staal 2020,Jordan Staal,2020,C,31.056,76,220,82.0,75.0,79.0,50,80,1.775,1.5709,1.7361,1.823,2.3365,0.0,0.5093,0.875,0.0,0.0,-0.346075,0.1895,1.1617,0.2656,0.3369,0.1998
Jordan Staal 2021,Jordan Staal,2021,C,32.058,76,220,75.0,79.0,50.0,80,77,1.5709,1.7361,1.823,2.3365,2.094,0.5093,0.875,0.0,0.0,0.0,-0.346075,1.1617,0.2656,0.3369,0.1998,0.3611
Jordan Staal 2022,Jordan Staal,2022,C,33.058,76,220,79.0,50.0,80.0,77,78,1.7361,1.823,2.3365,2.094,2.2154,0.875,0.0,0.0,0.0,0.0,-0.21875,0.2656,0.3369,0.1998,0.3611,0.3132
Jordan Staal 2023,Jordan Staal,2023,C,34.057,76,220,50.0,80.0,77.0,78,81,1.823,2.3365,2.094,2.2154,2.3543,0.0,0.0,0.0,0.0,0.3146,0.3146,0.3369,0.1998,0.3611,0.3132,0.5485
Nicklas Backstrom 2017,Nicklas Backstrom,2017,C,28.858,73,202,82.0,82.0,82.0,75,82,1.5274,1.0069,0.9756,0.8971,0.7043,0.0,0.7267,0.0,0.0,0.0,-0.181675,0.1654,0.1932,0.3031,0.1802,0.1767
Nicklas Backstrom 2018,Nicklas Backstrom,2018,C,29.857,73,202,82.0,82.0,75.0,82,81,1.0069,0.9756,0.8971,0.7043,0.9243,0.7267,0.0,0.0,0.0,0.0,-0.181675,0.1932,0.3031,0.1802,0.1767,0.1705
Nicklas Backstrom 2019,Nicklas Backstrom,2019,C,30.856,73,202,82.0,75.0,82.0,81,80,0.9756,0.8971,0.7043,0.9243,0.9321,0.0,0.0,0.0,0.0,0.0,0.0,0.3031,0.1802,0.1767,0.1705,0.5391
Jonathan Toews 2012,Jonathan Toews,2012,C,23.423,74,201,64.0,82.0,76.0,80,59,1.5081,0.6384,1.5447,1.9462,1.9,0.0,0.0,0.5111,0.3854,0.5352,0.311075,0.4455,0.6889,0.3249,0.6548,0.8476
Jonathan Toews 2013,Jonathan Toews,2013,C,24.425,74,201,82.0,76.0,80.0,59,80,0.6384,1.5447,1.9462,1.9,1.4167,0.0,0.5111,0.3854,0.5352,1.8023,1.444375,0.6889,0.3249,0.6548,0.8476,0.677
Jonathan Toews 2014,Jonathan Toews,2014,C,25.424,74,201,76.0,80.0,59.0,80,76,1.5447,1.9462,1.9,1.4167,1.5586,0.5111,0.3854,0.5352,1.8023,1.5196,0.7111000000000001,0.3249,0.6548,0.8476,0.677,0.6908
Jonathan Toews 2015,Jonathan Toews,2015,C,26.424,74,201,80.0,59.0,80.0,76,81,1.9462,1.9,1.4167,1.5586,1.3798,0.3854,0.5352,1.8023,1.5196,1.0737,0.01307500000000017,0.6548,0.8476,0.677,0.6908,1.3836
Jonathan Toews 2016,Jonathan Toews,2016,C,27.423,74,201,59.0,80.0,76.0,81,80,1.9,1.4167,1.5586,1.3798,1.4025,0.5352,1.8023,1.5196,1.0737,2.139,0.9062999999999997,0.8476,0.677,0.6908,1.3836,0.8159
Jonathan Toews 2017,Jonathan Toews,2017,C,28.425,74,201,80.0,76.0,81.0,80,72,1.4167,1.5586,1.3798,1.4025,1.2984,1.8023,1.5196,1.0737,2.139,0.0,-1.63365,0.677,0.6908,1.3836,0.8159,0.0816
Jonathan Toews 2018,Jonathan Toews,2018,C,29.424,74,201,76.0,81.0,80.0,72,74,1.5586,1.3798,1.4025,1.2984,1.7036,1.5196,1.0737,2.139,0.0,0.0,-1.183075,0.6908,1.3836,0.8159,0.0816,0.2805
Jonathan Toews 2019,Jonathan Toews,2019,C,30.424,74,201,81.0,80.0,72.0,74,82,1.3798,1.4025,1.2984,1.7036,1.7526,1.0737,2.139,0.0,0.0,0.4175,-0.385675,1.3836,0.8159,0.0816,0.2805,0.6611
Jonathan Toews 2020,Jonathan Toews,2020,C,31.423,74,201,80.0,72.0,74.0,82,82,1.4025,1.2984,1.7036,1.7526,1.9755,2.139,0.0,0.0,0.4175,0.4339,-0.20522499999999994,0.8159,0.0816,0.2805,0.6611,0.2758
Alex Killorn 2021,Alex Killorn,2021,L,31.048,73,194,81.0,82.0,82.0,80,82,1.4405,1.7022,1.9461,2.2184,1.7702,0.5142,0.0,0.376,0.0,0.0,-0.22255,0.5297,0.1251,0.2415,0.2891,0.594
Alex Killorn 2022,Alex Killorn,2022,L,32.047,73,194,82.0,82.0,80.0,82,82,1.7022,1.9461,2.2184,1.7702,1.7705,0.0,0.376,0.0,0.0,0.0,-0.094,0.1251,0.2415,0.2891,0.594,0.6711
Alex Killorn 2023,Alex Killorn,2023,L,33.047,73,194,82.0,80.0,82.0,82,82,1.9461,2.2184,1.7702,1.7705,1.8967,0.376,0.0,0.0,0.0,0.3858,0.29179999999999995,0.2415,0.2891,0.594,0.6711,0.547
Jamie Benn 2018,Jamie Benn,2018,L,28.206,74,205,81.0,82.0,82.0,77,82,0.749,1.4785,1.5701,1.4844,1.3986,0.989,0.9898,0.932,0.5249,0.5232,-0.33572500000000005,0.9262,0.4685,0.6309,0.6946,0.4686
Nick Bonino 2017,Nick Bonino,2017,C,28.45,73,195,46.0,77.0,75.0,63,80,1.2228,1.7152,1.9667,2.3212,2.295,0.0,0.0,0.0,0.4103,0.3268,0.22422499999999998,0.0,0.4651,0.191,0.2965,0.3148
Nick Bonino 2018,Nick Bonino,2018,C,29.449,73,195,77.0,75.0,63.0,80,71,1.7152,1.9667,2.3212,2.295,2.0967,0.0,0.0,0.4103,0.3268,0.0,-0.184275,0.4651,0.191,0.2965,0.3148,0.165
Nick Bonino 2019,Nick Bonino,2019,C,30.448,73,195,75.0,63.0,80.0,71,81,1.9667,2.3212,2.295,2.0967,1.9506,0.0,0.4103,0.3268,0.0,0.0,-0.184275,0.191,0.2965,0.3148,0.165,0.3293
Nick Bonino 2020,Nick Bonino,2020,C,31.448,73,195,63.0,80.0,71.0,81,79,2.3212,2.295,2.0967,1.9506,2.5973,0.4103,0.3268,0.0,0.0,0.0,-0.184275,0.2965,0.3148,0.165,0.3293,0.3488
Nick Bonino 2021,Nick Bonino,2021,C,32.45,73,195,80.0,71.0,81.0,79,80,2.295,2.0967,1.9506,2.5973,1.8812,0.3268,0.0,0.0,0.0,0.0,-0.0817,0.3148,0.165,0.3293,0.3488,0.0559
Nick Bonino 2022,Nick Bonino,2022,C,33.449,73,195,71.0,81.0,79.0,80,80,2.0967,1.9506,2.5973,1.8812,1.6133,0.0,0.0,0.0,0.0,0.4649,0.4649,0.165,0.3293,0.3488,0.0559,0.224
Nick Bonino 2023,Nick Bonino,2023,C,34.449,73,195,81.0,79.0,80.0,80,62,1.9506,2.5973,1.8812,1.6133,2.3003,0.0,0.0,0.0,0.4649,0.0,-0.116225,0.3293,0.3488,0.0559,0.224,0.0051
Logan Couture 2015,Logan Couture,2015,C,25.512,73,206,79.0,80.0,82.0,65,82,1.0768,1.0992,0.9017,1.3605,1.4671,0.0,1.3647,0.0,1.357,0.9975,0.317075,0.6116,0.7158,0.2671,0.7844,1.0358
Logan Couture 2021,Logan Couture,2021,C,31.514,73,206,73.0,78.0,81.0,61,77,1.0961,1.3987,1.5683,1.7157,1.955,0.0,1.0999,0.4723,0.0,0.5791,0.18604999999999994,0.2489,0.6241,0.6775,0.3455,0.5331
Logan Couture 2022,Logan Couture,2022,C,32.513,73,206,78.0,81.0,61.0,77,77,1.3987,1.5683,1.7157,1.955,1.9026,1.0999,0.4723,0.0,0.5791,0.8191,0.28127500000000005,0.6241,0.6775,0.3455,0.5331,0.6314
Logan Couture 2023,Logan Couture,2023,C,33.512,73,206,81.0,61.0,77.0,77,82,1.5683,1.7157,1.955,1.9026,2.3941,0.4723,0.0,0.5791,0.8191,0.3056,-0.16202500000000003,0.6775,0.3455,0.5331,0.6314,0.2716
Mikael Backlund 2018,Mikael Backlund,2018,C,28.543,72,206,76.0,52.0,82.0,81,82,1.9371,1.4426,1.7634,2.263,2.3654,1.6303,1.5996,1.2448,0.0,0.3093,-0.8093750000000001,0.5322,0.3745,0.4925,0.367,0.357
Mikael Backlund 2019,Mikael Backlund,2019,C,29.542,72,206,52.0,82.0,81.0,82,77,1.4426,1.7634,2.263,2.3654,1.3866,1.5996,1.2448,0.0,0.3093,0.562,-0.22642499999999988,0.3745,0.4925,0.367,0.357,0.5004
Mikael Backlund 2020,Mikael Backlund,2020,C,30.542,72,206,82.0,81.0,82.0,77,82,1.7634,2.263,2.3654,1.3866,1.5945,1.2448,0.0,0.3093,0.562,1.6127,1.083675,0.4925,0.367,0.357,0.5004,0.6416
Mikael Backlund 2021,Mikael Backlund,2021,C,31.544,72,206,81.0,82.0,77.0,82,79,2.263,2.3654,1.3866,1.5945,1.8059,0.0,0.3093,0.562,1.6127,0.6153,-0.005700000000000038,0.367,0.357,0.5004,0.6416,0.3529
Mikael Backlund 2022,Mikael Backlund,2022,C,32.543,72,206,82.0,77.0,82.0,79,82,2.3654,1.3866,1.5945,1.8059,2.0211,0.3093,0.562,1.6127,0.6153,0.0,-0.774825,0.357,0.5004,0.6416,0.3529,0.6063
Mikael Backlund 2023,Mikael Backlund,2023,C,33.542,72,206,77.0,82.0,79.0,82,82,1.3866,1.5945,1.8059,2.0211,2.1374,0.562,1.6127,0.6153,0.0,0.3423,-0.3552,0.5004,0.6416,0.3529,0.6063,0.6276
Max Pacioretty 2018,Max Pacioretty,2018,L,28.863,74,217,73.0,80.0,82.0,81,64,1.068,1.5633,1.1831,0.9568,1.6911,0.7696,1.4392,0.6185,0.7742,0.5544,-0.34597500000000003,0.6489,1.1251,0.7659,0.4182,0.9276
Lars Eller 2016,Lars Eller,2016,C,26.399,74,205,79.0,78.0,77.0,77,79,1.6964,1.4928,1.4145,1.3465,1.3222,0.8954,0.0,0.5509,0.0,0.5744,0.21282500000000004,0.4645,0.1577,0.3578,0.1566,0.5804
Lars Eller 2017,Lars Eller,2017,C,27.401,74,205,78.0,77.0,77.0,79,81,1.4928,1.4145,1.3465,1.3222,2.1708,0.0,0.5509,0.0,0.5744,0.3412,0.05987500000000001,0.1577,0.3578,0.1566,0.5804,0.2463
Lars Eller 2018,Lars Eller,2018,C,28.401,74,205,77.0,77.0,79.0,81,81,1.4145,1.3465,1.3222,2.1708,1.8191,0.5509,0.0,0.5744,0.3412,0.0,-0.366625,0.3578,0.1566,0.5804,0.2463,0.2828
Lars Eller 2019,Lars Eller,2019,C,29.4,74,205,77.0,79.0,81.0,81,81,1.3465,1.3222,2.1708,1.8191,2.3379,0.0,0.5744,0.3412,0.0,0.3168,0.08790000000000003,0.1566,0.5804,0.2463,0.2828,0.4687
Lars Eller 2020,Lars Eller,2020,C,30.399,74,205,79.0,81.0,81.0,81,81,1.3222,2.1708,1.8191,2.3379,2.4193,0.5744,0.3412,0.0,0.3168,0.3594,0.05129999999999996,0.5804,0.2463,0.2828,0.4687,0.253
Lars Eller 2021,Lars Eller,2021,C,31.401,74,205,81.0,81.0,81.0,81,64,2.1708,1.8191,2.3379,2.4193,2.0102,0.3412,0.0,0.3168,0.3594,0.0,-0.25435,0.2463,0.2828,0.4687,0.253,0.3977
Lars Eller 2022,Lars Eller,2022,C,32.401,74,205,81.0,81.0,81.0,64,72,1.8191,2.3379,2.4193,2.0102,1.6532,0.0,0.3168,0.3594,0.0,0.0,-0.16905,0.2828,0.4687,0.253,0.3977,0.673
Lars Eller 2023,Lars Eller,2023,C,33.4,74,205,81.0,81.0,64.0,72,84,2.3379,2.4193,2.0102,1.6532,1.63,0.3168,0.3594,0.0,0.0,0.4382,0.26915,0.4687,0.253,0.3977,0.673,0.4981
Derek Stepan 2016,Derek Stepan,2016,C,25.287,71,196,82.0,82.0,82.0,68,72,1.2884,2.1069,1.1762,1.5939,1.7067,0.0,0.5933,0.0,1.1072,1.4648,1.0396750000000001,0.3023,0.1834,0.2909,0.4499,0.9518
Derek Stepan 2017,Derek Stepan,2017,C,26.29,71,196,82.0,82.0,68.0,72,81,2.1069,1.1762,1.5939,1.7067,1.364,0.5933,0.0,1.1072,1.4648,0.5431,-0.24822500000000003,0.1834,0.2909,0.4499,0.9518,0.3476
Derek Stepan 2018,Derek Stepan,2018,C,27.289,71,196,82.0,68.0,72.0,81,82,1.1762,1.5939,1.7067,1.364,1.1726,0.0,1.1072,1.4648,0.5431,1.248,0.469225,0.2909,0.4499,0.9518,0.3476,0.2469
Derek Stepan 2019,Derek Stepan,2019,C,28.288,71,196,68.0,72.0,81.0,82,72,1.5939,1.7067,1.364,1.1726,1.9317,1.1072,1.4648,0.5431,1.248,1.2942,0.20342499999999997,0.4499,0.9518,0.3476,0.2469,0.5057
Derek Stepan 2020,Derek Stepan,2020,C,29.288,71,196,72.0,81.0,82.0,72,82,1.7067,1.364,1.1726,1.9317,1.9683,1.4648,0.5431,1.248,1.2942,0.4355,-0.7020250000000001,0.9518,0.3476,0.2469,0.5057,0.5951
Adam Henrique 2016,Adam Henrique,2016,C,25.649,72,195,74.0,71.0,77.0,75,80,1.7971,1.7671,2.2004,1.8542,2.6387,1.8047,1.6169,1.0624,0.0,0.5685,-0.5525,0.9897,0.9477,0.5795,0.2153,0.7357
Adam Henrique 2017,Adam Henrique,2017,C,26.651,72,195,71.0,77.0,75.0,80,82,1.7671,2.2004,1.8542,2.6387,2.2756,1.6169,1.0624,0.0,0.5685,0.6431,-0.16884999999999994,0.9477,0.5795,0.2153,0.7357,0.3396
Adam Henrique 2018,Adam Henrique,2018,C,27.65,72,195,77.0,75.0,80.0,82,81,2.2004,1.8542,2.6387,2.2756,1.5794,1.0624,0.0,0.5685,0.6431,0.469,-0.09950000000000003,0.5795,0.2153,0.7357,0.3396,0.9254
Adam Henrique 2019,Adam Henrique,2019,C,28.65,72,195,75.0,80.0,82.0,81,82,1.8542,2.6387,2.2756,1.5794,1.1016,0.0,0.5685,0.6431,0.469,0.0,-0.42015,0.2153,0.7357,0.3396,0.9254,0.2236
Adam Henrique 2020,Adam Henrique,2020,C,29.649,72,195,80.0,82.0,81.0,82,83,2.6387,2.2756,1.5794,1.1016,0.6045,0.5685,0.6431,0.469,0.0,0.0,-0.42015,0.7357,0.3396,0.9254,0.2236,0.779
Adam Henrique 2021,Adam Henrique,2021,C,30.651,72,195,82.0,81.0,82.0,83,65,2.2756,1.5794,1.1016,0.6045,0.91,0.6431,0.469,0.0,0.0,0.0,-0.27802499999999997,0.3396,0.9254,0.2236,0.779,0.3061
Derek Grant 2021,Derek Grant,2021,C,30.451,75,210,46.0,66.0,56.0,66,67,2.1826,0.8144,1.6381,2.3938,2.6725,0.0,0.0,0.0,1.3428,0.0,-0.3357,0.3354,0.5325,0.2631,0.6867,0.3105
Derek Grant 2022,Derek Grant,2022,C,31.451,75,210,66.0,56.0,66.0,67,71,0.8144,1.6381,2.3938,2.6725,2.385,0.0,0.0,1.3428,0.0,0.3543,0.018600000000000005,0.5325,0.2631,0.6867,0.3105,0.3348
Derek Grant 2023,Derek Grant,2023,C,32.45,75,210,56.0,66.0,67.0,71,46,1.6381,2.3938,2.6725,2.385,2.4058,0.0,1.3428,0.0,0.3543,0.0,-0.424275,0.2631,0.6867,0.3105,0.3348,0.2029
Ryan O'Reilly 2018,Ryan O'Reilly,2018,C,26.648,73,207,80.0,82.0,71.0,72,81,1.1615,1.8083,2.1061,2.3419,1.5687,0.0,0.4046,0.4012,0.3558,0.0,-0.2904,0.3793,0.4948,0.736,0.5801,0.351
Ryan O'Reilly 2019,Ryan O'Reilly,2019,C,27.648,73,207,82.0,71.0,72.0,81,82,1.8083,2.1061,2.3419,1.5687,1.9976,0.4046,0.4012,0.3558,0.0,0.3663,0.07590000000000002,0.4948,0.736,0.5801,0.351,0.347
Ryan O'Reilly 2020,Ryan O'Reilly,2020,C,28.647,73,207,71.0,72.0,81.0,82,83,2.1061,2.3419,1.5687,1.9976,2.1509,0.4012,0.3558,0.0,0.3663,0.3929,0.11207500000000004,0.736,0.5801,0.351,0.347,0.7678
Ryan O'Reilly 2021,Ryan O'Reilly,2021,C,29.649,73,207,72.0,81.0,82.0,83,82,2.3419,1.5687,1.9976,2.1509,2.0324,0.3558,0.0,0.3663,0.3929,1.0543,0.77555,0.5801,0.351,0.347,0.7678,0.3792
Ryan O'Reilly 2022,Ryan O'Reilly,2022,C,30.648,73,207,81.0,82.0,83.0,82,78,1.5687,1.9976,2.1509,2.0324,1.8718,0.0,0.3663,0.3929,1.0543,0.0,-0.45337500000000003,0.351,0.347,0.7678,0.3792,0.5124
Ryan O'Reilly 2023,Ryan O'Reilly,2023,C,31.648,73,207,82.0,83.0,82.0,78,53,1.9976,2.1509,2.0324,1.8718,1.6261,0.3663,0.3929,1.0543,0.0,0.6962,0.242825,0.347,0.7678,0.3792,0.5124,0.7763
Jakob Silfverberg 2017,Jakob Silfverberg,2017,R,25.969,73,207,82.0,52.0,81.0,82,79,1.1382,1.0413,1.7426,2.4016,1.6293,1.0982,2.2161,0.4251,0.0,0.4661,-0.46874999999999994,0.4927,1.222,0.7111,0.1452,0.623
Jakob Silfverberg 2018,Jakob Silfverberg,2018,R,26.969,73,207,52.0,81.0,82.0,79,77,1.0413,1.7426,2.4016,1.6293,1.6991,2.2161,0.4251,0.0,0.4661,0.4586,-0.318225,1.222,0.7111,0.1452,0.623,0.4115
Jakob Silfverberg 2019,Jakob Silfverberg,2019,R,27.968,73,207,81.0,82.0,79.0,77,73,1.7426,2.4016,1.6293,1.6991,1.7032,0.4251,0.0,0.4661,0.4586,0.9651,0.6276499999999999,0.7111,0.1452,0.623,0.4115,0.212
Jakob Silfverberg 2020,Jakob Silfverberg,2020,R,28.967,73,207,82.0,79.0,77.0,73,77,2.4016,1.6293,1.6991,1.7032,1.6818,0.0,0.4661,0.4586,0.9651,1.0811,0.6086499999999999,0.1452,0.623,0.4115,0.212,0.6315
Jakob Silfverberg 2021,Jakob Silfverberg,2021,R,29.969,73,207,79.0,77.0,73.0,77,68,1.6293,1.6991,1.7032,1.6818,1.9887,0.4661,0.4586,0.9651,1.0811,0.6419,-0.10082499999999994,0.623,0.4115,0.212,0.6315,0.162
Jakob Silfverberg 2022,Jakob Silfverberg,2022,R,30.969,73,207,77.0,73.0,77.0,68,53,1.6991,1.7032,1.6818,1.9887,2.1604,0.4586,0.9651,1.0811,0.6419,0.0,-0.786675,0.4115,0.212,0.6315,0.162,0.3036
Jakob Silfverberg 2023,Jakob Silfverberg,2023,R,31.968,73,207,73.0,77.0,68.0,53,81,1.7032,1.6818,1.9887,2.1604,2.6605,0.9651,1.0811,0.6419,0.0,0.0,-0.672025,0.212,0.6315,0.162,0.3036,0.1483
Evander Kane 2017,Evander Kane,2017,L,25.167,74,210,82.0,63.0,37.0,65,70,0.9951,1.8362,1.8302,1.1236,1.3067,0.0,1.0373,0.886,0.8215,0.0,-0.6862,1.5792,1.0189,1.0742,0.4611,0.4787
Evander Kane 2018,Evander Kane,2018,L,26.166,74,210,63.0,37.0,65.0,70,78,1.8362,1.8302,1.1236,1.3067,0.7062,1.0373,0.886,0.8215,0.0,4.357,3.6708000000000003,1.0189,1.0742,0.4611,0.4787,1.5285
Evander Kane 2019,Evander Kane,2019,L,27.166,74,210,37.0,65.0,70.0,78,75,1.8302,1.1236,1.3067,0.7062,0.9978,0.886,0.8215,0.0,4.357,0.8018,-0.7143250000000002,1.0742,0.4611,0.4787,1.5285,1.17
Evander Kane 2020,Evander Kane,2020,L,28.165,74,210,65.0,70.0,78.0,75,75,1.1236,1.3067,0.7062,0.9978,1.3698,0.8215,0.0,4.357,0.8018,1.3688,-0.12627499999999992,0.4611,0.4787,1.5285,1.17,0.8374
Evander Kane 2021,Evander Kane,2021,L,29.167,74,210,70.0,78.0,75.0,75,82,1.3067,0.7062,0.9978,1.3698,1.7869,0.0,4.357,0.8018,1.3688,1.1992,-0.4327000000000001,0.4787,1.5285,1.17,0.8374,0.7202
Reilly Smith 2020,Reilly Smith,2020,R,28.502,73,185,82.0,80.0,67.0,74,83,2.3093,1.7104,1.6948,1.5417,1.9063,0.0,0.4385,0.5284,0.5259,0.8866,0.5134000000000001,0.1589,0.2153,0.6955,0.9285,0.6205
Reilly Smith 2021,Reilly Smith,2021,R,29.504,73,185,80.0,67.0,74.0,83,77,1.7104,1.6948,1.5417,1.9063,1.6761,0.4385,0.5284,0.5259,0.8866,1.3508,0.75595,0.2153,0.6955,0.9285,0.6205,0.381
Reilly Smith 2022,Reilly Smith,2022,R,30.503,73,185,67.0,74.0,83.0,77,56,1.6948,1.5417,1.9063,1.6761,1.7652,0.5284,0.5259,0.8866,1.3508,1.214,0.39107499999999995,0.6955,0.9285,0.6205,0.381,0.8306
Reilly Smith 2023,Reilly Smith,2023,R,31.503,73,185,74.0,83.0,77.0,56,78,1.5417,1.9063,1.6761,1.7652,1.3199,0.5259,0.8866,1.3508,1.214,2.3312,1.336875,0.9285,0.6205,0.381,0.8306,0.5541
Marcus Foligno 2023,Marcus Foligno,2023,L,31.144,75,226,82.0,69.0,57.0,74,65,1.8152,1.8175,1.4479,1.8608,1.0464,0.0,0.0,1.0626,0.0,0.0,-0.26565,0.4438,0.1869,0.2234,0.1024,0.4037
Casey Cizikas 2017,Casey Cizikas,2017,C,25.594,71,190,76.0,80.0,70.0,80,59,0.7485,2.4246,1.4383,2.1854,2.1477,0.0,0.0,1.1919,0.3432,0.0,-0.383775,0.9702,0.7128,1.1111,0.5608,0.4662
Casey Cizikas 2018,Casey Cizikas,2018,C,26.593,71,190,80.0,70.0,80.0,59,64,2.4246,1.4383,2.1854,2.1477,2.3018,0.0,1.1919,0.3432,0.0,0.4073,0.023525000000000018,0.7128,1.1111,0.5608,0.4662,0.3498
Casey Cizikas 2019,Casey Cizikas,2019,C,27.593,71,190,70.0,80.0,59.0,64,73,1.4383,2.1854,2.1477,2.3018,1.9434,1.1919,0.3432,0.0,0.4073,0.8459,0.3603,1.1111,0.5608,0.4662,0.3498,0.4652
Casey Cizikas 2020,Casey Cizikas,2020,C,28.592,71,190,80.0,59.0,64.0,73,56,2.1854,2.1477,2.3018,1.9434,2.3212,0.3432,0.0,0.4073,0.8459,1.077,0.6779,0.5608,0.4662,0.3498,0.4652,0.7558
Casey Cizikas 2021,Casey Cizikas,2021,C,29.594,71,190,59.0,64.0,73.0,56,82,2.1477,2.3018,1.9434,2.3212,1.6714,0.0,0.4073,0.8459,1.077,0.0,-0.58255,0.4662,0.3498,0.4652,0.7558,0.47
Casey Cizikas 2022,Casey Cizikas,2022,C,30.594,71,190,64.0,73.0,56.0,82,74,2.3018,1.9434,2.3212,1.6714,1.8354,0.4073,0.8459,1.077,0.0,0.4418,-0.14075,0.3498,0.4652,0.7558,0.47,0.6385
Casey Cizikas 2023,Casey Cizikas,2023,C,31.593,71,190,73.0,56.0,82.0,74,81,1.9434,2.3212,1.6714,1.8354,1.8912,0.8459,1.077,0.0,0.4418,0.0,-0.591175,0.4652,0.7558,0.47,0.6385,0.5047
