,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 PK ATOI,Y2 PK ATOI,Y3 PK ATOI,Y4 PK ATOI,Y5 PK ATOI,Y1 PK A1/60,Y2 PK A1/60,Y3 PK A1/60,Y4 PK A1/60,Y5 PK A1/60,Y1 PK A2/60,Y2 PK A2/60,Y3 PK A2/60,Y4 PK A2/60,Y5 PK A2/60
Michael Del Zotto 2017,Michael Del Zotto,2017,D,26.273,72,195,78.0,67.0,64.0,52,51,1.5793,0.3057,1.9289,2.5269,1.2797,0.0,0.0,0.0,0.0,0.9193,0.0,0.0,0.0,0.0,0.0
Michael Del Zotto 2018,Michael Del Zotto,2018,D,27.272,72,195,67.0,64.0,52.0,51,82,0.3057,1.9289,2.5269,1.2797,2.1453,0.0,0.0,0.0,0.9193,0.0,0.0,0.0,0.0,0.0,0.0
Michael Del Zotto 2019,Michael Del Zotto,2019,D,28.272,72,195,64.0,52.0,51.0,82,42,1.9289,2.5269,1.2797,2.1453,1.7052,0.0,0.0,0.9193,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Del Zotto 2020,Michael Del Zotto,2020,D,29.271,72,195,52.0,51.0,82.0,42,57,2.5269,1.2797,2.1453,1.7052,1.4075,0.0,0.9193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Del Zotto 2021,Michael Del Zotto,2021,D,30.273,72,195,51.0,82.0,42.0,57,77,1.2797,2.1453,1.7052,1.4075,1.1503,0.9193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Ellis 2018,Ryan Ellis,2018,D,26.744,70,180,80.0,58.0,79.0,71,44,0.0696,0.6578,1.4726,2.608,2.7197,0.0,0.0,0.0,0.324,1.0028,0.0,0.0,0.0,0.324,0.5014
Ryan Ellis 2019,Ryan Ellis,2019,D,27.743,70,180,58.0,79.0,71.0,44,82,0.6578,1.4726,2.608,2.7197,2.6848,0.0,0.0,0.324,1.0028,0.0,0.0,0.0,0.324,0.5014,0.0
Ryan Ellis 2020,Ryan Ellis,2020,D,28.743,70,180,79.0,71.0,44.0,82,57,1.4726,2.608,2.7197,2.6848,2.3276,0.0,0.324,1.0028,0.0,0.0,0.0,0.324,0.5014,0.0,0.0
Ryan Ellis 2021,Ryan Ellis,2021,D,29.745,70,180,71.0,44.0,82.0,57,49,2.608,2.7197,2.6848,2.3276,2.5025,0.324,1.0028,0.0,0.0,0.0,0.324,0.5014,0.0,0.0,0.0
John Moore 2018,John Moore,2018,D,26.867,75,207,74.0,57.0,73.0,63,81,0.136,0.212,2.0146,1.8444,1.8331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Moore 2019,John Moore,2019,D,27.867,75,207,57.0,73.0,63.0,81,61,0.212,2.0146,1.8444,1.8331,2.162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Moore 2020,John Moore,2020,D,28.866,75,207,73.0,63.0,81.0,61,28,2.0146,1.8444,1.8331,2.162,1.9153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christopher Tanev 2015,Christopher Tanev,2015,D,24.781,74,193,29.0,25.0,64.0,64,70,0.569,0.8887,1.6355,3.012,2.7317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christopher Tanev 2016,Christopher Tanev,2016,D,25.78,74,193,25.0,64.0,64.0,70,69,0.8887,1.6355,3.012,2.7317,2.7667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3143
Christopher Tanev 2017,Christopher Tanev,2017,D,26.782,74,193,64.0,64.0,70.0,69,53,1.6355,3.012,2.7317,2.7667,2.8899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3143,0.0
Christopher Tanev 2018,Christopher Tanev,2018,D,27.782,74,193,64.0,70.0,69.0,53,42,3.012,2.7317,2.7667,2.8899,3.071,0.0,0.0,0.0,0.0,0.4652,0.0,0.0,0.3143,0.0,0.4652
Christopher Tanev 2019,Christopher Tanev,2019,D,28.781,74,193,70.0,69.0,53.0,42,55,2.7317,2.7667,2.8899,3.071,3.2327,0.0,0.0,0.0,0.4652,0.0,0.0,0.3143,0.0,0.4652,0.0
Christopher Tanev 2020,Christopher Tanev,2020,D,29.78,74,193,69.0,53.0,42.0,55,81,2.7667,2.8899,3.071,3.2327,3.4164,0.0,0.0,0.4652,0.0,0.2545,0.3143,0.0,0.4652,0.0,0.0
Christopher Tanev 2021,Christopher Tanev,2021,D,30.782,74,193,53.0,42.0,55.0,81,82,2.8899,3.071,3.2327,3.4164,3.0673,0.0,0.4652,0.0,0.2545,0.0,0.0,0.4652,0.0,0.0,0.0
Christopher Tanev 2022,Christopher Tanev,2022,D,31.782,74,193,42.0,55.0,81.0,82,82,3.071,3.2327,3.4164,3.0673,2.9455,0.4652,0.0,0.2545,0.0,0.0,0.4652,0.0,0.0,0.0,0.0
Mark Pysyk 2019,Mark Pysyk,2019,D,26.722,73,198,7.0,55.0,82.0,82,70,0.8738,0.4906,2.8262,2.0925,1.7826,0.0,0.0,0.0,0.0,0.0,0.0,2.2236,0.0,0.0,0.4808
Andrej Sustr 2016,Andrej Sustr,2016,D,24.838,79,217,,3.0,43.0,72,77,,,1.1895,1.4479,1.8452,,,0.0,0.0,0.0,,,2.346,0.0,0.0
Andrej Sustr 2017,Andrej Sustr,2017,D,25.841,79,217,3.0,43.0,72.0,77,80,,1.1895,1.4479,1.8452,2.0719,,0.0,0.0,0.0,0.0,,2.346,0.0,0.0,0.0
Danny DeKeyser 2016,Danny DeKeyser,2016,D,25.569,75,183,,18.0,65.0,80,78,,1.8333,2.2531,2.3329,2.6739,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Danny DeKeyser 2017,Danny DeKeyser,2017,D,26.572,75,183,18.0,65.0,80.0,78,82,1.8333,2.2531,2.3329,2.6739,2.6496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny DeKeyser 2018,Danny DeKeyser,2018,D,27.571,75,183,65.0,80.0,78.0,82,65,2.2531,2.3329,2.6739,2.6496,2.2087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny DeKeyser 2019,Danny DeKeyser,2019,D,28.57,75,183,80.0,78.0,82.0,65,52,2.3329,2.6739,2.6496,2.2087,2.5237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Braydon Coburn 2010,Braydon Coburn,2010,D,24.592,77,224,,,78.0,80,81,,,2.1829,3.854,2.5288,,,0.0,0.3892,0.0,,,0.3524,0.0,0.0
Braydon Coburn 2011,Braydon Coburn,2011,D,25.591,77,224,,78.0,80.0,81,82,,2.1829,3.854,2.5288,2.4563,,0.0,0.3892,0.0,0.2979,,0.3524,0.0,0.0,0.0
Braydon Coburn 2012,Braydon Coburn,2012,D,26.591,77,224,78.0,80.0,81.0,82,81,2.1829,3.854,2.5288,2.4563,3.3344,0.0,0.3892,0.0,0.2979,0.2222,0.3524,0.0,0.0,0.0,0.2222
Braydon Coburn 2013,Braydon Coburn,2013,D,27.593,77,224,80.0,81.0,82.0,81,56,3.854,2.5288,2.4563,3.3344,3.5328,0.3892,0.0,0.2979,0.2222,0.0,0.0,0.0,0.0,0.2222,0.0
Braydon Coburn 2014,Braydon Coburn,2014,D,28.592,77,224,81.0,82.0,81.0,56,82,2.5288,2.4563,3.3344,3.5328,3.9882,0.0,0.2979,0.2222,0.0,0.0,0.0,0.0,0.2222,0.0,0.0
Braydon Coburn 2015,Braydon Coburn,2015,D,29.592,77,224,82.0,81.0,56.0,82,43,2.4563,3.3344,3.5328,3.9882,2.8663,0.2979,0.2222,0.0,0.0,0.0,0.0,0.2222,0.0,0.0,0.0
Braydon Coburn 2016,Braydon Coburn,2016,D,30.591,77,224,81.0,56.0,82.0,43,80,3.3344,3.5328,3.9882,2.8663,2.3258,0.2222,0.0,0.0,0.0,0.3225,0.2222,0.0,0.0,0.0,0.0
Braydon Coburn 2017,Braydon Coburn,2017,D,31.593,77,224,56.0,82.0,43.0,80,80,3.5328,3.9882,2.8663,2.3258,2.0279,0.0,0.0,0.0,0.3225,0.0,0.0,0.0,0.0,0.0,0.0
Braydon Coburn 2018,Braydon Coburn,2018,D,32.592,77,224,82.0,43.0,80.0,80,72,3.9882,2.8663,2.3258,2.0279,2.1039,0.0,0.0,0.3225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Braydon Coburn 2019,Braydon Coburn,2019,D,33.592,77,224,43.0,80.0,80.0,72,74,2.8663,2.3258,2.0279,2.1039,1.0259,0.0,0.3225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shea Weber 2011,Shea Weber,2011,D,25.131,76,230,,54.0,81.0,78,82,,0.8713,1.6527,1.2643,2.1191,,0.0,0.0,0.0,0.0,,0.0,0.4482,0.0,0.0
Shea Weber 2012,Shea Weber,2012,D,26.131,76,230,54.0,81.0,78.0,82,78,0.8713,1.6527,1.2643,2.1191,2.2906,0.0,0.0,0.0,0.0,0.0,0.0,0.4482,0.0,0.0,0.0
Shea Weber 2013,Shea Weber,2013,D,27.133,76,230,81.0,78.0,82.0,78,82,1.6527,1.2643,2.1191,2.2906,1.941,0.0,0.0,0.0,0.0,0.0,0.4482,0.0,0.0,0.0,0.0
Shea Weber 2014,Shea Weber,2014,D,28.132,76,230,78.0,82.0,78.0,82,79,1.2643,2.1191,2.2906,1.941,2.6027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shea Weber 2015,Shea Weber,2015,D,29.132,76,230,82.0,78.0,82.0,79,78,2.1191,2.2906,1.941,2.6027,2.4585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shea Weber 2016,Shea Weber,2016,D,30.131,76,230,78.0,82.0,79.0,78,78,2.2906,1.941,2.6027,2.4585,2.844,0.0,0.0,0.0,0.0,0.2705,0.0,0.0,0.0,0.0,0.0
Shea Weber 2017,Shea Weber,2017,D,31.133,76,230,82.0,79.0,78.0,78,78,1.941,2.6027,2.4585,2.844,2.9462,0.0,0.0,0.0,0.2705,0.2611,0.0,0.0,0.0,0.0,0.2611
Shea Weber 2018,Shea Weber,2018,D,32.132,76,230,79.0,78.0,78.0,78,26,2.6027,2.4585,2.844,2.9462,3.0615,0.0,0.0,0.2705,0.2611,0.7538,0.0,0.0,0.0,0.2611,0.0
Shea Weber 2019,Shea Weber,2019,D,33.132,76,230,78.0,78.0,78.0,26,58,2.4585,2.844,2.9462,3.0615,2.817,0.0,0.2705,0.2611,0.7538,0.0,0.0,0.0,0.2611,0.0,0.0
Shea Weber 2020,Shea Weber,2020,D,34.131,76,230,78.0,78.0,26.0,58,76,2.844,2.9462,3.0615,2.817,3.2223,0.2705,0.2611,0.7538,0.0,0.0,0.0,0.2611,0.0,0.0,0.0
Shea Weber 2021,Shea Weber,2021,D,35.133,76,230,78.0,26.0,58.0,76,70,2.9462,3.0615,2.817,3.2223,2.8878,0.2611,0.7538,0.0,0.0,0.0,0.2611,0.0,0.0,0.0,0.0
Niklas Hjalmarsson 2012,Niklas Hjalmarsson,2012,D,24.321,75,197,13.0,21.0,77.0,80,69,0.25,1.446,2.1589,2.144,2.358,0.0,0.0,0.3609,0.0,0.0,0.0,1.9759,0.0,0.0,0.3688
Niklas Hjalmarsson 2013,Niklas Hjalmarsson,2013,D,25.323,75,197,21.0,77.0,80.0,69,78,1.446,2.1589,2.144,2.358,2.7062,0.0,0.3609,0.0,0.0,0.0,1.9759,0.0,0.0,0.3688,0.0
Niklas Hjalmarsson 2014,Niklas Hjalmarsson,2014,D,26.322,75,197,77.0,80.0,69.0,78,81,2.1589,2.144,2.358,2.7062,2.8255,0.3609,0.0,0.0,0.0,0.2622,0.0,0.0,0.3688,0.0,0.5243
Niklas Hjalmarsson 2015,Niklas Hjalmarsson,2015,D,27.322,75,197,80.0,69.0,78.0,81,82,2.144,2.358,2.7062,2.8255,2.401,0.0,0.0,0.0,0.2622,0.0,0.0,0.3688,0.0,0.5243,0.0
Niklas Hjalmarsson 2016,Niklas Hjalmarsson,2016,D,28.321,75,197,69.0,78.0,81.0,82,81,2.358,2.7062,2.8255,2.401,2.8494,0.0,0.0,0.2622,0.0,0.26,0.3688,0.0,0.5243,0.0,0.5199
Niklas Hjalmarsson 2017,Niklas Hjalmarsson,2017,D,29.323,75,197,78.0,81.0,82.0,81,73,2.7062,2.8255,2.401,2.8494,2.7927,0.0,0.2622,0.0,0.26,0.2943,0.0,0.5243,0.0,0.5199,0.0
Niklas Hjalmarsson 2018,Niklas Hjalmarsson,2018,D,30.323,75,197,81.0,82.0,81.0,73,48,2.8255,2.401,2.8494,2.7927,2.4524,0.2622,0.0,0.26,0.2943,0.0,0.5243,0.0,0.5199,0.0,0.0
Niklas Hjalmarsson 2019,Niklas Hjalmarsson,2019,D,31.322,75,197,82.0,81.0,73.0,48,82,2.401,2.8494,2.7927,2.4524,3.1742,0.0,0.26,0.2943,0.0,0.0,0.0,0.5199,0.0,0.0,0.461
Niklas Hjalmarsson 2020,Niklas Hjalmarsson,2020,D,32.321,75,197,81.0,73.0,48.0,82,31,2.8494,2.7927,2.4524,3.1742,2.666,0.26,0.2943,0.0,0.0,0.0,0.5199,0.0,0.0,0.461,0.8335
Niklas Hjalmarsson 2021,Niklas Hjalmarsson,2021,D,33.323,75,197,73.0,48.0,82.0,31,60,2.7927,2.4524,3.1742,2.666,3.3659,0.2943,0.0,0.0,0.0,0.0,0.0,0.0,0.461,0.8335,0.0
Carl Gunnarsson 2012,Carl Gunnarsson,2012,D,24.893,74,198,,,43.0,68,76,,,2.7748,2.6044,2.6265,,,0.0,0.0,0.0,,,0.5029,0.0,0.0
Carl Gunnarsson 2013,Carl Gunnarsson,2013,D,25.895,74,198,,43.0,68.0,76,63,,2.7748,2.6044,2.6265,2.6225,,0.0,0.0,0.0,0.0,,0.5029,0.0,0.0,0.0
Carl Gunnarsson 2014,Carl Gunnarsson,2014,D,26.895,74,198,43.0,68.0,76.0,63,80,2.7748,2.6044,2.6265,2.6225,2.9385,0.0,0.0,0.0,0.0,0.0,0.5029,0.0,0.0,0.0,0.0
Carl Gunnarsson 2015,Carl Gunnarsson,2015,D,27.894,74,198,68.0,76.0,63.0,80,61,2.6044,2.6265,2.6225,2.9385,1.2358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carl Gunnarsson 2016,Carl Gunnarsson,2016,D,28.893,74,198,76.0,63.0,80.0,61,72,2.6265,2.6225,2.9385,1.2358,2.0093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luca Sbisa 2013,Luca Sbisa,2013,D,22.67,74,206,39.0,8.0,68.0,80,70,0.253,0.2083,1.5483,1.6546,1.9004,0.0,0.0,0.5699,0.0,0.0,0.0,0.0,0.5699,0.0,0.0
Luca Sbisa 2017,Luca Sbisa,2017,D,26.67,74,206,70.0,30.0,76.0,41,82,1.9004,1.1694,2.0151,1.7801,2.2087,0.0,0.0,0.0,0.8221,0.0,0.0,0.0,0.0,0.0,0.0
Luca Sbisa 2018,Luca Sbisa,2018,D,27.669,74,206,30.0,76.0,41.0,82,30,1.1694,2.0151,1.7801,2.2087,2.4433,0.0,0.0,0.8221,0.0,0.0,0.0,0.0,0.0,0.0,0.8186
Matt Bartkowski 2016,Matt Bartkowski,2016,D,27.324,73,201,3.0,18.0,64.0,47,80,,0.2348,1.744,1.1057,1.2615,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Sami Vatanen 2017,Sami Vatanen,2017,D,25.331,70,185,13.0,48.0,67.0,71,71,0.0688,0.2163,1.8057,2.2474,2.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sami Vatanen 2018,Sami Vatanen,2018,D,26.331,70,185,48.0,67.0,71.0,71,72,0.2163,1.8057,2.2474,2.158,1.7363,0.0,0.0,0.0,0.0,0.4799,0.0,0.0,0.0,0.0,0.0
Sami Vatanen 2019,Sami Vatanen,2019,D,27.33,70,185,67.0,71.0,71.0,72,50,1.8057,2.2474,2.158,1.7363,1.8807,0.0,0.0,0.0,0.4799,0.0,0.0,0.0,0.0,0.0,0.0
Sami Vatanen 2020,Sami Vatanen,2020,D,28.329,70,185,71.0,71.0,72.0,50,55,2.2474,2.158,1.7363,1.8807,1.9876,0.0,0.0,0.4799,0.0,0.0,0.0,0.0,0.0,0.0,0.6423
Sami Vatanen 2021,Sami Vatanen,2021,D,29.331,70,185,71.0,72.0,50.0,55,57,2.158,1.7363,1.8807,1.9876,2.0291,0.0,0.4799,0.0,0.0,0.0,0.0,0.0,0.0,0.6423,0.0
Nate Prosser 2016,Nate Prosser,2016,D,29.403,74,201,51.0,29.0,53.0,63,54,2.0788,0.7363,1.6201,1.932,1.258,0.0,0.0,0.0,0.0,0.8832,0.0,0.0,0.6988,0.0,0.0
Kevan Miller 2016,Kevan Miller,2016,D,27.878,74,210,,,47.0,41,71,,,1.9638,2.8045,2.5364,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Kevan Miller 2017,Kevan Miller,2017,D,28.88,74,210,,47.0,41.0,71,58,,1.9638,2.8045,2.5364,2.0037,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.5163
Kevan Miller 2018,Kevan Miller,2018,D,29.879,74,210,47.0,41.0,71.0,58,68,1.9638,2.8045,2.5364,2.0037,2.2583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5163,0.7814
Kevan Miller 2019,Kevan Miller,2019,D,30.878,74,210,41.0,71.0,58.0,68,39,2.8045,2.5364,2.0037,2.2583,1.7838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5163,0.7814,0.0
Ron Hainsey 2010,Ron Hainsey,2010,D,28.524,75,201,,,78.0,81,80,,,1.562,2.892,3.8004,,,0.4925,0.0,0.1973,,,0.0,0.0,0.1973
Ron Hainsey 2011,Ron Hainsey,2011,D,29.523,75,201,,78.0,81.0,80,82,,1.562,2.892,3.8004,1.8187,,0.4925,0.0,0.1973,0.4023,,0.0,0.0,0.1973,0.0
Ron Hainsey 2012,Ron Hainsey,2012,D,30.522,75,201,78.0,81.0,80.0,82,56,1.562,2.892,3.8004,1.8187,2.5842,0.4925,0.0,0.1973,0.4023,0.0,0.0,0.0,0.1973,0.0,0.0
Ron Hainsey 2013,Ron Hainsey,2013,D,31.524,75,201,81.0,80.0,82.0,56,80,2.892,3.8004,1.8187,2.5842,2.9301,0.0,0.1973,0.4023,0.0,0.0,0.0,0.1973,0.0,0.0,0.0
Ron Hainsey 2014,Ron Hainsey,2014,D,32.524,75,201,80.0,82.0,56.0,80,82,3.8004,1.8187,2.5842,2.9301,2.0736,0.1973,0.4023,0.0,0.0,0.0,0.1973,0.0,0.0,0.0,0.3529
Ron Hainsey 2015,Ron Hainsey,2015,D,33.523,75,201,82.0,56.0,80.0,82,81,1.8187,2.5842,2.9301,2.0736,2.0278,0.4023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3529,0.0
Ron Hainsey 2016,Ron Hainsey,2016,D,34.523,75,201,56.0,80.0,82.0,81,81,2.5842,2.9301,2.0736,2.0278,2.7632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3529,0.0,0.0
Ron Hainsey 2017,Ron Hainsey,2017,D,35.525,75,201,80.0,82.0,81.0,81,72,2.9301,2.0736,2.0278,2.7632,3.0243,0.0,0.0,0.0,0.0,0.2755,0.0,0.3529,0.0,0.0,0.2755
Ron Hainsey 2018,Ron Hainsey,2018,D,36.524,75,201,82.0,81.0,81.0,72,80,2.0736,2.0278,2.7632,3.0243,4.0148,0.0,0.0,0.0,0.2755,0.1868,0.3529,0.0,0.0,0.2755,0.1868
Ron Hainsey 2019,Ron Hainsey,2019,D,37.523,75,201,81.0,81.0,72.0,80,81,2.0278,2.7632,3.0243,4.0148,2.8364,0.0,0.0,0.2755,0.1868,0.0,0.0,0.0,0.2755,0.1868,0.0
Ron Hainsey 2020,Ron Hainsey,2020,D,38.523,75,201,81.0,72.0,80.0,81,75,2.7632,3.0243,4.0148,2.8364,3.1977,0.0,0.2755,0.1868,0.0,0.5864,0.0,0.2755,0.1868,0.0,0.2932
Deryk Engelland 2014,Deryk Engelland,2014,D,31.497,74,212,9.0,63.0,73.0,71,56,0.5148,0.4968,1.0388,0.9155,0.9583,12.9496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deryk Engelland 2015,Deryk Engelland,2015,D,32.496,74,212,63.0,73.0,71.0,56,76,0.4968,1.0388,0.9155,0.9583,0.8708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9066
Deryk Engelland 2016,Deryk Engelland,2016,D,33.496,74,212,73.0,71.0,56.0,76,69,1.0388,0.9155,0.9583,0.8708,1.2473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9066,0.6971
Deryk Engelland 2017,Deryk Engelland,2017,D,34.498,74,212,71.0,56.0,76.0,69,81,0.9155,0.9583,0.8708,1.2473,3.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9066,0.6971,0.0
Deryk Engelland 2018,Deryk Engelland,2018,D,35.497,74,212,56.0,76.0,69.0,81,79,0.9583,0.8708,1.2473,3.222,2.9646,0.0,0.0,0.0,0.0,0.0,0.0,0.9066,0.6971,0.0,0.0
Deryk Engelland 2019,Deryk Engelland,2019,D,36.497,74,212,76.0,69.0,81.0,79,74,0.8708,1.2473,3.222,2.9646,3.2032,0.0,0.0,0.0,0.0,0.0,0.9066,0.6971,0.0,0.0,0.0
Deryk Engelland 2020,Deryk Engelland,2020,D,37.496,74,212,69.0,81.0,79.0,74,57,1.2473,3.222,2.9646,3.2032,3.4452,0.0,0.0,0.0,0.0,0.3554,0.6971,0.0,0.0,0.0,0.0
Dan Hamhuis 2010,Dan Hamhuis,2010,D,26.802,73,204,,,80.0,82,78,,,3.9656,3.7079,2.6771,,,0.1891,0.1973,0.0,,,0.3783,0.0,0.0
Dan Hamhuis 2011,Dan Hamhuis,2011,D,27.801,73,204,,80.0,82.0,78,64,,3.9656,3.7079,2.6771,3.1917,,0.1891,0.1973,0.0,0.0,,0.3783,0.0,0.0,0.0
Dan Hamhuis 2012,Dan Hamhuis,2012,D,28.8,73,204,80.0,82.0,78.0,64,82,3.9656,3.7079,2.6771,3.1917,2.949,0.1891,0.1973,0.0,0.0,0.4962,0.3783,0.0,0.0,0.0,0.0
Dan Hamhuis 2013,Dan Hamhuis,2013,D,29.802,73,204,82.0,78.0,64.0,82,80,3.7079,2.6771,3.1917,2.949,3.066,0.1973,0.0,0.0,0.4962,0.0,0.0,0.0,0.0,0.0,0.0
Dan Hamhuis 2014,Dan Hamhuis,2014,D,30.802,73,204,78.0,64.0,82.0,80,79,2.6771,3.1917,2.949,3.066,3.1156,0.0,0.0,0.4962,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Hamhuis 2015,Dan Hamhuis,2015,D,31.801,73,204,64.0,82.0,80.0,79,59,3.1917,2.949,3.066,3.1156,2.2342,0.0,0.4962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Hamhuis 2016,Dan Hamhuis,2016,D,32.8,73,204,82.0,80.0,79.0,59,58,2.949,3.066,3.1156,2.2342,2.6046,0.4962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Hamhuis 2017,Dan Hamhuis,2017,D,33.802,73,204,80.0,79.0,59.0,58,79,3.066,3.1156,2.2342,2.6046,2.0232,0.0,0.0,0.0,0.0,0.3754,0.0,0.0,0.0,0.0,0.3754
Dan Hamhuis 2018,Dan Hamhuis,2018,D,34.802,73,204,79.0,59.0,58.0,79,80,3.1156,2.2342,2.6046,2.0232,2.6777,0.0,0.0,0.0,0.3754,0.0,0.0,0.0,0.0,0.3754,0.0
Dan Hamhuis 2019,Dan Hamhuis,2019,D,35.801,73,204,59.0,58.0,79.0,80,57,2.2342,2.6046,2.0232,2.6777,1.6842,0.0,0.0,0.3754,0.0,0.0,0.0,0.0,0.3754,0.0,0.0
Dan Hamhuis 2020,Dan Hamhuis,2020,D,36.8,73,204,58.0,79.0,80.0,57,70,2.6046,2.0232,2.6777,1.6842,2.3697,0.0,0.3754,0.0,0.0,0.0,0.0,0.3754,0.0,0.0,0.0
Trevor Daley 2010,Trevor Daley,2010,D,25.98,71,199,,,82.0,75,77,,,2.4167,2.7811,2.2807,,,0.0,0.2877,0.0,,,0.3028,0.0,0.3417
Trevor Daley 2011,Trevor Daley,2011,D,26.98,71,199,,82.0,75.0,77,82,,2.4167,2.7811,2.2807,1.8801,,0.0,0.2877,0.0,0.0,,0.3028,0.0,0.3417,0.0
Trevor Daley 2012,Trevor Daley,2012,D,27.979,71,199,82.0,75.0,77.0,82,79,2.4167,2.7811,2.2807,1.8801,2.5099,0.0,0.2877,0.0,0.0,0.0,0.3028,0.0,0.3417,0.0,0.0
Trevor Daley 2013,Trevor Daley,2013,D,28.981,71,199,75.0,77.0,82.0,79,75,2.7811,2.2807,1.8801,2.5099,2.6152,0.2877,0.0,0.0,0.0,0.0,0.0,0.3417,0.0,0.0,0.5214
Trevor Daley 2014,Trevor Daley,2014,D,29.98,71,199,77.0,82.0,79.0,75,67,2.2807,1.8801,2.5099,2.6152,2.4062,0.0,0.0,0.0,0.0,0.0,0.3417,0.0,0.0,0.5214,0.0
Trevor Daley 2015,Trevor Daley,2015,D,30.98,71,199,82.0,79.0,75.0,67,68,1.8801,2.5099,2.6152,2.4062,2.9081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5214,0.0,0.0
Trevor Daley 2016,Trevor Daley,2016,D,31.979,71,199,79.0,75.0,67.0,68,82,2.5099,2.6152,2.4062,2.9081,0.6689,0.0,0.0,0.0,0.0,0.0,0.0,0.5214,0.0,0.0,0.0
Trevor Daley 2017,Trevor Daley,2017,D,32.981,71,199,75.0,67.0,68.0,82,56,2.6152,2.4062,2.9081,0.6689,2.3854,0.0,0.0,0.0,0.0,0.4492,0.5214,0.0,0.0,0.0,0.0
Trevor Daley 2018,Trevor Daley,2018,D,33.98,71,199,67.0,68.0,82.0,56,77,2.4062,2.9081,0.6689,2.3854,2.7972,0.0,0.0,0.0,0.4492,0.2786,0.0,0.0,0.0,0.0,0.2786
Trevor Daley 2019,Trevor Daley,2019,D,34.98,71,199,68.0,82.0,56.0,77,44,2.9081,0.6689,2.3854,2.7972,2.625,0.0,0.0,0.4492,0.2786,0.0,0.0,0.0,0.0,0.2786,0.0
Jay Bouwmeester 2010,Jay Bouwmeester,2010,D,26.013,76,206,,,82.0,82,82,,,4.0439,3.4057,3.7911,,,0.0,0.2148,0.386,,,0.0,0.0,0.0
Jay Bouwmeester 2011,Jay Bouwmeester,2011,D,27.012,76,206,,82.0,82.0,82,82,,4.0439,3.4057,3.7911,3.352,,0.0,0.2148,0.386,0.0,,0.0,0.0,0.0,0.0
Jay Bouwmeester 2012,Jay Bouwmeester,2012,D,28.012,76,206,82.0,82.0,82.0,82,82,4.0439,3.4057,3.7911,3.352,3.3144,0.0,0.2148,0.386,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jay Bouwmeester 2013,Jay Bouwmeester,2013,D,29.014,76,206,82.0,82.0,82.0,82,80,3.4057,3.7911,3.352,3.3144,2.894,0.2148,0.386,0.0,0.0,0.4411,0.0,0.0,0.0,0.0,0.4411
