,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 PP ATOI,Y2 PP ATOI,Y3 PP ATOI,Y4 PP ATOI,Y5 PP ATOI,Y1 PP G/60,Y2 PP G/60,Y3 PP G/60,Y4 PP G/60,Y5 PP G/60,Y5 dPP G/60,Y1 PP ixG/60,Y2 PP ixG/60,Y3 PP ixG/60,Y4 PP ixG/60,Y5 PP ixG/60,Y1 EV G/60,Y2 EV G/60,Y3 EV G/60,Y4 EV G/60,Y5 EV G/60,Y1 EV ixG/60,Y2 EV ixG/60,Y3 EV ixG/60,Y4 EV ixG/60,Y5 EV ixG/60
Rene Bourque 2012,Rene Bourque,2012,R,29.808,74,217,62.0,58.0,73.0,80,76,1.0871,1.027,2.4057,3.0075,2.4232,0.0,0.0,2.0499,1.4963,0.9774,0.0908500000000001,1.3787,0.6094,1.6039,1.5127,1.1957,0.4121,1.6351,0.9839,1.097,0.8153,0.4574,0.8645,0.6942,0.6354,0.5463
Rene Bourque 2013,Rene Bourque,2013,R,30.81,74,217,58.0,73.0,80.0,76,46,1.027,2.4057,3.0075,2.4232,2.758,0.0,2.0499,1.4963,0.9774,1.6115,0.4805999999999999,0.6094,1.6039,1.5127,1.1957,1.5663,1.6351,0.9839,1.097,0.8153,0.8503,0.8645,0.6942,0.6354,0.5463,0.7998
Rene Bourque 2014,Rene Bourque,2014,R,31.809,74,217,73.0,80.0,76.0,46,63,2.4057,3.0075,2.4232,2.758,1.1987,2.0499,1.4963,0.9774,1.6115,2.3836,0.849825,1.6039,1.5127,1.1957,1.5663,1.2241,0.9839,1.097,0.8153,0.8503,0.4417,0.6942,0.6354,0.5463,0.7998,0.611
Mason Raymond 2011,Mason Raymond,2011,L,25.038,73,179,,49.0,72.0,82,70,,2.4235,1.8606,2.0888,1.3669,,0.5053,1.7915,2.8024,1.2541,-0.4456333333333333,,1.2323,2.1965,2.1498,1.8036,,0.9781,0.5289,0.9107,0.7705,,0.8313,0.9844,1.1545,1.2026
Mason Raymond 2012,Mason Raymond,2012,L,26.038,73,179,49.0,72.0,82.0,70,55,2.4235,1.8606,2.0888,1.3669,1.1403,0.5053,1.7915,2.8024,1.2541,0.9567,-0.631625,1.2323,2.1965,2.1498,1.8036,1.2046,0.9781,0.5289,0.9107,0.7705,0.6461,0.8313,0.9844,1.1545,1.2026,0.7761
Mason Raymond 2013,Mason Raymond,2013,L,27.04,73,179,72.0,82.0,70.0,55,78,1.8606,2.0888,1.3669,1.1403,2.138,1.7915,2.8024,1.2541,0.9567,2.4403,0.739125,2.1965,2.1498,1.8036,1.2046,1.3827,0.5289,0.9107,0.7705,0.6461,0.621,0.9844,1.1545,1.2026,0.7761,0.6805
Mason Raymond 2014,Mason Raymond,2014,L,28.039,73,179,82.0,70.0,55.0,78,82,2.0888,1.3669,1.1403,2.138,2.0012,2.8024,1.2541,0.9567,2.4403,2.1938,0.33042499999999997,2.1498,1.8036,1.2046,1.3827,1.6333,0.9107,0.7705,0.6461,0.621,0.6281,1.1545,1.2026,0.7761,0.6805,0.7181
Mason Raymond 2015,Mason Raymond,2015,L,29.038,73,179,70.0,55.0,78.0,82,57,1.3669,1.1403,2.138,2.0012,2.0558,1.2541,0.9567,2.4403,2.1938,0.0,-1.711225,1.8036,1.2046,1.3827,1.6333,1.6966,0.7705,0.6461,0.621,0.6281,0.9985,1.2026,0.7761,0.6805,0.7181,0.6617
Devin Setoguchi 2011,Devin Setoguchi,2011,R,23.749,72,205,,44.0,81.0,70,72,,2.3587,2.6354,2.2702,1.9535,,1.7344,3.0918,3.0205,1.7064,-0.9091666666666667,,1.5264,2.1939,1.6023,2.8233,,0.9202,1.1073,0.7963,1.1366,,0.8305,0.9281,0.7261,0.969
Devin Setoguchi 2012,Devin Setoguchi,2012,R,24.748,72,205,44.0,81.0,70.0,72,69,2.3587,2.6354,2.2702,1.9535,2.8043,1.7344,3.0918,3.0205,1.7064,2.1705,-0.21777500000000005,1.5264,2.1939,1.6023,2.8233,1.8489,0.9202,1.1073,0.7963,1.1366,0.6469,0.8305,0.9281,0.7261,0.969,0.6148
Devin Setoguchi 2013,Devin Setoguchi,2013,R,25.75,72,205,81.0,70.0,72.0,69,82,2.6354,2.2702,1.9535,2.8043,1.9875,3.0918,3.0205,1.7064,2.1705,3.1447,0.6473999999999998,2.1939,1.6023,2.8233,1.8489,1.9781,1.1073,0.7963,1.1366,0.6469,0.8053,0.9281,0.7261,0.969,0.6148,0.6939
Devin Setoguchi 2014,Devin Setoguchi,2014,R,26.75,72,205,70.0,72.0,69.0,82,75,2.2702,1.9535,2.8043,1.9875,1.7853,3.0205,1.7064,2.1705,3.1447,0.8962,-1.614325,1.6023,2.8233,1.8489,1.9781,1.0719,0.7963,1.1366,0.6469,0.8053,0.5435,0.7261,0.969,0.6148,0.6939,0.5864
Teddy Purcell 2012,Teddy Purcell,2012,"L, R",26.062,74,195,10.0,40.0,60.0,81,81,0.9917,2.795,1.6753,2.7628,2.5453,0.0,1.0733,1.1938,0.8043,2.3282,1.56035,1.0059,0.9861,0.9192,1.119,1.0186,0.5458,0.2799,0.2686,0.9173,0.8753,0.4202,0.4482,0.6456,0.5939,0.4547
Teddy Purcell 2013,Teddy Purcell,2013,"L, R",27.064,74,195,40.0,60.0,81.0,81,82,2.795,1.6753,2.7628,2.5453,3.3813,1.0733,1.1938,0.8043,2.3282,1.1091,-0.2407999999999999,0.9861,0.9192,1.119,1.0186,0.6211,0.2799,0.2686,0.9173,0.8753,0.7507,0.4482,0.6456,0.5939,0.4547,0.4565
Teddy Purcell 2014,Teddy Purcell,2014,"L, R",28.064,74,195,60.0,81.0,81.0,82,81,1.6753,2.7628,2.5453,3.3813,3.0401,1.1938,0.8043,2.3282,1.1091,0.731,-0.6278499999999999,0.9192,1.119,1.0186,0.6211,0.8464,0.2686,0.9173,0.8753,0.7507,0.4975,0.6456,0.5939,0.4547,0.4565,0.4503
Teddy Purcell 2015,Teddy Purcell,2015,"L, R",29.063,74,195,81.0,81.0,82.0,81,82,2.7628,2.5453,3.3813,3.0401,2.2691,0.8043,2.3282,1.1091,0.731,1.6123,0.3691500000000001,1.119,1.0186,0.6211,0.8464,1.0158,0.9173,0.8753,0.7507,0.4975,0.372,0.5939,0.4547,0.4565,0.4503,0.5157
Teddy Purcell 2016,Teddy Purcell,2016,"L, R",30.062,74,195,81.0,82.0,81.0,82,76,2.5453,3.3813,3.0401,2.2691,2.5285,2.3282,1.1091,0.731,1.6123,0.6245,-0.8206499999999999,1.0186,0.6211,0.8464,1.0158,0.9835,0.8753,0.7507,0.4975,0.372,0.6889,0.4547,0.4565,0.4503,0.5157,0.5324
Joe Colborne 2017,Joe Colborne,2017,C,26.67,77,221,8.0,80.0,64.0,73,62,0.1767,1.415,1.45,2.047,0.8116,0.0,0.53,0.6466,1.2046,2.3849,1.7896,0.0,1.2454,1.5629,1.6328,2.7209,0.0,0.5363,0.425,1.0248,0.2056,0.2728,0.4759,0.5249,0.5557,0.4192
Patrik Elias 2011,Patrik Elias,2011,C,34.468,73,190,,74.0,77.0,58,81,,3.5658,3.5619,2.7132,2.7551,,1.5917,2.6252,1.1438,1.882,0.09509999999999996,,2.0856,2.5095,1.7179,2.0992,,0.7947,1.0097,1.1061,0.6998,,1.1385,1.1196,1.0717,0.9343
Patrik Elias 2012,Patrik Elias,2012,C,35.467,73,190,74.0,77.0,58.0,81,81,3.5658,3.5619,2.7132,2.7551,3.4872,1.5917,2.6252,1.1438,1.882,1.6993,-0.11137499999999978,2.0856,2.5095,1.7179,2.0992,1.2127,0.7947,1.0097,1.1061,0.6998,0.8128,1.1385,1.1196,1.0717,0.9343,0.8625
Patrik Elias 2013,Patrik Elias,2013,C,36.469,73,190,77.0,58.0,81.0,81,82,3.5619,2.7132,2.7551,3.4872,3.5243,2.6252,1.1438,1.882,1.6993,1.7734,-0.06417499999999987,2.5095,1.7179,2.0992,1.2127,1.7024,1.0097,1.1061,0.6998,0.8128,0.74,1.1196,1.0717,0.9343,0.8625,1.0426
Patrik Elias 2014,Patrik Elias,2014,C,37.469,73,190,58.0,81.0,81.0,82,65,2.7132,2.7551,3.4872,3.5243,2.4844,1.1438,1.882,1.6993,1.7734,1.4862,-0.13842500000000002,1.7179,2.0992,1.2127,1.7024,1.1624,1.1061,0.6998,0.8128,0.74,0.8183,1.0717,0.9343,0.8625,1.0426,0.7066
Patrik Elias 2015,Patrik Elias,2015,C,38.468,73,190,81.0,81.0,82.0,65,69,2.7551,3.4872,3.5243,2.4844,2.0686,1.882,1.6993,1.7734,1.4862,2.1018,0.391575,2.0992,1.2127,1.7024,1.1624,2.5291,0.6998,0.8128,0.74,0.8183,0.5055,0.9343,0.8625,1.0426,0.7066,0.5974
Patrik Elias 2016,Patrik Elias,2016,C,39.467,73,190,81.0,82.0,65.0,69,16,3.4872,3.5243,2.4844,2.0686,3.349,1.6993,1.7734,1.4862,2.1018,0.0,-1.765175,1.2127,1.7024,1.1624,2.5291,1.0929,0.8128,0.74,0.8183,0.5055,0.6633,0.8625,1.0426,0.7066,0.5974,0.4301
Dainius Zubrus 2011,Dainius Zubrus,2011,C,32.294,77,225,,82.0,82.0,51,79,,2.4069,2.0776,1.9876,2.4038,,1.216,0.3522,0.5919,0.316,-0.4040333333333333,,1.1942,1.3907,0.7164,1.3222,,0.5,0.7808,0.7632,0.6465,,0.5607,0.6601,0.6506,0.4885
Dainius Zubrus 2012,Dainius Zubrus,2012,C,33.293,77,225,82.0,82.0,51.0,79,82,2.4069,2.0776,1.9876,2.4038,1.8163,1.216,0.3522,0.5919,0.316,1.6115,0.992475,1.1942,1.3907,0.7164,1.3222,0.9999,0.5,0.7808,0.7632,0.6465,0.4926,0.5607,0.6601,0.6506,0.4885,0.4436
Vincent Lecavalier 2011,Vincent Lecavalier,2011,C,30.446,76,215,,81.0,77.0,82,65,,4.1605,4.2703,4.0461,4.0005,,1.7804,1.8247,0.9042,2.7689,1.2658,,1.4507,2.0366,2.0796,2.3278,,1.1621,0.9107,0.924,0.7793,,0.9263,1.0054,0.9193,0.8941
Vincent Lecavalier 2012,Vincent Lecavalier,2012,C,31.445,76,215,81.0,77.0,82.0,65,64,4.1605,4.2703,4.0461,4.0005,3.4013,1.7804,1.8247,0.9042,2.7689,1.3781,-0.4414499999999999,1.4507,2.0366,2.0796,2.3278,2.0995,1.1621,0.9107,0.924,0.7793,1.0387,0.9263,1.0054,0.9193,0.8941,0.9749
Vincent Lecavalier 2013,Vincent Lecavalier,2013,C,32.447,76,215,77.0,82.0,65.0,64,66,4.2703,4.0461,4.0005,3.4013,3.0585,1.8247,0.9042,2.7689,1.3781,2.515,0.7960250000000002,2.0366,2.0796,2.3278,2.0995,1.9356,0.9107,0.924,0.7793,1.0387,0.5255,1.0054,0.9193,0.8941,0.9749,0.6903
Vincent Lecavalier 2014,Vincent Lecavalier,2014,C,33.447,76,215,82.0,65.0,64.0,66,69,4.0461,4.0005,3.4013,3.0585,2.4623,0.9042,2.7689,1.3781,2.515,2.8252,0.9336500000000001,2.0796,2.3278,2.0995,1.9356,1.9926,0.924,0.7793,1.0387,0.5255,0.8224,0.9193,0.8941,0.9749,0.6903,0.7216
Vincent Lecavalier 2015,Vincent Lecavalier,2015,C,34.446,76,215,65.0,64.0,66.0,69,57,4.0005,3.4013,3.0585,2.4623,1.9298,2.7689,1.3781,2.515,2.8252,0.5455,-1.8262999999999998,2.3278,2.0995,1.9356,1.9926,2.8376,0.7793,1.0387,0.5255,0.8224,0.6877,0.8941,0.9749,0.6903,0.7216,0.7838
Vincent Lecavalier 2016,Vincent Lecavalier,2016,C,35.445,76,215,64.0,66.0,69.0,57,49,3.4013,3.0585,2.4623,1.9298,1.5449,1.3781,2.515,2.8252,0.5455,4.7556,2.9396500000000003,2.0995,1.9356,1.9926,2.8376,1.6905,1.0387,0.5255,0.8224,0.6877,0.4363,0.9749,0.6903,0.7216,0.7838,0.4911
David Legwand 2011,David Legwand,2011,C,30.123,74,207,,65.0,73.0,82,64,,3.4967,2.7395,1.6429,1.6021,,1.056,0.3,0.0,0.0,-0.452,,1.0062,0.7738,1.225,1.0751,,0.8083,0.9003,0.4822,0.9274,,0.7715,0.8663,0.7219,0.9567
David Legwand 2012,David Legwand,2012,C,31.122,74,207,65.0,73.0,82.0,64,78,3.4967,2.7395,1.6429,1.6021,2.2468,1.056,0.3,0.0,0.0,1.7118,1.3728,1.0062,0.7738,1.225,1.0751,1.2932,0.8083,0.9003,0.4822,0.9274,0.7198,0.7715,0.8663,0.7219,0.9567,0.6694
David Legwand 2013,David Legwand,2013,C,32.124,74,207,73.0,82.0,64.0,78,82,2.7395,1.6429,1.6021,2.2468,1.9694,0.3,0.0,0.0,1.7118,1.2694,0.7664500000000001,0.7738,1.225,1.0751,1.2932,1.3907,0.9003,0.4822,0.9274,0.7198,0.813,0.8663,0.7219,0.9567,0.6694,0.6475
David Legwand 2014,David Legwand,2014,C,33.123,74,207,82.0,64.0,78.0,82,83,1.6429,1.6021,2.2468,1.9694,2.8542,0.0,0.0,1.7118,1.2694,1.5196,0.7743,1.225,1.0751,1.2932,1.3907,1.0347,0.4822,0.9274,0.7198,0.813,0.4131,0.7219,0.9567,0.6694,0.6475,0.621
David Legwand 2015,David Legwand,2015,C,34.123,74,207,64.0,78.0,82.0,83,80,1.6021,2.2468,1.9694,2.8542,2.3233,0.0,1.7118,1.2694,1.5196,1.9369,0.8117000000000001,1.0751,1.2932,1.3907,1.0347,1.3151,0.9274,0.7198,0.813,0.4131,0.2278,0.9567,0.6694,0.6475,0.621,0.4194
Alex Tanguay 2011,Alex Tanguay,2011,L,30.862,73,194,,78.0,50.0,80,79,,3.0502,3.7553,2.0288,3.6599,,0.7566,1.2782,1.1091,0.6226,-0.42536666666666667,,0.7145,1.9583,0.9756,1.0861,,0.7126,1.1047,0.3884,0.9734,,0.9269,1.0123,0.7412,0.8373
Alex Tanguay 2012,Alex Tanguay,2012,L,31.861,73,194,78.0,50.0,80.0,79,64,3.0502,3.7553,2.0288,3.6599,3.2185,0.7566,1.2782,1.1091,0.6226,0.2913,-0.650325,0.7145,1.9583,0.9756,1.0861,1.1684,0.7126,1.1047,0.3884,0.9734,0.6478,0.9269,1.0123,0.7412,0.8373,0.6896
Alex Tanguay 2013,Alex Tanguay,2013,L,32.863,73,194,50.0,80.0,79.0,64,68,3.7553,2.0288,3.6599,3.2185,3.0175,1.2782,1.1091,0.6226,0.2913,0.9942,0.16889999999999994,1.9583,0.9756,1.0861,1.1684,0.7857,1.1047,0.3884,0.9734,0.6478,0.7975,1.0123,0.7412,0.8373,0.6896,0.7312
Scott Gomez 2011,Scott Gomez,2011,C,30.774,71,200,,81.0,77.0,78,80,,4.2265,3.9208,2.6566,2.699,,1.2268,0.5962,1.4478,0.8337,-0.2565666666666665,,0.833,0.9238,0.8644,0.6072,,0.4504,0.5894,0.3533,0.2016,,0.4261,0.5048,0.3265,0.2824
Scott Gomez 2012,Scott Gomez,2012,C,31.774,71,200,81.0,77.0,78.0,80,38,4.2265,3.9208,2.6566,2.699,2.3482,1.2268,0.5962,1.4478,0.8337,1.3448,0.31867500000000004,0.833,0.9238,0.8644,0.6072,0.7054,0.4504,0.5894,0.3533,0.2016,0.0,0.4261,0.5048,0.3265,0.2824,0.2982
Scott Gomez 2013,Scott Gomez,2013,C,32.776,71,200,77.0,78.0,80.0,38,66,3.9208,2.6566,2.699,2.3482,2.2278,0.5962,1.4478,0.8337,1.3448,0.0,-1.055625,0.9238,0.8644,0.6072,0.7054,0.8126,0.5894,0.3533,0.2016,0.0,0.2724,0.5048,0.3265,0.2824,0.2982,0.3055
Scott Gomez 2014,Scott Gomez,2014,C,33.775,71,200,78.0,80.0,38.0,66,46,2.6566,2.699,2.3482,2.2278,1.3547,1.4478,0.8337,1.3448,0.0,0.0,-0.906575,0.8644,0.6072,0.7054,0.8126,0.3739,0.3533,0.2016,0.0,0.2724,0.2222,0.3265,0.2824,0.2982,0.3055,0.1868
Scott Gomez 2015,Scott Gomez,2015,C,34.774,71,200,80.0,38.0,66.0,46,58,2.699,2.3482,2.2278,1.3547,1.9233,0.8337,1.3448,0.0,0.0,0.0,-0.544625,0.6072,0.7054,0.8126,0.3739,0.184,0.2016,0.0,0.2724,0.2222,0.4988,0.2824,0.2982,0.3055,0.1868,0.2185
Scott Gomez 2016,Scott Gomez,2016,C,35.774,71,200,38.0,66.0,46.0,58,34,2.3482,2.2278,1.3547,1.9233,1.5691,1.3448,0.0,0.0,0.0,0.0,-0.3362,0.7054,0.8126,0.3739,0.184,0.0391,0.0,0.2724,0.2222,0.4988,0.1813,0.2982,0.3055,0.1868,0.2185,0.1524
Brad Richards 2011,Brad Richards,2011,C,30.416,72,199,,74.0,56.0,80,72,,4.8385,4.1423,5.0658,5.34,,1.5082,1.2933,1.9247,1.0924,-0.4829999999999999,,0.8065,1.0521,1.3952,1.1354,,0.4467,0.8274,0.5389,1.0933,,0.4934,0.5348,0.5329,0.5217
Brad Richards 2012,Brad Richards,2012,C,31.415,72,199,74.0,56.0,80.0,72,82,4.8385,4.1423,5.0658,5.34,4.1681,1.5082,1.2933,1.9247,1.0924,1.2288,-0.2258500000000001,0.8065,1.0521,1.3952,1.1354,1.4774,0.4467,0.8274,0.5389,1.0933,0.8278,0.4934,0.5348,0.5329,0.5217,0.5023
Brad Richards 2013,Brad Richards,2013,C,32.417,72,199,56.0,80.0,72.0,82,78,4.1423,5.0658,5.34,4.1681,3.2522,1.2933,1.9247,1.0924,1.2288,1.2032,-0.18159999999999998,1.0521,1.3952,1.1354,1.4774,0.8895,0.8274,0.5389,1.0933,0.8278,0.6761,0.5348,0.5329,0.5217,0.5023,0.5638
Brad Richards 2014,Brad Richards,2014,C,33.416,72,199,80.0,72.0,82.0,78,82,5.0658,5.34,4.1681,3.2522,3.6967,1.9247,1.0924,1.2288,1.2032,0.9897,-0.3725749999999999,1.3952,1.1354,1.4774,0.8895,1.2319,0.5389,1.0933,0.8278,0.6761,0.7342,0.5329,0.5217,0.5023,0.5638,0.6458
Brad Richards 2015,Brad Richards,2015,C,34.416,72,199,72.0,82.0,78.0,82,76,5.34,4.1681,3.2522,3.6967,2.0316,1.0924,1.2288,1.2032,0.9897,0.7772,-0.351325,1.1354,1.4774,0.8895,1.2319,0.9675,1.0933,0.8278,0.6761,0.7342,0.615,0.5217,0.5023,0.5638,0.6458,0.5645
Brad Richards 2016,Brad Richards,2016,C,35.415,72,199,82.0,78.0,82.0,76,68,4.1681,3.2522,3.6967,2.0316,2.6375,1.2288,1.2032,0.9897,0.7772,1.3382,0.28847500000000004,1.4774,0.8895,1.2319,0.9675,1.4224,0.8278,0.6761,0.7342,0.615,0.4358,0.5023,0.5638,0.6458,0.5645,0.4839
Shawn Horcoff 2011,Shawn Horcoff,2011,C,32.039,73,210,,53.0,80.0,77,47,,4.1695,3.789,2.6483,2.7468,,1.6291,1.5835,1.177,2.3238,0.8605999999999998,,0.8766,1.2641,1.0594,1.1872,,1.1109,0.471,0.4872,0.3551,,0.689,0.6505,0.5254,0.5857
Shawn Horcoff 2012,Shawn Horcoff,2012,C,33.039,73,210,53.0,80.0,77.0,47,81,4.1695,3.789,2.6483,2.7468,2.8663,1.6291,1.5835,1.177,2.3238,1.2922,-0.38615,0.8766,1.2641,1.0594,1.1872,1.1072,1.1109,0.471,0.4872,0.3551,0.4215,0.689,0.6505,0.5254,0.5857,0.5113
Shawn Horcoff 2013,Shawn Horcoff,2013,C,34.041,73,210,80.0,77.0,47.0,81,52,3.789,2.6483,2.7468,2.8663,2.5215,1.5835,1.177,2.3238,1.2922,2.3028,0.7086749999999999,1.2641,1.0594,1.1872,1.1072,1.0267,0.471,0.4872,0.3551,0.4215,0.6543,0.6505,0.5254,0.5857,0.5113,0.4541
Shawn Horcoff 2014,Shawn Horcoff,2014,C,35.04,73,210,77.0,47.0,81.0,52,77,2.6483,2.7468,2.8663,2.5215,1.2498,1.177,2.3238,1.2922,2.3028,2.4939,0.7199500000000001,1.0594,1.1872,1.1072,1.0267,1.1977,0.4872,0.3551,0.4215,0.6543,0.1494,0.5254,0.5857,0.5113,0.4541,0.4078
Shawn Horcoff 2015,Shawn Horcoff,2015,C,36.039,73,210,47.0,81.0,52.0,77,76,2.7468,2.8663,2.5215,1.2498,1.636,2.3238,1.2922,2.3028,2.4939,1.9303,-0.1728749999999999,1.1872,1.1072,1.0267,1.1977,1.1454,0.3551,0.4215,0.6543,0.1494,0.5271,0.5857,0.5113,0.4541,0.4078,0.4892
Pavel Datsyuk 2011,Pavel Datsyuk,2011,C,32.201,71,188,,82.0,81.0,80,56,,4.3976,3.3864,3.3115,3.1741,,1.6639,2.4061,2.0384,2.0253,-0.01083333333333325,,1.712,2.0953,1.5869,1.4301,,0.9662,1.0448,0.8289,1.1073,,0.9947,0.8081,0.6781,0.8345
Pavel Datsyuk 2012,Pavel Datsyuk,2012,C,33.2,71,188,82.0,81.0,80.0,56,70,4.3976,3.3864,3.3115,3.1741,3.0624,1.6639,2.4061,2.0384,2.0253,1.1196,-0.9138250000000003,1.712,2.0953,1.5869,1.4301,1.3292,0.9662,1.0448,0.8289,1.1073,0.841,0.9947,0.8081,0.6781,0.8345,0.8059
Pavel Datsyuk 2013,Pavel Datsyuk,2013,C,34.202,71,188,81.0,80.0,56.0,70,80,3.3864,3.3115,3.1741,3.0624,3.5564,2.4061,2.0384,2.0253,1.1196,2.8717,0.97435,2.0953,1.5869,1.4301,1.3292,1.571,1.0448,0.8289,1.1073,0.841,0.589,0.8081,0.6781,0.8345,0.8059,0.6906
Pavel Datsyuk 2014,Pavel Datsyuk,2014,C,35.202,71,188,80.0,56.0,70.0,80,45,3.3115,3.1741,3.0624,3.5564,3.1489,2.0384,2.0253,1.1196,2.8717,2.5406,0.52685,1.5869,1.4301,1.3292,1.571,1.3701,0.8289,1.1073,0.841,0.589,0.8969,0.6781,0.8345,0.8059,0.6906,0.7896
Pavel Datsyuk 2015,Pavel Datsyuk,2015,C,36.201,71,188,56.0,70.0,80.0,45,63,3.1741,3.0624,3.5564,3.1489,2.8643,2.0253,1.1196,2.8717,2.5406,2.66,0.5207000000000002,1.4301,1.3292,1.571,1.3701,2.117,1.1073,0.841,0.589,0.8969,1.066,0.8345,0.8059,0.6906,0.7896,0.9313
Pavel Datsyuk 2016,Pavel Datsyuk,2016,C,37.2,71,188,70.0,80.0,45.0,63,66,3.0624,3.5564,3.1489,2.8643,2.9455,1.1196,2.8717,2.5406,2.66,2.4691,0.17112499999999997,1.3292,1.571,1.3701,2.117,1.983,0.841,0.589,0.8969,1.066,0.4371,0.8059,0.6906,0.7896,0.9313,0.9278
Martin Havlat 2011,Martin Havlat,2011,R,29.452,74,210,,35.0,81.0,73,78,,4.0367,3.1023,3.4342,2.8568,,1.274,1.1939,0.9573,0.8078,-0.3339333333333333,,0.9914,1.2877,1.0004,1.5619,,0.87,1.2514,0.8054,0.9526,,0.721,0.8473,0.5771,0.7339
Martin Havlat 2012,Martin Havlat,2012,R,30.451,74,210,35.0,81.0,73.0,78,39,4.0367,3.1023,3.4342,2.8568,2.2274,1.274,1.1939,0.9573,0.8078,2.7629,1.7046500000000002,0.9914,1.2877,1.0004,1.5619,1.5632,0.87,1.2514,0.8054,0.9526,0.3118,0.721,0.8473,0.5771,0.7339,0.7227
Martin Havlat 2013,Martin Havlat,2013,R,31.453,74,210,81.0,73.0,78.0,39,68,3.1023,3.4342,2.8568,2.2274,2.2288,1.1939,0.9573,0.8078,2.7629,0.673,-0.7574749999999999,1.2877,1.0004,1.5619,1.5632,0.9881,1.2514,0.8054,0.9526,0.3118,0.7836,0.8473,0.5771,0.7339,0.7227,0.8639
Martin Havlat 2014,Martin Havlat,2014,R,32.453,74,210,73.0,78.0,39.0,68,48,3.4342,2.8568,2.2274,2.2288,1.7931,0.9573,0.8078,2.7629,0.673,0.6971,-0.6031500000000001,1.0004,1.5619,1.5632,0.9881,1.8692,0.8054,0.9526,0.3118,0.7836,1.0766,0.5771,0.7339,0.7227,0.8639,0.6415
Martin Havlat 2015,Martin Havlat,2015,R,33.452,74,210,78.0,39.0,68.0,48,40,2.8568,2.2274,2.2288,1.7931,1.6204,0.8078,2.7629,0.673,0.6971,2.7771,1.5418999999999998,1.5619,1.5632,0.9881,1.8692,1.3023,0.9526,0.3118,0.7836,1.0766,0.2282,0.7339,0.7227,0.8639,0.6415,0.5385
Brad Boyes 2011,Brad Boyes,2011,R,28.458,72,199,,82.0,82.0,82,83,,3.8703,4.3262,3.1256,2.4588,,2.0796,2.7061,0.4682,1.764,0.012699999999999934,,1.2125,1.6214,1.5037,1.5661,,1.6757,0.8474,0.5939,0.55,,0.6979,0.7041,0.8629,0.6144
Brad Boyes 2012,Brad Boyes,2012,R,29.457,72,199,82.0,82.0,82.0,83,65,3.8703,4.3262,3.1256,2.4588,2.0126,2.0796,2.7061,0.4682,1.764,0.9173,-0.837175,1.2125,1.6214,1.5037,1.5661,1.4686,1.6757,0.8474,0.5939,0.55,0.5003,0.6979,0.7041,0.8629,0.6144,0.5091
Brad Boyes 2013,Brad Boyes,2013,R,30.459,72,199,82.0,82.0,83.0,65,82,4.3262,3.1256,2.4588,2.0126,3.2219,2.7061,0.4682,1.764,0.9173,0.388,-1.0758999999999999,1.6214,1.5037,1.5661,1.4686,1.2497,0.8474,0.5939,0.55,0.5003,0.7525,0.7041,0.8629,0.6144,0.5091,0.6705
Brad Boyes 2014,Brad Boyes,2014,R,31.459,72,199,82.0,83.0,65.0,82,78,3.1256,2.4588,2.0126,3.2219,2.4707,0.4682,1.764,0.9173,0.388,0.6227,-0.261675,1.5037,1.5661,1.4686,1.2497,1.1256,0.5939,0.55,0.5003,0.7525,0.9708,0.8629,0.6144,0.5091,0.6705,0.7473
Brad Boyes 2015,Brad Boyes,2015,R,32.458,72,199,83.0,65.0,82.0,78,78,2.4588,2.0126,3.2219,2.4707,2.0241,1.764,0.9173,0.388,0.6227,1.9001,0.9770999999999999,1.5661,1.4686,1.2497,1.1256,1.2351,0.55,0.5003,0.7525,0.9708,0.5098,0.6144,0.5091,0.6705,0.7473,0.6503
Brad Boyes 2016,Brad Boyes,2016,R,33.457,72,199,65.0,82.0,78.0,78,60,2.0126,3.2219,2.4707,2.0241,2.3844,0.9173,0.388,0.6227,1.9001,0.8388,-0.11822500000000002,1.4686,1.2497,1.1256,1.2351,1.5646,0.5003,0.7525,0.9708,0.5098,0.6277,0.5091,0.6705,0.7473,0.6503,0.697
Jarret Stoll 2011,Jarret Stoll,2011,C,28.272,73,216,,81.0,74.0,73,82,,3.9043,3.2194,3.0683,2.5224,,1.5178,2.5185,1.0715,1.1604,-0.5421999999999998,,0.8261,0.8949,1.1149,0.8414,,0.1989,0.559,0.793,0.8349,,0.521,0.5292,0.4363,0.4092
Jarret Stoll 2012,Jarret Stoll,2012,C,29.271,73,216,81.0,74.0,73.0,82,78,3.9043,3.2194,3.0683,2.5224,2.062,1.5178,2.5185,1.0715,1.1604,0.3731,-1.19395,0.8261,0.8949,1.1149,0.8414,0.7084,0.1989,0.559,0.793,0.8349,0.3064,0.521,0.5292,0.4363,0.4092,0.4178
Jarret Stoll 2013,Jarret Stoll,2013,C,30.273,73,216,74.0,73.0,82.0,78,82,3.2194,3.0683,2.5224,2.062,1.7972,2.5185,1.0715,1.1604,0.3731,0.6955,-0.585375,0.8949,1.1149,0.8414,0.7084,0.8771,0.559,0.793,0.8349,0.3064,0.4943,0.5292,0.4363,0.4092,0.4178,0.2918
