,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 PK ATOI,Y2 PK ATOI,Y3 PK ATOI,Y4 PK ATOI,Y5 PK ATOI,Y1 PK A1/60,Y2 PK A1/60,Y3 PK A1/60,Y4 PK A1/60,Y5 PK A1/60,Y1 PK A2/60,Y2 PK A2/60,Y3 PK A2/60,Y4 PK A2/60,Y5 PK A2/60
Jean-Gabriel Pageau 2023,Jean-Gabriel Pageau,2023,C,29.887,71,185,39.0,79.0,79.0,77,70,2.0056,2.208,1.3636,1.9167,1.9507,0.0,1.2168,0.0,1.2196,0.4394,0.0,0.0,0.0,0.0,0.0
Boone Jenner 2021,Boone Jenner,2021,C,27.297,74,203,82.0,75.0,77.0,82,60,0.8526,0.9109,1.4593,1.83,1.9805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4684,0.0
Boone Jenner 2022,Boone Jenner,2022,C,28.296,74,203,75.0,77.0,82.0,60,59,0.9109,1.4593,1.83,1.9805,1.6045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4684,0.0,0.0
Matt Nieto 2019,Matt Nieto,2019,L,25.904,71,187,72.0,67.0,59.0,74,64,1.0007,1.2114,1.6537,2.2867,2.6219,0.8328,0.0,0.615,0.0,0.7151,0.0,0.0,0.0,0.0,0.0
Matt Nieto 2020,Matt Nieto,2020,L,26.903,71,187,67.0,59.0,74.0,64,82,1.2114,1.6537,2.2867,2.6219,2.3536,0.0,0.615,0.0,0.7151,0.0,0.0,0.0,0.0,0.0,0.0
Matt Nieto 2021,Matt Nieto,2021,L,27.905,71,187,59.0,74.0,64.0,82,41,1.6537,2.2867,2.6219,2.3536,2.7726,0.615,0.0,0.7151,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Nieto 2022,Matt Nieto,2022,L,28.904,71,187,74.0,64.0,82.0,41,70,2.2867,2.6219,2.3536,2.7726,1.7314,0.0,0.7151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Nieto 2023,Matt Nieto,2023,L,29.904,71,187,64.0,82.0,41.0,70,81,2.6219,2.3536,2.7726,1.7314,1.7609,0.7151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
William Karlsson 2020,William Karlsson,2020,C,26.728,72,190,81.0,81.0,82.0,82,74,2.1247,1.6284,1.6717,1.5301,1.913,0.0,0.9098,0.4377,0.9564,1.4936,0.0,0.0,0.0,0.0,0.0
William Karlsson 2021,William Karlsson,2021,C,27.73,72,190,81.0,82.0,82.0,74,82,1.6284,1.6717,1.5301,1.913,1.7155,0.9098,0.4377,0.9564,1.4936,0.6246,0.0,0.0,0.0,0.0,0.0
William Karlsson 2022,William Karlsson,2022,C,28.729,72,190,82.0,82.0,74.0,82,67,1.6717,1.5301,1.913,1.7155,1.5291,0.4377,0.9564,1.4936,0.6246,0.0,0.0,0.0,0.0,0.0,0.0
William Karlsson 2023,William Karlsson,2023,C,29.728,72,190,82.0,74.0,82.0,67,82,1.5301,1.913,1.7155,1.5291,1.5559,0.9564,1.4936,0.6246,0.0,1.4108,0.0,0.0,0.0,0.0,0.0
Ryan Nugent-Hopkins 2018,Ryan Nugent-Hopkins,2018,C,24.472,72,195,80.0,76.0,55.0,82,62,1.2446,1.6272,0.953,1.7327,1.6384,0.0,0.4852,0.0,0.0,0.5906,0.0,0.0,0.0,0.0,0.0
Ryan Nugent-Hopkins 2019,Ryan Nugent-Hopkins,2019,C,25.471,72,195,76.0,55.0,82.0,62,82,1.6272,0.953,1.7327,1.6384,1.6957,0.4852,0.0,0.0,0.5906,0.863,0.0,0.0,0.0,0.0,0.0
Ryan Nugent-Hopkins 2020,Ryan Nugent-Hopkins,2020,C,26.47,72,195,55.0,82.0,62.0,82,76,0.953,1.7327,1.6384,1.6957,1.7328,0.0,0.0,0.5906,0.863,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Nugent-Hopkins 2021,Ryan Nugent-Hopkins,2021,C,27.472,72,195,82.0,62.0,82.0,76,76,1.7327,1.6384,1.6957,1.7328,1.8981,0.0,0.5906,0.863,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Nugent-Hopkins 2022,Ryan Nugent-Hopkins,2022,C,28.472,72,195,62.0,82.0,76.0,76,63,1.6384,1.6957,1.7328,1.8981,2.0201,0.5906,0.863,0.0,0.0,0.9429,0.0,0.0,0.0,0.0,0.0
Ryan Nugent-Hopkins 2023,Ryan Nugent-Hopkins,2023,C,29.471,72,195,82.0,76.0,76.0,63,82,1.6957,1.7328,1.8981,2.0201,1.8707,0.863,0.0,0.0,0.9429,1.1734,0.0,0.0,0.0,0.0,0.0
Mika Zibanejad 2022,Mika Zibanejad,2022,C,28.455,74,202,72.0,82.0,67.0,82,81,1.1725,1.9886,2.6617,2.3649,1.8315,0.7108,0.0,0.7909,0.4531,0.8089,0.0,0.0,0.0,0.4531,0.8089
Mika Zibanejad 2023,Mika Zibanejad,2023,C,29.455,74,202,82.0,67.0,82.0,81,82,1.9886,2.6617,2.3649,1.8315,1.9333,0.0,0.7909,0.4531,0.8089,0.0,0.0,0.0,0.4531,0.8089,0.3785
Joel Armia 2021,Joel Armia,2021,R,27.338,75,216,57.0,79.0,57.0,68,60,1.8412,1.1278,1.5678,1.625,1.5244,0.0,0.6734,0.0,0.6366,0.96,0.0,0.0,0.0,0.0,0.0
Joel Armia 2022,Joel Armia,2022,R,28.338,75,216,79.0,57.0,68.0,60,60,1.1278,1.5678,1.625,1.5244,1.4247,0.6734,0.0,0.6366,0.96,0.0,0.0,0.0,0.0,0.0,0.0
Joel Armia 2023,Joel Armia,2023,R,29.337,75,216,57.0,68.0,60.0,60,43,1.5678,1.625,1.5244,1.4247,2.0306,0.0,0.6366,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phillip Danault 2021,Phillip Danault,2021,C,27.601,73,200,82.0,52.0,81.0,83,77,1.1226,1.8433,2.4973,2.5178,2.2934,0.6518,0.0,0.5932,0.0,0.4936,0.0,0.0,0.0,0.0,0.0
Phillip Danault 2022,Phillip Danault,2022,C,28.6,73,200,52.0,81.0,83.0,77,79,1.8433,2.4973,2.5178,2.2934,1.7038,0.0,0.5932,0.0,0.4936,1.3373,0.0,0.0,0.0,0.0,0.0
Phillip Danault 2023,Phillip Danault,2023,C,29.6,73,200,81.0,83.0,77.0,79,82,2.4973,2.5178,2.2934,1.7038,1.7335,0.5932,0.0,0.4936,1.3373,0.4221,0.0,0.0,0.0,0.0,0.4221
Barclay Goodrow 2023,Barclay Goodrow,2023,C,29.594,74,204,82.0,82.0,80.0,79,82,1.4404,2.3976,2.4327,2.3137,1.8016,0.0,0.3575,0.0,0.9848,0.4061,0.0,0.0,0.0,0.0,0.0
Luke Glendening 2018,Luke Glendening,2018,C,28.428,71,190,56.0,82.0,81.0,74,69,2.722,3.3815,3.1381,2.2547,2.7169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3201
Luke Glendening 2019,Luke Glendening,2019,C,29.427,71,190,82.0,81.0,74.0,69,78,3.3815,3.1381,2.2547,2.7169,2.5314,0.0,0.0,0.0,0.0,0.6077,0.0,0.0,0.0,0.3201,0.0
Luke Glendening 2020,Luke Glendening,2020,C,30.427,71,190,81.0,74.0,69.0,78,70,3.1381,2.2547,2.7169,2.5314,2.8192,0.0,0.0,0.0,0.6077,0.0,0.0,0.0,0.3201,0.0,0.0
Luke Glendening 2021,Luke Glendening,2021,C,31.429,71,190,74.0,69.0,78.0,70,79,2.2547,2.7169,2.5314,2.8192,2.4071,0.0,0.0,0.6077,0.0,0.0,0.0,0.3201,0.0,0.0,0.0
Luke Glendening 2022,Luke Glendening,2022,C,32.428,71,190,69.0,78.0,70.0,79,82,2.7169,2.5314,2.8192,2.4071,2.2339,0.0,0.6077,0.0,0.0,0.6551,0.3201,0.0,0.0,0.0,0.0
Luke Glendening 2023,Luke Glendening,2023,C,33.427,71,190,78.0,70.0,79.0,82,70,2.5314,2.8192,2.4071,2.2339,2.2681,0.6077,0.0,0.0,0.6551,0.0,0.0,0.0,0.0,0.0,0.0
Yanni Gourde 2022,Yanni Gourde,2022,C,29.797,69,174,82.0,80.0,82.0,82,74,1.0606,1.7483,1.4386,1.4935,1.5718,0.6899,0.0,0.5958,0.0,1.5475,0.0,0.429,0.0,0.0,0.0
Yanni Gourde 2023,Yanni Gourde,2023,C,30.796,69,174,80.0,82.0,82.0,74,81,1.7483,1.4386,1.4935,1.5718,2.0685,0.0,0.5958,0.0,1.5475,0.0,0.429,0.0,0.0,0.0,0.0
Scott Laughton 2022,Scott Laughton,2022,C,27.341,73,190,81.0,82.0,57.0,77,67,1.0527,2.2545,1.731,1.816,1.7221,0.0,0.6491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott Laughton 2023,Scott Laughton,2023,C,28.34,73,190,82.0,57.0,77.0,67,78,2.2545,1.731,1.816,1.7221,2.1797,0.6491,0.0,0.0,0.0,1.4116,0.0,0.0,0.0,0.0,0.0
Zemgus Girgensons 2018,Zemgus Girgensons,2018,L,23.738,74,200,70.0,61.0,71.0,75,71,1.7945,2.0686,1.0594,1.1529,1.6282,0.4776,0.0,0.7977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zemgus Girgensons 2019,Zemgus Girgensons,2019,L,24.737,74,200,61.0,71.0,75.0,71,72,2.0686,1.0594,1.1529,1.6282,2.4046,0.0,0.7977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zemgus Girgensons 2020,Zemgus Girgensons,2020,L,25.737,74,200,71.0,75.0,71.0,72,81,1.0594,1.1529,1.6282,2.4046,2.1295,0.7977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Wilson 2020,Tom Wilson,2020,R,25.509,76,220,82.0,82.0,78.0,63,80,1.5854,2.0569,1.7271,2.2405,2.0267,0.4615,0.0,0.0,0.0,0.4354,0.0,0.0,0.0,0.0,0.0
Tom Wilson 2021,Tom Wilson,2021,R,26.511,76,220,82.0,78.0,63.0,80,68,2.0569,1.7271,2.2405,2.0267,1.5794,0.0,0.0,0.0,0.4354,0.0,0.0,0.0,0.0,0.0,0.0
Tom Wilson 2022,Tom Wilson,2022,R,27.511,76,220,78.0,63.0,80.0,68,78,1.7271,2.2405,2.0267,1.5794,1.6147,0.0,0.0,0.4354,0.0,0.4764,0.0,0.0,0.0,0.0,0.0
Tom Wilson 2023,Tom Wilson,2023,R,28.51,76,220,63.0,80.0,68.0,78,33,2.2405,2.0267,1.5794,1.6147,1.6949,0.0,0.4354,0.0,0.4764,0.0,0.0,0.0,0.0,0.0,0.0
Tomas Hertl 2021,Tomas Hertl,2021,C,26.886,75,215,49.0,79.0,77.0,56,73,1.2075,1.5082,1.653,1.4736,1.7057,0.0,1.0071,0.4714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tomas Hertl 2022,Tomas Hertl,2022,C,27.886,75,215,79.0,77.0,56.0,73,82,1.5082,1.653,1.4736,1.7057,1.552,1.0071,0.4714,0.0,0.0,0.4715,0.0,0.0,0.0,0.0,0.0
Radek Faksa 2020,Radek Faksa,2020,C,25.726,75,225,45.0,80.0,79.0,81,77,1.3122,1.9829,2.0038,1.6132,1.4611,0.0,0.0,0.0,0.4592,0.0,0.0,0.0,0.0,0.0,0.0
Radek Faksa 2021,Radek Faksa,2021,C,26.728,75,225,80.0,79.0,81.0,77,80,1.9829,2.0038,1.6132,1.4611,1.9539,0.0,0.0,0.4592,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Radek Faksa 2022,Radek Faksa,2022,C,27.727,75,225,79.0,81.0,77.0,80,77,2.0038,1.6132,1.4611,1.9539,1.853,0.0,0.4592,0.0,0.0,0.4205,0.0,0.0,0.0,0.0,0.0
Radek Faksa 2023,Radek Faksa,2023,C,28.726,75,225,81.0,77.0,80.0,77,81,1.6132,1.4611,1.9539,1.853,1.8648,0.4592,0.0,0.0,0.4205,0.3972,0.0,0.0,0.0,0.0,0.0
Oskar Sundqvist 2023,Oskar Sundqvist,2023,C,28.526,75,220,74.0,67.0,41.0,59,67,1.6631,1.6415,2.45,1.8093,0.7637,0.4875,0.6413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chandler Stephenson 2022,Chandler Stephenson,2022,C,27.445,72,209,67.0,64.0,76.0,74,79,1.3035,1.7714,1.1877,1.3052,1.5464,0.0,0.0,0.7772,0.9014,0.4911,0.0,0.0,0.0,0.0,0.0
Chandler Stephenson 2023,Chandler Stephenson,2023,C,28.444,72,209,64.0,76.0,74.0,79,81,1.7714,1.1877,1.3052,1.5464,1.408,0.0,0.7772,0.9014,0.4911,1.0522,0.0,0.0,0.0,0.0,0.0
Jimmy Vesey 2023,Jimmy Vesey,2023,L,29.351,75,202,81.0,75.0,73.0,68,81,1.2947,0.9547,1.142,2.0184,1.492,0.0,0.0,1.0508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Tierney 2020,Chris Tierney,2020,C,25.252,73,191,79.0,80.0,82.0,81,83,1.5314,1.7881,1.5618,1.6981,2.3056,0.0,0.4194,0.937,0.0,0.3665,0.0,0.0,0.0,0.0,0.0
Chris Tierney 2021,Chris Tierney,2021,C,26.254,73,191,80.0,82.0,81.0,83,80,1.7881,1.5618,1.6981,2.3056,1.9964,0.4194,0.937,0.0,0.3665,0.5464,0.0,0.0,0.0,0.0,0.0
Jordan Martinook 2020,Jordan Martinook,2020,L,27.185,72,196,81.0,77.0,81.0,82,53,2.6072,2.2589,1.8356,1.6213,1.2978,0.2841,0.6899,0.4035,0.0,2.0548,0.0,0.0,0.0,0.0,0.0
Jordan Martinook 2021,Jordan Martinook,2021,L,28.187,72,196,77.0,81.0,82.0,53,64,2.2589,1.8356,1.6213,1.2978,1.2496,0.6899,0.4035,0.0,2.0548,1.0912,0.0,0.0,0.0,0.0,0.0
Colton Sissons 2021,Colton Sissons,2021,C,26.906,73,200,58.0,81.0,75.0,67,77,0.9078,2.3247,1.9851,2.3307,2.2959,0.0,0.6373,0.403,0.0,0.4931,0.0,0.3186,0.0,0.0,0.0
Colton Sissons 2022,Colton Sissons,2022,C,27.905,73,200,81.0,75.0,67.0,77,79,2.3247,1.9851,2.3307,2.2959,2.9238,0.6373,0.403,0.0,0.4931,0.0,0.3186,0.0,0.0,0.0,0.0
Colton Sissons 2023,Colton Sissons,2023,C,28.904,73,200,75.0,67.0,77.0,79,82,1.9851,2.3307,2.2959,2.9238,2.8447,0.403,0.0,0.4931,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brock McGinn 2022,Brock McGinn,2022,L,27.661,72,187,80.0,82.0,80.0,54,64,1.2008,2.2299,2.4103,2.1486,2.0047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brock McGinn 2023,Brock McGinn,2023,L,28.661,72,187,82.0,80.0,54.0,64,75,2.2299,2.4103,2.1486,2.0047,2.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connor Brown 2021,Connor Brown,2021,R,26.714,72,181,82.0,82.0,82.0,83,82,1.9866,1.8455,1.9571,2.584,2.9048,0.0,0.0,0.7477,0.327,0.0,0.0,0.0,0.3739,0.327,0.0
Connor Brown 2022,Connor Brown,2022,R,27.713,72,181,82.0,82.0,83.0,82,64,1.8455,1.9571,2.584,2.9048,2.6029,0.0,0.7477,0.327,0.0,1.0805,0.0,0.3739,0.327,0.0,0.0
Tyler Motte 2023,Tyler Motte,2023,"C, L",27.563,70,192,74.0,40.0,35.0,58,62,1.7169,2.0284,3.0104,1.8241,2.0672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mattias Janmark 2022,Mattias Janmark,2022,C,28.814,73,205,81.0,81.0,73.0,82,67,1.3901,1.4901,1.6487,1.6699,1.1903,0.0,0.4971,0.587,0.0,0.7524,0.0,0.0,0.0,0.0,0.0
Mattias Janmark 2023,Mattias Janmark,2023,C,29.813,73,205,81.0,73.0,82.0,67,66,1.4901,1.6487,1.6699,1.1903,1.9422,0.4971,0.587,0.0,0.7524,0.4681,0.0,0.0,0.0,0.0,0.0
Andrew Copp 2020,Andrew Copp,2020,C,25.233,73,199,77.0,64.0,82.0,69,74,0.8063,1.451,1.9407,1.358,2.277,0.0,0.0,0.377,0.0,0.8365,0.0,0.0,0.0,0.0,0.4183
Andrew Copp 2021,Andrew Copp,2021,C,26.235,73,199,64.0,82.0,69.0,74,80,1.451,1.9407,1.358,2.277,2.4964,0.0,0.377,0.0,0.8365,0.0,0.0,0.0,0.0,0.4183,0.437
Andrew Copp 2022,Andrew Copp,2022,C,27.234,73,199,82.0,69.0,74.0,80,72,1.9407,1.358,2.277,2.4964,2.3104,0.377,0.0,0.8365,0.0,0.3607,0.0,0.0,0.4183,0.437,0.0
Andrew Copp 2023,Andrew Copp,2023,C,28.233,73,199,69.0,74.0,80.0,72,82,1.358,2.277,2.4964,2.3104,2.4652,0.0,0.8365,0.0,0.3607,0.0,0.0,0.4183,0.437,0.0,0.0
Jason Dickinson 2023,Jason Dickinson,2023,C,27.245,74,200,67.0,76.0,74.0,62,78,1.4699,2.16,1.6324,1.4608,1.9314,0.0,0.4274,0.0,0.0,1.5931,0.0,0.0,0.0,0.0,0.0
J.T. Compher 2022,J.T. Compher,2022,L,26.484,72,190,69.0,66.0,79.0,70,70,1.4171,1.8975,2.2565,2.2497,1.6429,0.0,0.0,1.1906,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.T. Compher 2023,J.T. Compher,2023,L,27.483,72,190,66.0,79.0,70.0,70,82,1.8975,2.2565,2.2497,1.6429,2.1289,0.0,1.1906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Artturi Lehkonen 2022,Artturi Lehkonen,2022,L,26.246,71,179,66.0,82.0,82.0,68,74,1.5237,2.2711,2.42,2.0316,1.8912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6284,0.0
Artturi Lehkonen 2023,Artturi Lehkonen,2023,L,27.245,71,179,82.0,82.0,68.0,74,64,2.2711,2.42,2.0316,1.8912,1.5294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6284,0.0,0.0
Aleksander Barkov 2020,Aleksander Barkov,2020,C,24.08,75,215,66.0,61.0,79.0,82,77,1.7985,1.2888,1.7534,2.0764,1.1015,0.5055,0.0,0.0,0.3524,0.8253,0.0,0.0,0.0,0.0,0.0
Aleksander Barkov 2021,Aleksander Barkov,2021,C,25.082,75,215,61.0,79.0,82.0,77,73,1.2888,1.7534,2.0764,1.1015,1.4403,0.0,0.0,0.3524,0.8253,0.0,0.0,0.0,0.0,0.0,0.0
Aleksander Barkov 2022,Aleksander Barkov,2022,C,26.081,75,215,79.0,82.0,77.0,73,67,1.7534,2.0764,1.1015,1.4403,2.1256,0.0,0.3524,0.8253,0.0,0.4213,0.0,0.0,0.0,0.0,0.0
Aleksander Barkov 2023,Aleksander Barkov,2023,C,27.081,75,215,82.0,77.0,73.0,67,68,2.0764,1.1015,1.4403,2.1256,2.1275,0.3524,0.8253,0.0,0.4213,0.4147,0.0,0.0,0.0,0.0,0.0
Elias Lindholm 2020,Elias Lindholm,2020,C,24.83,73,202,82.0,72.0,81.0,81,82,0.8165,1.2523,1.3453,2.2877,2.1267,0.0,1.9963,0.5506,0.9714,0.0,0.0,0.6654,0.0,0.0,0.0
Elias Lindholm 2021,Elias Lindholm,2021,C,25.832,73,202,72.0,81.0,81.0,82,82,1.2523,1.3453,2.2877,2.1267,2.3568,1.9963,0.5506,0.9714,0.0,0.4546,0.6654,0.0,0.0,0.0,0.0
Elias Lindholm 2022,Elias Lindholm,2022,C,26.832,73,202,81.0,81.0,82.0,82,82,1.3453,2.2877,2.1267,2.3568,2.1291,0.5506,0.9714,0.0,0.4546,0.3437,0.0,0.0,0.0,0.0,0.0
Elias Lindholm 2023,Elias Lindholm,2023,C,27.831,73,202,81.0,82.0,82.0,82,80,2.2877,2.1267,2.3568,2.1291,2.3025,0.9714,0.0,0.4546,0.3437,0.3257,0.0,0.0,0.0,0.0,0.3257
Ryan Carpenter 2022,Ryan Carpenter,2022,C,30.703,73,198,52.0,68.0,81.0,57,67,1.3468,1.2517,2.4309,2.2094,1.9209,0.0,0.7049,0.7154,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garnet Hathaway 2022,Garnet Hathaway,2022,R,29.857,75,208,59.0,76.0,77.0,82,76,1.1037,1.6921,1.3126,1.3384,1.1579,0.0,0.0,0.6926,0.8005,0.0,0.0,0.0,0.0,0.0,0.6818
Garnet Hathaway 2023,Garnet Hathaway,2023,R,30.856,75,208,76.0,77.0,82.0,76,84,1.6921,1.3126,1.3384,1.1579,1.473,0.0,0.6926,0.8005,0.0,0.4849,0.0,0.0,0.0,0.6818,0.0
Pierre-Edouard Bellemare 2019,Pierre-Edouard Bellemare,2019,L,33.572,71,198,81.0,74.0,82.0,72,76,2.0646,2.5923,2.7634,2.1398,1.9461,0.0,0.3128,0.2648,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierre-Edouard Bellemare 2020,Pierre-Edouard Bellemare,2020,L,34.572,71,198,74.0,82.0,72.0,76,81,2.5923,2.7634,2.1398,1.9461,2.0971,0.3128,0.2648,0.0,0.0,0.8293,0.0,0.0,0.0,0.0,0.0
Pierre-Edouard Bellemare 2021,Pierre-Edouard Bellemare,2021,L,35.574,71,198,82.0,72.0,76.0,81,77,2.7634,2.1398,1.9461,2.0971,2.1211,0.2648,0.0,0.0,0.8293,0.0,0.0,0.0,0.0,0.0,0.0
Pierre-Edouard Bellemare 2022,Pierre-Edouard Bellemare,2022,L,36.573,71,198,72.0,76.0,81.0,77,80,2.1398,1.9461,2.0971,2.1211,2.5858,0.0,0.0,0.8293,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierre-Edouard Bellemare 2023,Pierre-Edouard Bellemare,2023,L,37.573,71,198,76.0,81.0,77.0,80,73,1.9461,2.0971,2.1211,2.5858,2.287,0.0,0.8293,0.0,0.0,0.7188,0.0,0.0,0.0,0.0,0.0
Tomas Nosek 2022,Tomas Nosek,2022,L,29.082,75,205,67.0,68.0,79.0,55,75,1.5102,1.7078,1.292,1.3404,1.8073,0.0,0.0,0.0,0.0,0.4426,0.593,0.0,0.0,0.0,0.4426
Tomas Nosek 2023,Tomas Nosek,2023,L,30.082,75,205,68.0,79.0,55.0,75,66,1.7078,1.292,1.3404,1.8073,2.5477,0.0,0.0,0.0,0.4426,0.0,0.0,0.0,0.0,0.4426,0.0
Leon Draisaitl 2022,Leon Draisaitl,2022,C,25.931,74,208,78.0,82.0,83.0,82,80,1.0132,1.1596,0.973,0.639,0.9696,0.7592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leon Draisaitl 2023,Leon Draisaitl,2023,C,26.93,74,208,82.0,83.0,82.0,80,80,1.1596,0.973,0.639,0.9696,0.6669,0.0,0.0,0.0,0.0,1.1246,0.0,0.0,0.0,0.0,0.0
Ivan Barbashev 2023,Ivan Barbashev,2023,C,26.799,73,195,80.0,81.0,55.0,81,82,1.5858,1.6007,1.9658,1.071,0.7774,0.0,0.5432,0.0,0.0,0.9412,0.0,0.0,0.0,0.6916,0.0
Colin White 2012,Colin White,2012,C,14.667,73,194,57.0,71.0,81.0,69,54,3.3015,3.1214,2.3782,2.786,1.6241,0.0,0.2707,0.0,0.3121,0.0,0.0,0.5415,0.3115,0.0,0.0
Lawson Crouse 2023,Lawson Crouse,2023,L,25.274,76,215,81.0,77.0,74.0,65,77,1.2936,1.4149,2.0101,1.7423,2.2567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitchell Marner 2023,Mitchell Marner,2023,R,25.408,72,181,82.0,69.0,80.0,72,80,1.352,2.2322,1.9467,2.0127,2.2862,1.0824,0.4556,1.1208,0.414,0.328,0.0,0.0,0.0,0.0,0.0
Joel Eriksson Ek 2022,Joel Eriksson Ek,2022,C,24.671,75,207,75.0,58.0,73.0,82,77,1.0716,1.3894,2.0116,1.6577,2.1593,0.0,0.0,0.4811,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel Eriksson Ek 2023,Joel Eriksson Ek,2023,C,25.671,75,207,58.0,73.0,82.0,77,78,1.3894,2.0116,1.6577,2.1593,2.0658,0.0,0.4811,0.0,0.0,0.3724,0.0,0.0,0.0,0.0,0.0
Anthony Cirelli 2023,Anthony Cirelli,2023,C,25.214,72,189,82.0,80.0,73.0,76,58,2.7138,2.8064,2.0257,2.1283,2.3422,0.2696,0.3144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derek Ryan 2023,Derek Ryan,2023,C,35.757,70,185,81.0,80.0,62.0,75,80,1.9171,1.6843,1.7539,1.7336,1.2235,1.1592,0.5239,0.0,0.4615,0.613,0.3864,0.0,0.0,0.0,0.0
Brandon Tanev 2021,Brandon Tanev,2021,L,28.754,72,189,51.0,61.0,80.0,80,46,1.6732,1.9596,2.1548,2.1995,2.2958,0.0,0.0,0.3481,0.4012,0.8167,0.0,0.0,0.0,0.0,0.0
Zach Aston-Reese 2023,Zach Aston-Reese,2023,C,28.143,73,205,43.0,67.0,65.0,69,77,1.8752,1.5918,1.8474,1.5121,0.8297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Kampf 2022,David Kampf,2022,C,26.719,74,197,46.0,63.0,82.0,80,82,1.475,1.8616,2.1957,2.2967,2.4715,0.0,0.0,0.0,0.0,0.5921,0.0,0.0,0.0,0.0,0.0
David Kampf 2023,David Kampf,2023,C,27.719,74,197,63.0,82.0,80.0,82,82,1.8616,2.1957,2.2967,2.4715,2.6402,0.0,0.0,0.0,0.5921,0.5543,0.0,0.0,0.0,0.0,0.2771
Dustin Brown 2012,Dustin Brown,2012,R,26.906,72,205,78.0,80.0,82.0,82,82,1.8904,1.6242,1.4169,1.3693,1.6703,0.8138,0.0,0.0,0.0,0.8761,0.0,0.0,0.0,0.0,0.0
Dustin Brown 2013,Dustin Brown,2013,R,27.908,72,205,80.0,82.0,82.0,82,78,1.6242,1.4169,1.3693,1.6703,1.2815,0.0,0.0,0.0,0.8761,0.0,0.0,0.0,0.0,0.0,0.0
Dustin Brown 2019,Dustin Brown,2019,R,33.906,72,205,82.0,82.0,80.0,81,72,1.3419,1.5311,1.2919,1.8475,1.7012,0.0,0.4779,0.0,0.0,0.4899,0.0,0.0,0.0,0.0,0.0
Ryan Getzlaf 2016,Ryan Getzlaf,2016,C,30.394,76,220,82.0,75.0,77.0,77,77,1.0421,1.5159,2.1781,1.7305,1.4708,0.7022,0.0,0.0,0.4503,0.5298,0.0,0.0,0.0,0.4503,0.0
Ryan Getzlaf 2017,Ryan Getzlaf,2017,C,31.396,76,220,75.0,77.0,77.0,77,74,1.5159,2.1781,1.7305,1.4708,1.6804,0.0,0.0,0.4503,0.5298,0.4825,0.0,0.0,0.4503,0.0,0.0
Ryan Getzlaf 2018,Ryan Getzlaf,2018,C,32.395,76,220,77.0,77.0,77.0,74,56,2.1781,1.7305,1.4708,1.6804,1.0604,0.0,0.4503,0.5298,0.4825,1.0104,0.0,0.4503,0.0,0.0,0.0
Brian Boyle 2014,Brian Boyle,2014,C,28.787,78,245,71.0,82.0,82.0,64,82,1.5751,1.9423,1.9939,1.8851,2.0648,0.0,0.7535,0.367,0.0,0.3544,0.0,0.3767,0.0,0.0,0.3544
Brian Boyle 2015,Brian Boyle,2015,C,29.786,78,245,82.0,82.0,64.0,82,82,1.9423,1.9939,1.8851,2.0648,2.3868,0.7535,0.367,0.0,0.3544,0.0,0.3767,0.0,0.0,0.3544,0.0
