,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 PK ATOI,Y2 PK ATOI,Y3 PK ATOI,Y4 PK ATOI,Y5 PK ATOI,Y1 PK A1/60,Y2 PK A1/60,Y3 PK A1/60,Y4 PK A1/60,Y5 PK A1/60,Y1 PK A2/60,Y2 PK A2/60,Y3 PK A2/60,Y4 PK A2/60,Y5 PK A2/60
Jonathan Toews 2018,Jonathan Toews,2018,C,29.424,74,201,76.0,81.0,80.0,72,74,1.5586,1.3798,1.4025,1.2984,1.7036,1.0131,0.5368,1.6043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Toews 2019,Jonathan Toews,2019,C,30.424,74,201,81.0,80.0,72.0,74,82,1.3798,1.4025,1.2984,1.7036,1.7526,0.5368,1.6043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Toews 2020,Jonathan Toews,2020,C,31.423,74,201,80.0,72.0,74.0,82,82,1.4025,1.2984,1.7036,1.7526,1.9755,1.6043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Killorn 2021,Alex Killorn,2021,L,31.048,73,194,81.0,82.0,82.0,80,82,1.4405,1.7022,1.9461,2.2184,1.7702,0.0,0.0,0.376,0.0,0.0,0.5142,0.0,0.0,0.0,0.6052
Alex Killorn 2022,Alex Killorn,2022,L,32.047,73,194,82.0,82.0,80.0,82,82,1.7022,1.9461,2.2184,1.7702,1.7705,0.0,0.376,0.0,0.0,0.0,0.0,0.0,0.0,0.6052,0.0
Alex Killorn 2023,Alex Killorn,2023,L,33.047,73,194,82.0,80.0,82.0,82,82,1.9461,2.2184,1.7702,1.7705,1.8967,0.376,0.0,0.0,0.0,0.0,0.0,0.0,0.6052,0.0,0.3858
Jamie Benn 2018,Jamie Benn,2018,L,28.206,74,205,81.0,82.0,82.0,77,82,0.749,1.4785,1.5701,1.4844,1.3986,1.978,0.9898,1.3981,0.0,0.5232,0.0,0.4949,0.0,0.0,0.0
Nick Bonino 2017,Nick Bonino,2017,C,28.45,73,195,46.0,77.0,75.0,63,80,1.2228,1.7152,1.9667,2.3212,2.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Bonino 2018,Nick Bonino,2018,C,29.449,73,195,77.0,75.0,63.0,80,71,1.7152,1.9667,2.3212,2.295,2.0967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Bonino 2019,Nick Bonino,2019,C,30.448,73,195,75.0,63.0,80.0,71,81,1.9667,2.3212,2.295,2.0967,1.9506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3797
Nick Bonino 2020,Nick Bonino,2020,C,31.448,73,195,63.0,80.0,71.0,81,79,2.3212,2.295,2.0967,1.9506,2.5973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3797,0.0
Nick Bonino 2021,Nick Bonino,2021,C,32.45,73,195,80.0,71.0,81.0,79,80,2.295,2.0967,1.9506,2.5973,1.8812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3797,0.0,0.0
Nick Bonino 2022,Nick Bonino,2022,C,33.449,73,195,71.0,81.0,79.0,80,80,2.0967,1.9506,2.5973,1.8812,1.6133,0.0,0.0,0.0,0.0,0.0,0.0,0.3797,0.0,0.0,0.0
Nick Bonino 2023,Nick Bonino,2023,C,34.449,73,195,81.0,79.0,80.0,80,62,1.9506,2.5973,1.8812,1.6133,2.3003,0.0,0.0,0.0,0.0,0.0,0.3797,0.0,0.0,0.0,0.0
Logan Couture 2015,Logan Couture,2015,C,25.512,73,206,79.0,80.0,82.0,65,82,1.0768,1.0992,0.9017,1.3605,1.4671,0.0,0.0,1.3862,1.357,0.0,0.0,0.0,0.0,0.0,0.0
Logan Couture 2021,Logan Couture,2021,C,31.514,73,206,73.0,78.0,81.0,61,77,1.0961,1.3987,1.5683,1.7157,1.955,0.7498,0.55,0.0,1.345,0.0,0.0,0.0,0.0,0.0,0.0
Logan Couture 2022,Logan Couture,2022,C,32.513,73,206,78.0,81.0,61.0,77,77,1.3987,1.5683,1.7157,1.955,1.9026,0.55,0.0,1.345,0.0,0.4096,0.0,0.0,0.0,0.0,0.0
Logan Couture 2023,Logan Couture,2023,C,33.512,73,206,81.0,61.0,77.0,77,82,1.5683,1.7157,1.955,1.9026,2.3941,0.0,1.345,0.0,0.4096,0.0,0.0,0.0,0.0,0.0,0.0
Mikael Backlund 2018,Mikael Backlund,2018,C,28.543,72,206,76.0,52.0,82.0,81,82,1.9371,1.4426,1.7634,2.263,2.3654,0.0,0.0,0.4149,0.982,0.6187,0.0,0.0,0.0,0.0,0.0
Mikael Backlund 2019,Mikael Backlund,2019,C,29.542,72,206,52.0,82.0,81.0,82,77,1.4426,1.7634,2.263,2.3654,1.3866,0.0,0.4149,0.982,0.6187,0.562,0.0,0.0,0.0,0.0,0.0
Mikael Backlund 2020,Mikael Backlund,2020,C,30.542,72,206,82.0,81.0,82.0,77,82,1.7634,2.263,2.3654,1.3866,1.5945,0.4149,0.982,0.6187,0.562,0.0,0.0,0.0,0.0,0.0,0.0
Mikael Backlund 2021,Mikael Backlund,2021,C,31.544,72,206,81.0,82.0,77.0,82,79,2.263,2.3654,1.3866,1.5945,1.8059,0.982,0.6187,0.562,0.0,0.6153,0.0,0.0,0.0,0.0,0.0
Mikael Backlund 2022,Mikael Backlund,2022,C,32.543,72,206,82.0,77.0,82.0,79,82,2.3654,1.3866,1.5945,1.8059,2.0211,0.6187,0.562,0.0,0.6153,0.0,0.0,0.0,0.0,0.0,0.0
Mikael Backlund 2023,Mikael Backlund,2023,C,33.542,72,206,77.0,82.0,79.0,82,82,1.3866,1.5945,1.8059,2.0211,2.1374,0.562,0.0,0.6153,0.0,1.027,0.0,0.0,0.0,0.0,0.0
Max Pacioretty 2018,Max Pacioretty,2018,L,28.863,74,217,73.0,80.0,82.0,81,64,1.068,1.5633,1.1831,0.9568,1.6911,0.0,0.9595,0.0,0.7742,0.0,0.0,0.0,0.0,0.0,0.0
Lars Eller 2016,Lars Eller,2016,C,26.399,74,205,79.0,78.0,77.0,77,79,1.6964,1.4928,1.4145,1.3465,1.3222,0.4477,0.0,0.5509,1.1574,0.0,0.0,0.0,0.0,0.0,0.0
Lars Eller 2017,Lars Eller,2017,C,27.401,74,205,78.0,77.0,77.0,79,81,1.4928,1.4145,1.3465,1.3222,2.1708,0.0,0.5509,1.1574,0.0,0.3412,0.0,0.0,0.0,0.0,0.0
Lars Eller 2018,Lars Eller,2018,C,28.401,74,205,77.0,77.0,79.0,81,81,1.4145,1.3465,1.3222,2.1708,1.8191,0.5509,1.1574,0.0,0.3412,0.0,0.0,0.0,0.0,0.0,0.0
Lars Eller 2019,Lars Eller,2019,C,29.4,74,205,77.0,79.0,81.0,81,81,1.3465,1.3222,2.1708,1.8191,2.3379,1.1574,0.0,0.3412,0.0,0.3168,0.0,0.0,0.0,0.0,0.3168
Lars Eller 2020,Lars Eller,2020,C,30.399,74,205,79.0,81.0,81.0,81,81,1.3222,2.1708,1.8191,2.3379,2.4193,0.0,0.3412,0.0,0.3168,0.3594,0.0,0.0,0.0,0.3168,0.0
Lars Eller 2021,Lars Eller,2021,C,31.401,74,205,81.0,81.0,81.0,81,64,2.1708,1.8191,2.3379,2.4193,2.0102,0.3412,0.0,0.3168,0.3594,0.0,0.0,0.0,0.3168,0.0,0.0
Lars Eller 2022,Lars Eller,2022,C,32.401,74,205,81.0,81.0,81.0,64,72,1.8191,2.3379,2.4193,2.0102,1.6532,0.0,0.3168,0.3594,0.0,0.0,0.0,0.3168,0.0,0.0,0.0
Lars Eller 2023,Lars Eller,2023,C,33.4,74,205,81.0,81.0,64.0,72,84,2.3379,2.4193,2.0102,1.6532,1.63,0.3168,0.3594,0.0,0.0,0.0,0.3168,0.0,0.0,0.0,0.0
Derek Stepan 2016,Derek Stepan,2016,C,25.287,71,196,82.0,82.0,82.0,68,72,1.2884,2.1069,1.1762,1.5939,1.7067,0.0,1.7798,1.8663,1.6608,0.0,0.0,0.0,0.0,0.0,0.0
Derek Stepan 2017,Derek Stepan,2017,C,26.29,71,196,82.0,82.0,68.0,72,81,2.1069,1.1762,1.5939,1.7067,1.364,1.7798,1.8663,1.6608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derek Stepan 2018,Derek Stepan,2018,C,27.289,71,196,82.0,68.0,72.0,81,82,1.1762,1.5939,1.7067,1.364,1.1726,1.8663,1.6608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derek Stepan 2019,Derek Stepan,2019,C,28.288,71,196,68.0,72.0,81.0,82,72,1.5939,1.7067,1.364,1.1726,1.9317,1.6608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derek Stepan 2020,Derek Stepan,2020,C,29.288,71,196,72.0,81.0,82.0,72,82,1.7067,1.364,1.1726,1.9317,1.9683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Henrique 2016,Adam Henrique,2016,C,25.649,72,195,74.0,71.0,77.0,75,80,1.7971,1.7671,2.2004,1.8542,2.6387,0.9024,0.8084,0.7082,0.4314,0.2842,0.4512,0.0,0.0,0.0,0.0
Adam Henrique 2017,Adam Henrique,2017,C,26.651,72,195,71.0,77.0,75.0,80,82,1.7671,2.2004,1.8542,2.6387,2.2756,0.8084,0.7082,0.4314,0.2842,0.3215,0.0,0.0,0.0,0.0,0.0
Adam Henrique 2018,Adam Henrique,2018,C,27.65,72,195,77.0,75.0,80.0,82,81,2.2004,1.8542,2.6387,2.2756,1.5794,0.7082,0.4314,0.2842,0.3215,0.938,0.0,0.0,0.0,0.0,0.0
Adam Henrique 2019,Adam Henrique,2019,C,28.65,72,195,75.0,80.0,82.0,81,82,1.8542,2.6387,2.2756,1.5794,1.1016,0.4314,0.2842,0.3215,0.938,0.6642,0.0,0.0,0.0,0.0,0.0
Adam Henrique 2020,Adam Henrique,2020,C,29.649,72,195,80.0,82.0,81.0,82,83,2.6387,2.2756,1.5794,1.1016,0.6045,0.2842,0.3215,0.938,0.6642,0.0,0.0,0.0,0.0,0.0,0.0
Adam Henrique 2021,Adam Henrique,2021,C,30.651,72,195,82.0,81.0,82.0,83,65,2.2756,1.5794,1.1016,0.6045,0.91,0.3215,0.938,0.6642,0.0,1.4652,0.0,0.0,0.0,0.0,0.0
Derek Grant 2021,Derek Grant,2021,C,30.451,75,210,46.0,66.0,56.0,66,67,2.1826,0.8144,1.6381,2.3938,2.6725,0.0,0.0,0.6541,0.8952,0.0,0.0,1.1163,0.0,0.0,0.0
Derek Grant 2022,Derek Grant,2022,C,31.451,75,210,66.0,56.0,66.0,67,71,0.8144,1.6381,2.3938,2.6725,2.385,0.0,0.6541,0.8952,0.0,0.3543,1.1163,0.0,0.0,0.0,0.0
Derek Grant 2023,Derek Grant,2023,C,32.45,75,210,56.0,66.0,67.0,71,46,1.6381,2.3938,2.6725,2.385,2.4058,0.6541,0.8952,0.0,0.3543,0.0,0.0,0.0,0.0,0.0,0.0
Ryan O'Reilly 2018,Ryan O'Reilly,2018,C,26.648,73,207,80.0,82.0,71.0,72,81,1.1615,1.8083,2.1061,2.3419,1.5687,0.0,0.4046,0.0,0.3558,1.8888,0.0,0.0,0.0,0.0,0.0
Ryan O'Reilly 2019,Ryan O'Reilly,2019,C,27.648,73,207,82.0,71.0,72.0,81,82,1.8083,2.1061,2.3419,1.5687,1.9976,0.4046,0.0,0.3558,1.8888,0.7326,0.0,0.0,0.0,0.0,0.0
Ryan O'Reilly 2020,Ryan O'Reilly,2020,C,28.647,73,207,71.0,72.0,81.0,82,83,2.1061,2.3419,1.5687,1.9976,2.1509,0.0,0.3558,1.8888,0.7326,0.0,0.0,0.0,0.0,0.0,0.0
Ryan O'Reilly 2021,Ryan O'Reilly,2021,C,29.649,73,207,72.0,81.0,82.0,83,82,2.3419,1.5687,1.9976,2.1509,2.0324,0.3558,1.8888,0.7326,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan O'Reilly 2022,Ryan O'Reilly,2022,C,30.648,73,207,81.0,82.0,83.0,82,78,1.5687,1.9976,2.1509,2.0324,1.8718,1.8888,0.7326,0.0,0.0,0.411,0.0,0.0,0.0,0.0,0.0
Ryan O'Reilly 2023,Ryan O'Reilly,2023,C,31.648,73,207,82.0,83.0,82.0,78,53,1.9976,2.1509,2.0324,1.8718,1.6261,0.7326,0.0,0.0,0.411,0.0,0.0,0.0,0.0,0.0,0.0
Jakob Silfverberg 2017,Jakob Silfverberg,2017,R,25.969,73,207,82.0,52.0,81.0,82,79,1.1382,1.0413,1.7426,2.4016,1.6293,0.0,0.0,0.8502,0.3047,0.0,0.0,0.0,0.0,0.0,0.0
Jakob Silfverberg 2018,Jakob Silfverberg,2018,R,26.969,73,207,52.0,81.0,82.0,79,77,1.0413,1.7426,2.4016,1.6293,1.6991,0.0,0.8502,0.3047,0.0,0.4586,0.0,0.0,0.0,0.0,0.0
Jakob Silfverberg 2019,Jakob Silfverberg,2019,R,27.968,73,207,81.0,82.0,79.0,77,73,1.7426,2.4016,1.6293,1.6991,1.7032,0.8502,0.3047,0.0,0.4586,0.4826,0.0,0.0,0.0,0.0,0.0
Jakob Silfverberg 2020,Jakob Silfverberg,2020,R,28.967,73,207,82.0,79.0,77.0,73,77,2.4016,1.6293,1.6991,1.7032,1.6818,0.3047,0.0,0.4586,0.4826,0.0,0.0,0.0,0.0,0.0,0.0
Jakob Silfverberg 2021,Jakob Silfverberg,2021,R,29.969,73,207,79.0,77.0,73.0,77,68,1.6293,1.6991,1.7032,1.6818,1.9887,0.0,0.4586,0.4826,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jakob Silfverberg 2022,Jakob Silfverberg,2022,R,30.969,73,207,77.0,73.0,77.0,68,53,1.6991,1.7032,1.6818,1.9887,2.1604,0.4586,0.4826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jakob Silfverberg 2023,Jakob Silfverberg,2023,R,31.968,73,207,73.0,77.0,68.0,53,81,1.7032,1.6818,1.9887,2.1604,2.6605,0.4826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evander Kane 2017,Evander Kane,2017,L,25.167,74,210,82.0,63.0,37.0,65,70,0.9951,1.8362,1.8302,1.1236,1.3067,0.0,0.0,1.7721,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evander Kane 2018,Evander Kane,2018,L,26.166,74,210,63.0,37.0,65.0,70,78,1.8362,1.8302,1.1236,1.3067,0.7062,0.0,1.7721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evander Kane 2019,Evander Kane,2019,L,27.166,74,210,37.0,65.0,70.0,78,75,1.8302,1.1236,1.3067,0.7062,0.9978,1.7721,0.0,0.0,0.0,0.8018,0.0,0.0,0.0,0.0,0.0
Evander Kane 2020,Evander Kane,2020,L,28.165,74,210,65.0,70.0,78.0,75,75,1.1236,1.3067,0.7062,0.9978,1.3698,0.0,0.0,0.0,0.8018,0.0,0.0,0.0,0.0,0.0,0.0
Evander Kane 2021,Evander Kane,2021,L,29.167,74,210,70.0,78.0,75.0,75,82,1.3067,0.7062,0.9978,1.3698,1.7869,0.0,0.0,0.8018,0.0,1.1992,0.0,0.0,0.0,0.0,0.0
Reilly Smith 2020,Reilly Smith,2020,R,28.502,73,185,82.0,80.0,67.0,74,83,2.3093,1.7104,1.6948,1.5417,1.9063,0.3168,0.0,0.5284,1.0519,0.4433,0.0,0.0,0.0,0.5259,0.4433
Reilly Smith 2021,Reilly Smith,2021,R,29.504,73,185,80.0,67.0,74.0,83,77,1.7104,1.6948,1.5417,1.9063,1.6761,0.0,0.5284,1.0519,0.4433,0.0,0.0,0.0,0.5259,0.4433,0.0
Reilly Smith 2022,Reilly Smith,2022,R,30.503,73,185,67.0,74.0,83.0,77,56,1.6948,1.5417,1.9063,1.6761,1.7652,0.5284,1.0519,0.4433,0.0,1.214,0.0,0.5259,0.4433,0.0,0.0
Reilly Smith 2023,Reilly Smith,2023,R,31.503,73,185,74.0,83.0,77.0,56,78,1.5417,1.9063,1.6761,1.7652,1.3199,1.0519,0.4433,0.0,1.214,0.0,0.5259,0.4433,0.0,0.0,0.0
Marcus Foligno 2023,Marcus Foligno,2023,L,31.144,75,226,82.0,69.0,57.0,74,65,1.8152,1.8175,1.4479,1.8608,1.0464,0.4031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Casey Cizikas 2017,Casey Cizikas,2017,C,25.594,71,190,76.0,80.0,70.0,80,59,0.7485,2.4246,1.4383,2.1854,2.1477,0.0,0.3093,0.0,0.6864,0.0,0.0,0.3093,0.0,0.0,0.0
Casey Cizikas 2018,Casey Cizikas,2018,C,26.593,71,190,80.0,70.0,80.0,59,64,2.4246,1.4383,2.1854,2.1477,2.3018,0.3093,0.0,0.6864,0.0,0.0,0.3093,0.0,0.0,0.0,0.0
Casey Cizikas 2019,Casey Cizikas,2019,C,27.593,71,190,70.0,80.0,59.0,64,73,1.4383,2.1854,2.1477,2.3018,1.9434,0.0,0.6864,0.0,0.0,0.4229,0.0,0.0,0.0,0.0,0.0
Casey Cizikas 2020,Casey Cizikas,2020,C,28.592,71,190,80.0,59.0,64.0,73,56,2.1854,2.1477,2.3018,1.9434,2.3212,0.6864,0.0,0.0,0.4229,1.077,0.0,0.0,0.0,0.0,0.0
Casey Cizikas 2021,Casey Cizikas,2021,C,29.594,71,190,59.0,64.0,73.0,56,82,2.1477,2.3018,1.9434,2.3212,1.6714,0.0,0.0,0.4229,1.077,0.0,0.0,0.0,0.0,0.0,0.0
Casey Cizikas 2022,Casey Cizikas,2022,C,30.594,71,190,64.0,73.0,56.0,82,74,2.3018,1.9434,2.3212,1.6714,1.8354,0.0,0.4229,1.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Casey Cizikas 2023,Casey Cizikas,2023,C,31.593,71,190,73.0,56.0,82.0,74,81,1.9434,2.3212,1.6714,1.8354,1.8912,0.4229,1.077,0.0,0.0,0.3917,0.0,0.0,0.0,0.0,0.3917
Nic Dowd 2022,Nic Dowd,2022,C,31.349,73,193,56.0,64.0,66.0,82,64,1.1336,1.6523,2.494,2.3571,1.9497,0.0,0.5674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nic Dowd 2023,Nic Dowd,2023,C,32.349,73,193,64.0,66.0,82.0,64,65,1.6523,2.494,2.3571,1.9497,2.3833,0.5674,0.0,0.0,0.0,0.3873,0.0,0.0,0.0,0.0,0.0
Calle Jarnkrok 2019,Calle Jarnkrok,2019,C,27.018,72,192,74.0,81.0,81.0,68,79,1.5095,1.9564,1.7745,2.2929,1.7675,0.0,0.0,0.8349,0.0,0.0,0.5372,0.0,0.0,0.0,0.0
Calle Jarnkrok 2020,Calle Jarnkrok,2020,C,28.017,72,192,81.0,81.0,68.0,79,75,1.9564,1.7745,2.2929,1.7675,1.5659,0.0,0.8349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calle Jarnkrok 2021,Calle Jarnkrok,2021,C,29.019,72,192,81.0,68.0,79.0,75,70,1.7745,2.2929,1.7675,1.5659,1.9497,0.8349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calle Jarnkrok 2022,Calle Jarnkrok,2022,C,30.019,72,192,68.0,79.0,75.0,70,66,2.2929,1.7675,1.5659,1.9497,1.097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calle Jarnkrok 2023,Calle Jarnkrok,2023,C,31.018,72,192,79.0,75.0,70.0,66,73,1.7675,1.5659,1.9497,1.097,1.6034,0.0,0.0,0.0,0.0,1.0252,0.0,0.0,0.0,0.0,0.0
Tyler Toffoli 2023,Tyler Toffoli,2023,R,30.438,72,203,82.0,80.0,76.0,74,82,1.2872,0.9208,0.784,1.0941,0.611,0.0,0.0,1.4718,0.741,0.0,0.0,0.0,0.0,0.0,0.0
Charlie Coyle 2022,Charlie Coyle,2022,C,29.583,75,223,66.0,81.0,82.0,74,82,1.0056,1.0436,0.904,1.9314,1.6376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4468
Charlie Coyle 2023,Charlie Coyle,2023,C,30.583,75,223,81.0,82.0,74.0,82,82,1.0436,0.904,1.9314,1.6376,2.5661,0.0,0.0,0.0,0.0,0.8554,0.0,0.0,0.0,0.4468,0.2851
Brock Nelson 2022,Brock Nelson,2022,C,29.964,76,210,82.0,82.0,80.0,82,72,0.6644,0.8018,1.5696,0.9845,0.7192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brock Nelson 2023,Brock Nelson,2023,C,30.963,76,210,82.0,80.0,82.0,72,82,0.8018,1.5696,0.9845,0.7192,0.6726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Hayes 2021,Kevin Hayes,2021,C,28.401,77,216,76.0,76.0,71.0,81,80,1.4224,2.2219,1.7782,2.0316,1.3003,3.3302,0.0,0.4752,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Watson 2021,Austin Watson,2021,L,28.718,76,204,77.0,76.0,37.0,62,49,1.718,2.2469,1.7266,1.0664,2.1176,0.4536,0.3514,0.0,2.1233,0.8333,0.0,0.0,0.0,0.0,0.0
Austin Watson 2022,Austin Watson,2022,L,29.717,76,204,76.0,37.0,62.0,49,67,2.2469,1.7266,1.0664,2.1176,1.455,0.3514,0.0,2.1233,0.8333,0.0,0.0,0.0,0.0,0.0,0.0
Austin Watson 2023,Austin Watson,2023,L,30.717,76,204,37.0,62.0,49.0,67,75,1.7266,1.0664,2.1176,1.455,2.13,0.0,2.1233,0.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Riley Sheahan 2020,Riley Sheahan,2020,C,27.817,74,214,81.0,80.0,81.0,82,77,2.0352,0.8558,2.4395,2.0222,2.3525,0.0,0.0,0.3036,0.3618,0.3864,0.0,0.0,0.0,0.0,0.0
Riley Sheahan 2021,Riley Sheahan,2021,C,28.819,74,214,80.0,81.0,82.0,77,77,0.8558,2.4395,2.0222,2.3525,2.3792,0.0,0.3036,0.3618,0.3864,0.0,0.0,0.0,0.0,0.0,0.0
Riley Sheahan 2022,Riley Sheahan,2022,C,29.819,74,214,81.0,82.0,77.0,77,69,2.4395,2.0222,2.3525,2.3792,2.101,0.3036,0.3618,0.3864,0.0,0.4139,0.0,0.0,0.0,0.0,0.4139
Chris Wagner 2021,Chris Wagner,2021,R,29.351,72,192,43.0,79.0,76.0,79,60,1.3996,2.2492,1.4373,1.4711,1.5171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zach Hyman 2021,Zach Hyman,2021,L,28.313,73,211,82.0,82.0,71.0,60,62,2.7778,2.6748,2.2749,1.9121,1.969,0.0,0.0,0.0,0.0,0.0,0.0,0.2736,0.0,0.0,0.0
Zach Hyman 2022,Zach Hyman,2022,L,29.312,73,211,82.0,71.0,60.0,62,76,2.6748,2.2749,1.9121,1.969,1.7969,0.0,0.0,0.0,0.0,0.8787,0.2736,0.0,0.0,0.0,0.4393
Jesper Fast 2019,Jesper Fast,2019,R,26.832,73,191,58.0,79.0,68.0,71,66,1.1011,2.1785,1.5596,1.888,1.7278,0.0,0.0,0.0,0.8952,0.0,0.0,0.0,0.0,0.0,0.0
Jesper Fast 2020,Jesper Fast,2020,R,27.831,73,191,79.0,68.0,71.0,66,81,2.1785,1.5596,1.888,1.7278,2.3633,0.0,0.0,0.8952,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesper Fast 2021,Jesper Fast,2021,R,28.833,73,191,68.0,71.0,66.0,81,67,1.5596,1.888,1.7278,2.3633,1.2312,0.0,0.8952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesper Fast 2022,Jesper Fast,2022,R,29.832,73,191,71.0,66.0,81.0,67,82,1.888,1.7278,2.3633,1.2312,1.5854,0.8952,0.0,0.0,0.0,0.4615,0.0,0.0,0.0,0.0,0.0
Jesper Fast 2023,Jesper Fast,2023,R,30.832,73,191,66.0,81.0,67.0,82,80,1.7278,2.3633,1.2312,1.5854,1.4415,0.0,0.0,0.0,0.4615,0.5203,0.0,0.0,0.0,0.0,1.0406
Ondrej Palat 2018,Ondrej Palat,2018,L,26.514,72,194,81.0,75.0,62.0,75,56,2.0767,1.7653,1.4234,1.7033,1.1113,0.7134,0.4532,0.6799,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Kuraly 2022,Sean Kuraly,2022,C,28.696,74,213,75.0,71.0,81.0,68,77,1.2031,1.3127,1.6244,1.8592,2.3602,0.6649,0.0,0.5353,0.6866,0.0,0.0,0.0,0.0,0.0,0.3302
Sean Kuraly 2023,Sean Kuraly,2023,C,29.696,74,213,71.0,81.0,68.0,77,71,1.3127,1.6244,1.8592,2.3602,2.2638,0.0,0.5353,0.6866,0.0,0.3733,0.0,0.0,0.0,0.3302,0.0
Adam Lowry 2019,Adam Lowry,2019,C,25.509,78,208,80.0,74.0,82.0,45,78,0.6346,2.1104,2.2407,2.0367,2.2778,0.0,0.0,0.0,0.0,0.3377,0.0,0.0,0.3266,0.0,0.3377
Adam Lowry 2020,Adam Lowry,2020,C,26.509,78,208,74.0,82.0,45.0,78,57,2.1104,2.2407,2.0367,2.2778,2.1973,0.0,0.0,0.0,0.3377,0.5573,0.0,0.3266,0.0,0.3377,0.0
Adam Lowry 2021,Adam Lowry,2021,C,27.511,78,208,82.0,45.0,78.0,57,76,2.2407,2.0367,2.2778,2.1973,2.4696,0.0,0.0,0.3377,0.5573,0.0,0.3266,0.0,0.3377,0.0,0.0
Adam Lowry 2022,Adam Lowry,2022,C,28.51,78,208,45.0,78.0,57.0,76,79,2.0367,2.2778,2.1973,2.4696,2.3209,0.0,0.3377,0.5573,0.0,0.6545,0.0,0.3377,0.0,0.0,0.0
Adam Lowry 2023,Adam Lowry,2023,C,29.509,78,208,78.0,57.0,76.0,79,82,2.2778,2.1973,2.4696,2.3209,2.301,0.3377,0.5573,0.0,0.6545,0.636,0.3377,0.0,0.0,0.0,0.0
Blake Coleman 2022,Blake Coleman,2022,C,29.843,71,199,79.0,78.0,77.0,80,81,2.1481,2.6923,2.6477,2.2133,1.478,0.0,0.5714,0.3433,0.0,0.5012,0.0,0.0,0.0,0.0,0.0
Blake Coleman 2023,Blake Coleman,2023,C,30.843,71,199,78.0,77.0,80.0,81,82,2.6923,2.6477,2.2133,1.478,1.4181,0.5714,0.3433,0.0,0.5012,0.0,0.0,0.0,0.0,0.0,0.0
Jean-Gabriel Pageau 2019,Jean-Gabriel Pageau,2019,C,25.887,71,185,50.0,82.0,82.0,78,39,1.944,2.1018,2.1923,1.9857,2.0056,0.0,0.3481,0.6675,0.0,0.0,0.0,0.3481,0.0,0.0,0.0
Jean-Gabriel Pageau 2020,Jean-Gabriel Pageau,2020,C,26.886,71,185,82.0,82.0,78.0,39,79,2.1018,2.1923,1.9857,2.0056,2.208,0.3481,0.6675,0.0,0.0,1.2168,0.3481,0.0,0.0,0.0,0.0
Jean-Gabriel Pageau 2021,Jean-Gabriel Pageau,2021,C,27.889,71,185,82.0,78.0,39.0,79,79,2.1923,1.9857,2.0056,2.208,1.3636,0.6675,0.0,0.0,1.2168,0.0,0.0,0.0,0.0,0.0,0.0
Jean-Gabriel Pageau 2022,Jean-Gabriel Pageau,2022,C,28.888,71,185,78.0,39.0,79.0,79,77,1.9857,2.0056,2.208,1.3636,1.9167,0.0,0.0,1.2168,0.0,1.2196,0.0,0.0,0.0,0.0,0.0
