,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 PK ATOI,Y2 PK ATOI,Y3 PK ATOI,Y4 PK ATOI,Y5 PK ATOI,Y5 dPK ATOI
T.J. Oshie 2016,T.J. Oshie,2016,R,28.773,72,187,80.0,51.0,79.0,72,80,1.8054,1.6378,1.773,1.3306,1.4248,-0.21189999999999976
T.J. Oshie 2017,T.J. Oshie,2017,R,29.775,72,187,51.0,79.0,72.0,80,68,1.6378,1.773,1.3306,1.4248,1.0042,-0.53735
T.J. Oshie 2018,T.J. Oshie,2018,R,30.774,72,187,79.0,72.0,80.0,68,74,1.773,1.3306,1.4248,1.0042,0.7856,-0.5975500000000001
T.J. Oshie 2019,T.J. Oshie,2019,R,31.774,72,187,72.0,80.0,68.0,74,69,1.3306,1.4248,1.0042,0.7856,0.5942,-0.5421000000000001
T.J. Oshie 2020,T.J. Oshie,2020,R,32.773,72,187,80.0,68.0,74.0,69,81,1.4248,1.0042,0.7856,0.5942,0.1614,-0.7908
T.J. Oshie 2021,T.J. Oshie,2021,R,33.775,72,187,68.0,74.0,69.0,81,77,1.0042,0.7856,0.5942,0.1614,0.5308,-0.10554999999999992
T.J. Oshie 2022,T.J. Oshie,2022,R,34.774,72,187,74.0,69.0,81.0,77,44,0.7856,0.5942,0.1614,0.5308,0.3311,-0.1869
T.J. Oshie 2023,T.J. Oshie,2023,R,35.774,72,187,69.0,81.0,77.0,44,58,0.5942,0.1614,0.5308,0.3311,0.0974,-0.306975
Andrew Cogliano 2010,Andrew Cogliano,2010,C,22.3,70,179,,,82.0,82,82,,,0.8207,0.5772,0.7683,0.06935000000000002
Andrew Cogliano 2011,Andrew Cogliano,2011,C,23.3,70,179,,82.0,82.0,82,82,,0.8207,0.5772,0.7683,2.7228,2.0007333333333333
Andrew Cogliano 2012,Andrew Cogliano,2012,C,24.299,70,179,82.0,82.0,82.0,82,82,0.8207,0.5772,0.7683,2.7228,1.6002,0.37795
Andrew Cogliano 2013,Andrew Cogliano,2013,C,25.301,70,179,82.0,82.0,82.0,82,82,0.5772,0.7683,2.7228,1.6002,1.6514,0.234275
Andrew Cogliano 2014,Andrew Cogliano,2014,C,26.301,70,179,82.0,82.0,82.0,82,82,0.7683,2.7228,1.6002,1.6514,1.6148,-0.07087500000000002
Andrew Cogliano 2015,Andrew Cogliano,2015,C,27.3,70,179,82.0,82.0,82.0,82,82,2.7228,1.6002,1.6514,1.6148,1.6673,-0.22999999999999998
Andrew Cogliano 2016,Andrew Cogliano,2016,C,28.299,70,179,82.0,82.0,82.0,82,82,1.6002,1.6514,1.6148,1.6673,1.8976,0.26417500000000005
Andrew Cogliano 2017,Andrew Cogliano,2017,C,29.301,70,179,82.0,82.0,82.0,82,82,1.6514,1.6148,1.6673,1.8976,1.7754,0.06762500000000005
Andrew Cogliano 2018,Andrew Cogliano,2018,C,30.301,70,179,82.0,82.0,82.0,82,80,1.6148,1.6673,1.8976,1.7754,1.719,-0.019774999999999876
Andrew Cogliano 2019,Andrew Cogliano,2019,C,31.3,70,179,82.0,82.0,82.0,80,78,1.6673,1.8976,1.7754,1.719,1.3491,-0.4157250000000001
Andrew Cogliano 2020,Andrew Cogliano,2020,C,32.299,70,179,82.0,82.0,80.0,78,80,1.8976,1.7754,1.719,1.3491,1.4706,-0.21467500000000017
Andrew Cogliano 2021,Andrew Cogliano,2021,C,33.301,70,179,82.0,80.0,78.0,80,79,1.7754,1.719,1.3491,1.4706,1.4478,-0.13072499999999998
Andrew Cogliano 2022,Andrew Cogliano,2022,C,34.301,70,179,80.0,78.0,80.0,79,74,1.719,1.3491,1.4706,1.4478,1.755,0.258375
Andrew Cogliano 2023,Andrew Cogliano,2023,C,35.3,70,179,78.0,80.0,79.0,74,79,1.3491,1.4706,1.4478,1.755,1.9013,0.395675
Darren Helm 2012,Darren Helm,2012,C,24.693,72,192,7.0,16.0,75.0,82,68,0.1857,0.7802,2.4827,3.0632,2.2956,0.6676499999999999
Darren Helm 2016,Darren Helm,2016,C,28.693,72,192,68.0,1.0,42.0,75,77,2.2956,5.2167,2.1714,1.5376,1.8015,-1.0038250000000002
Darren Helm 2017,Darren Helm,2017,C,29.696,72,192,1.0,42.0,75.0,77,50,5.2167,2.1714,1.5376,1.8015,1.6487,-1.0331
Darren Helm 2018,Darren Helm,2018,C,30.695,72,192,42.0,75.0,77.0,50,75,2.1714,1.5376,1.8015,1.6487,2.0122,0.22239999999999993
Darren Helm 2019,Darren Helm,2019,C,31.694,72,192,75.0,77.0,50.0,75,61,1.5376,1.8015,1.6487,2.0122,1.8896,0.13959999999999995
Darren Helm 2020,Darren Helm,2020,C,32.694,72,192,77.0,50.0,75.0,61,80,1.8015,1.6487,2.0122,1.8896,1.6328,-0.20520000000000005
Darren Helm 2021,Darren Helm,2021,C,33.696,72,192,50.0,75.0,61.0,80,68,1.6487,2.0122,1.8896,1.6328,1.8291,0.033274999999999944
Darren Helm 2022,Darren Helm,2022,C,34.695,72,192,75.0,61.0,80.0,68,68,2.0122,1.8896,1.6328,1.8291,1.9,0.05907499999999999
Ryan Reaves 2014,Ryan Reaves,2014,R,26.698,74,225,,28.0,60.0,73,63,,0.0137,0.0142,,0.0146,0.0006499999999999995
Ryan Reaves 2015,Ryan Reaves,2015,R,27.697,74,225,28.0,60.0,73.0,63,81,0.0137,0.0142,,0.0146,0.0025,-0.011666666666666667
Ryan Reaves 2016,Ryan Reaves,2016,R,28.696,74,225,60.0,73.0,63.0,81,64,0.0142,,0.0146,0.0025,0.001,-0.009433333333333335
Ryan Reaves 2017,Ryan Reaves,2017,R,29.698,74,225,73.0,63.0,81.0,64,80,,0.0146,0.0025,0.001,0.0017,-0.004333333333333333
Ryan Reaves 2018,Ryan Reaves,2018,R,30.698,74,225,63.0,81.0,64.0,80,79,0.0146,0.0025,0.001,0.0017,0.0017,-0.0032500000000000003
Ryan Reaves 2019,Ryan Reaves,2019,R,31.697,74,225,81.0,64.0,80.0,79,80,0.0025,0.001,0.0017,0.0017,,
Ryan Reaves 2020,Ryan Reaves,2020,R,32.696,74,225,64.0,80.0,79.0,80,83,0.001,0.0017,0.0017,,0.0239,0.022433333333333333
Ryan Reaves 2021,Ryan Reaves,2021,R,33.698,74,225,80.0,79.0,80.0,83,54,0.0017,0.0017,,0.0239,0.0068,-0.002300000000000001
Ryan Reaves 2022,Ryan Reaves,2022,R,34.698,74,225,79.0,80.0,83.0,54,69,0.0017,,0.0239,0.0068,0.0007,-0.010100000000000001
Ryan Reaves 2023,Ryan Reaves,2023,R,35.697,74,225,80.0,83.0,54.0,69,73,,0.0239,0.0068,0.0007,0.0055,-0.004966666666666668
Patric Hornqvist 2012,Patric Hornqvist,2012,R,24.748,71,189,,28.0,80.0,79,76,,0.0815,0.0621,0.0181,0.0344,-0.019500000000000003
Patric Hornqvist 2013,Patric Hornqvist,2013,R,25.75,71,189,28.0,80.0,79.0,76,41,0.0815,0.0621,0.0181,0.0344,,
Patric Hornqvist 2014,Patric Hornqvist,2014,R,26.75,71,189,80.0,79.0,76.0,41,76,0.0621,0.0181,0.0344,,0.011,-0.0272
Patric Hornqvist 2015,Patric Hornqvist,2015,R,27.749,71,189,79.0,76.0,41.0,76,64,0.0181,0.0344,,0.011,0.0302,0.009033333333333334
Patric Hornqvist 2016,Patric Hornqvist,2016,R,28.748,71,189,76.0,41.0,76.0,64,82,0.0344,,0.011,0.0302,0.0287,0.0034999999999999996
Patric Hornqvist 2017,Patric Hornqvist,2017,R,29.75,71,189,41.0,76.0,64.0,82,70,,0.011,0.0302,0.0287,0.0252,0.001899999999999999
Patric Hornqvist 2018,Patric Hornqvist,2018,R,30.75,71,189,76.0,64.0,82.0,70,70,0.011,0.0302,0.0287,0.0252,0.0417,0.017925
Patric Hornqvist 2019,Patric Hornqvist,2019,R,31.749,71,189,64.0,82.0,70.0,70,69,0.0302,0.0287,0.0252,0.0417,0.0111,-0.02035
Patric Hornqvist 2020,Patric Hornqvist,2020,R,32.748,71,189,82.0,70.0,70.0,69,61,0.0287,0.0252,0.0417,0.0111,0.0189,-0.007775000000000001
Patric Hornqvist 2021,Patric Hornqvist,2021,R,33.75,71,189,70.0,70.0,69.0,61,64,0.0252,0.0417,0.0111,0.0189,0.025,0.0007750000000000014
Patric Hornqvist 2022,Patric Hornqvist,2022,R,34.75,71,189,70.0,69.0,61.0,64,65,0.0417,0.0111,0.0189,0.025,0.0041,-0.020075000000000003
Brad Marchand 2013,Brad Marchand,2013,L,24.392,69,176,,20.0,77.0,76,76,,1.09,1.5768,1.4059,1.28,-0.07756666666666656
Brad Marchand 2014,Brad Marchand,2014,L,25.392,69,176,20.0,77.0,76.0,76,82,1.09,1.5768,1.4059,1.28,1.5549,0.21672499999999983
Brad Marchand 2015,Brad Marchand,2015,L,26.391,69,176,77.0,76.0,76.0,82,77,1.5768,1.4059,1.28,1.5549,1.3829,-0.0714999999999999
Brad Marchand 2016,Brad Marchand,2016,L,27.39,69,176,76.0,76.0,82.0,77,77,1.4059,1.28,1.5549,1.3829,2.021,0.615075
Brad Marchand 2017,Brad Marchand,2017,L,28.392,69,176,76.0,82.0,77.0,77,80,1.28,1.5549,1.3829,2.021,1.8981,0.33840000000000003
Brad Marchand 2018,Brad Marchand,2018,L,29.392,69,176,82.0,77.0,77.0,80,68,1.5549,1.3829,2.021,1.8981,1.8255,0.11127500000000001
Brad Marchand 2019,Brad Marchand,2019,L,30.391,69,176,77.0,77.0,80.0,68,79,1.3829,2.021,1.8981,1.8255,1.5692,-0.21267499999999995
Brad Marchand 2020,Brad Marchand,2020,L,31.39,69,176,77.0,80.0,68.0,79,82,2.021,1.8981,1.8255,1.5692,1.5862,-0.24224999999999985
Brad Marchand 2021,Brad Marchand,2021,L,32.392,69,176,80.0,68.0,79.0,82,77,1.8981,1.8255,1.5692,1.5862,1.5881,-0.13164999999999982
Brad Marchand 2022,Brad Marchand,2022,L,33.392,69,176,68.0,79.0,82.0,77,70,1.8255,1.5692,1.5862,1.5881,1.6569,0.014650000000000052
Brad Marchand 2023,Brad Marchand,2023,L,34.391,69,176,79.0,82.0,77.0,70,73,1.5692,1.5862,1.5881,1.6569,1.4995,-0.10060000000000002
Nick Foligno 2010,Nick Foligno,2010,L,21.92,72,210,,,45.0,81,61,,,,0.0212,0.0475,0.0263
Nick Foligno 2011,Nick Foligno,2011,L,22.919,72,210,,45.0,81.0,61,82,,,0.0212,0.0475,0.0449,0.010550000000000004
Nick Foligno 2012,Nick Foligno,2012,L,23.919,72,210,45.0,81.0,61.0,82,82,,0.0212,0.0475,0.0449,0.1982,0.16033333333333333
Nick Foligno 2013,Nick Foligno,2013,L,24.921,72,210,81.0,61.0,82.0,82,76,0.0212,0.0475,0.0449,0.1982,0.0874,0.009450000000000014
Nick Foligno 2014,Nick Foligno,2014,L,25.92,72,210,61.0,82.0,82.0,76,70,0.0475,0.0449,0.1982,0.0874,0.2145,0.12
Nick Foligno 2015,Nick Foligno,2015,L,26.919,72,210,82.0,82.0,76.0,70,79,0.0449,0.1982,0.0874,0.2145,1.3538,1.21755
Nick Foligno 2016,Nick Foligno,2016,L,27.919,72,210,82.0,76.0,70.0,79,72,0.1982,0.0874,0.2145,1.3538,0.5509,0.08742499999999997
Nick Foligno 2017,Nick Foligno,2017,L,28.921,72,210,76.0,70.0,79.0,72,79,0.0874,0.2145,1.3538,0.5509,0.597,0.04535
Nick Foligno 2018,Nick Foligno,2018,L,29.92,72,210,70.0,79.0,72.0,79,72,0.2145,1.3538,0.5509,0.597,1.2044,0.52535
Nick Foligno 2019,Nick Foligno,2019,L,30.919,72,210,79.0,72.0,79.0,72,73,1.3538,0.5509,0.597,1.2044,0.8836,-0.04292499999999988
Nick Foligno 2020,Nick Foligno,2020,L,31.919,72,210,72.0,79.0,72.0,73,79,0.5509,0.597,1.2044,0.8836,1.5246,0.715625
Nick Foligno 2021,Nick Foligno,2021,L,32.921,72,210,79.0,72.0,73.0,79,71,0.597,1.2044,0.8836,1.5246,1.6915,0.6391
Nick Foligno 2022,Nick Foligno,2022,L,33.92,72,210,72.0,73.0,79.0,71,64,1.2044,0.8836,1.5246,1.6915,0.3935,-0.932525
Nick Foligno 2023,Nick Foligno,2023,L,34.92,72,210,73.0,79.0,71.0,64,60,0.8836,1.5246,1.6915,0.3935,0.135,-0.9883
Kyle Okposo 2014,Kyle Okposo,2014,R,25.46,72,218,80.0,38.0,79.0,82,71,1.8273,0.5197,0.0966,0.1431,0.1845,-0.462175
Kyle Okposo 2015,Kyle Okposo,2015,R,26.459,72,218,38.0,79.0,82.0,71,60,0.5197,0.0966,0.1431,0.1845,0.0347,-0.201275
Kyle Okposo 2016,Kyle Okposo,2016,R,27.459,72,218,79.0,82.0,71.0,60,79,0.0966,0.1431,0.1845,0.0347,0.0565,-0.058225000000000006
Kyle Okposo 2017,Kyle Okposo,2017,R,28.461,72,218,82.0,71.0,60.0,79,65,0.1431,0.1845,0.0347,0.0565,0.1392,0.03449999999999999
Kyle Okposo 2018,Kyle Okposo,2018,R,29.46,72,218,71.0,60.0,79.0,65,76,0.1845,0.0347,0.0565,0.1392,0.1173,0.013575000000000004
Kyle Okposo 2019,Kyle Okposo,2019,R,30.459,72,218,60.0,79.0,65.0,76,78,0.0347,0.0565,0.1392,0.1173,0.0139,-0.073025
Kyle Okposo 2020,Kyle Okposo,2020,R,31.459,72,218,79.0,65.0,76.0,78,61,0.0565,0.1392,0.1173,0.0139,0.0971,0.015375000000000014
Kyle Okposo 2021,Kyle Okposo,2021,R,32.461,72,218,65.0,76.0,78.0,61,51,0.1392,0.1173,0.0139,0.0971,1.1157,1.023825
Kyle Okposo 2022,Kyle Okposo,2022,R,33.46,72,218,76.0,78.0,61.0,51,74,0.1173,0.0139,0.0971,1.1157,1.4135,1.0775000000000001
Kyle Okposo 2023,Kyle Okposo,2023,R,34.46,72,218,78.0,61.0,51.0,74,75,0.0139,0.0971,1.1157,1.4135,1.1509,0.49085
Trevor Lewis 2013,Trevor Lewis,2013,C,25.731,73,201,6.0,5.0,72.0,72,82,0.0972,0.2733,1.7764,1.6993,1.8375,0.8759499999999999
Trevor Lewis 2014,Trevor Lewis,2014,C,26.73,73,201,5.0,72.0,72.0,82,73,0.2733,1.7764,1.6993,1.8375,1.8879,0.4912749999999999
Trevor Lewis 2015,Trevor Lewis,2015,C,27.73,73,201,72.0,72.0,82.0,73,73,1.7764,1.6993,1.8375,1.8879,1.4171,-0.38317500000000004
Trevor Lewis 2016,Trevor Lewis,2016,C,28.729,73,201,72.0,82.0,73.0,73,75,1.6993,1.8375,1.8879,1.4171,1.5309,-0.1795500000000001
Trevor Lewis 2017,Trevor Lewis,2017,C,29.731,73,201,82.0,73.0,73.0,75,82,1.8375,1.8879,1.4171,1.5309,1.235,-0.4333499999999999
Trevor Lewis 2018,Trevor Lewis,2018,C,30.73,73,201,73.0,73.0,75.0,82,68,1.8879,1.4171,1.5309,1.235,1.664,0.14627499999999993
Trevor Lewis 2019,Trevor Lewis,2019,C,31.73,73,201,73.0,75.0,82.0,68,44,1.4171,1.5309,1.235,1.664,1.4462,-0.015549999999999953
Trevor Lewis 2020,Trevor Lewis,2020,C,32.729,73,201,75.0,82.0,68.0,44,66,1.5309,1.235,1.664,1.4462,0.8289,-0.640125
Trevor Lewis 2021,Trevor Lewis,2021,C,33.731,73,201,82.0,68.0,44.0,66,82,1.235,1.664,1.4462,0.8289,1.7583,0.46477499999999994
Trevor Lewis 2022,Trevor Lewis,2022,C,34.731,73,201,68.0,44.0,66.0,82,80,1.664,1.4462,0.8289,1.7583,1.7085,0.2841499999999999
Trevor Lewis 2023,Trevor Lewis,2023,C,35.73,73,201,44.0,66.0,82.0,80,82,1.4462,0.8289,1.7583,1.7085,1.7108,0.27532500000000026
Milan Lucic 2010,Milan Lucic,2010,L,21.317,75,240,,,77.0,72,50,,,0.0247,0.0477,0.037,0.0008000000000000021
Milan Lucic 2011,Milan Lucic,2011,L,22.317,75,240,,77.0,72.0,50,79,,0.0247,0.0477,0.037,0.0365,3.333333333332966e-05
Milan Lucic 2012,Milan Lucic,2012,L,23.316,75,240,77.0,72.0,50.0,79,81,0.0247,0.0477,0.037,0.0365,0.0255,-0.010975000000000002
Milan Lucic 2013,Milan Lucic,2013,L,24.318,75,240,72.0,50.0,79.0,81,78,0.0477,0.037,0.0365,0.0255,0.033,-0.0036749999999999977
Milan Lucic 2014,Milan Lucic,2014,L,25.318,75,240,50.0,79.0,81.0,78,80,0.037,0.0365,0.0255,0.033,0.0119,-0.0211
Milan Lucic 2015,Milan Lucic,2015,L,26.317,75,240,79.0,81.0,78.0,80,81,0.0365,0.0255,0.033,0.0119,0.0401,0.013374999999999998
Milan Lucic 2016,Milan Lucic,2016,L,27.316,75,240,81.0,78.0,80.0,81,81,0.0255,0.033,0.0119,0.0401,0.0461,0.018475000000000002
Milan Lucic 2017,Milan Lucic,2017,L,28.318,75,240,78.0,80.0,81.0,81,82,0.033,0.0119,0.0401,0.0461,0.0081,-0.024675
Milan Lucic 2018,Milan Lucic,2018,L,29.318,75,240,80.0,81.0,81.0,82,82,0.0119,0.0401,0.0461,0.0081,0.0346,0.008049999999999998
Milan Lucic 2019,Milan Lucic,2019,L,30.317,75,240,81.0,81.0,82.0,82,79,0.0401,0.0461,0.0081,0.0346,0.0116,-0.020624999999999998
Milan Lucic 2020,Milan Lucic,2020,L,31.316,75,240,81.0,82.0,82.0,79,80,0.0461,0.0081,0.0346,0.0116,0.014,-0.0111
Milan Lucic 2021,Milan Lucic,2021,L,32.318,75,240,82.0,82.0,79.0,80,82,0.0081,0.0346,0.0116,0.014,0.0247,0.007625
Milan Lucic 2022,Milan Lucic,2022,L,33.318,75,240,82.0,79.0,80.0,82,82,0.0346,0.0116,0.014,0.0247,0.0075,-0.013725000000000001
Milan Lucic 2023,Milan Lucic,2023,L,34.317,75,240,79.0,80.0,82.0,82,77,0.0116,0.014,0.0247,0.0075,0.0149,0.00045000000000000075
Cal Clutterbuck 2011,Cal Clutterbuck,2011,R,22.87,72,212,,2.0,78.0,74,76,,,0.7919,1.5282,1.4502,0.2901499999999999
Cal Clutterbuck 2012,Cal Clutterbuck,2012,R,23.869,72,212,2.0,78.0,74.0,76,74,,0.7919,1.5282,1.4502,1.486,0.2292333333333334
Cal Clutterbuck 2013,Cal Clutterbuck,2013,R,24.871,72,212,78.0,74.0,76.0,74,71,0.7919,1.5282,1.4502,1.486,1.6468,0.33272500000000016
Cal Clutterbuck 2014,Cal Clutterbuck,2014,R,25.871,72,212,74.0,76.0,74.0,71,73,1.5282,1.4502,1.486,1.6468,1.7815,0.25370000000000004
Cal Clutterbuck 2015,Cal Clutterbuck,2015,R,26.87,72,212,76.0,74.0,71.0,73,76,1.4502,1.486,1.6468,1.7815,1.4469,-0.14422499999999983
Cal Clutterbuck 2016,Cal Clutterbuck,2016,R,27.869,72,212,74.0,71.0,73.0,76,77,1.486,1.6468,1.7815,1.4469,1.9688,0.37850000000000006
Cal Clutterbuck 2017,Cal Clutterbuck,2017,R,28.871,72,212,71.0,73.0,76.0,77,66,1.6468,1.7815,1.4469,1.9688,2.075,0.3640000000000001
Cal Clutterbuck 2018,Cal Clutterbuck,2018,R,29.871,72,212,73.0,76.0,77.0,66,76,1.7815,1.4469,1.9688,2.075,2.1143,0.2962499999999999
Cal Clutterbuck 2019,Cal Clutterbuck,2019,R,30.87,72,212,76.0,77.0,66.0,76,73,1.4469,1.9688,2.075,2.1143,1.8329,-0.06835000000000013
Cal Clutterbuck 2020,Cal Clutterbuck,2020,R,31.869,72,212,77.0,66.0,76.0,73,43,1.9688,2.075,2.1143,1.8329,2.2275,0.2297499999999999
Cal Clutterbuck 2021,Cal Clutterbuck,2021,R,32.872,72,212,66.0,76.0,73.0,43,73,2.075,2.1143,1.8329,2.2275,1.741,-0.32142500000000007
Cal Clutterbuck 2022,Cal Clutterbuck,2022,R,33.871,72,212,76.0,73.0,43.0,73,59,2.1143,1.8329,2.2275,1.741,1.9746,-0.004325000000000134
Cal Clutterbuck 2023,Cal Clutterbuck,2023,R,34.87,72,212,73.0,43.0,73.0,59,49,1.8329,2.2275,1.741,1.9746,1.7058,-0.23819999999999997
Claude Giroux 2011,Claude Giroux,2011,R,22.719,71,190,,2.0,42.0,82,82,,,0.8163,0.9112,2.114,1.2502499999999999
Claude Giroux 2012,Claude Giroux,2012,R,23.719,71,190,2.0,42.0,82.0,82,77,,0.8163,0.9112,2.114,2.2565,0.976
Claude Giroux 2013,Claude Giroux,2013,R,24.721,71,190,42.0,82.0,82.0,77,82,0.8163,0.9112,2.114,2.2565,1.7076,0.18310000000000004
Claude Giroux 2014,Claude Giroux,2014,R,25.72,71,190,82.0,82.0,77.0,82,82,0.9112,2.114,2.2565,1.7076,0.9362,-0.811125
Claude Giroux 2015,Claude Giroux,2015,R,26.719,71,190,82.0,77.0,82.0,82,81,2.114,2.2565,1.7076,0.9362,0.766,-0.9875749999999999
Claude Giroux 2016,Claude Giroux,2016,R,27.719,71,190,77.0,82.0,82.0,81,78,2.2565,1.7076,0.9362,0.766,1.481,0.06442500000000018
Claude Giroux 2017,Claude Giroux,2017,R,28.721,71,190,82.0,82.0,81.0,78,82,1.7076,0.9362,0.766,1.481,0.2563,-0.9664000000000001
Claude Giroux 2018,Claude Giroux,2018,R,29.72,71,190,82.0,81.0,78.0,82,82,0.9362,0.766,1.481,0.2563,0.7831,-0.07677500000000004
Claude Giroux 2019,Claude Giroux,2019,R,30.72,71,190,81.0,78.0,82.0,82,82,0.766,1.481,0.2563,0.7831,1.7305,0.9088999999999999
Claude Giroux 2020,Claude Giroux,2020,R,31.719,71,190,78.0,82.0,82.0,82,81,1.481,0.2563,0.7831,1.7305,0.9514,-0.1113249999999999
Claude Giroux 2021,Claude Giroux,2021,R,32.721,71,190,82.0,82.0,82.0,81,79,0.2563,0.7831,1.7305,0.9514,0.7284,-0.2019249999999999
Claude Giroux 2022,Claude Giroux,2022,R,33.72,71,190,82.0,82.0,81.0,79,75,0.7831,1.7305,0.9514,0.7284,0.814,-0.23435000000000017
Claude Giroux 2023,Claude Giroux,2023,R,34.72,71,190,82.0,81.0,79.0,75,82,1.7305,0.9514,0.7284,0.814,0.9774,-0.07867499999999983
Jordan Staal 2010,Jordan Staal,2010,C,21.057,76,220,,,82.0,82,82,,,3.4587,3.5232,3.3677,-0.12324999999999964
Jordan Staal 2011,Jordan Staal,2011,C,22.057,76,220,,82.0,82.0,82,42,,3.4587,3.5232,3.3677,2.5159,-0.9339666666666671
Jordan Staal 2012,Jordan Staal,2012,C,23.056,76,220,82.0,82.0,82.0,42,62,3.4587,3.5232,3.3677,2.5159,2.6586,-0.5577750000000004
Jordan Staal 2013,Jordan Staal,2013,C,24.058,76,220,82.0,82.0,42.0,62,82,3.5232,3.3677,2.5159,2.6586,2.1976,-0.8187500000000001
Jordan Staal 2014,Jordan Staal,2014,C,25.057,76,220,82.0,42.0,62.0,82,82,3.3677,2.5159,2.6586,2.1976,1.6396,-1.0453499999999998
Jordan Staal 2015,Jordan Staal,2015,C,26.057,76,220,42.0,62.0,82.0,82,46,2.5159,2.6586,2.1976,1.6396,0.204,-2.0489249999999997
Jordan Staal 2016,Jordan Staal,2016,C,27.056,76,220,62.0,82.0,82.0,46,82,2.6586,2.1976,1.6396,0.204,1.775,0.10004999999999997
Jordan Staal 2017,Jordan Staal,2017,C,28.058,76,220,82.0,82.0,46.0,82,75,2.1976,1.6396,0.204,1.775,1.5709,0.1168499999999999
Jordan Staal 2018,Jordan Staal,2018,C,29.058,76,220,82.0,46.0,82.0,75,79,1.6396,0.204,1.775,1.5709,1.7361,0.43872500000000003
Jordan Staal 2019,Jordan Staal,2019,C,30.057,76,220,46.0,82.0,75.0,79,50,0.204,1.775,1.5709,1.7361,1.823,0.5015000000000001
Jordan Staal 2020,Jordan Staal,2020,C,31.056,76,220,82.0,75.0,79.0,50,80,1.775,1.5709,1.7361,1.823,2.3365,0.6102500000000002
Jordan Staal 2021,Jordan Staal,2021,C,32.058,76,220,75.0,79.0,50.0,80,77,1.5709,1.7361,1.823,2.3365,2.094,0.22737499999999988
Jordan Staal 2022,Jordan Staal,2022,C,33.058,76,220,79.0,50.0,80.0,77,78,1.7361,1.823,2.3365,2.094,2.2154,0.21799999999999997
Jordan Staal 2023,Jordan Staal,2023,C,34.057,76,220,50.0,80.0,77.0,78,81,1.823,2.3365,2.094,2.2154,2.3543,0.23707499999999992
Derick Brassard 2012,Derick Brassard,2012,C,24.025,73,200,17.0,31.0,79.0,74,74,0.0578,0.0532,0.1958,0.0788,0.1241,0.027700000000000002
Derick Brassard 2013,Derick Brassard,2013,C,25.027,73,200,31.0,79.0,74.0,74,80,0.0532,0.1958,0.0788,0.1241,0.0816,-0.031374999999999986
Derick Brassard 2014,Derick Brassard,2014,C,26.027,73,200,79.0,74.0,74.0,80,81,0.1958,0.0788,0.1241,0.0816,0.0352,-0.084875
Derick Brassard 2015,Derick Brassard,2015,C,27.026,73,200,74.0,74.0,80.0,81,80,0.0788,0.1241,0.0816,0.0352,0.2419,0.161975
Derick Brassard 2016,Derick Brassard,2016,C,28.025,73,200,74.0,80.0,81.0,80,80,0.1241,0.0816,0.0352,0.2419,0.1604,0.039699999999999985
Derick Brassard 2017,Derick Brassard,2017,C,29.027,73,200,80.0,81.0,80.0,80,81,0.0816,0.0352,0.2419,0.1604,0.0833,-0.046475
Derick Brassard 2018,Derick Brassard,2018,C,30.027,73,200,81.0,80.0,80.0,81,72,0.0352,0.2419,0.1604,0.0833,0.1171,-0.013100000000000014
Derick Brassard 2019,Derick Brassard,2019,C,31.026,73,200,80.0,80.0,81.0,72,70,0.2419,0.1604,0.0833,0.1171,0.1012,-0.049475000000000005
Derick Brassard 2020,Derick Brassard,2020,C,32.026,73,200,80.0,81.0,72.0,70,77,0.1604,0.0833,0.1171,0.1012,0.051,-0.0645
Derick Brassard 2021,Derick Brassard,2021,C,33.028,73,200,81.0,72.0,70.0,77,77,0.0833,0.1171,0.1012,0.051,0.0742,-0.01394999999999999
Derick Brassard 2022,Derick Brassard,2022,C,34.027,73,200,72.0,70.0,77.0,77,46,0.1171,0.1012,0.051,0.0742,0.0232,-0.062675
Derick Brassard 2023,Derick Brassard,2023,C,35.026,73,200,70.0,77.0,77.0,46,62,0.1012,0.051,0.0742,0.0232,0.243,0.18059999999999998
Phil Kessel 2010,Phil Kessel,2010,"C, R",21.999,71,208,,,82.0,70,70,,,0.0654,0.2383,0.0436,-0.10825000000000001
Phil Kessel 2011,Phil Kessel,2011,"C, R",22.999,71,208,,82.0,70.0,70,82,,0.0654,0.2383,0.0436,0.1213,0.0055333333333333345
Phil Kessel 2012,Phil Kessel,2012,"C, R",23.998,71,208,82.0,70.0,70.0,82,82,0.0654,0.2383,0.0436,0.1213,0.0789,-0.038250000000000006
Phil Kessel 2013,Phil Kessel,2013,"C, R",25.0,71,208,70.0,70.0,82.0,82,82,0.2383,0.0436,0.1213,0.0789,0.033,-0.087525
Phil Kessel 2014,Phil Kessel,2014,"C, R",25.999,71,208,70.0,82.0,82.0,82,82,0.0436,0.1213,0.0789,0.033,0.0366,-0.0326
Phil Kessel 2015,Phil Kessel,2015,"C, R",26.999,71,208,82.0,82.0,82.0,82,82,0.1213,0.0789,0.033,0.0366,0.0242,-0.04325
Phil Kessel 2016,Phil Kessel,2016,"C, R",27.998,71,208,82.0,82.0,82.0,82,82,0.0789,0.033,0.0366,0.0242,0.0167,-0.026475
Phil Kessel 2017,Phil Kessel,2017,"C, R",29.0,71,208,82.0,82.0,82.0,82,82,0.033,0.0366,0.0242,0.0167,0.0205,-0.007124999999999999
