,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 PP ATOI,Y2 PP ATOI,Y3 PP ATOI,Y4 PP ATOI,Y5 PP ATOI,Y5 dPP ATOI
Ryan McDonagh 2014,Ryan McDonagh,2014,D,24.302,73,215,,40.0,82.0,80,77,,0.1158,0.624,0.6709,2.9145,2.4442666666666666
Ryan McDonagh 2015,Ryan McDonagh,2015,D,25.301,73,215,40.0,82.0,80.0,77,71,0.1158,0.624,0.6709,2.9145,2.312,1.2307
Ryan McDonagh 2016,Ryan McDonagh,2016,D,26.301,73,215,82.0,80.0,77.0,71,73,0.624,0.6709,2.9145,2.312,1.955,0.3246500000000001
Ryan McDonagh 2017,Ryan McDonagh,2017,D,27.303,73,215,80.0,77.0,71.0,73,77,0.6709,2.9145,2.312,1.955,3.0959,1.1328
Ryan McDonagh 2018,Ryan McDonagh,2018,D,28.302,73,215,77.0,71.0,73.0,77,63,2.9145,2.312,1.955,3.0959,1.7206,-0.8487500000000001
Ryan McDonagh 2019,Ryan McDonagh,2019,D,29.301,73,215,71.0,73.0,77.0,63,82,2.312,1.955,3.0959,1.7206,0.6492,-1.6216749999999998
Ryan McDonagh 2020,Ryan McDonagh,2020,D,30.301,73,215,73.0,77.0,63.0,82,58,1.955,3.0959,1.7206,0.6492,0.118,-1.7371750000000001
Ryan McDonagh 2021,Ryan McDonagh,2021,D,31.303,73,215,77.0,63.0,82.0,58,73,3.0959,1.7206,0.6492,0.118,0.3577,-1.0382249999999997
Ryan McDonagh 2022,Ryan McDonagh,2022,D,32.302,73,215,63.0,82.0,58.0,73,71,1.7206,0.6492,0.118,0.3577,0.3582,-0.35317499999999996
Ryan McDonagh 2023,Ryan McDonagh,2023,D,33.301,73,215,82.0,58.0,73.0,71,71,0.6492,0.118,0.3577,0.3582,0.1512,-0.21957500000000002
Jake Muzzin 2016,Jake Muzzin,2016,D,26.607,75,227,,76.0,76.0,76,82,,2.27,2.4254,2.5485,2.3067,-0.10793333333333299
Jake Muzzin 2017,Jake Muzzin,2017,D,27.609,75,227,76.0,76.0,76.0,82,82,2.27,2.4254,2.5485,2.3067,2.4173,0.029650000000000176
Jake Muzzin 2018,Jake Muzzin,2018,D,28.609,75,227,76.0,76.0,82.0,82,74,2.4254,2.5485,2.3067,2.4173,2.2486,-0.175875
Jake Muzzin 2019,Jake Muzzin,2019,D,29.608,75,227,76.0,82.0,82.0,74,80,2.5485,2.3067,2.4173,2.2486,1.1817,-1.1985750000000002
Jake Muzzin 2020,Jake Muzzin,2020,D,30.607,75,227,82.0,82.0,74.0,80,62,2.3067,2.4173,2.2486,1.1817,0.3047,-1.7338750000000003
Jake Muzzin 2021,Jake Muzzin,2021,D,31.609,75,227,82.0,74.0,80.0,62,77,2.4173,2.2486,1.1817,0.3047,0.5138,-1.024275
Jake Muzzin 2022,Jake Muzzin,2022,D,32.609,75,227,74.0,80.0,62.0,77,47,2.2486,1.1817,0.3047,0.5138,0.2578,-0.8044
Alec Martinez 2014,Alec Martinez,2014,D,26.186,73,210,4.0,60.0,51.0,46,61,0.4458,1.7603,1.7817,1.2901,1.9934,0.6739250000000001
Alec Martinez 2015,Alec Martinez,2015,D,27.185,73,210,60.0,51.0,46.0,61,56,1.7603,1.7817,1.2901,1.9934,1.9423,0.23592499999999994
Alec Martinez 2016,Alec Martinez,2016,D,28.184,73,210,51.0,46.0,61.0,56,78,1.7817,1.2901,1.9934,1.9423,1.9707,0.21882499999999983
Alec Martinez 2017,Alec Martinez,2017,D,29.186,73,210,46.0,61.0,56.0,78,82,1.2901,1.9934,1.9423,1.9707,2.1522,0.353075
Alec Martinez 2018,Alec Martinez,2018,D,30.186,73,210,61.0,56.0,78.0,82,77,1.9934,1.9423,1.9707,2.1522,1.9489,-0.06574999999999998
Alec Martinez 2019,Alec Martinez,2019,D,31.185,73,210,56.0,78.0,82.0,77,60,1.9423,1.9707,2.1522,1.9489,1.2186,-0.7849249999999999
Alec Martinez 2020,Alec Martinez,2020,D,32.184,73,210,78.0,82.0,77.0,60,60,1.9707,2.1522,1.9489,1.2186,1.3889,-0.4337
Alec Martinez 2021,Alec Martinez,2021,D,33.186,73,210,82.0,77.0,60.0,60,77,2.1522,1.9489,1.2186,1.3889,1.4588,-0.21835000000000004
Nick Holden 2017,Nick Holden,2017,D,29.383,76,210,3.0,54.0,78.0,82,80,,1.7309,1.8782,0.7657,0.6154,-0.8428666666666669
Nick Holden 2018,Nick Holden,2018,D,30.383,76,210,54.0,78.0,82.0,80,73,1.7309,1.8782,0.7657,0.6154,0.4884,-0.75915
Nick Holden 2019,Nick Holden,2019,D,31.382,76,210,78.0,82.0,80.0,73,61,1.8782,0.7657,0.6154,0.4884,0.1011,-0.835825
Nick Holden 2020,Nick Holden,2020,D,32.381,76,210,82.0,80.0,73.0,61,71,0.7657,0.6154,0.4884,0.1011,0.085,-0.40764999999999996
Jason Demers 2017,Jason Demers,2017,D,28.313,73,195,37.0,75.0,81.0,62,81,1.3106,1.93,1.6282,1.6591,1.6195,-0.012475000000000014
Jason Demers 2018,Jason Demers,2018,D,29.312,73,195,75.0,81.0,62.0,81,69,1.93,1.6282,1.6591,1.6195,1.086,-0.6232
Drew Doughty 2012,Drew Doughty,2012,D,21.813,73,210,,81.0,82.0,76,77,,3.6683,4.4407,4.1754,3.7258,-0.36899999999999933
Drew Doughty 2013,Drew Doughty,2013,D,22.815,73,210,81.0,82.0,76.0,77,82,3.6683,4.4407,4.1754,3.7258,3.0729,-0.9296499999999992
Drew Doughty 2014,Drew Doughty,2014,D,23.814,73,210,82.0,76.0,77.0,82,78,4.4407,4.1754,3.7258,3.0729,3.9118,0.05810000000000004
Drew Doughty 2015,Drew Doughty,2015,D,24.814,73,210,76.0,77.0,82.0,78,82,4.1754,3.7258,3.0729,3.9118,3.44,-0.2814749999999999
Drew Doughty 2016,Drew Doughty,2016,D,25.813,73,210,77.0,82.0,78.0,82,82,3.7258,3.0729,3.9118,3.44,3.0512,-0.4864250000000001
Drew Doughty 2017,Drew Doughty,2017,D,26.815,73,210,82.0,78.0,82.0,82,82,3.0729,3.9118,3.44,3.0512,3.2789,-0.09007499999999968
Drew Doughty 2018,Drew Doughty,2018,D,27.815,73,210,78.0,82.0,82.0,82,82,3.9118,3.44,3.0512,3.2789,3.1547,-0.2657750000000001
Drew Doughty 2019,Drew Doughty,2019,D,28.814,73,210,82.0,82.0,82.0,82,82,3.44,3.0512,3.2789,3.1547,2.9311,-0.3001000000000005
Drew Doughty 2020,Drew Doughty,2020,D,29.813,73,210,82.0,82.0,82.0,82,79,3.0512,3.2789,3.1547,2.9311,3.1582,0.054224999999999746
Drew Doughty 2021,Drew Doughty,2021,D,30.815,73,210,82.0,82.0,82.0,79,82,3.2789,3.1547,2.9311,3.1582,3.2857,0.15497499999999986
Alex Pietrangelo 2014,Alex Pietrangelo,2014,D,23.702,75,215,9.0,79.0,81.0,80,81,2.6833,3.0082,2.8889,2.855,2.8239,-0.034949999999999815
Alex Pietrangelo 2015,Alex Pietrangelo,2015,D,24.702,75,215,79.0,81.0,80.0,81,81,3.0082,2.8889,2.855,2.8239,2.435,-0.4590000000000001
Alex Pietrangelo 2016,Alex Pietrangelo,2016,D,25.701,75,215,81.0,80.0,81.0,81,73,2.8889,2.855,2.8239,2.435,2.2979,-0.4528000000000003
Alex Pietrangelo 2017,Alex Pietrangelo,2017,D,26.703,75,215,80.0,81.0,81.0,73,80,2.855,2.8239,2.435,2.2979,2.4506,-0.15234999999999976
Alex Pietrangelo 2018,Alex Pietrangelo,2018,D,27.702,75,215,81.0,81.0,73.0,80,78,2.8239,2.435,2.2979,2.4506,3.0237,0.5218499999999997
Alex Pietrangelo 2019,Alex Pietrangelo,2019,D,28.702,75,215,81.0,73.0,80.0,78,71,2.435,2.2979,2.4506,3.0237,2.7589,0.20710000000000006
Alex Pietrangelo 2020,Alex Pietrangelo,2020,D,29.701,75,215,73.0,80.0,78.0,71,82,2.2979,2.4506,3.0237,2.7589,3.1417,0.5089250000000001
Alex Pietrangelo 2021,Alex Pietrangelo,2021,D,30.703,75,215,80.0,78.0,71.0,82,60,2.4506,3.0237,2.7589,3.1417,2.6524,-0.19132499999999997
Alex Pietrangelo 2022,Alex Pietrangelo,2022,D,31.702,75,215,78.0,71.0,82.0,60,80,3.0237,2.7589,3.1417,2.6524,2.1965,-0.6976750000000003
Alex Pietrangelo 2023,Alex Pietrangelo,2023,D,32.702,75,215,71.0,82.0,60.0,80,73,2.7589,3.1417,2.6524,2.1965,2.4333,-0.2540750000000003
Zach Bogosian 2012,Zach Bogosian,2012,D,21.213,74,222,,47.0,81.0,71,65,,1.1592,1.678,1.9772,2.4633,0.8584999999999998
Zach Bogosian 2013,Zach Bogosian,2013,D,22.216,74,222,47.0,81.0,71.0,65,56,1.1592,1.678,1.9772,2.4633,1.7434,-0.07602499999999979
Zach Bogosian 2014,Zach Bogosian,2014,D,23.215,74,222,81.0,71.0,65.0,56,55,1.678,1.9772,2.4633,1.7434,1.627,-0.3384750000000001
Zach Bogosian 2015,Zach Bogosian,2015,D,24.214,74,222,71.0,65.0,56.0,55,62,1.9772,2.4633,1.7434,1.627,1.5825,-0.370225
Zach Bogosian 2016,Zach Bogosian,2016,D,25.214,74,222,65.0,56.0,55.0,62,64,2.4633,1.7434,1.627,1.5825,1.4651,-0.3889499999999999
Zach Bogosian 2017,Zach Bogosian,2017,D,26.216,74,222,56.0,55.0,62.0,64,56,1.7434,1.627,1.5825,1.4651,0.108,-1.4965
Luke Schenn 2012,Luke Schenn,2012,D,21.912,74,225,,70.0,79.0,82,79,,0.3055,0.2555,0.9998,0.0652,-0.4550666666666667
Luke Schenn 2013,Luke Schenn,2013,D,22.914,74,225,70.0,79.0,82.0,79,80,0.3055,0.2555,0.9998,0.0652,0.4085,0.0019999999999999463
Luke Schenn 2014,Luke Schenn,2014,D,23.913,74,225,79.0,82.0,79.0,80,79,0.2555,0.9998,0.0652,0.4085,0.0403,-0.39195
Luke Schenn 2015,Luke Schenn,2015,D,24.912,74,225,82.0,79.0,80.0,79,58,0.9998,0.0652,0.4085,0.0403,0.0776,-0.30085
Luke Schenn 2016,Luke Schenn,2016,D,25.912,74,225,79.0,80.0,79.0,58,72,0.0652,0.4085,0.0403,0.0776,0.2588,0.11089999999999997
Luke Schenn 2017,Luke Schenn,2017,D,26.914,74,225,80.0,79.0,58.0,72,78,0.4085,0.0403,0.0776,0.2588,0.0135,-0.18279999999999996
Luke Schenn 2018,Luke Schenn,2018,D,27.913,74,225,79.0,58.0,72.0,78,64,0.0403,0.0776,0.2588,0.0135,0.0682,-0.02935
Tyler Myers 2013,Tyler Myers,2013,D,22.665,80,229,,82.0,80.0,55,66,,2.9915,2.809,2.427,2.2457,-0.49680000000000035
Tyler Myers 2014,Tyler Myers,2014,D,23.664,80,229,82.0,80.0,55.0,66,62,2.9915,2.809,2.427,2.2457,2.4911,-0.1272000000000002
Tyler Myers 2015,Tyler Myers,2015,D,24.663,80,229,80.0,55.0,66.0,62,71,2.809,2.427,2.2457,2.4911,2.9232,0.43000000000000016
Tyler Myers 2016,Tyler Myers,2016,D,25.663,80,229,55.0,66.0,62.0,71,73,2.427,2.2457,2.4911,2.9232,2.2733,-0.24845000000000006
Tyler Myers 2021,Tyler Myers,2021,D,30.665,80,229,11.0,82.0,80.0,80,80,1.7167,2.0819,1.1267,1.3275,0.89,-0.6731999999999999
Tyler Myers 2022,Tyler Myers,2022,D,31.664,80,229,82.0,80.0,80.0,80,82,2.0819,1.1267,1.3275,0.89,0.375,-0.981525
Tyler Myers 2023,Tyler Myers,2023,D,32.663,80,229,80.0,80.0,80.0,82,78,1.1267,1.3275,0.89,0.375,0.215,-0.7148
Erik Karlsson 2017,Erik Karlsson,2017,D,26.339,72,190,29.0,82.0,82.0,82,77,4.5118,4.0803,4.799,4.6604,3.6595,-0.8533750000000002
Erik Karlsson 2018,Erik Karlsson,2018,D,27.338,72,190,82.0,82.0,82.0,77,71,4.0803,4.799,4.6604,3.6595,3.3338,-0.9660000000000002
Erik Karlsson 2019,Erik Karlsson,2019,D,28.338,72,190,82.0,82.0,77.0,71,53,4.799,4.6604,3.6595,3.3338,3.1255,-0.9876749999999999
Erik Karlsson 2020,Erik Karlsson,2020,D,29.337,72,190,82.0,77.0,71.0,53,66,4.6604,3.6595,3.3338,3.1255,2.997,-0.6978
Erik Karlsson 2021,Erik Karlsson,2021,D,30.339,72,190,77.0,71.0,53.0,66,76,3.6595,3.3338,3.1255,2.997,2.9308,-0.34814999999999996
Erik Karlsson 2022,Erik Karlsson,2022,D,31.338,72,190,71.0,53.0,66.0,76,50,3.3338,3.1255,2.997,2.9308,2.8287,-0.26807500000000006
Erik Karlsson 2023,Erik Karlsson,2023,D,32.338,72,190,53.0,66.0,76.0,50,82,3.1255,2.997,2.9308,2.8287,3.3831,0.4126000000000003
John Carlson 2014,John Carlson,2014,D,23.724,75,215,22.0,82.0,82.0,82,82,0.0606,2.2122,1.4346,2.234,3.1455,1.66015
John Carlson 2015,John Carlson,2015,D,24.723,75,215,82.0,82.0,82.0,82,82,2.2122,1.4346,2.234,3.1455,1.7388,-0.5177750000000003
John Carlson 2016,John Carlson,2016,D,25.723,75,215,82.0,82.0,82.0,82,56,1.4346,2.234,3.1455,1.7388,3.3071,1.1688749999999999
John Carlson 2017,John Carlson,2017,D,26.725,75,215,82.0,82.0,82.0,56,72,2.234,3.1455,1.7388,3.3071,2.6468,0.040449999999999875
John Carlson 2018,John Carlson,2018,D,27.724,75,215,82.0,82.0,56.0,72,82,3.1455,1.7388,3.3071,2.6468,3.7049,0.9953499999999997
John Carlson 2019,John Carlson,2019,D,28.724,75,215,82.0,56.0,72.0,82,80,1.7388,3.3071,2.6468,3.7049,4.0806,1.2311999999999994
John Carlson 2020,John Carlson,2020,D,29.723,75,215,56.0,72.0,82.0,80,81,3.3071,2.6468,3.7049,4.0806,4.0031,0.5682499999999999
John Carlson 2021,John Carlson,2021,D,30.725,75,215,72.0,82.0,80.0,81,76,2.6468,3.7049,4.0806,4.0031,3.259,-0.34985
John Carlson 2022,John Carlson,2022,D,31.724,75,215,82.0,80.0,81.0,76,78,3.7049,4.0806,4.0031,3.259,3.9816,0.2197
John Carlson 2023,John Carlson,2023,D,32.724,75,215,80.0,81.0,76.0,78,40,4.0806,4.0031,3.259,3.9816,3.9587,0.1276250000000001
Roman Josi 2015,Roman Josi,2015,D,24.335,73,201,,52.0,82.0,72,81,,1.3462,2.8844,3.1157,3.1093,0.6605333333333334
Roman Josi 2016,Roman Josi,2016,D,25.334,73,201,52.0,82.0,72.0,81,81,1.3462,2.8844,3.1157,3.1093,3.0521,0.4381999999999997
Roman Josi 2017,Roman Josi,2017,D,26.336,73,201,82.0,72.0,81.0,81,72,2.8844,3.1157,3.1093,3.0521,3.0447,0.004325000000000134
Roman Josi 2018,Roman Josi,2018,D,27.335,73,201,72.0,81.0,81.0,72,75,3.1157,3.1093,3.0521,3.0447,2.8789,-0.20155000000000012
Roman Josi 2019,Roman Josi,2019,D,28.335,73,201,81.0,81.0,72.0,75,82,3.1093,3.0521,3.0447,2.8789,2.9768,-0.04445000000000032
Roman Josi 2020,Roman Josi,2020,D,29.334,73,201,81.0,72.0,75.0,82,81,3.0521,3.0447,2.8789,2.9768,3.3217,0.33357499999999973
Roman Josi 2021,Roman Josi,2021,D,30.336,73,201,72.0,75.0,82.0,81,68,3.0447,2.8789,2.9768,3.3217,3.0826,0.02707499999999996
Roman Josi 2022,Roman Josi,2022,D,31.336,73,201,75.0,82.0,81.0,68,80,2.8789,2.9768,3.3217,3.0826,3.4006,0.3355999999999999
Roman Josi 2023,Roman Josi,2023,D,32.335,73,201,82.0,81.0,68.0,80,67,2.9768,3.3217,3.0826,3.4006,3.3811,0.18567500000000026
Justin Schultz 2016,Justin Schultz,2016,D,25.238,74,190,,82.0,74.0,81,63,,3.226,3.4441,2.7988,2.1728,-0.9834999999999998
Justin Schultz 2017,Justin Schultz,2017,D,26.24,74,190,82.0,74.0,81.0,63,78,3.226,3.4441,2.7988,2.1728,2.79,-0.120425
Justin Schultz 2018,Justin Schultz,2018,D,27.24,74,190,74.0,81.0,63.0,78,63,3.4441,2.7988,2.1728,2.79,2.3077,-0.49372499999999997
Justin Schultz 2023,Justin Schultz,2023,D,32.239,74,190,29.0,54.0,67.0,74,73,2.4011,2.7138,1.6319,1.436,2.2676,0.22189999999999976
Travis Hamonic 2014,Travis Hamonic,2014,D,23.127,73,200,,62.0,73.0,82,69,,2.0059,1.0587,1.2753,1.3181,-0.1285333333333334
Travis Hamonic 2015,Travis Hamonic,2015,D,24.127,73,200,62.0,73.0,82.0,69,71,2.0059,1.0587,1.2753,1.3181,1.2007,-0.2138
Travis Hamonic 2016,Travis Hamonic,2016,D,25.126,73,200,73.0,82.0,69.0,71,72,1.0587,1.2753,1.3181,1.2007,0.8433,-0.3699
Travis Hamonic 2017,Travis Hamonic,2017,D,26.128,73,200,82.0,69.0,71.0,72,49,1.2753,1.3181,1.2007,0.8433,0.5435,-0.6158500000000001
Travis Hamonic 2018,Travis Hamonic,2018,D,27.127,73,200,69.0,71.0,72.0,49,74,1.3181,1.2007,0.8433,0.5435,0.0968,-0.8796
Travis Hamonic 2019,Travis Hamonic,2019,D,28.127,73,200,71.0,72.0,49.0,74,69,1.2007,0.8433,0.5435,0.0968,0.2469,-0.4241750000000001
Travis Hamonic 2020,Travis Hamonic,2020,D,29.126,73,200,72.0,49.0,74.0,69,58,0.8433,0.5435,0.0968,0.2469,0.166,-0.266625
Travis Hamonic 2021,Travis Hamonic,2021,D,30.128,73,200,49.0,74.0,69.0,58,55,0.5435,0.0968,0.2469,0.166,0.0167,-0.24659999999999999
Travis Hamonic 2022,Travis Hamonic,2022,D,31.127,73,200,74.0,69.0,58.0,55,43,0.0968,0.2469,0.166,0.0167,0.0531,-0.07849999999999999
Travis Hamonic 2023,Travis Hamonic,2023,D,32.127,73,200,69.0,58.0,55.0,43,75,0.2469,0.166,0.0167,0.0531,0.0811,-0.039575
Marco Scandella 2017,Marco Scandella,2017,D,26.604,75,212,10.0,76.0,64.0,73,71,0.0361,0.2614,0.5651,0.6089,0.2775,-0.09037499999999998
Marco Scandella 2018,Marco Scandella,2018,D,27.604,75,212,76.0,64.0,73.0,71,82,0.2614,0.5651,0.6089,0.2775,1.5108,1.0825749999999998
Marco Scandella 2019,Marco Scandella,2019,D,28.603,75,212,64.0,73.0,71.0,82,63,0.5651,0.6089,0.2775,1.5108,0.0847,-0.655875
Marco Scandella 2020,Marco Scandella,2020,D,29.602,75,212,73.0,71.0,82.0,63,73,0.6089,0.2775,1.5108,0.0847,0.0793,-0.541175
Marco Scandella 2021,Marco Scandella,2021,D,30.605,75,212,71.0,82.0,63.0,73,71,0.2775,1.5108,0.0847,0.0793,0.0541,-0.433975
Marco Scandella 2022,Marco Scandella,2022,D,31.604,75,212,82.0,63.0,73.0,71,70,1.5108,0.0847,0.0793,0.0541,0.019,-0.41322499999999995
Michael Stone 2016,Michael Stone,2016,D,25.318,75,210,13.0,68.0,70.0,81,75,0.2038,1.09,1.2779,1.0992,2.8873,1.9695750000000003
Michael Stone 2017,Michael Stone,2017,D,26.32,75,210,68.0,70.0,81.0,75,64,1.09,1.2779,1.0992,2.8873,1.2982,-0.2904
Michael Stone 2018,Michael Stone,2018,D,27.319,75,210,70.0,81.0,75.0,64,82,1.2779,1.0992,2.8873,1.2982,0.5833,-1.05735
TJ Brodie 2015,TJ Brodie,2015,D,24.318,74,187,3.0,54.0,80.0,81,81,3.2889,1.7404,2.0202,1.8078,2.1926,-0.021724999999999994
TJ Brodie 2016,TJ Brodie,2016,D,25.318,74,187,54.0,80.0,81.0,81,70,1.7404,2.0202,1.8078,2.1926,2.3314,0.3911499999999999
TJ Brodie 2017,TJ Brodie,2017,D,26.32,74,187,80.0,81.0,81.0,70,82,2.0202,1.8078,2.1926,2.3314,2.7709,0.6829000000000001
TJ Brodie 2018,TJ Brodie,2018,D,27.319,74,187,81.0,81.0,70.0,82,73,1.8078,2.1926,2.3314,2.7709,2.5324,0.25672499999999987
TJ Brodie 2019,TJ Brodie,2019,D,28.318,74,187,81.0,70.0,82.0,73,79,2.1926,2.3314,2.7709,2.5324,1.0084,-1.4484250000000003
TJ Brodie 2020,TJ Brodie,2020,D,29.318,74,187,70.0,82.0,73.0,79,75,2.3314,2.7709,2.5324,1.0084,0.6992,-1.461575
TJ Brodie 2021,TJ Brodie,2021,D,30.32,74,187,82.0,73.0,79.0,75,82,2.7709,2.5324,1.0084,0.6992,0.6896,-1.063125
TJ Brodie 2022,TJ Brodie,2022,D,31.319,74,187,73.0,79.0,75.0,82,82,2.5324,1.0084,0.6992,0.6896,0.2,-1.0324
TJ Brodie 2023,TJ Brodie,2023,D,32.318,74,187,79.0,75.0,82.0,82,58,1.0084,0.6992,0.6896,0.2,0.0848,-0.5645
Mark Borowiecki 2018,Mark Borowiecki,2018,D,28.223,74,204,13.0,63.0,63.0,70,52,0.0308,0.0296,0.0302,0.0321,0.0106,-0.020075000000000003
Mark Borowiecki 2019,Mark Borowiecki,2019,D,29.222,74,204,63.0,63.0,70.0,52,53,0.0296,0.0302,0.0321,0.0106,0.0192,-0.006425
Mark Borowiecki 2020,Mark Borowiecki,2020,D,30.221,74,204,63.0,70.0,52.0,53,62,0.0302,0.0321,0.0106,0.0192,0.073,0.04997499999999999
Jared Spurgeon 2014,Jared Spurgeon,2014,D,23.839,69,166,,53.0,70.0,66,67,,1.4745,2.7457,3.1192,2.1241,-0.3223666666666669
Jared Spurgeon 2015,Jared Spurgeon,2015,D,24.838,69,166,53.0,70.0,66.0,67,66,1.4745,2.7457,3.1192,2.1241,2.0404,-0.32547499999999996
Jared Spurgeon 2016,Jared Spurgeon,2016,D,25.838,69,166,70.0,66.0,67.0,66,77,2.7457,3.1192,2.1241,2.0404,1.7699,-0.7374499999999997
Jared Spurgeon 2017,Jared Spurgeon,2017,D,26.84,69,166,66.0,67.0,66.0,77,76,3.1192,2.1241,2.0404,1.7699,2.2502,-0.013199999999999878
Jared Spurgeon 2018,Jared Spurgeon,2018,D,27.839,69,166,67.0,66.0,77.0,76,61,2.1241,2.0404,1.7699,2.2502,2.6243,0.5781499999999999
Jared Spurgeon 2019,Jared Spurgeon,2019,D,28.839,69,166,66.0,77.0,76.0,61,82,2.0404,1.7699,2.2502,2.6243,2.438,0.26680000000000037
Jared Spurgeon 2020,Jared Spurgeon,2020,D,29.838,69,166,77.0,76.0,61.0,82,73,1.7699,2.2502,2.6243,2.438,2.4903,0.2197
Jared Spurgeon 2021,Jared Spurgeon,2021,D,30.84,69,166,76.0,61.0,82.0,73,79,2.2502,2.6243,2.438,2.4903,2.834,0.3833000000000002
Jared Spurgeon 2022,Jared Spurgeon,2022,D,31.839,69,166,61.0,82.0,73.0,79,65,2.6243,2.438,2.4903,2.834,3.0387,0.44205000000000005
Jared Spurgeon 2023,Jared Spurgeon,2023,D,32.839,69,166,82.0,73.0,79.0,65,79,2.438,2.4903,2.834,3.0387,1.2456,-1.45465
Jordie Benn 2016,Jordie Benn,2016,D,28.184,74,201,3.0,44.0,78.0,73,64,0.9,1.4763,0.6036,0.6824,0.251,-0.664575
Jordie Benn 2017,Jordie Benn,2017,D,29.186,74,201,44.0,78.0,73.0,64,71,1.4763,0.6036,0.6824,0.251,0.9796,0.226275
Jordie Benn 2018,Jordie Benn,2018,D,30.186,74,201,78.0,73.0,64.0,71,77,0.6036,0.6824,0.251,0.9796,0.0242,-0.60495
Jordie Benn 2019,Jordie Benn,2019,D,31.185,74,201,73.0,64.0,71.0,77,81,0.6824,0.251,0.9796,0.0242,0.0235,-0.4608
Jordie Benn 2020,Jordie Benn,2020,D,32.184,74,201,64.0,71.0,77.0,81,51,0.251,0.9796,0.0242,0.0235,0.0269,-0.292675
Jordie Benn 2021,Jordie Benn,2021,D,33.186,74,201,71.0,77.0,81.0,51,57,0.9796,0.0242,0.0235,0.0269,0.0034,-0.26015
Victor Hedman 2013,Victor Hedman,2013,D,21.788,79,244,,74.0,79.0,61,75,,1.3446,1.6673,1.1467,1.7333,0.34709999999999996
Victor Hedman 2014,Victor Hedman,2014,D,22.788,79,244,74.0,79.0,61.0,75,75,1.3446,1.6673,1.1467,1.7333,2.5009,1.0279250000000002
Victor Hedman 2015,Victor Hedman,2015,D,23.787,79,244,79.0,61.0,75.0,75,59,1.6673,1.1467,1.7333,2.5009,2.4912,0.72915
Victor Hedman 2016,Victor Hedman,2016,D,24.786,79,244,61.0,75.0,75.0,59,78,1.1467,1.7333,2.5009,2.4912,2.5861,0.6180749999999999
Victor Hedman 2017,Victor Hedman,2017,D,25.789,79,244,75.0,75.0,59.0,78,79,1.7333,2.5009,2.4912,2.5861,2.9968,0.6689249999999998
Victor Hedman 2018,Victor Hedman,2018,D,26.788,79,244,75.0,59.0,78.0,79,77,2.5009,2.4912,2.5861,2.9968,3.4065,0.76275
Victor Hedman 2019,Victor Hedman,2019,D,27.787,79,244,59.0,78.0,79.0,77,70,2.4912,2.5861,2.9968,3.4065,3.3138,0.4436500000000003
Victor Hedman 2020,Victor Hedman,2020,D,28.787,79,244,78.0,79.0,77.0,70,77,2.5861,2.9968,3.4065,3.3138,3.0556,-0.020199999999999996
Victor Hedman 2021,Victor Hedman,2021,D,29.789,79,244,79.0,77.0,70.0,77,79,2.9968,3.4065,3.3138,3.0556,3.2917,0.09852499999999997
Victor Hedman 2022,Victor Hedman,2022,D,30.788,79,244,77.0,70.0,77.0,79,82,3.4065,3.3138,3.0556,3.2917,3.5539,0.2869999999999999
Victor Hedman 2023,Victor Hedman,2023,D,31.787,79,244,70.0,77.0,79.0,82,76,3.3138,3.0556,3.2917,3.5539,2.5945,-0.7092499999999999
Oliver Ekman-Larsson 2014,Oliver Ekman-Larsson,2014,D,22.21,74,200,,48.0,82.0,82,80,,0.992,2.125,3.6663,4.0933,1.8322000000000003
Oliver Ekman-Larsson 2015,Oliver Ekman-Larsson,2015,D,23.209,74,200,48.0,82.0,82.0,80,82,0.992,2.125,3.6663,4.0933,3.885,1.1658499999999998
Oliver Ekman-Larsson 2016,Oliver Ekman-Larsson,2016,D,24.209,74,200,82.0,82.0,80.0,82,75,2.125,3.6663,4.0933,3.885,5.1704,1.7279999999999998
Oliver Ekman-Larsson 2017,Oliver Ekman-Larsson,2017,D,25.211,74,200,82.0,80.0,82.0,75,79,3.6663,4.0933,3.885,5.1704,3.6922,-0.5115500000000002
Oliver Ekman-Larsson 2018,Oliver Ekman-Larsson,2018,D,26.21,74,200,80.0,82.0,75.0,79,82,4.0933,3.885,5.1704,3.6922,3.0823,-1.1279250000000003
Oliver Ekman-Larsson 2019,Oliver Ekman-Larsson,2019,D,27.21,74,200,82.0,75.0,79.0,82,81,3.885,5.1704,3.6922,3.0823,3.5899,-0.367575
Oliver Ekman-Larsson 2020,Oliver Ekman-Larsson,2020,D,28.209,74,200,75.0,79.0,82.0,81,77,5.1704,3.6922,3.0823,3.5899,2.7038,-1.1799
Oliver Ekman-Larsson 2021,Oliver Ekman-Larsson,2021,D,29.211,74,200,79.0,82.0,81.0,77,67,3.6922,3.0823,3.5899,2.7038,2.3652,-0.90185
Oliver Ekman-Larsson 2022,Oliver Ekman-Larsson,2022,D,30.21,74,200,82.0,81.0,77.0,67,79,3.0823,3.5899,2.7038,2.3652,1.7692,-1.1661000000000001
Oliver Ekman-Larsson 2023,Oliver Ekman-Larsson,2023,D,31.21,74,200,81.0,77.0,67.0,79,54,3.5899,2.7038,2.3652,1.7692,1.563,-1.0440250000000002
