,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 EV ATOI,Y2 EV ATOI,Y3 EV ATOI,Y4 EV ATOI,Y5 EV ATOI,Y1 EV G/60,Y2 EV G/60,Y3 EV G/60,Y4 EV G/60,Y5 EV G/60,Y5 dEV G/60,Y1 EV ixG/60,Y2 EV ixG/60,Y3 EV ixG/60,Y4 EV ixG/60,Y5 EV ixG/60
Ryan Garbutt 2015,Ryan Garbutt,2015,C,29.137,72,195,,20.0,61.0,75,67,,8.1508,9.0139,11.5962,11.9052,,0.7361,0.5547,1.0348,0.5265,-0.24870000000000003,,0.702,0.5688,0.6938,0.831
Ryan Garbutt 2016,Ryan Garbutt,2016,C,30.136,72,195,20.0,61.0,75.0,67,80,8.1508,9.0139,11.5962,11.9052,10.0917,0.7361,0.5547,1.0348,0.5265,0.4459,-0.267125,0.702,0.5688,0.6938,0.831,0.6068
Brian Flynn 2016,Brian Flynn,2016,C,27.182,73,185,,44.0,79.0,63,56,,13.0449,11.9599,12.2532,10.0164,,0.8845,0.3175,0.3886,0.3209,-0.20929999999999999,,0.5088,0.4422,0.4044,0.4949
Brian Flynn 2017,Brian Flynn,2017,C,28.184,73,185,44.0,79.0,63.0,56,51,13.0449,11.9599,12.2532,10.0164,10.5255,0.8845,0.3175,0.3886,0.3209,0.6706,0.19272499999999998,0.5088,0.4422,0.4044,0.4949,0.4092
Patrik Elias 2010,Patrik Elias,2010,C,33.468,73,190,,,74.0,77,58,,,13.2637,13.1201,14.0287,,,0.7947,1.0097,1.1061,0.20390000000000008,,,1.1385,1.1196,1.0717
Patrik Elias 2011,Patrik Elias,2011,C,34.468,73,190,,74.0,77.0,58,81,,13.2637,13.1201,14.0287,13.7597,,0.7947,1.0097,1.1061,0.6998,-0.27036666666666676,,1.1385,1.1196,1.0717,0.9343
Patrik Elias 2012,Patrik Elias,2012,C,35.467,73,190,74.0,77.0,58.0,81,81,13.2637,13.1201,14.0287,13.7597,14.5823,0.7947,1.0097,1.1061,0.6998,0.8128,-0.08977500000000005,1.1385,1.1196,1.0717,0.9343,0.8625
Patrik Elias 2013,Patrik Elias,2013,C,36.469,73,190,77.0,58.0,81.0,81,82,13.1201,14.0287,13.7597,14.5823,13.5128,1.0097,1.1061,0.6998,0.8128,0.74,-0.16710000000000003,1.1196,1.0717,0.9343,0.8625,1.0426
Patrik Elias 2014,Patrik Elias,2014,C,37.469,73,190,58.0,81.0,81.0,82,65,14.0287,13.7597,14.5823,13.5128,13.5372,1.1061,0.6998,0.8128,0.74,0.8183,-0.021374999999999922,1.0717,0.9343,0.8625,1.0426,0.7066
Patrik Elias 2015,Patrik Elias,2015,C,38.468,73,190,81.0,81.0,82.0,65,69,13.7597,14.5823,13.5128,13.5372,13.7611,0.6998,0.8128,0.74,0.8183,0.5055,-0.26222500000000004,0.9343,0.8625,1.0426,0.7066,0.5974
Eric Boulton 2010,Eric Boulton,2010,L,33.123,72,227,,,74.0,76,62,,,7.3905,7.4783,6.8185,,,0.4388,0.3167,0.1419,-0.23585000000000003,,,0.4909,0.546,0.3487
Eric Boulton 2011,Eric Boulton,2011,L,34.123,72,227,,74.0,76.0,62,69,,7.3905,7.4783,6.8185,8.8628,,0.4388,0.3167,0.1419,0.5887,0.28956666666666664,,0.4909,0.546,0.3487,0.3442
Eric Boulton 2012,Eric Boulton,2012,L,35.122,72,227,74.0,76.0,62.0,69,51,7.3905,7.4783,6.8185,8.8628,6.5363,0.4388,0.3167,0.1419,0.5887,0.0,-0.371525,0.4909,0.546,0.3487,0.3442,0.2421
Dainius Zubrus 2010,Dainius Zubrus,2010,C,31.294,77,225,,,82.0,82,51,,,13.1709,13.1201,13.8729,,,0.5,0.7808,0.7632,0.12279999999999991,,,0.5607,0.6601,0.6506
Dainius Zubrus 2011,Dainius Zubrus,2011,C,32.294,77,225,,82.0,82.0,51,79,,13.1709,13.1201,13.8729,14.0973,,0.5,0.7808,0.7632,0.6465,-0.03483333333333338,,0.5607,0.6601,0.6506,0.4885
Dainius Zubrus 2012,Dainius Zubrus,2012,C,33.293,77,225,82.0,82.0,51.0,79,82,13.1709,13.1201,13.8729,14.0973,14.8528,0.5,0.7808,0.7632,0.6465,0.4926,-0.18002500000000005,0.5607,0.6601,0.6506,0.4885,0.4436
Dainius Zubrus 2016,Dainius Zubrus,2016,C,37.293,77,225,82.0,37.0,82.0,74,50,14.8528,13.9068,14.9927,12.993,10.528,0.4926,0.3922,0.6345,0.2496,0.3419,-0.100325,0.4436,0.4265,0.5806,0.3642,0.5226
Pascal Dupuis 2010,Pascal Dupuis,2010,R,30.487,73,205,,,78.0,71,81,,,12.3098,11.4232,12.0636,,,0.5624,0.8877,1.1053,0.38025,,,0.7687,0.9193,1.0166
Pascal Dupuis 2011,Pascal Dupuis,2011,R,31.486,73,205,,78.0,71.0,81,81,,12.3098,11.4232,12.0636,13.9944,,0.5624,0.8877,1.1053,0.6881,-0.16369999999999996,,0.7687,0.9193,1.0166,0.8492
Pascal Dupuis 2012,Pascal Dupuis,2012,R,32.485,73,205,78.0,71.0,81.0,81,82,12.3098,11.4232,12.0636,13.9944,14.2039,0.5624,0.8877,1.1053,0.6881,1.1333,0.32242499999999996,0.7687,0.9193,1.0166,0.8492,1.0352
Pascal Dupuis 2013,Pascal Dupuis,2013,R,33.488,73,205,71.0,81.0,81.0,82,82,11.4232,12.0636,13.9944,14.2039,14.7594,0.8877,1.1053,0.6881,1.1333,1.4398,0.48619999999999997,0.9193,1.0166,0.8492,1.0352,1.4108
Vincent Lecavalier 2010,Vincent Lecavalier,2010,C,29.446,76,215,,,81.0,77,82,,,17.2109,14.5459,15.0453,,,1.1621,0.9107,0.924,-0.11239999999999994,,,0.9263,1.0054,0.9193
Vincent Lecavalier 2011,Vincent Lecavalier,2011,C,30.446,76,215,,81.0,77.0,82,65,,17.2109,14.5459,15.0453,14.2136,,1.1621,0.9107,0.924,0.7793,-0.21963333333333335,,0.9263,1.0054,0.9193,0.8941
Vincent Lecavalier 2012,Vincent Lecavalier,2012,C,31.445,76,215,81.0,77.0,82.0,65,64,17.2109,14.5459,15.0453,14.2136,15.344,1.1621,0.9107,0.924,0.7793,1.0387,0.09467499999999995,0.9263,1.0054,0.9193,0.8941,0.9749
Vincent Lecavalier 2013,Vincent Lecavalier,2013,C,32.447,76,215,77.0,82.0,65.0,64,66,14.5459,15.0453,14.2136,15.344,14.6376,0.9107,0.924,0.7793,1.0387,0.5255,-0.387675,1.0054,0.9193,0.8941,0.9749,0.6903
Vincent Lecavalier 2014,Vincent Lecavalier,2014,C,33.447,76,215,82.0,65.0,64.0,66,69,15.0453,14.2136,15.344,14.6376,12.6886,0.924,0.7793,1.0387,0.5255,0.8224,0.005525000000000002,0.9193,0.8941,0.9749,0.6903,0.7216
Vincent Lecavalier 2015,Vincent Lecavalier,2015,C,34.446,76,215,65.0,64.0,66.0,69,57,14.2136,15.344,14.6376,12.6886,10.7143,0.7793,1.0387,0.5255,0.8224,0.6877,-0.10377499999999995,0.8941,0.9749,0.6903,0.7216,0.7838
David Legwand 2010,David Legwand,2010,C,29.123,74,207,,,65.0,73,82,,,12.5621,14.6066,15.1754,,,0.8083,0.9003,0.4822,-0.37210000000000004,,,0.7715,0.8663,0.7219
David Legwand 2011,David Legwand,2011,C,30.123,74,207,,65.0,73.0,82,64,,12.5621,14.6066,15.1754,15.1638,,0.8083,0.9003,0.4822,0.9274,0.19713333333333338,,0.7715,0.8663,0.7219,0.9567
David Legwand 2012,David Legwand,2012,C,31.122,74,207,65.0,73.0,82.0,64,78,12.5621,14.6066,15.1754,15.1638,14.9618,0.8083,0.9003,0.4822,0.9274,0.7198,-0.05974999999999997,0.7715,0.8663,0.7219,0.9567,0.6694
David Legwand 2013,David Legwand,2013,C,32.124,74,207,73.0,82.0,64.0,78,82,14.6066,15.1754,15.1638,14.9618,15.376,0.9003,0.4822,0.9274,0.7198,0.813,0.05557499999999993,0.8663,0.7219,0.9567,0.6694,0.6475
David Legwand 2014,David Legwand,2014,C,33.123,74,207,82.0,64.0,78.0,82,83,15.1754,15.1638,14.9618,15.376,14.0,0.4822,0.9274,0.7198,0.813,0.4131,-0.3225,0.7219,0.9567,0.6694,0.6475,0.621
David Legwand 2015,David Legwand,2015,C,34.123,74,207,64.0,78.0,82.0,83,80,15.1638,14.9618,15.376,14.0,9.8788,0.9274,0.7198,0.813,0.4131,0.2278,-0.490525,0.9567,0.6694,0.6475,0.621,0.4194
David Legwand 2016,David Legwand,2016,C,35.122,74,207,78.0,82.0,83.0,80,79,14.9618,15.376,14.0,9.8788,7.2152,0.7198,0.813,0.4131,0.2278,0.4211,-0.12232500000000007,0.6694,0.6475,0.621,0.4194,0.4072
Alex Tanguay 2010,Alex Tanguay,2010,L,29.863,73,194,,,78.0,50,80,,,14.034,11.949,13.5181,,,0.7126,1.1047,0.3884,-0.5202499999999999,,,0.9269,1.0123,0.7412
Alex Tanguay 2011,Alex Tanguay,2011,L,30.862,73,194,,78.0,50.0,80,79,,14.034,11.949,13.5181,14.8245,,0.7126,1.1047,0.3884,0.9734,0.23816666666666664,,0.9269,1.0123,0.7412,0.8373
Alex Tanguay 2012,Alex Tanguay,2012,L,31.861,73,194,78.0,50.0,80.0,79,64,14.034,11.949,13.5181,14.8245,14.4729,0.7126,1.1047,0.3884,0.9734,0.6478,-0.14697499999999997,0.9269,1.0123,0.7412,0.8373,0.6896
Alex Tanguay 2013,Alex Tanguay,2013,L,32.863,73,194,50.0,80.0,79.0,64,68,11.949,13.5181,14.8245,14.4729,15.0479,1.1047,0.3884,0.9734,0.6478,0.7975,0.01892499999999997,1.0123,0.7412,0.8373,0.6896,0.7312
Scott Gomez 2010,Scott Gomez,2010,C,29.775,71,200,,,81.0,77,78,,,14.8019,15.8634,15.2397,,,0.4504,0.5894,0.3533,-0.16660000000000003,,,0.4261,0.5048,0.3265
Scott Gomez 2011,Scott Gomez,2011,C,30.774,71,200,,81.0,77.0,78,80,,14.8019,15.8634,15.2397,14.8819,,0.4504,0.5894,0.3533,0.2016,-0.2627666666666667,,0.4261,0.5048,0.3265,0.2824
Brad Richards 2010,Brad Richards,2010,C,29.416,72,199,,,74.0,56,80,,,16.3378,14.2449,15.3098,,,0.4467,0.8274,0.5389,-0.09814999999999996,,,0.4934,0.5348,0.5329
Brad Richards 2011,Brad Richards,2011,C,30.416,72,199,,74.0,56.0,80,72,,16.3378,14.2449,15.3098,16.0063,,0.4467,0.8274,0.5389,1.0933,0.48896666666666655,,0.4934,0.5348,0.5329,0.5217
Brad Richards 2012,Brad Richards,2012,C,31.415,72,199,74.0,56.0,80.0,72,82,16.3378,14.2449,15.3098,16.0063,15.911,0.4467,0.8274,0.5389,1.0933,0.8278,0.10122500000000001,0.4934,0.5348,0.5329,0.5217,0.5023
Brad Richards 2013,Brad Richards,2013,C,32.417,72,199,56.0,80.0,72.0,82,78,14.2449,15.3098,16.0063,15.911,15.4337,0.8274,0.5389,1.0933,0.8278,0.6761,-0.14574999999999994,0.5348,0.5329,0.5217,0.5023,0.5638
Brad Richards 2014,Brad Richards,2014,C,33.416,72,199,80.0,72.0,82.0,78,82,15.3098,16.0063,15.911,15.4337,14.9486,0.5389,1.0933,0.8278,0.6761,0.7342,-0.04982500000000001,0.5329,0.5217,0.5023,0.5638,0.6458
Brad Richards 2015,Brad Richards,2015,C,34.416,72,199,72.0,82.0,78.0,82,76,16.0063,15.911,15.4337,14.9486,12.8362,1.0933,0.8278,0.6761,0.7342,0.615,-0.21785,0.5217,0.5023,0.5638,0.6458,0.5645
Brad Richards 2016,Brad Richards,2016,C,35.415,72,199,82.0,78.0,82.0,76,68,15.911,15.4337,14.9486,12.8362,12.1473,0.8278,0.6761,0.7342,0.615,0.4358,-0.27747499999999997,0.5023,0.5638,0.6458,0.5645,0.4839
Shawn Horcoff 2010,Shawn Horcoff,2010,C,31.04,73,210,,,53.0,80,77,,,15.2855,14.3315,14.3942,,,1.1109,0.471,0.4872,-0.30375,,,0.689,0.6505,0.5254
Shawn Horcoff 2014,Shawn Horcoff,2014,C,35.04,73,210,77.0,47.0,81.0,52,77,14.3942,14.3787,14.0591,11.8323,10.4346,0.4872,0.3551,0.4215,0.6543,0.1494,-0.330125,0.5254,0.5857,0.5113,0.4541,0.4078
Shawn Horcoff 2015,Shawn Horcoff,2015,C,36.039,73,210,47.0,81.0,52.0,77,76,14.3787,14.0591,11.8323,10.4346,10.4853,0.3551,0.4215,0.6543,0.1494,0.5271,0.132025,0.5857,0.5113,0.4541,0.4078,0.4892
Shawn Horcoff 2016,Shawn Horcoff,2016,C,37.039,73,210,81.0,52.0,77.0,76,59,14.0591,11.8323,10.4346,10.4853,11.4475,0.4215,0.6543,0.1494,0.5271,0.4442,0.0061249999999999916,0.5113,0.4541,0.4078,0.4892,0.5942
Pavel Datsyuk 2010,Pavel Datsyuk,2010,C,31.201,71,188,,,82.0,81,80,,,15.1463,14.1796,16.2858,,,0.9662,1.0448,0.8289,-0.1766000000000001,,,0.9947,0.8081,0.6781
Pavel Datsyuk 2011,Pavel Datsyuk,2011,C,32.201,71,188,,82.0,81.0,80,56,,15.1463,14.1796,16.2858,15.4821,,0.9662,1.0448,0.8289,1.1073,0.16066666666666662,,0.9947,0.8081,0.6781,0.8345
Pavel Datsyuk 2012,Pavel Datsyuk,2012,C,33.2,71,188,82.0,81.0,80.0,56,70,15.1463,14.1796,16.2858,15.4821,15.2883,0.9662,1.0448,0.8289,1.1073,0.841,-0.14579999999999993,0.9947,0.8081,0.6781,0.8345,0.8059
Pavel Datsyuk 2013,Pavel Datsyuk,2013,C,34.202,71,188,81.0,80.0,56.0,70,80,14.1796,16.2858,15.4821,15.2883,15.1706,1.0448,0.8289,1.1073,0.841,0.589,-0.36650000000000005,0.8081,0.6781,0.8345,0.8059,0.6906
Martin Havlat 2011,Martin Havlat,2011,R,29.452,74,210,,35.0,81.0,73,78,,13.7929,14.2068,14.2877,15.3432,,0.87,1.2514,0.8054,0.9526,-0.02300000000000002,,0.721,0.8473,0.5771,0.7339
Brad Boyes 2010,Brad Boyes,2010,R,27.459,72,199,,,82.0,82,82,,,13.9734,14.6785,13.5514,,,1.6757,0.8474,0.5939,-0.66765,,,0.6979,0.7041,0.8629
Brad Boyes 2011,Brad Boyes,2011,R,28.458,72,199,,82.0,82.0,82,83,,13.9734,14.6785,13.5514,14.4576,,1.6757,0.8474,0.5939,0.55,-0.4889999999999999,,0.6979,0.7041,0.8629,0.6144
Brad Boyes 2012,Brad Boyes,2012,R,29.457,72,199,82.0,82.0,82.0,83,65,13.9734,14.6785,13.5514,14.4576,11.0703,1.6757,0.8474,0.5939,0.55,0.5003,-0.41645,0.6979,0.7041,0.8629,0.6144,0.5091
Brad Boyes 2013,Brad Boyes,2013,R,30.459,72,199,82.0,82.0,83.0,65,82,14.6785,13.5514,14.4576,11.0703,14.9507,0.8474,0.5939,0.55,0.5003,0.7525,0.12959999999999994,0.7041,0.8629,0.6144,0.5091,0.6705
Brad Boyes 2014,Brad Boyes,2014,R,31.459,72,199,82.0,83.0,65.0,82,78,13.5514,14.4576,11.0703,14.9507,14.2624,0.5939,0.55,0.5003,0.7525,0.9708,0.371625,0.8629,0.6144,0.5091,0.6705,0.7473
Brad Boyes 2015,Brad Boyes,2015,R,32.458,72,199,83.0,65.0,82.0,78,78,14.4576,11.0703,14.9507,14.2624,13.581,0.55,0.5003,0.7525,0.9708,0.5098,-0.18359999999999999,0.6144,0.5091,0.6705,0.7473,0.6503
Brad Boyes 2016,Brad Boyes,2016,R,33.457,72,199,65.0,82.0,78.0,78,60,11.0703,14.9507,14.2624,13.581,9.5594,0.5003,0.7525,0.9708,0.5098,0.6277,-0.05564999999999998,0.5091,0.6705,0.7473,0.6503,0.697
Jarret Stoll 2010,Jarret Stoll,2010,C,27.272,73,216,,,81.0,74,73,,,11.1698,11.6036,12.4374,,,0.1989,0.559,0.793,0.41405000000000003,,,0.521,0.5292,0.4363
Jarret Stoll 2011,Jarret Stoll,2011,C,28.272,73,216,,81.0,74.0,73,82,,11.1698,11.6036,12.4374,13.1461,,0.1989,0.559,0.793,0.8349,0.3179333333333333,,0.521,0.5292,0.4363,0.4092
Jarret Stoll 2012,Jarret Stoll,2012,C,29.271,73,216,81.0,74.0,73.0,82,78,11.1698,11.6036,12.4374,13.1461,12.5517,0.1989,0.559,0.793,0.8349,0.3064,-0.29005000000000003,0.521,0.5292,0.4363,0.4092,0.4178
Jarret Stoll 2013,Jarret Stoll,2013,C,30.273,73,216,74.0,73.0,82.0,78,82,11.6036,12.4374,13.1461,12.5517,12.6448,0.559,0.793,0.8349,0.3064,0.4943,-0.129025,0.5292,0.4363,0.4092,0.4178,0.2918
Jarret Stoll 2014,Jarret Stoll,2014,C,31.273,73,216,73.0,82.0,78.0,82,78,12.4374,13.1461,12.5517,12.6448,12.2603,0.793,0.8349,0.3064,0.4943,0.4392,-0.16795,0.4363,0.4092,0.4178,0.2918,0.4058
Jarret Stoll 2015,Jarret Stoll,2015,C,32.272,73,216,82.0,78.0,82.0,78,73,13.1461,12.5517,12.6448,12.2603,12.9447,0.8349,0.3064,0.4943,0.4392,0.1905,-0.32819999999999994,0.4092,0.4178,0.2918,0.4058,0.3044
Jarret Stoll 2016,Jarret Stoll,2016,C,33.271,73,216,78.0,82.0,78.0,73,80,12.5517,12.6448,12.2603,12.9447,10.3583,0.3064,0.4943,0.4392,0.1905,0.2896,-0.068,0.4178,0.2918,0.4058,0.3044,0.2256
Travis Moen 2010,Travis Moen,2010,L,27.489,74,215,,,77.0,82,81,,,12.7652,12.437,12.4899,,,0.1221,0.2353,0.2965,0.11779999999999999,,,0.3235,0.3989,0.4
Travis Moen 2011,Travis Moen,2011,L,28.488,74,215,,77.0,82.0,81,79,,12.7652,12.437,12.4899,10.8008,,0.1221,0.2353,0.2965,0.3516,0.13363333333333335,,0.3235,0.3989,0.4,0.4072
Paul Gaustad 2010,Paul Gaustad,2010,C,27.659,77,227,,,82.0,62,65,,,12.6006,11.9317,11.7282,,,0.2903,0.6489,0.7084,0.2388,,,0.4502,0.6877,0.5357
Paul Gaustad 2011,Paul Gaustad,2011,C,28.658,77,227,,82.0,62.0,65,81,,12.6006,11.9317,11.7282,12.3002,,0.2903,0.6489,0.7084,0.6624,0.11319999999999997,,0.4502,0.6877,0.5357,0.6137
Paul Gaustad 2012,Paul Gaustad,2012,C,29.657,77,227,82.0,62.0,65.0,81,70,12.6006,11.9317,11.7282,12.3002,11.9019,0.2903,0.6489,0.7084,0.6624,0.5041,-0.07340000000000002,0.4502,0.6877,0.5357,0.6137,0.4837
Paul Gaustad 2016,Paul Gaustad,2016,C,33.657,77,227,70.0,39.0,75.0,73,63,11.9019,12.2674,11.2322,10.0918,9.368,0.5041,0.4253,0.7122,0.3258,0.1017,-0.39015,0.4837,0.5671,0.5741,0.3153,0.3237
Tuomo Ruutu 2010,Tuomo Ruutu,2010,L,26.624,72,200,,,77.0,79,54,,,12.6483,14.5152,13.3392,,,0.3696,0.8372,0.7497,0.14629999999999999,,,0.3981,0.6452,0.6719
Tuomo Ruutu 2011,Tuomo Ruutu,2011,L,27.623,72,200,,77.0,79.0,54,82,,12.6483,14.5152,13.3392,13.4911,,0.3696,0.8372,0.7497,0.6508,-0.0013666666666666272,,0.3981,0.6452,0.6719,0.5204
Tuomo Ruutu 2012,Tuomo Ruutu,2012,L,28.622,72,200,77.0,79.0,54.0,82,72,12.6483,14.5152,13.3392,13.4911,13.891,0.3696,0.8372,0.7497,0.6508,0.8999,0.24807500000000005,0.3981,0.6452,0.6719,0.5204,0.6862
R.J. Umberger 2010,R.J. Umberger,2010,C,27.415,74,214,,,74.0,82,82,,,13.52,13.9309,13.5967,,,0.5397,0.8929,0.7534,0.03710000000000002,,,0.6823,0.7205,0.8243
R.J. Umberger 2011,R.J. Umberger,2011,C,28.414,74,214,,74.0,82.0,82,82,,13.52,13.9309,13.5967,13.9236,,0.5397,0.8929,0.7534,0.7357,0.007033333333333336,,0.6823,0.7205,0.8243,0.7339
R.J. Umberger 2012,R.J. Umberger,2012,C,29.414,74,214,74.0,82.0,82.0,82,77,13.52,13.9309,13.5967,13.9236,13.9848,0.5397,0.8929,0.7534,0.7357,0.8358,0.105375,0.6823,0.7205,0.8243,0.7339,0.8463
R.J. Umberger 2013,R.J. Umberger,2013,C,30.416,74,214,82.0,82.0,82.0,77,82,13.9309,13.5967,13.9236,13.9848,14.7722,0.8929,0.7534,0.7357,0.8358,0.5077,-0.29674999999999996,0.7205,0.8243,0.7339,0.8463,0.457
R.J. Umberger 2014,R.J. Umberger,2014,C,31.415,74,214,82.0,82.0,77.0,82,74,13.5967,13.9236,13.9848,14.7722,12.9975,0.7534,0.7357,0.8358,0.5077,0.5614,-0.14675000000000005,0.8243,0.7339,0.8463,0.457,0.5558
R.J. Umberger 2015,R.J. Umberger,2015,C,32.414,74,214,82.0,77.0,82.0,74,67,13.9236,13.9848,14.7722,12.9975,11.5206,0.7357,0.8358,0.5077,0.5614,0.5441,-0.11604999999999999,0.7339,0.8463,0.457,0.5558,0.574
Tim Jackman 2011,Tim Jackman,2011,R,28.88,74,188,,36.0,69.0,54,82,,6.5065,10.2821,9.387,8.9201,,0.2562,0.3383,0.4735,0.7383,0.3823,,0.4567,0.3856,0.3924,0.533
Tim Jackman 2012,Tim Jackman,2012,R,29.879,74,188,36.0,69.0,54.0,82,75,6.5065,10.2821,9.387,8.9201,8.6931,0.2562,0.3383,0.4735,0.7383,0.092,-0.359575,0.4567,0.3856,0.3924,0.533,0.5121
Tim Jackman 2013,Tim Jackman,2013,R,30.881,74,188,69.0,54.0,82.0,75,71,10.2821,9.387,8.9201,8.6931,7.4845,0.3383,0.4735,0.7383,0.092,0.1909,-0.219625,0.3856,0.3924,0.533,0.5121,0.4169
Tomas Fleischmann 2010,Tomas Fleischmann,2010,L,25.378,73,192,,,75.0,73,69,,,10.9598,11.2489,12.3097,,,0.6569,0.8768,1.1303,0.36345000000000005,,,0.5175,0.5886,0.5176
Tomas Fleischmann 2014,Tomas Fleischmann,2014,L,29.378,73,192,69.0,45.0,82.0,82,80,12.3097,13.6304,15.7622,15.4101,13.4637,1.1303,0.8804,0.9749,0.73,0.3342,-0.5947,0.5176,0.4676,0.493,0.3766,0.477
Tomas Fleischmann 2015,Tomas Fleischmann,2015,L,30.377,73,192,45.0,82.0,82.0,80,66,13.6304,15.7622,15.4101,13.4637,12.7164,0.8804,0.9749,0.73,0.3342,0.5719,-0.15797499999999998,0.4676,0.493,0.3766,0.477,0.4947
Tomas Fleischmann 2016,Tomas Fleischmann,2016,L,31.377,73,192,82.0,82.0,80.0,66,76,15.7622,15.4101,13.4637,12.7164,13.1408,0.9749,0.73,0.3342,0.5719,0.781,0.1282500000000001,0.493,0.3766,0.477,0.4947,0.5149
Alexander Semin 2010,Alexander Semin,2010,R,25.58,74,211,,,63.0,62,73,,,12.3918,13.6793,14.7379,,,1.2297,1.8394,1.6731,0.13855000000000017,,,0.8194,1.0222,0.842
Alexander Semin 2011,Alexander Semin,2011,R,26.58,74,211,,63.0,62.0,73,65,,12.3918,13.6793,14.7379,13.8103,,1.2297,1.8394,1.6731,1.4036,-0.17713333333333336,,0.8194,1.0222,0.842,0.7984
Alexander Semin 2012,Alexander Semin,2012,R,27.579,74,211,63.0,62.0,73.0,65,77,12.3918,13.6793,14.7379,13.8103,14.2398,1.2297,1.8394,1.6731,1.4036,0.985,-0.5514499999999999,0.8194,1.0222,0.842,0.7984,0.6099
Alexander Semin 2013,Alexander Semin,2013,R,28.581,74,211,62.0,73.0,65.0,77,75,13.6793,14.7379,13.8103,14.2398,16.5451,1.8394,1.6731,1.4036,0.985,0.7418,-0.7334749999999999,1.0222,0.842,0.7984,0.6099,0.7601
Alexander Semin 2014,Alexander Semin,2014,R,29.581,74,211,73.0,65.0,77.0,75,65,14.7379,13.8103,14.2398,16.5451,15.9167,1.6731,1.4036,0.985,0.7418,0.8699,-0.3309749999999999,0.842,0.7984,0.6099,0.7601,0.7631
Alexander Semin 2015,Alexander Semin,2015,R,30.58,74,211,65.0,77.0,75.0,65,57,13.8103,14.2398,16.5451,15.9167,14.3988,1.4036,0.985,0.7418,0.8699,0.4386,-0.5614750000000001,0.7984,0.6099,0.7601,0.7631,0.4822
Gregory Campbell 2010,Gregory Campbell,2010,C,25.791,72,188,,,81.0,77,60,,,9.7047,13.3771,12.6031,,,0.229,0.699,0.1587,-0.30529999999999996,,,0.5539,0.6791,0.5474
Gregory Campbell 2011,Gregory Campbell,2011,C,26.791,72,188,,81.0,77.0,60,80,,9.7047,13.3771,12.6031,11.4519,,0.229,0.699,0.1587,0.7204,0.35816666666666674,,0.5539,0.6791,0.5474,0.5679
Gregory Campbell 2012,Gregory Campbell,2012,C,27.79,72,188,81.0,77.0,60.0,80,78,9.7047,13.3771,12.6031,11.4519,10.9549,0.229,0.699,0.1587,0.7204,0.5617,0.109925,0.5539,0.6791,0.5474,0.5679,0.4438
Gregory Campbell 2013,Gregory Campbell,2013,C,28.792,72,188,77.0,60.0,80.0,78,82,13.3771,12.6031,11.4519,10.9549,11.1608,0.699,0.1587,0.7204,0.5617,0.336,-0.19895000000000002,0.6791,0.5474,0.5679,0.4438,0.4887
Gregory Campbell 2014,Gregory Campbell,2014,C,29.791,72,188,60.0,80.0,78.0,82,82,12.6031,11.4519,10.9549,11.1608,9.8807,0.1587,0.7204,0.5617,0.336,0.5184,0.07419999999999993,0.5474,0.5679,0.4438,0.4887,0.5707
Gregory Campbell 2015,Gregory Campbell,2015,C,30.791,72,188,80.0,78.0,82.0,82,70,11.4519,10.9549,11.1608,9.8807,10.5376,0.7204,0.5617,0.336,0.5184,0.4067,-0.12742499999999995,0.5679,0.4438,0.4887,0.5707,0.4259
Gregory Campbell 2016,Gregory Campbell,2016,C,31.79,72,188,78.0,82.0,82.0,70,82,10.9549,11.1608,9.8807,10.5376,8.7309,0.5617,0.336,0.5184,0.4067,0.2514,-0.20429999999999998,0.4438,0.4887,0.5707,0.4259,0.4573
Max Talbot 2013,Max Talbot,2013,C,28.639,71,186,75.0,45.0,82.0,81,59,11.1644,10.0004,12.0161,12.2251,11.7352,0.7166,0.2667,0.3654,0.9089,0.5843,0.01990000000000003,0.681,0.3983,0.5684,0.6765,0.4805
Max Talbot 2014,Max Talbot,2014,C,29.638,71,186,45.0,82.0,81.0,59,81,10.0004,12.0161,12.2251,11.7352,13.2523,0.2667,0.3654,0.9089,0.5843,0.3913,-0.14002500000000007,0.3983,0.5684,0.6765,0.4805,0.5043
Max Talbot 2015,Max Talbot,2015,C,30.637,71,186,82.0,81.0,59.0,81,81,12.0161,12.2251,11.7352,13.2523,11.2899,0.3654,0.9089,0.5843,0.3913,0.3281,-0.23437500000000006,0.5684,0.6765,0.4805,0.5043,0.4375
Eric Nystrom 2011,Eric Nystrom,2011,L,27.628,73,200,,44.0,76.0,82,82,,9.6098,7.2969,10.949,11.5222,,0.4257,0.4328,0.7351,0.1905,-0.3407,,0.3979,0.8135,0.7189,0.5251
Eric Nystrom 2012,Eric Nystrom,2012,L,28.628,73,200,44.0,76.0,82.0,82,74,9.6098,7.2969,10.949,11.5222,12.318,0.4257,0.4328,0.7351,0.1905,1.0532,0.6071749999999999,0.3979,0.8135,0.7189,0.5251,0.8485
Eric Nystrom 2013,Eric Nystrom,2013,L,29.63,73,200,76.0,82.0,82.0,74,82,7.2969,10.949,11.5222,12.318,11.6076,0.4328,0.7351,0.1905,1.0532,0.6461,0.043200000000000016,0.8135,0.7189,0.5251,0.8485,0.7629
