,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 PK ATOI,Y2 PK ATOI,Y3 PK ATOI,Y4 PK ATOI,Y5 PK ATOI,Y1 PK G/60,Y2 PK G/60,Y3 PK G/60,Y4 PK G/60,Y5 PK G/60,Y5 dPK G/60,Y1 PK ixG/60,Y2 PK ixG/60,Y3 PK ixG/60,Y4 PK ixG/60,Y5 PK ixG/60
Ryan Nugent-Hopkins 2022,Ryan Nugent-Hopkins,2022,C,28.472,72,195,62.0,82.0,76.0,76,63,1.6384,1.6957,1.7328,1.8981,2.0201,1.1813,0.4315,0.0,0.0,1.4144,1.0112,0.3914,0.5903,0.4213,0.2274,0.8566
Ryan Nugent-Hopkins 2023,Ryan Nugent-Hopkins,2023,C,29.471,72,195,82.0,76.0,76.0,63,82,1.6957,1.7328,1.8981,2.0201,1.8707,0.4315,0.0,0.0,1.4144,0.3911,-0.07037500000000002,0.5903,0.4213,0.2274,0.8566,0.4306
Ryan Strome 2019,Ryan Strome,2019,C,25.225,73,191,81.0,71.0,69.0,82,81,0.6216,0.0394,0.0191,0.7669,1.1109,1.1917,0.0,0.0,0.0,0.6668,0.36887499999999995,0.9799,0.0,0.0,0.3822,0.6748
Ryan Strome 2020,Ryan Strome,2020,C,26.224,73,191,71.0,69.0,82.0,81,82,0.0394,0.0191,0.7669,1.1109,2.2402,0.0,0.0,0.0,0.6668,0.0,-0.1667,0.0,0.0,0.3822,0.6748,0.0928
Ryan Strome 2021,Ryan Strome,2021,C,27.226,73,191,69.0,82.0,81.0,82,82,0.0191,0.7669,1.1109,2.2402,0.9232,0.0,0.0,0.6668,0.0,0.0,-0.1667,0.0,0.3822,0.6748,0.0928,0.2324
Mika Zibanejad 2019,Mika Zibanejad,2019,C,25.454,74,202,80.0,81.0,56.0,72,82,0.3,1.428,0.6964,1.1725,1.9886,0.0,1.0375,0.0,0.0,0.7359,0.476525,0.0927,0.7371,0.0571,0.281,0.1682
Mika Zibanejad 2020,Mika Zibanejad,2020,C,26.454,74,202,81.0,56.0,72.0,82,67,1.428,0.6964,1.1725,1.9886,2.6617,1.0375,0.0,0.0,0.7359,1.1864,0.7430499999999999,0.7371,0.0571,0.281,0.1682,0.6108
Mika Zibanejad 2021,Mika Zibanejad,2021,C,27.456,74,202,56.0,72.0,82.0,67,82,0.6964,1.1725,1.9886,2.6617,2.3649,0.0,0.0,0.7359,1.1864,0.9061,0.42552500000000004,0.0571,0.281,0.1682,0.6108,1.1588
Mika Zibanejad 2022,Mika Zibanejad,2022,C,28.455,74,202,72.0,82.0,67.0,82,81,1.1725,1.9886,2.6617,2.3649,1.8315,0.0,0.7359,1.1864,0.9061,0.4044,-0.30269999999999997,0.281,0.1682,0.6108,1.1588,0.3549
Mika Zibanejad 2023,Mika Zibanejad,2023,C,29.455,74,202,82.0,67.0,82.0,81,82,1.9886,2.6617,2.3649,1.8315,1.9333,0.7359,1.1864,0.9061,0.4044,0.3785,-0.4297,0.1682,0.6108,1.1588,0.3549,0.463
Mark Scheifele 2018,Mark Scheifele,2018,C,24.548,75,198,63.0,82.0,71.0,79,60,0.0661,0.5175,0.311,0.704,1.1728,0.0,0.0,0.0,0.0,1.7054,1.7054,1.1923,0.8195,0.5249,0.3871,1.3766
Mark Scheifele 2019,Mark Scheifele,2019,C,25.548,75,198,82.0,71.0,79.0,60,82,0.5175,0.311,0.704,1.1728,1.1675,0.0,0.0,0.0,1.7054,0.0,-0.42635,0.8195,0.5249,0.3871,1.3766,0.3632
J.T. Miller 2021,J.T. Miller,2021,C,27.552,73,218,82.0,82.0,75.0,81,77,1.2528,0.3508,0.0522,0.6396,1.755,1.7521,0.0,0.0,0.0,0.645,0.20697500000000002,1.07,0.0,0.0,0.1211,0.156
J.T. Miller 2022,J.T. Miller,2022,C,28.551,73,218,82.0,75.0,81.0,77,80,0.3508,0.0522,0.6396,1.755,2.0998,0.0,0.0,0.0,0.645,0.0,-0.16125,0.0,0.0,0.1211,0.156,0.7771
J.T. Miller 2023,J.T. Miller,2023,C,29.55,73,218,75.0,81.0,77.0,80,81,0.0522,0.6396,1.755,2.0998,1.7286,0.0,0.0,0.645,0.0,1.7141,1.5528499999999998,0.0,0.1211,0.156,0.7771,0.5344
Joel Armia 2018,Joel Armia,2018,R,24.337,75,216,,1.0,43.0,57,79,,,0.3899,1.8412,1.1278,,,0.0,2.2868,0.6734,-0.47,,,0.3898,0.5968,0.1895
Joel Armia 2019,Joel Armia,2019,R,25.337,75,216,1.0,43.0,57.0,79,57,,0.3899,1.8412,1.1278,1.5678,,0.0,2.2868,0.6734,0.6714,-0.31533333333333335,,0.3898,0.5968,0.1895,0.6034
Joel Armia 2020,Joel Armia,2020,R,26.336,75,216,43.0,57.0,79.0,57,68,0.3899,1.8412,1.1278,1.5678,1.625,0.0,2.2868,0.6734,0.6714,1.9098,1.0019,0.3898,0.5968,0.1895,0.6034,1.017
Joel Armia 2021,Joel Armia,2021,R,27.338,75,216,57.0,79.0,57.0,68,60,1.8412,1.1278,1.5678,1.625,1.5244,2.2868,0.6734,0.6714,1.9098,0.96,-0.4253499999999999,0.5968,0.1895,0.6034,1.017,0.3399
Joel Armia 2022,Joel Armia,2022,R,28.338,75,216,79.0,57.0,68.0,60,60,1.1278,1.5678,1.625,1.5244,1.4247,0.6734,0.6714,1.9098,0.96,0.7019,-0.35175,0.1895,0.6034,1.017,0.3399,0.3122
Joel Armia 2023,Joel Armia,2023,R,29.337,75,216,57.0,68.0,60.0,60,43,1.5678,1.625,1.5244,1.4247,2.0306,0.6714,1.9098,0.96,0.7019,0.6872,-0.373575,0.6034,1.017,0.3399,0.3122,0.0499
Phillip Danault 2018,Phillip Danault,2018,C,24.6,73,200,,2.0,51.0,82,52,,,0.6918,1.1226,1.8433,,,0.0,0.0,0.626,0.626,,,0.0,0.1406,0.1478
Phillip Danault 2019,Phillip Danault,2019,C,25.6,73,200,2.0,51.0,82.0,52,81,,0.6918,1.1226,1.8433,2.4973,,0.0,0.0,0.626,0.0,-0.20866666666666667,,0.0,0.1406,0.1478,0.2376
Phillip Danault 2020,Phillip Danault,2020,C,26.599,73,200,51.0,82.0,52.0,81,83,0.6918,1.1226,1.8433,2.4973,2.5178,0.0,0.0,0.626,0.0,0.0,-0.1565,0.0,0.1406,0.1478,0.2376,0.217
Phillip Danault 2021,Phillip Danault,2021,C,27.601,73,200,82.0,52.0,81.0,83,77,1.1226,1.8433,2.4973,2.5178,2.2934,0.0,0.626,0.0,0.0,0.0,-0.1565,0.1406,0.1478,0.2376,0.217,0.1824
Phillip Danault 2022,Phillip Danault,2022,C,28.6,73,200,52.0,81.0,83.0,77,79,1.8433,2.4973,2.5178,2.2934,1.7038,0.626,0.0,0.0,0.0,0.0,-0.1565,0.1478,0.2376,0.217,0.1824,0.3432
Phillip Danault 2023,Phillip Danault,2023,C,29.6,73,200,81.0,83.0,77.0,79,82,2.4973,2.5178,2.2934,1.7038,1.7335,0.0,0.0,0.0,0.0,0.0,0.0,0.2376,0.217,0.1824,0.3432,0.2123
Vladislav Namestnikov 2020,Vladislav Namestnikov,2020,C,26.856,72,179,80.0,74.0,81.0,78,76,0.0254,0.2993,0.0757,1.6455,1.7467,0.0,0.0,0.0,0.9349,2.1139,1.8801750000000002,0.0,0.7185,0.0,0.7481,0.5514
Vladislav Namestnikov 2021,Vladislav Namestnikov,2021,C,27.858,72,179,74.0,81.0,78.0,76,77,0.2993,0.0757,1.6455,1.7467,1.6802,0.0,0.0,0.9349,2.1139,0.0,-0.7622,0.7185,0.0,0.7481,0.5514,0.2442
Vladislav Namestnikov 2022,Vladislav Namestnikov,2022,C,28.858,72,179,81.0,78.0,76.0,77,75,0.0757,1.6455,1.7467,1.6802,1.412,0.0,0.9349,2.1139,0.0,0.5666,-0.1956,0.0,0.7481,0.5514,0.2442,0.1002
Barclay Goodrow 2020,Barclay Goodrow,2020,C,26.593,74,204,14.0,3.0,47.0,82,82,0.9369,0.4056,0.8645,1.4404,2.3976,0.0,0.0,1.4766,0.508,0.0,-0.49615,0.0,0.0,0.3414,0.401,0.1596
Barclay Goodrow 2021,Barclay Goodrow,2021,C,27.596,74,204,3.0,47.0,82.0,82,80,0.4056,0.8645,1.4404,2.3976,2.4327,0.0,1.4766,0.508,0.0,0.0,-0.49615,0.0,0.3414,0.401,0.1596,0.5256
Barclay Goodrow 2022,Barclay Goodrow,2022,C,28.595,74,204,47.0,82.0,82.0,80,79,0.8645,1.4404,2.3976,2.4327,2.3137,1.4766,0.508,0.0,0.0,0.3283,-0.16785,0.3414,0.401,0.1596,0.5256,0.4371
Barclay Goodrow 2023,Barclay Goodrow,2023,C,29.594,74,204,82.0,82.0,80.0,79,82,1.4404,2.3976,2.4327,2.3137,1.8016,0.508,0.0,0.0,0.3283,0.0,-0.209075,0.401,0.1596,0.5256,0.4371,0.2752
Luke Glendening 2015,Luke Glendening,2015,C,25.427,71,190,,,,56,82,,,,2.722,3.3815,,,,0.0,0.0,0.0,,,,0.3777,0.1468
Luke Glendening 2016,Luke Glendening,2016,C,26.426,71,190,,,56.0,82,81,,,2.722,3.3815,3.1381,,,0.0,0.0,0.0,0.0,,,0.3777,0.1468,0.1715
Luke Glendening 2017,Luke Glendening,2017,C,27.429,71,190,,56.0,82.0,81,74,,2.722,3.3815,3.1381,2.2547,,0.0,0.0,0.0,0.0,0.0,,0.3777,0.1468,0.1715,0.1306
Luke Glendening 2018,Luke Glendening,2018,C,28.428,71,190,56.0,82.0,81.0,74,69,2.722,3.3815,3.1381,2.2547,2.7169,0.0,0.0,0.0,0.0,0.6401,0.6401,0.3777,0.1468,0.1715,0.1306,0.3356
Luke Glendening 2019,Luke Glendening,2019,C,29.427,71,190,82.0,81.0,74.0,69,78,3.3815,3.1381,2.2547,2.7169,2.5314,0.0,0.0,0.0,0.6401,0.3039,0.143875,0.1468,0.1715,0.1306,0.3356,0.2416
Luke Glendening 2020,Luke Glendening,2020,C,30.427,71,190,81.0,74.0,69.0,78,70,3.1381,2.2547,2.7169,2.5314,2.8192,0.0,0.0,0.6401,0.3039,0.3547,0.11870000000000003,0.1715,0.1306,0.3356,0.2416,0.2772
Luke Glendening 2021,Luke Glendening,2021,C,31.429,71,190,74.0,69.0,78.0,70,79,2.2547,2.7169,2.5314,2.8192,2.4071,0.0,0.6401,0.3039,0.3547,0.0,-0.324675,0.1306,0.3356,0.2416,0.2772,0.0411
Luke Glendening 2022,Luke Glendening,2022,C,32.428,71,190,69.0,78.0,70.0,79,82,2.7169,2.5314,2.8192,2.4071,2.2339,0.6401,0.3039,0.3547,0.0,0.0,-0.324675,0.3356,0.2416,0.2772,0.0411,0.4512
Luke Glendening 2023,Luke Glendening,2023,C,33.427,71,190,78.0,70.0,79.0,82,70,2.5314,2.8192,2.4071,2.2339,2.2681,0.3039,0.3547,0.0,0.0,0.7558,0.5911500000000001,0.2416,0.2772,0.0411,0.4512,0.1813
Yanni Gourde 2019,Yanni Gourde,2019,C,26.796,69,174,,2.0,20.0,82,80,,,1.3925,1.0606,1.7483,,,2.1544,0.6899,0.429,-0.9931499999999998,,,0.6508,0.5102,0.5899
Yanni Gourde 2020,Yanni Gourde,2020,C,27.795,69,174,2.0,20.0,82.0,80,82,,1.3925,1.0606,1.7483,1.4386,,2.1544,0.6899,0.429,1.1917,0.10060000000000002,,0.6508,0.5102,0.5899,0.9434
Yanni Gourde 2021,Yanni Gourde,2021,C,28.798,69,174,20.0,82.0,80.0,82,82,1.3925,1.0606,1.7483,1.4386,1.4935,2.1544,0.6899,0.429,1.1917,0.0,-1.11625,0.6508,0.5102,0.5899,0.9434,0.4035
Yanni Gourde 2022,Yanni Gourde,2022,C,29.797,69,174,82.0,80.0,82.0,82,74,1.0606,1.7483,1.4386,1.4935,1.5718,0.6899,0.429,1.1917,0.0,0.5158,-0.06184999999999996,0.5102,0.5899,0.9434,0.4035,0.2633
Yanni Gourde 2023,Yanni Gourde,2023,C,30.796,69,174,80.0,82.0,82.0,74,81,1.7483,1.4386,1.4935,1.5718,2.0685,0.429,1.1917,0.0,0.5158,0.3581,-0.176025,0.5899,0.9434,0.4035,0.2633,0.5931
Brendan Gaunce 2019,Brendan Gaunce,2019,C,24.521,75,219,,20.0,57.0,37,3,,1.0808,0.486,1.8158,,,0.0,0.0,0.0,,,,1.3854,0.1918,0.5752,
Tanner Pearson 2017,Tanner Pearson,2017,L,24.143,73,201,,25.0,42.0,79,80,,0.1193,0.4615,1.1823,1.0835,,0.0,0.0,0.0,0.6922,0.6922,,0.0,0.402,0.0477,0.3724
Tanner Pearson 2018,Tanner Pearson,2018,L,25.142,73,201,25.0,42.0,79.0,80,82,0.1193,0.4615,1.1823,1.0835,1.0295,0.0,0.0,0.0,0.6922,0.0,-0.17305,0.0,0.402,0.0477,0.3724,0.1978
Tanner Pearson 2021,Tanner Pearson,2021,L,28.143,73,201,80.0,82.0,80.0,81,74,1.0835,1.0295,0.2677,1.0783,1.0768,0.6922,0.0,0.0,1.6129,0.0,-0.576275,0.3724,0.1978,0.4158,0.4489,0.0
Scott Laughton 2017,Scott Laughton,2017,C,22.341,73,190,8.0,,31.0,71,2,0.0467,,0.9602,0.7063,,0.0,,0.0,0.0,,,0.0,,0.1947,0.1733,
Scott Laughton 2019,Scott Laughton,2019,C,24.34,73,190,31.0,71.0,2.0,81,82,0.9602,0.7063,,1.0527,2.2545,0.0,0.0,,0.7037,0.0,-0.23456666666666667,0.1947,0.1733,,0.3482,0.7444
Scott Laughton 2020,Scott Laughton,2020,C,25.34,73,190,71.0,2.0,81.0,82,57,0.7063,,1.0527,2.2545,1.731,0.0,,0.7037,0.0,0.0,-0.23456666666666667,0.1733,,0.3482,0.7444,0.8453
Scott Laughton 2021,Scott Laughton,2021,C,26.342,73,190,2.0,81.0,82.0,57,77,,1.0527,2.2545,1.731,1.816,,0.7037,0.0,0.0,0.6234,0.38883333333333325,,0.3482,0.7444,0.8453,0.4139
Scott Laughton 2022,Scott Laughton,2022,C,27.341,73,190,81.0,82.0,57.0,77,67,1.0527,2.2545,1.731,1.816,1.7221,0.7037,0.0,0.0,0.6234,1.04,0.7082250000000001,0.3482,0.7444,0.8453,0.4139,0.5084
Scott Laughton 2023,Scott Laughton,2023,C,28.34,73,190,82.0,57.0,77.0,67,78,2.2545,1.731,1.816,1.7221,2.1797,0.0,0.0,0.6234,1.04,1.0587,0.6428499999999999,0.7444,0.8453,0.4139,0.5084,0.886
Mark Jankowski 2019,Mark Jankowski,2019,C,24.05,76,212,,,1.0,72,79,,,,1.0609,1.934,,,,1.571,1.9636,0.39260000000000006,,,,1.0205,0.8414
Mark Jankowski 2020,Mark Jankowski,2020,C,25.049,76,212,,1.0,72.0,79,66,,,1.0609,1.934,2.0568,,,1.571,1.9636,0.0,-1.7673,,,1.0205,0.8414,0.4808
Mark Jankowski 2021,Mark Jankowski,2021,C,26.051,76,212,1.0,72.0,79.0,66,65,,1.0609,1.934,2.0568,1.7581,,1.571,1.9636,0.0,0.0,-1.1782,,1.0205,0.8414,0.4808,0.363
Zemgus Girgensons 2015,Zemgus Girgensons,2015,L,20.737,74,200,,,,70,61,,,,1.7945,2.0686,,,,0.4776,1.4265,0.9489000000000001,,,,0.4163,0.4145
Zemgus Girgensons 2016,Zemgus Girgensons,2016,L,21.736,74,200,,,70.0,61,71,,,1.7945,2.0686,1.0594,,,0.4776,1.4265,0.0,-0.9520500000000001,,,0.4163,0.4145,0.0213
Zemgus Girgensons 2017,Zemgus Girgensons,2017,L,22.738,74,200,,70.0,61.0,71,75,,1.7945,2.0686,1.0594,1.1529,,0.4776,1.4265,0.0,0.0,-0.6347,,0.4163,0.4145,0.0213,0.2345
Zemgus Girgensons 2018,Zemgus Girgensons,2018,L,23.738,74,200,70.0,61.0,71.0,75,71,1.7945,2.0686,1.0594,1.1529,1.6282,0.4776,1.4265,0.0,0.0,1.0381,0.562075,0.4163,0.4145,0.0213,0.2345,0.4709
Zemgus Girgensons 2019,Zemgus Girgensons,2019,L,24.737,74,200,61.0,71.0,75.0,71,72,2.0686,1.0594,1.1529,1.6282,2.4046,1.4265,0.0,0.0,1.0381,0.0,-0.61615,0.4145,0.0213,0.2345,0.4709,0.0031
Zemgus Girgensons 2020,Zemgus Girgensons,2020,L,25.737,74,200,71.0,75.0,71.0,72,81,1.0594,1.1529,1.6282,2.4046,2.1295,0.0,0.0,1.0381,0.0,0.4083,0.148775,0.0213,0.2345,0.4709,0.0031,0.425
Zemgus Girgensons 2023,Zemgus Girgensons,2023,L,28.737,74,200,72.0,81.0,,56,80,2.4046,2.1295,,1.4548,1.4587,0.0,0.4083,,0.0,0.0,-0.1361,0.0031,0.425,,0.3471,0.3933
Tom Wilson 2017,Tom Wilson,2017,R,22.511,76,220,,82.0,67.0,82,82,,0.0276,0.0231,1.5854,2.0569,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0329,0.2406
Tom Wilson 2018,Tom Wilson,2018,R,23.511,76,220,82.0,67.0,82.0,82,78,0.0276,0.0231,1.5854,2.0569,1.7271,0.0,0.0,0.0,0.0,0.4454,0.4454,0.0,0.0,0.0329,0.2406,0.6869
Tom Wilson 2019,Tom Wilson,2019,R,24.51,76,220,67.0,82.0,82.0,78,63,0.0231,1.5854,2.0569,1.7271,2.2405,0.0,0.0,0.0,0.4454,0.8502,0.73885,0.0,0.0329,0.2406,0.6869,0.3379
Tom Wilson 2020,Tom Wilson,2020,R,25.509,76,220,82.0,82.0,78.0,63,80,1.5854,2.0569,1.7271,2.2405,2.0267,0.0,0.0,0.4454,0.8502,0.4354,0.11150000000000004,0.0329,0.2406,0.6869,0.3379,0.4183
Tom Wilson 2021,Tom Wilson,2021,R,26.511,76,220,82.0,78.0,63.0,80,68,2.0569,1.7271,2.2405,2.0267,1.5794,0.0,0.4454,0.8502,0.4354,0.8083,0.37555000000000005,0.2406,0.6869,0.3379,0.4183,0.9014
Tom Wilson 2022,Tom Wilson,2022,R,27.511,76,220,78.0,63.0,80.0,68,78,1.7271,2.2405,2.0267,1.5794,1.6147,0.4454,0.8502,0.4354,0.8083,0.9528,0.317975,0.6869,0.3379,0.4183,0.9014,0.8308
Tom Wilson 2023,Tom Wilson,2023,R,28.51,76,220,63.0,80.0,68.0,78,33,2.2405,2.0267,1.5794,1.6147,1.6949,0.8502,0.4354,0.8083,0.9528,0.0,-0.761675,0.3379,0.4183,0.9014,0.8308,0.2545
Tomas Hertl 2018,Tomas Hertl,2018,C,23.886,75,215,37.0,82.0,81.0,49,79,0.0153,0.012,0.0352,1.2075,1.5082,0.0,0.0,0.0,0.0,0.5036,0.5036,0.0,0.0,2.3158,0.0913,0.3072
Tomas Hertl 2019,Tomas Hertl,2019,C,24.885,75,215,82.0,81.0,49.0,79,77,0.012,0.0352,1.2075,1.5082,1.653,0.0,0.0,0.0,0.5036,0.4714,0.3455,0.0,2.3158,0.0913,0.3072,0.4384
Tomas Hertl 2020,Tomas Hertl,2020,C,25.884,75,215,81.0,49.0,79.0,77,56,0.0352,1.2075,1.5082,1.653,1.4736,0.0,0.0,0.5036,0.4714,1.6965,1.45275,2.3158,0.0913,0.3072,0.4384,0.3139
Tomas Hertl 2021,Tomas Hertl,2021,C,26.886,75,215,49.0,79.0,77.0,56,73,1.2075,1.5082,1.653,1.4736,1.7057,0.0,0.5036,0.4714,1.6965,0.7035,0.03562500000000002,0.0913,0.3072,0.4384,0.3139,0.4151
Tomas Hertl 2022,Tomas Hertl,2022,C,27.886,75,215,79.0,77.0,56.0,73,82,1.5082,1.653,1.4736,1.7057,1.552,0.5036,0.4714,1.6965,0.7035,0.0,-0.84375,0.3072,0.4384,0.3139,0.4151,0.5657
Teuvo Teravainen 2020,Teuvo Teravainen,2020,L,25.055,71,191,78.0,81.0,82.0,82,80,0.7714,0.0158,0.0096,0.8996,1.7789,0.0,0.0,0.0,0.8134,0.496,0.29264999999999997,0.2422,0.0,0.0,0.8887,0.6485
Teuvo Teravainen 2023,Teuvo Teravainen,2023,L,28.056,71,191,82.0,80.0,30.0,77,68,0.8996,1.7789,1.0381,1.5935,1.7814,0.8134,0.496,0.0,0.978,0.9906,0.41875000000000007,0.8887,0.6485,0.0257,0.5069,0.717
Filip Forsberg 2017,Filip Forsberg,2017,L,22.136,73,205,8.0,13.0,82.0,82,82,,,0.0234,1.7829,1.4502,,,0.0,0.4104,1.5137,1.3085,,,0.0,0.3906,0.391
Radek Faksa 2017,Radek Faksa,2017,C,22.728,75,225,,,,45,80,,,,1.3122,1.9829,,,,0.0,0.0,0.0,,,,0.2115,0.353
Radek Faksa 2018,Radek Faksa,2018,C,23.727,75,225,,,45.0,80,79,,,1.3122,1.9829,2.0038,,,0.0,0.0,0.379,0.379,,,0.2115,0.353,0.2836
Radek Faksa 2019,Radek Faksa,2019,C,24.726,75,225,,45.0,80.0,79,81,,1.3122,1.9829,2.0038,1.6132,,0.0,0.0,0.379,0.4592,0.33286666666666664,,0.2115,0.353,0.2836,0.4214
Radek Faksa 2020,Radek Faksa,2020,C,25.726,75,225,45.0,80.0,79.0,81,77,1.3122,1.9829,2.0038,1.6132,1.4611,0.0,0.0,0.379,0.4592,0.0,-0.20955000000000001,0.2115,0.353,0.2836,0.4214,0.1056
Radek Faksa 2021,Radek Faksa,2021,C,26.728,75,225,80.0,79.0,81.0,77,80,1.9829,2.0038,1.6132,1.4611,1.9539,0.0,0.379,0.4592,0.0,0.5583,0.34875,0.353,0.2836,0.4214,0.1056,0.0345
Radek Faksa 2022,Radek Faksa,2022,C,27.727,75,225,79.0,81.0,77.0,80,77,2.0038,1.6132,1.4611,1.9539,1.853,0.379,0.4592,0.0,0.5583,0.4205,0.07137499999999997,0.2836,0.4214,0.1056,0.0345,0.094
Radek Faksa 2023,Radek Faksa,2023,C,28.726,75,225,81.0,77.0,80.0,77,81,1.6132,1.4611,1.9539,1.853,1.8648,0.4592,0.0,0.5583,0.4205,0.3972,0.03770000000000001,0.4214,0.1056,0.0345,0.094,0.1501
Oskar Sundqvist 2020,Oskar Sundqvist,2020,C,25.526,75,220,18.0,10.0,42.0,74,67,0.4093,0.495,1.0083,1.6631,1.6415,8.1448,0.0,0.0,0.4875,0.6413,-1.5167750000000002,0.5397,1.2622,0.1341,0.5353,0.9713
Oskar Sundqvist 2021,Oskar Sundqvist,2021,C,26.528,75,220,10.0,42.0,74.0,67,41,0.495,1.0083,1.6631,1.6415,2.45,0.0,0.0,0.4875,0.6413,0.0,-0.2822,1.2622,0.1341,0.5353,0.9713,0.1408
Oskar Sundqvist 2022,Oskar Sundqvist,2022,C,27.527,75,220,42.0,74.0,67.0,41,59,1.0083,1.6631,1.6415,2.45,1.8093,0.0,0.4875,0.6413,0.0,0.0,-0.2822,0.1341,0.5353,0.9713,0.1408,0.2554
Oskar Sundqvist 2023,Oskar Sundqvist,2023,C,28.526,75,220,74.0,67.0,41.0,59,67,1.6631,1.6415,2.45,1.8093,0.7637,0.4875,0.6413,0.0,0.0,0.0,-0.2822,0.5353,0.9713,0.1408,0.2554,0.0555
Chandler Stephenson 2019,Chandler Stephenson,2019,C,24.444,72,209,,9.0,4.0,67,64,,0.0148,0.2375,1.3035,1.7714,,0.0,0.0,0.0,0.5293,0.5293,,0.0,0.0,0.31,0.465
Chandler Stephenson 2020,Chandler Stephenson,2020,C,25.444,72,209,9.0,4.0,67.0,64,76,0.0148,0.2375,1.3035,1.7714,1.1877,0.0,0.0,0.0,0.5293,1.5544,1.422075,0.0,0.0,0.31,0.465,0.8398
Chandler Stephenson 2021,Chandler Stephenson,2021,C,26.446,72,209,4.0,67.0,64.0,76,74,0.2375,1.3035,1.7714,1.1877,1.3052,0.0,0.0,0.5293,1.5544,0.9014,0.380475,0.0,0.31,0.465,0.8398,1.1665
Chandler Stephenson 2022,Chandler Stephenson,2022,C,27.445,72,209,67.0,64.0,76.0,74,79,1.3035,1.7714,1.1877,1.3052,1.5464,0.0,0.5293,1.5544,0.9014,0.4911,-0.25517500000000004,0.31,0.465,0.8398,1.1665,0.7872
Chandler Stephenson 2023,Chandler Stephenson,2023,C,28.444,72,209,64.0,76.0,74.0,79,81,1.7714,1.1877,1.3052,1.5464,1.408,0.5293,1.5544,0.9014,0.4911,0.5261,-0.34295,0.465,0.8398,1.1665,0.7872,0.6308
Devin Shore 2019,Devin Shore,2019,C,24.203,73,206,,3.0,82.0,82,76,,,0.1498,1.3996,1.2787,,,0.0,0.5228,1.2348,0.9733999999999998,,,0.2454,0.6784,0.1292
Devin Shore 2022,Devin Shore,2022,C,27.204,73,206,82.0,76.0,53.0,55,49,1.3996,1.2787,0.2433,1.189,1.166,0.5228,1.2348,0.0,1.3279,1.0502,0.278825,0.6784,0.1292,0.2753,0.5337,0.3078
Jujhar Khaira 2019,Jujhar Khaira,2019,L,24.135,76,212,,15.0,10.0,69,60,,,0.0233,1.493,1.1531,,,0.0,0.5824,0.8673,0.5761,,,0.0,0.1919,0.6542
Jujhar Khaira 2020,Jujhar Khaira,2020,L,25.134,76,212,15.0,10.0,69.0,60,75,,0.0233,1.493,1.1531,1.5667,,0.0,0.5824,0.8673,0.0,-0.48323333333333335,,0.0,0.1919,0.6542,0.3269
Jujhar Khaira 2021,Jujhar Khaira,2021,L,26.136,76,212,10.0,69.0,60.0,75,58,0.0233,1.493,1.1531,1.5667,1.9637,0.0,0.5824,0.8673,0.0,0.0,-0.362425,0.0,0.1919,0.6542,0.3269,0.4769
Jimmy Vesey 2020,Jimmy Vesey,2020,L,26.35,75,202,,80.0,79.0,81,75,,0.0058,0.1669,1.2947,0.9547,,0.0,0.0,0.0,0.982,0.982,,0.0,0.203,0.3573,0.5329
Jimmy Vesey 2021,Jimmy Vesey,2021,L,27.352,75,202,80.0,79.0,81.0,75,73,0.0058,0.1669,1.2947,0.9547,1.142,0.0,0.0,0.0,0.982,0.0,-0.2455,0.0,0.203,0.3573,0.5329,0.0859
Jimmy Vesey 2022,Jimmy Vesey,2022,L,28.351,75,202,79.0,81.0,75.0,73,68,0.1669,1.2947,0.9547,1.142,2.0184,0.0,0.0,0.982,0.0,0.8743,0.6288,0.203,0.3573,0.5329,0.0859,0.4419
Jimmy Vesey 2023,Jimmy Vesey,2023,L,29.351,75,202,81.0,75.0,73.0,68,81,1.2947,0.9547,1.142,2.0184,1.492,0.0,0.982,0.0,0.8743,0.4965,0.03242499999999998,0.3573,0.5329,0.0859,0.4419,0.4872
Chris Tierney 2017,Chris Tierney,2017,C,22.254,73,191,,,43.0,79,80,,,0.1124,1.5314,1.7881,,,0.0,0.4959,0.4194,0.17145,,,0.0,0.8798,0.2545
Chris Tierney 2018,Chris Tierney,2018,C,23.253,73,191,,43.0,79.0,80,82,,0.1124,1.5314,1.7881,1.5618,,0.0,0.4959,0.4194,0.4685,0.16340000000000005,,0.0,0.8798,0.2545,0.6474
Chris Tierney 2019,Chris Tierney,2019,C,24.253,73,191,43.0,79.0,80.0,82,81,0.1124,1.5314,1.7881,1.5618,1.6981,0.0,0.4959,0.4194,0.4685,0.0,-0.34595,0.0,0.8798,0.2545,0.6474,0.5621
Chris Tierney 2020,Chris Tierney,2020,C,25.252,73,191,79.0,80.0,82.0,81,83,1.5314,1.7881,1.5618,1.6981,2.3056,0.4959,0.4194,0.4685,0.0,1.4661,1.12015,0.8798,0.2545,0.6474,0.5621,0.6673
Chris Tierney 2021,Chris Tierney,2021,C,26.254,73,191,80.0,82.0,81.0,83,80,1.7881,1.5618,1.6981,2.3056,1.9964,0.4194,0.4685,0.0,1.4661,0.0,-0.5885,0.2545,0.6474,0.5621,0.6673,0.3571
