,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 PK ATOI,Y2 PK ATOI,Y3 PK ATOI,Y4 PK ATOI,Y5 PK ATOI,Y1 PK G/60,Y2 PK G/60,Y3 PK G/60,Y4 PK G/60,Y5 PK G/60,Y5 dPK G/60,Y1 PK ixG/60,Y2 PK ixG/60,Y3 PK ixG/60,Y4 PK ixG/60,Y5 PK ixG/60
Drew Miller 2012,Drew Miller,2012,L,27.62,74,183,26.0,27.0,80.0,67,80,0.8974,1.5969,1.7723,2.2269,2.0263,0.0,0.0,0.4232,0.4021,0.0,-0.206325,0.3357,0.1703,0.3142,0.1706,0.1631
Drew Miller 2013,Drew Miller,2013,L,28.622,74,183,27.0,80.0,67.0,80,75,1.5969,1.7723,2.2269,2.0263,2.3212,0.0,0.4232,0.4021,0.0,0.0,-0.206325,0.1703,0.3142,0.1706,0.1631,0.0671
Drew Miller 2014,Drew Miller,2014,L,29.622,74,183,80.0,67.0,80.0,75,82,1.7723,2.2269,2.0263,2.3212,3.011,0.4232,0.4021,0.0,0.0,0.0,-0.206325,0.3142,0.1706,0.1631,0.0671,0.0575
Drew Miller 2015,Drew Miller,2015,L,30.621,74,183,67.0,80.0,75.0,82,82,2.2269,2.0263,2.3212,3.011,3.1376,0.4021,0.0,0.0,0.0,0.2332,0.132675,0.1706,0.1631,0.0671,0.0575,0.2055
Drew Miller 2016,Drew Miller,2016,L,31.62,74,183,80.0,75.0,82.0,82,28,2.0263,2.3212,3.011,3.1376,2.9714,0.0,0.0,0.0,0.2332,0.0,-0.0583,0.1631,0.0671,0.0575,0.2055,0.053
Drew Miller 2017,Drew Miller,2017,L,32.622,74,183,75.0,82.0,82.0,28,55,2.3212,3.011,3.1376,2.9714,1.3612,0.0,0.0,0.2332,0.0,0.0,-0.0583,0.0671,0.0575,0.2055,0.053,0.1504
Lauri Korpikoski 2010,Lauri Korpikoski,2010,L,23.179,73,193,,,,68,71,,,,0.8157,1.8955,,,,0.0,0.0,0.0,,,,0.3964,0.4573
Lauri Korpikoski 2011,Lauri Korpikoski,2011,L,24.179,73,193,,,68.0,71,79,,,0.8157,1.8955,3.0367,,,0.0,0.0,0.5002,0.5002,,,0.3964,0.4573,0.1833
Lauri Korpikoski 2012,Lauri Korpikoski,2012,L,25.178,73,193,,68.0,71.0,79,82,,0.8157,1.8955,3.0367,2.613,,0.0,0.0,0.5002,0.56,0.39326666666666676,,0.3964,0.4573,0.1833,0.2394
Lauri Korpikoski 2013,Lauri Korpikoski,2013,L,26.18,73,193,68.0,71.0,79.0,82,61,0.8157,1.8955,3.0367,2.613,2.2181,0.0,0.0,0.5002,0.56,0.0,-0.26505,0.3964,0.4573,0.1833,0.2394,0.4527
Lauri Korpikoski 2014,Lauri Korpikoski,2014,L,27.179,73,193,71.0,79.0,82.0,61,64,1.8955,3.0367,2.613,2.2181,2.0362,0.0,0.5002,0.56,0.0,0.0,-0.26505,0.4573,0.1833,0.2394,0.4527,0.1612
Lauri Korpikoski 2015,Lauri Korpikoski,2015,L,28.179,73,193,79.0,82.0,61.0,64,69,3.0367,2.613,2.2181,2.0362,1.6795,0.5002,0.56,0.0,0.0,0.0,-0.26505,0.1833,0.2394,0.4527,0.1612,0.1644
Lauri Korpikoski 2016,Lauri Korpikoski,2016,L,29.178,73,193,82.0,61.0,64.0,69,71,2.613,2.2181,2.0362,1.6795,1.9915,0.56,0.0,0.0,0.0,0.4243,0.2843,0.2394,0.4527,0.1612,0.1644,0.152
Lauri Korpikoski 2017,Lauri Korpikoski,2017,L,30.18,73,193,61.0,64.0,69.0,71,69,2.2181,2.0362,1.6795,1.9915,1.3582,0.0,0.0,0.0,0.4243,0.0,-0.106075,0.4527,0.1612,0.1644,0.152,0.2137
Rene Bourque 2009,Rene Bourque,2009,R,26.81,74,217,,,,62,58,,,,2.4441,2.4017,,,,1.9798,0.4307,-1.5491,,,,0.4344,0.4274
Rene Bourque 2010,Rene Bourque,2010,R,27.809,74,217,,,62.0,58,73,,,2.4441,2.4017,1.7096,,,1.9798,0.4307,1.9231,0.7178500000000001,,,0.4344,0.4274,0.6476
Rene Bourque 2011,Rene Bourque,2011,R,28.808,74,217,,62.0,58.0,73,80,,2.4441,2.4017,1.7096,1.0729,,1.9798,0.4307,1.9231,0.699,-0.7455333333333335,,0.4344,0.4274,0.6476,0.2255
Rene Bourque 2012,Rene Bourque,2012,R,29.808,74,217,62.0,58.0,73.0,80,76,2.4441,2.4017,1.7096,1.0729,1.8452,1.9798,0.4307,1.9231,0.699,0.4279,-0.8302500000000002,0.4344,0.4274,0.6476,0.2255,0.3762
Mason Raymond 2010,Mason Raymond,2010,L,24.039,73,179,,,49.0,72,82,,,0.0626,0.8074,1.5758,,,0.0,0.0,0.0,0.0,,,0.0,0.2463,0.3877
Mason Raymond 2011,Mason Raymond,2011,L,25.038,73,179,,49.0,72.0,82,70,,0.0626,0.8074,1.5758,1.0829,,0.0,0.0,0.0,0.7916,0.7916,,0.0,0.2463,0.3877,0.4407
Mason Raymond 2012,Mason Raymond,2012,L,26.038,73,179,49.0,72.0,82.0,70,55,0.0626,0.8074,1.5758,1.0829,0.9164,0.0,0.0,0.0,0.7916,1.1905,0.9925999999999999,0.0,0.2463,0.3877,0.4407,0.4102
Mason Raymond 2013,Mason Raymond,2013,L,27.04,73,179,72.0,82.0,70.0,55,78,0.8074,1.5758,1.0829,0.9164,1.0841,0.0,0.0,0.7916,1.1905,0.0,-0.495525,0.2463,0.3877,0.4407,0.4102,0.2552
Mason Raymond 2014,Mason Raymond,2014,L,28.039,73,179,82.0,70.0,55.0,78,82,1.5758,1.0829,0.9164,1.0841,1.3634,0.0,0.7916,1.1905,0.0,0.5367,0.04117499999999996,0.3877,0.4407,0.4102,0.2552,0.4196
Jack Skille 2014,Jack Skille,2014,R,26.372,73,216,6.0,62.0,46.0,68,16,,0.0581,0.3587,1.0954,,,0.0,3.6364,0.0,,,,1.0035,1.814,0.424,
Chris VandeVelde 2016,Chris VandeVelde,2016,C,28.548,74,190,5.0,18.0,18.0,72,79,1.8967,1.0,1.5991,1.6924,2.2907,0.0,0.0,0.0,0.0,0.3316,0.3316,0.0,0.0,0.2005,0.1777,0.1701
Chris VandeVelde 2017,Chris VandeVelde,2017,C,29.55,74,190,18.0,18.0,72.0,79,81,1.0,1.5991,1.6924,2.2907,2.4922,0.0,0.0,0.0,0.3316,0.0,-0.0829,0.0,0.2005,0.1777,0.1701,0.0596
Andrew Desjardins 2013,Andrew Desjardins,2013,"C, L",26.183,73,195,,,17.0,76,71,,,0.2608,0.8417,1.154,,,0.0,0.0,0.0,0.0,,,0.0,0.0271,0.0
Andrew Desjardins 2014,Andrew Desjardins,2014,"C, L",27.182,73,195,,17.0,76.0,71,81,,0.2608,0.8417,1.154,1.2099,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0271,0.0,0.3363
Andrew Desjardins 2015,Andrew Desjardins,2015,"C, L",28.181,73,195,17.0,76.0,71.0,81,69,0.2608,0.8417,1.154,1.2099,1.0889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0271,0.0,0.3363,0.2216
Andrew Desjardins 2016,Andrew Desjardins,2016,"C, L",29.181,73,195,76.0,71.0,81.0,69,77,0.8417,1.154,1.2099,1.0889,1.7981,0.0,0.0,0.0,0.0,0.0,0.0,0.0271,0.0,0.3363,0.2216,0.1077
Viktor Stalberg 2017,Viktor Stalberg,2017,L,30.706,75,209,80.0,70.0,25.0,75,75,0.0504,0.0486,0.032,1.2651,1.3689,0.0,0.0,0.0,0.0,1.1688,1.1688,0.0,0.0,0.0,0.7326,0.6113
Dwight King 2015,Dwight King,2015,L,25.241,76,229,6.0,27.0,80.0,77,81,,0.037,0.0238,1.2829,0.8846,,0.0,0.0,1.8222,0.0,-0.6074,,0.0,0.0,0.4142,0.3921
Dwight King 2016,Dwight King,2016,L,26.24,76,229,27.0,80.0,77.0,81,47,0.037,0.0238,1.2829,0.8846,1.278,0.0,0.0,1.8222,0.0,0.0,-0.45555,0.0,0.0,0.4142,0.3921,0.0
Dwight King 2017,Dwight King,2017,L,27.242,76,229,80.0,77.0,81.0,47,80,0.0238,1.2829,0.8846,1.278,1.3758,0.0,1.8222,0.0,0.0,0.0,-0.45555,0.0,0.4142,0.3921,0.0,0.2275
Ben Smith 2015,Ben Smith,2015,R,26.224,71,203,6.0,13.0,1.0,75,80,0.1028,0.3038,1.5167,1.2764,2.1196,0.0,0.0,0.0,0.0,0.0,0.0,9.2479,0.0,0.0,0.2323,0.1312
Ryan Garbutt 2015,Ryan Garbutt,2015,C,29.137,72,195,,20.0,61.0,75,67,,0.1133,0.7255,1.3707,1.5493,,0.0,0.0,1.1673,0.578,0.18889999999999996,,0.0,0.4848,0.6964,0.7647
Ryan Garbutt 2016,Ryan Garbutt,2016,C,30.136,72,195,20.0,61.0,75.0,67,80,0.1133,0.7255,1.3707,1.5493,0.6479,0.0,0.0,1.1673,0.578,1.1576,0.721275,0.0,0.4848,0.6964,0.7647,0.6013
Brian Flynn 2015,Brian Flynn,2015,C,26.183,73,185,,,44.0,79,63,,,1.0147,2.3238,1.859,,,2.2742,0.3268,0.0,-1.3005,,,0.2367,0.3247,0.2908
Brian Flynn 2016,Brian Flynn,2016,C,27.182,73,185,,44.0,79.0,63,56,,1.0147,2.3238,1.859,1.5994,,2.2742,0.3268,0.0,0.6699,-0.19709999999999994,,0.2367,0.3247,0.2908,0.1521
Brian Flynn 2017,Brian Flynn,2017,C,28.184,73,185,44.0,79.0,63.0,56,51,1.0147,2.3238,1.859,1.5994,1.4876,2.2742,0.3268,0.0,0.6699,0.0,-0.817725,0.2367,0.3247,0.2908,0.1521,0.1197
Patrik Elias 2009,Patrik Elias,2009,C,32.469,73,190,,,,74,77,,,,1.6255,1.8829,,,,0.0,0.8277,0.8277,,,,0.4669,0.841
Patrik Elias 2010,Patrik Elias,2010,C,33.468,73,190,,,74.0,77,58,,,1.6255,1.8829,0.8787,,,0.0,0.8277,1.1772,0.76335,,,0.4669,0.841,1.1332
Patrik Elias 2011,Patrik Elias,2011,C,34.468,73,190,,74.0,77.0,58,81,,1.6255,1.8829,0.8787,2.1237,,0.0,0.8277,1.1772,0.3488,-0.3195,,0.4669,0.841,1.1332,0.5363
Patrik Elias 2012,Patrik Elias,2012,C,35.467,73,190,74.0,77.0,58.0,81,81,1.6255,1.8829,0.8787,2.1237,1.7835,0.0,0.8277,1.1772,0.3488,0.8306,0.24217500000000003,0.4669,0.841,1.1332,0.5363,0.3443
Patrik Elias 2013,Patrik Elias,2013,C,36.469,73,190,77.0,58.0,81.0,81,82,1.8829,0.8787,2.1237,1.7835,1.666,0.8277,1.1772,0.3488,0.8306,0.7503,-0.04577500000000001,0.841,1.1332,0.5363,0.3443,0.6019
Patrik Elias 2014,Patrik Elias,2014,C,37.469,73,190,58.0,81.0,81.0,82,65,0.8787,2.1237,1.7835,1.666,1.8579,1.1772,0.3488,0.8306,0.7503,0.9937,0.21697500000000003,1.1332,0.5363,0.3443,0.6019,0.1461
Patrik Elias 2015,Patrik Elias,2015,C,38.468,73,190,81.0,81.0,82.0,65,69,2.1237,1.7835,1.666,1.8579,1.8072,0.3488,0.8306,0.7503,0.9937,0.0,-0.73085,0.5363,0.3443,0.6019,0.1461,0.521
Dainius Zubrus 2012,Dainius Zubrus,2012,C,33.293,77,225,82.0,82.0,51.0,79,82,0.1175,0.0665,0.6147,0.6483,2.0193,0.0,0.0,0.0,0.0,1.0871,1.0871,0.0,0.0,0.0786,0.0,0.353
Dainius Zubrus 2013,Dainius Zubrus,2013,C,34.295,77,225,82.0,51.0,79.0,82,37,0.0665,0.6147,0.6483,2.0193,1.7568,0.0,0.0,0.0,1.0871,0.0,-0.271775,0.0,0.0786,0.0,0.353,0.2707
Dainius Zubrus 2014,Dainius Zubrus,2014,C,35.295,77,225,51.0,79.0,82.0,37,82,0.6147,0.6483,2.0193,1.7568,2.162,0.0,0.0,1.0871,0.0,0.0,-0.271775,0.0786,0.0,0.353,0.2707,0.1701
Dainius Zubrus 2015,Dainius Zubrus,2015,C,36.294,77,225,79.0,82.0,37.0,82,74,0.6483,2.0193,1.7568,2.162,1.3673,0.0,1.0871,0.0,0.0,0.0,-0.271775,0.0,0.353,0.2707,0.1701,0.5231
Dainius Zubrus 2016,Dainius Zubrus,2016,C,37.293,77,225,82.0,37.0,82.0,74,50,2.0193,1.7568,2.162,1.3673,1.0027,1.0871,0.0,0.0,0.0,0.0,-0.271775,0.353,0.2707,0.1701,0.5231,0.0
Pascal Dupuis 2009,Pascal Dupuis,2009,R,29.487,73,205,,,,78,71,,,,2.61,2.6784,,,,0.8842,0.0,-0.8842,,,,0.8397,0.4118
Pascal Dupuis 2010,Pascal Dupuis,2010,R,30.487,73,205,,,78.0,71,81,,,2.61,2.6784,2.0784,,,0.8842,0.0,0.0,-0.4421,,,0.8397,0.4118,0.6756
Pascal Dupuis 2011,Pascal Dupuis,2011,R,31.486,73,205,,78.0,71.0,81,81,,2.61,2.6784,2.0784,2.4111,,0.8842,0.0,0.0,1.2289,0.9341666666666668,,0.8397,0.4118,0.6756,0.4974
Pascal Dupuis 2012,Pascal Dupuis,2012,R,32.485,73,205,78.0,71.0,81.0,81,82,2.61,2.6784,2.0784,2.4111,2.2878,0.8842,0.0,0.0,1.2289,0.9595,0.43122499999999997,0.8397,0.4118,0.6756,0.4974,0.5219
Pascal Dupuis 2013,Pascal Dupuis,2013,R,33.488,73,205,71.0,81.0,81.0,82,82,2.6784,2.0784,2.4111,2.2878,1.9274,0.0,0.0,1.2289,0.9595,0.6485,0.10139999999999993,0.4118,0.6756,0.4974,0.5219,0.2361
Pascal Dupuis 2014,Pascal Dupuis,2014,R,34.487,73,205,81.0,81.0,82.0,82,39,2.0784,2.4111,2.2878,1.9274,1.9936,0.0,1.2289,0.9595,0.6485,0.0,-0.709225,0.6756,0.4974,0.5219,0.2361,0.0485
Vincent Lecavalier 2009,Vincent Lecavalier,2009,C,28.447,76,215,,,,81,77,,,,1.5702,1.4366,,,,0.4718,0.5424,0.0706,,,,0.9902,0.4285
Vincent Lecavalier 2010,Vincent Lecavalier,2010,C,29.446,76,215,,,81.0,77,82,,,1.5702,1.4366,0.689,,,0.4718,0.5424,0.0,-0.5071,,,0.9902,0.4285,0.8748
David Legwand 2009,David Legwand,2009,C,28.124,74,207,,,,65,73,,,,1.9485,2.0963,,,,0.0,1.1762,1.1762,,,,0.7839,1.2975
David Legwand 2010,David Legwand,2010,C,29.123,74,207,,,65.0,73,82,,,1.9485,2.0963,1.8866,,,0.0,1.1762,0.3878,-0.20029999999999998,,,0.7839,1.2975,0.8188
David Legwand 2011,David Legwand,2011,C,30.123,74,207,,65.0,73.0,82,64,,1.9485,2.0963,1.8866,2.0326,,0.0,1.1762,0.3878,0.9225,0.40116666666666667,,0.7839,1.2975,0.8188,0.8001
David Legwand 2012,David Legwand,2012,C,31.122,74,207,65.0,73.0,82.0,64,78,1.9485,2.0963,1.8866,2.0326,1.3032,0.0,1.1762,0.3878,0.9225,0.0,-0.621625,0.7839,1.2975,0.8188,0.8001,0.0471
David Legwand 2013,David Legwand,2013,C,32.124,74,207,73.0,82.0,64.0,78,82,2.0963,1.8866,2.0326,1.3032,1.0802,1.1762,0.3878,0.9225,0.0,0.0,-0.621625,1.2975,0.8188,0.8001,0.0471,0.3434
David Legwand 2016,David Legwand,2016,C,35.122,74,207,78.0,82.0,83.0,80,79,1.3032,1.0802,0.1231,1.6948,2.4428,0.0,0.0,0.0,0.0,0.3109,0.3109,0.0471,0.3434,0.0,0.4242,0.3513
Alex Tanguay 2012,Alex Tanguay,2012,L,31.861,73,194,78.0,50.0,80.0,79,64,1.669,0.386,0.2417,1.2772,1.3542,0.9218,0.0,0.0,0.0,0.6923,0.46185000000000004,0.9897,2.0397,0.3702,0.3547,0.5162
Alex Tanguay 2013,Alex Tanguay,2013,L,32.863,73,194,50.0,80.0,79.0,64,68,0.386,0.2417,1.2772,1.3542,1.2937,0.0,0.0,0.0,0.6923,1.1594,0.986325,2.0397,0.3702,0.3547,0.5162,0.2074
Scott Gomez 2009,Scott Gomez,2009,C,28.776,71,200,,,,81,77,,,,0.8187,1.2742,,,,0.0,0.6115,0.6115,,,,0.1101,0.4997
Scott Gomez 2010,Scott Gomez,2010,C,29.775,71,200,,,81.0,77,78,,,0.8187,1.2742,2.0355,,,0.0,0.6115,0.0,-0.30575,,,0.1101,0.4997,0.2345
Scott Gomez 2011,Scott Gomez,2011,C,30.774,71,200,,81.0,77.0,78,80,,0.8187,1.2742,2.0355,0.9796,,0.0,0.6115,0.0,0.0,-0.20383333333333334,,0.1101,0.4997,0.2345,0.1331
Brad Richards 2009,Brad Richards,2009,C,28.417,72,199,,,,74,56,,,,2.2883,2.0911,,,,0.7087,0.0,-0.7087,,,,0.5778,0.2066
Shawn Horcoff 2009,Shawn Horcoff,2009,C,30.041,73,210,,,,53,80,,,,2.7604,3.2396,,,,0.0,0.0,0.0,,,,0.2228,0.1188
Shawn Horcoff 2010,Shawn Horcoff,2010,C,31.04,73,210,,,53.0,80,77,,,2.7604,3.2396,2.3866,,,0.0,0.0,0.0,0.0,,,0.2228,0.1188,0.2266
Shawn Horcoff 2011,Shawn Horcoff,2011,C,32.039,73,210,,53.0,80.0,77,47,,2.7604,3.2396,2.3866,1.5599,,0.0,0.0,0.0,0.0,0.0,,0.2228,0.1188,0.2266,0.3374
Shawn Horcoff 2012,Shawn Horcoff,2012,C,33.039,73,210,53.0,80.0,77.0,47,81,2.7604,3.2396,2.3866,1.5599,2.6603,0.0,0.0,0.0,0.0,0.0,0.0,0.2228,0.1188,0.2266,0.3374,0.3052
Shawn Horcoff 2013,Shawn Horcoff,2013,C,34.041,73,210,80.0,77.0,47.0,81,52,3.2396,2.3866,1.5599,2.6603,2.5011,0.0,0.0,0.0,0.0,0.0,0.0,0.1188,0.2266,0.3374,0.3052,0.07
Shawn Horcoff 2014,Shawn Horcoff,2014,C,35.04,73,210,77.0,47.0,81.0,52,77,2.3866,1.5599,2.6603,2.5011,1.174,0.0,0.0,0.0,0.0,0.6637,0.6637,0.2266,0.3374,0.3052,0.07,0.3271
Shawn Horcoff 2015,Shawn Horcoff,2015,C,36.039,73,210,47.0,81.0,52.0,77,76,1.5599,2.6603,2.5011,1.174,0.8982,0.0,0.0,0.0,0.6637,0.0,-0.165925,0.3374,0.3052,0.07,0.3271,0.1061
Shawn Horcoff 2016,Shawn Horcoff,2016,C,37.039,73,210,81.0,52.0,77.0,76,59,2.6603,2.5011,1.174,0.8982,1.6071,0.0,0.0,0.6637,0.0,0.6328,0.46687500000000004,0.3052,0.07,0.3271,0.1061,0.3755
Pavel Datsyuk 2009,Pavel Datsyuk,2009,C,30.202,71,188,,,,82,81,,,,1.8183,1.6391,,,,0.4024,0.4519,0.049500000000000044,,,,0.5012,0.5103
Pavel Datsyuk 2010,Pavel Datsyuk,2010,C,31.201,71,188,,,82.0,81,80,,,1.8183,1.6391,0.7423,,,0.4024,0.4519,0.0,-0.42715000000000003,,,0.5012,0.5103,0.3645
Pavel Datsyuk 2013,Pavel Datsyuk,2013,C,34.202,71,188,81.0,80.0,56.0,70,80,1.6391,0.7423,0.6664,1.2179,1.4351,0.4519,0.0,1.6079,0.0,0.0,-0.51495,0.5103,0.3645,1.8901,0.1229,0.4141
Jarret Stoll 2009,Jarret Stoll,2009,C,26.273,73,216,,,,81,74,,,,2.8486,2.2615,,,,0.7801,0.0,-0.7801,,,,0.2334,0.0824
Jarret Stoll 2010,Jarret Stoll,2010,C,27.272,73,216,,,81.0,74,73,,,2.8486,2.2615,1.9053,,,0.7801,0.0,0.0,-0.39005,,,0.2334,0.0824,0.3232
Jarret Stoll 2011,Jarret Stoll,2011,C,28.272,73,216,,81.0,74.0,73,82,,2.8486,2.2615,1.9053,1.4878,,0.7801,0.0,0.0,0.4918,0.23176666666666668,,0.2334,0.0824,0.3232,0.1679
Jarret Stoll 2012,Jarret Stoll,2012,C,29.271,73,216,81.0,74.0,73.0,82,78,2.8486,2.2615,1.9053,1.4878,2.0536,0.7801,0.0,0.0,0.4918,0.0,-0.317975,0.2334,0.0824,0.3232,0.1679,0.0278
Jarret Stoll 2013,Jarret Stoll,2013,C,30.273,73,216,74.0,73.0,82.0,78,82,2.2615,1.9053,1.4878,2.0536,2.0764,0.0,0.0,0.4918,0.0,0.602,0.47905,0.0824,0.3232,0.1679,0.0278,0.1429
Jarret Stoll 2014,Jarret Stoll,2014,C,31.273,73,216,73.0,82.0,78.0,82,78,1.9053,1.4878,2.0536,2.0764,2.1177,0.0,0.4918,0.0,0.602,0.0,-0.27344999999999997,0.3232,0.1679,0.0278,0.1429,0.1078
Jarret Stoll 2015,Jarret Stoll,2015,C,32.272,73,216,82.0,78.0,82.0,78,73,1.4878,2.0536,2.0764,2.1177,1.5046,0.4918,0.0,0.602,0.0,0.0,-0.27344999999999997,0.1679,0.0278,0.1429,0.1078,0.1256
Jarret Stoll 2016,Jarret Stoll,2016,C,33.271,73,216,78.0,82.0,78.0,73,80,2.0536,2.0764,2.1177,1.5046,1.7806,0.0,0.602,0.0,0.0,0.0,-0.1505,0.0278,0.1429,0.1078,0.1256,0.2
Travis Moen 2009,Travis Moen,2009,L,26.489,74,215,,,,77,82,,,,2.79,2.3626,,,,0.2793,0.9291,0.6498,,,,0.2705,0.21
Travis Moen 2010,Travis Moen,2010,L,27.489,74,215,,,77.0,82,81,,,2.79,2.3626,2.3741,,,0.2793,0.9291,0.624,0.01979999999999993,,,0.2705,0.21,0.3605
Travis Moen 2011,Travis Moen,2011,L,28.488,74,215,,77.0,82.0,81,79,,2.79,2.3626,2.3741,2.3238,,0.2793,0.9291,0.624,0.3268,-0.28400000000000003,,0.2705,0.21,0.3605,0.1628
Travis Moen 2012,Travis Moen,2012,L,29.487,74,215,77.0,82.0,81.0,79,48,2.79,2.3626,2.3741,2.3238,2.3705,0.2793,0.9291,0.624,0.3268,0.5273,-0.012500000000000067,0.2705,0.21,0.3605,0.1628,0.1313
Travis Moen 2013,Travis Moen,2013,L,30.49,74,215,82.0,81.0,79.0,48,76,2.3626,2.3741,2.3238,2.3705,2.2537,0.9291,0.624,0.3268,0.5273,0.0,-0.6018,0.21,0.3605,0.1628,0.1313,0.0368
Travis Moen 2014,Travis Moen,2014,L,31.489,74,215,81.0,79.0,48.0,76,65,2.3741,2.3238,2.3705,2.2537,2.5533,0.624,0.3268,0.5273,0.0,0.0,-0.369525,0.3605,0.1628,0.1313,0.0368,0.4151
Paul Gaustad 2009,Paul Gaustad,2009,C,26.659,77,227,,,,82,62,,,,1.588,2.1984,,,,0.0,0.4402,0.4402,,,,0.2293,0.149
Paul Gaustad 2010,Paul Gaustad,2010,C,27.659,77,227,,,82.0,62,65,,,1.588,2.1984,1.6379,,,0.0,0.4402,0.0,-0.2201,,,0.2293,0.149,0.0392
Paul Gaustad 2011,Paul Gaustad,2011,C,28.658,77,227,,82.0,62.0,65,81,,1.588,2.1984,1.6379,2.0292,,0.0,0.4402,0.0,0.0,-0.14673333333333333,,0.2293,0.149,0.0392,0.1235
Paul Gaustad 2012,Paul Gaustad,2012,C,29.657,77,227,82.0,62.0,65.0,81,70,1.588,2.1984,1.6379,2.0292,2.7555,0.0,0.4402,0.0,0.0,0.0,-0.11005,0.2293,0.149,0.0392,0.1235,0.0371
Paul Gaustad 2013,Paul Gaustad,2013,C,30.659,77,227,62.0,65.0,81.0,70,39,2.1984,1.6379,2.0292,2.7555,2.4159,0.4402,0.0,0.0,0.0,0.0,-0.11005,0.149,0.0392,0.1235,0.0371,0.0967
Paul Gaustad 2014,Paul Gaustad,2014,C,31.659,77,227,65.0,81.0,70.0,39,75,1.6379,2.0292,2.7555,2.4159,2.4787,0.0,0.0,0.0,0.0,0.0,0.0,0.0392,0.1235,0.0371,0.0967,0.0931
Paul Gaustad 2015,Paul Gaustad,2015,C,32.658,77,227,81.0,70.0,39.0,75,73,2.0292,2.7555,2.4159,2.4787,2.2516,0.0,0.0,0.0,0.0,0.0,0.0,0.1235,0.0371,0.0967,0.0931,0.0145
Paul Gaustad 2016,Paul Gaustad,2016,C,33.657,77,227,70.0,39.0,75.0,73,63,2.7555,2.4159,2.4787,2.2516,1.8405,0.0,0.0,0.0,0.0,0.5175,0.5175,0.0371,0.0967,0.0931,0.0145,0.278
R.J. Umberger 2009,R.J. Umberger,2009,C,26.416,74,214,,,,74,82,,,,2.5673,1.9252,,,,0.0,0.0,0.0,,,,0.254,0.3752
R.J. Umberger 2010,R.J. Umberger,2010,C,27.415,74,214,,,74.0,82,82,,,2.5673,1.9252,2.2341,,,0.0,0.0,0.3275,0.3275,,,0.254,0.3752,0.5507
R.J. Umberger 2011,R.J. Umberger,2011,C,28.414,74,214,,74.0,82.0,82,82,,2.5673,1.9252,2.2341,1.9868,,0.0,0.0,0.3275,1.1049,0.9957333333333334,,0.254,0.3752,0.5507,0.3804
R.J. Umberger 2012,R.J. Umberger,2012,C,29.414,74,214,74.0,82.0,82.0,82,77,2.5673,1.9252,2.2341,1.9868,1.0303,0.0,0.0,0.3275,1.1049,0.0,-0.3581,0.254,0.3752,0.5507,0.3804,0.3663
R.J. Umberger 2013,R.J. Umberger,2013,C,30.416,74,214,82.0,82.0,82.0,77,82,1.9252,2.2341,1.9868,1.0303,1.0326,0.0,0.3275,1.1049,0.0,0.0,-0.3581,0.3752,0.5507,0.3804,0.3663,0.354
R.J. Umberger 2014,R.J. Umberger,2014,C,31.415,74,214,82.0,82.0,77.0,82,74,2.2341,1.9868,1.0303,1.0326,1.1236,0.3275,1.1049,0.0,0.0,0.7216,0.36350000000000005,0.5507,0.3804,0.3663,0.354,0.2572
R.J. Umberger 2015,R.J. Umberger,2015,C,32.414,74,214,82.0,77.0,82.0,74,67,1.9868,1.0303,1.0326,1.1236,0.9789,1.1049,0.0,0.0,0.7216,0.0,-0.456625,0.3804,0.3663,0.354,0.2572,0.0836
Tomas Fleischmann 2010,Tomas Fleischmann,2010,L,25.378,73,192,,,75.0,73,69,,,0.0107,1.4605,1.1775,,,0.0,0.0,0.0,0.0,,,0.0,0.1425,0.085
Tomas Fleischmann 2014,Tomas Fleischmann,2014,L,29.378,73,192,69.0,45.0,82.0,82,80,1.1775,0.2093,0.1535,0.8712,1.0658,0.0,0.0,0.0,1.4348,0.0,-0.3587,0.085,0.0,0.0732,0.5615,0.0918
Tomas Fleischmann 2015,Tomas Fleischmann,2015,L,30.377,73,192,45.0,82.0,82.0,80,66,0.2093,0.1535,0.8712,1.0658,0.8402,0.0,0.0,1.4348,0.0,0.0,-0.3587,0.0,0.0732,0.5615,0.0918,0.2657
Tomas Fleischmann 2016,Tomas Fleischmann,2016,L,31.377,73,192,82.0,82.0,80.0,66,76,0.1535,0.8712,1.0658,0.8402,1.4761,0.0,1.4348,0.0,0.0,0.5348,0.17610000000000003,0.0732,0.5615,0.0918,0.2657,0.1805
Alexander Semin 2010,Alexander Semin,2010,R,25.58,74,211,,,63.0,62,73,,,0.0439,1.5245,0.9817,,,0.0,0.0,1.6744,1.6744,,,0.0,0.5854,1.1398
Alexander Semin 2011,Alexander Semin,2011,R,26.58,74,211,,63.0,62.0,73,65,,0.0439,1.5245,0.9817,0.9377,,0.0,0.0,1.6744,0.9844,0.4262666666666667,,0.0,0.5854,1.1398,0.8905
Gregory Campbell 2009,Gregory Campbell,2009,C,24.792,72,188,,,,81,77,,,,2.6002,2.4649,,,,0.5698,0.0,-0.5698,,,,0.492,0.2004
