,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 PP ATOI,Y2 PP ATOI,Y3 PP ATOI,Y4 PP ATOI,Y5 PP ATOI,Y5 dPP ATOI
Wayne Simmonds 2019,Wayne Simmonds,2019,R,30.098,74,184,75.0,81.0,82.0,75,79,3.1531,3.6218,3.6963,3.3149,2.7555,-0.6910249999999998
Wayne Simmonds 2020,Wayne Simmonds,2020,R,31.097,74,184,81.0,82.0,75.0,79,80,3.6218,3.6963,3.3149,2.7555,2.5728,-0.7743250000000002
Wayne Simmonds 2021,Wayne Simmonds,2021,R,32.099,74,184,82.0,75.0,79.0,80,55,3.6963,3.3149,2.7555,2.5728,1.811,-1.2738750000000003
Wayne Simmonds 2022,Wayne Simmonds,2022,R,33.099,74,184,75.0,79.0,80.0,55,72,3.3149,2.7555,2.5728,1.811,0.2396,-2.3739500000000002
Steven Stamkos 2012,Steven Stamkos,2012,C,21.646,72,182,,79.0,82.0,82,82,,2.8643,4.6341,4.5776,3.7917,-0.23363333333333314
Steven Stamkos 2013,Steven Stamkos,2013,C,22.648,72,182,79.0,82.0,82.0,82,82,2.8643,4.6341,4.5776,3.7917,3.7733,-0.19362500000000038
Steven Stamkos 2021,Steven Stamkos,2021,C,30.648,72,182,17.0,78.0,82.0,67,55,3.3118,3.4361,3.6236,3.2684,3.5658,0.15582499999999966
Steven Stamkos 2022,Steven Stamkos,2022,C,31.648,72,182,78.0,82.0,67.0,55,81,3.4361,3.6236,3.2684,3.5658,3.6642,0.19072500000000003
Steven Stamkos 2023,Steven Stamkos,2023,C,32.647,72,182,82.0,67.0,55.0,81,81,3.6236,3.2684,3.5658,3.6642,3.9747,0.44419999999999993
Josh Bailey 2012,Josh Bailey,2012,R,21.996,73,200,,68.0,73.0,70,80,,3.1973,2.1263,2.3867,1.209,-1.3611
Josh Bailey 2013,Josh Bailey,2013,R,22.999,73,200,68.0,73.0,70.0,80,64,3.1973,2.1263,2.3867,1.209,1.3075,-0.9223249999999998
Josh Bailey 2014,Josh Bailey,2014,R,23.998,73,200,73.0,70.0,80.0,64,77,2.1263,2.3867,1.209,1.3075,1.8374,0.08002499999999979
Josh Bailey 2015,Josh Bailey,2015,R,24.997,73,200,70.0,80.0,64.0,77,70,2.3867,1.209,1.3075,1.8374,1.6445,-0.04064999999999985
Josh Bailey 2016,Josh Bailey,2016,R,25.997,73,200,80.0,64.0,77.0,70,81,1.209,1.3075,1.8374,1.6445,1.4432,-0.056400000000000006
Josh Bailey 2017,Josh Bailey,2017,R,26.999,73,200,64.0,77.0,70.0,81,82,1.3075,1.8374,1.6445,1.4432,2.7911,1.2329500000000002
Josh Bailey 2018,Josh Bailey,2018,R,27.998,73,200,77.0,70.0,81.0,82,76,1.8374,1.6445,1.4432,2.7911,3.0096,1.0805499999999997
Josh Bailey 2019,Josh Bailey,2019,R,28.997,73,200,70.0,81.0,82.0,76,82,1.6445,1.4432,2.7911,3.0096,2.473,0.2508999999999997
Josh Bailey 2020,Josh Bailey,2020,R,29.997,73,200,81.0,82.0,76.0,82,80,1.4432,2.7911,3.0096,2.473,1.8174,-0.6118249999999998
Josh Bailey 2021,Josh Bailey,2021,R,30.999,73,200,82.0,76.0,82.0,80,79,2.7911,3.0096,2.473,1.8174,2.0006,-0.5221749999999998
Josh Bailey 2022,Josh Bailey,2022,R,31.998,73,200,76.0,82.0,80.0,79,74,3.0096,2.473,1.8174,2.0006,1.5563,-0.7688499999999998
Josh Bailey 2023,Josh Bailey,2023,R,32.997,73,200,82.0,80.0,79.0,74,64,2.473,1.8174,2.0006,1.5563,1.3815,-0.580325
Jordan Eberle 2014,Jordan Eberle,2014,R,23.382,71,190,,69.0,78.0,82,80,,2.557,3.0188,3.1979,3.0421,0.11753333333333327
Jordan Eberle 2015,Jordan Eberle,2015,R,24.381,71,190,69.0,78.0,82.0,80,81,2.557,3.0188,3.1979,3.0421,2.6222,-0.33175
Jordan Eberle 2016,Jordan Eberle,2016,R,25.381,71,190,78.0,82.0,80.0,81,69,3.0188,3.1979,3.0421,2.6222,2.6483,-0.3219500000000002
Jordan Eberle 2017,Jordan Eberle,2017,R,26.383,71,190,82.0,80.0,81.0,69,82,3.1979,3.0421,2.6222,2.6483,2.2331,-0.6445250000000002
Jordan Eberle 2018,Jordan Eberle,2018,R,27.382,71,190,80.0,81.0,69.0,82,81,3.0421,2.6222,2.6483,2.2331,1.9477,-0.688725
Jordan Eberle 2019,Jordan Eberle,2019,R,28.381,71,190,81.0,69.0,82.0,81,78,2.6222,2.6483,2.2331,1.9477,2.8519,0.48907500000000015
Jordan Eberle 2020,Jordan Eberle,2020,R,29.381,71,190,69.0,82.0,81.0,78,68,2.6483,2.2331,1.9477,2.8519,2.5948,0.17455000000000043
Jordan Eberle 2021,Jordan Eberle,2021,R,30.383,71,190,82.0,81.0,78.0,68,80,2.2331,1.9477,2.8519,2.5948,2.3042,-0.10267500000000007
Jordan Eberle 2022,Jordan Eberle,2022,R,31.382,71,190,81.0,78.0,68.0,80,79,1.9477,2.8519,2.5948,2.3042,2.7549,0.33024999999999993
Jordan Eberle 2023,Jordan Eberle,2023,R,32.381,71,190,78.0,68.0,80.0,79,82,2.8519,2.5948,2.3042,2.7549,2.5134,-0.11305000000000032
Derek Stepan 2014,Derek Stepan,2014,C,23.289,71,196,,82.0,82.0,82,82,,2.3614,3.1262,2.7937,2.7329,-0.02753333333333341
Derek Stepan 2015,Derek Stepan,2015,C,24.288,71,196,82.0,82.0,82.0,82,68,2.3614,3.1262,2.7937,2.7329,2.6674,-0.0861499999999995
Derek Stepan 2016,Derek Stepan,2016,C,25.287,71,196,82.0,82.0,82.0,68,72,3.1262,2.7937,2.7329,2.6674,2.39,-0.44004999999999983
Derek Stepan 2017,Derek Stepan,2017,C,26.29,71,196,82.0,82.0,68.0,72,81,2.7937,2.7329,2.6674,2.39,2.5424,-0.10359999999999969
Derek Stepan 2018,Derek Stepan,2018,C,27.289,71,196,82.0,68.0,72.0,81,82,2.7329,2.6674,2.39,2.5424,2.6283,0.04512499999999964
Derek Stepan 2019,Derek Stepan,2019,C,28.288,71,196,68.0,72.0,81.0,82,72,2.6674,2.39,2.5424,2.6283,2.7125,0.15547499999999959
Derek Stepan 2020,Derek Stepan,2020,C,29.288,71,196,72.0,81.0,82.0,72,82,2.39,2.5424,2.6283,2.7125,1.6879,-0.8803999999999998
Adam Henrique 2015,Adam Henrique,2015,C,24.65,72,195,1.0,74.0,71.0,77,75,0.75,1.6743,2.6885,2.1318,1.7538,-0.05735000000000001
Adam Henrique 2016,Adam Henrique,2016,C,25.649,72,195,74.0,71.0,77.0,75,80,1.6743,2.6885,2.1318,1.7538,2.6306,0.5684999999999998
Adam Henrique 2017,Adam Henrique,2017,C,26.651,72,195,71.0,77.0,75.0,80,82,2.6885,2.1318,1.7538,2.6306,2.439,0.1378250000000003
Adam Henrique 2018,Adam Henrique,2018,C,27.65,72,195,77.0,75.0,80.0,82,81,2.1318,1.7538,2.6306,2.439,2.5154,0.2766000000000002
Adam Henrique 2019,Adam Henrique,2019,C,28.65,72,195,75.0,80.0,82.0,81,82,1.7538,2.6306,2.439,2.5154,2.3093,-0.025399999999999867
Adam Henrique 2020,Adam Henrique,2020,C,29.649,72,195,80.0,82.0,81.0,82,83,2.6306,2.439,2.5154,2.3093,2.3239,-0.14967499999999978
Adam Henrique 2021,Adam Henrique,2021,C,30.651,72,195,82.0,81.0,82.0,83,65,2.439,2.5154,2.3093,2.3239,1.7993,-0.5976000000000001
Adam Henrique 2022,Adam Henrique,2022,C,31.65,72,195,81.0,82.0,83.0,65,58,2.5154,2.3093,2.3239,1.7993,2.1454,-0.09157500000000018
Adam Henrique 2023,Adam Henrique,2023,C,32.65,72,195,82.0,83.0,65.0,58,62,2.3093,2.3239,1.7993,2.1454,2.557,0.41252500000000003
Gustav Nyquist 2017,Gustav Nyquist,2017,"C, L",27.084,71,180,37.0,57.0,82.0,82,76,2.15,3.2523,3.0045,2.7815,2.8173,0.020224999999999937
Gustav Nyquist 2018,Gustav Nyquist,2018,"C, L",28.083,71,180,57.0,82.0,82.0,76,82,3.2523,3.0045,2.7815,2.8173,2.4486,-0.5152999999999999
Gustav Nyquist 2019,Gustav Nyquist,2019,"C, L",29.082,71,180,82.0,82.0,76.0,82,81,3.0045,2.7815,2.8173,2.4486,2.1412,-0.621775
Gustav Nyquist 2020,Gustav Nyquist,2020,"C, L",30.082,71,180,82.0,76.0,82.0,81,82,2.7815,2.8173,2.4486,2.1412,2.5495,0.0023500000000002963
Derek Grant 2020,Derek Grant,2020,C,29.449,75,210,15.0,46.0,66.0,56,66,0.2622,0.4141,0.6225,0.0923,0.7393,0.39152499999999996
Derek Grant 2021,Derek Grant,2021,C,30.451,75,210,46.0,66.0,56.0,66,67,0.4141,0.6225,0.0923,0.7393,0.213,-0.25405
Derek Grant 2022,Derek Grant,2022,C,31.451,75,210,66.0,56.0,66.0,67,71,0.6225,0.0923,0.7393,0.213,0.4859,0.06912499999999999
Derek Grant 2023,Derek Grant,2023,C,32.45,75,210,56.0,66.0,67.0,71,46,0.0923,0.7393,0.213,0.4859,1.0678,0.6851750000000001
Matt Martin 2014,Matt Martin,2014,L,24.4,75,220,5.0,68.0,80.0,82,79,4.0533,0.2294,0.3846,0.2344,0.3338,-0.891625
Matt Martin 2015,Matt Martin,2015,L,25.4,75,220,68.0,80.0,82.0,79,78,0.2294,0.3846,0.2344,0.3338,0.1564,-0.13914999999999997
Matt Martin 2016,Matt Martin,2016,L,26.399,75,220,80.0,82.0,79.0,78,80,0.3846,0.2344,0.3338,0.1564,0.0898,-0.1875
Matt Martin 2017,Matt Martin,2017,L,27.401,75,220,82.0,79.0,78.0,80,82,0.2344,0.3338,0.1564,0.0898,0.0213,-0.18230000000000002
Matt Martin 2018,Matt Martin,2018,L,28.401,75,220,79.0,78.0,80.0,82,50,0.3338,0.1564,0.0898,0.0213,0.0203,-0.130025
Matt Martin 2019,Matt Martin,2019,L,29.4,75,220,78.0,80.0,82.0,50,67,0.1564,0.0898,0.0213,0.0203,0.0677,-0.004250000000000004
Matt Martin 2020,Matt Martin,2020,L,30.399,75,220,80.0,82.0,50.0,67,64,0.0898,0.0213,0.0203,0.0677,0.0776,0.027825000000000003
Matt Martin 2021,Matt Martin,2021,L,31.401,75,220,82.0,50.0,67.0,64,79,0.0213,0.0203,0.0677,0.0776,0.5105,0.46377499999999994
Matt Martin 2022,Matt Martin,2022,L,32.401,75,220,50.0,67.0,64.0,79,71,0.0203,0.0677,0.0776,0.5105,0.0979,-0.07112499999999998
Matt Martin 2023,Matt Martin,2023,L,33.4,75,220,67.0,64.0,79.0,71,81,0.0677,0.0776,0.5105,0.0979,0.0568,-0.131625
Tyler Johnson 2017,Tyler Johnson,2017,C,26.177,68,185,23.0,82.0,77.0,69,66,1.6821,2.5157,2.2387,2.7075,2.8545,0.5684999999999998
Tyler Johnson 2018,Tyler Johnson,2018,C,27.177,68,185,82.0,77.0,69.0,66,81,2.5157,2.2387,2.7075,2.8545,2.2788,-0.3003
Tyler Johnson 2019,Tyler Johnson,2019,C,28.176,68,185,77.0,69.0,66.0,81,80,2.2387,2.7075,2.8545,2.2788,1.5967,-0.9231749999999999
Tyler Johnson 2020,Tyler Johnson,2020,C,29.175,68,185,69.0,66.0,81.0,80,76,2.7075,2.8545,2.2788,1.5967,1.981,-0.3783749999999999
Tyler Johnson 2021,Tyler Johnson,2021,C,30.177,68,185,66.0,81.0,80.0,76,80,2.8545,2.2788,1.5967,1.981,1.5452,-0.6325500000000002
Mike Hoffman 2018,Mike Hoffman,2018,L,27.853,72,190,25.0,79.0,78.0,74,82,2.3127,1.7449,2.4511,3.1838,3.1098,0.6866750000000001
Mike Hoffman 2019,Mike Hoffman,2019,L,28.852,72,190,79.0,78.0,74.0,82,82,1.7449,2.4511,3.1838,3.1098,3.4323,0.8099000000000003
Mike Hoffman 2020,Mike Hoffman,2020,L,29.852,72,190,78.0,74.0,82.0,82,81,2.4511,3.1838,3.1098,3.4323,3.6493,0.6050500000000003
Mike Hoffman 2021,Mike Hoffman,2021,L,30.854,72,190,74.0,82.0,82.0,81,76,3.1838,3.1098,3.4323,3.6493,1.9103,-1.4334999999999998
Mike Hoffman 2022,Mike Hoffman,2022,L,31.853,72,190,82.0,82.0,81.0,76,67,3.1098,3.4323,3.6493,1.9103,2.6983,-0.3271250000000001
Mike Hoffman 2023,Mike Hoffman,2023,L,32.852,72,190,82.0,81.0,76.0,67,67,3.4323,3.6493,1.9103,2.6983,2.5841,-0.33845000000000036
Marcus Johansson 2014,Marcus Johansson,2014,L,22.988,73,203,,69.0,80.0,58,80,,0.965,2.2915,1.6603,3.0021,1.3631666666666666
Marcus Johansson 2015,Marcus Johansson,2015,L,23.987,73,203,69.0,80.0,58.0,80,82,0.965,2.2915,1.6603,3.0021,2.9228,0.9430750000000001
Marcus Johansson 2016,Marcus Johansson,2016,L,24.986,73,203,80.0,58.0,80.0,82,74,2.2915,1.6603,3.0021,2.9228,2.7369,0.267725
Marcus Johansson 2017,Marcus Johansson,2017,L,25.988,73,203,58.0,80.0,82.0,74,82,1.6603,3.0021,2.9228,2.7369,2.8274,0.24687499999999973
Marcus Johansson 2022,Marcus Johansson,2022,L,30.988,73,203,29.0,58.0,70.0,52,69,2.8914,2.4842,2.4558,1.8194,2.4824,0.0697000000000001
Marcus Johansson 2023,Marcus Johansson,2023,L,31.987,73,203,58.0,70.0,52.0,69,80,2.4842,2.4558,1.8194,2.4824,2.7837,0.47325000000000017
Kyle Palmieri 2016,Kyle Palmieri,2016,C,24.663,71,198,18.0,71.0,71.0,57,82,0.9417,1.398,1.2993,1.7111,2.6303,1.2927750000000002
Kyle Palmieri 2017,Kyle Palmieri,2017,C,25.665,71,198,71.0,71.0,57.0,82,80,1.398,1.2993,1.7111,2.6303,2.6502,0.8905249999999998
Kyle Palmieri 2018,Kyle Palmieri,2018,C,26.665,71,198,71.0,57.0,82.0,80,62,1.2993,1.7111,2.6303,2.6502,2.7758,0.7030749999999997
Kyle Palmieri 2019,Kyle Palmieri,2019,C,27.664,71,198,57.0,82.0,80.0,62,74,1.7111,2.6303,2.6502,2.7758,3.2971,0.8552499999999998
Kyle Palmieri 2020,Kyle Palmieri,2020,C,28.663,71,198,82.0,80.0,62.0,74,76,2.6303,2.6502,2.7758,3.2971,3.1744,0.33604999999999974
Kyle Palmieri 2021,Kyle Palmieri,2021,C,29.665,71,198,80.0,62.0,74.0,76,74,2.6502,2.7758,3.2971,3.1744,2.2542,-0.7201749999999998
Kyle Palmieri 2022,Kyle Palmieri,2022,C,30.665,71,198,62.0,74.0,76.0,74,69,2.7758,3.2971,3.1744,2.2542,1.6138,-1.2615750000000001
Kyle Palmieri 2023,Kyle Palmieri,2023,C,31.664,71,198,74.0,76.0,74.0,69,55,3.2971,3.1744,2.2542,1.6138,2.3045,-0.2803749999999998
Ryan O'Reilly 2013,Ryan O'Reilly,2013,C,21.649,73,207,,81.0,74.0,81,49,,0.5877,0.6619,2.3652,2.5753,1.3703666666666665
Ryan O'Reilly 2014,Ryan O'Reilly,2014,C,22.648,73,207,81.0,74.0,81.0,49,80,0.5877,0.6619,2.3652,2.5753,2.6665,1.118975
Ryan O'Reilly 2015,Ryan O'Reilly,2015,C,23.647,73,207,74.0,81.0,49.0,80,82,0.6619,2.3652,2.5753,2.6665,2.6441,0.5768749999999998
Ryan O'Reilly 2016,Ryan O'Reilly,2016,C,24.647,73,207,81.0,49.0,80.0,82,71,2.3652,2.5753,2.6665,2.6441,3.2817,0.7189249999999996
Ryan O'Reilly 2017,Ryan O'Reilly,2017,C,25.649,73,207,49.0,80.0,82.0,71,72,2.5753,2.6665,2.6441,3.2817,2.8824,0.09050000000000002
Ryan O'Reilly 2018,Ryan O'Reilly,2018,C,26.648,73,207,80.0,82.0,71.0,72,81,2.6665,2.6441,3.2817,2.8824,3.5774,0.7087249999999998
Ryan O'Reilly 2019,Ryan O'Reilly,2019,C,27.648,73,207,82.0,71.0,72.0,81,82,2.6441,3.2817,2.8824,3.5774,2.8569,-0.23950000000000005
Ryan O'Reilly 2020,Ryan O'Reilly,2020,C,28.647,73,207,71.0,72.0,81.0,82,83,3.2817,2.8824,3.5774,2.8569,2.9174,-0.23219999999999974
Ryan O'Reilly 2021,Ryan O'Reilly,2021,C,29.649,73,207,72.0,81.0,82.0,83,82,2.8824,3.5774,2.8569,2.9174,2.6149,-0.44362499999999994
Ryan O'Reilly 2022,Ryan O'Reilly,2022,C,30.648,73,207,81.0,82.0,83.0,82,78,3.5774,2.8569,2.9174,2.6149,2.5897,-0.4019499999999998
Ryan O'Reilly 2023,Ryan O'Reilly,2023,C,31.648,73,207,82.0,83.0,82.0,78,53,2.8569,2.9174,2.6149,2.5897,1.8443,-0.9004249999999998
Kyle Clifford 2014,Kyle Clifford,2014,L,22.717,74,217,,76.0,81.0,82,71,,0.0279,0.2189,0.3,0.1721,-0.010166666666666657
Kyle Clifford 2015,Kyle Clifford,2015,L,23.716,74,217,76.0,81.0,82.0,71,80,0.0279,0.2189,0.3,0.1721,0.0919,-0.087825
Kyle Clifford 2016,Kyle Clifford,2016,L,24.715,74,217,81.0,82.0,71.0,80,56,0.2189,0.3,0.1721,0.0919,0.0628,-0.13292500000000002
Kyle Clifford 2017,Kyle Clifford,2017,L,25.717,74,217,82.0,71.0,80.0,56,73,0.3,0.1721,0.0919,0.0628,0.0879,-0.0688
Kyle Clifford 2018,Kyle Clifford,2018,L,26.717,74,217,71.0,80.0,56.0,73,50,0.1721,0.0919,0.0628,0.0879,0.108,0.0043249999999999955
Kyle Clifford 2019,Kyle Clifford,2019,L,27.716,74,217,80.0,56.0,73.0,50,72,0.0919,0.0628,0.0879,0.108,0.222,0.13435
Kyle Clifford 2020,Kyle Clifford,2020,L,28.715,74,217,56.0,73.0,50.0,72,81,0.0628,0.0879,0.108,0.222,0.108,-0.012175000000000005
Kyle Clifford 2021,Kyle Clifford,2021,L,29.717,74,217,73.0,50.0,72.0,81,73,0.0879,0.108,0.222,0.108,0.043,-0.08847500000000001
Alex Chiasson 2017,Alex Chiasson,2017,R,26.002,76,208,11.0,79.0,76.0,77,81,1.6,3.3586,1.914,1.1063,0.6416,-1.3531250000000001
Alex Chiasson 2018,Alex Chiasson,2018,R,27.001,76,208,79.0,76.0,77.0,81,61,3.3586,1.914,1.1063,0.6416,0.623,-1.132125
Alex Chiasson 2019,Alex Chiasson,2019,R,28.001,76,208,76.0,77.0,81.0,61,73,1.914,1.1063,0.6416,0.623,2.6201,1.5488749999999998
Alex Chiasson 2020,Alex Chiasson,2020,R,29.0,76,208,77.0,81.0,61.0,73,76,1.1063,0.6416,0.623,2.6201,2.2041,0.95635
Alex Chiasson 2021,Alex Chiasson,2021,R,30.002,76,208,81.0,61.0,73.0,76,65,0.6416,0.623,2.6201,2.2041,2.9907,1.4685
Alex Chiasson 2022,Alex Chiasson,2022,R,31.002,76,208,61.0,73.0,76.0,65,67,0.623,2.6201,2.2041,2.9907,1.8746,-0.23487499999999972
Jakob Silfverberg 2016,Jakob Silfverberg,2016,R,24.967,73,207,,82.0,52.0,81,82,,1.6903,1.3288,0.5757,0.839,-0.3592666666666666
Jakob Silfverberg 2017,Jakob Silfverberg,2017,R,25.969,73,207,82.0,52.0,81.0,82,79,1.6903,1.3288,0.5757,0.839,1.9487,0.8402500000000002
Jakob Silfverberg 2018,Jakob Silfverberg,2018,R,26.969,73,207,52.0,81.0,82.0,79,77,1.3288,0.5757,0.839,1.9487,1.6864,0.51335
Jakob Silfverberg 2019,Jakob Silfverberg,2019,R,27.968,73,207,81.0,82.0,79.0,77,73,0.5757,0.839,1.9487,1.6864,2.0982,0.8357499999999998
Jakob Silfverberg 2020,Jakob Silfverberg,2020,R,28.967,73,207,82.0,79.0,77.0,73,77,0.839,1.9487,1.6864,2.0982,2.3533,0.7102249999999999
Jakob Silfverberg 2021,Jakob Silfverberg,2021,R,29.969,73,207,79.0,77.0,73.0,77,68,1.9487,1.6864,2.0982,2.3533,1.8344,-0.18725000000000014
Jakob Silfverberg 2022,Jakob Silfverberg,2022,R,30.969,73,207,77.0,73.0,77.0,68,53,1.6864,2.0982,2.3533,1.8344,1.7588,-0.234275
Jakob Silfverberg 2023,Jakob Silfverberg,2023,R,31.968,73,207,73.0,77.0,68.0,53,81,2.0982,2.3533,1.8344,1.7588,1.6903,-0.3208749999999998
John Tavares 2013,John Tavares,2013,C,22.032,73,216,,82.0,79.0,82,82,,4.1305,3.5091,3.175,3.4049,-0.19996666666666663
John Tavares 2014,John Tavares,2014,C,23.031,73,216,82.0,79.0,82.0,82,59,4.1305,3.5091,3.175,3.4049,4.1014,0.5465249999999999
John Tavares 2015,John Tavares,2015,C,24.031,73,216,79.0,82.0,82.0,59,82,3.5091,3.175,3.4049,4.1014,3.702,0.15439999999999987
John Tavares 2016,John Tavares,2016,C,25.03,73,216,82.0,82.0,59.0,82,78,3.175,3.4049,4.1014,3.702,3.1541,-0.4417249999999999
John Tavares 2017,John Tavares,2017,C,26.032,73,216,82.0,59.0,82.0,78,77,3.4049,4.1014,3.702,3.1541,3.1418,-0.4488000000000003
John Tavares 2018,John Tavares,2018,C,27.032,73,216,59.0,82.0,78.0,77,82,4.1014,3.702,3.1541,3.1418,3.1634,-0.36142499999999966
John Tavares 2019,John Tavares,2019,C,28.031,73,216,82.0,78.0,77.0,82,82,3.702,3.1541,3.1418,3.1634,2.5943,-0.6960250000000001
John Tavares 2020,John Tavares,2020,C,29.03,73,216,78.0,77.0,82.0,82,74,3.1541,3.1418,3.1634,2.5943,3.032,0.018600000000000172
John Tavares 2021,John Tavares,2021,C,30.032,73,216,77.0,82.0,82.0,74,82,3.1418,3.1634,2.5943,3.032,2.6,-0.38287499999999985
John Tavares 2022,John Tavares,2022,C,31.032,73,216,82.0,82.0,74.0,82,79,3.1634,2.5943,3.032,2.6,2.997,0.14957499999999957
John Tavares 2023,John Tavares,2023,C,32.031,73,216,82.0,74.0,82.0,79,80,2.5943,3.032,2.6,2.997,3.4525,0.6466750000000001
Matt Duchene 2013,Matt Duchene,2013,C,21.709,71,195,,81.0,80.0,58,80,,3.0424,2.885,2.4103,2.8177,0.03846666666666643
Matt Duchene 2014,Matt Duchene,2014,C,22.708,71,195,81.0,80.0,58.0,80,71,3.0424,2.885,2.4103,2.8177,2.7338,-0.05505000000000004
Matt Duchene 2015,Matt Duchene,2015,C,23.708,71,195,80.0,58.0,80.0,71,82,2.885,2.4103,2.8177,2.7338,2.3311,-0.3805999999999998
Matt Duchene 2016,Matt Duchene,2016,C,24.707,71,195,58.0,80.0,71.0,82,76,2.4103,2.8177,2.7338,2.3311,2.8072,0.23397500000000004
Matt Duchene 2017,Matt Duchene,2017,C,25.709,71,195,80.0,71.0,82.0,76,77,2.8177,2.7338,2.3311,2.8072,2.5132,-0.1592500000000001
Matt Duchene 2018,Matt Duchene,2018,C,26.708,71,195,71.0,82.0,76.0,77,82,2.7338,2.3311,2.8072,2.5132,2.6961,0.09977499999999973
Matt Duchene 2019,Matt Duchene,2019,C,27.708,71,195,82.0,76.0,77.0,82,73,2.3311,2.8072,2.5132,2.6961,2.568,-0.018899999999999917
Matt Duchene 2020,Matt Duchene,2020,C,28.707,71,195,76.0,77.0,82.0,73,77,2.8072,2.5132,2.6961,2.568,2.6947,0.048575000000000035
Matt Duchene 2021,Matt Duchene,2021,C,29.709,71,195,77.0,82.0,73.0,77,48,2.5132,2.6961,2.568,2.6947,2.4303,-0.18769999999999998
Matt Duchene 2022,Matt Duchene,2022,C,30.709,71,195,82.0,73.0,77.0,48,78,2.6961,2.568,2.6947,2.4303,3.1831,0.5858250000000003
Matt Duchene 2023,Matt Duchene,2023,C,31.708,71,195,73.0,77.0,48.0,78,71,2.568,2.6947,2.4303,3.1831,2.9636,0.24457499999999976
Evander Kane 2013,Evander Kane,2013,L,21.167,74,210,,66.0,73.0,74,82,,0.3376,2.3103,2.2081,2.4208,0.8021333333333334
Evander Kane 2014,Evander Kane,2014,L,22.166,74,210,66.0,73.0,74.0,82,63,0.3376,2.3103,2.2081,2.4208,2.2333,0.4140999999999999
Evander Kane 2019,Evander Kane,2019,L,27.166,74,210,37.0,65.0,70.0,78,75,2.2122,2.5379,1.7898,2.5667,1.9293,-0.34735000000000005
Evander Kane 2020,Evander Kane,2020,L,28.165,74,210,65.0,70.0,78.0,75,75,2.5379,1.7898,2.5667,1.9293,2.7104,0.5044749999999998
Evander Kane 2021,Evander Kane,2021,L,29.167,74,210,70.0,78.0,75.0,75,82,1.7898,2.5667,1.9293,2.7104,2.7515,0.5024500000000001
Evander Kane 2022,Evander Kane,2022,L,30.166,74,210,78.0,75.0,75.0,82,43,2.5667,1.9293,2.7104,2.7515,2.4721,-0.01737499999999992
Evander Kane 2023,Evander Kane,2023,L,31.166,74,210,75.0,75.0,82.0,43,41,1.9293,2.7104,2.7515,2.4721,1.5033,-0.9625250000000001
Brayden Schenn 2015,Brayden Schenn,2015,C,23.111,73,199,8.0,54.0,80.0,82,82,1.5813,1.6994,2.4199,2.1839,2.9854,1.0142749999999998
Brayden Schenn 2016,Brayden Schenn,2016,C,24.11,73,199,54.0,80.0,82.0,82,80,1.6994,2.4199,2.1839,2.9854,3.5288,1.2066499999999998
Brayden Schenn 2017,Brayden Schenn,2017,C,25.112,73,199,80.0,82.0,82.0,80,79,2.4199,2.1839,2.9854,3.5288,3.747,0.9674999999999998
Brayden Schenn 2018,Brayden Schenn,2018,C,26.112,73,199,82.0,82.0,80.0,79,82,2.1839,2.9854,3.5288,3.747,3.1843,0.0730249999999999
Brayden Schenn 2019,Brayden Schenn,2019,C,27.111,73,199,82.0,80.0,79.0,82,72,2.9854,3.5288,3.747,3.1843,2.4079,-0.9534749999999996
Brayden Schenn 2020,Brayden Schenn,2020,C,28.11,73,199,80.0,79.0,82.0,72,83,3.5288,3.747,3.1843,2.4079,2.8815,-0.33550000000000013
Brayden Schenn 2021,Brayden Schenn,2021,C,29.112,73,199,79.0,82.0,72.0,83,82,3.747,3.1843,2.4079,2.8815,2.4554,-0.5997750000000002
Brayden Schenn 2022,Brayden Schenn,2022,C,30.112,73,199,82.0,72.0,83.0,82,62,3.1843,2.4079,2.8815,2.4554,2.4062,-0.3260749999999999
Brayden Schenn 2023,Brayden Schenn,2023,C,31.111,73,199,72.0,83.0,82.0,62,82,2.4079,2.8815,2.4554,2.4062,2.6102,0.0724499999999999
Nazem Kadri 2016,Nazem Kadri,2016,C,24.986,72,185,21.0,82.0,78.0,73,76,1.6056,2.2354,2.381,2.4662,2.6572,0.48514999999999997
Nazem Kadri 2017,Nazem Kadri,2017,C,25.988,72,185,82.0,78.0,73.0,76,82,2.2354,2.381,2.4662,2.6572,2.185,-0.24994999999999967
Nazem Kadri 2018,Nazem Kadri,2018,C,26.988,72,185,78.0,73.0,76.0,82,80,2.381,2.4662,2.6572,2.185,2.0921,-0.33024999999999993
Nazem Kadri 2019,Nazem Kadri,2019,C,27.987,72,185,73.0,76.0,82.0,80,73,2.4662,2.6572,2.185,2.0921,2.5897,0.23957499999999987
Nazem Kadri 2020,Nazem Kadri,2020,C,28.986,72,185,76.0,82.0,80.0,73,60,2.6572,2.185,2.0921,2.5897,3.7778,1.3967999999999998
Nazem Kadri 2021,Nazem Kadri,2021,C,29.989,72,185,82.0,80.0,73.0,60,82,2.185,2.0921,2.5897,3.7778,3.006,0.34484999999999966
Nazem Kadri 2022,Nazem Kadri,2022,C,30.988,72,185,80.0,73.0,60.0,82,71,2.0921,2.5897,3.7778,3.006,3.8756,1.0091999999999999
