,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 PK ATOI,Y2 PK ATOI,Y3 PK ATOI,Y4 PK ATOI,Y5 PK ATOI,Y5 dPK ATOI
Torey Krug 2023,Torey Krug,2023,D,31.472,69,194,64.0,71.0,74.0,64,63,0.2128,0.1189,0.4163,0.1828,0.0569,-0.17579999999999998
Ryan Murray 2018,Ryan Murray,2018,D,24.012,73,206,66.0,12.0,82.0,60,44,1.7379,1.7292,2.1098,1.8775,2.0208,0.1572
Ryan Murray 2019,Ryan Murray,2019,D,25.011,73,206,12.0,82.0,60.0,44,56,1.7292,2.1098,1.8775,2.0208,2.528,0.5936750000000002
Morgan Rielly 2016,Morgan Rielly,2016,D,21.564,73,222,,,73.0,81,82,,,0.1411,0.7623,2.3689,1.9172
Morgan Rielly 2017,Morgan Rielly,2017,D,22.566,73,222,,73.0,81.0,82,76,,0.1411,0.7623,2.3689,2.3487,1.2579333333333333
Morgan Rielly 2018,Morgan Rielly,2018,D,23.565,73,222,73.0,81.0,82.0,76,76,0.1411,0.7623,2.3689,2.3487,1.152,-0.2532500000000002
Morgan Rielly 2019,Morgan Rielly,2019,D,24.565,73,222,81.0,82.0,76.0,76,82,0.7623,2.3689,2.3487,1.152,1.0752,-0.582775
Morgan Rielly 2020,Morgan Rielly,2020,D,25.564,73,222,82.0,76.0,76.0,82,55,2.3689,2.3487,1.152,1.0752,1.9858,0.24960000000000004
Morgan Rielly 2021,Morgan Rielly,2021,D,26.566,73,222,76.0,76.0,82.0,55,80,2.3487,1.152,1.0752,1.9858,0.4173,-1.223125
Morgan Rielly 2022,Morgan Rielly,2022,D,27.565,73,222,76.0,82.0,55.0,80,82,1.152,1.0752,1.9858,0.4173,1.6868,0.5292250000000001
Morgan Rielly 2023,Morgan Rielly,2023,D,28.565,73,222,82.0,55.0,80.0,82,65,1.0752,1.9858,0.4173,1.6868,0.9541,-0.337175
Hampus Lindholm 2016,Hampus Lindholm,2016,D,21.695,76,215,,,78.0,78,80,,,0.4596,1.9741,2.1625,0.9456500000000001
Hampus Lindholm 2017,Hampus Lindholm,2017,D,22.697,76,215,,78.0,78.0,80,66,,0.4596,1.9741,2.1625,2.4237,0.8916333333333335
Hampus Lindholm 2018,Hampus Lindholm,2018,D,23.697,76,215,78.0,78.0,80.0,66,69,0.4596,1.9741,2.1625,2.4237,2.378,0.6230250000000002
Hampus Lindholm 2019,Hampus Lindholm,2019,D,24.696,76,215,78.0,80.0,66.0,69,76,1.9741,2.1625,2.4237,2.378,3.0629,0.828325
Hampus Lindholm 2020,Hampus Lindholm,2020,D,25.695,76,215,80.0,66.0,69.0,76,64,2.1625,2.4237,2.378,3.0629,2.6727,0.16592499999999966
Matt Dumba 2017,Matt Dumba,2017,D,22.188,72,181,,13.0,58.0,81,76,,0.041,0.3284,0.179,0.6143,0.43149999999999994
Matt Dumba 2018,Matt Dumba,2018,D,23.187,72,181,13.0,58.0,81.0,76,82,0.041,0.3284,0.179,0.6143,1.8234,1.532725
Matt Dumba 2022,Matt Dumba,2022,D,27.188,72,181,82.0,32.0,81.0,74,57,1.8234,1.5443,1.1336,1.8657,2.024,0.43225
Matt Dumba 2023,Matt Dumba,2023,D,28.187,72,181,32.0,81.0,74.0,57,79,1.5443,1.1336,1.8657,2.024,1.8165,0.1746000000000001
Brady Skjei 2019,Brady Skjei,2019,D,24.518,75,210,,7.0,80.0,82,78,,2.4833,0.2898,1.5118,2.2286,0.8003000000000002
Brady Skjei 2020,Brady Skjei,2020,D,25.517,75,210,7.0,80.0,82.0,78,79,2.4833,0.2898,1.5118,2.2286,2.5453,0.9169250000000002
Brady Skjei 2021,Brady Skjei,2021,D,26.52,75,210,80.0,82.0,78.0,79,76,0.2898,1.5118,2.2286,2.5453,2.7186,1.074725
Brady Skjei 2022,Brady Skjei,2022,D,27.519,75,210,82.0,78.0,79.0,76,82,1.5118,2.2286,2.5453,2.7186,2.4848,0.23372499999999974
Brady Skjei 2023,Brady Skjei,2023,D,28.518,75,210,78.0,79.0,76.0,82,81,2.2286,2.5453,2.7186,2.4848,2.3148,-0.17952499999999993
Olli Maatta 2018,Olli Maatta,2018,D,23.111,74,207,78.0,20.0,67.0,55,82,1.1098,2.3017,1.7963,2.3161,1.4207,-0.46027499999999977
Olli Maatta 2019,Olli Maatta,2019,D,24.11,74,207,20.0,67.0,55.0,82,60,2.3017,1.7963,2.3161,1.4207,2.0206,0.061900000000000066
Olli Maatta 2020,Olli Maatta,2020,D,25.11,74,207,67.0,55.0,82.0,60,76,1.7963,2.3161,1.4207,2.0206,1.9308,0.04237500000000005
Olli Maatta 2021,Olli Maatta,2021,D,26.112,74,207,55.0,82.0,60.0,76,60,2.3161,1.4207,2.0206,1.9308,1.3569,-0.56515
Olli Maatta 2022,Olli Maatta,2022,D,27.111,74,207,82.0,60.0,76.0,60,66,1.4207,2.0206,1.9308,1.3569,1.7828,0.10054999999999992
Olli Maatta 2023,Olli Maatta,2023,D,28.11,74,207,60.0,76.0,60.0,66,78,2.0206,1.9308,1.3569,1.7828,1.6162,-0.1565749999999999
Mike Matheson 2020,Mike Matheson,2020,D,25.591,74,193,,,81.0,75,69,,,1.799,2.412,1.2184,-0.8871000000000002
Mike Matheson 2021,Mike Matheson,2021,D,26.593,74,193,,81.0,75.0,69,64,,1.799,2.412,1.2184,0.0826,-1.7271999999999998
Mike Matheson 2022,Mike Matheson,2022,D,27.593,74,193,81.0,75.0,69.0,64,74,1.799,2.412,1.2184,0.0826,0.2473,-1.1306999999999998
Mike Matheson 2023,Mike Matheson,2023,D,28.592,74,193,75.0,69.0,64.0,74,48,2.412,1.2184,0.0826,0.2473,2.3281,1.338025
Cody Ceci 2016,Cody Ceci,2016,D,21.777,74,210,,,49.0,81,75,,,1.751,2.3562,2.468,0.4144000000000001
Cody Ceci 2017,Cody Ceci,2017,D,22.78,74,210,,49.0,81.0,75,79,,1.751,2.3562,2.468,3.0487,0.8569666666666671
Cody Ceci 2018,Cody Ceci,2018,D,23.779,74,210,49.0,81.0,75.0,79,82,1.751,2.3562,2.468,3.0487,2.7776,0.3716250000000003
Cody Ceci 2019,Cody Ceci,2019,D,24.778,74,210,81.0,75.0,79.0,82,74,2.3562,2.468,3.0487,2.7776,2.5128,-0.14982500000000032
Cody Ceci 2020,Cody Ceci,2020,D,25.778,74,210,75.0,79.0,82.0,74,66,2.468,3.0487,2.7776,2.5128,2.8652,0.16342500000000015
Cody Ceci 2021,Cody Ceci,2021,D,26.78,74,210,79.0,82.0,74.0,66,77,3.0487,2.7776,2.5128,2.8652,2.4601,-0.3409749999999998
Cody Ceci 2022,Cody Ceci,2022,D,27.779,74,210,82.0,74.0,66.0,77,78,2.7776,2.5128,2.8652,2.4601,2.603,-0.05092499999999989
Cody Ceci 2023,Cody Ceci,2023,D,28.778,74,210,74.0,66.0,77.0,78,80,2.5128,2.8652,2.4601,2.603,2.9217,0.31142499999999984
Jacob Trouba 2016,Jacob Trouba,2016,D,21.594,75,203,,,65.0,65,81,,,2.9323,3.3708,2.734,-0.4175500000000003
Jacob Trouba 2017,Jacob Trouba,2017,D,22.596,75,203,,65.0,65.0,81,60,,2.9323,3.3708,2.734,2.9942,-0.018166666666666664
Jacob Trouba 2018,Jacob Trouba,2018,D,23.595,75,203,65.0,65.0,81.0,60,55,2.9323,3.3708,2.734,2.9942,2.5148,-0.4930249999999998
Jacob Trouba 2019,Jacob Trouba,2019,D,24.595,75,203,65.0,81.0,60.0,55,82,3.3708,2.734,2.9942,2.5148,2.4872,-0.41625000000000023
Jacob Trouba 2020,Jacob Trouba,2020,D,25.594,75,203,81.0,60.0,55.0,82,82,2.734,2.9942,2.5148,2.4872,2.4902,-0.1923499999999998
Jacob Trouba 2021,Jacob Trouba,2021,D,26.596,75,203,60.0,55.0,82.0,82,55,2.9942,2.5148,2.4872,2.4902,2.275,-0.3466
Jacob Trouba 2022,Jacob Trouba,2022,D,27.596,75,203,55.0,82.0,82.0,55,81,2.5148,2.4872,2.4902,2.275,2.0805,-0.3613000000000004
Jacob Trouba 2023,Jacob Trouba,2023,D,28.595,75,203,82.0,82.0,55.0,81,82,2.4872,2.4902,2.275,2.0805,2.0575,-0.275725
Matt Grzelcyk 2020,Matt Grzelcyk,2020,D,25.737,70,176,,2.0,61.0,66,80,,,0.0817,0.723,1.0358,0.6334500000000001
Matt Grzelcyk 2021,Matt Grzelcyk,2021,D,26.739,70,176,2.0,61.0,66.0,80,54,,0.0817,0.723,1.0358,0.3811,-0.23240000000000005
Matt Grzelcyk 2022,Matt Grzelcyk,2022,D,27.738,70,176,61.0,66.0,80.0,54,73,0.0817,0.723,1.0358,0.3811,0.1822,-0.3732
Matt Grzelcyk 2023,Matt Grzelcyk,2023,D,28.737,70,176,66.0,80.0,54.0,73,75,0.723,1.0358,0.3811,0.1822,0.186,-0.39452499999999996
Colton Parayko 2018,Colton Parayko,2018,D,24.389,78,228,,,79.0,81,82,,,0.9802,2.1202,1.9112,0.361
Colton Parayko 2019,Colton Parayko,2019,D,25.389,78,228,,79.0,81.0,82,80,,0.9802,2.1202,1.9112,1.4179,-0.2526333333333335
Colton Parayko 2020,Colton Parayko,2020,D,26.388,78,228,79.0,81.0,82.0,80,75,0.9802,2.1202,1.9112,1.4179,1.9714,0.36402500000000004
Colton Parayko 2021,Colton Parayko,2021,D,27.39,78,228,81.0,82.0,80.0,75,46,2.1202,1.9112,1.4179,1.9714,2.1187,0.263525
Colton Parayko 2022,Colton Parayko,2022,D,28.39,78,228,82.0,80.0,75.0,46,80,1.9112,1.4179,1.9714,2.1187,2.0098,0.1549999999999998
Colton Parayko 2023,Colton Parayko,2023,D,29.389,78,228,80.0,75.0,46.0,80,79,1.4179,1.9714,2.1187,2.0098,1.9226,0.043150000000000244
Esa Lindell 2019,Esa Lindell,2019,D,24.359,75,220,,4.0,73.0,80,82,,0.4042,2.045,1.9221,3.2323,1.7752
Esa Lindell 2020,Esa Lindell,2020,D,25.359,75,220,4.0,73.0,80.0,82,81,0.4042,2.045,1.9221,3.2323,3.7971,1.8961999999999999
Esa Lindell 2021,Esa Lindell,2021,D,26.361,75,220,73.0,80.0,82.0,81,82,2.045,1.9221,3.2323,3.7971,2.9643,0.21517500000000034
Esa Lindell 2022,Esa Lindell,2022,D,27.36,75,220,80.0,82.0,81.0,82,76,1.9221,3.2323,3.7971,2.9643,2.6533,-0.32565
Esa Lindell 2023,Esa Lindell,2023,D,28.359,75,220,82.0,81.0,82.0,76,82,3.2323,3.7971,2.9643,2.6533,3.5852,0.4234499999999999
Shayne Gostisbehere 2018,Shayne Gostisbehere,2018,D,24.45,71,180,,2.0,64.0,76,78,,,0.1096,0.0803,0.0769,-0.01805000000000001
Shayne Gostisbehere 2019,Shayne Gostisbehere,2019,D,25.449,71,180,2.0,64.0,76.0,78,78,,0.1096,0.0803,0.0769,0.0972,0.008266666666666658
Shayne Gostisbehere 2020,Shayne Gostisbehere,2020,D,26.448,71,180,64.0,76.0,78.0,78,49,0.1096,0.0803,0.0769,0.0972,0.0615,-0.0295
Shayne Gostisbehere 2021,Shayne Gostisbehere,2021,D,27.45,71,180,76.0,78.0,78.0,49,60,0.0803,0.0769,0.0972,0.0615,0.1293,0.05032500000000001
Shayne Gostisbehere 2022,Shayne Gostisbehere,2022,D,28.45,71,180,78.0,78.0,49.0,60,82,0.0769,0.0972,0.0615,0.1293,0.8506,0.759375
Shayne Gostisbehere 2023,Shayne Gostisbehere,2023,D,29.449,71,180,78.0,49.0,60.0,82,75,0.0972,0.0615,0.1293,0.8506,0.5967,0.31205
Adam Pelech 2019,Adam Pelech,2019,D,24.127,75,210,,9.0,44.0,78,78,,1.887,0.9773,2.2622,1.6107,-0.09813333333333318
Adam Pelech 2020,Adam Pelech,2020,D,25.126,75,210,9.0,44.0,78.0,78,44,1.887,0.9773,2.2622,1.6107,2.7851,1.1008
Adam Pelech 2021,Adam Pelech,2021,D,26.128,75,210,44.0,78.0,78.0,44,82,0.9773,2.2622,1.6107,2.7851,2.1676,0.2587750000000002
Adam Pelech 2022,Adam Pelech,2022,D,27.127,75,210,78.0,78.0,44.0,82,78,2.2622,1.6107,2.7851,2.1676,2.2774,0.07100000000000017
Adam Pelech 2023,Adam Pelech,2023,D,28.127,75,210,78.0,44.0,82.0,78,61,1.6107,2.7851,2.1676,2.2774,2.5336,0.3233999999999999
Damon Severson 2017,Damon Severson,2017,D,22.153,74,205,,,51.0,72,80,,,1.0464,0.3088,0.3063,-0.37129999999999996
Damon Severson 2018,Damon Severson,2018,D,23.152,74,205,,51.0,72.0,80,76,,1.0464,0.3088,0.3063,0.38,-0.1738333333333334
Damon Severson 2019,Damon Severson,2019,D,24.151,74,205,51.0,72.0,80.0,76,82,1.0464,0.3088,0.3063,0.38,1.4789,0.9685250000000001
Damon Severson 2020,Damon Severson,2020,D,25.151,74,205,72.0,80.0,76.0,82,81,0.3088,0.3063,0.38,1.4789,2.4763,1.8578000000000001
Damon Severson 2021,Damon Severson,2021,D,26.153,74,205,80.0,76.0,82.0,81,82,0.3063,0.38,1.4789,2.4763,2.0503,0.8899249999999999
Damon Severson 2022,Damon Severson,2022,D,27.152,74,205,76.0,82.0,81.0,82,80,0.38,1.4789,2.4763,2.0503,2.5498,0.9534249999999997
Damon Severson 2023,Damon Severson,2023,D,28.151,74,205,82.0,81.0,82.0,80,81,1.4789,2.4763,2.0503,2.5498,1.0315,-1.1073250000000001
Jake McCabe 2018,Jake McCabe,2018,D,23.971,73,204,7.0,2.0,77.0,76,53,0.869,0.3167,1.4359,1.6522,1.9261,0.85765
Jake McCabe 2019,Jake McCabe,2019,D,24.97,73,204,2.0,77.0,76.0,53,59,0.3167,1.4359,1.6522,1.9261,2.1444,0.8116750000000001
Jake McCabe 2020,Jake McCabe,2020,D,25.969,73,204,77.0,76.0,53.0,59,77,1.4359,1.6522,1.9261,2.1444,2.2715,0.4818500000000001
Jaccob Slavin 2018,Jaccob Slavin,2018,D,23.42,75,207,,,63.0,82,82,,,2.1058,3.1165,2.6067,-0.004449999999999843
Jaccob Slavin 2019,Jaccob Slavin,2019,D,24.42,75,207,,63.0,82.0,82,82,,2.1058,3.1165,2.6067,2.4035,-0.2061666666666664
Jaccob Slavin 2020,Jaccob Slavin,2020,D,25.419,75,207,63.0,82.0,82.0,82,80,2.1058,3.1165,2.6067,2.4035,3.076,0.5178750000000001
Jaccob Slavin 2021,Jaccob Slavin,2021,D,26.421,75,207,82.0,82.0,82.0,80,76,3.1165,2.6067,2.4035,3.076,2.7317,-0.06897500000000001
Jaccob Slavin 2022,Jaccob Slavin,2022,D,27.42,75,207,82.0,82.0,80.0,76,79,2.6067,2.4035,3.076,2.7317,3.2371,0.5326249999999999
Jaccob Slavin 2023,Jaccob Slavin,2023,D,28.42,75,207,82.0,80.0,76.0,79,76,2.4035,3.076,2.7317,3.2371,2.7066,-0.15547500000000003
Brett Kulak 2020,Brett Kulak,2020,D,25.734,73,197,8.0,21.0,71.0,57,66,0.1042,0.1056,0.257,0.4538,0.2265,-0.0036499999999999866
Brett Kulak 2021,Brett Kulak,2021,D,26.736,73,197,21.0,71.0,57.0,66,67,0.1056,0.257,0.4538,0.2265,0.0406,-0.220125
Brett Kulak 2022,Brett Kulak,2022,D,27.735,73,197,71.0,57.0,66.0,67,74,0.257,0.4538,0.2265,0.0406,1.0896,0.8451249999999999
Brett Kulak 2023,Brett Kulak,2023,D,28.735,73,197,57.0,66.0,67.0,74,82,0.4538,0.2265,0.0406,1.0896,1.7392,1.286575
Erik Gustafsson 2021,Erik Gustafsson,2021,D,28.551,72,197,,35.0,79.0,77,42,,0.029,0.1378,0.2114,0.0247,-0.10136666666666666
Erik Gustafsson 2022,Erik Gustafsson,2022,D,29.55,72,197,35.0,79.0,77.0,42,59,0.029,0.1378,0.2114,0.0247,0.1073,0.0065749999999999975
Erik Gustafsson 2023,Erik Gustafsson,2023,D,30.55,72,197,79.0,77.0,42.0,59,70,0.1378,0.2114,0.0247,0.1073,0.1636,0.04329999999999999
Matthew Benning 2019,Matthew Benning,2019,D,24.354,73,203,,,62.0,73,70,,,0.6952,0.553,1.2479,0.6237999999999999
Matthew Benning 2020,Matthew Benning,2020,D,25.353,73,203,,62.0,73.0,70,50,,0.6952,0.553,1.2479,0.6694,-0.1626333333333334
Matthew Benning 2021,Matthew Benning,2021,D,26.355,73,203,62.0,73.0,70.0,50,76,0.6952,0.553,1.2479,0.6694,1.9699,1.178525
Matthew Benning 2022,Matthew Benning,2022,D,27.355,73,203,73.0,70.0,50.0,76,65,0.553,1.2479,0.6694,1.9699,2.2005,1.09045
Matthew Benning 2023,Matthew Benning,2023,D,28.354,73,203,70.0,50.0,76.0,65,77,1.2479,0.6694,1.9699,2.2005,2.8188,1.296875
Ben Hutton 2018,Ben Hutton,2018,D,24.45,75,201,,,75.0,71,61,,,0.9093,0.5392,1.5888,0.8645499999999999
Ben Hutton 2019,Ben Hutton,2019,D,25.449,75,201,,75.0,71.0,61,69,,0.9093,0.5392,1.5888,2.2944,1.2819666666666667
Ben Hutton 2020,Ben Hutton,2020,D,26.448,75,201,75.0,71.0,61.0,69,76,0.9093,0.5392,1.5888,2.2944,1.3867,0.05377500000000013
Ben Hutton 2021,Ben Hutton,2021,D,27.45,75,201,71.0,61.0,69.0,76,55,0.5392,1.5888,2.2944,1.3867,2.332,0.8797249999999999
Ben Hutton 2022,Ben Hutton,2022,D,28.45,75,201,61.0,69.0,76.0,55,58,1.5888,2.2944,1.3867,2.332,0.7267,-1.173775
Kurtis MacDermid 2022,Kurtis MacDermid,2022,D,27.522,77,233,34.0,11.0,53.0,41,58,0.25,0.4136,1.1426,1.2905,0.0925,-0.681675
Kurtis MacDermid 2023,Kurtis MacDermid,2023,D,28.521,77,233,11.0,53.0,41.0,58,44,0.4136,1.1426,1.2905,0.0925,0.2504,-0.4844
Nate Schmidt 2018,Nate Schmidt,2018,D,26.213,72,195,29.0,39.0,72.0,60,76,0.5925,0.2051,1.3468,0.7114,1.9134,1.1994500000000001
Nate Schmidt 2019,Nate Schmidt,2019,D,27.212,72,195,39.0,72.0,60.0,76,61,0.2051,1.3468,0.7114,1.9134,1.4899,0.4457249999999999
Nate Schmidt 2020,Nate Schmidt,2020,D,28.212,72,195,72.0,60.0,76.0,61,69,1.3468,0.7114,1.9134,1.4899,1.5754,0.2100249999999999
Nate Schmidt 2021,Nate Schmidt,2021,D,29.214,72,195,60.0,76.0,61.0,69,79,0.7114,1.9134,1.4899,1.5754,1.733,0.31047500000000006
Nate Schmidt 2022,Nate Schmidt,2022,D,30.213,72,195,76.0,61.0,69.0,79,77,1.9134,1.4899,1.5754,1.733,0.668,-1.009925
Nate Schmidt 2023,Nate Schmidt,2023,D,31.212,72,195,61.0,69.0,79.0,77,71,1.4899,1.5754,1.733,0.668,1.0904,-0.27617500000000006
MacKenzie Weegar 2020,MacKenzie Weegar,2020,D,25.731,72,206,,3.0,60.0,64,53,,,0.1531,1.4547,1.7681,0.9642
MacKenzie Weegar 2021,MacKenzie Weegar,2021,D,26.733,72,206,3.0,60.0,64.0,53,79,,0.1531,1.4547,1.7681,2.654,1.5287
MacKenzie Weegar 2022,MacKenzie Weegar,2022,D,27.732,72,206,60.0,64.0,53.0,79,80,0.1531,1.4547,1.7681,2.654,2.7337,1.226225
MacKenzie Weegar 2023,MacKenzie Weegar,2023,D,28.732,72,206,64.0,53.0,79.0,80,81,1.4547,1.7681,2.654,2.7337,1.7179,-0.43472500000000003
Tucker Poolman 2022,Tucker Poolman,2022,D,28.316,74,199,24.0,,67.0,57,40,0.0549,,0.7266,1.3376,1.6108,0.9044333333333334
Connor Clifton 2023,Connor Clifton,2023,D,27.429,71,190,19.0,36.0,64.0,60,78,0.6395,0.4565,1.3265,1.2131,1.3141,0.4052
Carson Soucy 2022,Carson Soucy,2022,D,27.182,77,208,3.0,,64.0,73,64,0.6278,,1.1664,0.9757,1.5279,0.6046
Carson Soucy 2023,Carson Soucy,2023,D,28.181,77,208,,64.0,73.0,64,78,,1.1664,0.9757,1.5279,1.7098,0.4864666666666666
Ryan Graves 2022,Ryan Graves,2022,D,26.366,77,220,,26.0,81.0,79,75,,1.216,2.8145,3.2812,2.44,0.002766666666666584
Ryan Graves 2023,Ryan Graves,2023,D,27.366,77,220,26.0,81.0,79.0,75,78,1.216,2.8145,3.2812,2.44,2.4047,-0.03322499999999984
Shea Theodore 2020,Shea Theodore,2020,D,24.162,74,197,19.0,34.0,61.0,79,83,1.143,0.7858,0.4582,0.169,0.1624,-0.4766
Shea Theodore 2021,Shea Theodore,2021,D,25.164,74,197,34.0,61.0,79.0,83,77,0.7858,0.4582,0.169,0.1624,0.2381,-0.15575000000000003
Shea Theodore 2022,Shea Theodore,2022,D,26.164,74,197,61.0,79.0,83.0,77,78,0.4582,0.169,0.1624,0.2381,0.312,0.055074999999999985
Shea Theodore 2023,Shea Theodore,2023,D,27.163,74,197,79.0,83.0,77.0,78,55,0.169,0.1624,0.2381,0.312,0.0255,-0.194875
Robert Hagg 2020,Robert Hagg,2020,D,24.644,74,210,,1.0,70.0,82,57,,1.5667,1.6055,1.7736,1.1289,-0.5197
Robert Hagg 2021,Robert Hagg,2021,D,25.646,74,210,1.0,70.0,82.0,57,49,1.5667,1.6055,1.7736,1.1289,1.673,0.15432500000000005
Robert Hagg 2022,Robert Hagg,2022,D,26.645,74,210,70.0,82.0,57.0,49,64,1.6055,1.7736,1.1289,1.673,1.9107,0.36545000000000005
Brett Pesce 2018,Brett Pesce,2018,D,22.878,75,206,,,69.0,82,65,,,1.1227,2.1717,2.3528,0.7055999999999998
Brett Pesce 2019,Brett Pesce,2019,D,23.877,75,206,,69.0,82.0,65,73,,1.1227,2.1717,2.3528,2.5007,0.6183000000000003
Brett Pesce 2020,Brett Pesce,2020,D,24.877,75,206,69.0,82.0,65.0,73,71,1.1227,2.1717,2.3528,2.5007,3.2369,1.199925
Brett Pesce 2021,Brett Pesce,2021,D,25.879,75,206,82.0,65.0,73.0,71,80,2.1717,2.3528,2.5007,3.2369,3.143,0.5774749999999997
Brett Pesce 2022,Brett Pesce,2022,D,26.878,75,206,65.0,73.0,71.0,80,70,2.3528,2.5007,3.2369,3.143,2.805,-0.003349999999999742
Brett Pesce 2023,Brett Pesce,2023,D,27.878,75,206,73.0,71.0,80.0,70,82,2.5007,3.2369,3.143,2.805,2.4085,-0.5129000000000001
Seth Jones 2016,Seth Jones,2016,D,20.994,76,213,,,77.0,82,81,,,1.6597,1.6726,2.0309,0.3647499999999999
Seth Jones 2017,Seth Jones,2017,D,21.996,76,213,,77.0,82.0,81,75,,1.6597,1.6726,2.0309,2.1256,0.33786666666666654
Seth Jones 2018,Seth Jones,2018,D,22.996,76,213,77.0,82.0,81.0,75,78,1.6597,1.6726,2.0309,2.1256,1.8231,-0.04909999999999992
Seth Jones 2019,Seth Jones,2019,D,23.995,76,213,82.0,81.0,75.0,78,75,1.6726,2.0309,2.1256,1.8231,2.2904,0.3773500000000001
Seth Jones 2020,Seth Jones,2020,D,24.995,76,213,81.0,75.0,78.0,75,66,2.0309,2.1256,1.8231,2.2904,2.4658,0.3983000000000003
Seth Jones 2021,Seth Jones,2021,D,25.997,76,213,75.0,78.0,75.0,66,82,2.1256,1.8231,2.2904,2.4658,2.0021,-0.17412500000000009
Seth Jones 2022,Seth Jones,2022,D,26.996,76,213,78.0,75.0,66.0,82,78,1.8231,2.2904,2.4658,2.0021,1.8821,-0.26325
Seth Jones 2023,Seth Jones,2023,D,27.995,76,213,75.0,66.0,82.0,78,72,2.2904,2.4658,2.0021,1.8821,1.913,-0.24709999999999988
Darnell Nurse 2018,Darnell Nurse,2018,D,22.656,76,221,,2.0,69.0,44,82,,0.3833,2.0428,1.1894,2.2402,1.0350333333333335
Darnell Nurse 2019,Darnell Nurse,2019,D,23.656,76,221,2.0,69.0,44.0,82,82,0.3833,2.0428,1.1894,2.2402,1.9285,0.46457499999999996
Darnell Nurse 2020,Darnell Nurse,2020,D,24.655,76,221,69.0,44.0,82.0,82,83,2.0428,1.1894,2.2402,1.9285,2.0782,0.22797499999999982
Darnell Nurse 2021,Darnell Nurse,2021,D,25.657,76,221,44.0,82.0,82.0,83,82,1.1894,2.2402,1.9285,2.0782,2.4452,0.5861249999999998
Darnell Nurse 2022,Darnell Nurse,2022,D,26.656,76,221,82.0,82.0,83.0,82,71,2.2402,1.9285,2.0782,2.4452,2.7732,0.6001750000000001
Darnell Nurse 2023,Darnell Nurse,2023,D,27.656,76,221,82.0,83.0,82.0,71,82,1.9285,2.0782,2.4452,2.7732,2.9049,0.5986250000000002
Rasmus Ristolainen 2017,Rasmus Ristolainen,2017,D,21.931,76,221,,34.0,78.0,82,79,,1.376,1.3096,2.6681,2.9945,1.2099333333333333
Rasmus Ristolainen 2018,Rasmus Ristolainen,2018,D,22.93,76,221,34.0,78.0,82.0,79,73,1.376,1.3096,2.6681,2.9945,2.7815,0.6944499999999998
Rasmus Ristolainen 2019,Rasmus Ristolainen,2019,D,23.929,76,221,78.0,82.0,79.0,73,78,1.3096,2.6681,2.9945,2.7815,2.1838,-0.2546249999999999
Rasmus Ristolainen 2020,Rasmus Ristolainen,2020,D,24.929,76,221,82.0,79.0,73.0,78,81,2.6681,2.9945,2.7815,2.1838,2.257,-0.39997499999999997
Rasmus Ristolainen 2021,Rasmus Ristolainen,2021,D,25.931,76,221,79.0,73.0,78.0,81,71,2.9945,2.7815,2.1838,2.257,2.2687,-0.28549999999999986
Rasmus Ristolainen 2022,Rasmus Ristolainen,2022,D,26.93,76,221,73.0,78.0,81.0,71,66,2.7815,2.1838,2.257,2.2687,1.8899,-0.48285
Rasmus Ristolainen 2023,Rasmus Ristolainen,2023,D,27.93,76,221,78.0,81.0,71.0,66,74,2.1838,2.257,2.2687,1.8899,2.1514,0.0015500000000003844
Josh Morrissey 2019,Josh Morrissey,2019,D,23.513,72,185,,1.0,82.0,81,59,,,0.876,2.4255,2.8099,1.15915
Josh Morrissey 2020,Josh Morrissey,2020,D,24.513,72,185,1.0,82.0,81.0,59,76,,0.876,2.4255,2.8099,0.9549,-1.0822333333333334
Josh Morrissey 2021,Josh Morrissey,2021,D,25.515,72,185,82.0,81.0,59.0,76,82,0.876,2.4255,2.8099,0.9549,1.1676,-0.598975
Josh Morrissey 2022,Josh Morrissey,2022,D,26.514,72,185,81.0,59.0,76.0,82,79,2.4255,2.8099,0.9549,1.1676,0.9681,-0.871375
Josh Morrissey 2023,Josh Morrissey,2023,D,27.513,72,185,59.0,76.0,82.0,79,78,2.8099,0.9549,1.1676,0.9681,0.3568,-1.118325
Ryan Pulock 2020,Ryan Pulock,2020,D,24.986,74,216,15.0,1.0,68.0,82,80,0.3456,,0.1081,1.7705,1.4865,0.7451
Ryan Pulock 2021,Ryan Pulock,2021,D,25.988,74,216,1.0,68.0,82.0,80,82,,0.1081,1.7705,1.4865,1.5071,0.3854000000000002
Ryan Pulock 2022,Ryan Pulock,2022,D,26.988,74,216,68.0,82.0,80.0,82,56,0.1081,1.7705,1.4865,1.5071,1.6158,0.3977499999999998
Ryan Pulock 2023,Ryan Pulock,2023,D,27.987,74,216,82.0,80.0,82.0,56,82,1.7705,1.4865,1.5071,1.6158,1.6646,0.06962500000000005
Nikita Zadorov 2019,Nikita Zadorov,2019,D,23.461,78,248,60.0,22.0,56.0,77,70,0.3994,0.8538,2.1167,2.0861,1.6833,0.31930000000000014
Nikita Zadorov 2020,Nikita Zadorov,2020,D,24.461,78,248,22.0,56.0,77.0,70,75,0.8538,2.1167,2.0861,1.6833,1.7357,0.05072500000000013
