,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 PP ATOI,Y2 PP ATOI,Y3 PP ATOI,Y4 PP ATOI,Y5 PP ATOI,Y5 dPP ATOI
Tomas Hertl 2016,Tomas Hertl,2016,C,21.884,75,215,,,37.0,82,81,,,2.0685,1.4904,1.6416,-0.1378499999999998
Tomas Hertl 2017,Tomas Hertl,2017,C,22.886,75,215,,37.0,82.0,81,49,,2.0685,1.4904,1.6416,1.883,0.1495000000000002
Tomas Hertl 2018,Tomas Hertl,2018,C,23.886,75,215,37.0,82.0,81.0,49,79,2.0685,1.4904,1.6416,1.883,2.5059,0.735025
Tomas Hertl 2019,Tomas Hertl,2019,C,24.885,75,215,82.0,81.0,49.0,79,77,1.4904,1.6416,1.883,2.5059,2.8788,0.998575
Tomas Hertl 2020,Tomas Hertl,2020,C,25.884,75,215,81.0,49.0,79.0,77,56,1.6416,1.883,2.5059,2.8788,2.5948,0.3674750000000002
Tomas Hertl 2021,Tomas Hertl,2021,C,26.886,75,215,49.0,79.0,77.0,56,73,1.883,2.5059,2.8788,2.5948,2.6147,0.14907499999999985
Tomas Hertl 2022,Tomas Hertl,2022,C,27.886,75,215,79.0,77.0,56.0,73,82,2.5059,2.8788,2.5948,2.6147,2.5024,-0.14615
Tomas Hertl 2023,Tomas Hertl,2023,C,28.885,75,215,77.0,56.0,73.0,82,79,2.8788,2.5948,2.6147,2.5024,3.0365,0.3888250000000002
Teuvo Teravainen 2016,Teuvo Teravainen,2016,L,21.055,71,191,,,3.0,34,78,,,1.6556,0.7662,1.7575,0.5466
Teuvo Teravainen 2017,Teuvo Teravainen,2017,L,22.057,71,191,,3.0,34.0,78,81,,1.6556,0.7662,1.7575,2.2358,0.8426999999999998
Teuvo Teravainen 2018,Teuvo Teravainen,2018,L,23.056,71,191,3.0,34.0,78.0,81,82,1.6556,0.7662,1.7575,2.2358,2.6624,1.058625
Teuvo Teravainen 2019,Teuvo Teravainen,2019,L,24.055,71,191,34.0,78.0,81.0,82,82,0.7662,1.7575,2.2358,2.6624,2.735,0.8795249999999999
Teuvo Teravainen 2020,Teuvo Teravainen,2020,L,25.055,71,191,78.0,81.0,82.0,82,80,1.7575,2.2358,2.6624,2.735,3.0118,0.6641250000000003
Teuvo Teravainen 2022,Teuvo Teravainen,2022,L,27.056,71,191,82.0,82.0,80.0,30,77,2.6624,2.735,3.0118,1.6706,2.9433,0.42334999999999967
Teuvo Teravainen 2023,Teuvo Teravainen,2023,L,28.056,71,191,82.0,80.0,30.0,77,68,2.735,3.0118,1.6706,2.9433,2.3505,-0.23967500000000008
Filip Forsberg 2016,Filip Forsberg,2016,L,21.134,73,205,,8.0,13.0,82,82,,2.0033,1.9359,2.828,2.6388,0.38306666666666667
Filip Forsberg 2017,Filip Forsberg,2017,L,22.136,73,205,8.0,13.0,82.0,82,82,2.0033,1.9359,2.828,2.6388,2.6494,0.2979000000000003
Filip Forsberg 2018,Filip Forsberg,2018,L,23.135,73,205,13.0,82.0,82.0,82,67,1.9359,2.828,2.6388,2.6494,2.896,0.38297500000000007
Filip Forsberg 2019,Filip Forsberg,2019,L,24.135,73,205,82.0,82.0,82.0,67,64,2.828,2.6388,2.6494,2.896,3.0141,0.26105
Filip Forsberg 2020,Filip Forsberg,2020,L,25.134,73,205,82.0,82.0,67.0,64,74,2.6388,2.6494,2.896,3.0141,2.9185,0.11892499999999995
Filip Forsberg 2021,Filip Forsberg,2021,L,26.136,73,205,82.0,67.0,64.0,74,57,2.6494,2.896,3.0141,2.9185,2.9675,0.09799999999999986
Filip Forsberg 2022,Filip Forsberg,2022,L,27.136,73,205,67.0,64.0,74.0,57,69,2.896,3.0141,2.9185,2.9675,3.1601,0.21107500000000012
Filip Forsberg 2023,Filip Forsberg,2023,L,28.135,73,205,64.0,74.0,57.0,69,50,3.0141,2.9185,2.9675,3.1601,3.0983,0.08325000000000005
Radek Faksa 2017,Radek Faksa,2017,C,22.728,75,225,,,,45,80,,,,0.0874,0.5237,0.4363
Radek Faksa 2018,Radek Faksa,2018,C,23.727,75,225,,,45.0,80,79,,,0.0874,0.5237,0.2403,-0.06525000000000003
Radek Faksa 2019,Radek Faksa,2019,C,24.726,75,225,,45.0,80.0,79,81,,0.0874,0.5237,0.2403,0.8903,0.6064999999999999
Radek Faksa 2020,Radek Faksa,2020,C,25.726,75,225,45.0,80.0,79.0,81,77,0.0874,0.5237,0.2403,0.8903,1.4682,1.032775
Radek Faksa 2021,Radek Faksa,2021,C,26.728,75,225,80.0,79.0,81.0,77,80,0.5237,0.2403,0.8903,1.4682,1.5752,0.7945749999999999
Radek Faksa 2022,Radek Faksa,2022,C,27.727,75,225,79.0,81.0,77.0,80,77,0.2403,0.8903,1.4682,1.5752,0.1165,-0.9269999999999998
Radek Faksa 2023,Radek Faksa,2023,C,28.726,75,225,81.0,77.0,80.0,77,81,0.8903,1.4682,1.5752,0.1165,0.2632,-0.7493500000000001
Oskar Sundqvist 2019,Oskar Sundqvist,2019,C,24.526,75,220,,18.0,10.0,42,74,,0.0444,0.0083,0.4341,0.395,0.23273333333333335
Oskar Sundqvist 2020,Oskar Sundqvist,2020,C,25.526,75,220,18.0,10.0,42.0,74,67,0.0444,0.0083,0.4341,0.395,0.2582,0.03774999999999998
Oskar Sundqvist 2021,Oskar Sundqvist,2021,C,26.528,75,220,10.0,42.0,74.0,67,41,0.0083,0.4341,0.395,0.2582,0.9619,0.688
Oskar Sundqvist 2022,Oskar Sundqvist,2022,C,27.527,75,220,42.0,74.0,67.0,41,59,0.4341,0.395,0.2582,0.9619,0.5492,0.036900000000000044
Oskar Sundqvist 2023,Oskar Sundqvist,2023,C,28.526,75,220,74.0,67.0,41.0,59,67,0.395,0.2582,0.9619,0.5492,1.9473,1.406225
Chandler Stephenson 2019,Chandler Stephenson,2019,C,24.444,72,209,,9.0,4.0,67,64,,0.0463,0.025,0.1517,0.0164,-0.05793333333333334
Chandler Stephenson 2020,Chandler Stephenson,2020,C,25.444,72,209,9.0,4.0,67.0,64,76,0.0463,0.025,0.1517,0.0164,0.6736,0.61375
Chandler Stephenson 2021,Chandler Stephenson,2021,C,26.446,72,209,4.0,67.0,64.0,76,74,0.025,0.1517,0.0164,0.6736,2.1056,1.888925
Chandler Stephenson 2022,Chandler Stephenson,2022,C,27.445,72,209,67.0,64.0,76.0,74,79,0.1517,0.0164,0.6736,2.1056,2.2325,1.4956749999999999
Chandler Stephenson 2023,Chandler Stephenson,2023,C,28.444,72,209,64.0,76.0,74.0,79,81,0.0164,0.6736,2.1056,2.2325,2.4743,1.2172749999999999
Devin Shore 2018,Devin Shore,2018,C,23.204,73,206,,,3.0,82,82,,,0.0278,1.8549,1.8278,0.8864500000000001
Devin Shore 2019,Devin Shore,2019,C,24.203,73,206,,3.0,82.0,82,76,,0.0278,1.8549,1.8278,1.2531,0.01626666666666665
Devin Shore 2020,Devin Shore,2020,C,25.203,73,206,3.0,82.0,82.0,76,53,0.0278,1.8549,1.8278,1.2531,0.4696,-0.7713000000000001
Devin Shore 2021,Devin Shore,2021,C,26.205,73,206,82.0,82.0,76.0,53,55,1.8549,1.8278,1.2531,0.4696,0.0246,-1.32675
Devin Shore 2022,Devin Shore,2022,C,27.204,73,206,82.0,76.0,53.0,55,49,1.8278,1.2531,0.4696,0.0246,0.0184,-0.8753750000000001
Devin Shore 2023,Devin Shore,2023,C,28.203,73,206,76.0,53.0,55.0,49,47,1.2531,0.4696,0.0246,0.0184,0.0486,-0.39282500000000004
Jujhar Khaira 2019,Jujhar Khaira,2019,L,24.135,76,212,,15.0,10.0,69,60,,0.0611,0.0983,0.3529,0.3906,0.21983333333333333
Jujhar Khaira 2020,Jujhar Khaira,2020,L,25.134,76,212,15.0,10.0,69.0,60,75,0.0611,0.0983,0.3529,0.3906,0.1492,-0.07652500000000001
Jujhar Khaira 2021,Jujhar Khaira,2021,L,26.136,76,212,10.0,69.0,60.0,75,58,0.0983,0.3529,0.3906,0.1492,0.0738,-0.17395
Jujhar Khaira 2023,Jujhar Khaira,2023,L,28.135,76,212,60.0,75.0,58.0,27,51,0.3906,0.1492,0.0738,0.0383,0.7258,0.562825
Jimmy Vesey 2018,Jimmy Vesey,2018,L,24.351,75,202,,,,80,79,,,,1.5554,1.4719,-0.08349999999999991
Jimmy Vesey 2019,Jimmy Vesey,2019,L,25.35,75,202,,,80.0,79,81,,,1.5554,1.4719,1.6835,0.16985000000000006
Jimmy Vesey 2020,Jimmy Vesey,2020,L,26.35,75,202,,80.0,79.0,81,75,,1.5554,1.4719,1.6835,0.3734,-1.1968666666666667
Jimmy Vesey 2021,Jimmy Vesey,2021,L,27.352,75,202,80.0,79.0,81.0,75,73,1.5554,1.4719,1.6835,0.3734,0.4513,-0.81975
Jimmy Vesey 2022,Jimmy Vesey,2022,L,28.351,75,202,79.0,81.0,75.0,73,68,1.4719,1.6835,0.3734,0.4513,0.2625,-0.7325250000000001
Jimmy Vesey 2023,Jimmy Vesey,2023,L,29.351,75,202,81.0,75.0,73.0,68,81,1.6835,0.3734,0.4513,0.2625,0.0891,-0.6035750000000001
Chris Tierney 2016,Chris Tierney,2016,C,21.252,73,191,,,,43,79,,,,0.781,0.1857,-0.5953
Chris Tierney 2017,Chris Tierney,2017,C,22.254,73,191,,,43.0,79,80,,,0.781,0.1857,0.2721,-0.21125
Chris Tierney 2018,Chris Tierney,2018,C,23.253,73,191,,43.0,79.0,80,82,,0.781,0.1857,0.2721,0.9915,0.5785666666666667
Chris Tierney 2019,Chris Tierney,2019,C,24.253,73,191,43.0,79.0,80.0,82,81,0.781,0.1857,0.2721,0.9915,1.7226,1.165025
Chris Tierney 2020,Chris Tierney,2020,C,25.252,73,191,79.0,80.0,82.0,81,83,0.1857,0.2721,0.9915,1.7226,0.9678,0.174825
Chris Tierney 2021,Chris Tierney,2021,C,26.254,73,191,80.0,82.0,81.0,83,80,0.2721,0.9915,1.7226,0.9678,0.1303,-0.8582
Chris Tierney 2022,Chris Tierney,2022,C,27.253,73,191,82.0,81.0,83.0,80,70,0.9915,1.7226,0.9678,0.1303,1.3576,0.40454999999999997
Jordan Martinook 2017,Jordan Martinook,2017,L,24.187,72,196,,,8.0,81,77,,,0.0458,0.3504,0.3786,0.1805
Jordan Martinook 2018,Jordan Martinook,2018,L,25.186,72,196,,8.0,81.0,77,81,,0.0458,0.3504,0.3786,0.1914,-0.06686666666666666
Jordan Martinook 2019,Jordan Martinook,2019,L,26.186,72,196,8.0,81.0,77.0,81,82,0.0458,0.3504,0.3786,0.1914,0.1159,-0.12564999999999998
Jordan Martinook 2020,Jordan Martinook,2020,L,27.185,72,196,81.0,77.0,81.0,82,53,0.3504,0.3786,0.1914,0.1159,0.0359,-0.223175
Jordan Martinook 2021,Jordan Martinook,2021,L,28.187,72,196,77.0,81.0,82.0,53,64,0.3786,0.1914,0.1159,0.0359,0.0826,-0.09784999999999999
Jordan Martinook 2022,Jordan Martinook,2022,L,29.186,72,196,81.0,82.0,53.0,64,59,0.1914,0.1159,0.0359,0.0826,0.0384,-0.06805
Jordan Martinook 2023,Jordan Martinook,2023,L,30.186,72,196,82.0,53.0,64.0,59,82,0.1159,0.0359,0.0826,0.0384,0.1008,0.032600000000000004
Colton Sissons 2017,Colton Sissons,2017,C,22.905,73,200,,17.0,,34,58,,0.002,,0.0686,0.0716,0.0363
Colton Sissons 2018,Colton Sissons,2018,C,23.905,73,200,17.0,,34.0,58,81,0.002,,0.0686,0.0716,1.9344,1.887
Colton Sissons 2019,Colton Sissons,2019,C,24.904,73,200,,34.0,58.0,81,75,,0.0686,0.0716,1.9344,1.1598,0.4682666666666666
Colton Sissons 2020,Colton Sissons,2020,C,25.904,73,200,34.0,58.0,81.0,75,67,0.0686,0.0716,1.9344,1.1598,0.2193,-0.5892999999999999
Colton Sissons 2021,Colton Sissons,2021,C,26.906,73,200,58.0,81.0,75.0,67,77,0.0716,1.9344,1.1598,0.2193,0.2123,-0.633975
Colton Sissons 2022,Colton Sissons,2022,C,27.905,73,200,81.0,75.0,67.0,77,79,1.9344,1.1598,0.2193,0.2123,0.4392,-0.44225
Colton Sissons 2023,Colton Sissons,2023,C,28.904,73,200,75.0,67.0,77.0,79,82,1.1598,0.2193,0.2123,0.4392,0.672,0.1643500000000001
Teddy Blueger 2020,Teddy Blueger,2020,C,25.129,72,185,,,,28,81,,,,0.0196,0.1234,0.1038
Teddy Blueger 2021,Teddy Blueger,2021,C,26.131,72,185,,,28.0,81,62,,,0.0196,0.1234,0.0698,-0.0016999999999999932
Teddy Blueger 2022,Teddy Blueger,2022,C,27.13,72,185,,28.0,81.0,62,65,,0.0196,0.1234,0.0698,0.0895,0.018566666666666662
Teddy Blueger 2023,Teddy Blueger,2023,C,28.129,72,185,28.0,81.0,62.0,65,63,0.0196,0.1234,0.0698,0.0895,0.0627,-0.012874999999999998
Brock McGinn 2017,Brock McGinn,2017,L,22.662,72,187,,,,21,57,,,,0.1571,0.0678,-0.08929999999999999
Brock McGinn 2018,Brock McGinn,2018,L,23.661,72,187,,,21.0,57,80,,,0.1571,0.0678,0.3244,0.21195000000000003
Brock McGinn 2019,Brock McGinn,2019,L,24.66,72,187,,21.0,57.0,80,82,,0.1571,0.0678,0.3244,0.2663,0.08319999999999997
Brock McGinn 2020,Brock McGinn,2020,L,25.66,72,187,21.0,57.0,80.0,82,80,0.1571,0.0678,0.3244,0.2663,0.0684,-0.1355
Brock McGinn 2021,Brock McGinn,2021,L,26.662,72,187,57.0,80.0,82.0,80,54,0.0678,0.3244,0.2663,0.0684,0.0613,-0.120425
Brock McGinn 2022,Brock McGinn,2022,L,27.661,72,187,80.0,82.0,80.0,54,64,0.3244,0.2663,0.0684,0.0613,0.0448,-0.1353
Brock McGinn 2023,Brock McGinn,2023,L,28.661,72,187,82.0,80.0,54.0,64,75,0.2663,0.0684,0.0613,0.0448,0.0156,-0.09459999999999999
Andreas Athanasiou 2017,Andreas Athanasiou,2017,C,22.155,74,190,,,,37,64,,,,0.0189,1.2128,1.1939000000000002
Andreas Athanasiou 2018,Andreas Athanasiou,2018,C,23.155,74,190,,,37.0,64,71,,,0.0189,1.2128,1.7359,1.12005
Andreas Athanasiou 2019,Andreas Athanasiou,2019,C,24.154,74,190,,37.0,64.0,71,76,,0.0189,1.2128,1.7359,2.2129,1.2236999999999998
Andreas Athanasiou 2020,Andreas Athanasiou,2020,C,25.153,74,190,37.0,64.0,71.0,76,64,0.0189,1.2128,1.7359,2.2129,2.0082,0.7130749999999999
Andreas Athanasiou 2021,Andreas Athanasiou,2021,C,26.155,74,190,64.0,71.0,76.0,64,68,1.2128,1.7359,2.2129,2.0082,1.8387,0.0462499999999999
Andreas Athanasiou 2023,Andreas Athanasiou,2023,C,28.154,74,190,76.0,64.0,68.0,28,81,2.2129,2.0082,1.8387,1.6161,1.9043,-0.014674999999999994
Josh Anderson 2018,Josh Anderson,2018,R,23.404,75,218,,6.0,12.0,78,63,,0.0222,0.0208,0.0833,1.387,1.3449
Josh Anderson 2019,Josh Anderson,2019,R,24.403,75,218,6.0,12.0,78.0,63,82,0.0222,0.0208,0.0833,1.387,1.3709,0.992575
Josh Anderson 2021,Josh Anderson,2021,R,26.405,75,218,78.0,63.0,82.0,30,76,0.0833,1.387,1.3709,1.7378,1.8827,0.7379500000000001
Josh Anderson 2022,Josh Anderson,2022,R,27.404,75,218,63.0,82.0,30.0,76,69,1.387,1.3709,1.7378,1.8827,2.1072,0.5126000000000002
Josh Anderson 2023,Josh Anderson,2023,R,28.403,75,218,82.0,30.0,76.0,69,69,1.3709,1.7378,1.8827,2.1072,1.7017,-0.07295000000000007
Vinnie Hinostroza 2018,Vinnie Hinostroza,2018,C,23.497,70,183,,,7.0,49,50,,,0.1476,0.3194,1.434,1.2005
Vinnie Hinostroza 2019,Vinnie Hinostroza,2019,C,24.496,70,183,,7.0,49.0,50,72,,0.1476,0.3194,1.434,1.3312,0.6975333333333333
Vinnie Hinostroza 2020,Vinnie Hinostroza,2020,C,25.496,70,183,7.0,49.0,50.0,72,80,0.1476,0.3194,1.434,1.3312,0.0809,-0.72715
Vinnie Hinostroza 2022,Vinnie Hinostroza,2022,C,27.497,70,183,50.0,72.0,80.0,36,62,1.434,1.3312,0.0809,0.278,0.1747,-0.606325
Connor Brown 2018,Connor Brown,2018,R,23.713,72,181,,,7.0,82,82,,,3.4357,1.2337,1.1709,-1.1638000000000002
Connor Brown 2019,Connor Brown,2019,R,24.713,72,181,,7.0,82.0,82,82,,3.4357,1.2337,1.1709,0.2451,-1.7016666666666667
Connor Brown 2020,Connor Brown,2020,R,25.712,72,181,7.0,82.0,82.0,82,83,3.4357,1.2337,1.1709,0.2451,1.6866,0.16525000000000012
Connor Brown 2021,Connor Brown,2021,R,26.714,72,181,82.0,82.0,82.0,83,82,1.2337,1.1709,0.2451,1.6866,1.3631,0.27902499999999986
Connor Brown 2022,Connor Brown,2022,R,27.713,72,181,82.0,82.0,83.0,82,64,1.1709,0.2451,1.6866,1.3631,2.0693,0.9528750000000001
Alexander Kerfoot 2019,Alexander Kerfoot,2019,C,24.14,71,186,,,,79,78,,,,2.4747,2.0767,-0.3979999999999997
Alexander Kerfoot 2020,Alexander Kerfoot,2020,C,25.14,71,186,,,79.0,78,76,,,2.4747,2.0767,1.2723,-1.0034
Alexander Kerfoot 2021,Alexander Kerfoot,2021,C,26.142,71,186,,79.0,78.0,76,82,,2.4747,2.0767,1.2723,0.6071,-1.3341333333333334
Alexander Kerfoot 2022,Alexander Kerfoot,2022,C,27.141,71,186,79.0,78.0,76.0,82,82,2.4747,2.0767,1.2723,0.6071,0.1278,-1.4799
Alexander Kerfoot 2023,Alexander Kerfoot,2023,C,28.14,71,186,78.0,76.0,82.0,82,82,2.0767,1.2723,0.6071,0.1278,0.6734,-0.34757499999999997
Liam O'Brien 2023,Liam O'Brien,2023,C,28.176,73,213,,,17.0,39,56,,,,0.0889,0.036,-0.05290000000000001
Jayson Megna 2023,Jayson Megna,2023,C,32.663,73,195,,9.0,10.0,20,55,,0.0083,0.1333,0.0783,0.0161,-0.0572
Dominik Kubalik 2021,Dominik Kubalik,2021,L,25.115,74,190,,,,80,80,,,,1.9615,2.41,0.4485000000000001
Dominik Kubalik 2022,Dominik Kubalik,2022,L,26.114,74,190,,,80.0,80,78,,,1.9615,2.41,1.6329,-0.5528500000000001
Dominik Kubalik 2023,Dominik Kubalik,2023,L,27.114,74,190,,80.0,80.0,78,81,,1.9615,2.41,1.6329,2.4335,0.4320333333333335
Andreas Johnsson 2020,Andreas Johnsson,2020,L,24.86,70,195,,,9.0,73,50,,,1.2889,1.5772,2.0787,0.6456500000000001
Andreas Johnsson 2021,Andreas Johnsson,2021,L,25.862,70,195,,9.0,73.0,50,73,,1.2889,1.5772,2.0787,1.3327,-0.31556666666666655
Andreas Johnsson 2022,Andreas Johnsson,2022,L,26.862,70,195,9.0,73.0,50.0,73,71,1.2889,1.5772,2.0787,1.3327,1.0408,-0.528575
Tyler Motte 2018,Tyler Motte,2018,"C, L",22.563,70,192,,,,33,46,,,,0.102,0.0391,-0.06289999999999998
Tyler Motte 2019,Tyler Motte,2019,"C, L",23.563,70,192,,,33.0,46,74,,,0.102,0.0391,0.0392,-0.03135
Tyler Motte 2020,Tyler Motte,2020,"C, L",24.562,70,192,,33.0,46.0,74,40,,0.102,0.0391,0.0392,0.0279,-0.0322
Tyler Motte 2022,Tyler Motte,2022,"C, L",26.563,70,192,46.0,74.0,40.0,35,58,0.0391,0.0392,0.0279,0.3056,0.1233,0.020350000000000007
Tyler Motte 2023,Tyler Motte,2023,"C, L",27.563,70,192,74.0,40.0,35.0,58,62,0.0392,0.0279,0.3056,0.1233,0.246,0.122
John Hayden 2019,John Hayden,2019,C,23.628,75,223,,,12.0,47,54,,,0.2611,0.234,0.3994,0.15184999999999998
John Hayden 2020,John Hayden,2020,C,24.628,75,223,,12.0,47.0,54,50,,0.2611,0.234,0.3994,0.0853,-0.2128666666666667
John Hayden 2021,John Hayden,2021,C,25.63,75,223,12.0,47.0,54.0,50,42,0.2611,0.234,0.3994,0.0853,0.0098,-0.23515
John Hayden 2022,John Hayden,2022,C,26.629,75,223,47.0,54.0,50.0,42,55,0.234,0.3994,0.0853,0.0098,0.0464,-0.135725
Pavel Buchnevich 2018,Pavel Buchnevich,2018,L,22.459,73,196,,,,41,74,,,,1.8866,2.6682,0.7816000000000001
Pavel Buchnevich 2019,Pavel Buchnevich,2019,L,23.459,73,196,,,41.0,74,64,,,1.8866,2.6682,1.9539,-0.3235000000000001
Pavel Buchnevich 2020,Pavel Buchnevich,2020,L,24.458,73,196,,41.0,74.0,64,80,,1.8866,2.6682,1.9539,2.2745,0.10493333333333332
Pavel Buchnevich 2021,Pavel Buchnevich,2021,L,25.46,73,196,41.0,74.0,64.0,80,79,1.8866,2.6682,1.9539,2.2745,2.1435,-0.052300000000000235
Pavel Buchnevich 2022,Pavel Buchnevich,2022,L,26.459,73,196,74.0,64.0,80.0,79,73,2.6682,1.9539,2.2745,2.1435,2.2475,-0.01252500000000012
Pavel Buchnevich 2023,Pavel Buchnevich,2023,L,27.459,73,196,64.0,80.0,79.0,73,63,1.9539,2.2745,2.1435,2.2475,2.9249,0.7700499999999999
Jake Guentzel 2018,Jake Guentzel,2018,L,22.988,71,180,,,,40,82,,,,1.3721,1.7667,0.39459999999999984
Jake Guentzel 2019,Jake Guentzel,2019,L,23.987,71,180,,,40.0,82,82,,,1.3721,1.7667,2.1482,0.5788000000000002
Jake Guentzel 2020,Jake Guentzel,2020,L,24.986,71,180,,40.0,82.0,82,46,,1.3721,1.7667,2.1482,3.1744,1.4120666666666666
Jake Guentzel 2021,Jake Guentzel,2021,L,25.988,71,180,40.0,82.0,82.0,46,82,1.3721,1.7667,2.1482,3.1744,3.0068,0.8914500000000003
Jake Guentzel 2022,Jake Guentzel,2022,L,26.988,71,180,82.0,82.0,46.0,82,76,1.7667,2.1482,3.1744,3.0068,3.5542,1.0301749999999998
Jake Guentzel 2023,Jake Guentzel,2023,L,27.987,71,180,82.0,46.0,82.0,76,78,2.1482,3.1744,3.0068,3.5542,3.8667,0.8957999999999999
Mattias Janmark 2019,Mattias Janmark,2019,C,25.813,73,205,,73.0,,81,81,,0.6212,,1.5467,0.3245,-0.75945
Mattias Janmark 2020,Mattias Janmark,2020,C,26.813,73,205,73.0,,81.0,81,73,0.6212,,1.5467,0.3245,0.6387,-0.19209999999999994
Mattias Janmark 2021,Mattias Janmark,2021,C,27.815,73,205,,81.0,81.0,73,82,,1.5467,0.3245,0.6387,1.7973,0.9606666666666666
Mattias Janmark 2022,Mattias Janmark,2022,C,28.814,73,205,81.0,81.0,73.0,82,67,1.5467,0.3245,0.6387,1.7973,0.5408,-0.536
Mattias Janmark 2023,Mattias Janmark,2023,C,29.813,73,205,81.0,73.0,82.0,67,66,0.3245,0.6387,1.7973,0.5408,0.0985,-0.7268249999999999
Anthony Duclair 2017,Anthony Duclair,2017,L,21.101,71,197,,,18.0,81,58,,,1.4111,2.8274,1.254,-0.8652500000000001
Anthony Duclair 2018,Anthony Duclair,2018,L,22.101,71,197,,18.0,81.0,58,56,,1.4111,2.8274,1.254,1.7438,-0.0870333333333333
Anthony Duclair 2019,Anthony Duclair,2019,L,23.1,71,197,18.0,81.0,58.0,56,74,1.4111,2.8274,1.254,1.7438,1.6099,-0.19917499999999988
Anthony Duclair 2020,Anthony Duclair,2020,L,24.099,71,197,81.0,58.0,56.0,74,77,2.8274,1.254,1.7438,1.6099,2.5765,0.7177249999999997
Anthony Duclair 2021,Anthony Duclair,2021,L,25.101,71,197,58.0,56.0,74.0,77,62,1.254,1.7438,1.6099,2.5765,1.3492,-0.44684999999999997
Anthony Duclair 2022,Anthony Duclair,2022,L,26.101,71,197,56.0,74.0,77.0,62,74,1.7438,1.6099,2.5765,1.3492,2.5671,0.74725
Carter Verhaeghe 2021,Carter Verhaeghe,2021,C,25.134,74,180,,,,61,62,,,,0.266,1.4066,1.1406
Carter Verhaeghe 2022,Carter Verhaeghe,2022,C,26.134,74,180,,,61.0,62,78,,,0.266,1.4066,1.1041,0.26780000000000004
Carter Verhaeghe 2023,Carter Verhaeghe,2023,C,27.133,74,180,,61.0,62.0,78,81,,0.266,1.4066,1.1041,2.1903,1.2647333333333335
Oliver Bjorkstrand 2018,Oliver Bjorkstrand,2018,R,22.478,72,175,,,12.0,26,82,,,2.1333,1.7147,1.7362,-0.18779999999999997
Oliver Bjorkstrand 2019,Oliver Bjorkstrand,2019,R,23.478,72,175,,12.0,26.0,82,77,,2.1333,1.7147,1.7362,1.2387,-0.6227
Oliver Bjorkstrand 2020,Oliver Bjorkstrand,2020,R,24.477,72,175,12.0,26.0,82.0,77,57,2.1333,1.7147,1.7362,1.2387,2.4748,0.7690750000000002
Oliver Bjorkstrand 2021,Oliver Bjorkstrand,2021,R,25.479,72,175,26.0,82.0,77.0,57,82,1.7147,1.7362,1.2387,2.4748,1.6214,-0.16969999999999996
Oliver Bjorkstrand 2022,Oliver Bjorkstrand,2022,R,26.478,72,175,82.0,77.0,57.0,82,80,1.7362,1.2387,2.4748,1.6214,3.1288,1.3610250000000002
Oliver Bjorkstrand 2023,Oliver Bjorkstrand,2023,R,27.478,72,175,77.0,57.0,82.0,80,81,1.2387,2.4748,1.6214,3.1288,2.3551,0.23917500000000036
Miles Wood 2018,Miles Wood,2018,L,22.051,74,195,,,1.0,60,76,,,0.1167,1.4169,0.9544,0.1876
Miles Wood 2019,Miles Wood,2019,L,23.051,74,195,,1.0,60.0,76,63,,0.1167,1.4169,0.9544,1.2196,0.39026666666666665
Miles Wood 2020,Miles Wood,2020,L,24.05,74,195,1.0,60.0,76.0,63,80,0.1167,1.4169,0.9544,1.2196,0.8245,-0.10240000000000005
Miles Wood 2021,Miles Wood,2021,L,25.052,74,195,60.0,76.0,63.0,80,80,1.4169,0.9544,1.2196,0.8245,1.8961,0.7922499999999999
Nicholas Paul 2023,Nicholas Paul,2023,L,27.535,75,223,,,,80,80,,,,0.4629,1.2002,0.7373
Andrew Copp 2017,Andrew Copp,2017,C,22.235,73,199,,,1.0,77,64,,,0.5667,0.0342,0.1437,-0.15675
Andrew Copp 2018,Andrew Copp,2018,C,23.234,73,199,,1.0,77.0,64,82,,0.5667,0.0342,0.1437,0.1051,-0.1431
Andrew Copp 2019,Andrew Copp,2019,C,24.233,73,199,1.0,77.0,64.0,82,69,0.5667,0.0342,0.1437,0.1051,0.0425,-0.169925
Andrew Copp 2020,Andrew Copp,2020,C,25.233,73,199,77.0,64.0,82.0,69,74,0.0342,0.1437,0.1051,0.0425,1.1865,1.1051250000000001
Andrew Copp 2021,Andrew Copp,2021,C,26.235,73,199,64.0,82.0,69.0,74,80,0.1437,0.1051,0.0425,1.1865,1.8058,1.43635
Andrew Copp 2022,Andrew Copp,2022,C,27.234,73,199,82.0,69.0,74.0,80,72,0.1051,0.0425,1.1865,1.8058,2.2162,1.431225
Andrew Copp 2023,Andrew Copp,2023,C,28.233,73,199,69.0,74.0,80.0,72,82,0.0425,1.1865,1.8058,2.2162,1.7195,0.40674999999999994
Andre Burakovsky 2016,Andre Burakovsky,2016,L,20.641,75,209,,,,53,79,,,,1.1626,0.8011,-0.36150000000000004
Andre Burakovsky 2017,Andre Burakovsky,2017,L,21.643,75,209,,,53.0,79,64,,,1.1626,0.8011,1.4589,0.47705
Andre Burakovsky 2018,Andre Burakovsky,2018,L,22.643,75,209,,53.0,79.0,64,56,,1.1626,0.8011,1.4589,1.1982,0.057333333333333236
