,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 EV ATOI,Y2 EV ATOI,Y3 EV ATOI,Y4 EV ATOI,Y5 EV ATOI,Y5 dEV ATOI
Jake Muzzin 2021,Jake Muzzin,2021,D,31.609,75,227,82.0,74.0,80.0,62,77,17.7295,17.0559,18.3869,18.6925,18.4135,0.4472999999999985
Jake Muzzin 2022,Jake Muzzin,2022,D,32.609,75,227,74.0,80.0,62.0,77,47,17.0559,18.3869,18.6925,18.4135,17.8372,-0.3000000000000007
Alec Martinez 2015,Alec Martinez,2015,D,27.185,73,210,60.0,51.0,46.0,61,56,13.4397,12.8056,14.0,13.2634,16.3646,2.987424999999998
Alec Martinez 2016,Alec Martinez,2016,D,28.184,73,210,51.0,46.0,61.0,56,78,12.8056,14.0,13.2634,16.3646,16.9154,2.807000000000002
Alec Martinez 2017,Alec Martinez,2017,D,29.186,73,210,46.0,61.0,56.0,78,82,14.0,13.2634,16.3646,16.9154,17.2693,2.13345
Alec Martinez 2018,Alec Martinez,2018,D,30.186,73,210,61.0,56.0,78.0,82,77,13.2634,16.3646,16.9154,17.2693,18.5346,2.5814249999999994
Alec Martinez 2019,Alec Martinez,2019,D,31.185,73,210,56.0,78.0,82.0,77,60,16.3646,16.9154,17.2693,18.5346,18.2483,0.9773250000000004
Alec Martinez 2020,Alec Martinez,2020,D,32.184,73,210,78.0,82.0,77.0,60,60,16.9154,17.2693,18.5346,18.2483,18.3585,0.6165999999999983
Alec Martinez 2021,Alec Martinez,2021,D,33.186,73,210,82.0,77.0,60.0,60,77,17.2693,18.5346,18.2483,18.3585,18.6333,0.530624999999997
Nick Holden 2018,Nick Holden,2018,D,30.383,76,210,54.0,78.0,82.0,80,73,15.3778,16.0107,18.7874,18.3102,16.5142,-0.6073249999999994
Nick Holden 2019,Nick Holden,2019,D,31.382,76,210,78.0,82.0,80.0,73,61,16.0107,18.7874,18.3102,16.5142,16.4467,-0.9589250000000007
Nick Holden 2020,Nick Holden,2020,D,32.381,76,210,82.0,80.0,73.0,61,71,18.7874,18.3102,16.5142,16.4467,16.803,-0.711624999999998
Jason Demers 2018,Jason Demers,2018,D,29.312,73,195,75.0,81.0,62.0,81,69,16.1238,15.8027,16.8188,16.2426,18.0684,1.8214250000000014
Drew Doughty 2013,Drew Doughty,2013,D,22.815,73,210,81.0,82.0,76.0,77,82,17.1944,18.4915,19.3996,18.8528,21.1712,2.6866249999999994
Drew Doughty 2014,Drew Doughty,2014,D,23.814,73,210,82.0,76.0,77.0,82,78,18.4915,19.3996,18.8528,21.1712,19.1972,-0.28157500000000013
Drew Doughty 2015,Drew Doughty,2015,D,24.814,73,210,76.0,77.0,82.0,78,82,19.3996,18.8528,21.1712,19.1972,22.8915,3.2363
Drew Doughty 2016,Drew Doughty,2016,D,25.813,73,210,77.0,82.0,78.0,82,82,18.8528,21.1712,19.1972,22.8915,22.0203,1.4921250000000015
Drew Doughty 2017,Drew Doughty,2017,D,26.815,73,210,82.0,78.0,82.0,82,82,21.1712,19.1972,22.8915,22.0203,21.2959,-0.024149999999998784
Drew Doughty 2018,Drew Doughty,2018,D,27.815,73,210,78.0,82.0,82.0,82,82,19.1972,22.8915,22.0203,21.2959,20.928,-0.42322499999999863
Drew Doughty 2019,Drew Doughty,2019,D,28.814,73,210,82.0,82.0,82.0,82,82,22.8915,22.0203,21.2959,20.928,21.1799,-0.604025
Drew Doughty 2020,Drew Doughty,2020,D,29.813,73,210,82.0,82.0,82.0,82,79,22.0203,21.2959,20.928,21.1799,20.4699,-0.8861249999999998
Drew Doughty 2021,Drew Doughty,2021,D,30.815,73,210,82.0,82.0,82.0,79,82,21.2959,20.928,21.1799,20.4699,20.9482,-0.020224999999999937
Alex Pietrangelo 2015,Alex Pietrangelo,2015,D,24.702,75,215,79.0,81.0,80.0,81,81,16.9842,18.6082,19.2312,19.1685,19.8942,1.3961749999999995
Alex Pietrangelo 2016,Alex Pietrangelo,2016,D,25.701,75,215,81.0,80.0,81.0,81,73,18.6082,19.2312,19.1685,19.8942,20.816,1.5904749999999979
Alex Pietrangelo 2017,Alex Pietrangelo,2017,D,26.703,75,215,80.0,81.0,81.0,73,80,19.2312,19.1685,19.8942,20.816,19.8025,0.025024999999995856
Alex Pietrangelo 2018,Alex Pietrangelo,2018,D,27.702,75,215,81.0,81.0,73.0,80,78,19.1685,19.8942,20.816,19.8025,20.3564,0.4360999999999997
Alex Pietrangelo 2019,Alex Pietrangelo,2019,D,28.702,75,215,81.0,73.0,80.0,78,71,19.8942,20.816,19.8025,20.3564,19.2573,-0.959975
Alex Pietrangelo 2020,Alex Pietrangelo,2020,D,29.701,75,215,73.0,80.0,78.0,71,82,20.816,19.8025,20.3564,19.2573,19.1964,-0.8616500000000009
Alex Pietrangelo 2021,Alex Pietrangelo,2021,D,30.703,75,215,80.0,78.0,71.0,82,60,19.8025,20.3564,19.2573,19.1964,19.6407,-0.012450000000001182
Alex Pietrangelo 2022,Alex Pietrangelo,2022,D,31.702,75,215,78.0,71.0,82.0,60,80,20.3564,19.2573,19.1964,19.6407,19.9594,0.34669999999999845
Alex Pietrangelo 2023,Alex Pietrangelo,2023,D,32.702,75,215,71.0,82.0,60.0,80,73,19.2573,19.1964,19.6407,19.9594,19.2788,-0.23464999999999847
Zach Bogosian 2013,Zach Bogosian,2013,D,22.216,74,222,47.0,81.0,71.0,65,56,15.4535,17.5646,18.3948,17.8197,19.4253,2.1171499999999988
Zach Bogosian 2014,Zach Bogosian,2014,D,23.215,74,222,81.0,71.0,65.0,56,55,17.5646,18.3948,17.8197,19.4253,19.0327,0.7316000000000003
Zach Bogosian 2015,Zach Bogosian,2015,D,24.214,74,222,71.0,65.0,56.0,55,62,18.3948,17.8197,19.4253,19.0327,19.568,0.8998750000000015
Zach Bogosian 2016,Zach Bogosian,2016,D,25.214,74,222,65.0,56.0,55.0,62,64,17.8197,19.4253,19.0327,19.568,19.4547,0.4932750000000006
Zach Bogosian 2017,Zach Bogosian,2017,D,26.216,74,222,56.0,55.0,62.0,64,56,19.4253,19.0327,19.568,19.4547,18.2235,-1.1466749999999983
Luke Schenn 2013,Luke Schenn,2013,D,22.914,74,225,70.0,79.0,82.0,79,80,18.1217,14.8034,18.628,14.6342,18.6908,2.143975000000001
Luke Schenn 2014,Luke Schenn,2014,D,23.913,74,225,79.0,82.0,79.0,80,79,14.8034,18.628,14.6342,18.6908,14.3034,-2.3857
Luke Schenn 2015,Luke Schenn,2015,D,24.912,74,225,82.0,79.0,80.0,79,58,18.628,14.6342,18.6908,14.3034,15.6905,-0.8735999999999997
Luke Schenn 2016,Luke Schenn,2016,D,25.912,74,225,79.0,80.0,79.0,58,72,14.6342,18.6908,14.3034,15.6905,15.1845,-0.6452249999999999
Luke Schenn 2017,Luke Schenn,2017,D,26.914,74,225,80.0,79.0,58.0,72,78,18.6908,14.3034,15.6905,15.1845,15.7776,-0.1897000000000002
Luke Schenn 2018,Luke Schenn,2018,D,27.913,74,225,79.0,58.0,72.0,78,64,14.3034,15.6905,15.1845,15.7776,14.3745,-0.8645000000000014
Tyler Myers 2014,Tyler Myers,2014,D,23.664,80,229,82.0,80.0,55.0,66,62,17.6677,16.945,17.9476,16.7581,16.9581,-0.3714999999999975
Tyler Myers 2015,Tyler Myers,2015,D,24.663,80,229,80.0,55.0,66.0,62,71,16.945,17.9476,16.7581,16.9581,19.1106,1.958400000000001
Tyler Myers 2016,Tyler Myers,2016,D,25.663,80,229,55.0,66.0,62.0,71,73,17.9476,16.7581,16.9581,19.1106,18.1874,0.49380000000000024
Tyler Myers 2022,Tyler Myers,2022,D,31.664,80,229,82.0,80.0,80.0,80,82,16.7467,17.0025,18.4022,17.9258,19.085,1.5656999999999996
Tyler Myers 2023,Tyler Myers,2023,D,32.663,80,229,80.0,80.0,80.0,82,78,17.0025,18.4022,17.9258,19.085,18.4876,0.3837249999999983
Erik Karlsson 2018,Erik Karlsson,2018,D,27.338,72,190,82.0,82.0,82.0,77,71,21.4488,21.8941,22.9858,21.0095,21.9448,0.11025000000000063
Erik Karlsson 2019,Erik Karlsson,2019,D,28.338,72,190,82.0,82.0,77.0,71,53,21.8941,22.9858,21.0095,21.9448,19.5164,-2.4421500000000016
Erik Karlsson 2020,Erik Karlsson,2020,D,29.337,72,190,82.0,77.0,71.0,53,66,22.9858,21.0095,21.9448,19.5164,18.8973,-2.466825
Erik Karlsson 2021,Erik Karlsson,2021,D,30.339,72,190,77.0,71.0,53.0,66,76,21.0095,21.9448,19.5164,18.8973,19.3721,-0.9698999999999991
Erik Karlsson 2022,Erik Karlsson,2022,D,31.338,72,190,71.0,53.0,66.0,76,50,21.9448,19.5164,18.8973,19.3721,18.996,-0.9366500000000038
Erik Karlsson 2023,Erik Karlsson,2023,D,32.338,72,190,53.0,66.0,76.0,50,82,19.5164,18.8973,19.3721,18.996,21.8541,2.658649999999998
John Carlson 2015,John Carlson,2015,D,24.723,75,215,82.0,82.0,82.0,82,82,18.0126,17.9364,17.8861,17.5846,18.352,0.4970750000000024
John Carlson 2016,John Carlson,2016,D,25.723,75,215,82.0,82.0,82.0,82,56,17.9364,17.8861,17.5846,18.352,18.2125,0.2727250000000012
John Carlson 2017,John Carlson,2017,D,26.725,75,215,82.0,82.0,82.0,56,72,17.8861,17.5846,18.352,18.2125,17.0859,-0.922900000000002
John Carlson 2018,John Carlson,2018,D,27.724,75,215,82.0,82.0,56.0,72,82,17.5846,18.352,18.2125,17.0859,18.4386,0.6298500000000011
John Carlson 2019,John Carlson,2019,D,28.724,75,215,82.0,56.0,72.0,82,80,18.352,18.2125,17.0859,18.4386,18.3956,0.37335000000000207
John Carlson 2020,John Carlson,2020,D,29.723,75,215,56.0,72.0,82.0,80,81,18.2125,17.0859,18.4386,18.3956,18.985,0.9518500000000003
John Carlson 2021,John Carlson,2021,D,30.725,75,215,72.0,82.0,80.0,81,76,17.0859,18.4386,18.3956,18.985,18.5429,0.3166249999999984
John Carlson 2022,John Carlson,2022,D,31.724,75,215,82.0,80.0,81.0,76,78,18.4386,18.3956,18.985,18.5429,18.0902,-0.5003250000000001
John Carlson 2023,John Carlson,2023,D,32.724,75,215,80.0,81.0,76.0,78,40,18.3956,18.985,18.5429,18.0902,17.8408,-0.6626249999999985
Roman Josi 2016,Roman Josi,2016,D,25.334,73,201,52.0,82.0,72.0,81,81,16.0417,19.7319,20.7486,20.9247,19.7374,0.3756750000000011
Roman Josi 2017,Roman Josi,2017,D,26.336,73,201,82.0,72.0,81.0,81,72,19.7319,20.7486,20.9247,19.7374,19.737,-0.5486500000000021
Roman Josi 2018,Roman Josi,2018,D,27.335,73,201,72.0,81.0,81.0,72,75,20.7486,20.9247,19.7374,19.737,18.5296,-1.7573250000000016
Roman Josi 2019,Roman Josi,2019,D,28.335,73,201,81.0,81.0,72.0,75,82,20.9247,19.7374,19.737,18.5296,19.5898,-0.1423749999999977
Roman Josi 2020,Roman Josi,2020,D,29.334,73,201,81.0,72.0,75.0,82,81,19.7374,19.737,18.5296,19.5898,20.406,1.0075499999999984
Roman Josi 2021,Roman Josi,2021,D,30.336,73,201,72.0,75.0,82.0,81,68,19.737,18.5296,19.5898,20.406,20.7202,1.1545999999999985
Roman Josi 2022,Roman Josi,2022,D,31.336,73,201,75.0,82.0,81.0,68,80,18.5296,19.5898,20.406,20.7202,21.4081,1.596700000000002
Roman Josi 2023,Roman Josi,2023,D,32.335,73,201,82.0,81.0,68.0,80,67,19.5898,20.406,20.7202,21.4081,20.8532,0.32217500000000143
Justin Schultz 2017,Justin Schultz,2017,D,26.24,74,190,82.0,74.0,81.0,63,78,17.6278,18.8914,19.4691,15.427,17.5844,-0.2694250000000018
Justin Schultz 2018,Justin Schultz,2018,D,27.24,74,190,74.0,81.0,63.0,78,63,18.8914,19.4691,15.427,17.5844,17.0915,-0.7514749999999992
Travis Hamonic 2015,Travis Hamonic,2015,D,24.127,73,200,62.0,73.0,82.0,69,71,17.382,19.074,18.7545,20.6476,18.7,-0.26452500000000256
Travis Hamonic 2016,Travis Hamonic,2016,D,25.126,73,200,73.0,82.0,69.0,71,72,19.074,18.7545,20.6476,18.7,20.7,1.405974999999998
Travis Hamonic 2017,Travis Hamonic,2017,D,26.128,73,200,82.0,69.0,71.0,72,49,18.7545,20.6476,18.7,20.7,17.6306,-2.069924999999998
Travis Hamonic 2018,Travis Hamonic,2018,D,27.127,73,200,69.0,71.0,72.0,49,74,20.6476,18.7,20.7,17.6306,17.7784,-1.6411499999999997
Travis Hamonic 2019,Travis Hamonic,2019,D,28.127,73,200,71.0,72.0,49.0,74,69,18.7,20.7,17.6306,17.7784,17.7829,-0.9193499999999979
Travis Hamonic 2020,Travis Hamonic,2020,D,29.126,73,200,72.0,49.0,74.0,69,58,20.7,17.6306,17.7784,17.7829,17.775,-0.6979750000000031
Travis Hamonic 2021,Travis Hamonic,2021,D,30.128,73,200,49.0,74.0,69.0,58,55,17.6306,17.7784,17.7829,17.775,17.3215,-0.42022500000000207
Travis Hamonic 2022,Travis Hamonic,2022,D,31.127,73,200,74.0,69.0,58.0,55,43,17.7784,17.7829,17.775,17.3215,16.8702,-0.7942500000000017
Travis Hamonic 2023,Travis Hamonic,2023,D,32.127,73,200,69.0,58.0,55.0,43,75,17.7829,17.775,17.3215,16.8702,15.2129,-2.224500000000001
Marco Scandella 2018,Marco Scandella,2018,D,27.604,75,212,76.0,64.0,73.0,71,82,16.62,18.7703,18.2616,16.3833,19.1085,1.5996999999999986
Marco Scandella 2019,Marco Scandella,2019,D,28.603,75,212,64.0,73.0,71.0,82,63,18.7703,18.2616,16.3833,19.1085,15.5209,-2.6100249999999985
Marco Scandella 2020,Marco Scandella,2020,D,29.602,75,212,73.0,71.0,82.0,63,73,18.2616,16.3833,19.1085,15.5209,15.4866,-1.831975
Marco Scandella 2021,Marco Scandella,2021,D,30.605,75,212,71.0,82.0,63.0,73,71,16.3833,19.1085,15.5209,15.4866,17.4952,0.8703750000000028
Marco Scandella 2022,Marco Scandella,2022,D,31.604,75,212,82.0,63.0,73.0,71,70,19.1085,15.5209,15.4866,17.4952,15.8569,-1.0458999999999996
Michael Stone 2017,Michael Stone,2017,D,26.32,75,210,68.0,70.0,81.0,75,64,14.3546,15.3793,18.0807,17.4591,16.6687,0.3502749999999999
Michael Stone 2018,Michael Stone,2018,D,27.319,75,210,70.0,81.0,75.0,64,82,15.3793,18.0807,17.4591,16.6687,13.7193,-3.17765
TJ Brodie 2016,TJ Brodie,2016,D,25.318,74,187,54.0,80.0,81.0,81,70,14.6676,17.5716,20.2685,20.9545,20.304,1.9384499999999996
TJ Brodie 2017,TJ Brodie,2017,D,26.32,74,187,80.0,81.0,81.0,70,82,17.5716,20.2685,20.9545,20.304,18.4809,-1.2937500000000028
TJ Brodie 2018,TJ Brodie,2018,D,27.319,74,187,81.0,81.0,70.0,82,73,20.2685,20.9545,20.304,18.4809,19.0505,-0.9514749999999985
TJ Brodie 2019,TJ Brodie,2019,D,28.318,74,187,81.0,70.0,82.0,73,79,20.9545,20.304,18.4809,19.0505,18.5395,-1.1579749999999969
TJ Brodie 2020,TJ Brodie,2020,D,29.318,74,187,70.0,82.0,73.0,79,75,20.304,18.4809,19.0505,18.5395,18.0115,-1.0822249999999976
TJ Brodie 2021,TJ Brodie,2021,D,30.32,74,187,82.0,73.0,79.0,75,82,18.4809,19.0505,18.5395,18.0115,19.0997,0.5790999999999968
TJ Brodie 2022,TJ Brodie,2022,D,31.319,74,187,73.0,79.0,75.0,82,82,19.0505,18.5395,18.0115,19.0997,18.7728,0.09750000000000014
TJ Brodie 2023,TJ Brodie,2023,D,32.318,74,187,79.0,75.0,82.0,82,58,18.5395,18.0115,19.0997,18.7728,18.1954,-0.4104750000000017
Mark Borowiecki 2019,Mark Borowiecki,2019,D,29.222,74,204,63.0,63.0,70.0,52,53,13.6987,12.2317,13.2443,13.441,14.0686,0.914674999999999
Mark Borowiecki 2020,Mark Borowiecki,2020,D,30.221,74,204,63.0,70.0,52.0,53,62,12.2317,13.2443,13.441,14.0686,15.445,2.198599999999999
Jared Spurgeon 2015,Jared Spurgeon,2015,D,24.838,69,166,53.0,70.0,66.0,67,66,13.3182,17.1507,17.065,18.493,18.4154,1.9086750000000023
Jared Spurgeon 2016,Jared Spurgeon,2016,D,25.838,69,166,70.0,66.0,67.0,66,77,17.1507,17.065,18.493,18.4154,19.1288,1.3477749999999986
Jared Spurgeon 2017,Jared Spurgeon,2017,D,26.84,69,166,66.0,67.0,66.0,77,76,17.065,18.493,18.4154,19.1288,19.6042,1.3286499999999997
Jared Spurgeon 2018,Jared Spurgeon,2018,D,27.839,69,166,67.0,66.0,77.0,76,61,18.493,18.4154,19.1288,19.6042,19.1238,0.21344999999999814
Jared Spurgeon 2019,Jared Spurgeon,2019,D,28.839,69,166,66.0,77.0,76.0,61,82,18.4154,19.1288,19.6042,19.1238,19.3533,0.28525000000000134
Jared Spurgeon 2020,Jared Spurgeon,2020,D,29.838,69,166,77.0,76.0,61.0,82,73,19.1288,19.6042,19.1238,19.3533,17.4852,-1.8173250000000003
Jared Spurgeon 2021,Jared Spurgeon,2021,D,30.84,69,166,76.0,61.0,82.0,73,79,19.6042,19.1238,19.3533,17.4852,17.1796,-1.712024999999997
Jared Spurgeon 2022,Jared Spurgeon,2022,D,31.839,69,166,61.0,82.0,73.0,79,65,19.1238,19.3533,17.4852,17.1796,16.1082,-2.177274999999998
Jared Spurgeon 2023,Jared Spurgeon,2023,D,32.839,69,166,82.0,73.0,79.0,65,79,19.3533,17.4852,17.1796,16.1082,17.588,0.056425000000000836
Jordie Benn 2017,Jordie Benn,2017,D,29.186,74,201,44.0,78.0,73.0,64,71,13.8423,16.822,15.5733,13.462,14.9265,0.0016000000000016001
Jordie Benn 2018,Jordie Benn,2018,D,30.186,74,201,78.0,73.0,64.0,71,77,16.822,15.5733,13.462,14.9265,16.7496,1.553650000000001
Jordie Benn 2019,Jordie Benn,2019,D,31.185,74,201,73.0,64.0,71.0,77,81,15.5733,13.462,14.9265,16.7496,15.3749,0.19705000000000084
Jordie Benn 2020,Jordie Benn,2020,D,32.184,74,201,64.0,71.0,77.0,81,51,13.462,14.9265,16.7496,15.3749,13.8235,-1.304750000000002
Jordie Benn 2021,Jordie Benn,2021,D,33.186,74,201,71.0,77.0,81.0,51,57,14.9265,16.7496,15.3749,13.8235,13.3722,-1.846425
Victor Hedman 2014,Victor Hedman,2014,D,22.788,79,244,74.0,79.0,61.0,75,75,17.0041,17.3078,19.0694,18.3307,17.7809,-0.14710000000000178
Victor Hedman 2015,Victor Hedman,2015,D,23.787,79,244,79.0,61.0,75.0,75,59,17.3078,19.0694,18.3307,17.7809,17.8305,-0.29169999999999874
Victor Hedman 2016,Victor Hedman,2016,D,24.786,79,244,61.0,75.0,75.0,59,78,19.0694,18.3307,17.7809,17.8305,18.4588,0.20592500000000058
Victor Hedman 2017,Victor Hedman,2017,D,25.789,79,244,75.0,75.0,59.0,78,79,18.3307,17.7809,17.8305,18.4588,19.4561,1.3558749999999975
Victor Hedman 2018,Victor Hedman,2018,D,26.788,79,244,75.0,59.0,78.0,79,77,17.7809,17.8305,18.4588,19.4561,19.8383,1.4567250000000023
Victor Hedman 2019,Victor Hedman,2019,D,27.787,79,244,59.0,78.0,79.0,77,70,17.8305,18.4588,19.4561,19.8383,17.3317,-1.5642249999999969
Victor Hedman 2020,Victor Hedman,2020,D,28.787,79,244,78.0,79.0,77.0,70,77,18.4588,19.4561,19.8383,17.3317,18.5705,-0.20072500000000204
Victor Hedman 2021,Victor Hedman,2021,D,29.789,79,244,79.0,77.0,70.0,77,79,19.4561,19.8383,17.3317,18.5705,19.2491,0.44994999999999763
Victor Hedman 2022,Victor Hedman,2022,D,30.788,79,244,77.0,70.0,77.0,79,82,19.8383,17.3317,18.5705,19.2491,19.4398,0.6924000000000028
Victor Hedman 2023,Victor Hedman,2023,D,31.787,79,244,70.0,77.0,79.0,82,76,17.3317,18.5705,19.2491,19.4398,19.2827,0.6349249999999991
Oliver Ekman-Larsson 2015,Oliver Ekman-Larsson,2015,D,23.209,74,200,48.0,82.0,82.0,80,82,13.0951,18.5478,18.3865,18.906,18.7693,1.5354500000000009
Oliver Ekman-Larsson 2016,Oliver Ekman-Larsson,2016,D,24.209,74,200,82.0,82.0,80.0,82,75,18.5478,18.3865,18.906,18.7693,18.8709,0.2184999999999988
Oliver Ekman-Larsson 2017,Oliver Ekman-Larsson,2017,D,25.211,74,200,82.0,80.0,82.0,75,79,18.3865,18.906,18.7693,18.8709,19.3061,0.5729250000000015
Oliver Ekman-Larsson 2018,Oliver Ekman-Larsson,2018,D,26.21,74,200,80.0,82.0,75.0,79,82,18.906,18.7693,18.8709,19.3061,18.9159,-0.0471749999999993
Oliver Ekman-Larsson 2019,Oliver Ekman-Larsson,2019,D,27.21,74,200,82.0,75.0,79.0,82,81,18.7693,18.8709,19.3061,18.9159,18.7813,-0.1842499999999987
Oliver Ekman-Larsson 2020,Oliver Ekman-Larsson,2020,D,28.209,74,200,75.0,79.0,82.0,81,77,18.8709,19.3061,18.9159,18.7813,18.2139,-0.7546500000000016
Oliver Ekman-Larsson 2021,Oliver Ekman-Larsson,2021,D,29.211,74,200,79.0,82.0,81.0,77,67,19.3061,18.9159,18.7813,18.2139,16.808,-1.9963000000000015
Oliver Ekman-Larsson 2022,Oliver Ekman-Larsson,2022,D,30.21,74,200,82.0,81.0,77.0,67,79,18.9159,18.7813,18.2139,16.808,18.4835,0.303725
Oliver Ekman-Larsson 2023,Oliver Ekman-Larsson,2023,D,31.21,74,200,81.0,77.0,67.0,79,54,18.7813,18.2139,16.808,18.4835,17.5799,-0.4917750000000005
Dmitry Kulikov 2014,Dmitry Kulikov,2014,D,22.925,73,201,68.0,72.0,58.0,58,81,14.7995,16.4583,17.9828,17.3549,17.4837,0.8348249999999986
Dmitry Kulikov 2015,Dmitry Kulikov,2015,D,23.924,73,201,72.0,58.0,58.0,81,73,16.4583,17.9828,17.3549,17.4837,17.2968,-0.023125000000000284
Dmitry Kulikov 2016,Dmitry Kulikov,2016,D,24.923,73,201,58.0,58.0,81.0,73,74,17.9828,17.3549,17.4837,17.2968,17.2365,-0.2930500000000009
Dmitry Kulikov 2017,Dmitry Kulikov,2017,D,25.925,73,201,58.0,81.0,73.0,74,47,17.3549,17.4837,17.2968,17.2365,19.4195,2.076525
Dmitry Kulikov 2018,Dmitry Kulikov,2018,D,26.925,73,201,81.0,73.0,74.0,47,62,17.4837,17.2968,17.2365,19.4195,14.4702,-3.3889249999999986
Dmitry Kulikov 2019,Dmitry Kulikov,2019,D,27.924,73,201,73.0,74.0,47.0,62,57,17.2968,17.2365,19.4195,14.4702,14.5836,-2.52215
Dmitry Kulikov 2020,Dmitry Kulikov,2020,D,28.923,73,201,74.0,47.0,62.0,57,60,17.2365,19.4195,14.4702,14.5836,18.3889,1.9614499999999992
Dmitry Kulikov 2021,Dmitry Kulikov,2021,D,29.926,73,201,47.0,62.0,57.0,60,70,19.4195,14.4702,14.5836,18.3889,16.8514,0.13585000000000136
Dmitry Kulikov 2022,Dmitry Kulikov,2022,D,30.925,73,201,62.0,57.0,60.0,70,80,14.4702,14.5836,18.3889,16.8514,16.0606,-0.012924999999999187
Dmitry Kulikov 2023,Dmitry Kulikov,2023,D,31.924,73,201,57.0,60.0,70.0,80,67,14.5836,18.3889,16.8514,16.0606,16.4209,-0.050225000000001074
Nick Leddy 2015,Nick Leddy,2015,D,23.535,72,205,46.0,82.0,82.0,82,78,13.792,18.6587,14.7816,14.3138,17.2244,1.8378750000000004
Nick Leddy 2016,Nick Leddy,2016,D,24.535,72,205,82.0,82.0,82.0,78,81,18.6587,14.7816,14.3138,17.2244,19.393,3.1483750000000015
Nick Leddy 2017,Nick Leddy,2017,D,25.537,72,205,82.0,82.0,78.0,81,81,14.7816,14.3138,17.2244,19.393,18.8576,2.429400000000001
Nick Leddy 2018,Nick Leddy,2018,D,26.536,72,205,82.0,78.0,81.0,81,80,14.3138,17.2244,19.393,18.8576,18.4492,1.001999999999999
Nick Leddy 2019,Nick Leddy,2019,D,27.535,72,205,78.0,81.0,81.0,80,82,17.2244,19.393,18.8576,18.4492,18.3138,-0.16724999999999923
Nick Leddy 2020,Nick Leddy,2020,D,28.535,72,205,81.0,81.0,80.0,82,70,19.393,18.8576,18.4492,18.3138,18.9678,0.21440000000000126
Nick Leddy 2021,Nick Leddy,2021,D,29.537,72,205,81.0,80.0,82.0,70,82,18.8576,18.4492,18.3138,18.9678,18.9476,0.30049999999999955
Nick Leddy 2022,Nick Leddy,2022,D,30.536,72,205,80.0,82.0,70.0,82,75,18.4492,18.3138,18.9678,18.9476,19.1487,0.47909999999999897
Nick Leddy 2023,Nick Leddy,2023,D,31.535,72,205,82.0,70.0,82.0,75,78,18.3138,18.9678,18.9476,19.1487,19.131,0.2865249999999975
Brayden McNabb 2019,Brayden McNabb,2019,D,27.694,76,215,71.0,81.0,49.0,76,81,14.0847,16.7942,14.417,17.3478,16.6099,0.9489750000000008
Brayden McNabb 2020,Brayden McNabb,2020,D,28.693,76,215,81.0,49.0,76.0,81,83,16.7942,14.417,17.3478,16.6099,16.7739,0.48167500000000274
Brayden McNabb 2021,Brayden McNabb,2021,D,29.696,76,215,49.0,76.0,81.0,83,60,14.417,17.3478,16.6099,16.7739,16.7386,0.45145000000000124
Brayden McNabb 2022,Brayden McNabb,2022,D,30.695,76,215,76.0,81.0,83.0,60,69,17.3478,16.6099,16.7739,16.7386,17.0039,0.1363500000000002
Brayden McNabb 2023,Brayden McNabb,2023,D,31.694,76,215,81.0,83.0,60.0,69,82,16.6099,16.7739,16.7386,17.0039,17.7823,1.0007249999999992
Tyson Barrie 2017,Tyson Barrie,2017,D,25.186,71,197,54.0,64.0,80.0,78,74,17.7349,15.6417,18.1727,19.5491,19.7338,1.9591999999999992
Tyson Barrie 2018,Tyson Barrie,2018,D,26.186,71,197,64.0,80.0,78.0,74,68,15.6417,18.1727,19.5491,19.7338,18.7603,0.4859750000000034
Tyson Barrie 2019,Tyson Barrie,2019,D,27.185,71,197,80.0,78.0,74.0,68,78,18.1727,19.5491,19.7338,18.7603,17.659,-1.3949750000000023
Tyson Barrie 2020,Tyson Barrie,2020,D,28.184,71,197,78.0,74.0,68.0,78,82,19.5491,19.7338,18.7603,17.659,19.0817,0.15615000000000023
Tyson Barrie 2021,Tyson Barrie,2021,D,29.186,71,197,74.0,68.0,78.0,82,82,19.7338,18.7603,17.659,19.0817,17.7217,-1.0870000000000033
Tyson Barrie 2022,Tyson Barrie,2022,D,30.186,71,197,68.0,78.0,82.0,82,73,18.7603,17.659,19.0817,17.7217,15.69,-2.6156750000000013
Tyson Barrie 2023,Tyson Barrie,2023,D,31.185,71,197,78.0,82.0,82.0,73,85,17.659,19.0817,17.7217,15.69,16.1025,-1.4356000000000009
Dmitry Orlov 2020,Dmitry Orlov,2020,D,28.192,71,214,82.0,82.0,82.0,82,81,15.3551,18.1376,19.9557,19.4465,19.742,1.5182749999999992
Dmitry Orlov 2021,Dmitry Orlov,2021,D,29.195,71,214,82.0,82.0,82.0,81,74,18.1376,19.9557,19.4465,19.742,18.384,-0.9364500000000007
Dmitry Orlov 2022,Dmitry Orlov,2022,D,30.194,71,214,82.0,82.0,81.0,74,76,19.9557,19.4465,19.742,18.384,19.2213,-0.16075000000000017
Dmitry Orlov 2023,Dmitry Orlov,2023,D,31.193,71,214,82.0,81.0,74.0,76,66,19.4465,19.742,18.384,19.2213,18.9705,-0.22794999999999987
Mattias Ekholm 2018,Mattias Ekholm,2018,D,27.357,76,215,62.0,80.0,82.0,82,81,15.2761,16.8744,17.3807,19.7703,18.7907,1.465325
