,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 EV ATOI,Y2 EV ATOI,Y3 EV ATOI,Y4 EV ATOI,Y5 EV ATOI,Y5 dEV ATOI
Mattias Ekholm 2019,Mattias Ekholm,2019,D,28.357,76,215,80.0,82.0,82.0,81,80,16.8744,17.3807,19.7703,18.7907,19.7496,1.5455749999999995
Mattias Ekholm 2020,Mattias Ekholm,2020,D,29.356,76,215,82.0,82.0,81.0,80,80,17.3807,19.7703,18.7907,19.7496,19.1483,0.22547499999999943
Mattias Ekholm 2021,Mattias Ekholm,2021,D,30.358,76,215,82.0,81.0,80.0,80,68,19.7703,18.7907,19.7496,19.1483,18.622,-0.7427250000000001
Mattias Ekholm 2022,Mattias Ekholm,2022,D,31.357,76,215,81.0,80.0,80.0,68,76,18.7907,19.7496,19.1483,18.622,18.6279,-0.4497499999999981
Mattias Ekholm 2023,Mattias Ekholm,2023,D,32.357,76,215,80.0,80.0,68.0,76,78,19.7496,19.1483,18.622,18.6279,17.6613,-1.3756500000000003
David Savard 2018,David Savard,2018,D,26.944,73,235,70.0,82.0,65.0,74,81,15.8764,18.1152,18.1592,19.1381,16.9835,-0.8387250000000002
David Savard 2019,David Savard,2019,D,27.943,73,235,82.0,65.0,74.0,81,82,18.1152,18.1592,19.1381,16.9835,17.9321,-0.16690000000000182
David Savard 2020,David Savard,2020,D,28.943,73,235,65.0,74.0,81.0,82,80,18.1592,19.1381,16.9835,17.9321,18.5542,0.500975000000004
David Savard 2021,David Savard,2021,D,29.945,73,235,74.0,81.0,82.0,80,79,19.1381,16.9835,17.9321,18.5542,17.6633,-0.48867500000000064
David Savard 2022,David Savard,2022,D,30.944,73,235,81.0,82.0,80.0,79,62,16.9835,17.9321,18.5542,17.6633,17.8387,0.05542499999999961
David Savard 2023,David Savard,2023,D,31.943,73,235,82.0,80.0,79.0,62,62,17.9321,18.5542,17.6633,17.8387,18.9382,0.9411249999999995
Ben Chiarot 2019,Ben Chiarot,2019,D,27.398,75,232,40.0,70.0,59.0,57,78,16.1113,13.6336,13.3119,13.8982,16.8222,2.583449999999999
Ben Chiarot 2020,Ben Chiarot,2020,D,28.398,75,232,70.0,59.0,57.0,78,81,13.6336,13.3119,13.8982,16.8222,19.8051,5.388625000000001
Ben Chiarot 2021,Ben Chiarot,2021,D,29.4,75,232,59.0,57.0,78.0,81,60,13.3119,13.8982,16.8222,19.8051,18.6386,2.6792500000000015
Ben Chiarot 2022,Ben Chiarot,2022,D,30.399,75,232,57.0,78.0,81.0,60,74,13.8982,16.8222,19.8051,18.6386,18.7498,1.4587750000000028
Ben Chiarot 2023,Ben Chiarot,2023,D,31.399,75,232,78.0,81.0,60.0,74,76,16.8222,19.8051,18.6386,18.7498,17.7349,-0.7690249999999992
Nick Jensen 2021,Nick Jensen,2021,D,30.03,73,205,49.0,81.0,80.0,80,77,16.1558,14.235,17.3535,15.2922,14.5346,-1.2245249999999999
Nick Jensen 2022,Nick Jensen,2022,D,31.029,73,205,81.0,80.0,80.0,77,76,14.235,17.3535,15.2922,14.5346,16.7522,1.398374999999998
Nick Jensen 2023,Nick Jensen,2023,D,32.028,73,205,80.0,80.0,77.0,76,77,17.3535,15.2922,14.5346,16.7522,18.0929,2.109775000000001
Brenden Dillon 2017,Brenden Dillon,2017,D,25.884,76,224,82.0,80.0,80.0,76,81,18.3743,18.5629,18.096,15.5629,15.5632,-2.0858250000000016
Brenden Dillon 2018,Brenden Dillon,2018,D,26.884,76,224,80.0,80.0,76.0,81,81,18.5629,18.096,15.5629,15.5632,15.8436,-1.1026499999999988
Brenden Dillon 2019,Brenden Dillon,2019,D,27.883,76,224,80.0,76.0,81.0,81,82,18.096,15.5629,15.5632,15.8436,16.577,0.31057500000000005
Brenden Dillon 2020,Brenden Dillon,2020,D,28.882,76,224,76.0,81.0,81.0,82,81,15.5629,15.5632,15.8436,16.577,17.228,1.3413250000000012
Brenden Dillon 2021,Brenden Dillon,2021,D,29.884,76,224,81.0,81.0,82.0,81,82,15.5632,15.8436,16.577,17.228,17.0452,0.7422499999999985
Brenden Dillon 2022,Brenden Dillon,2022,D,30.884,76,224,81.0,82.0,81.0,82,79,15.8436,16.577,17.228,17.0452,16.9656,0.2921499999999959
Brenden Dillon 2023,Brenden Dillon,2023,D,31.883,76,224,82.0,81.0,82.0,79,82,16.577,17.228,17.0452,16.9656,16.8931,-0.060849999999998516
Radko Gudas 2020,Radko Gudas,2020,D,29.323,72,208,76.0,67.0,70.0,77,74,16.9739,17.3172,15.159,15.2201,13.7466,-2.4209499999999977
Radko Gudas 2021,Radko Gudas,2021,D,30.325,72,208,67.0,70.0,77.0,74,79,17.3172,15.159,15.2201,13.7466,15.4731,0.11237500000000011
Radko Gudas 2022,Radko Gudas,2022,D,31.325,72,208,70.0,77.0,74.0,79,77,15.159,15.2201,13.7466,15.4731,15.8686,0.9688999999999997
Radko Gudas 2023,Radko Gudas,2023,D,32.324,72,208,77.0,74.0,79.0,77,72,15.2201,13.7466,15.4731,15.8686,14.6806,-0.3965000000000014
Patrik Nemeth 2021,Patrik Nemeth,2021,D,28.647,76,230,40.0,68.0,74.0,75,76,14.7179,16.4824,13.2608,18.4698,15.6481,-0.08462499999999906
Patrik Nemeth 2022,Patrik Nemeth,2022,D,29.646,76,230,68.0,74.0,75.0,76,63,16.4824,13.2608,18.4698,15.6481,14.977,-0.988274999999998
Patrik Nemeth 2023,Patrik Nemeth,2023,D,30.646,76,230,74.0,75.0,76.0,63,75,13.2608,18.4698,15.6481,14.977,14.484,-1.1049249999999997
Jon Merrill 2023,Jon Merrill,2023,D,30.659,75,204,57.0,57.0,71.0,69,73,16.4997,16.5173,16.5344,15.0937,14.0126,-2.148674999999999
Justin Faulk 2016,Justin Faulk,2016,D,23.532,72,214,66.0,64.0,76.0,82,64,17.9404,18.3026,18.8287,19.6579,18.9169,0.23449999999999704
Justin Faulk 2017,Justin Faulk,2017,D,24.535,72,214,64.0,76.0,82.0,64,75,18.3026,18.8287,19.6579,18.9169,19.6587,0.732174999999998
Justin Faulk 2018,Justin Faulk,2018,D,25.534,72,214,76.0,82.0,64.0,75,76,18.8287,19.6579,18.9169,19.6587,18.8048,-0.4607500000000009
Justin Faulk 2019,Justin Faulk,2019,D,26.533,72,214,82.0,64.0,75.0,76,82,19.6579,18.9169,19.6587,18.8048,17.7502,-1.5093749999999986
Justin Faulk 2020,Justin Faulk,2020,D,27.533,72,214,64.0,75.0,76.0,82,81,18.9169,19.6587,18.8048,17.7502,18.2787,-0.5039499999999997
Justin Faulk 2021,Justin Faulk,2021,D,28.535,72,214,75.0,76.0,82.0,81,82,19.6587,18.8048,17.7502,18.2787,20.6604,2.0372999999999983
Justin Faulk 2022,Justin Faulk,2022,D,29.534,72,214,76.0,82.0,81.0,82,76,18.8048,17.7502,18.2787,20.6604,19.8022,0.9286749999999984
Justin Faulk 2023,Justin Faulk,2023,D,30.533,72,214,82.0,81.0,82.0,76,82,17.7502,18.2787,20.6604,19.8022,19.1201,-0.00277499999999975
Cam Fowler 2015,Cam Fowler,2015,D,22.823,74,215,76.0,82.0,63.0,70,80,18.1042,18.8884,17.359,17.6936,16.9473,-1.064
Cam Fowler 2016,Cam Fowler,2016,D,23.823,74,215,82.0,63.0,70.0,80,69,18.8884,17.359,17.6936,16.9473,17.6118,-0.11027500000000146
Cam Fowler 2017,Cam Fowler,2017,D,24.825,74,215,63.0,70.0,80.0,69,80,17.359,17.6936,16.9473,17.6118,19.0127,1.609774999999999
Cam Fowler 2018,Cam Fowler,2018,D,25.824,74,215,70.0,80.0,69.0,80,67,17.6936,16.9473,17.6118,19.0127,19.8833,2.0669499999999985
Cam Fowler 2019,Cam Fowler,2019,D,26.823,74,215,80.0,69.0,80.0,67,59,16.9473,17.6118,19.0127,19.8833,19.3616,0.9978250000000024
Cam Fowler 2020,Cam Fowler,2020,D,27.823,74,215,69.0,80.0,67.0,59,69,17.6118,19.0127,19.8833,19.3616,18.5362,-0.4311499999999988
Cam Fowler 2021,Cam Fowler,2021,D,28.825,74,215,80.0,67.0,59.0,69,82,19.0127,19.8833,19.3616,18.5362,17.9732,-1.2252500000000026
Cam Fowler 2022,Cam Fowler,2022,D,29.824,74,215,67.0,59.0,69.0,82,76,19.8833,19.3616,18.5362,17.9732,19.3546,0.4160250000000012
Cam Fowler 2023,Cam Fowler,2023,D,30.824,74,215,59.0,69.0,82.0,76,82,19.3616,18.5362,17.9732,19.3546,19.6518,0.8454000000000015
Erik Gudbranson 2016,Erik Gudbranson,2016,D,23.732,77,222,72.0,54.0,65.0,76,64,13.3713,16.4661,15.1692,15.5684,16.5419,1.3981499999999976
Erik Gudbranson 2022,Erik Gudbranson,2022,D,29.734,77,222,52.0,76.0,60.0,64,78,15.7885,16.13,17.0075,15.386,15.1284,-0.9496000000000002
Erik Gudbranson 2023,Erik Gudbranson,2023,D,30.733,77,222,76.0,60.0,64.0,78,70,16.13,17.0075,15.386,15.1284,19.0314,3.118425000000002
John Klingberg 2019,John Klingberg,2019,D,26.131,75,190,65.0,76.0,80.0,82,64,18.7446,19.3871,19.9146,19.2827,20.7935,1.4612500000000033
John Klingberg 2020,John Klingberg,2020,D,27.13,75,190,76.0,80.0,82.0,64,68,19.3871,19.9146,19.2827,20.7935,19.2218,-0.6226749999999974
John Klingberg 2021,John Klingberg,2021,D,28.132,75,190,80.0,82.0,64.0,68,77,19.9146,19.2827,20.7935,19.2218,19.4132,-0.38995000000000246
John Klingberg 2022,John Klingberg,2022,D,29.132,75,190,82.0,64.0,68.0,77,74,19.2827,20.7935,19.2218,19.4132,19.0667,-0.6111000000000004
John Klingberg 2023,John Klingberg,2023,D,30.131,75,190,64.0,68.0,77.0,74,67,20.7935,19.2218,19.4132,19.0667,18.0627,-1.5611000000000033
Josh Manson 2020,Josh Manson,2020,D,27.984,75,218,71.0,82.0,80.0,74,58,16.5484,16.222,17.8102,19.009,17.8743,0.47690000000000055
Dylan DeMelo 2022,Dylan DeMelo,2022,D,28.42,72,195,63.0,77.0,69.0,76,76,13.4648,17.0976,17.0353,14.242,15.7925,0.3325750000000003
Dylan DeMelo 2023,Dylan DeMelo,2023,D,29.419,72,195,77.0,69.0,76.0,76,75,17.0976,17.0353,14.242,15.7925,16.8022,0.760349999999999
Mike Reilly 2022,Mike Reilly,2022,D,28.22,73,196,57.0,57.0,51.0,80,70,13.2447,16.7541,15.9303,16.4715,17.386,1.78585
Scott Mayfield 2022,Scott Mayfield,2022,D,28.965,77,220,47.0,79.0,79.0,82,61,16.3018,16.3403,17.3032,17.0372,17.3637,0.618075000000001
Scott Mayfield 2023,Scott Mayfield,2023,D,29.964,77,220,79.0,79.0,82.0,61,82,16.3403,17.3032,17.0372,17.3637,18.215,1.2039000000000009
Joel Edmundson 2020,Joel Edmundson,2020,D,26.259,77,221,67.0,69.0,69.0,64,80,13.794,15.8379,18.1746,17.1615,15.56,-0.6820000000000004
Joel Edmundson 2021,Joel Edmundson,2021,D,27.262,77,221,69.0,69.0,64.0,80,80,15.8379,18.1746,17.1615,15.56,17.5258,0.842299999999998
Adam Larsson 2019,Adam Larsson,2019,D,25.884,75,209,64.0,82.0,79.0,63,82,17.468,18.9943,18.381,19.4228,19.5297,0.9631749999999997
Adam Larsson 2020,Adam Larsson,2020,D,26.884,75,209,82.0,79.0,63.0,82,57,18.9943,18.381,19.4228,19.5297,17.9014,-1.1805500000000002
Adam Larsson 2021,Adam Larsson,2021,D,27.886,75,209,79.0,63.0,82.0,57,82,18.381,19.4228,19.5297,17.9014,17.2348,-1.5739249999999991
Adam Larsson 2022,Adam Larsson,2022,D,28.885,75,209,63.0,82.0,57.0,82,82,19.4228,19.5297,17.9014,17.2348,19.5083,0.9861250000000013
Adam Larsson 2023,Adam Larsson,2023,D,29.884,75,209,82.0,57.0,82.0,82,82,19.5297,17.9014,17.2348,19.5083,20.6356,2.0920500000000004
Dougie Hamilton 2017,Dougie Hamilton,2017,D,23.292,78,230,71.0,64.0,72.0,82,81,14.9,16.5026,17.6639,16.8362,16.5119,0.036224999999998175
Dougie Hamilton 2018,Dougie Hamilton,2018,D,24.291,78,230,64.0,72.0,82.0,81,82,16.5026,17.6639,16.8362,16.5119,18.3573,1.4786499999999982
Dougie Hamilton 2019,Dougie Hamilton,2019,D,25.29,78,230,72.0,82.0,81.0,82,82,17.6639,16.8362,16.5119,18.3573,17.5315,0.18917499999999876
Dougie Hamilton 2020,Dougie Hamilton,2020,D,26.29,78,230,82.0,81.0,82.0,82,55,16.8362,16.5119,18.3573,17.5315,17.7266,0.41737499999999983
Dougie Hamilton 2021,Dougie Hamilton,2021,D,27.292,78,230,81.0,82.0,82.0,55,80,16.5119,18.3573,17.5315,17.7266,18.2815,0.7496749999999999
Dougie Hamilton 2022,Dougie Hamilton,2022,D,28.291,78,230,82.0,82.0,55.0,80,62,18.3573,17.5315,17.7266,18.2815,18.2097,0.235475000000001
Dougie Hamilton 2023,Dougie Hamilton,2023,D,29.29,78,230,82.0,55.0,80.0,62,82,17.5315,17.7266,18.2815,18.2097,18.5295,0.5921749999999975
Jonas Brodin 2017,Jonas Brodin,2017,D,23.223,74,196,76.0,79.0,71.0,68,68,19.8341,20.2013,20.9768,18.5301,16.1681,-3.7174750000000003
Jonas Brodin 2018,Jonas Brodin,2018,D,24.222,74,196,79.0,71.0,68.0,68,73,20.2013,20.9768,18.5301,16.1681,18.4192,-0.5498750000000001
Jonas Brodin 2019,Jonas Brodin,2019,D,25.222,74,196,71.0,68.0,68.0,73,82,20.9768,18.5301,16.1681,18.4192,18.151,-0.3725500000000004
Jonas Brodin 2020,Jonas Brodin,2020,D,26.221,74,196,68.0,68.0,73.0,82,81,18.5301,16.1681,18.4192,18.151,18.9896,1.1724999999999994
Jonas Brodin 2021,Jonas Brodin,2021,D,27.223,74,196,68.0,73.0,82.0,81,77,16.1681,18.4192,18.151,18.9896,19.3151,1.3831249999999997
Jonas Brodin 2022,Jonas Brodin,2022,D,28.223,74,196,73.0,82.0,81.0,77,73,18.4192,18.151,18.9896,19.3151,19.2219,0.5031750000000024
Jonas Brodin 2023,Jonas Brodin,2023,D,29.222,74,196,82.0,81.0,77.0,73,60,18.151,18.9896,19.3151,19.2219,19.3886,0.4692000000000007
Jamie Oleksiak 2021,Jamie Oleksiak,2021,D,27.779,79,257,41.0,68.0,57.0,81,82,14.839,14.5147,14.2699,15.1329,18.8187,4.129574999999999
Jamie Oleksiak 2022,Jamie Oleksiak,2022,D,28.778,79,257,68.0,57.0,81.0,82,72,14.5147,14.2699,15.1329,18.8187,17.3826,1.698550000000001
Jamie Oleksiak 2023,Jamie Oleksiak,2023,D,29.778,79,257,57.0,81.0,82.0,72,75,14.2699,15.1329,18.8187,17.3826,16.3009,-0.10012500000000202
Nathan Beaulieu 2019,Nathan Beaulieu,2019,D,25.821,74,200,64.0,64.0,74.0,59,48,14.7081,15.737,16.8694,14.785,14.6594,-0.865475
Nathan Beaulieu 2020,Nathan Beaulieu,2020,D,26.821,74,200,64.0,74.0,59.0,48,44,15.737,16.8694,14.785,14.6594,14.5175,-0.9951999999999988
Connor Murphy 2019,Connor Murphy,2019,D,25.517,76,212,73.0,78.0,77.0,76,52,15.0244,17.2419,17.0504,15.1557,17.3673,1.2492000000000019
Connor Murphy 2020,Connor Murphy,2020,D,26.517,76,212,78.0,77.0,76.0,52,68,17.2419,17.0504,15.1557,17.3673,18.2966,1.5927749999999996
Connor Murphy 2021,Connor Murphy,2021,D,27.519,76,212,77.0,76.0,52.0,68,71,17.0504,15.1557,17.3673,18.2966,19.198,2.2304999999999993
Connor Murphy 2022,Connor Murphy,2022,D,28.518,76,212,76.0,52.0,68.0,71,57,15.1557,17.3673,18.2966,19.198,18.9173,1.4129000000000005
Connor Murphy 2023,Connor Murphy,2023,D,29.518,76,212,52.0,68.0,71.0,57,80,17.3673,18.2966,19.198,18.9173,17.1946,-1.2501999999999995
Colin Miller 2020,Colin Miller,2020,D,26.922,73,200,42.0,61.0,82.0,65,60,14.4429,13.9224,15.8949,16.6869,15.4036,0.1668250000000011
Colin Miller 2021,Colin Miller,2021,D,27.924,73,200,61.0,82.0,65.0,60,70,13.9224,15.8949,16.6869,15.4036,16.0878,0.610850000000001
Torey Krug 2018,Torey Krug,2018,D,26.473,69,194,79.0,78.0,81.0,81,76,14.7198,16.7865,17.6698,17.9632,16.5706,-0.214224999999999
Torey Krug 2019,Torey Krug,2019,D,27.472,69,194,78.0,81.0,81.0,76,64,16.7865,17.6698,17.9632,16.5706,17.3815,0.1339749999999995
Torey Krug 2020,Torey Krug,2020,D,28.472,69,194,81.0,81.0,76.0,64,71,17.6698,17.9632,16.5706,17.3815,16.3724,-1.0238750000000003
Torey Krug 2021,Torey Krug,2021,D,29.474,69,194,81.0,76.0,64.0,71,74,17.9632,16.5706,17.3815,16.3724,19.2775,2.2055749999999996
Torey Krug 2022,Torey Krug,2022,D,30.473,69,194,76.0,64.0,71.0,74,64,16.5706,17.3815,16.3724,19.2775,17.5154,0.11489999999999867
Torey Krug 2023,Torey Krug,2023,D,31.472,69,194,64.0,71.0,74.0,64,63,17.3815,16.3724,19.2775,17.5154,15.7418,-1.894899999999998
Morgan Rielly 2018,Morgan Rielly,2018,D,23.565,73,222,73.0,81.0,82.0,76,76,15.5564,17.1477,19.0303,18.8305,18.2458,0.6045750000000005
Morgan Rielly 2019,Morgan Rielly,2019,D,24.565,73,222,81.0,82.0,76.0,76,82,17.1477,19.0303,18.8305,18.2458,19.437,1.123425000000001
Morgan Rielly 2020,Morgan Rielly,2020,D,25.564,73,222,82.0,76.0,76.0,82,55,19.0303,18.8305,18.2458,19.437,19.794,0.908100000000001
Morgan Rielly 2021,Morgan Rielly,2021,D,26.566,73,222,76.0,76.0,82.0,55,80,18.8305,18.2458,19.437,19.794,20.2494,1.172575000000002
Morgan Rielly 2022,Morgan Rielly,2022,D,27.565,73,222,76.0,82.0,55.0,80,82,18.2458,19.437,19.794,20.2494,19.0829,-0.3486500000000028
Morgan Rielly 2023,Morgan Rielly,2023,D,28.565,73,222,82.0,55.0,80.0,82,65,19.437,19.794,20.2494,19.0829,17.7031,-1.9377250000000004
Hampus Lindholm 2018,Hampus Lindholm,2018,D,23.697,76,215,78.0,78.0,80.0,66,69,16.8494,18.1857,17.8075,18.1783,18.5906,0.8353749999999991
Hampus Lindholm 2019,Hampus Lindholm,2019,D,24.696,76,215,78.0,80.0,66.0,69,76,18.1857,17.8075,18.1783,18.5906,19.7048,1.5142749999999978
Hampus Lindholm 2020,Hampus Lindholm,2020,D,25.695,76,215,80.0,66.0,69.0,76,64,17.8075,18.1783,18.5906,19.7048,18.4273,-0.14300000000000068
Brady Skjei 2021,Brady Skjei,2021,D,26.52,75,210,80.0,82.0,78.0,79,76,15.7808,18.3081,18.7581,17.9313,17.9051,0.21052500000000052
Brady Skjei 2022,Brady Skjei,2022,D,27.519,75,210,82.0,78.0,79.0,76,82,18.3081,18.7581,17.9313,17.9051,18.5228,0.29714999999999847
Brady Skjei 2023,Brady Skjei,2023,D,28.518,75,210,78.0,79.0,76.0,82,81,18.7581,17.9313,17.9051,18.5228,18.5418,0.26247499999999846
Olli Maatta 2020,Olli Maatta,2020,D,25.11,74,207,67.0,55.0,82.0,60,76,17.4684,15.5927,15.9974,15.7075,16.1928,0.0012999999999969702
Olli Maatta 2021,Olli Maatta,2021,D,26.112,74,207,55.0,82.0,60.0,76,60,15.5927,15.9974,15.7075,16.1928,14.9772,-0.8954000000000004
Olli Maatta 2022,Olli Maatta,2022,D,27.111,74,207,82.0,60.0,76.0,60,66,15.9974,15.7075,16.1928,14.9772,16.3639,0.6451750000000018
Olli Maatta 2023,Olli Maatta,2023,D,28.11,74,207,60.0,76.0,60.0,66,78,15.7075,16.1928,14.9772,16.3639,17.035,1.2246500000000005
Mike Matheson 2022,Mike Matheson,2022,D,27.593,74,193,81.0,75.0,69.0,64,74,18.3975,19.1147,16.3644,17.5777,17.8178,-0.045775000000002564
Mike Matheson 2023,Mike Matheson,2023,D,28.592,74,193,75.0,69.0,64.0,74,48,19.1147,16.3644,17.5777,17.8178,18.9347,1.2160499999999992
Cody Ceci 2018,Cody Ceci,2018,D,23.779,74,210,49.0,81.0,75.0,79,82,14.015,15.9198,16.2938,19.2152,19.9244,3.5634499999999996
Cody Ceci 2019,Cody Ceci,2019,D,24.778,74,210,81.0,75.0,79.0,82,74,15.9198,16.2938,19.2152,19.9244,19.5766,1.7382999999999988
Cody Ceci 2020,Cody Ceci,2020,D,25.778,74,210,75.0,79.0,82.0,74,66,16.2938,19.2152,19.9244,19.5766,17.544,-1.2084999999999972
Cody Ceci 2021,Cody Ceci,2021,D,26.78,74,210,79.0,82.0,74.0,66,77,19.2152,19.9244,19.5766,17.544,15.9597,-3.1053499999999996
Cody Ceci 2022,Cody Ceci,2022,D,27.779,74,210,82.0,74.0,66.0,77,78,19.9244,19.5766,17.544,15.9597,18.222,-0.02917499999999862
Cody Ceci 2023,Cody Ceci,2023,D,28.778,74,210,74.0,66.0,77.0,78,80,19.5766,17.544,15.9597,18.222,17.1321,-0.6934749999999994
Jacob Trouba 2018,Jacob Trouba,2018,D,23.595,75,203,65.0,65.0,81.0,60,55,17.5179,18.0167,18.0292,20.295,17.8985,-0.566200000000002
Jacob Trouba 2019,Jacob Trouba,2019,D,24.595,75,203,65.0,81.0,60.0,55,82,18.0167,18.0292,20.295,17.8985,18.335,-0.22485
Jacob Trouba 2020,Jacob Trouba,2020,D,25.594,75,203,81.0,60.0,55.0,82,82,18.0292,20.295,17.8985,18.335,18.2862,-0.35322499999999835
Jacob Trouba 2021,Jacob Trouba,2021,D,26.596,75,203,60.0,55.0,82.0,82,55,20.295,17.8985,18.335,18.2862,17.7009,-1.0027749999999997
Jacob Trouba 2022,Jacob Trouba,2022,D,27.596,75,203,55.0,82.0,82.0,55,81,17.8985,18.335,18.2862,17.7009,19.1249,1.069749999999999
Jacob Trouba 2023,Jacob Trouba,2023,D,28.595,75,203,82.0,82.0,55.0,81,82,18.335,18.2862,17.7009,19.1249,18.0024,-0.35934999999999917
Matt Grzelcyk 2022,Matt Grzelcyk,2022,D,27.738,70,176,61.0,66.0,80.0,54,73,15.5437,16.8434,15.3699,16.5509,17.0459,0.9689250000000023
Matt Grzelcyk 2023,Matt Grzelcyk,2023,D,28.737,70,176,66.0,80.0,54.0,73,75,16.8434,15.3699,16.5509,17.0459,16.6058,0.15327500000000072
Colton Parayko 2020,Colton Parayko,2020,D,26.388,78,228,79.0,81.0,82.0,80,75,16.7553,17.3193,18.7667,20.0369,20.1495,1.9299500000000016
Colton Parayko 2021,Colton Parayko,2021,D,27.39,78,228,81.0,82.0,80.0,75,46,17.3193,18.7667,20.0369,20.1495,18.7771,-0.29100000000000037
Colton Parayko 2022,Colton Parayko,2022,D,28.39,78,228,82.0,80.0,75.0,46,80,18.7667,20.0369,20.1495,18.7771,21.2088,1.776250000000001
Colton Parayko 2023,Colton Parayko,2023,D,29.389,78,228,80.0,75.0,46.0,80,79,20.0369,20.1495,18.7771,21.2088,20.4378,0.39472499999999755
Esa Lindell 2021,Esa Lindell,2021,D,26.361,75,220,73.0,80.0,82.0,81,82,18.7884,18.5637,19.925,18.3853,18.9804,0.06479999999999819
Esa Lindell 2022,Esa Lindell,2022,D,27.36,75,220,80.0,82.0,81.0,82,76,18.5637,19.925,18.3853,18.9804,18.9154,-0.0481999999999978
Esa Lindell 2023,Esa Lindell,2023,D,28.359,75,220,82.0,81.0,82.0,76,82,19.925,18.3853,18.9804,18.9154,16.2711,-2.780425000000001
Shayne Gostisbehere 2020,Shayne Gostisbehere,2020,D,26.448,71,180,64.0,76.0,78.0,78,49,15.9747,15.6798,17.7665,16.0844,15.4889,-0.8874499999999994
Shayne Gostisbehere 2021,Shayne Gostisbehere,2021,D,27.45,71,180,76.0,78.0,78.0,49,60,15.6798,17.7665,16.0844,15.4889,17.0439,0.7890000000000015
Shayne Gostisbehere 2022,Shayne Gostisbehere,2022,D,28.45,71,180,78.0,78.0,49.0,60,82,17.7665,16.0844,15.4889,17.0439,18.4244,1.8284749999999974
Shayne Gostisbehere 2023,Shayne Gostisbehere,2023,D,29.449,71,180,78.0,49.0,60.0,82,75,16.0844,15.4889,17.0439,18.4244,17.4422,0.6817999999999991
Adam Pelech 2021,Adam Pelech,2021,D,26.128,75,210,44.0,78.0,78.0,44,82,15.8049,16.6938,16.8748,18.261,18.6524,1.7437749999999994
Adam Pelech 2022,Adam Pelech,2022,D,27.127,75,210,78.0,78.0,44.0,82,78,16.6938,16.8748,18.261,18.6524,18.7248,1.1042999999999985
Adam Pelech 2023,Adam Pelech,2023,D,28.127,75,210,78.0,44.0,82.0,78,61,16.8748,18.261,18.6524,18.7248,18.9891,0.8608499999999992
Damon Severson 2019,Damon Severson,2019,D,24.151,74,205,51.0,72.0,80.0,76,82,18.781,16.1502,17.7783,17.6603,18.0858,0.4933499999999995
Damon Severson 2020,Damon Severson,2020,D,25.151,74,205,72.0,80.0,76.0,82,81,16.1502,17.7783,17.6603,18.0858,18.3319,0.9132500000000014
Damon Severson 2021,Damon Severson,2021,D,26.153,74,205,80.0,76.0,82.0,81,82,17.7783,17.6603,18.0858,18.3319,18.5176,0.5535250000000005
Damon Severson 2022,Damon Severson,2022,D,27.152,74,205,76.0,82.0,81.0,82,80,17.6603,18.0858,18.3319,18.5176,18.6865,0.5375999999999976
Damon Severson 2023,Damon Severson,2023,D,28.151,74,205,82.0,81.0,82.0,80,81,18.0858,18.3319,18.5176,18.6865,17.5953,-0.8101500000000001
Jake McCabe 2020,Jake McCabe,2020,D,25.969,73,204,77.0,76.0,53.0,59,77,17.5024,18.0079,17.0,16.7359,16.15,-1.1615500000000019
Jaccob Slavin 2020,Jaccob Slavin,2020,D,25.419,75,207,63.0,82.0,82.0,82,80,17.9992,19.3711,19.3864,18.813,19.3265,0.434075
Jaccob Slavin 2021,Jaccob Slavin,2021,D,26.421,75,207,82.0,82.0,82.0,80,76,19.3711,19.3864,18.813,19.3265,20.0734,0.8491500000000016
Jaccob Slavin 2022,Jaccob Slavin,2022,D,27.42,75,207,82.0,82.0,80.0,76,79,19.3864,18.813,19.3265,20.0734,18.8994,-0.5004249999999999
Jaccob Slavin 2023,Jaccob Slavin,2023,D,28.42,75,207,82.0,80.0,76.0,79,76,18.813,19.3265,20.0734,18.8994,19.1268,-0.15127500000000182
Brett Kulak 2022,Brett Kulak,2022,D,27.735,73,197,71.0,57.0,66.0,67,74,12.6779,17.3395,16.8387,15.9232,16.511,0.8161749999999994
Brett Kulak 2023,Brett Kulak,2023,D,28.735,73,197,57.0,66.0,67.0,74,82,17.3395,16.8387,15.9232,16.511,15.6283,-1.024799999999999
Erik Gustafsson 2023,Erik Gustafsson,2023,D,30.55,72,197,79.0,77.0,42.0,59,70,19.4135,17.3624,14.2672,14.1311,17.334,1.0404499999999999
Matthew Benning 2021,Matthew Benning,2021,D,26.355,73,203,62.0,73.0,70.0,50,76,15.4965,15.8454,13.1288,12.4705,14.2019,-0.03339999999999854
Matthew Benning 2022,Matthew Benning,2022,D,27.355,73,203,73.0,70.0,50.0,76,65,15.8454,13.1288,12.4705,14.2019,14.0546,0.1429500000000008
Matthew Benning 2023,Matthew Benning,2023,D,28.354,73,203,70.0,50.0,76.0,65,77,13.1288,12.4705,14.2019,14.0546,16.1383,2.6743500000000004
Ben Hutton 2020,Ben Hutton,2020,D,26.448,75,201,75.0,71.0,61.0,69,76,16.6847,17.8955,15.815,18.2196,16.6285,-0.5252000000000017
