,Player,Position,Age,Height,Weight,Projected Goals,StDev,5th Percentile,95th Percentile,60G Probability,50G Probability,40G Probability,30G Probability,20G Probability
749,Brendan Smith,D,34.6,74,200,2.5841165002128500,0.4656786362465270,1.8862516622132600,3.384088864435580,0.0,0.0,0.0,0.0,0.0
750,Jordan Gross,D,28.4,70,190,2.570905338093910,0.8655308465020770,1.2063365650814200,4.015599434812600,0.0,0.0,0.0,0.0,0.0
751,Will Cuylle,L,21.7,75,211,2.5619187132257500,1.1878395579115100,0.9492700416238600,4.788930877811210,0.0,0.0,0.0,0.0,0.0
752,Gabriel Fortier,L,23.6,70,177,2.549384045229940,1.3215054543259600,0.9851455457893010,5.199416253821190,0.0,0.0,0.0,0.0,0.0
753,James Hamblin,L,24.4,69,176,2.510200942487270,0.8744627983311600,1.140122152916530,3.9326768609341200,0.0,0.0,0.0,0.0,0.0
754,Jonny Brodzinski,C,30.3,72,212,2.482007322428870,1.032335001904540,1.0491618599484700,4.19536619645479,0.0,0.0,0.0,0.0,0.0
755,Jacob Lucchini,C,28.4,72,180,2.4617438109986400,0.8841830940475140,1.0797084140680700,3.990144866314080,0.0,0.0,0.0,0.0,0.0
756,Radko Gudas,D,33.3,72,208,2.435977215875140,0.42131222361943900,1.8690359826927000,3.22101714213725,0.0,0.0,0.0,0.0,0.0
757,Jeremy Lauzon,D,26.4,73,204,2.4034570319123800,0.7081812556109240,1.4186800424866700,3.646586982416120,0.0,0.0,0.0,0.0,0.0
758,Jonathan Gruden,C,23.4,72,172,2.3815752459558600,1.085848393115170,0.8669758356136630,4.351014335226210,0.0,0.0,0.0,0.0,0.0
759,Brayden McNabb,D,32.7,76,215,2.355907211401130,0.46854528073041600,1.6951677287485500,3.2373932386473800,0.0,0.0,0.0,0.0,0.0
760,Matthew Benning,D,29.4,73,203,2.3317003963119000,0.4499632360852710,1.7081426381629700,3.1807466680525100,0.0,0.0,0.0,0.0,0.0
761,Nick Abruzzese,C,24.3,71,183,2.2754229449538500,1.1338144899781500,0.8803847183363040,4.378045171924190,0.0,0.0,0.0,0.0,0.0
762,Tyce Thompson,R,24.2,73,175,2.2549549481376200,0.9789988064475670,0.8767540306296620,3.9320297389328500,0.0,0.0,0.0,0.0,0.0
763,Alex Steeves,C,23.8,72,196,2.2341697420329700,0.9980236539664400,0.9393226251662280,4.006954832758790,0.0,0.0,0.0,0.0,0.0
764,Jordan Oesterle,D,31.3,72,187,2.216365258492140,0.4518018228282120,1.5419671831829100,3.006628266915730,0.0,0.0,0.0,0.0,0.0
765,Radim Simek,D,31.0,72,204,2.2010013087385200,0.4201969134418980,1.5163244643542000,2.8833328149636700,0.0,0.0,0.0,0.0,0.0
766,Shane Bowers,C,24.2,74,186,2.182073967116490,0.8052184363257550,0.9664994267352950,3.561528873371570,0.0,0.0,0.0,0.0,0.0
767,Marc Staal,D,36.7,76,208,2.173111728780530,0.41160256568298900,1.6191819989596700,2.8761881269765300,0.0,0.0,0.0,0.0,0.0
768,Matthew Phillips,C,25.5,67,140,2.176965399124540,0.9226960156869840,0.8347354164748450,3.806857485913170,0.0,0.0,0.0,0.0,0.0
769,Jan Rutta,D,33.2,75,204,2.1744959309664500,0.43753757619316600,1.4162584108381300,2.844554677210050,0.0,0.0,0.0,0.0,0.0
770,Nick Holden,D,36.4,76,210,2.174058502968900,0.38207443557721100,1.5404349464671300,2.724043126819190,0.0,0.0,0.0,0.0,0.0
771,Arber Xhekaj,D,22.7,76,238,2.1748948390678100,0.460756716073424,1.38229462087826,2.857759732738280,0.0,0.0,0.0,0.0,0.0
772,Nic Petan,C,28.5,69,175,2.1685402127691400,1.0598924192156400,0.7737219503746710,4.203189066302680,0.0,0.0,0.0,0.0,0.0
773,Brenden Dillon,D,32.9,76,224,2.1356382641353000,0.5100269199719400,1.5589935805842600,3.05679404228238,0.0,0.0,0.0,0.0,0.0
774,Robert Bortuzzo,D,34.5,76,216,2.116609222937840,0.5265108364527540,1.4185686474521500,3.0117983833998400,0.0,0.0,0.0,0.0,0.0
775,Kevin Bahl,D,23.3,78,230,2.105236269693700,0.5143792227649010,1.258412763750610,2.9125248582649300,0.0,0.0,0.0,0.0,0.0
776,Henrik Borgstrom,C,26.2,75,199,2.090953125527960,1.0429943494275700,0.7486332728613930,3.9279382387935300,0.0,0.0,0.0,0.0,0.0
777,Robert Hagg,D,28.6,74,210,2.071137661811620,0.4374681092631480,1.3905975270444400,2.724261489550750,0.0,0.0,0.0,0.0,0.0
778,Dominic Toninato,C,29.6,74,191,2.0553202863704600,1.0586341953560800,0.9444086184546140,3.605897855432760,0.0,0.0,0.0,0.0,0.0
779,Calvin de Haan,D,32.4,73,195,2.0305065876920800,0.4094585731977730,1.339031267713290,2.6825771833263800,0.0,0.0,0.0,0.0,0.0
780,Jack Rathbone,D,24.4,70,177,2.011308980755630,0.6293921301686820,0.9846194037091580,2.994788287473490,0.0,0.0,0.0,0.0,0.0
781,Riley Tufte,L,25.5,78,230,1.9918260518569000,1.153186446051460,0.6674452644324550,4.242959638183430,0.0,0.0,0.0,0.0,0.0
782,Jesper Froden,R,29.0,70,179,1.9576056848111600,0.9097409651185910,0.8156415414380430,3.6087037887801800,0.0,0.0,0.0,0.0,0.0
783,Fredrik Karlstrom,C,25.7,75,200,1.94059104923909,0.912098970393286,0.7389345486511050,3.630335698993920,0.0,0.0,0.0,0.0,0.0
784,Scott Harrington,D,30.6,74,204,1.9274781073562100,0.49683630023751500,1.2378257957088700,2.6455134897232300,0.0,0.0,0.0,0.0,0.0
785,Justin Barron,D,21.9,74,201,1.909771252052860,0.42861836320856600,1.1381650962419100,2.5355570390450100,0.0,0.0,0.0,0.0,0.0
786,Dylan Samberg,D,24.7,76,219,1.8851077725384900,0.3515018283323790,1.2203297818132600,2.3681510682179400,0.0,0.0,0.0,0.0,0.0
787,Chris Tanev,D,33.8,74,193,1.8743706875458200,0.5252991695991610,1.0955935714717300,2.780010996614480,0.0,0.0,0.0,0.0,0.0
788,Hugh McGing,L,25.2,68,176,1.8550232201015100,1.0965521236972700,0.4910601358253170,3.9614673252889400,0.0,0.0,0.0,0.0,0.0
789,Jordie Benn,D,36.2,74,201,1.8143953297587600,3.2948374627341600,0.9265500860253580,3.708702655133600,0.001,0.001,0.002,0.003,0.006
790,Kyle Burroughs,D,28.2,72,193,1.806086645093570,0.39156700746308400,1.0949037792851200,2.399662390077200,0.0,0.0,0.0,0.0,0.0
791,Sheldon Rempal,R,28.2,70,165,1.8093813272470200,0.9116419550993660,0.5807973891664200,3.409927835876380,0.0,0.0,0.0,0.0,0.0
792,Marc-Edouard Vlasic,D,36.5,73,205,1.8161308617594200,0.3295669905935880,1.3650047032125500,2.4251762018651200,0.0,0.0,0.0,0.0,0.0
793,Nikita Okhotiuk,D,22.8,73,195,1.809340534775180,0.5910666989276260,0.97858917410282,2.866252396398260,0.0,0.0,0.0,0.0,0.0
794,Nick Swaney,R,26.1,70,178,1.801247892174830,1.0174141752703900,0.46270465611918300,3.659916083720650,0.0,0.0,0.0,0.0,0.0
795,Jon Merrill,D,31.7,75,204,1.799818454975110,0.38542901777028500,1.2802863819101400,2.5423229941056100,0.0,0.0,0.0,0.0,0.0
796,Otto Koivula,L,25.1,77,225,1.799360657069990,0.7114865424028260,0.8152979052314810,3.133735649370500,0.0,0.0,0.0,0.0,0.0
797,Logan Stanley,D,25.4,79,242,1.7885880565871900,0.5129798345005530,0.9244412331825110,2.564719596476270,0.0,0.0,0.0,0.0,0.0
798,Zach Bogosian,D,33.2,74,222,1.7763340338993600,0.4567479023128640,1.1309499987822900,2.4440214914803200,0.0,0.0,0.0,0.0,0.0
799,Tim Berni,D,23.6,72,192,1.7740176831101400,0.5557518170062280,1.2064760499124700,2.645570106204860,0.0,0.0,0.0,0.0,0.0
800,Joel Teasdale,L,24.6,72,212,1.7728920200943100,0.9230782194831900,0.6358000807089510,3.664214166445920,0.0,0.0,0.0,0.0,0.0
801,Anton Stralman,D,37.2,71,193,1.7723388915289700,0.5301749732071340,0.9363215514999060,2.6375585202574800,0.0,0.0,0.0,0.0,0.0
802,Andrew Agozzino,L,32.7,70,187,1.7669680967099100,1.21647564228731,0.5750018907655100,3.4488988260934500,0.0,0.0,0.0,0.0,0.001
803,Vinni Lettieri,C,28.6,70,184,1.766015688382400,0.877066517836089,0.5921544139619390,3.375401522829380,0.0,0.0,0.0,0.0,0.0
804,Josh Brown,D,29.7,77,220,1.7499273059673000,0.3453374084322100,1.1504737687244000,2.27447466849599,0.0,0.0,0.0,0.0,0.0
805,Jaycob Megna,D,30.8,78,220,1.7415869999868700,0.45681172833700700,1.125730286894610,2.472876434424440,0.0,0.0,0.0,0.0,0.0
806,Dysin Mayo,D,27.1,74,183,1.7415462613668400,0.4070597406258180,1.019936339014090,2.315390994427940,0.0,0.0,0.0,0.0,0.0
807,Bokondji Imama,L,27.2,73,221,1.7388364430913700,0.8577892541153320,0.5439932822468360,3.3133537096776000,0.0,0.0,0.0,0.0,0.0
808,Max Willman,C,28.6,72,184,1.7316411160880300,0.7471251245184220,0.6928501574834590,3.0327667900683200,0.0,0.0,0.0,0.0,0.0
809,Jordan Spence,D,22.6,70,180,1.7284662869519600,0.506574285506451,0.9262407044078320,2.5160350180182900,0.0,0.0,0.0,0.0,0.0
810,Drake Caggiula,C,29.3,70,176,1.7225476588310800,0.7205751891089160,0.7143425656901250,2.962665076399770,0.0,0.0,0.0,0.0,0.0
811,Rourke Chartier,C,27.5,71,190,1.708138871755350,0.92194286279967,0.5834115371955990,3.469721923664530,0.0,0.0,0.0,0.0,0.0
812,Charles Hudon,L,29.3,70,190,1.7052546759652200,0.673181738916233,0.7380115741007310,2.8976951317910500,0.0,0.0,0.0,0.0,0.0
813,Gavin Bayreuther,D,29.4,73,196,1.7051553066781300,0.42573928335947600,1.051292971178640,2.4135482563779800,0.0,0.0,0.0,0.0,0.0
814,Marcus Bjork,D,25.9,76,211,1.703164472135890,0.35655922376369900,0.9827350172463240,2.140106033062720,0.0,0.0,0.0,0.0,0.0
815,Conor Timmins,D,25.0,74,202,1.6752841802160000,0.4393977072478280,0.9000984659277830,2.342788008030860,0.0,0.0,0.0,0.0,0.0
816,Steven Fogarty,C,30.5,75,204,1.6725652580832900,0.9190183686996060,0.5299261485746700,3.3378433924770900,0.0,0.0,0.0,0.0,0.0
817,Jeffrey Viel,L,26.7,74,205,1.6604013862936700,0.6823979618538770,0.6353386280700720,2.8250254537687700,0.0,0.0,0.0,0.0,0.0
818,Josh Dunne,C,24.8,76,211,1.6433324706132400,0.7049767184382080,0.6167058843603920,2.8526800718469000,0.0,0.0,0.0,0.0,0.0
819,Matt Kiersted,D,25.5,72,181,1.6259732876219700,0.49343922665978600,0.8757615021084260,2.473434718532300,0.0,0.0,0.0,0.0,0.0
820,Mike Reilly,D,30.2,73,196,1.6208941421896000,0.7131226015501070,0.8239789210359460,2.864013990539560,0.0,0.0,0.0,0.0,0.0
821,Riley Stillman,D,25.6,73,196,1.6197248734771700,0.3674862695184220,1.0137468119363000,2.19623819572519,0.0,0.0,0.0,0.0,0.0
822,Brad Malone,C,34.4,74,217,1.606152132310130,0.9562750043098700,0.6266408192442160,3.081180240737180,0.0,0.0,0.0,0.0,0.0
823,Haydn Fleury,D,27.2,76,208,1.563793982712320,0.35957707153646500,0.99959437147708,2.1404532327057000,0.0,0.0,0.0,0.0,0.0
824,Byron Froese,C,32.6,73,202,1.5626141507845700,1.6488157538032200,0.28586032558194700,3.9325010115112000,0.0,0.0,0.0,0.001,0.001
825,Glenn Gawdin,C,26.5,73,191,1.5562619902685400,0.8396959012299190,0.46731760223333700,3.14593095184979,0.0,0.0,0.0,0.0,0.0
826,Philippe Myers,D,26.7,78,219,1.5463392317503600,0.5240918355765640,0.7053750606538520,2.40612127077578,0.0,0.0,0.0,0.0,0.0
827,Zac Jones,D,23.0,70,178,1.5302292143047800,0.3954844144883580,0.8852560779979960,2.0988665734180300,0.0,0.0,0.0,0.0,0.0
828,Bobby McMann,C,27.3,74,208,1.526634752142260,0.7425245545999020,0.5208859918051340,2.8607533568638200,0.0,0.0,0.0,0.0,0.0
829,Thomas Harley,D,22.1,75,205,1.5175816831458700,0.46000491589658900,0.8315200324698420,2.3433170360859900,0.0,0.0,0.0,0.0,0.0
830,Jack Johnson,D,36.7,73,227,1.516539009786630,0.5527516473322570,0.9749820940339020,2.651957482644580,0.0,0.0,0.0,0.0,0.0
831,Nikolai Knyzhov,D,26.5,75,222,1.507642699246160,0.6840115128376600,0.6745123598893000,2.6219477644529200,0.0,0.0,0.0,0.0,0.0
832,Chad Ruhwedel,D,33.4,71,191,1.4950106084069800,0.25865699947584000,1.058087576679590,1.8803916544150000,0.0,0.0,0.0,0.0,0.0
833,William Bitten,C,25.2,71,180,1.4863645235818100,0.8065593928721440,0.471555088072853,2.9039093151899100,0.0,0.0,0.0,0.0,0.0
834,Erik Johnson,D,35.5,76,225,1.4799193061080700,0.2858990498591030,1.0159066494817000,1.902074728086040,0.0,0.0,0.0,0.0,0.0
835,Callahan Burke,C,26.5,70,183,1.4700752149409500,0.831308316928657,0.42401437442136800,3.051375821092020,0.0,0.0,0.0,0.0,0.0
836,Jakub Zboril,D,26.6,73,201,1.4623313459420100,0.3476776937753230,0.8489438185306070,1.999764033923110,0.0,0.0,0.0,0.0,0.0
837,Hayden Hodgson,R,27.6,74,208,1.461827722513710,0.7947299409394810,0.42160494272891700,2.9035809115097600,0.0,0.0,0.0,0.0,0.0
838,Justin Kirkland,C,27.2,75,183,1.4590103611774400,0.6203108788776950,0.5497070688595710,2.6008361012578200,0.0,0.0,0.0,0.0,0.0
839,Ian Mitchell,D,24.7,71,193,1.449943718937390,0.45941659295702800,0.7645970082095030,2.1198656794328700,0.0,0.0,0.0,0.0,0.0
840,Kyle Clifford,L,32.7,74,217,1.4474967574437200,1.346980294867350,0.4524178557497400,3.3339836690307200,0.0,0.0,0.0,0.0,0.001
841,Filip Roos,D,24.7,76,190,1.4416311306972500,0.39913924026451100,0.7868691774900290,2.0744298599964800,0.0,0.0,0.0,0.0,0.0
842,Chris Wideman,D,33.7,70,181,1.4330094685603500,1.2621291675129000,0.9252450446075800,2.021621354481150,0.0,0.0,0.0,0.001,0.001
843,CJ Suess,L,29.5,71,190,1.4267474606330600,0.7577257369130190,0.4502917878987740,2.8481595791593100,0.0,0.0,0.0,0.0,0.0
844,Brandt Clarke,D,20.6,74,185,1.41776179621728,0.47491062585143700,0.6894328986201390,2.2309290661413800,0.0,0.0,0.0,0.0,0.0
845,Victor Soderstrom,D,22.6,71,184,1.4123505920136800,0.3729418301142770,0.7985671612710430,1.972433464626880,0.0,0.0,0.0,0.0,0.0
846,Cole Bardreau,C,30.2,72,186,1.40824948912352,0.7831001358673880,0.3979537542342220,2.9673801788623400,0.0,0.0,0.0,0.0,0.0
847,Philip Broberg,D,22.3,75,199,1.4057142508993600,0.3011094624418470,0.9096278763551180,1.90163196784599,0.0,0.0,0.0,0.0,0.0
848,Tyler Benson,L,25.5,72,190,1.3876522391610600,0.7125422813811480,0.4586859569123520,2.675081014662240,0.0,0.0,0.0,0.0,0.0
849,Jarred Tinordi,D,31.6,78,229,1.3833001551663400,0.4594136917887400,0.6739239599025690,1.9140969228211300,0.0,0.0,0.0,0.0,0.0
850,Anton Levtchi,L,27.8,72,185,1.382719058578590,0.8260366099936260,0.364330464003385,2.9133792598598900,0.0,0.0,0.0,0.0,0.0
851,Jean-Sebastien Dea,C,29.6,71,174,1.362148623448320,0.708521299934291,0.4715019805951250,2.7398229868356000,0.0,0.0,0.0,0.0,0.0
852,Urho Vaakanainen,D,24.7,74,200,1.3612579141683400,0.5084144854836240,0.7401953966694790,2.3588791879190800,0.0,0.0,0.0,0.0,0.0
853,Tobias Bjornfot,D,22.5,72,200,1.3608915260980800,0.31752434812555800,0.8267710728648150,1.8636838206628400,0.0,0.0,0.0,0.0,0.0
854,Daniil Miromanov,D,26.2,76,200,1.3426618169164000,0.4247107853400540,0.6991497593389570,2.0760047295231400,0.0,0.0,0.0,0.0,0.0
855,Isaak Phillips,D,22.0,75,205,1.3403230291480700,0.36103251754376400,0.7297419406785950,1.9363253148436700,0.0,0.0,0.0,0.0,0.0
856,Nikita Soshnikov,R,30.0,71,190,1.3352074312987200,0.8111472907915550,0.33712277348898300,2.9251540809263700,0.0,0.0,0.0,0.0,0.0
857,Wyatt Kaiser,D,21.2,72,173,1.3173300285020800,0.37723096741125300,0.6786241071581100,1.9281883356914400,0.0,0.0,0.0,0.0,0.0
858,Ilya Lyubushkin,D,29.5,74,200,1.3057092448690400,0.2923995247178000,0.8904024316644490,1.650438901897360,0.0,0.0,0.0,0.0,0.0
859,Gustav Lindstrom,D,24.9,74,186,1.3030009123660300,0.344345734635023,0.8297503884730410,1.9107714529556200,0.0,0.0,0.0,0.0,0.0
860,Tyler Tucker,D,23.6,73,204,1.3014600615208000,0.6275681536504620,0.7712422266094520,2.288431385730240,0.0,0.0,0.0,0.0,0.0
861,Nikita Zaitsev,D,31.9,74,192,1.2727248562179800,0.364300814046016,0.7008239665046060,1.800692399673840,0.0,0.0,0.0,0.0,0.0
862,Matt Irwin,D,35.8,74,200,1.2723639059275700,0.4510071765487000,0.6756673355020760,2.015858754225900,0.0,0.0,0.0,0.0,0.0
863,Dylan Coghlan,D,25.6,74,208,1.2700190708110900,0.3607862102193170,0.6871138742708710,1.814226371469440,0.0,0.0,0.0,0.0,0.0
864,Vladislav Kolyachonok,D,22.4,73,193,1.2412735887163200,0.5091230025611470,0.49890728328700200,2.1255650690557200,0.0,0.0,0.0,0.0,0.0
865,Luke Philp,C,27.9,70,181,1.2393170147561700,0.7926560015336480,0.27555664080798600,2.7287186212652700,0.0,0.0,0.0,0.0,0.0
866,Jake Christiansen,D,24.1,72,193,1.2168669140123500,0.3305024991089150,0.7056541665062170,1.800676331377950,0.0,0.0,0.0,0.0,0.0
867,Andy Andreoff,C,32.4,73,208,1.2142769898228000,1.2062520418466700,0.3452402872037650,2.7062947619075300,0.0,0.0,0.0,0.0,0.0
868,Jacob Bryson,D,25.9,69,176,1.213265785667310,0.33171658518732700,0.6531217947009220,1.6831676011328100,0.0,0.0,0.0,0.0,0.0
869,Ronnie Attard,D,24.5,75,208,1.210170060680300,0.4267184333734660,0.578606566183492,1.9371524495262800,0.0,0.0,0.0,0.0,0.0
870,Casey Fitzgerald,D,26.6,71,188,1.2084981001173600,0.30105066769902200,0.6731605436650000,1.6613180108636500,0.0,0.0,0.0,0.0,0.0
871,Christian Wolanin,D,28.5,74,190,1.2084286325293400,0.36192720271275300,0.6785070822657850,1.8190277354793300,0.0,0.0,0.0,0.0,0.0
872,Colton White,D,26.4,73,187,1.2070511372348500,0.31895986038706300,0.7317796324320340,1.7693263999162200,0.0,0.0,0.0,0.0,0.0
873,David Jiricek,D,19.8,76,199,1.2062565199441100,0.4007211795145910,0.5689810863680340,1.8289533243113700,0.0,0.0,0.0,0.0,0.0
874,Taro Hirose,L,27.3,70,162,1.1834712780703600,0.7225724322312550,0.3012385372526510,2.5431646975290900,0.0,0.0,0.0,0.0,0.0
875,Anton Blidh,L,28.6,73,197,1.1656564925484200,0.5097680202124790,0.4708115087746960,2.087530041998730,0.0,0.0,0.0,0.0,0.0
876,Darren Raddysh,D,27.6,73,200,1.1583445598484900,0.36246485404658900,0.6263749426265940,1.784182681373150,0.0,0.0,0.0,0.0,0.0
877,Stanislav Svozil,D,20.7,72,183,1.1522176228587600,0.506024076464047,0.4860536904494950,2.0483692805926600,0.0,0.0,0.0,0.0,0.0
878,Lucas Carlsson,D,26.2,72,189,1.1334732012011400,0.4780736478687230,0.5063629360926700,1.910651876549560,0.0,0.0,0.0,0.0,0.0
879,Ben Harpur,D,28.7,78,231,1.1296561767287200,0.3072268554693560,0.6571215174167090,1.6792044152206000,0.0,0.0,0.0,0.0,0.0
880,Michael Kesselring,D,23.7,76,190,1.1220697501800000,0.311093258444864,0.60769839802638,1.6218577495264500,0.0,0.0,0.0,0.0,0.0
881,Nathan Beaulieu,D,30.8,74,200,1.1190748225643900,0.322400664763632,0.591048465374702,1.5922118850357100,0.0,0.0,0.0,0.0,0.0
882,Alexander Alexeyev,D,23.9,76,213,1.1050132214584000,0.3015845550631430,0.6352606801786510,1.6099953680967100,0.0,0.0,0.0,0.0,0.0
883,Guillaume Brisebois,D,26.2,74,175,1.1013033250320100,0.4484394956171770,0.46657305248415500,1.9045055861711300,0.0,0.0,0.0,0.0,0.0
884,Alex Vlasic,D,22.3,78,199,1.091411359037320,0.3791509731129130,0.5466903386413000,1.729332343353840,0.0,0.0,0.0,0.0,0.0
885,Justin Braun,D,36.6,74,205,1.0840026523736900,0.28412642759564300,0.6813928014385650,1.5598497112255000,0.0,0.0,0.0,0.0,0.0
886,Kale Clague,D,25.3,72,190,1.0770303631125000,0.2753464478960060,0.6527196670711330,1.5367530934100400,0.0,0.0,0.0,0.0,0.0
887,Libor Hajek,D,25.7,74,209,1.0659001355217300,1.3089972859134400,0.3669566017405260,2.738620774814020,0.0,0.0,0.0,0.0,0.0
888,Kaedan Korczak,D,22.7,75,202,1.0486869020873800,0.3454128819970900,0.5385459120263490,1.6266088865922300,0.0,0.0,0.0,0.0,0.0
889,Alex Barr��-Boulet,C,26.4,70,180,1.043062679304690,0.5171843318662450,0.35689330114606400,1.9626679391086500,0.0,0.0,0.0,0.0,0.0
890,Victor Mete,D,25.3,69,187,1.0275751893749700,0.27696085381678900,0.553602272593493,1.4456674382468500,0.0,0.0,0.0,0.0,0.0
891,Jacob Bernard-Docker,D,23.3,72,190,1.0236012892219700,0.2842123609464740,0.5931793895036710,1.5389096432088200,0.0,0.0,0.0,0.0,0.0
892,Henry Thrun,D,22.6,74,190,0.994266582963145,0.29071018587633700,0.5338939709532350,1.4821350588450300,0.0,0.0,0.0,0.0,0.0
893,Ville Heinola,D,22.7,71,181,0.9774328845712180,0.3322504189138500,0.44915236012471800,1.525252655001970,0.0,0.0,0.0,0.0,0.0
894,Cale Fleury,D,24.9,73,204,0.9733786641837650,0.32019011743963900,0.5357760153303910,1.4639552824106300,0.0,0.0,0.0,0.0,0.0
895,Lawrence Pilut,D,27.8,71,194,0.9707165420140130,0.4938950922732460,0.3831463102392590,1.8780982959549500,0.0,0.0,0.0,0.0,0.0
896,Brock Faber,D,21.1,73,200,0.967139628675369,0.3206948383804750,0.4400767810102440,1.522899328892670,0.0,0.0,0.0,0.0,0.0
897,Tucker Poolman,D,30.3,74,199,0.9443957080138040,0.3084812237504250,0.43664646316379100,1.4441418634830700,0.0,0.0,0.0,0.0,0.0
898,Samuel Knazko,D,21.1,73,198,0.9359383824821620,0.32157764894688300,0.41900772490501600,1.5060775798323800,0.0,0.0,0.0,0.0,0.0
899,Nick Cicek,D,23.3,75,201,0.9232036298055900,0.2543403871546330,0.5068898926848470,1.3474021531496200,0.0,0.0,0.0,0.0,0.0
900,Spencer Stastney,D,23.7,72,184,0.922460871637112,0.5028202640559270,0.39325967234811300,1.938302079807580,0.0,0.0,0.0,0.0,0.0
901,Alec Regula,D,23.2,76,208,0.9197543361036950,0.26152450872149000,0.45513128359842900,1.2862854373420800,0.0,0.0,0.0,0.0,0.0
902,Vincent Iorio,D,20.9,76,200,0.9184681869761590,0.33965298541525500,0.42205287432551800,1.4908748074978400,0.0,0.0,0.0,0.0,0.0
903,Tyler Kleven,D,21.7,76,200,0.918010327743817,0.2628135785965780,0.45505272729899800,1.3527815469772900,0.0,0.0,0.0,0.0,0.0
904,Vincent Desharnais,D,27.3,78,215,0.906784371983907,0.3140657400576710,0.4592988998938310,1.4218291455893600,0.0,0.0,0.0,0.0,0.0
905,Frederic Allard,D,25.8,73,179,0.8931996619501250,0.3921685503924150,0.3517885716953990,1.5783114652723800,0.0,0.0,0.0,0.0,0.0
906,Derrick Pouliot,D,29.7,72,196,0.8913981108860300,0.27645758152599400,0.44748680058322300,1.344393750229370,0.0,0.0,0.0,0.0,0.0
907,Corey Schueneman,D,28.1,71,197,0.8830596171358980,0.30557851714840000,0.44136598302241900,1.4136582669911000,0.0,0.0,0.0,0.0,0.0
908,Jackson LaCombe,D,22.7,73,171,0.8761451626430730,0.25954423241466800,0.4082316099929550,1.2416026539705600,0.0,0.0,0.0,0.0,0.0
909,Andreas Englund,D,27.7,75,189,0.8727668616311880,0.2341322981963680,0.487183520691347,1.267260778327100,0.0,0.0,0.0,0.0,0.0
910,Lassi Thomson,D,23.0,72,190,0.8618989344663730,0.31035536631909000,0.39153544008520800,1.3122095837329600,0.0,0.0,0.0,0.0,0.0
911,Jake Livingstone,D,24.5,75,205,0.8444220036223060,0.258164632712607,0.45953366056153,1.267559793449660,0.0,0.0,0.0,0.0,0.0
912,Patrik Nemeth,D,31.6,76,230,0.8406009254188390,0.15720497401810100,0.5522966642153670,1.029762955826450,0.0,0.0,0.0,0.0,0.0
913,Dmitri Samorukov,D,24.3,75,188,0.8374976048825150,0.3261587574283090,0.3929488357429500,1.3873692535814200,0.0,0.0,0.0,0.0,0.0
914,Markus Niemelainen,D,25.3,78,190,0.8245223193886900,0.2529966247026480,0.4077485664524430,1.223935430660170,0.0,0.0,0.0,0.0,0.0
915,Dennis Gilbert,D,26.9,74,216,0.8116846448890680,0.40107695140379000,0.3436476199071700,1.4850168394823700,0.0,0.0,0.0,0.0,0.0
916,Maxence Guenette,D,22.4,73,181,0.81139471554144,0.40680594564313200,0.23855914681357200,1.5208615014171400,0.0,0.0,0.0,0.0,0.0
917,Mac Hollowell,D,25.0,69,170,0.8100516336401880,0.2563614783493150,0.35848774084063900,1.1937624521173400,0.0,0.0,0.0,0.0,0.0
918,Ross Johnston,L,29.6,77,230,0.8047943010050840,0.43014526483064500,0.27832813692321700,1.6192328663164200,0.0,0.0,0.0,0.0,0.0
919,Filip Kral,D,23.9,74,198,0.7962798084276560,0.27546021837198300,0.37263148649548300,1.255292228133690,0.0,0.0,0.0,0.0,0.0
920,Egor Zamula,D,23.5,75,177,0.7903118185483190,0.32676557233230600,0.35192116736309200,1.358944684394030,0.0,0.0,0.0,0.0,0.0
921,Brayden Pachal,D,24.1,74,203,0.7864046860012000,0.2597564792298930,0.3952855444869870,1.2103019196635300,0.0,0.0,0.0,0.0,0.0
922,Akito Hirose,D,24.5,72,170,0.7830681448894300,0.2672188388380420,0.36103175917190000,1.144227391009490,0.0,0.0,0.0,0.0,0.0
923,Mark Borowiecki,D,34.2,74,204,0.7669386455811370,0.36806548327638200,0.342238772154026,1.3162181682558900,0.0,0.0,0.0,0.0,0.0
924,Adam Ginning,D,23.7,75,188,0.7627797456946260,0.28853620072915200,0.34563947232059900,1.2530608830535000,0.0,0.0,0.0,0.0,0.0
925,Jeremy Davies,D,26.8,71,180,0.7573373144293980,0.27266161563828900,0.28759686889865800,1.1736980664631400,0.0,0.0,0.0,0.0,0.0
926,Matthew Kessel,D,23.3,74,205,0.7550186376960690,0.3639558723233470,0.3210070711724400,1.4420940776354500,0.0,0.0,0.0,0.0,0.0
927,Joel Hanley,D,32.3,71,190,0.752425772360591,2.401862657841070,0.3965712445390310,2.4465585940941800,0.0,0.0,0.002,0.002,0.002
928,Lucas Johansen,D,25.9,74,176,0.7504202768472280,0.3048025110640830,0.32822059832007400,1.3371731872628600,0.0,0.0,0.0,0.0,0.0
929,Jacob Moverare,D,25.1,75,210,0.7437137428914890,0.3189744478142960,0.3085013431753790,1.3140920929725400,0.0,0.0,0.0,0.0,0.0
930,Gabriel Carlsson,D,26.7,77,195,0.7155267598752440,0.28163570524386700,0.30571803578816000,1.182261661202500,0.0,0.0,0.0,0.0,0.0
931,Maxime Lajoie,D,25.9,73,196,0.7088261571156550,0.2722111560588400,0.2878545420218030,1.1682950757423900,0.0,0.0,0.0,0.0,0.0
