,Player,Projected Goals,Projected A1,Projected A2,Projected Assists,Projected Points,StDev,5th Percentile,95th Percentile,150P Probability,140P Probability,130P Probability,120P Probability,110P Probability,100P Probability,90P Probability,80P Probability,70P Probability,60P Probability,50P Probability,40P Probability,30P Probability
349,Hampus Lindholm,8.639980869966640,17.019383608769000,14.545841427369000,31.565225036138000,40.20520590610470,2.6498120548740300,32.74002497548540,41.49922030409740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103,0.995
350,Joe Veleno,8.627704725069910,5.110071942423060,3.3499725915519300,8.460044533974990,17.087749259044900,1.9373890664785800,14.306821522088700,20.42076019354070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
351,Blake Lizotte,8.621196105261440,10.340661404362600,6.844550880254780,17.18521228461740,25.806408389878800,15.892570343480000,18.22194503118770,59.68727692103310,0.0,0.002,0.004,0.005,0.008,0.014,0.02,0.027,0.033,0.05,0.066,0.089,0.162
352,Brock McGinn,8.59485568018877,5.30153626944407,4.435562708639860,9.737098978083940,18.331954658272700,2.42213265251551,13.708386982129300,21.495252487766600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,Craig Smith,8.56955129510759,6.162094135956040,5.049537535482050,11.211631671438100,19.78118296654570,5.8938738883720300,17.94651947534140,36.575748073234500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.005,0.025,0.153
354,Jonathan Toews,8.566437106373650,10.286123468382300,6.714594363555750,17.000717831938000,25.567154938311700,6.853448316819750,15.38560000059360,37.59280685353900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.008,0.031,0.164
355,Michael McLeod,8.555255589000240,10.71644740230720,8.076262831734300,18.792710234041500,27.34796582304180,1.8542161497453800,24.50458599025280,30.359060637371400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073
356,Zach Sanford,8.539118772238880,6.009844492400690,3.8347388579235200,9.844583350324210,18.383702122563100,7.834586752794410,12.953906322919900,32.41433469543110,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.003,0.005,0.007,0.008,0.022,0.067
357,Charlie McAvoy,8.527357523827000,22.96190940698530,19.327620132620400,42.28952953960580,50.81688706343280,4.654310126347080,33.47863386785780,47.70353637637730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.003,0.028,0.568,0.992
358,Brett Howden,8.52254045352693,6.167485239519000,5.095372105576480,11.262857345095500,19.785397798622400,3.680472056096210,14.261581804046500,25.39144416686290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.012
359,Nils Aman,8.512491941554700,7.906640112044970,5.110424430217040,13.017064542262000,21.529556483816700,2.960638539105220,16.352840424746700,25.367054173928300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003
360,Jake Sanderson,8.509316626344000,15.026492396486200,16.63727871866540,31.66377111515160,40.17308774149560,2.632116013576270,28.61794979399020,36.787754496332600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.874
361,Noah Hanifin,8.499928762273760,16.383400910337400,16.037720184004000,32.42112109434140,40.92104985661520,2.361089128577440,34.39946033969580,41.91686533218260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207,0.998
362,David Kampf,8.51563664960417,10.04819336461210,7.620486322774680,17.668679687386800,26.18431633699090,2.558855407706150,21.1592273575564,29.35537900627660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038
363,Nils Hoglander,8.529784793951620,6.8572908047691300,4.441684530796290,11.29897533556540,19.828760129517000,13.55913845030100,15.529079085029500,48.8848592469019,0.002,0.002,0.002,0.002,0.004,0.005,0.007,0.014,0.019,0.031,0.048,0.096,0.284
364,Tanner Pearson,8.526051536182160,8.331047877661380,5.330723763029880,13.66177164069130,22.187823176873400,6.7101199310108300,14.627373847734900,32.975785527534000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.008,0.023,0.108
365,Danton Heinen,8.51755161859881,6.898781194931390,5.781992440010050,12.680773634941400,21.198325253540200,4.707740336965340,17.68911302247150,32.01930383573930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.097
366,Rafael Harvey-Pinard,8.504973628800210,5.086468839120970,3.3806298201193400,8.467098659240310,16.97207228804050,16.06595093690070,9.261702736579960,49.21669787352890,0.002,0.004,0.004,0.004,0.005,0.006,0.009,0.015,0.023,0.031,0.048,0.082,0.141
367,Keegan Kolesar,8.48927445018441,10.721850204356100,6.01161750259404,16.73346770695020,25.22274215713460,3.274173034906470,19.994330321963800,30.62941815750010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075
368,Denis Malgin,8.454659042806340,4.3148581105682100,2.6067287731199600,6.92158688368817,15.376245926494500,3.018960157006030,10.327566649699900,20.40726727943030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,Mathieu Joseph,8.428049966652470,9.268167402781360,6.082887642748330,15.35105504552970,23.779105012182200,49.26145906094080,15.599634813088300,164.8384080955650,0.059,0.062,0.064,0.066,0.067,0.069,0.076,0.078,0.081,0.087,0.093,0.103,0.134
370,Ryan Graves,8.405218596905080,10.063462574957900,12.620842836531600,22.684305411489500,31.08952400839460,1.863603445970460,27.601462716633600,33.811846232427700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.707
371,Pavel Dorofeyev,8.360627093081880,4.539574603543430,2.6395805597872100,7.179155163330640,15.539782256412500,3.7130910187439500,8.95814059614324,21.057930398892000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
372,Josh Bailey,8.295283690266440,9.825389753473240,7.800063240704420,17.625452994177700,25.9207366844441,10.848529303732900,23.208996383107700,57.5031688746223,0.0,0.0,0.0,0.0,0.001,0.001,0.003,0.009,0.021,0.04,0.079,0.143,0.585
373,Sean Kuraly,8.249308161415050,5.644240803523410,4.974208730982120,10.618449534505500,18.867757695920600,2.5804730995671400,14.368700147279200,22.834491764357000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
374,Isac Lundestrom,8.213245568605820,7.309082316817850,4.97583438130005,12.284916698117900,20.498162266723700,2.650630941177360,15.899027224535300,24.133232485428300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005
375,Drew Doughty,8.12008504710688,11.045783138267500,14.457638586549100,25.503421724816500,33.62350677192340,3.3729603486266700,20.68227264940300,31.591733446569900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
376,Joel Armia,8.08328351687233,6.1894054295351300,3.8978940182409600,10.087299447776100,18.17058296464840,6.288796943878730,15.105343986348800,34.63046413252970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.004,0.022,0.104
377,Sammy Blais,8.05552644462785,6.029245928460720,5.157059381510830,11.18630530997150,19.24183175459940,2.4994704170849600,14.808190062138900,23.062543776091100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,Filip Hronek,8.005691839592000,15.185193937191900,17.981107316129100,33.16630125332100,41.17199309291300,4.117339516527160,31.051676255813200,40.782588604426800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.004,0.008,0.079,0.972
379,Ivan Provorov,7.98653468033442,10.549145536127900,11.942671494752900,22.491817030880800,30.478351711215200,1.76010830779732,28.706534616761300,34.115420158120900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.789
380,Zach Aston-Reese,7.957495851404000,4.556978040543380,3.4101362285811600,7.967114269124540,15.924610120528500,2.0975761219340400,12.602076507570000,19.447484433268400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,Wade Allison,7.952574837697430,4.459712688639310,3.3967272460110200,7.8564399346503400,15.80901477234780,3.354330378156350,11.098549574180900,21.601757791215800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
382,Adam Erne,7.951751149461310,6.008640494953090,5.537774610513760,11.546415105466800,19.498166254928200,9.89166392063667,16.52757176944790,38.51047544575110,0.0,0.001,0.001,0.001,0.002,0.002,0.002,0.005,0.01,0.014,0.023,0.045,0.159
383,Sam Steel,7.944956433638050,6.852084913301500,7.0796068680489900,13.931691781350500,21.87664821498850,3.6016356900917600,16.77721285728220,28.442487755782100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021
384,Jordan Greenway,7.936235432766350,7.558341046152570,6.082045172942270,13.640386219094800,21.576621651861200,5.783693110580130,17.287270424896300,35.75619599031610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.025,0.181
385,Liam Foudy,7.9147029710169600,6.845451177696100,3.4098381665542300,10.255289344250300,18.169992315267300,3.832165905807090,11.75240979474150,24.264313701355500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002
386,Neal Pionk,7.923662324969380,15.640407287156100,16.17410566474070,31.814512951896700,39.73817527686610,2.5438311857099600,33.6603480454433,41.98500078549940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,0.997
387,Sean Durzi,7.924872954195520,13.005358042521000,12.695846353882600,25.701204396403700,33.62607735059920,3.2318952219337400,28.374841024241200,38.85413026573220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.88
388,Mattias Janmark,7.927083682054150,8.565321363432070,6.447368148640710,15.012689512072800,22.939773194126900,10.777869165245800,18.293950425974900,51.10884304551810,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.005,0.011,0.02,0.06,0.133,0.329
389,Emil Bemstrom,7.9338280506260800,7.9767921647095900,5.935958495480710,13.912750660190300,21.84657871081640,4.97944158736921,14.696230424763100,29.08081419210850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.002,0.005,0.035
390,Morgan Geekie,7.924416844599480,10.644410488718700,6.672719108224780,17.31712959694350,25.241546441543000,5.9499232503399500,22.722016175936100,41.698985760192900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.009,0.079,0.53
391,Luke Evangelista,7.929637784557940,6.173347340315270,3.3949388396924800,9.568286180007760,17.497923964565700,4.305040421594710,9.353065509076550,23.22764050006340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003
392,Colin Blackwell,7.9284403112477700,7.748695748847580,3.743413468723660,11.492109217571200,19.420549528819000,2.4437876577660900,15.178453063202000,23.09183783052580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,Nicolas Aube-Kubel,7.933938234305570,6.864667728475190,5.229646941775610,12.0943146702508,20.028252904556400,2.775366040063010,16.055689812099700,25.079917974645700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,Fabian Zetterlund,7.930837721530550,8.795758785097120,5.114141935964400,13.909900721061500,21.84073844259210,2.956703491270090,16.46318784668400,26.03212612875750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003
395,Max Jones,7.9191668742320300,5.108394819096570,4.369234457278700,9.477629276375270,17.3967961506073,3.3837696035785100,12.099334680247800,23.239549699157600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
396,Derek Grant,7.920223921501870,6.837372884813870,5.159206684006910,11.996579568820800,19.91680349032270,3.024195882231590,13.817532422232100,23.576951382489700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,Justin Danforth,7.864670440737760,3.7852047918337400,1.6182950108385000,5.403499802672250,13.268170243410000,3.749424873343830,7.3528595811827300,19.8946714341917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,Alex Chiasson,7.845306770904470,3.855068571198780,3.7669341854007100,7.622002756599480,15.467309527504000,5.300555039665770,11.232486210693000,26.885000933827700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.006,0.023
399,Peyton Krebs,7.832807391837960,8.554257250993670,6.7866830640379100,15.340940315031600,23.173747706869500,9.79174751996316,18.733393293690200,39.642045879638000,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.007,0.007,0.009,0.023,0.05,0.215
400,Tyler Angle,7.827081655172850,2.8456452740695600,1.5525595041150100,4.398204778184560,12.225286433357400,3.7880307194596900,6.665373074464610,19.259087069014900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,Klim Kostin,7.798170448474440,6.147460386147490,2.9836337322706100,9.131094118418090,16.929264566892500,3.430416231880010,11.759972350684900,23.085200860552500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002
402,Lucas Condotta,7.788257081898350,1.2840979358950500,0.9412397561293370,2.225337692024390,10.013594773922700,4.083816163797760,4.192413901373740,17.556305164762000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,Owen Power,7.772868759079250,11.57054943613070,13.333846320319300,24.904395756450000,32.67726451552920,10.743249951241800,21.588679669411000,46.78345368308870,0.001,0.002,0.002,0.002,0.002,0.002,0.005,0.008,0.011,0.019,0.039,0.109,0.434
404,Derek Ryan,7.756364032081470,5.123058347200030,4.393002960038420,9.516061307238450,17.27242533931990,3.6176716872918700,12.711324032440000,21.37833348347650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.003,0.006
405,Rudolfs Balcers,7.75372260333857,4.859198104775500,3.3562182995229500,8.215416404298450,15.969139007637000,3.573015303814670,10.540516086908600,22.460928320814000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
406,Mark Kastelic,7.729909670630840,3.6574681869631400,2.68145857754066,6.338926764503800,14.068836435134600,2.9166716957001900,10.403043358985400,18.672023062182200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002
407,Tyson Foerster,7.687607283282210,6.81930557856583,2.742745217433290,9.562050795999120,17.24965807928130,4.155430534023870,9.905256155395590,23.464632966785000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
408,Rasmus Sandin,7.665743621802020,11.851489737040200,12.202241601783700,24.0537313388239,31.719474960625900,3.622467417784450,24.983920118391400,35.73332719845880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.012,0.519
409,Evgeny Svechnikov,7.62354075100004,6.1502045621112200,3.4674342581329300,9.617638820244140,17.241179571244200,3.862620125854200,12.311645259732000,24.9712348107845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
410,Moritz Seider,7.599959211790270,19.34117245247960,16.545900454853700,35.88707290733330,43.48703211912350,2.8502476945874400,31.593737129954900,40.00477687406270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.051,0.983
411,Adam Boqvist,7.572818348333880,10.617754218572000,10.548503305771000,21.166257524343000,28.739075872676900,4.209529043405540,16.77037245362460,30.3458730312774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.059
412,Sam Lafferty,7.546760462677690,7.625238345485990,5.654007340334650,13.279245685820600,20.82600614849830,3.1021982492676300,15.067656533800700,25.178803843497700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003
413,Filip Zadina,7.43404965704858,6.201023872331240,4.969136322733790,11.170160195065000,18.604209852113600,4.584635368074310,13.221694729521300,26.607492098499500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.005,0.017
414,Elmer Soderblom,7.41180995899486,3.523760492433570,3.4700708153462000,6.993831307779770,14.405641266774600,3.213938615171240,8.66906470772913,19.28548129770490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,Sheldon Dries,7.344106641560430,5.282412676277440,4.388274325807190,9.670687002084630,17.01479364364510,6.95979836829607,12.381809504337900,32.03973775025920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.012,0.018,0.08
416,Jake Evans,7.314359310966720,13.292977956877800,6.578008563522270,19.870986520400100,27.18534583136680,20.371319430934900,19.1492287728769,81.36336993904910,0.0,0.0,0.003,0.005,0.014,0.023,0.037,0.052,0.075,0.103,0.128,0.157,0.22
417,Austin Watson,7.303760324013080,3.4605956260805100,3.705073589056040,7.165669215136560,14.469429539149600,6.89960860417989,9.969410013091260,25.665198466183300,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.005,0.007,0.018,0.036
418,Travis Sanheim,7.237291829077100,10.704515837044700,10.708649540784100,21.41316537782890,28.650457206906000,2.6945376816252700,26.61405061664500,33.18745727507910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.015,0.442
419,Jordan Martinook,7.230102284055740,8.571212267234590,5.9516641469715700,14.522876414206200,21.752978698261900,3.4628072581825600,15.659616147853200,27.517740565402600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005
420,Julien Gauthier,7.220357291488950,3.6259143960745000,2.766687394948680,6.392601791023170,13.61295908251210,2.5756345210090900,9.745008569273130,18.31837397605310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,Cole Smith,7.222742386883640,7.825146999305760,4.501786339681180,12.326933338986900,19.549675725870600,5.363070693343220,11.765223716757600,29.299890747173300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041
422,John Klingberg,7.207453289980380,13.951792681703500,12.463399165319200,26.41519184702280,33.62264513700310,3.90137671188832,23.188130172027200,35.69287055253800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.006,0.48
423,Erik Gustafsson,7.186924050060160,13.225217649008000,11.93007671707900,25.155294366087000,32.34221841614720,5.219110909743110,23.634376383780700,36.39528914468190,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.003,0.004,0.007,0.02,0.401
424,Quinn Hughes,7.173761824313960,25.014341834355800,21.007388925341300,46.021730759697200,53.19549258401110,4.686048220159060,42.29243518791790,57.398920116804400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.554,0.976,1.0
425,Luke Hughes,7.163693012437080,2.899028033505340,7.679713033589850,10.57874106709520,17.74243407953230,6.0123304934718200,8.181742722849130,27.24918527356950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.023
426,Corey Perry,7.169723393186060,6.867678547106690,5.588729240018900,12.456407787125600,19.62613118031170,7.2224468786371000,17.545801499900300,37.193092430606900,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.008,0.019,0.043,0.104
427,Tyler Motte,7.170083627269730,5.201409832387630,3.5938035800082300,8.795213412395860,15.965297039665600,2.773848815889000,11.076514662069500,20.46376498795300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,Alexey Toropchenko,7.127061961392180,4.539379772385870,3.492906063497930,8.0322858358838,15.15934779727600,2.988952714852100,10.11440777565210,19.95787914366180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,Damon Severson,7.146869441403650,14.394423876060300,14.230715064415100,28.625138940475300,35.77200838187900,1.6927391922775100,32.520844485074400,37.94933189062400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.998
430,Jake Neighbours,7.154892251872770,4.508299445734380,3.4367855189049800,7.945084964639360,15.099977216512100,2.890595794925930,9.888349603501160,19.342376957563800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,Samuel Girard,7.120471897123770,14.78374621348570,15.281227164274600,30.064973377760300,37.18544527488410,7.6808170589979,32.758579330288,49.342425795715900,0.0,0.0,0.0,0.002,0.002,0.002,0.004,0.009,0.015,0.021,0.048,0.37,0.991
432,Jake Walman,7.1152525829489600,3.5430488522001600,5.089161359364820,8.632210211564970,15.747462794513900,2.6657684447067800,11.043717337662200,20.04627056040620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,Jonathan Drouin,7.079618651546460,10.800399190923200,8.295750779513170,19.096149970436400,26.175768621982900,3.7121576099836700,19.395961510586200,31.621555929104300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124
434,J.J. Moser,7.074637122451630,12.746824357833700,11.998975123143200,24.74579948097690,31.820436603428500,3.591224366787100,23.485597144624400,35.27955624516070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.282
435,Hudson Fasching,7.0675251378686800,4.519675555216530,2.6624596638628300,7.182135219079360,14.249660356948000,3.190639715746020,9.460986389035170,19.70902463924660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,Teddy Blueger,7.044588694833300,8.603301581007330,5.121126843382750,13.724428424390100,20.769017119223400,2.7739683357294600,15.20496164746300,23.997960975733500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,Vasily Podkolzin,7.028070151717020,5.0979776543097100,3.4270055668244100,8.524983221134120,15.553053372851100,3.216265445462450,10.344038725398100,20.94529985705680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,Lars Eller,6.98425032846735,6.937282168794890,5.137672196521580,12.074954365316500,19.059204693783800,3.547021339838980,14.392223106345200,25.739218903079200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007
439,Ridly Greig,6.952590452031820,6.042344284520650,3.3984350918992800,9.440779376419930,16.39336982845180,3.7429453552444700,9.741838181364770,21.910015753243700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,Nick Cousins,6.928948261935310,7.936652693242600,6.467158580204670,14.40381127344730,21.33275953538260,6.590643560713280,19.37349797314640,40.033029856200600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.01,0.051,0.283
