,Model ID,Parent Model ID,Epochs,Scaler,MAE Test,MAE Train,Proj. 1,Proj. 2,Proj. 3,Proj. 4,Proj. 5
1,144,12,100,MinMaxScaler(),0.48,0.4,0.06,1.18,1.99,1.49,1.72
2,89,8,10,StandardScaler(),0.48,0.37,-0.07,1.04,2.01,1.63,1.87
3,90,8,10,MinMaxScaler(),0.48,0.41,0.08,1.19,1.95,1.42,1.68
4,75,7,5,StandardScaler(),0.48,0.39,0.07,1.08,1.97,1.64,1.75
5,104,9,30,MinMaxScaler(),0.48,0.4,0.11,1.16,1.9,1.46,1.71
6,70,6,50,MinMaxScaler(),0.48,0.38,0.06,1.26,1.99,1.65,1.89
7,51,5,5,StandardScaler(),0.48,0.4,0.11,1.15,2.01,1.58,1.79
8,68,6,30,MinMaxScaler(),0.48,0.4,0.05,1.24,2.07,1.57,1.98
9,108,9,100,MinMaxScaler(),0.48,0.37,0.3,1.09,1.98,1.41,1.86
10,56,5,30,MinMaxScaler(),0.48,0.39,0.1,1.13,1.99,1.4,1.76
11,54,5,10,MinMaxScaler(),0.48,0.41,0.04,1.13,1.92,1.4,1.6
12,39,4,5,StandardScaler(),0.48,0.39,-0.06,1.03,1.97,1.76,1.93
13,53,5,10,StandardScaler(),0.48,0.37,-0.01,1.06,1.97,1.78,1.91
14,67,6,30,StandardScaler(),0.49,0.36,-0.13,1.07,2.14,1.42,1.86
15,65,6,10,StandardScaler(),0.49,0.39,0.06,1.11,2.12,1.34,1.67
16,58,5,50,MinMaxScaler(),0.49,0.35,0.29,1.25,2.07,1.18,2.05
17,143,12,100,StandardScaler(),0.49,0.4,0.15,1.09,1.93,1.29,2.01
18,73,7,1,StandardScaler(),0.49,0.42,0.21,1.13,2.02,1.62,1.77
19,76,7,5,MinMaxScaler(),0.49,0.41,0.13,1.11,1.92,1.44,1.56
20,52,5,5,MinMaxScaler(),0.49,0.42,0.15,1.13,1.9,1.3,1.46
21,77,7,10,StandardScaler(),0.49,0.37,-0.1,1.02,1.96,1.61,1.84
22,66,6,10,MinMaxScaler(),0.49,0.41,0.09,1.16,1.94,1.43,1.61
23,78,7,10,MinMaxScaler(),0.49,0.4,0.05,1.13,1.92,1.52,1.68
24,87,8,5,StandardScaler(),0.49,0.4,-0.06,1.05,2.0,1.54,1.78
25,82,7,50,MinMaxScaler(),0.49,0.34,0.12,1.09,1.97,1.35,1.83
26,142,12,50,MinMaxScaler(),0.49,0.41,0.08,1.17,1.96,1.36,1.61
27,140,12,30,MinMaxScaler(),0.49,0.42,0.12,1.14,1.91,1.31,1.51
28,132,11,100,MinMaxScaler(),0.49,0.4,0.19,1.12,1.99,1.74,1.83
29,130,11,50,MinMaxScaler(),0.49,0.41,0.13,1.09,1.95,1.58,1.72
30,128,11,30,MinMaxScaler(),0.49,0.41,0.16,1.11,1.95,1.49,1.66
31,127,11,30,StandardScaler(),0.49,0.4,-0.0,1.04,1.99,1.49,1.79
