,Model ID,Parent Model ID,Epochs,Scaler,MAE Test,MAE Train,Proj. 1,Proj. 2,Proj. 3,Proj. 4,Proj. 5
1,108,9,100,MinMaxScaler(),1.02,0.99,20.24,21.32,17.1,16.54,16.81
2,104,9,30,MinMaxScaler(),1.02,1.03,20.43,21.51,17.4,16.83,17.05
3,116,10,30,MinMaxScaler(),1.02,1.03,20.19,21.31,17.42,16.5,16.58
4,40,4,5,MinMaxScaler(),1.02,1.03,20.44,21.5,17.33,16.59,16.82
5,42,4,10,MinMaxScaler(),1.02,1.01,20.21,21.13,17.31,16.41,16.63
6,127,11,30,StandardScaler(),1.02,1.0,20.13,20.96,16.72,16.14,17.64
7,18,2,10,MinMaxScaler(),1.02,1.02,20.32,21.28,17.51,16.63,17.08
8,17,2,10,StandardScaler(),1.02,0.97,20.04,21.26,16.54,16.36,17.2
9,130,11,50,MinMaxScaler(),1.02,1.03,20.25,21.31,17.3,16.57,16.67
10,90,8,10,MinMaxScaler(),1.02,1.02,20.36,21.35,17.34,16.52,16.74
11,32,3,30,MinMaxScaler(),1.02,1.02,20.32,21.37,17.46,16.46,17.06
12,137,12,10,StandardScaler(),1.02,1.02,20.27,21.25,17.2,16.53,16.75
13,54,5,10,MinMaxScaler(),1.02,1.02,20.35,21.47,17.39,16.55,17.08
14,78,7,10,MinMaxScaler(),1.02,1.03,20.43,21.53,17.26,16.64,16.86
15,132,11,100,MinMaxScaler(),1.02,1.02,20.21,21.32,17.29,16.45,16.81
16,89,8,10,StandardScaler(),1.03,0.98,19.92,21.07,16.83,16.86,17.57
17,143,12,100,StandardScaler(),1.03,0.99,20.3,21.15,16.82,15.97,16.66
18,103,9,30,StandardScaler(),1.03,0.96,20.14,21.24,16.87,16.69,17.23
19,75,7,5,StandardScaler(),1.03,1.0,19.97,21.18,16.79,16.34,16.76
20,39,4,5,StandardScaler(),1.03,0.99,19.74,20.89,16.54,16.52,16.92
21,102,9,10,MinMaxScaler(),1.03,1.04,20.24,21.27,17.48,16.74,16.51
22,87,8,5,StandardScaler(),1.03,1.01,19.95,21.14,16.99,16.71,17.03
23,101,9,10,StandardScaler(),1.03,1.0,19.99,21.03,17.08,16.69,17.02
24,99,9,5,StandardScaler(),1.03,1.03,20.16,21.29,17.46,16.74,16.67
25,51,5,5,StandardScaler(),1.03,1.0,19.78,21.12,16.77,16.39,17.28
26,96,8,100,MinMaxScaler(),1.03,0.94,20.17,20.66,16.87,16.26,16.56
27,68,6,30,MinMaxScaler(),1.03,1.01,20.19,21.23,17.27,16.43,17.01
28,92,8,30,MinMaxScaler(),1.03,1.0,20.13,21.0,17.17,16.34,17.0
29,80,7,30,MinMaxScaler(),1.03,1.0,20.07,21.04,17.07,16.42,16.75
30,94,8,50,MinMaxScaler(),1.03,0.99,20.04,20.85,16.94,16.32,17.01
31,144,12,100,MinMaxScaler(),1.03,1.03,20.19,21.39,17.1,16.66,16.86
32,30,3,10,MinMaxScaler(),1.03,1.02,20.19,21.34,17.35,16.38,16.89
33,3,1,5,StandardScaler(),1.03,0.99,19.94,20.95,16.96,16.43,17.18
34,141,12,50,StandardScaler(),1.03,1.0,20.26,21.25,16.9,16.15,17.08
35,139,12,30,StandardScaler(),1.03,1.01,20.3,21.23,17.02,16.33,16.91
36,8,1,30,MinMaxScaler(),1.03,1.01,20.31,21.36,17.15,16.29,17.0
37,115,10,30,StandardScaler(),1.03,1.0,19.92,21.05,17.42,16.79,17.35
38,129,11,50,StandardScaler(),1.03,0.98,20.04,20.82,16.66,16.1,17.6
39,15,2,5,StandardScaler(),1.03,1.0,19.89,21.05,16.64,16.83,17.52
40,16,2,5,MinMaxScaler(),1.03,1.03,20.14,21.16,17.58,16.69,16.93
41,20,2,30,MinMaxScaler(),1.03,0.99,20.21,21.07,17.22,16.55,17.05
42,66,6,10,MinMaxScaler(),1.03,1.03,20.3,21.2,17.46,16.38,16.66
43,120,10,100,MinMaxScaler(),1.03,1.01,20.25,21.19,17.17,16.56,16.97
44,118,10,50,MinMaxScaler(),1.03,1.02,20.14,21.24,17.22,16.39,16.72
45,117,10,50,StandardScaler(),1.03,0.98,19.86,21.03,17.37,16.91,17.46
46,27,3,5,StandardScaler(),1.03,1.02,20.53,21.57,17.23,16.08,17.0
47,29,3,10,StandardScaler(),1.03,0.98,20.0,21.16,16.98,16.06,16.78
48,125,11,10,StandardScaler(),1.03,1.02,20.12,20.9,16.49,16.21,17.21
49,70,6,50,MinMaxScaler(),1.04,1.03,20.39,21.36,17.4,16.56,17.12
50,142,12,50,MinMaxScaler(),1.04,1.05,20.12,21.23,16.99,16.72,16.57
51,77,7,10,StandardScaler(),1.04,0.96,20.04,21.04,16.53,16.51,17.03
52,4,1,5,MinMaxScaler(),1.04,1.04,20.08,21.29,17.35,16.34,16.69
53,34,3,50,MinMaxScaler(),1.04,1.0,19.83,20.61,17.19,16.18,17.14
54,105,9,50,StandardScaler(),1.04,0.92,20.37,21.29,17.09,16.45,17.26
55,52,5,5,MinMaxScaler(),1.04,1.04,20.19,21.25,17.44,16.48,16.66
56,36,3,100,MinMaxScaler(),1.04,0.95,20.03,20.86,17.37,16.05,17.31
57,28,3,5,MinMaxScaler(),1.04,1.06,20.57,21.52,17.58,16.57,16.56
58,128,11,30,MinMaxScaler(),1.04,1.05,20.15,21.2,17.27,16.58,16.3
59,53,5,10,StandardScaler(),1.04,0.97,19.85,21.08,16.83,16.33,17.47
60,88,8,5,MinMaxScaler(),1.05,1.06,20.34,21.23,17.29,16.38,16.05
61,140,12,30,MinMaxScaler(),1.05,1.06,20.25,21.24,17.24,16.83,16.37
62,82,7,50,MinMaxScaler(),1.05,0.96,19.96,20.91,17.19,16.22,16.76
63,135,12,5,StandardScaler(),1.05,1.07,20.27,21.02,18.21,16.51,16.3
64,131,11,100,StandardScaler(),1.05,0.95,19.88,20.86,16.62,16.02,17.58
65,91,8,30,StandardScaler(),1.05,0.93,19.84,20.85,16.89,16.64,17.7
66,72,6,100,MinMaxScaler(),1.05,0.98,20.18,21.24,17.32,16.68,17.06
67,56,5,30,MinMaxScaler(),1.05,1.02,19.91,20.92,17.19,16.01,16.86
68,65,6,10,StandardScaler(),1.05,1.0,20.01,20.8,16.54,16.25,17.57
69,41,4,10,StandardScaler(),1.05,0.94,19.72,20.72,16.91,16.45,16.92
70,5,1,10,StandardScaler(),1.05,0.96,19.99,21.39,16.88,16.2,17.21
71,46,4,50,MinMaxScaler(),1.05,0.92,19.68,20.62,16.98,16.58,16.45
72,58,5,50,MinMaxScaler(),1.05,0.97,20.17,21.18,17.24,16.11,17.16
73,37,4,1,StandardScaler(),1.06,1.06,20.43,21.18,17.19,16.45,16.32
74,119,10,100,StandardScaler(),1.06,0.95,19.78,21.26,17.63,16.54,17.7
75,123,11,5,StandardScaler(),1.06,1.07,20.19,20.66,16.94,16.5,16.46
76,106,9,50,MinMaxScaler(),1.06,1.03,19.86,20.89,16.99,16.24,16.86
77,10,1,50,MinMaxScaler(),1.06,0.96,20.09,20.79,17.04,15.72,17.05
78,67,6,30,StandardScaler(),1.06,0.95,19.79,20.68,16.61,16.46,17.1
79,76,7,5,MinMaxScaler(),1.06,1.07,20.09,21.13,17.13,16.22,16.06
80,64,6,5,MinMaxScaler(),1.06,1.07,20.34,20.99,17.64,16.41,16.05
81,63,6,5,StandardScaler(),1.06,1.04,20.18,20.6,16.65,16.19,17.1
82,73,7,1,StandardScaler(),1.06,1.08,20.22,20.87,17.57,16.68,16.18
83,79,7,30,StandardScaler(),1.07,0.87,20.29,21.02,16.87,16.31,16.84
84,44,4,30,MinMaxScaler(),1.07,1.02,19.81,20.72,16.88,16.18,16.47
85,31,3,30,StandardScaler(),1.07,0.91,19.89,20.28,16.93,16.18,16.53
86,6,1,10,MinMaxScaler(),1.07,1.06,19.81,20.9,17.27,15.99,16.43
87,60,5,100,MinMaxScaler(),1.07,0.92,19.68,20.47,16.76,15.64,17.08
88,22,2,50,MinMaxScaler(),1.07,0.99,19.52,20.38,16.78,16.35,16.33
89,107,9,100,StandardScaler(),1.07,0.87,20.21,21.05,17.47,16.64,17.33
90,55,5,30,StandardScaler(),1.07,0.9,19.98,20.81,16.83,16.34,18.03
91,84,7,100,MinMaxScaler(),1.07,0.88,19.86,20.75,16.94,15.9,16.75
92,113,10,10,StandardScaler(),1.08,1.1,20.23,21.2,18.88,16.88,16.73
93,12,1,100,MinMaxScaler(),1.08,0.88,19.93,19.43,16.65,16.08,16.52
94,69,6,50,StandardScaler(),1.08,0.88,19.99,20.25,16.58,15.87,16.54
95,93,8,50,StandardScaler(),1.08,0.85,19.8,20.81,16.5,16.42,16.99
96,19,2,30,StandardScaler(),1.09,0.87,19.74,20.79,16.53,15.68,16.03
97,100,9,5,MinMaxScaler(),1.09,1.1,20.24,20.94,18.03,16.84,15.92
98,138,12,10,MinMaxScaler(),1.09,1.11,20.11,20.67,17.92,16.89,15.98
99,85,8,1,StandardScaler(),1.09,1.1,20.13,21.0,17.94,16.88,16.13
100,126,11,10,MinMaxScaler(),1.09,1.11,20.15,20.8,17.98,16.83,15.84
101,24,2,100,MinMaxScaler(),1.11,0.89,19.9,20.29,16.93,16.49,18.06
