,Model ID,Parent Model ID,Epochs,Scaler,MAE Test,MAE Train,Proj. 1,Proj. 2,Proj. 3,Proj. 4,Proj. 5
1,72,6,100,MinMaxScaler(),0.36,0.37,-0.0,1.08,2.23,1.72,2.31
2,100,9,5,MinMaxScaler(),0.36,0.39,-0.01,1.06,1.96,1.78,2.09
3,99,9,5,StandardScaler(),0.36,0.39,-0.0,1.18,2.18,1.71,2.27
4,96,8,100,MinMaxScaler(),0.36,0.37,0.03,1.13,2.17,1.86,2.33
5,94,8,50,MinMaxScaler(),0.36,0.37,0.01,1.1,2.11,1.87,2.25
6,92,8,30,MinMaxScaler(),0.36,0.38,0.0,1.11,2.17,1.9,2.23
7,91,8,30,StandardScaler(),0.36,0.36,-0.01,1.07,2.22,1.94,1.99
8,90,8,10,MinMaxScaler(),0.36,0.39,-0.02,1.09,2.15,1.86,2.23
9,89,8,10,StandardScaler(),0.36,0.38,0.01,1.19,2.3,1.82,2.17
10,88,8,5,MinMaxScaler(),0.36,0.39,-0.01,1.08,2.03,1.81,2.09
11,82,7,50,MinMaxScaler(),0.36,0.37,-0.02,1.01,2.04,1.8,2.2
12,101,9,10,StandardScaler(),0.36,0.38,-0.0,1.16,2.17,1.69,2.25
13,80,7,30,MinMaxScaler(),0.36,0.38,-0.01,1.08,2.12,1.8,2.17
14,77,7,10,StandardScaler(),0.36,0.37,0.01,1.07,2.08,1.82,2.06
15,75,7,5,StandardScaler(),0.36,0.38,0.04,1.16,2.05,1.81,2.24
16,143,12,100,StandardScaler(),0.36,0.38,0.0,1.07,2.3,1.86,2.18
17,70,6,50,MinMaxScaler(),0.36,0.38,0.01,1.11,2.15,1.77,2.11
18,68,6,30,MinMaxScaler(),0.36,0.38,-0.01,1.13,2.18,1.81,2.27
19,67,6,30,StandardScaler(),0.36,0.37,-0.02,1.04,2.18,1.86,2.27
20,65,6,10,StandardScaler(),0.36,0.38,0.0,1.08,2.1,1.79,2.31
21,64,6,5,MinMaxScaler(),0.36,0.39,0.01,1.07,2.0,1.82,2.07
22,58,5,50,MinMaxScaler(),0.36,0.38,-0.01,1.08,2.19,1.91,2.31
23,56,5,30,MinMaxScaler(),0.36,0.38,0.0,1.11,2.23,1.84,2.35
24,78,7,10,MinMaxScaler(),0.36,0.39,-0.02,1.06,2.02,1.8,2.19
25,102,9,10,MinMaxScaler(),0.36,0.39,-0.01,1.11,2.04,1.85,2.22
26,103,9,30,StandardScaler(),0.36,0.38,0.0,1.1,2.14,1.67,2.13
27,104,9,30,MinMaxScaler(),0.36,0.38,-0.01,1.14,2.16,1.8,2.3
28,142,12,50,MinMaxScaler(),0.36,0.39,0.01,1.07,2.08,1.9,2.12
29,141,12,50,StandardScaler(),0.36,0.38,-0.0,1.05,2.26,1.86,2.31
30,140,12,30,MinMaxScaler(),0.36,0.39,0.0,1.02,2.03,1.86,2.09
31,139,12,30,StandardScaler(),0.36,0.39,0.01,1.06,2.23,1.82,2.31
32,132,11,100,MinMaxScaler(),0.36,0.38,0.01,1.17,2.2,1.86,2.24
33,130,11,50,MinMaxScaler(),0.36,0.38,-0.0,1.1,2.08,1.78,2.13
34,129,11,50,StandardScaler(),0.36,0.38,0.03,1.12,2.37,1.76,2.24
35,128,11,30,MinMaxScaler(),0.36,0.39,0.01,1.08,2.04,1.79,2.09
36,127,11,30,StandardScaler(),0.36,0.38,0.0,1.13,2.16,1.76,2.22
37,126,11,10,MinMaxScaler(),0.36,0.39,0.0,1.06,2.0,1.75,2.06
38,125,11,10,StandardScaler(),0.36,0.39,-0.04,1.16,2.0,1.78,2.19
39,120,10,100,MinMaxScaler(),0.36,0.39,0.02,1.18,2.12,1.91,2.21
40,119,10,100,StandardScaler(),0.36,0.37,-0.01,1.06,2.06,1.41,2.3
41,118,10,50,MinMaxScaler(),0.36,0.39,-0.01,1.08,2.03,1.85,2.12
42,117,10,50,StandardScaler(),0.36,0.38,-0.01,1.18,2.0,1.61,2.35
43,116,10,30,MinMaxScaler(),0.36,0.39,0.01,1.04,2.01,1.86,2.07
44,115,10,30,StandardScaler(),0.36,0.38,-0.01,1.2,2.06,1.63,2.33
45,114,10,10,MinMaxScaler(),0.36,0.39,-0.03,0.98,1.94,1.8,1.99
46,113,10,10,StandardScaler(),0.36,0.39,-0.05,1.13,2.1,1.67,2.3
47,108,9,100,MinMaxScaler(),0.36,0.37,0.0,1.09,2.09,1.87,2.26
48,107,9,100,StandardScaler(),0.36,0.36,-0.02,0.94,2.1,1.8,2.07
49,106,9,50,MinMaxScaler(),0.36,0.38,0.02,1.12,2.14,1.84,2.31
50,105,9,50,StandardScaler(),0.36,0.37,0.02,1.09,2.19,1.59,2.09
51,55,5,30,StandardScaler(),0.36,0.36,-0.01,0.96,2.26,1.98,1.84
52,54,5,10,MinMaxScaler(),0.36,0.38,0.01,1.1,2.17,1.8,2.28
53,144,12,100,MinMaxScaler(),0.36,0.39,-0.01,1.08,2.11,1.82,2.15
54,52,5,5,MinMaxScaler(),0.36,0.39,0.01,1.12,2.08,1.87,2.17
55,32,3,30,MinMaxScaler(),0.36,0.38,0.01,1.21,2.21,1.9,2.3
56,53,5,10,StandardScaler(),0.36,0.37,-0.04,1.0,2.26,1.77,2.1
57,28,3,5,MinMaxScaler(),0.36,0.39,-0.03,1.12,2.01,1.89,2.25
58,27,3,5,StandardScaler(),0.36,0.38,-0.0,1.07,2.26,1.72,2.12
59,39,4,5,StandardScaler(),0.36,0.38,-0.03,1.15,2.22,1.83,2.15
60,40,4,5,MinMaxScaler(),0.36,0.39,0.0,1.1,2.16,1.92,2.25
61,41,4,10,StandardScaler(),0.36,0.36,0.01,1.14,2.24,1.84,2.28
62,42,4,10,MinMaxScaler(),0.36,0.38,-0.0,1.12,2.23,1.84,2.31
63,20,2,30,MinMaxScaler(),0.36,0.38,0.01,1.02,2.04,1.84,2.2
64,18,2,10,MinMaxScaler(),0.36,0.39,0.01,0.98,1.97,1.83,2.09
65,34,3,50,MinMaxScaler(),0.36,0.38,-0.03,1.09,2.1,1.84,2.25
66,44,4,30,MinMaxScaler(),0.36,0.37,0.01,1.14,2.23,1.85,2.24
67,16,2,5,MinMaxScaler(),0.36,0.39,0.01,1.08,2.01,1.87,2.16
68,36,3,100,MinMaxScaler(),0.36,0.36,-0.0,1.0,2.14,1.74,2.36
69,51,5,5,StandardScaler(),0.36,0.38,-0.0,1.1,2.19,1.74,2.21
70,10,1,50,MinMaxScaler(),0.36,0.37,-0.0,1.21,2.28,2.01,2.17
71,8,1,30,MinMaxScaler(),0.36,0.38,-0.0,1.02,2.18,1.74,2.19
72,4,1,5,MinMaxScaler(),0.36,0.39,-0.0,1.07,2.03,1.86,2.22
73,5,1,10,StandardScaler(),0.36,0.37,-0.0,1.22,2.03,1.99,2.02
74,15,2,5,StandardScaler(),0.36,0.38,-0.0,1.21,2.19,1.75,2.31
75,123,11,5,StandardScaler(),0.37,0.39,-0.06,1.14,2.14,1.73,2.3
76,3,1,5,StandardScaler(),0.37,0.39,-0.0,1.24,2.12,1.9,2.2
77,29,3,10,StandardScaler(),0.37,0.37,-0.0,1.14,2.46,1.88,2.39
78,26,3,1,MinMaxScaler(),0.37,0.4,-0.03,1.0,1.89,1.61,1.99
79,24,2,100,MinMaxScaler(),0.37,0.36,-0.02,1.1,1.89,2.09,2.03
80,22,2,50,MinMaxScaler(),0.37,0.37,-0.01,0.92,1.89,2.0,2.36
81,137,12,10,StandardScaler(),0.37,0.4,-0.04,1.05,2.17,1.64,2.2
82,6,1,10,MinMaxScaler(),0.37,0.39,-0.0,1.22,2.21,1.87,2.35
83,112,10,5,MinMaxScaler(),0.37,0.4,-0.0,1.02,1.97,1.69,1.98
84,131,11,100,StandardScaler(),0.37,0.38,0.03,1.03,2.41,1.64,2.29
85,7,1,30,StandardScaler(),0.37,0.35,-0.0,1.0,2.01,2.01,2.04
86,19,2,30,StandardScaler(),0.37,0.35,-0.02,1.3,2.13,2.33,1.85
87,124,11,5,MinMaxScaler(),0.37,0.4,0.01,1.04,1.98,1.66,2.0
88,138,12,10,MinMaxScaler(),0.37,0.4,-0.01,1.05,2.03,1.63,2.0
89,17,2,10,StandardScaler(),0.37,0.37,0.02,1.3,2.17,1.96,2.3
90,30,3,10,MinMaxScaler(),0.37,0.39,-0.02,1.2,2.28,1.95,2.39
91,37,4,1,StandardScaler(),0.37,0.39,0.0,1.17,2.4,1.75,2.33
92,60,5,100,MinMaxScaler(),0.37,0.36,0.04,1.03,2.32,1.75,2.32
93,63,6,5,StandardScaler(),0.37,0.39,0.01,1.2,2.15,1.75,2.44
94,66,6,10,MinMaxScaler(),0.37,0.39,0.04,1.17,2.17,1.88,2.21
95,46,4,50,MinMaxScaler(),0.37,0.35,0.01,1.02,2.18,2.16,1.99
96,73,7,1,StandardScaler(),0.37,0.39,0.01,1.07,1.96,1.8,2.18
97,76,7,5,MinMaxScaler(),0.37,0.4,-0.06,0.98,1.88,1.75,2.0
98,79,7,30,StandardScaler(),0.37,0.34,0.0,1.06,2.15,1.91,1.95
99,84,7,100,MinMaxScaler(),0.37,0.35,0.01,1.09,2.08,2.17,2.17
100,69,6,50,StandardScaler(),0.37,0.36,-0.0,0.92,2.17,1.89,2.23
101,87,8,5,StandardScaler(),0.37,0.38,-0.06,1.14,2.27,1.8,2.28
102,86,8,1,MinMaxScaler(),0.38,0.41,0.0,1.02,2.0,1.56,2.02
103,13,2,1,StandardScaler(),0.38,0.4,-0.02,1.13,2.08,1.53,2.24
104,12,1,100,MinMaxScaler(),0.38,0.34,-0.0,1.0,1.82,2.48,2.38
105,48,4,100,MinMaxScaler(),0.38,0.32,0.01,1.11,2.08,2.75,1.95
106,71,6,100,StandardScaler(),0.38,0.34,-0.0,1.05,2.07,1.76,1.96
107,43,4,30,StandardScaler(),0.38,0.33,0.0,0.99,1.84,1.81,1.73
108,31,3,30,StandardScaler(),0.38,0.35,-0.0,0.89,2.41,2.15,2.25
109,93,8,50,StandardScaler(),0.38,0.35,0.01,1.18,2.45,2.17,2.3
110,97,9,1,StandardScaler(),0.38,0.41,0.01,1.04,2.09,1.65,2.21
111,111,10,5,StandardScaler(),0.38,0.4,-0.1,1.04,2.02,1.5,2.33
112,33,3,50,StandardScaler(),0.38,0.33,0.0,0.83,2.4,2.46,2.5
113,98,9,1,MinMaxScaler(),0.38,0.41,-0.01,0.98,1.91,1.5,1.93
114,57,5,50,StandardScaler(),0.38,0.33,0.02,0.8,1.9,2.18,1.96
115,25,3,1,StandardScaler(),0.38,0.4,0.0,1.1,2.19,1.57,2.23
116,38,4,1,MinMaxScaler(),0.38,0.41,-0.05,0.93,1.79,1.61,1.89
117,85,8,1,StandardScaler(),0.38,0.4,0.06,1.09,2.25,1.56,2.37
