,Model ID,Parent Model ID,Epochs,Scaler,MAE Test,MAE Train,Proj. 1,Proj. 2,Proj. 3,Proj. 4,Proj. 5
1,144,12,100,MinMaxScaler(),0.14,0.14,0.61,0.55,0.6,0.5,0.59
2,126,11,10,MinMaxScaler(),0.14,0.14,0.7,0.55,0.56,0.61,0.53
3,124,11,5,MinMaxScaler(),0.14,0.15,0.71,0.59,0.54,0.7,0.52
4,120,10,100,MinMaxScaler(),0.14,0.13,0.61,0.36,0.55,0.75,0.61
5,26,3,1,MinMaxScaler(),0.14,0.15,0.66,0.51,0.54,0.63,0.5
6,28,3,5,MinMaxScaler(),0.14,0.14,0.75,0.61,0.6,0.69,0.57
7,90,8,10,MinMaxScaler(),0.14,0.14,0.69,0.59,0.61,0.64,0.52
8,30,3,10,MinMaxScaler(),0.14,0.14,0.65,0.55,0.62,0.64,0.59
9,118,10,50,MinMaxScaler(),0.14,0.14,0.75,0.55,0.62,0.69,0.55
10,54,5,10,MinMaxScaler(),0.14,0.14,0.74,0.62,0.6,0.7,0.57
11,116,10,30,MinMaxScaler(),0.14,0.14,0.75,0.62,0.62,0.67,0.56
12,114,10,10,MinMaxScaler(),0.14,0.15,0.68,0.5,0.56,0.64,0.51
13,52,5,5,MinMaxScaler(),0.14,0.14,0.71,0.62,0.6,0.69,0.59
14,112,10,5,MinMaxScaler(),0.14,0.15,0.6,0.5,0.54,0.6,0.51
15,38,4,1,MinMaxScaler(),0.14,0.15,0.81,0.67,0.68,0.72,0.6
16,50,5,1,MinMaxScaler(),0.14,0.15,0.65,0.56,0.54,0.61,0.48
17,40,4,5,MinMaxScaler(),0.14,0.14,0.74,0.58,0.58,0.66,0.54
18,42,4,10,MinMaxScaler(),0.14,0.14,0.77,0.55,0.62,0.63,0.55
19,100,9,5,MinMaxScaler(),0.14,0.14,0.75,0.53,0.53,0.71,0.55
20,130,11,50,MinMaxScaler(),0.14,0.14,0.7,0.55,0.59,0.56,0.53
21,128,11,30,MinMaxScaler(),0.14,0.14,0.73,0.57,0.59,0.64,0.54
22,86,8,1,MinMaxScaler(),0.14,0.15,0.68,0.58,0.58,0.69,0.52
23,2,1,1,MinMaxScaler(),0.14,0.15,0.69,0.62,0.58,0.67,0.55
24,4,1,5,MinMaxScaler(),0.14,0.14,0.67,0.56,0.56,0.61,0.53
25,142,12,50,MinMaxScaler(),0.14,0.14,0.7,0.6,0.61,0.6,0.58
26,6,1,10,MinMaxScaler(),0.14,0.14,0.71,0.54,0.58,0.61,0.54
27,68,6,30,MinMaxScaler(),0.14,0.13,0.7,0.54,0.54,0.59,0.57
28,66,6,10,MinMaxScaler(),0.14,0.14,0.59,0.54,0.57,0.58,0.57
29,88,8,5,MinMaxScaler(),0.14,0.14,0.65,0.54,0.55,0.63,0.48
30,138,12,10,MinMaxScaler(),0.14,0.15,0.68,0.53,0.53,0.61,0.52
31,140,12,30,MinMaxScaler(),0.14,0.14,0.72,0.58,0.58,0.61,0.55
32,136,12,5,MinMaxScaler(),0.14,0.15,0.63,0.5,0.47,0.61,0.49
33,14,2,1,MinMaxScaler(),0.14,0.15,0.68,0.6,0.59,0.66,0.57
34,78,7,10,MinMaxScaler(),0.14,0.13,0.77,0.57,0.63,0.63,0.53
35,16,2,5,MinMaxScaler(),0.14,0.14,0.72,0.58,0.61,0.66,0.56
36,62,6,1,MinMaxScaler(),0.14,0.15,0.57,0.55,0.48,0.54,0.57
37,18,2,10,MinMaxScaler(),0.14,0.14,0.73,0.57,0.62,0.66,0.55
38,64,6,5,MinMaxScaler(),0.14,0.14,0.69,0.57,0.64,0.66,0.6
39,102,9,10,MinMaxScaler(),0.14,0.14,0.67,0.55,0.56,0.67,0.58
40,76,7,5,MinMaxScaler(),0.15,0.15,0.67,0.54,0.58,0.57,0.51
41,92,8,30,MinMaxScaler(),0.15,0.12,0.59,0.59,0.5,0.58,0.51
