,Model ID,Parent Model ID,Epochs,Scaler,MAE Test,MAE Train,Proj. 1,Proj. 2,Proj. 3,Proj. 4,Proj. 5
1,120,10,100,MinMaxScaler(),0.48,0.43,0.79,0.65,0.43,0.76,0.42
2,27,3,5,StandardScaler(),0.48,0.44,0.71,0.64,0.67,0.36,0.47
3,40,4,5,MinMaxScaler(),0.48,0.45,0.85,0.76,0.29,0.75,0.55
4,128,11,30,MinMaxScaler(),0.48,0.45,0.81,0.71,0.27,0.77,0.58
5,118,10,50,MinMaxScaler(),0.48,0.44,0.83,0.71,0.55,0.83,0.56
6,130,11,50,MinMaxScaler(),0.48,0.44,0.84,0.76,0.23,0.77,0.6
7,52,5,5,MinMaxScaler(),0.48,0.45,0.89,0.72,0.28,0.77,0.54
8,54,5,10,MinMaxScaler(),0.48,0.44,0.87,0.67,0.26,0.75,0.5
9,16,2,5,MinMaxScaler(),0.48,0.45,0.77,0.64,0.27,0.76,0.61
10,64,6,5,MinMaxScaler(),0.48,0.46,0.83,0.68,0.37,0.72,0.65
11,66,6,10,MinMaxScaler(),0.48,0.45,0.85,0.72,0.26,0.65,0.61
12,102,9,10,MinMaxScaler(),0.48,0.45,0.84,0.71,0.37,0.75,0.65
13,140,12,30,MinMaxScaler(),0.48,0.45,0.83,0.74,0.35,0.81,0.61
14,88,8,5,MinMaxScaler(),0.48,0.45,0.81,0.66,0.36,0.71,0.6
15,90,8,10,MinMaxScaler(),0.48,0.44,0.9,0.74,0.31,0.74,0.57
16,142,12,50,MinMaxScaler(),0.48,0.45,0.84,0.74,0.29,0.8,0.59
17,6,1,10,MinMaxScaler(),0.48,0.44,0.93,0.78,0.35,0.79,0.62
18,100,9,5,MinMaxScaler(),0.49,0.46,0.78,0.65,0.45,0.78,0.72
19,38,4,1,MinMaxScaler(),0.49,0.46,0.71,0.6,0.31,0.73,0.57
20,86,8,1,MinMaxScaler(),0.49,0.47,0.77,0.61,0.45,0.84,0.78
21,92,8,30,MinMaxScaler(),0.49,0.41,0.97,0.76,0.38,0.79,0.58
22,78,7,10,MinMaxScaler(),0.49,0.44,0.95,0.84,0.36,0.87,0.64
23,116,10,30,MinMaxScaler(),0.49,0.46,0.78,0.66,0.54,0.64,0.56
24,50,5,1,MinMaxScaler(),0.49,0.46,0.76,0.61,0.3,0.84,0.62
25,76,7,5,MinMaxScaler(),0.49,0.45,0.82,0.71,0.32,0.77,0.57
26,104,9,30,MinMaxScaler(),0.49,0.43,0.88,0.78,0.46,0.84,0.65
27,74,7,1,MinMaxScaler(),0.49,0.46,0.71,0.58,0.37,0.81,0.7
28,124,11,5,MinMaxScaler(),0.49,0.46,0.77,0.66,0.39,0.84,0.6
29,68,6,30,MinMaxScaler(),0.49,0.42,0.88,0.82,0.29,0.67,0.75
30,126,11,10,MinMaxScaler(),0.49,0.45,0.82,0.7,0.35,0.83,0.56
31,144,12,100,MinMaxScaler(),0.49,0.44,0.86,0.76,0.22,0.78,0.57
32,18,2,10,MinMaxScaler(),0.49,0.44,0.88,0.82,0.31,0.77,0.66
33,3,1,5,StandardScaler(),0.49,0.44,0.8,0.71,0.42,0.75,0.5
34,14,2,1,MinMaxScaler(),0.49,0.46,0.8,0.65,0.46,0.83,0.77
35,2,1,1,MinMaxScaler(),0.49,0.47,0.77,0.67,0.51,0.83,0.75
36,4,1,5,MinMaxScaler(),0.49,0.46,0.88,0.74,0.43,0.84,0.69
37,28,3,5,MinMaxScaler(),0.49,0.46,0.86,0.74,0.49,0.85,0.7
38,132,11,100,MinMaxScaler(),0.49,0.43,0.82,0.78,0.22,0.82,0.62
39,30,3,10,MinMaxScaler(),0.49,0.44,0.86,0.74,0.4,0.79,0.65
40,139,12,30,StandardScaler(),0.5,0.43,0.98,0.65,0.16,1.09,0.38
41,99,9,5,StandardScaler(),0.5,0.46,0.51,0.57,0.61,0.86,0.77
42,80,7,30,MinMaxScaler(),0.5,0.39,1.01,0.88,0.44,0.81,0.63
43,138,12,10,MinMaxScaler(),0.5,0.47,0.74,0.68,0.58,0.79,0.66
44,137,12,10,StandardScaler(),0.5,0.47,0.73,0.6,0.4,1.38,0.32
45,62,6,1,MinMaxScaler(),0.5,0.48,0.62,0.53,0.48,0.85,0.76
46,136,12,5,MinMaxScaler(),0.5,0.47,0.71,0.61,0.63,0.89,0.78
47,26,3,1,MinMaxScaler(),0.5,0.48,0.85,0.76,0.62,0.9,0.8
48,15,2,5,StandardScaler(),0.51,0.43,0.69,0.69,0.58,0.84,0.79
49,101,9,10,StandardScaler(),0.51,0.42,0.58,0.69,0.48,0.81,0.58
50,70,6,50,MinMaxScaler(),0.51,0.38,0.84,0.78,0.29,0.54,0.74
51,143,12,100,StandardScaler(),0.51,0.42,1.14,0.64,0.23,0.74,0.52
52,141,12,50,StandardScaler(),0.51,0.42,1.1,0.65,0.08,0.97,0.47
53,5,1,10,StandardScaler(),0.51,0.4,1.08,0.7,0.64,0.85,0.63
54,56,5,30,MinMaxScaler(),0.51,0.4,1.04,0.76,0.57,0.96,0.72
55,87,8,5,StandardScaler(),0.51,0.43,0.71,0.69,0.74,0.63,0.47
56,75,7,5,StandardScaler(),0.51,0.42,0.87,0.63,0.5,0.87,0.6
57,29,3,10,StandardScaler(),0.51,0.39,0.91,0.95,0.48,0.2,0.38
58,49,5,1,StandardScaler(),0.51,0.49,0.79,0.41,0.58,0.59,0.86
59,37,4,1,StandardScaler(),0.51,0.5,0.49,0.42,0.51,0.47,0.63
60,39,4,5,StandardScaler(),0.51,0.4,0.86,0.64,0.59,0.87,0.59
61,42,4,10,MinMaxScaler(),0.51,0.46,0.65,0.6,0.23,0.55,0.37
62,125,11,10,StandardScaler(),0.52,0.45,0.62,0.9,0.58,1.08,0.62
63,73,7,1,StandardScaler(),0.52,0.49,0.65,0.45,0.72,0.48,0.81
64,123,11,5,StandardScaler(),0.52,0.48,0.5,0.76,0.8,1.18,0.76
65,122,11,1,MinMaxScaler(),0.52,0.49,0.53,0.4,0.37,0.62,0.56
66,13,2,1,StandardScaler(),0.52,0.51,0.61,0.63,0.65,0.7,1.05
67,65,6,10,StandardScaler(),0.52,0.39,0.89,0.79,0.5,0.52,0.73
68,25,3,1,StandardScaler(),0.52,0.53,0.41,0.2,0.57,0.6,0.44
69,63,6,5,StandardScaler(),0.52,0.45,0.77,0.7,0.7,0.53,0.79
70,89,8,10,StandardScaler(),0.52,0.39,0.81,0.67,0.61,0.87,0.65
71,115,10,30,StandardScaler(),0.52,0.45,0.8,0.58,0.8,0.8,0.8
72,127,11,30,StandardScaler(),0.52,0.41,0.78,0.82,0.53,0.97,0.79
73,106,9,50,MinMaxScaler(),0.52,0.4,0.78,0.76,0.52,1.01,0.65
74,108,9,100,MinMaxScaler(),0.52,0.37,0.68,0.69,0.55,0.98,0.65
75,94,8,50,MinMaxScaler(),0.52,0.36,1.07,0.83,0.36,0.82,0.59
76,8,1,30,MinMaxScaler(),0.52,0.38,0.97,0.76,0.4,0.57,0.66
77,32,3,30,MinMaxScaler(),0.53,0.39,1.11,0.93,0.38,0.78,0.92
78,103,9,30,StandardScaler(),0.53,0.38,0.72,0.8,0.41,0.94,0.59
79,114,10,10,MinMaxScaler(),0.53,0.49,0.61,0.61,0.61,0.61,0.61
80,51,5,5,StandardScaler(),0.53,0.41,0.97,0.7,0.49,0.93,0.9
81,117,10,50,StandardScaler(),0.53,0.41,0.95,0.55,0.95,0.88,0.79
82,129,11,50,StandardScaler(),0.53,0.39,0.86,0.85,0.64,0.9,0.82
83,119,10,100,StandardScaler(),0.53,0.39,0.92,0.62,0.8,0.86,0.5
84,41,4,10,StandardScaler(),0.53,0.34,1.04,0.63,0.44,0.99,0.58
85,77,7,10,StandardScaler(),0.53,0.36,1.03,0.75,0.51,0.94,0.66
