,Model ID,Parent Model ID,Epochs,Scaler,MAE Test,MAE Train,Proj. 1,Proj. 2,Proj. 3,Proj. 4,Proj. 5
1,144,12,100,MinMaxScaler(),0.65,0.62,1.12,1.3,0.93,1.05,0.81
2,116,10,30,MinMaxScaler(),0.65,0.62,1.19,1.49,0.92,0.98,0.67
3,40,4,5,MinMaxScaler(),0.65,0.63,1.24,1.6,1.04,1.15,0.77
4,42,4,10,MinMaxScaler(),0.65,0.61,1.09,1.37,0.96,0.88,0.8
5,130,11,50,MinMaxScaler(),0.65,0.61,1.09,1.37,0.85,0.9,0.74
6,16,2,5,MinMaxScaler(),0.65,0.62,1.18,1.56,1.0,1.06,0.7
7,132,11,100,MinMaxScaler(),0.65,0.61,1.18,1.39,0.88,1.09,0.84
8,66,6,10,MinMaxScaler(),0.65,0.62,1.21,1.51,1.05,1.12,0.84
9,30,3,10,MinMaxScaler(),0.65,0.62,1.25,1.57,0.97,0.95,0.73
10,78,7,10,MinMaxScaler(),0.65,0.61,1.08,1.36,0.86,0.94,0.63
11,6,1,10,MinMaxScaler(),0.65,0.61,1.12,1.44,0.92,0.94,0.8
12,68,6,30,MinMaxScaler(),0.65,0.61,1.08,1.53,1.07,0.89,0.8
13,64,6,5,MinMaxScaler(),0.66,0.63,1.22,1.49,1.04,1.09,0.73
14,118,10,50,MinMaxScaler(),0.66,0.61,1.14,1.45,0.85,0.99,0.82
15,38,4,1,MinMaxScaler(),0.66,0.63,1.27,1.46,1.08,1.05,0.75
16,39,4,5,StandardScaler(),0.66,0.61,1.19,1.34,1.07,1.01,0.91
17,76,7,5,MinMaxScaler(),0.66,0.63,1.11,1.37,0.95,0.95,0.59
18,74,7,1,MinMaxScaler(),0.66,0.63,1.17,1.34,0.99,1.0,0.76
19,115,10,30,StandardScaler(),0.66,0.61,1.09,1.33,0.93,1.07,0.82
20,90,8,10,MinMaxScaler(),0.66,0.62,1.15,1.41,0.9,0.9,0.59
21,51,5,5,StandardScaler(),0.66,0.61,1.06,1.41,0.95,0.85,0.59
22,52,5,5,MinMaxScaler(),0.66,0.63,1.32,1.57,1.09,1.05,0.72
23,32,3,30,MinMaxScaler(),0.66,0.59,1.28,1.37,0.96,0.89,0.82
24,54,5,10,MinMaxScaler(),0.66,0.62,1.14,1.41,0.93,0.83,0.67
25,143,12,100,StandardScaler(),0.66,0.61,1.24,1.14,0.83,1.08,0.73
26,56,5,30,MinMaxScaler(),0.66,0.6,1.04,1.35,0.87,0.91,0.78
27,100,9,5,MinMaxScaler(),0.66,0.63,1.16,1.43,1.03,0.96,0.69
28,114,10,10,MinMaxScaler(),0.66,0.63,1.22,1.43,1.07,0.97,0.61
29,53,5,10,StandardScaler(),0.66,0.57,0.96,1.4,0.97,0.85,0.68
30,41,4,10,StandardScaler(),0.66,0.56,0.92,1.43,1.04,0.69,0.59
31,29,3,10,StandardScaler(),0.66,0.59,1.16,1.37,1.07,0.91,0.67
32,28,3,5,MinMaxScaler(),0.66,0.63,1.27,1.52,1.04,1.0,0.74
33,4,1,5,MinMaxScaler(),0.66,0.63,1.15,1.43,0.96,0.93,0.67
34,27,3,5,StandardScaler(),0.66,0.62,1.22,1.47,1.02,1.0,0.68
35,15,2,5,StandardScaler(),0.66,0.6,1.16,1.22,0.99,0.95,0.82
36,140,12,30,MinMaxScaler(),0.66,0.63,1.17,1.44,0.99,1.07,0.69
37,141,12,50,StandardScaler(),0.66,0.62,1.1,1.05,0.89,1.09,0.85
38,126,11,10,MinMaxScaler(),0.66,0.63,1.14,1.4,1.03,0.99,0.67
39,139,12,30,StandardScaler(),0.66,0.62,0.98,1.09,0.97,1.09,0.82
40,18,2,10,MinMaxScaler(),0.66,0.61,0.98,1.32,0.91,0.93,0.71
41,128,11,30,MinMaxScaler(),0.66,0.62,1.14,1.4,0.92,0.95,0.61
42,20,2,30,MinMaxScaler(),0.66,0.59,1.12,1.26,0.75,0.94,0.78
43,142,12,50,MinMaxScaler(),0.66,0.62,1.16,1.4,0.93,1.07,0.75
44,58,5,50,MinMaxScaler(),0.67,0.56,1.15,1.1,0.74,0.63,0.75
45,102,9,10,MinMaxScaler(),0.67,0.63,1.05,1.39,0.96,0.86,0.72
46,101,9,10,StandardScaler(),0.67,0.6,0.76,1.29,1.0,0.75,0.62
47,136,12,5,MinMaxScaler(),0.67,0.64,1.16,1.38,1.09,1.06,0.81
48,89,8,10,StandardScaler(),0.67,0.58,0.89,1.62,1.11,0.88,0.57
49,98,9,1,MinMaxScaler(),0.67,0.64,1.08,1.21,0.98,0.91,0.88
