,Model ID,Parent Model ID,Epochs,Scaler,MAE Test,MAE Train,Proj. 1,Proj. 2,Proj. 3,Proj. 4,Proj. 5
1,72,6,100,MinMaxScaler(),0.44,0.36,-0.0,0.87,2.18,3.83,1.81
2,142,12,50,MinMaxScaler(),0.44,0.39,0.01,0.89,1.98,3.74,1.86
3,132,11,100,MinMaxScaler(),0.44,0.38,0.04,0.86,2.11,4.17,1.96
4,130,11,50,MinMaxScaler(),0.44,0.39,0.04,0.84,1.99,4.17,1.89
5,128,11,30,MinMaxScaler(),0.44,0.39,0.04,0.87,2.02,4.18,1.92
6,120,10,100,MinMaxScaler(),0.44,0.38,-0.07,1.07,2.18,3.94,1.61
7,118,10,50,MinMaxScaler(),0.44,0.38,-0.01,0.91,2.04,3.7,1.66
8,101,9,10,StandardScaler(),0.44,0.38,-0.17,0.84,1.91,4.26,1.68
9,78,7,10,MinMaxScaler(),0.44,0.38,0.0,0.88,2.08,3.84,1.87
10,70,6,50,MinMaxScaler(),0.44,0.37,-0.06,0.77,2.07,4.03,1.82
11,68,6,30,MinMaxScaler(),0.44,0.38,-0.04,0.78,2.04,3.67,1.86
12,56,5,30,MinMaxScaler(),0.44,0.36,0.0,0.83,1.95,3.85,1.63
13,54,5,10,MinMaxScaler(),0.44,0.39,0.0,0.92,2.12,3.69,1.81
14,42,4,10,MinMaxScaler(),0.44,0.38,-0.01,0.79,2.13,3.6,1.74
15,40,4,5,MinMaxScaler(),0.44,0.38,0.01,0.84,2.04,3.51,1.73
16,32,3,30,MinMaxScaler(),0.44,0.37,-0.04,0.84,2.0,3.86,1.77
17,144,12,100,MinMaxScaler(),0.44,0.39,0.0,0.88,1.99,3.78,1.98
18,18,2,10,MinMaxScaler(),0.45,0.39,-0.0,0.92,2.03,3.18,1.34
19,6,1,10,MinMaxScaler(),0.45,0.39,-0.07,0.8,1.95,3.52,1.65
20,52,5,5,MinMaxScaler(),0.45,0.4,-0.12,0.88,2.02,3.48,1.72
21,117,10,50,StandardScaler(),0.45,0.37,-0.04,0.98,1.96,3.57,1.35
22,116,10,30,MinMaxScaler(),0.45,0.4,0.08,0.95,2.02,3.27,1.39
23,108,9,100,MinMaxScaler(),0.45,0.35,-0.06,0.93,1.98,3.92,1.54
24,143,12,100,StandardScaler(),0.45,0.38,0.18,0.88,2.1,4.07,1.89
25,76,7,5,MinMaxScaler(),0.45,0.4,-0.02,0.92,2.11,3.9,1.95
26,106,9,50,MinMaxScaler(),0.45,0.37,0.02,0.98,2.02,4.02,1.79
27,125,11,10,StandardScaler(),0.45,0.4,-0.02,0.93,2.05,4.16,2.0
28,80,7,30,MinMaxScaler(),0.45,0.35,-0.03,0.72,2.09,4.38,1.75
29,87,8,5,StandardScaler(),0.45,0.38,-0.14,0.83,2.08,3.94,1.46
30,88,8,5,MinMaxScaler(),0.45,0.4,-0.15,0.81,1.86,3.55,1.57
31,89,8,10,StandardScaler(),0.45,0.35,-0.03,0.82,2.12,4.51,1.61
32,90,8,10,MinMaxScaler(),0.45,0.39,-0.09,0.78,1.87,3.74,1.6
33,103,9,30,StandardScaler(),0.45,0.35,-0.17,0.85,2.03,4.34,2.03
34,94,8,50,MinMaxScaler(),0.45,0.35,-0.08,0.84,2.14,4.98,1.8
35,102,9,10,MinMaxScaler(),0.45,0.41,-0.06,0.88,1.87,4.03,1.84
36,8,1,30,MinMaxScaler(),0.45,0.35,0.01,0.97,2.2,4.84,2.1
37,104,9,30,MinMaxScaler(),0.45,0.38,0.0,0.9,2.04,4.14,1.95
38,44,4,30,MinMaxScaler(),0.45,0.33,-0.06,0.74,1.75,4.1,1.66
