,Model ID,Parent Model ID,Epochs,Scaler,MAE Test,MAE Train,Proj. 1,Proj. 2,Proj. 3,Proj. 4,Proj. 5
1,76,7,5,MinMaxScaler(),0.09,0.09,0.52,0.25,0.49,0.39,0.4
2,82,7,50,MinMaxScaler(),0.09,0.06,0.62,0.28,0.57,0.46,0.37
3,80,7,30,MinMaxScaler(),0.09,0.08,0.55,0.27,0.55,0.4,0.39
4,78,7,10,MinMaxScaler(),0.09,0.08,0.52,0.26,0.5,0.38,0.39
5,118,10,50,MinMaxScaler(),0.09,0.08,0.37,0.24,0.35,0.32,0.3
6,36,3,100,MinMaxScaler(),0.09,0.06,0.5,0.25,0.27,0.4,0.26
7,18,2,10,MinMaxScaler(),0.09,0.09,0.53,0.24,0.51,0.4,0.4
8,104,9,30,MinMaxScaler(),0.09,0.09,0.52,0.25,0.5,0.39,0.38
9,16,2,5,MinMaxScaler(),0.09,0.09,0.5,0.26,0.49,0.38,0.38
10,124,11,5,MinMaxScaler(),0.09,0.09,0.5,0.27,0.51,0.36,0.4
11,126,11,10,MinMaxScaler(),0.09,0.09,0.51,0.26,0.49,0.37,0.41
12,106,9,50,MinMaxScaler(),0.09,0.08,0.55,0.26,0.53,0.41,0.38
13,56,5,30,MinMaxScaler(),0.09,0.08,0.46,0.21,0.44,0.35,0.37
14,102,9,10,MinMaxScaler(),0.09,0.09,0.51,0.27,0.49,0.39,0.38
15,130,11,50,MinMaxScaler(),0.09,0.09,0.58,0.26,0.54,0.41,0.42
16,68,6,30,MinMaxScaler(),0.09,0.09,0.53,0.29,0.52,0.4,0.43
17,132,11,100,MinMaxScaler(),0.09,0.08,0.53,0.24,0.51,0.41,0.4
18,100,9,5,MinMaxScaler(),0.09,0.09,0.5,0.27,0.49,0.39,0.4
19,32,3,30,MinMaxScaler(),0.09,0.08,0.47,0.26,0.44,0.34,0.35
20,88,8,5,MinMaxScaler(),0.09,0.09,0.5,0.28,0.49,0.39,0.38
21,4,1,5,MinMaxScaler(),0.09,0.09,0.49,0.25,0.46,0.37,0.37
22,34,3,50,MinMaxScaler(),0.09,0.07,0.5,0.27,0.38,0.33,0.32
