,Model ID,Parent Model ID,Epochs,Scaler,MAE Test,MAE Train,Proj. 1,Proj. 2,Proj. 3,Proj. 4,Proj. 5
1,144,12,100,MinMaxScaler(),0.43,0.47,-0.07,0.83,2.06,5.49,2.17
2,92,8,30,MinMaxScaler(),0.43,0.46,-0.09,0.94,2.14,6.47,2.27
3,104,9,30,MinMaxScaler(),0.43,0.47,-0.06,0.98,2.15,5.77,2.18
4,106,9,50,MinMaxScaler(),0.43,0.46,0.03,0.92,2.17,5.43,2.24
5,90,8,10,MinMaxScaler(),0.43,0.47,-0.1,0.9,2.06,5.55,2.19
6,30,3,10,MinMaxScaler(),0.43,0.47,-0.05,0.87,2.07,5.43,2.13
7,28,3,5,MinMaxScaler(),0.43,0.48,-0.07,0.9,1.96,5.2,2.03
8,78,7,10,MinMaxScaler(),0.43,0.47,-0.07,0.94,2.18,5.75,2.27
9,22,2,50,MinMaxScaler(),0.43,0.45,-0.02,0.65,2.32,7.03,2.34
10,118,10,50,MinMaxScaler(),0.43,0.47,-0.04,0.94,2.17,5.59,2.2
11,20,2,30,MinMaxScaler(),0.43,0.46,-0.04,0.93,2.32,5.87,2.32
12,40,4,5,MinMaxScaler(),0.43,0.47,-0.1,0.92,2.1,5.46,2.13
13,18,2,10,MinMaxScaler(),0.43,0.47,-0.06,0.94,2.19,5.46,2.2
14,76,7,5,MinMaxScaler(),0.43,0.48,-0.08,0.88,2.05,5.3,2.18
15,16,2,5,MinMaxScaler(),0.43,0.48,-0.1,0.9,2.07,5.39,2.09
16,120,10,100,MinMaxScaler(),0.43,0.46,-0.03,0.99,2.25,6.31,2.23
17,52,5,5,MinMaxScaler(),0.43,0.48,-0.06,0.89,1.99,5.26,2.13
18,54,5,10,MinMaxScaler(),0.43,0.47,-0.02,0.87,2.06,5.68,2.13
19,128,11,30,MinMaxScaler(),0.43,0.48,-0.07,0.91,1.93,5.66,2.19
20,70,6,50,MinMaxScaler(),0.43,0.45,-0.03,0.7,2.31,5.4,2.23
21,56,5,30,MinMaxScaler(),0.43,0.46,-0.09,0.77,2.13,5.71,2.12
22,66,6,10,MinMaxScaler(),0.43,0.48,-0.03,0.87,1.99,5.19,2.16
23,8,1,30,MinMaxScaler(),0.43,0.45,0.0,0.93,2.26,6.24,2.24
24,4,1,5,MinMaxScaler(),0.43,0.47,-0.03,0.94,2.07,5.51,2.12
25,68,6,30,MinMaxScaler(),0.43,0.46,-0.05,0.85,2.15,5.69,2.21
26,6,1,10,MinMaxScaler(),0.43,0.47,-0.06,0.93,2.14,5.63,2.14
27,65,6,10,StandardScaler(),0.44,0.47,-0.08,0.96,2.19,5.7,2.23
28,91,8,30,StandardScaler(),0.44,0.44,0.05,0.86,2.2,6.02,2.15
29,67,6,30,StandardScaler(),0.44,0.45,-0.05,0.9,2.19,6.76,2.25
30,87,8,5,StandardScaler(),0.44,0.47,-0.06,0.95,2.19,5.85,2.28
31,75,7,5,StandardScaler(),0.44,0.47,-0.12,0.9,2.04,5.42,2.13
32,82,7,50,MinMaxScaler(),0.44,0.45,-0.01,0.9,2.35,5.81,2.34
33,80,7,30,MinMaxScaler(),0.44,0.46,-0.01,0.89,2.27,6.28,2.36
34,77,7,10,StandardScaler(),0.44,0.46,-0.05,0.9,2.16,6.07,2.12
35,143,12,100,StandardScaler(),0.44,0.47,-0.06,0.94,2.04,5.81,2.2
36,88,8,5,MinMaxScaler(),0.44,0.48,-0.11,0.86,1.9,5.38,2.09
37,94,8,50,MinMaxScaler(),0.44,0.45,-0.05,0.92,2.24,6.31,2.38
38,108,9,100,MinMaxScaler(),0.44,0.45,0.01,0.9,2.21,3.22,2.29
39,100,9,5,MinMaxScaler(),0.44,0.48,-0.03,0.97,2.02,5.05,2.1
40,142,12,50,MinMaxScaler(),0.44,0.48,-0.07,0.88,1.97,5.49,2.16
41,140,12,30,MinMaxScaler(),0.44,0.49,-0.07,0.91,1.96,5.24,2.11
42,132,11,100,MinMaxScaler(),0.44,0.47,-0.12,0.89,2.08,5.8,2.17
43,131,11,100,StandardScaler(),0.44,0.46,-0.13,0.84,1.93,5.66,1.88
44,130,11,50,MinMaxScaler(),0.44,0.48,-0.1,0.95,2.07,5.95,2.25
45,129,11,50,StandardScaler(),0.44,0.46,-0.09,0.84,2.07,5.71,2.05
46,127,11,30,StandardScaler(),0.44,0.47,-0.03,0.87,2.11,5.73,2.19
47,126,11,10,MinMaxScaler(),0.44,0.49,-0.08,0.91,1.87,5.39,2.04
48,125,11,10,StandardScaler(),0.44,0.48,-0.06,0.85,2.04,5.62,2.31
49,124,11,5,MinMaxScaler(),0.44,0.49,-0.11,0.9,1.82,5.28,1.96
50,123,11,5,StandardScaler(),0.44,0.48,-0.1,0.77,1.96,5.55,2.25
51,117,10,50,StandardScaler(),0.44,0.46,-0.06,0.94,2.25,6.06,2.17
52,116,10,30,MinMaxScaler(),0.44,0.48,-0.02,0.96,1.98,5.12,1.98
53,115,10,30,StandardScaler(),0.44,0.47,-0.07,0.89,2.21,5.97,2.21
54,114,10,10,MinMaxScaler(),0.44,0.49,-0.02,0.92,1.9,5.03,1.98
55,113,10,10,StandardScaler(),0.44,0.48,-0.06,0.94,1.98,4.89,2.17
56,112,10,5,MinMaxScaler(),0.44,0.49,-0.02,0.96,1.91,5.04,1.98
57,64,6,5,MinMaxScaler(),0.44,0.48,-0.02,0.94,1.99,5.09,2.15
58,105,9,50,StandardScaler(),0.44,0.44,0.05,0.76,2.2,5.11,2.4
59,103,9,30,StandardScaler(),0.44,0.46,-0.11,0.92,2.1,5.5,2.33
60,102,9,10,MinMaxScaler(),0.44,0.48,-0.05,0.98,2.06,5.35,2.13
61,96,8,100,MinMaxScaler(),0.44,0.44,-0.04,0.92,2.29,6.15,2.45
62,63,6,5,StandardScaler(),0.44,0.48,-0.04,0.99,2.16,5.21,2.1
63,72,6,100,MinMaxScaler(),0.44,0.44,-0.03,0.71,2.24,6.15,2.14
64,34,3,50,MinMaxScaler(),0.44,0.46,-0.07,0.81,2.0,5.41,2.0
65,36,3,100,MinMaxScaler(),0.44,0.44,-0.13,0.97,2.09,6.39,2.34
66,32,3,30,MinMaxScaler(),0.44,0.46,-0.03,0.9,2.11,5.98,2.12
67,44,4,30,MinMaxScaler(),0.44,0.45,-0.02,0.85,2.26,5.92,2.29
68,31,3,30,StandardScaler(),0.44,0.44,-0.07,0.82,2.14,5.89,2.23
69,29,3,10,StandardScaler(),0.44,0.47,-0.09,0.94,2.13,5.58,2.21
70,17,2,10,StandardScaler(),0.44,0.46,-0.1,0.84,2.18,5.66,2.27
71,15,2,5,StandardScaler(),0.44,0.47,-0.13,0.89,2.09,5.52,2.16
72,5,1,10,StandardScaler(),0.44,0.46,-0.07,0.88,2.24,6.04,2.21
