,Model ID,Parent Model ID,Epochs,Scaler,MAE Test,MAE Train,Proj. 1,Proj. 2,Proj. 3,Proj. 4,Proj. 5
1,42,4,10,MinMaxScaler(),0.63,0.6,3.17,1.27,1.72,1.18,1.7
2,102,9,10,MinMaxScaler(),0.63,0.62,2.83,1.28,1.7,1.21,1.76
3,144,12,100,MinMaxScaler(),0.64,0.61,2.99,1.3,1.56,1.08,1.67
4,30,3,10,MinMaxScaler(),0.64,0.62,3.12,1.27,1.74,1.19,2.01
5,126,11,10,MinMaxScaler(),0.64,0.62,2.56,1.19,1.6,1.22,1.64
6,32,3,30,MinMaxScaler(),0.64,0.59,3.15,1.39,1.58,1.24,1.95
7,40,4,5,MinMaxScaler(),0.64,0.62,2.91,1.31,1.74,1.18,1.86
8,120,10,100,MinMaxScaler(),0.64,0.6,3.66,1.34,1.45,0.9,1.7
9,116,10,30,MinMaxScaler(),0.64,0.62,2.88,1.24,1.61,1.07,1.83
10,114,10,10,MinMaxScaler(),0.64,0.62,2.52,1.16,1.53,1.13,1.62
11,52,5,5,MinMaxScaler(),0.64,0.62,2.66,1.22,1.71,1.13,1.76
12,54,5,10,MinMaxScaler(),0.64,0.61,2.82,1.2,1.65,1.17,1.76
13,112,10,5,MinMaxScaler(),0.64,0.64,2.44,1.39,1.48,1.09,1.64
14,104,9,30,MinMaxScaler(),0.64,0.6,2.8,1.3,1.63,1.04,1.68
15,64,6,5,MinMaxScaler(),0.64,0.63,2.71,1.3,1.67,1.32,1.77
16,66,6,10,MinMaxScaler(),0.64,0.62,2.73,1.19,1.66,1.15,1.74
17,74,7,1,MinMaxScaler(),0.64,0.63,2.56,1.43,1.54,1.14,1.73
18,76,7,5,MinMaxScaler(),0.64,0.62,2.91,1.18,1.65,1.16,1.75
19,78,7,10,MinMaxScaler(),0.64,0.6,2.97,1.31,1.6,1.14,1.78
20,100,9,5,MinMaxScaler(),0.64,0.62,2.52,1.29,1.59,1.1,1.6
21,90,8,10,MinMaxScaler(),0.64,0.62,2.79,1.37,1.65,1.26,1.81
22,28,3,5,MinMaxScaler(),0.64,0.62,2.82,1.16,1.61,1.16,1.74
23,128,11,30,MinMaxScaler(),0.64,0.61,2.85,1.24,1.6,1.21,1.74
24,118,10,50,MinMaxScaler(),0.64,0.61,2.85,1.36,1.49,0.93,1.74
25,6,1,10,MinMaxScaler(),0.64,0.6,2.62,1.44,1.5,1.41,1.76
26,130,11,50,MinMaxScaler(),0.64,0.61,2.89,1.26,1.56,1.0,1.7
27,4,1,5,MinMaxScaler(),0.64,0.62,2.75,1.29,1.67,1.21,1.76
28,142,12,50,MinMaxScaler(),0.64,0.62,2.77,1.1,1.56,1.16,1.47
