,Model ID,Parent Model ID,Epochs,Scaler,MAE Test,MAE Train,Proj. 1,Proj. 2,Proj. 3,Proj. 4,Proj. 5
1,144,12,100,MinMaxScaler(),0.2,0.19,0.92,1.26,0.9,0.52,0.82
2,32,3,30,MinMaxScaler(),0.2,0.18,0.7,0.9,0.91,0.52,0.88
3,118,10,50,MinMaxScaler(),0.2,0.19,0.81,1.02,0.89,0.47,0.84
4,74,7,1,MinMaxScaler(),0.2,0.19,1.11,1.01,0.84,0.61,0.76
5,115,10,30,StandardScaler(),0.2,0.18,0.77,1.19,0.77,0.68,0.88
6,114,10,10,MinMaxScaler(),0.2,0.19,0.95,1.06,0.87,0.57,0.84
7,38,4,1,MinMaxScaler(),0.2,0.19,1.1,1.13,0.9,0.61,0.8
8,113,10,10,StandardScaler(),0.2,0.19,0.91,1.25,0.8,0.64,0.83
9,40,4,5,MinMaxScaler(),0.2,0.19,0.99,1.02,0.86,0.58,0.81
10,112,10,5,MinMaxScaler(),0.2,0.2,0.88,0.95,0.74,0.56,0.73
11,106,9,50,MinMaxScaler(),0.2,0.18,0.68,1.06,0.86,0.46,0.81
12,104,9,30,MinMaxScaler(),0.2,0.18,0.72,0.99,0.78,0.49,0.78
13,102,9,10,MinMaxScaler(),0.2,0.19,0.86,0.99,0.8,0.57,0.82
14,100,9,5,MinMaxScaler(),0.2,0.19,0.85,0.98,0.79,0.61,0.79
15,50,5,1,MinMaxScaler(),0.2,0.2,0.99,0.91,0.73,0.56,0.72
16,52,5,5,MinMaxScaler(),0.2,0.19,0.88,1.01,0.84,0.54,0.82
17,98,9,1,MinMaxScaler(),0.2,0.2,0.96,1.1,0.84,0.59,0.78
18,54,5,10,MinMaxScaler(),0.2,0.19,0.89,1.11,0.91,0.56,0.86
19,92,8,30,MinMaxScaler(),0.2,0.18,0.66,0.96,0.76,0.43,0.81
20,90,8,10,MinMaxScaler(),0.2,0.19,0.84,1.03,0.93,0.58,0.87
21,88,8,5,MinMaxScaler(),0.2,0.19,0.82,0.94,0.89,0.54,0.85
22,86,8,1,MinMaxScaler(),0.2,0.2,0.94,0.93,0.9,0.6,0.77
23,64,6,5,MinMaxScaler(),0.2,0.2,0.95,0.99,0.87,0.63,0.85
24,76,7,5,MinMaxScaler(),0.2,0.19,0.88,0.97,0.86,0.5,0.82
25,66,6,10,MinMaxScaler(),0.2,0.19,0.81,0.98,0.89,0.59,0.83
26,68,6,30,MinMaxScaler(),0.2,0.18,0.69,1.13,0.92,0.56,0.82
27,30,3,10,MinMaxScaler(),0.2,0.19,0.8,1.01,0.9,0.59,0.85
28,120,10,100,MinMaxScaler(),0.2,0.19,0.66,0.93,0.86,0.47,0.82
29,116,10,30,MinMaxScaler(),0.2,0.19,0.89,1.02,0.83,0.52,0.81
30,27,3,5,StandardScaler(),0.2,0.19,1.11,1.06,0.96,0.8,0.75
31,2,1,1,MinMaxScaler(),0.2,0.2,1.01,0.95,0.76,0.55,0.73
32,3,1,5,StandardScaler(),0.2,0.18,1.2,1.08,0.88,0.73,0.77
