,Model ID,Parent Model ID,Epochs,Scaler,MAE Test,MAE Train,Proj. 1,Proj. 2,Proj. 3,Proj. 4,Proj. 5
1,87,8,5,StandardScaler(),0.21,0.2,1.34,1.54,1.54,0.68,0.68
2,117,10,50,StandardScaler(),0.21,0.2,1.29,1.66,1.34,0.63,0.58
3,1,1,1,StandardScaler(),0.22,0.22,1.43,1.77,1.63,0.54,0.59
4,99,9,5,StandardScaler(),0.22,0.22,1.39,1.61,1.68,0.6,0.6
5,98,9,1,MinMaxScaler(),0.22,0.22,1.38,1.68,1.64,0.53,0.57
6,94,8,50,MinMaxScaler(),0.22,0.2,1.41,1.47,1.59,0.61,0.67
7,92,8,30,MinMaxScaler(),0.22,0.21,1.36,1.49,1.52,0.55,0.63
8,90,8,10,MinMaxScaler(),0.22,0.21,1.39,1.61,1.59,0.55,0.59
9,89,8,10,StandardScaler(),0.22,0.19,1.44,1.55,1.6,0.73,0.68
10,88,8,5,MinMaxScaler(),0.22,0.22,1.4,1.68,1.63,0.55,0.58
11,86,8,1,MinMaxScaler(),0.22,0.22,1.34,1.62,1.53,0.51,0.52
12,80,7,30,MinMaxScaler(),0.22,0.2,1.38,1.56,1.61,0.6,0.65
13,100,9,5,MinMaxScaler(),0.22,0.22,1.38,1.71,1.62,0.52,0.53
14,78,7,10,MinMaxScaler(),0.22,0.21,1.46,1.65,1.67,0.54,0.59
15,75,7,5,StandardScaler(),0.22,0.2,1.2,1.45,1.3,0.56,0.7
16,74,7,1,MinMaxScaler(),0.22,0.22,1.46,1.78,1.7,0.57,0.59
17,73,7,1,StandardScaler(),0.22,0.22,1.45,1.67,1.62,0.55,0.72
18,143,12,100,StandardScaler(),0.22,0.21,1.26,1.6,1.35,0.63,0.66
19,70,6,50,MinMaxScaler(),0.22,0.21,1.46,1.72,1.61,0.63,0.66
20,68,6,30,MinMaxScaler(),0.22,0.21,1.43,1.6,1.63,0.55,0.61
21,66,6,10,MinMaxScaler(),0.22,0.22,1.36,1.66,1.58,0.56,0.57
22,65,6,10,StandardScaler(),0.22,0.2,1.34,1.46,1.33,0.56,0.58
23,64,6,5,MinMaxScaler(),0.22,0.22,1.38,1.69,1.61,0.53,0.54
