,Model ID,Parent Model ID,Epochs,Scaler,MAE Test,MAE Train,Proj. 1,Proj. 2,Proj. 3,Proj. 4,Proj. 5
1,144,12,100,MinMaxScaler(),0.12,0.11,0.7,0.74,0.79,0.69,0.64
2,30,3,10,MinMaxScaler(),0.12,0.11,0.61,0.56,0.72,0.6,0.62
3,32,3,30,MinMaxScaler(),0.12,0.1,0.64,0.54,0.53,0.5,0.53
4,120,10,100,MinMaxScaler(),0.12,0.1,0.49,0.49,0.49,0.49,0.49
5,118,10,50,MinMaxScaler(),0.12,0.11,0.46,0.46,0.46,0.46,0.46
6,38,4,1,MinMaxScaler(),0.12,0.12,0.69,0.55,0.8,0.62,0.74
7,76,7,5,MinMaxScaler(),0.12,0.11,0.7,0.66,0.79,0.65,0.64
8,40,4,5,MinMaxScaler(),0.12,0.12,0.79,0.66,0.85,0.68,0.73
9,42,4,10,MinMaxScaler(),0.12,0.11,0.74,0.68,0.87,0.68,0.67
10,116,10,30,MinMaxScaler(),0.12,0.11,0.41,0.41,0.41,0.41,0.41
11,106,9,50,MinMaxScaler(),0.12,0.1,0.54,0.64,0.68,0.63,0.43
12,50,5,1,MinMaxScaler(),0.12,0.12,0.66,0.41,0.73,0.57,0.57
13,29,3,10,StandardScaler(),0.12,0.1,0.74,0.62,0.96,0.75,0.75
14,104,9,30,MinMaxScaler(),0.12,0.1,0.65,0.64,0.7,0.63,0.49
15,54,5,10,MinMaxScaler(),0.12,0.11,0.61,0.46,0.66,0.56,0.6
16,102,9,10,MinMaxScaler(),0.12,0.11,0.65,0.56,0.71,0.59,0.55
17,100,9,5,MinMaxScaler(),0.12,0.12,0.58,0.5,0.68,0.56,0.54
18,62,6,1,MinMaxScaler(),0.12,0.12,0.6,0.48,0.43,0.46,0.5
19,92,8,30,MinMaxScaler(),0.12,0.1,0.71,0.42,0.88,0.63,0.36
20,64,6,5,MinMaxScaler(),0.12,0.11,0.58,0.6,0.64,0.61,0.54
21,66,6,10,MinMaxScaler(),0.12,0.11,0.61,0.67,0.68,0.67,0.54
22,68,6,30,MinMaxScaler(),0.12,0.1,0.52,0.5,0.76,0.86,0.47
23,88,8,5,MinMaxScaler(),0.12,0.11,0.62,0.59,0.86,0.63,0.61
24,86,8,1,MinMaxScaler(),0.12,0.12,0.53,0.5,0.81,0.58,0.65
25,74,7,1,MinMaxScaler(),0.12,0.12,0.67,0.53,0.78,0.58,0.64
26,52,5,5,MinMaxScaler(),0.12,0.11,0.62,0.46,0.75,0.63,0.65
27,28,3,5,MinMaxScaler(),0.12,0.12,0.66,0.59,0.8,0.6,0.66
28,39,4,5,StandardScaler(),0.12,0.09,1.0,1.01,1.17,0.7,0.85
29,124,11,5,MinMaxScaler(),0.12,0.12,0.61,0.53,0.66,0.57,0.51
30,2,1,1,MinMaxScaler(),0.12,0.12,0.69,0.56,0.8,0.64,0.66
31,4,1,5,MinMaxScaler(),0.12,0.11,0.63,0.58,0.72,0.61,0.58
32,142,12,50,MinMaxScaler(),0.12,0.11,0.73,0.7,0.8,0.68,0.67
33,6,1,10,MinMaxScaler(),0.12,0.11,0.64,0.64,0.73,0.59,0.57
34,140,12,30,MinMaxScaler(),0.12,0.11,0.7,0.62,0.77,0.64,0.64
