,Model ID,Parent Model ID,Epochs,Scaler,MAE Test,MAE Train,Proj. 1,Proj. 2,Proj. 3,Proj. 4,Proj. 5
1,144,12,100,MinMaxScaler(),0.33,0.33,0.02,0.97,1.89,1.5,1.57
2,30,3,10,MinMaxScaler(),0.33,0.32,0.02,1.09,1.88,1.45,1.63
3,114,10,10,MinMaxScaler(),0.33,0.33,0.02,1.0,1.91,1.51,1.62
4,128,11,30,MinMaxScaler(),0.33,0.32,0.01,0.98,1.9,1.55,1.6
5,132,11,100,MinMaxScaler(),0.33,0.32,0.01,1.05,1.92,1.48,1.58
6,104,9,30,MinMaxScaler(),0.33,0.32,0.03,1.05,1.96,1.41,1.55
7,142,12,50,MinMaxScaler(),0.33,0.33,0.01,0.96,1.86,1.49,1.56
8,102,9,10,MinMaxScaler(),0.34,0.32,0.03,1.01,1.89,1.42,1.58
9,6,1,10,MinMaxScaler(),0.34,0.32,-0.01,1.03,1.85,1.38,1.55
10,100,9,5,MinMaxScaler(),0.34,0.33,0.01,0.99,1.91,1.42,1.59
11,38,4,1,MinMaxScaler(),0.34,0.33,0.0,1.0,1.89,1.3,1.54
12,40,4,5,MinMaxScaler(),0.34,0.32,-0.0,1.03,1.86,1.48,1.63
13,94,8,50,MinMaxScaler(),0.34,0.3,0.03,1.03,1.84,1.45,1.6
14,42,4,10,MinMaxScaler(),0.34,0.32,-0.0,1.06,1.95,1.46,1.58
15,92,8,30,MinMaxScaler(),0.34,0.32,0.02,1.07,1.93,1.53,1.66
16,82,7,50,MinMaxScaler(),0.34,0.29,0.01,1.14,1.84,1.48,1.81
17,80,7,30,MinMaxScaler(),0.34,0.31,0.03,1.09,1.9,1.52,1.56
18,139,12,30,StandardScaler(),0.34,0.33,-0.03,1.07,1.86,1.34,1.37
19,52,5,5,MinMaxScaler(),0.34,0.32,0.01,0.99,1.86,1.42,1.52
20,78,7,10,MinMaxScaler(),0.34,0.32,-0.01,1.02,1.92,1.4,1.55
21,54,5,10,MinMaxScaler(),0.34,0.33,-0.01,1.04,1.98,1.43,1.5
22,76,7,5,MinMaxScaler(),0.34,0.32,0.01,1.0,1.9,1.41,1.54
23,75,7,5,StandardScaler(),0.34,0.31,0.0,1.12,1.92,1.4,1.63
24,74,7,1,MinMaxScaler(),0.34,0.34,0.03,0.99,1.98,1.32,1.49
25,73,7,1,StandardScaler(),0.34,0.33,0.02,1.01,1.8,1.47,1.67
26,143,12,100,StandardScaler(),0.34,0.32,0.01,1.03,1.94,1.41,1.51
27,70,6,50,MinMaxScaler(),0.34,0.31,-0.0,1.09,1.94,1.45,1.58
28,68,6,30,MinMaxScaler(),0.34,0.32,0.03,1.08,1.95,1.42,1.57
29,66,6,10,MinMaxScaler(),0.34,0.32,0.02,1.0,1.94,1.38,1.53
30,51,5,5,StandardScaler(),0.34,0.32,0.04,1.02,1.83,1.41,1.56
31,64,6,5,MinMaxScaler(),0.34,0.33,0.03,0.96,1.9,1.26,1.41
32,108,9,100,MinMaxScaler(),0.34,0.31,0.03,1.16,1.86,1.49,1.58
33,106,9,50,MinMaxScaler(),0.34,0.31,0.02,1.09,1.87,1.39,1.59
34,125,11,10,StandardScaler(),0.34,0.33,-0.06,1.01,1.93,1.39,1.75
35,126,11,10,MinMaxScaler(),0.34,0.33,0.01,0.96,1.88,1.4,1.55
36,127,11,30,StandardScaler(),0.34,0.32,-0.02,1.08,1.94,1.47,1.66
37,4,1,5,MinMaxScaler(),0.34,0.33,0.06,1.01,1.92,1.47,1.59
38,118,10,50,MinMaxScaler(),0.34,0.32,0.03,1.07,1.91,1.51,1.66
39,129,11,50,StandardScaler(),0.34,0.31,-0.02,1.05,1.87,1.57,1.63
40,116,10,30,MinMaxScaler(),0.34,0.32,0.0,1.0,1.92,1.49,1.58
41,131,11,100,StandardScaler(),0.34,0.31,0.0,1.09,1.84,1.54,1.62
42,141,12,50,StandardScaler(),0.34,0.32,-0.01,1.04,1.83,1.43,1.46
43,140,12,30,MinMaxScaler(),0.34,0.33,0.0,0.94,1.86,1.48,1.54
44,112,10,5,MinMaxScaler(),0.34,0.34,-0.01,0.99,1.95,1.31,1.48
45,28,3,5,MinMaxScaler(),0.34,0.33,0.04,0.98,1.82,1.36,1.54
46,130,11,50,MinMaxScaler(),0.34,0.32,0.0,0.98,1.92,1.48,1.57
47,120,10,100,MinMaxScaler(),0.34,0.32,0.01,1.1,1.84,1.45,1.56
48,124,11,5,MinMaxScaler(),0.35,0.34,0.03,0.99,1.92,1.17,1.39
49,138,12,10,MinMaxScaler(),0.35,0.34,0.01,0.96,1.92,1.24,1.37
50,67,6,30,StandardScaler(),0.35,0.3,-0.03,1.09,1.82,1.24,1.77
51,87,8,5,StandardScaler(),0.35,0.32,0.0,1.05,1.94,1.4,1.58
52,119,10,100,StandardScaler(),0.35,0.3,0.0,1.11,1.92,1.52,1.71
53,88,8,5,MinMaxScaler(),0.35,0.33,0.03,0.9,1.78,1.42,1.51
54,89,8,10,StandardScaler(),0.35,0.31,0.01,1.03,1.86,1.42,1.61
55,90,8,10,MinMaxScaler(),0.35,0.32,0.0,0.95,1.84,1.44,1.49
56,91,8,30,StandardScaler(),0.35,0.29,0.01,1.03,1.88,1.24,1.66
