,Model ID,Parent Model ID,Epochs,Scaler,MAE Test,MAE Train,Proj. 1,Proj. 2,Proj. 3,Proj. 4,Proj. 5
1,125,11,10,StandardScaler(),0.44,0.46,0.1,1.27,2.15,1.68,2.16
2,144,12,100,MinMaxScaler(),0.45,0.46,0.08,1.18,2.03,1.81,2.03
3,76,7,5,MinMaxScaler(),0.45,0.46,0.05,1.22,2.03,1.83,2.1
4,92,8,30,MinMaxScaler(),0.45,0.44,-0.03,1.33,2.16,1.94,2.14
5,52,5,5,MinMaxScaler(),0.45,0.47,0.22,1.31,2.15,1.87,2.17
6,116,10,30,MinMaxScaler(),0.45,0.46,0.15,1.16,1.99,1.59,2.02
7,117,10,50,StandardScaler(),0.45,0.44,0.04,1.11,2.05,1.89,2.15
8,90,8,10,MinMaxScaler(),0.45,0.46,0.09,1.2,1.99,1.72,2.06
9,118,10,50,MinMaxScaler(),0.45,0.46,0.09,1.19,2.01,1.72,2.14
10,120,10,100,MinMaxScaler(),0.45,0.45,0.0,1.18,2.07,1.88,2.06
11,102,9,10,MinMaxScaler(),0.45,0.46,0.17,1.24,2.04,1.74,2.04
12,127,11,30,StandardScaler(),0.45,0.45,-0.06,1.12,2.2,1.79,2.17
13,18,2,10,MinMaxScaler(),0.45,0.45,0.08,1.24,2.07,1.88,2.12
14,63,6,5,StandardScaler(),0.45,0.47,0.06,1.32,2.19,1.47,1.92
15,128,11,30,MinMaxScaler(),0.45,0.46,0.12,1.21,2.03,1.77,2.07
16,42,4,10,MinMaxScaler(),0.45,0.44,-0.02,1.18,2.11,1.88,2.23
17,129,11,50,StandardScaler(),0.45,0.44,0.01,1.14,2.31,1.8,2.23
18,65,6,10,StandardScaler(),0.45,0.44,-0.09,1.2,2.2,1.63,2.2
19,66,6,10,MinMaxScaler(),0.45,0.46,0.16,1.23,2.05,1.68,2.01
20,132,11,100,MinMaxScaler(),0.45,0.45,0.03,1.17,2.08,1.89,2.22
21,67,6,30,StandardScaler(),0.45,0.42,0.12,1.24,2.34,1.74,2.0
22,142,12,50,MinMaxScaler(),0.45,0.46,0.15,1.2,2.03,1.8,2.08
23,68,6,30,MinMaxScaler(),0.45,0.44,0.05,1.24,2.11,1.93,2.13
24,73,7,1,StandardScaler(),0.45,0.47,0.13,1.16,2.23,1.63,2.13
25,143,12,100,StandardScaler(),0.45,0.45,0.1,1.18,2.04,1.9,2.07
26,6,1,10,MinMaxScaler(),0.45,0.45,0.03,1.3,2.11,1.88,2.08
27,101,9,10,StandardScaler(),0.46,0.44,-0.09,1.16,2.17,1.81,2.08
28,100,9,5,MinMaxScaler(),0.46,0.47,0.22,1.23,1.97,1.52,1.88
29,94,8,50,MinMaxScaler(),0.46,0.42,-0.06,1.38,2.26,1.94,2.18
30,51,5,5,StandardScaler(),0.46,0.45,0.03,1.13,2.1,1.92,2.21
31,77,7,10,StandardScaler(),0.46,0.43,0.04,1.21,2.26,1.97,2.12
32,54,5,10,MinMaxScaler(),0.46,0.46,0.13,1.34,2.2,1.91,2.32
33,64,6,5,MinMaxScaler(),0.46,0.47,0.28,1.23,2.05,1.6,1.82
34,56,5,30,MinMaxScaler(),0.46,0.43,0.01,1.27,2.16,1.79,2.09
35,70,6,50,MinMaxScaler(),0.46,0.43,-0.14,1.21,2.16,1.98,2.22
36,78,7,10,MinMaxScaler(),0.46,0.45,0.0,1.22,2.05,1.83,2.14
37,89,8,10,StandardScaler(),0.46,0.43,0.03,1.19,2.14,1.87,2.3
38,88,8,5,MinMaxScaler(),0.46,0.47,0.14,1.13,1.92,1.66,1.99
39,82,7,50,MinMaxScaler(),0.46,0.4,0.03,1.32,2.22,2.05,2.21
40,53,5,10,StandardScaler(),0.46,0.43,-0.0,1.15,2.23,1.86,2.13
41,87,8,5,StandardScaler(),0.46,0.45,0.08,1.18,2.1,1.9,2.28
42,106,9,50,MinMaxScaler(),0.46,0.44,-0.01,1.32,2.18,1.98,2.16
43,123,11,5,StandardScaler(),0.46,0.48,0.16,1.3,2.07,1.35,1.88
44,3,1,5,StandardScaler(),0.46,0.44,0.01,1.23,2.47,1.85,2.2
45,4,1,5,MinMaxScaler(),0.46,0.46,0.01,1.19,2.06,1.74,2.07
46,5,1,10,StandardScaler(),0.46,0.42,-0.04,1.17,2.2,1.95,2.18
47,141,12,50,StandardScaler(),0.46,0.45,0.03,1.1,2.06,1.87,2.11
48,8,1,30,MinMaxScaler(),0.46,0.42,-0.07,1.23,2.26,1.75,2.26
49,140,12,30,MinMaxScaler(),0.46,0.47,0.18,1.18,2.01,1.72,1.95
50,139,12,30,StandardScaler(),0.46,0.47,0.03,1.14,2.13,1.64,1.81
51,130,11,50,MinMaxScaler(),0.46,0.46,0.02,1.14,2.01,1.81,2.08
52,15,2,5,StandardScaler(),0.46,0.45,-0.11,1.04,2.08,1.74,2.08
53,17,2,10,StandardScaler(),0.46,0.43,0.01,1.12,2.31,1.64,2.04
54,20,2,30,MinMaxScaler(),0.46,0.44,-0.07,1.27,2.17,1.91,2.27
55,126,11,10,MinMaxScaler(),0.46,0.47,0.25,1.25,2.03,1.57,1.91
56,41,4,10,StandardScaler(),0.46,0.42,0.11,1.25,2.39,1.95,2.26
