,Model ID,Parent Model ID,Epochs,Scaler,MAE Test,MAE Train,Proj. 1,Proj. 2,Proj. 3,Proj. 4,Proj. 5
1,72,6,100,MinMaxScaler(),0.21,0.19,0.85,1.04,0.94,1.13,0.87
2,42,4,10,MinMaxScaler(),0.21,0.19,0.82,1.07,0.97,1.11,0.89
3,44,4,30,MinMaxScaler(),0.21,0.19,0.85,1.04,0.86,1.11,0.86
4,52,5,5,MinMaxScaler(),0.21,0.2,0.85,1.13,1.07,1.11,0.96
5,54,5,10,MinMaxScaler(),0.21,0.2,0.81,1.09,0.98,1.07,0.9
6,56,5,30,MinMaxScaler(),0.21,0.19,0.82,1.05,0.92,1.11,0.91
7,66,6,10,MinMaxScaler(),0.21,0.2,0.82,1.1,1.1,1.06,0.95
8,68,6,30,MinMaxScaler(),0.21,0.19,0.82,1.08,1.01,1.09,0.87
9,70,6,50,MinMaxScaler(),0.21,0.19,0.88,1.09,1.03,1.13,0.9
10,76,7,5,MinMaxScaler(),0.21,0.19,0.83,1.11,1.06,1.07,0.92
11,78,7,10,MinMaxScaler(),0.21,0.19,0.88,1.08,1.0,1.11,0.92
12,80,7,30,MinMaxScaler(),0.21,0.19,0.88,1.02,0.88,1.15,0.88
13,88,8,5,MinMaxScaler(),0.21,0.19,0.83,1.12,1.06,1.08,0.93
14,90,8,10,MinMaxScaler(),0.21,0.19,0.85,1.09,1.03,1.11,0.92
15,92,8,30,MinMaxScaler(),0.21,0.19,0.85,0.97,0.86,1.08,0.86
16,94,8,50,MinMaxScaler(),0.21,0.19,0.82,1.0,0.81,1.08,0.91
17,100,9,5,MinMaxScaler(),0.21,0.2,0.86,1.15,1.06,1.06,0.91
18,102,9,10,MinMaxScaler(),0.21,0.19,0.85,1.18,1.09,1.12,0.96
19,142,12,50,MinMaxScaler(),0.21,0.2,0.81,1.1,1.04,1.09,0.9
20,140,12,30,MinMaxScaler(),0.21,0.2,0.83,1.13,1.07,1.09,0.94
21,138,12,10,MinMaxScaler(),0.21,0.2,0.82,1.13,1.06,1.05,0.93
22,136,12,5,MinMaxScaler(),0.21,0.2,0.78,1.12,0.99,1.06,0.86
23,132,11,100,MinMaxScaler(),0.21,0.19,0.85,0.98,0.88,1.15,0.88
24,130,11,50,MinMaxScaler(),0.21,0.19,0.86,1.04,0.97,1.14,0.91
25,40,4,5,MinMaxScaler(),0.21,0.2,0.8,1.09,1.02,1.05,0.9
26,128,11,30,MinMaxScaler(),0.21,0.19,0.83,1.07,0.99,1.09,0.91
27,118,10,50,MinMaxScaler(),0.21,0.19,0.85,1.12,1.02,1.1,0.91
28,117,10,50,StandardScaler(),0.21,0.19,0.83,1.1,1.1,1.08,1.03
29,116,10,30,MinMaxScaler(),0.21,0.2,0.84,1.07,1.07,1.07,0.97
30,108,9,100,MinMaxScaler(),0.21,0.19,0.87,1.08,1.03,1.21,0.99
31,106,9,50,MinMaxScaler(),0.21,0.19,0.82,0.97,0.93,1.04,0.89
32,104,9,30,MinMaxScaler(),0.21,0.19,0.81,0.98,0.97,1.02,0.89
33,120,10,100,MinMaxScaler(),0.21,0.19,0.82,1.05,0.97,1.06,0.89
34,38,4,1,MinMaxScaler(),0.21,0.2,0.82,1.14,1.07,1.04,0.89
35,144,12,100,MinMaxScaler(),0.21,0.2,0.81,1.09,0.99,1.09,0.87
36,20,2,30,MinMaxScaler(),0.21,0.19,0.9,1.09,0.96,1.13,0.91
37,16,2,5,MinMaxScaler(),0.21,0.2,0.82,1.06,1.03,1.03,0.91
38,34,3,50,MinMaxScaler(),0.21,0.19,0.85,1.02,0.79,1.13,0.95
39,10,1,50,MinMaxScaler(),0.21,0.18,0.86,1.05,0.84,1.08,0.91
40,32,3,30,MinMaxScaler(),0.21,0.19,0.81,1.02,0.88,1.07,0.88
41,6,1,10,MinMaxScaler(),0.21,0.19,0.89,1.14,1.06,1.16,0.94
42,8,1,30,MinMaxScaler(),0.21,0.19,0.86,1.05,0.9,1.11,0.88
43,18,2,10,MinMaxScaler(),0.21,0.19,0.81,1.06,0.99,1.06,0.89
44,101,9,10,StandardScaler(),0.22,0.19,0.88,0.92,0.79,1.07,0.87
45,17,2,10,StandardScaler(),0.22,0.17,0.92,1.0,0.93,1.17,0.89
46,98,9,1,MinMaxScaler(),0.22,0.2,0.81,1.12,0.98,1.08,0.9
47,96,8,100,MinMaxScaler(),0.22,0.17,0.8,0.98,0.57,1.12,0.91
48,89,8,10,StandardScaler(),0.22,0.18,0.88,1.13,0.98,1.33,0.95
49,87,8,5,StandardScaler(),0.22,0.19,0.85,1.12,0.94,1.38,0.96
50,86,8,1,MinMaxScaler(),0.22,0.21,0.91,1.28,1.17,1.2,0.95
51,84,7,100,MinMaxScaler(),0.22,0.16,0.95,0.91,0.75,1.06,0.86
52,82,7,50,MinMaxScaler(),0.22,0.18,0.97,0.99,0.69,1.21,0.91
53,22,2,50,MinMaxScaler(),0.22,0.18,0.91,1.04,0.81,1.13,0.91
54,103,9,30,StandardScaler(),0.22,0.18,0.79,0.81,0.63,1.12,0.81
55,15,2,5,StandardScaler(),0.22,0.19,0.95,1.12,0.98,1.16,0.96
56,115,10,30,StandardScaler(),0.22,0.21,0.79,0.89,0.89,0.89,0.89
57,14,2,1,MinMaxScaler(),0.22,0.2,0.79,1.05,1.01,0.95,0.86
58,77,7,10,StandardScaler(),0.22,0.17,0.85,1.14,0.92,1.23,0.96
59,12,1,100,MinMaxScaler(),0.22,0.16,0.88,1.02,0.97,1.05,0.86
60,119,10,100,StandardScaler(),0.22,0.18,0.86,1.1,0.91,1.08,1.0
61,124,11,5,MinMaxScaler(),0.22,0.2,0.89,1.17,1.04,1.11,0.95
62,125,11,10,StandardScaler(),0.22,0.2,0.8,1.21,1.0,1.16,0.94
63,126,11,10,MinMaxScaler(),0.22,0.2,0.84,1.12,1.02,1.07,0.94
64,127,11,30,StandardScaler(),0.22,0.19,0.78,1.03,0.92,1.13,0.95
65,129,11,50,StandardScaler(),0.22,0.18,0.9,1.04,0.96,1.23,0.98
66,131,11,100,StandardScaler(),0.22,0.18,0.81,1.03,0.79,1.24,0.93
67,5,1,10,StandardScaler(),0.22,0.18,0.9,1.16,0.99,1.31,0.92
68,139,12,30,StandardScaler(),0.22,0.2,0.9,1.0,1.03,1.14,0.83
69,141,12,50,StandardScaler(),0.22,0.19,0.9,1.02,1.0,1.08,0.87
70,2,1,1,MinMaxScaler(),0.22,0.2,0.87,1.13,1.07,1.1,0.89
71,105,9,50,StandardScaler(),0.22,0.17,0.89,0.98,0.69,1.2,0.77
72,74,7,1,MinMaxScaler(),0.22,0.2,0.9,1.23,1.15,1.12,0.92
73,36,3,100,MinMaxScaler(),0.22,0.19,0.82,1.0,0.78,1.0,0.87
74,143,12,100,StandardScaler(),0.22,0.19,0.83,1.02,0.97,1.05,0.89
75,30,3,10,MinMaxScaler(),0.22,0.2,0.78,1.05,1.0,1.04,0.89
76,50,5,1,MinMaxScaler(),0.22,0.21,0.77,1.01,0.93,1.0,0.79
77,28,3,5,MinMaxScaler(),0.22,0.2,0.81,1.14,1.07,1.08,0.96
78,46,4,50,MinMaxScaler(),0.22,0.17,0.91,1.13,0.71,1.2,0.85
79,58,5,50,MinMaxScaler(),0.22,0.19,0.83,1.02,0.74,1.06,0.87
80,60,5,100,MinMaxScaler(),0.22,0.18,0.91,1.01,0.76,1.04,0.96
81,62,6,1,MinMaxScaler(),0.22,0.21,0.8,1.06,1.02,1.1,0.82
82,29,3,10,StandardScaler(),0.22,0.18,0.88,1.18,0.9,1.2,0.9
83,64,6,5,MinMaxScaler(),0.22,0.2,0.81,1.07,1.05,1.01,0.93
84,41,4,10,StandardScaler(),0.22,0.16,0.8,1.01,0.84,1.23,0.84
85,27,3,5,StandardScaler(),0.22,0.19,0.81,1.08,0.94,1.2,0.92
86,53,5,10,StandardScaler(),0.22,0.18,0.92,1.13,1.02,1.1,0.87
87,39,4,5,StandardScaler(),0.22,0.19,0.95,1.13,0.95,1.24,0.91
88,26,3,1,MinMaxScaler(),0.22,0.2,0.74,1.19,1.07,1.07,0.87
89,69,6,50,StandardScaler(),0.22,0.15,0.39,1.22,0.83,1.08,0.94
90,75,7,5,StandardScaler(),0.23,0.19,0.87,0.93,0.88,1.05,1.01
91,51,5,5,StandardScaler(),0.23,0.19,0.99,1.12,1.12,1.14,0.86
92,122,11,1,MinMaxScaler(),0.23,0.21,0.95,1.2,0.97,1.13,0.88
93,24,2,100,MinMaxScaler(),0.23,0.16,0.88,1.07,0.74,1.23,0.82
94,48,4,100,MinMaxScaler(),0.23,0.14,0.9,1.04,0.67,1.31,0.89
95,107,9,100,StandardScaler(),0.23,0.15,0.97,1.2,0.89,1.35,0.64
96,55,5,30,StandardScaler(),0.23,0.15,1.06,1.14,0.85,1.4,0.81
97,71,6,100,StandardScaler(),0.23,0.14,0.24,0.98,0.75,1.04,1.21
98,79,7,30,StandardScaler(),0.23,0.13,0.77,0.89,0.73,1.28,0.72
99,67,6,30,StandardScaler(),0.23,0.17,0.59,1.24,0.76,1.03,0.95
100,4,1,5,MinMaxScaler(),0.23,0.21,0.72,1.0,0.95,0.95,0.84
101,99,9,5,StandardScaler(),0.23,0.21,0.89,0.88,0.91,1.17,0.93
102,3,1,5,StandardScaler(),0.23,0.2,0.9,1.09,1.09,1.24,0.92
103,31,3,30,StandardScaler(),0.23,0.16,0.91,0.94,0.61,1.34,0.84
104,63,6,5,StandardScaler(),0.23,0.2,0.75,1.22,1.16,1.31,1.04
105,91,8,30,StandardScaler(),0.23,0.15,0.8,0.96,0.71,1.4,1.02
106,65,6,10,StandardScaler(),0.23,0.18,0.81,1.36,1.03,1.07,0.99
107,137,12,10,StandardScaler(),0.23,0.22,0.87,1.27,1.24,1.32,0.97
108,37,4,1,StandardScaler(),0.24,0.22,0.78,1.32,0.99,1.48,1.01
109,33,3,50,StandardScaler(),0.24,0.14,0.79,0.7,0.47,1.44,0.77
110,134,12,1,MinMaxScaler(),0.24,0.22,0.86,1.14,0.85,1.18,0.81
111,19,2,30,StandardScaler(),0.24,0.16,0.94,1.02,0.91,1.17,0.88
112,123,11,5,StandardScaler(),0.24,0.22,0.75,1.22,0.88,1.06,0.92
113,7,1,30,StandardScaler(),0.24,0.14,1.04,1.0,0.93,1.17,0.7
114,43,4,30,StandardScaler(),0.24,0.12,0.94,0.74,0.52,1.57,0.89
115,45,4,50,StandardScaler(),0.25,0.08,0.88,0.99,0.54,1.71,0.98
116,9,1,50,StandardScaler(),0.25,0.1,0.98,1.08,0.64,1.05,0.68
117,1,1,1,StandardScaler(),0.25,0.23,0.81,1.37,1.32,1.4,1.02
118,35,3,100,StandardScaler(),0.25,0.11,0.76,0.58,0.94,1.63,0.72
119,93,8,50,StandardScaler(),0.25,0.13,0.98,1.11,0.71,1.34,0.91
120,81,7,50,StandardScaler(),0.25,0.1,0.61,1.12,0.58,1.39,0.85
121,57,5,50,StandardScaler(),0.25,0.12,1.13,0.99,0.59,1.39,0.86
122,21,2,50,StandardScaler(),0.25,0.12,0.94,1.02,0.88,1.35,0.98
123,13,2,1,StandardScaler(),0.25,0.24,0.89,1.26,0.98,1.43,0.9
124,85,8,1,StandardScaler(),0.26,0.25,0.9,1.34,1.02,1.46,0.69
125,95,8,100,StandardScaler(),0.26,0.1,1.05,0.86,0.63,1.26,0.89
126,59,5,100,StandardScaler(),0.26,0.09,1.04,1.19,0.63,1.58,0.81
127,114,10,10,MinMaxScaler(),0.26,0.25,0.72,0.72,0.72,0.72,0.72
128,73,7,1,StandardScaler(),0.26,0.24,0.71,1.26,1.02,1.02,1.05
129,23,2,100,StandardScaler(),0.26,0.09,0.83,0.72,0.72,1.41,1.11
130,113,10,10,StandardScaler(),0.26,0.25,0.72,0.72,0.72,0.72,0.72
131,25,3,1,StandardScaler(),0.27,0.25,0.66,1.82,1.17,1.86,1.08
132,83,7,100,StandardScaler(),0.27,0.06,0.38,1.14,0.27,1.71,0.81
133,49,5,1,StandardScaler(),0.27,0.25,0.76,1.39,1.17,1.44,1.03
134,47,4,100,StandardScaler(),0.27,0.04,0.95,1.26,0.64,1.81,0.87
135,11,1,100,StandardScaler(),0.28,0.07,0.95,1.0,0.84,0.55,0.65
136,112,10,5,MinMaxScaler(),0.28,0.27,0.61,0.61,0.61,0.61,0.61
137,97,9,1,StandardScaler(),0.29,0.28,0.59,1.47,1.28,1.6,1.4
138,135,12,5,StandardScaler(),0.29,0.28,0.8,1.69,1.26,1.59,0.97
139,61,6,1,StandardScaler(),0.3,0.28,0.56,1.24,1.08,1.47,1.02
140,121,11,1,StandardScaler(),0.39,0.36,0.98,2.08,1.07,1.48,1.1
141,111,10,5,StandardScaler(),0.4,0.4,0.38,0.38,0.38,0.38,0.38
142,133,12,1,StandardScaler(),0.45,0.45,0.88,2.55,1.33,2.64,0.96
143,110,10,1,MinMaxScaler(),0.64,0.64,0.11,0.11,0.11,0.11,0.11
144,109,10,1,StandardScaler(),0.71,0.72,0.06,0.01,0.06,0.03,0.02
