,Model ID,Parent Model ID,Epochs,Scaler,MAE Test,MAE Train,Proj. 1,Proj. 2,Proj. 3,Proj. 4,Proj. 5
1,129,11,50,StandardScaler(),1.23,1.19,20.38,20.86,20.27,17.18,16.25
2,104,9,30,MinMaxScaler(),1.23,1.2,20.52,20.36,19.61,17.12,16.16
3,29,3,10,StandardScaler(),1.23,1.19,20.48,20.63,20.12,17.18,16.46
4,132,11,100,MinMaxScaler(),1.23,1.21,20.51,20.46,19.67,17.24,16.24
5,20,2,30,MinMaxScaler(),1.23,1.19,20.53,20.45,19.52,17.1,16.05
6,143,12,100,StandardScaler(),1.23,1.2,20.42,20.41,19.95,17.12,16.48
7,70,6,50,MinMaxScaler(),1.23,1.18,20.63,20.15,19.49,17.18,16.24
8,118,10,50,MinMaxScaler(),1.23,1.21,20.71,20.49,19.65,17.33,16.29
9,44,4,30,MinMaxScaler(),1.23,1.19,20.61,20.36,19.98,17.16,16.15
10,87,8,5,StandardScaler(),1.23,1.19,20.54,20.4,19.76,17.16,16.21
11,80,7,30,MinMaxScaler(),1.23,1.19,20.55,20.53,19.89,17.16,16.14
12,141,12,50,StandardScaler(),1.23,1.2,20.44,20.33,19.81,17.09,16.51
13,127,11,30,StandardScaler(),1.23,1.19,20.33,20.71,20.03,17.23,16.22
14,113,10,10,StandardScaler(),1.24,1.2,20.32,20.69,19.9,17.17,16.16
15,108,9,100,MinMaxScaler(),1.24,1.19,20.46,20.13,19.12,17.14,16.17
16,42,4,10,MinMaxScaler(),1.24,1.2,20.42,20.34,19.55,17.16,16.11
17,106,9,50,MinMaxScaler(),1.24,1.2,20.54,20.15,19.44,17.13,16.09
18,51,5,5,StandardScaler(),1.24,1.19,20.63,20.45,20.15,16.98,16.18
19,54,5,10,MinMaxScaler(),1.24,1.21,20.55,20.36,19.42,17.2,16.12
20,103,9,30,StandardScaler(),1.24,1.18,20.45,20.72,20.62,17.08,16.11
21,56,5,30,MinMaxScaler(),1.24,1.19,20.45,20.15,19.72,17.07,15.94
22,144,12,100,MinMaxScaler(),1.24,1.21,20.41,20.51,19.44,17.23,16.32
23,101,9,10,StandardScaler(),1.24,1.19,20.34,20.71,20.29,17.14,16.24
24,40,4,5,MinMaxScaler(),1.24,1.22,20.62,20.28,19.19,17.23,16.2
25,96,8,100,MinMaxScaler(),1.24,1.17,20.83,20.13,19.45,17.09,16.13
26,63,6,5,StandardScaler(),1.24,1.2,20.66,20.41,19.84,16.99,16.22
27,92,8,30,MinMaxScaler(),1.24,1.2,20.62,20.46,19.63,17.24,16.13
28,65,6,10,StandardScaler(),1.24,1.18,20.44,20.54,20.32,17.02,16.12
29,66,6,10,MinMaxScaler(),1.24,1.22,20.77,20.41,19.34,17.3,16.2
30,68,6,30,MinMaxScaler(),1.24,1.2,20.68,20.28,19.44,17.2,16.21
31,89,8,10,StandardScaler(),1.24,1.19,20.49,20.38,19.89,17.03,16.13
32,73,7,1,StandardScaler(),1.24,1.21,20.76,20.57,19.93,17.19,16.31
33,75,7,5,StandardScaler(),1.24,1.19,20.42,20.45,20.0,17.08,16.15
34,77,7,10,StandardScaler(),1.24,1.18,20.55,20.51,20.2,16.97,16.01
35,78,7,10,MinMaxScaler(),1.24,1.22,20.79,20.75,19.81,17.41,16.32
36,58,5,50,MinMaxScaler(),1.24,1.19,20.62,20.36,19.68,17.26,16.21
37,39,4,5,StandardScaler(),1.24,1.19,20.53,20.48,20.22,16.99,16.05
38,41,4,10,StandardScaler(),1.24,1.17,20.41,20.32,19.96,16.85,16.07
39,37,4,1,StandardScaler(),1.24,1.2,20.34,20.82,20.33,16.95,16.14
40,142,12,50,MinMaxScaler(),1.24,1.22,20.43,20.45,19.29,17.17,16.32
41,3,1,5,StandardScaler(),1.24,1.18,20.43,20.56,20.36,16.99,15.97
42,4,1,5,MinMaxScaler(),1.24,1.22,20.7,20.3,19.27,17.23,16.19
43,140,12,30,MinMaxScaler(),1.24,1.22,20.39,20.34,19.18,17.2,16.3
44,139,12,30,StandardScaler(),1.24,1.21,20.48,20.13,19.55,17.14,16.5
45,13,2,1,StandardScaler(),1.24,1.22,20.68,20.71,19.96,17.14,16.55
46,130,11,50,MinMaxScaler(),1.24,1.21,20.5,20.65,19.57,17.28,16.28
47,17,2,10,StandardScaler(),1.24,1.18,20.66,20.61,20.17,16.85,16.03
48,115,10,30,StandardScaler(),1.24,1.19,20.24,20.69,20.2,17.19,16.01
49,125,11,10,StandardScaler(),1.24,1.2,20.45,20.68,19.93,17.29,16.23
50,120,10,100,MinMaxScaler(),1.24,1.21,20.56,20.26,19.5,17.16,16.08
51,82,7,50,MinMaxScaler(),1.24,1.18,20.48,20.0,19.59,17.02,16.07
52,116,10,30,MinMaxScaler(),1.24,1.22,20.65,20.43,19.39,17.35,16.25
53,119,10,100,StandardScaler(),1.24,1.17,20.18,20.66,20.09,17.09,16.18
54,117,10,50,StandardScaler(),1.24,1.18,20.27,20.67,20.14,17.25,16.11
55,31,3,30,StandardScaler(),1.24,1.16,20.6,20.74,20.32,17.01,16.27
56,27,3,5,StandardScaler(),1.24,1.19,20.51,20.52,19.9,17.11,16.37
57,52,5,5,MinMaxScaler(),1.25,1.22,20.61,20.21,19.11,17.24,16.16
58,5,1,10,StandardScaler(),1.25,1.17,20.53,20.86,20.59,16.92,15.97
59,76,7,5,MinMaxScaler(),1.25,1.22,20.67,20.47,19.37,17.26,16.19
60,6,1,10,MinMaxScaler(),1.25,1.21,20.43,20.16,19.41,17.13,16.08
61,8,1,30,MinMaxScaler(),1.25,1.19,20.42,20.11,19.58,17.08,15.98
62,34,3,50,MinMaxScaler(),1.25,1.19,20.47,19.98,19.32,17.02,15.93
63,137,12,10,StandardScaler(),1.25,1.22,20.31,20.11,19.29,17.28,16.57
