,Model ID,Parent Model ID,Epochs,Scaler,MAE Test,MAE Train,Proj. 1,Proj. 2,Proj. 3,Proj. 4,Proj. 5
1,72,6,100,MinMaxScaler(),0.43,0.4,0.03,0.84,2.02,1.41,2.26
2,94,8,50,MinMaxScaler(),0.43,0.4,-0.04,0.71,2.05,1.44,2.18
3,31,3,30,StandardScaler(),0.43,0.38,-0.02,0.82,1.87,1.66,2.3
4,66,6,10,MinMaxScaler(),0.43,0.43,-0.0,0.86,1.96,1.48,2.02
5,34,3,50,MinMaxScaler(),0.43,0.4,-0.03,0.82,2.16,1.52,2.38
6,92,8,30,MinMaxScaler(),0.43,0.42,-0.03,0.75,1.99,1.36,2.09
7,91,8,30,StandardScaler(),0.43,0.39,0.13,0.68,1.87,1.45,2.13
8,39,4,5,StandardScaler(),0.43,0.41,-0.02,0.87,1.97,1.49,2.2
9,88,8,5,MinMaxScaler(),0.43,0.43,-0.08,0.79,1.87,1.48,2.0
10,42,4,10,MinMaxScaler(),0.43,0.42,-0.05,0.77,1.98,1.43,2.06
11,82,7,50,MinMaxScaler(),0.43,0.4,-0.01,0.78,1.88,1.32,2.16
12,80,7,30,MinMaxScaler(),0.43,0.42,0.04,0.85,2.01,1.55,2.17
13,79,7,30,StandardScaler(),0.43,0.38,0.02,0.68,2.02,1.28,2.02
14,78,7,10,MinMaxScaler(),0.43,0.42,-0.03,0.8,1.89,1.44,2.09
15,70,6,50,MinMaxScaler(),0.43,0.42,-0.0,0.79,1.86,1.31,2.18
16,53,5,10,StandardScaler(),0.43,0.41,0.01,0.77,1.94,1.6,2.29
17,54,5,10,MinMaxScaler(),0.43,0.43,-0.02,0.79,1.97,1.52,2.1
18,55,5,30,StandardScaler(),0.43,0.39,0.11,0.76,1.82,1.65,2.33
19,56,5,30,MinMaxScaler(),0.43,0.42,-0.08,0.69,2.02,1.48,2.13
20,58,5,50,MinMaxScaler(),0.43,0.41,-0.01,0.73,2.09,1.48,2.26
21,68,6,30,MinMaxScaler(),0.43,0.42,0.01,0.84,1.99,1.43,2.09
22,60,5,100,MinMaxScaler(),0.43,0.39,-0.05,0.67,1.87,1.4,2.18
23,103,9,30,StandardScaler(),0.43,0.4,0.06,0.74,1.9,1.17,2.12
24,104,9,30,MinMaxScaler(),0.43,0.43,0.0,0.79,1.95,1.51,2.17
25,32,3,30,MinMaxScaler(),0.43,0.42,-0.05,0.76,2.04,1.53,2.21
26,106,9,50,MinMaxScaler(),0.43,0.42,0.01,0.71,2.01,1.4,2.2
27,105,9,50,StandardScaler(),0.43,0.39,0.1,0.74,2.06,1.14,2.2
28,131,11,100,StandardScaler(),0.43,0.41,0.09,0.68,1.84,1.3,1.99
29,8,1,30,MinMaxScaler(),0.43,0.41,-0.03,0.74,2.16,1.38,2.21
30,120,10,100,MinMaxScaler(),0.43,0.42,-0.01,0.6,1.96,1.42,2.31
31,7,1,30,StandardScaler(),0.43,0.37,0.01,0.73,2.11,1.21,2.35
32,132,11,100,MinMaxScaler(),0.43,0.42,0.02,0.78,1.97,1.52,2.21
33,130,11,50,MinMaxScaler(),0.43,0.43,-0.03,0.78,1.9,1.48,2.09
34,118,10,50,MinMaxScaler(),0.43,0.42,-0.0,0.74,1.88,1.5,2.17
35,10,1,50,MinMaxScaler(),0.43,0.39,-0.07,0.84,2.11,1.39,2.18
36,116,10,30,MinMaxScaler(),0.43,0.43,-0.03,0.78,1.87,1.53,2.12
37,20,2,30,MinMaxScaler(),0.43,0.41,-0.03,0.66,2.05,1.41,2.18
38,108,9,100,MinMaxScaler(),0.43,0.41,0.04,0.72,1.99,1.37,2.29
39,22,2,50,MinMaxScaler(),0.43,0.4,0.02,0.64,2.09,1.48,2.27
40,140,12,30,MinMaxScaler(),0.44,0.44,-0.03,0.85,1.83,1.52,1.96
41,141,12,50,StandardScaler(),0.44,0.43,-0.01,0.9,1.98,1.2,2.2
42,142,12,50,MinMaxScaler(),0.44,0.43,-0.04,0.83,1.9,1.49,2.09
43,75,7,5,StandardScaler(),0.44,0.42,-0.04,0.78,1.72,1.42,2.03
44,67,6,30,StandardScaler(),0.44,0.4,0.13,0.74,2.06,1.46,2.02
45,76,7,5,MinMaxScaler(),0.44,0.43,-0.06,0.75,1.78,1.38,2.04
46,77,7,10,StandardScaler(),0.44,0.41,0.02,0.75,1.82,1.39,2.12
47,69,6,50,StandardScaler(),0.44,0.38,0.04,0.61,2.12,1.51,2.14
48,139,12,30,StandardScaler(),0.44,0.43,0.01,0.87,2.07,1.22,2.19
49,128,11,30,MinMaxScaler(),0.44,0.44,-0.06,0.81,1.88,1.54,2.05
50,81,7,50,StandardScaler(),0.44,0.34,0.19,0.8,1.81,1.23,2.1
51,84,7,100,MinMaxScaler(),0.44,0.37,0.03,0.84,2.23,1.36,2.36
52,127,11,30,StandardScaler(),0.44,0.43,0.07,0.76,1.8,1.72,2.06
53,87,8,5,StandardScaler(),0.44,0.43,-0.13,0.81,1.89,1.47,1.99
54,119,10,100,StandardScaler(),0.44,0.4,0.09,0.69,1.89,1.37,2.14
55,89,8,10,StandardScaler(),0.44,0.41,0.12,0.82,1.91,1.49,2.16
56,90,8,10,MinMaxScaler(),0.44,0.43,-0.01,0.72,1.88,1.47,2.05
57,117,10,50,StandardScaler(),0.44,0.41,-0.05,0.68,1.93,1.42,2.21
58,93,8,50,StandardScaler(),0.44,0.36,0.14,0.64,2.02,1.36,2.38
59,96,8,100,MinMaxScaler(),0.44,0.39,0.04,0.7,2.09,1.43,2.21
60,101,9,10,StandardScaler(),0.44,0.43,-0.01,0.82,1.9,1.17,2.02
