,Model ID,Parent Model ID,Epochs,Scaler,MAE Test,MAE Train,Proj. 1,Proj. 2,Proj. 3,Proj. 4,Proj. 5
1,118,10,50,MinMaxScaler(),0.19,0.18,1.25,0.81,0.89,1.3,0.7
2,126,11,10,MinMaxScaler(),0.19,0.19,1.12,0.74,0.78,1.14,0.68
3,124,11,5,MinMaxScaler(),0.19,0.19,1.05,0.78,0.78,1.12,0.68
4,78,7,10,MinMaxScaler(),0.19,0.17,1.24,0.73,0.89,1.35,0.77
5,76,7,5,MinMaxScaler(),0.19,0.18,1.18,0.84,0.87,1.28,0.77
6,40,4,5,MinMaxScaler(),0.19,0.18,1.11,0.81,0.82,1.23,0.69
7,102,9,10,MinMaxScaler(),0.19,0.18,1.11,0.83,0.87,1.15,0.7
8,128,11,30,MinMaxScaler(),0.19,0.18,1.13,0.68,0.75,1.17,0.66
9,6,1,10,MinMaxScaler(),0.19,0.17,1.21,0.76,0.84,1.23,0.68
10,4,1,5,MinMaxScaler(),0.19,0.18,1.16,0.81,0.82,1.2,0.7
11,68,6,30,MinMaxScaler(),0.19,0.17,1.23,0.81,0.88,1.25,0.81
12,116,10,30,MinMaxScaler(),0.19,0.18,1.16,0.82,0.82,1.17,0.71
13,100,9,5,MinMaxScaler(),0.2,0.19,1.09,0.85,0.84,1.13,0.68
14,104,9,30,MinMaxScaler(),0.2,0.17,1.19,0.81,0.86,1.21,0.69
15,38,4,1,MinMaxScaler(),0.2,0.19,1.22,0.96,0.95,1.27,0.78
16,106,9,50,MinMaxScaler(),0.2,0.16,1.22,0.77,0.79,1.25,0.69
17,144,12,100,MinMaxScaler(),0.2,0.18,1.24,0.74,0.84,1.33,0.69
18,92,8,30,MinMaxScaler(),0.2,0.16,1.09,0.84,0.89,1.24,0.72
19,32,3,30,MinMaxScaler(),0.2,0.17,1.07,0.7,0.74,1.27,0.63
20,90,8,10,MinMaxScaler(),0.2,0.18,1.17,0.79,0.82,1.21,0.68
21,88,8,5,MinMaxScaler(),0.2,0.19,1.18,0.87,0.84,1.21,0.72
22,50,5,1,MinMaxScaler(),0.2,0.2,1.14,0.96,0.89,1.13,0.8
23,74,7,1,MinMaxScaler(),0.2,0.19,1.12,0.8,0.85,1.14,0.8
24,52,5,5,MinMaxScaler(),0.2,0.2,1.26,0.91,0.92,1.28,0.81
25,54,5,10,MinMaxScaler(),0.2,0.19,1.1,0.73,0.75,1.1,0.64
26,70,6,50,MinMaxScaler(),0.2,0.16,1.28,0.71,0.8,1.34,0.78
27,66,6,10,MinMaxScaler(),0.2,0.18,1.16,0.81,0.84,1.15,0.82
28,42,4,10,MinMaxScaler(),0.2,0.17,1.15,0.72,0.77,1.26,0.65
29,112,10,5,MinMaxScaler(),0.2,0.2,0.95,0.79,0.77,0.95,0.72
30,30,3,10,MinMaxScaler(),0.2,0.18,1.03,0.76,0.81,1.16,0.67
