,Model ID,Parent Model ID,Epochs,Scaler,MAE Test,MAE Train,Proj. 1,Proj. 2,Proj. 3,Proj. 4,Proj. 5
1,1,1,1,StandardScaler(),0.57,0.55,0.19,1.19,2.29,0.41,2.34
2,100,9,5,MinMaxScaler(),0.57,0.55,0.13,1.19,2.11,0.5,2.29
3,99,9,5,StandardScaler(),0.57,0.53,0.1,1.26,2.16,0.42,2.3
4,94,8,50,MinMaxScaler(),0.57,0.52,-0.05,1.31,2.4,0.6,2.32
5,92,8,30,MinMaxScaler(),0.57,0.53,-0.07,1.31,2.39,0.56,2.41
6,90,8,10,MinMaxScaler(),0.57,0.54,0.04,1.3,2.27,0.5,2.41
7,89,8,10,StandardScaler(),0.57,0.52,-0.07,1.19,2.29,0.55,2.15
8,88,8,5,MinMaxScaler(),0.57,0.54,0.1,1.21,2.14,0.44,2.31
9,87,8,5,StandardScaler(),0.57,0.53,0.1,1.26,2.39,0.49,2.3
10,85,8,1,StandardScaler(),0.57,0.55,0.09,1.15,2.13,0.34,2.4
11,82,7,50,MinMaxScaler(),0.57,0.52,-0.0,1.33,2.19,0.67,2.25
12,80,7,30,MinMaxScaler(),0.57,0.53,-0.08,1.34,2.37,0.54,2.45
13,101,9,10,StandardScaler(),0.57,0.52,-0.03,1.25,2.29,0.52,2.21
14,78,7,10,MinMaxScaler(),0.57,0.54,0.0,1.32,2.38,0.49,2.5
15,75,7,5,StandardScaler(),0.57,0.53,0.1,1.23,2.42,0.6,2.21
16,73,7,1,StandardScaler(),0.57,0.55,0.16,1.2,2.53,0.49,2.56
17,143,12,100,StandardScaler(),0.57,0.54,0.1,1.21,2.38,0.59,2.53
18,70,6,50,MinMaxScaler(),0.57,0.53,-0.03,1.36,2.35,0.61,2.45
19,68,6,30,MinMaxScaler(),0.57,0.53,-0.01,1.3,2.34,0.53,2.45
20,67,6,30,StandardScaler(),0.57,0.52,0.12,1.22,2.4,0.69,2.16
21,66,6,10,MinMaxScaler(),0.57,0.54,-0.02,1.27,2.26,0.46,2.43
22,65,6,10,StandardScaler(),0.57,0.53,0.18,1.22,2.32,0.54,2.26
23,64,6,5,MinMaxScaler(),0.57,0.55,0.11,1.21,2.1,0.53,2.28
24,63,6,5,StandardScaler(),0.57,0.54,0.22,1.22,2.35,0.33,2.48
25,61,6,1,StandardScaler(),0.57,0.55,0.26,1.15,2.38,0.41,2.45
26,76,7,5,MinMaxScaler(),0.57,0.54,0.08,1.24,2.17,0.42,2.32
27,58,5,50,MinMaxScaler(),0.57,0.51,-0.05,1.38,2.34,0.58,2.17
28,102,9,10,MinMaxScaler(),0.57,0.54,0.02,1.23,2.25,0.47,2.35
29,104,9,30,MinMaxScaler(),0.57,0.53,-0.02,1.28,2.35,0.5,2.42
30,142,12,50,MinMaxScaler(),0.57,0.55,0.27,1.23,2.14,0.56,2.36
31,141,12,50,StandardScaler(),0.57,0.54,0.05,1.16,2.33,0.6,2.46
32,140,12,30,MinMaxScaler(),0.57,0.55,0.26,1.22,2.13,0.58,2.38
33,132,11,100,MinMaxScaler(),0.57,0.53,-0.01,1.28,2.37,0.53,2.42
34,130,11,50,MinMaxScaler(),0.57,0.54,0.05,1.29,2.32,0.51,2.41
35,129,11,50,StandardScaler(),0.57,0.53,0.05,1.26,2.48,0.52,2.13
36,128,11,30,MinMaxScaler(),0.57,0.54,0.11,1.24,2.2,0.47,2.35
37,127,11,30,StandardScaler(),0.57,0.53,0.11,1.26,2.47,0.51,2.28
38,126,11,10,MinMaxScaler(),0.57,0.54,0.13,1.2,2.13,0.47,2.29
39,125,11,10,StandardScaler(),0.57,0.54,0.08,1.22,2.41,0.51,2.38
40,124,11,5,MinMaxScaler(),0.57,0.55,0.12,1.16,2.08,0.5,2.27
41,103,9,30,StandardScaler(),0.57,0.52,0.04,1.3,2.36,0.57,2.15
