,Model ID,Parent Model ID,Epochs,Scaler,MAE Test,MAE Train,Proj. 1,Proj. 2,Proj. 3,Proj. 4,Proj. 5
1,1,1,1,StandardScaler(),0.47,0.49,0.02,1.05,2.16,0.43,2.3
2,65,6,10,StandardScaler(),0.47,0.48,-0.05,1.02,2.04,0.48,2.29
3,64,6,5,MinMaxScaler(),0.47,0.49,-0.0,1.0,1.98,0.41,2.22
4,63,6,5,StandardScaler(),0.47,0.49,-0.01,1.04,2.2,0.5,2.26
5,108,9,100,MinMaxScaler(),0.47,0.48,0.01,1.0,1.97,0.22,2.49
6,113,10,10,StandardScaler(),0.47,0.49,-0.01,1.08,2.1,0.46,2.3
7,114,10,10,MinMaxScaler(),0.47,0.5,-0.0,1.02,1.97,0.39,2.26
8,58,5,50,MinMaxScaler(),0.47,0.48,-0.01,1.07,2.19,0.36,2.46
9,115,10,30,StandardScaler(),0.47,0.48,-0.04,1.02,2.12,0.43,2.3
10,67,6,30,StandardScaler(),0.47,0.47,-0.02,0.99,2.04,0.48,2.44
11,56,5,30,MinMaxScaler(),0.47,0.48,0.0,1.02,2.23,0.32,2.37
12,54,5,10,MinMaxScaler(),0.47,0.48,-0.0,1.01,2.17,0.39,2.37
13,53,5,10,StandardScaler(),0.47,0.48,0.03,1.1,2.27,0.49,2.29
14,52,5,5,MinMaxScaler(),0.47,0.49,0.03,1.06,2.07,0.43,2.29
15,116,10,30,MinMaxScaler(),0.47,0.49,-0.03,0.97,2.11,0.31,2.41
16,117,10,50,StandardScaler(),0.47,0.48,0.0,1.01,2.16,0.36,2.42
17,49,5,1,StandardScaler(),0.47,0.49,-0.04,1.01,2.13,0.47,2.22
18,118,10,50,MinMaxScaler(),0.47,0.48,-0.02,0.95,2.09,0.25,2.43
19,92,8,30,MinMaxScaler(),0.47,0.48,-0.03,1.0,2.1,0.27,2.45
20,55,5,30,StandardScaler(),0.47,0.45,-0.03,1.13,2.23,0.43,2.37
21,68,6,30,MinMaxScaler(),0.47,0.48,-0.0,1.04,2.13,0.34,2.33
22,69,6,50,StandardScaler(),0.47,0.46,-0.07,0.99,2.02,0.42,2.52
23,70,6,50,MinMaxScaler(),0.47,0.48,-0.03,0.99,2.15,0.33,2.33
24,96,8,100,MinMaxScaler(),0.47,0.47,-0.01,1.13,2.1,0.3,2.4
25,90,8,10,MinMaxScaler(),0.47,0.48,0.01,0.95,2.07,0.33,2.42
26,88,8,5,MinMaxScaler(),0.47,0.49,0.02,1.0,2.0,0.39,2.34
27,99,9,5,StandardScaler(),0.47,0.49,-0.03,1.02,2.11,0.47,2.3
28,101,9,10,StandardScaler(),0.47,0.48,-0.05,1.02,2.16,0.46,2.41
29,84,7,100,MinMaxScaler(),0.47,0.46,0.02,1.12,2.15,0.28,2.23
30,102,9,10,MinMaxScaler(),0.47,0.49,-0.01,1.02,2.04,0.39,2.38
