,Model ID,Parent Model ID,Epochs,Scaler,MAE Test,MAE Train,Proj. 1,Proj. 2,Proj. 3,Proj. 4,Proj. 5
1,125,11,10,StandardScaler(),0.46,0.46,0.71,0.49,0.72,0.6,0.41
2,127,11,30,StandardScaler(),0.47,0.44,0.6,0.47,0.65,0.72,0.39
3,80,7,30,MinMaxScaler(),0.47,0.43,0.18,0.41,0.68,0.77,0.13
4,68,6,30,MinMaxScaler(),0.47,0.46,0.52,0.46,0.66,0.71,0.5
5,29,3,10,StandardScaler(),0.47,0.44,0.32,0.49,0.61,0.81,0.43
6,42,4,10,MinMaxScaler(),0.47,0.46,0.34,0.48,0.71,0.72,0.31
7,63,6,5,StandardScaler(),0.47,0.48,0.81,0.52,0.51,0.73,0.77
8,123,11,5,StandardScaler(),0.47,0.5,0.82,0.52,0.77,0.69,0.34
9,90,8,10,MinMaxScaler(),0.47,0.46,0.55,0.56,0.73,0.73,0.47
10,144,12,100,MinMaxScaler(),0.48,0.46,0.49,0.6,0.74,0.71,0.58
11,104,9,30,MinMaxScaler(),0.48,0.45,0.47,0.56,0.75,0.77,0.56
12,113,10,10,StandardScaler(),0.48,0.46,0.37,0.37,0.7,0.77,0.37
13,44,4,30,MinMaxScaler(),0.48,0.42,0.27,0.45,0.63,0.86,0.14
14,115,10,30,StandardScaler(),0.48,0.45,0.44,0.48,0.72,0.92,0.44
15,40,4,5,MinMaxScaler(),0.48,0.46,0.49,0.6,0.73,0.73,0.48
16,39,4,5,StandardScaler(),0.48,0.44,0.59,0.46,0.53,0.78,0.43
17,102,9,10,MinMaxScaler(),0.48,0.47,0.52,0.59,0.68,0.67,0.55
18,51,5,5,StandardScaler(),0.48,0.45,0.84,0.54,0.73,0.97,0.71
19,54,5,10,MinMaxScaler(),0.48,0.46,0.48,0.58,0.73,0.69,0.57
20,53,5,10,StandardScaler(),0.48,0.43,0.53,0.59,0.57,0.87,0.56
21,38,4,1,MinMaxScaler(),0.48,0.48,0.63,0.54,0.69,0.77,0.6
22,100,9,5,MinMaxScaler(),0.48,0.47,0.6,0.62,0.66,0.71,0.65
23,56,5,30,MinMaxScaler(),0.48,0.44,0.44,0.46,0.8,0.82,0.42
24,94,8,50,MinMaxScaler(),0.48,0.42,0.51,0.48,0.7,0.88,0.03
25,92,8,30,MinMaxScaler(),0.48,0.45,0.56,0.5,0.78,0.89,0.29
26,88,8,5,MinMaxScaler(),0.48,0.47,0.54,0.64,0.73,0.74,0.64
27,64,6,5,MinMaxScaler(),0.48,0.47,0.62,0.61,0.69,0.73,0.64
28,65,6,10,StandardScaler(),0.48,0.45,0.69,0.52,0.5,0.89,0.7
29,66,6,10,MinMaxScaler(),0.48,0.46,0.6,0.59,0.72,0.7,0.63
30,87,8,5,StandardScaler(),0.48,0.46,0.7,0.4,0.64,0.71,0.78
31,86,8,1,MinMaxScaler(),0.48,0.48,0.61,0.59,0.77,0.84,0.82
32,78,7,10,MinMaxScaler(),0.48,0.46,0.36,0.51,0.75,0.74,0.5
33,52,5,5,MinMaxScaler(),0.48,0.47,0.51,0.61,0.72,0.69,0.6
34,116,10,30,MinMaxScaler(),0.48,0.47,0.46,0.53,0.79,0.73,0.56
35,37,4,1,StandardScaler(),0.48,0.5,0.95,0.28,0.62,0.89,0.63
36,118,10,50,MinMaxScaler(),0.48,0.46,0.6,0.52,0.82,0.79,0.55
37,2,1,1,MinMaxScaler(),0.48,0.47,0.62,0.56,0.73,0.78,0.63
38,3,1,5,StandardScaler(),0.48,0.44,0.71,0.49,0.66,0.92,0.75
39,4,1,5,MinMaxScaler(),0.48,0.46,0.52,0.56,0.76,0.74,0.55
40,142,12,50,MinMaxScaler(),0.48,0.47,0.41,0.65,0.69,0.64,0.52
41,6,1,10,MinMaxScaler(),0.48,0.46,0.54,0.55,0.85,0.86,0.53
42,8,1,30,MinMaxScaler(),0.48,0.43,0.22,0.42,0.62,0.64,0.15
43,140,12,30,MinMaxScaler(),0.48,0.47,0.41,0.72,0.7,0.66,0.5
44,14,2,1,MinMaxScaler(),0.48,0.48,0.62,0.56,0.7,0.78,0.64
45,132,11,100,MinMaxScaler(),0.48,0.45,0.66,0.45,0.76,0.8,0.22
46,18,2,10,MinMaxScaler(),0.48,0.46,0.46,0.48,0.66,0.67,0.43
47,130,11,50,MinMaxScaler(),0.48,0.46,0.48,0.56,0.76,0.76,0.33
48,129,11,50,StandardScaler(),0.48,0.43,0.45,0.46,0.55,0.78,0.3
49,16,2,5,MinMaxScaler(),0.48,0.47,0.47,0.57,0.67,0.67,0.46
50,76,7,5,MinMaxScaler(),0.48,0.46,0.48,0.6,0.76,0.76,0.57
51,126,11,10,MinMaxScaler(),0.48,0.47,0.58,0.66,0.74,0.74,0.51
52,32,3,30,MinMaxScaler(),0.48,0.45,0.34,0.39,0.76,0.74,0.3
53,124,11,5,MinMaxScaler(),0.48,0.47,0.61,0.64,0.73,0.74,0.5
54,120,10,100,MinMaxScaler(),0.48,0.46,0.65,0.43,0.77,0.76,0.5
55,27,3,5,StandardScaler(),0.48,0.47,0.53,0.58,0.78,0.88,0.66
56,30,3,10,MinMaxScaler(),0.48,0.47,0.54,0.62,0.75,0.74,0.51
57,28,3,5,MinMaxScaler(),0.48,0.47,0.58,0.64,0.73,0.74,0.61
58,128,11,30,MinMaxScaler(),0.48,0.46,0.5,0.62,0.7,0.72,0.41
59,77,7,10,StandardScaler(),0.49,0.41,0.4,0.43,0.32,0.8,0.29
60,119,10,100,StandardScaler(),0.49,0.42,0.48,0.48,0.67,1.02,0.48
61,82,7,50,MinMaxScaler(),0.49,0.39,0.2,0.41,0.61,0.83,-0.1
62,141,12,50,StandardScaler(),0.49,0.45,0.67,0.5,0.91,0.89,0.39
63,114,10,10,MinMaxScaler(),0.49,0.47,0.57,0.62,0.76,0.73,0.63
64,101,9,10,StandardScaler(),0.49,0.44,0.57,0.56,0.36,0.73,0.54
65,89,8,10,StandardScaler(),0.49,0.43,0.71,0.42,0.62,0.82,0.73
66,137,12,10,StandardScaler(),0.49,0.49,0.89,0.29,0.93,0.93,0.25
67,136,12,5,MinMaxScaler(),0.49,0.49,0.72,0.63,0.74,0.86,0.6
68,98,9,1,MinMaxScaler(),0.49,0.48,0.53,0.65,0.59,0.71,0.54
69,117,10,50,StandardScaler(),0.49,0.44,0.47,0.47,0.68,0.95,0.47
70,131,11,100,StandardScaler(),0.49,0.42,0.3,0.52,0.32,0.8,0.21
71,108,9,100,MinMaxScaler(),0.49,0.42,0.46,0.44,0.55,0.62,0.16
72,106,9,50,MinMaxScaler(),0.49,0.44,0.29,0.37,0.68,0.67,0.36
73,139,12,30,StandardScaler(),0.49,0.46,0.74,0.49,0.94,0.89,0.43
74,138,12,10,MinMaxScaler(),0.49,0.48,0.55,0.72,0.69,0.7,0.54
75,1,1,1,StandardScaler(),0.49,0.5,0.92,0.59,0.61,0.75,0.79
76,74,7,1,MinMaxScaler(),0.49,0.48,0.7,0.71,0.88,0.96,0.8
77,5,1,10,StandardScaler(),0.49,0.4,0.55,0.48,0.48,0.86,0.54
78,15,2,5,StandardScaler(),0.49,0.44,1.03,0.43,0.52,0.81,0.63
