,Player,Position,Age,Height,Weight,GP,EV ATOI,PP ATOI,PK ATOI,EV G/60,PP G/60,PK G/60,EV A1/60,PP A1/60,PK A1/60,EV A2/60,PP A2/60,PK A2/60
1,Aaron Ekblad,D,24.6,76,215,75.4896129096294,18.896093392217157,2.020626265978068,1.7897790046771986,0.3115743417203427,1.289802597656101,0.19431744515895844,0.3526531445384025,1.7226217564380168,0.19430667161941528,0.35739768117666243,1.7847666166380047,0.14391888678073883
2,Aaron Ness,D,30.4,70,184,40.99344574271199,13.986783656036625,0.01078819273418188,0.369784227042079,0.19255733154714108,0.1513308022211169,0.7844822406768799,0.2877123951911926,1.4829096794128418,1.0948604345321655,0.38139850795269015,1.6695902347564697,0.8316169381141663
3,Adam Boqvist,D,20.1,72,182,56.424682627650476,15.711376462003974,1.814964669018984,0.26085355758714673,0.192365914657712,0.06418351717280239,0.9048012495040894,0.30970969796180725,1.3331276178359985,1.004225492477417,0.37929669111967085,1.4274277687072754,0.892792820930481
4,Adam Brooks,C,24.4,72,179,19.853495086560148,10.435614032907633,0.024997898553311828,0.12992827687788008,0.7394750118255615,0.0157120730727911,1.5084284543991089,0.5255307555198669,1.2216540575027466,1.0997449159622192,0.3951413285732269,1.0508816242218018,0.7056180834770203
5,Adam Erne,L,25.5,73,212,69.2606213882638,10.787022563669087,0.5773668185405434,0.21753249624550342,0.34567639707978814,0.01787434332072735,1.5935964584350586,0.3957789550069254,1.313814401626587,1.0402963161468506,0.3373699187539518,1.1128642559051514,0.8763225078582764
6,Adam Fox,D,22.6,71,182,82.0,17.69133703100681,1.6013520487859845,0.39972930605232715,0.1922493627667427,0.38405535783454053,0.7877469658851624,0.37996041774749756,1.5100115537643433,0.8469979763031006,0.3836094754934311,1.6394156217575073,0.8040507435798645
7,Adam Gaudette,C,24.0,73,194,68.02773666988175,10.65736790251732,1.3674590293370188,0.08174937987875938,0.6737586673453451,1.2185737246602775,1.5555319786071777,0.42930373478597034,1.917798337006569,1.1909643411636353,0.4736982040330768,1.6773384395837785,0.7688474059104919
8,Adam Henrique,C,30.7,72,195,79.18187225007753,13.370073043264448,2.306673442335427,1.3239629252269864,0.7501553904686123,1.8717471260525287,1.734357476234436,0.511412843965739,1.590509285402298,1.3377033472061157,0.641848046374321,1.1598718692779542,0.7949751019477844
9,Adam Johnson,C,26.3,72,174,20.69437201035966,9.581932076812222,0.02516062177717686,0.03991275248646736,0.7357921004295349,,1.252135157585144,0.5031924843788147,,1.1377660036087036,0.3949038138985634,,0.9528810977935791
10,Adam Larsson,D,27.9,75,209,66.25059327274629,18.769007732546328,0.18555087960118055,1.950665506140329,0.1199427478976548,0.11471285047565746,0.16044050455093384,0.14236601578984232,1.2455284595489502,0.15337243676185608,0.365586428642273,1.4246782064437866,0.17419348657131195
11,Adam Lowry,C,27.5,78,208,72.7813935373477,12.207114590600133,0.5214203184320927,2.0422743866965174,0.47543237571056934,0.026919417083263397,0.5669745206832886,0.3171107695302069,1.2695891857147217,0.269432932138443,0.7397675019592047,1.0669405460357666,0.18608073890209198
12,Adam Pelech,D,26.1,75,210,51.352036204276565,16.87382273297012,0.23913060726591945,1.8751386591343209,0.16917846375927326,0.10533739583164992,0.09840169548988342,0.1578172801351268,1.2670657634735107,,0.35400078251957895,1.4365614652633667,
13,Adrian Kempe,"C, R",24.1,74,200,79.74454297989928,12.504291955915837,1.4607292408457646,0.5790353656922778,0.69998682464653,0.41571258505739767,1.6944688558578491,0.4979658676159257,1.4837734404007592,1.0945748090744019,0.3768830544890836,1.1325916994333267,0.8499734997749329
14,Alan Quine,C,27.6,72,203,21.039300300406037,10.883576109859117,0.14729079019414296,0.06328177541494369,0.719384491443634,0.01745491288602352,,0.5322173237800598,1.0769281387329102,,0.39498940646648406,0.944916844367981,
15,Alec Martinez,D,33.2,73,210,68.47896341051879,18.004851029421392,1.6459695791095497,2.055288951558061,0.1873631167545915,0.3221128814649582,0.23480473458766937,0.18570047574937346,1.74830693821311,0.16340099275112152,0.35199085116386414,1.9635069442815782,0.1698756366968155
16,Aleksander Barkov,C,25.1,75,215,71.5695801786052,16.075427876961232,3.136780490407348,1.4482202385231853,0.8183129677629097,1.586493012229353,0.6445178389549255,0.9286191332317888,2.2636436693906785,0.19218939542770386,1.0288297970116138,1.7332828753709792,0.17663779854774475
17,Aleksi Saarela,C,23.7,71,200,22.737286498250185,11.091625487283954,0.15456956759871246,0.037497690841555596,0.7222756147384644,0.015080723911523819,,0.6016143560409546,1.1762109994888306,,0.395056469142437,1.0170536041259766,
18,Alex Biega,D,32.5,70,195,64.14294667674483,15.62580054864424,0.13732963715353608,1.3947073164472978,0.007932451948294733,0.133890076438074,1.0414361953735352,0.32995631012556453,1.452067255973816,1.0695260763168335,0.7304625143761735,1.6379621028900146,1.0097464323043823
19,Alex Chiasson,R,30.0,76,208,70.66801645198662,11.290864145350456,1.3650679571673274,0.7001250066462755,0.5766858222121373,2.3517990447569637,1.4167897701263428,0.2664731768051386,1.6151894878864288,1.2583509683609009,0.648354115280509,1.2721325442790985,1.092747688293457
20,Alex DeBrincat,R,22.8,68,178,77.99662415351227,13.727943588035801,2.5433424939374127,0.1817741707346042,1.1082930724200482,2.4694050543084742,0.8971906304359436,0.7347443485522022,2.009858155639966,1.0450884103775024,0.5063296797640933,1.3583145912249883,0.7254065275192261
